代號,名稱,Year,Industry,Key,RPA,LN_RPA_Count,RPA_Count,Finance,KY,OS,Equity,NI,Price,BVLAG,MV,BV,ADJEBEI,RD,ADV,CAPEX
3006,晶豪科,2018,M2324,30062018,0,0,0,0,0,285759,7244438,829109,26.44,7170141,1.0537405,1.010362,0.264265654,0.115531759,0.033100325,0.115035813
3006,晶豪科,2017,M2324,30062017,0,0,0,0,0,285759,7170141,570179,31.1,6875651,1.292547411,1.042830853,0.240969182,0.123628003,0.034413905,0.095860741
3008,大立光,2022,M2326,30082022,0,0,0,0,0,133468,155109100,22604860,2102.33,141739722,1.979641109,1.094323439,0.191606471,0.029307042,0.002817954,0.093751348
3008,大立光,2021,M2326,30082021,0,0,0,0,0,134140,141739722,18633095,1637,140802158,1.559544137,1.006658733,0.160537298,0.025581213,0.002620791,0.074992565
3008,大立光,2020,M2326,30082020,0,0,0,0,0,134140,140802158,24501332,2756.09,126393911,2.924997808,1.113994787,0.227031712,0.030020085,0.003162637,0.079351924
3008,大立光,2019,M2326,30082019,0,0,0,0,0,134140,126393911,28259090,3560.08,107599571,4.438206647,1.174669284,0.301403962,0.034985716,0.003786251,0.113702907
3008,大立光,2018,M2326,30082018,0,0,0,0,0,134140,107599571,24378853,3300.68,92397231,4.791845063,1.16453242,0.302939143,0.035265613,0.003825223,0.100068973
3008,大立光,2017,M2326,30082017,0,0,0,0,0,134140,92397231,25954435,3781.81,76842515,6.601709918,1.202423307,0.385155093,0.042654929,0.00473877,0.126393768
3010,華立,2022,M2329,30102022,0,0,0,0,0,236018,18540652,2736252,82.9,17716818,1.104368301,1.046500111,0.286587354,0,0.132143594,0.129771949
3010,華立,2021,M2329,30102021,0,0,0,0,0,236018,17716818,3088771,78.52,14908460,1.243061548,1.188373447,0.35961434,0,0.152431908,0.099938424
3010,華立,2020,M2329,30102020,0,0,0,0,0,231390,14908460,2036457,66.22,13284603,1.153413903,1.12223602,0.307708706,0,0.154414174,0.047113715
3010,華立,2019,M2329,30102019,0,0,0,0,0,231390,13284603,1562706,42.9,12408935,0.799958336,1.070567539,0.288333124,0,0.162399191,0.051978917
3010,華立,2018,M2329,30102018,0,0,0,0,0,231390,12408935,1520057,38.63,11841391,0.754860278,1.047928829,0.295428383,0,0.167060272,0.018475448
3010,華立,2017,M2329,30102017,0,0,0,0,0,231390,11841391,1404467,37.98,10838248,0.81084989,1.092555826,0.316954272,0,0.187369951,0.017466199
3011,今皓,2022,M2328,30112022,0,0,0,0,0,112719,1019973,-13722,32,1010290,3.570269922,1.009584377,0.094735175,0.050094527,0.058222886,0.048234665
3011,今皓,2021,M2328,30112021,0,0,0,0,0,112719,1010290,-93723,18.3,959398,2.150054201,1.053045764,0.029624827,0.053442888,0.073871323,0.05139994
3011,今皓,2020,M2328,30112020,0,0,0,0,0,112719,959398,-85945,7.78,1049275,0.835771194,0.914343714,0.032480522,0.045740154,0.068649305,0.057198542
3011,今皓,2019,M2328,30112019,0,0,0,0,0,112719,1049275,-87035,5.94,1151589,0.581414776,0.911154066,0.037886781,0.045944343,0.067520617,0.079494507
3011,今皓,2018,M2328,30112018,0,0,0,0,0,112719,1151589,-32163,7.08,1194692,0.667996873,0.963921245,0.082742665,0.050120868,0.05954338,0.060659986
3011,今皓,2017,M2328,30112017,0,0,0,0,0,112719,1194692,-89712,10.4,1301426,0.900763931,0.917986885,0.023509596,0.047769139,0.044674073,0.061503305
3013,晟銘電,2022,M2325,30132022,0,0,0,0,0,195935,3018133,222860,31.91,2241731,2.789043757,1.346340395,0.194667424,0.025973678,0.069279499,0.543337269
3013,晟銘電,2021,M2325,30132021,0,0,0,0,0,155935,2241731,-114771,13.25,2460356,0.839772273,0.911140908,0.028910857,0.023258016,0.052300968,0.866477453
3013,晟銘電,2020,M2325,30132020,0,0,0,0,0,155935,2460356,80176,13.33,2507591,0.828928462,0.981163196,0.104188043,0.021095545,0.051119182,0.288648747
3013,晟銘電,2019,M2325,30132019,0,0,0,0,0,162935,2507591,157008,12.23,2610152,0.763440233,0.960706886,0.130800812,0.018821892,0.051826101,0.132203412
3013,晟銘電,2018,M2325,30132018,0,0,0,0,0,169935,2610152,144505,13.94,2623628,0.902907691,0.994863601,0.121211925,0.013605969,0.052527645,0.183457411
3013,晟銘電,2017,M2325,30132017,0,0,0,0,0,169935,2623628,245918,15.25,2598581,0.997278418,1.009638722,0.153223625,0.013097918,0.045490212,0.1468082
3014,聯陽,2022,M2324,30142022,0,0,0,0,0,161080,5379420,1229007,112.5,6261151,2.894276148,0.859174296,0.379052669,0.133145168,0.049616596,0.010637022
3014,聯陽,2021,M2324,30142021,0,0,0,0,0,161080,6261151,1799750,66.62,4809398,2.231287492,1.30185753,0.658653536,0.196710482,0.08772782,0.025450379
3014,聯陽,2020,M2324,30142020,0,0,0,0,0,161080,4809398,927188,96.57,4036635,3.853579925,1.191437423,0.498541979,0.187067446,0.081781236,0.01600987
3014,聯陽,2019,M2324,30142019,0,0,0,0,0,161080,4036635,532789,46.79,3863115,1.950998922,1.04491712,0.394311326,0.181432083,0.074962304,0.012919367
3014,聯陽,2018,M2324,30142018,0,0,0,0,0,161240,3863115,490982,24.78,3858073,1.035627683,1.00130687,0.374766367,0.179687891,0.067817535,0.066607345
3014,聯陽,2017,M2324,30142017,0,0,0,0,0,161374,3858073,402849,24.38,3796157,1.036389728,1.016310179,0.338311877,0.166514451,0.06567721,0.068773236
3015,全漢,2022,M2328,30152022,0,0,0,0,0,187262,13717372,786824,48,13547476,0.663487132,1.012540786,0.13960069,0.035553708,0.045967972,0.03563483
3015,全漢,2021,M2328,30152021,0,0,0,0,0,187262,13547476,713977,34,11492660,0.553997769,1.178793769,0.155819366,0.039667666,0.054027092,0.048578919
3015,全漢,2020,M2328,30152020,0,0,0,0,0,187262,11492660,355287,37.49,9089667,0.772355289,1.26436535,0.147280093,0.049680368,0.058512815,0.059762585
3015,全漢,2019,M2328,30152019,0,0,0,0,0,192262,9089667,99592,17.82,8260857,0.414740122,1.100329784,0.134180994,0.054652925,0.067472176,0.055344863
3015,全漢,2018,M2328,30152018,0,0,0,0,0,192262,8260857,44806,14.17,8416747,0.323682361,0.981478593,0.137502292,0.057040683,0.075138174,0.056548094
3015,全漢,2017,M2328,30152017,0,0,0,0,0,192262,8416747,-46986,16.75,8390806,0.383799661,1.003091598,0.126247586,0.055543174,0.076304112,0.048574237
3016,嘉晶,2022,M2324,30162022,0,0,0,0,0,288539,5303687,681271,63.39,4610079,3.967499735,1.150454689,0.176293508,0.015203861,0.013311052,0.201408913
3016,嘉晶,2021,M2324,30162021,0,0,0,0,0,284377,4610079,380530,80.02,4045539,5.624923537,1.1395463,0.124447694,0.016937175,0.013448888,0.158531162
3016,嘉晶,2020,M2324,30162020,0,0,0,0,0,279636,4045539,15789,68.36,3819702,5.004557151,1.059124246,0.032326082,0.016059892,0.012132622,0.143925887
3016,嘉晶,2019,M2324,30162019,0,0,0,0,0,274401,3819702,10478,63.67,4056187,4.307274707,0.941697708,0.03077151,0.015201469,0.012986827,0.188914614
3016,嘉晶,2018,M2324,30162018,0,0,0,0,0,274401,4056187,431502,42.86,3517485,3.343532911,1.153149765,0.161794578,0.022091921,0.017029213,0.410456619
3016,嘉晶,2017,M2324,30162017,0,0,0,0,0,274401,3517485,180310,66.93,2700319,6.80129234,1.30261832,0.115634856,0.028372574,0.02048869,0.225568164
3017,奇鋐,2022,M2325,30172022,0,0,0,0,0,353310,17423084,5009873,267.5,14084926,6.710040578,1.237002168,0.62300093,0.20479994,0.062510588,0.378163861
3017,奇鋐,2021,M2325,30172021,0,0,0,0,0,353310,14084926,3556205,87.19,11288338,2.728931301,1.247741342,0.580496261,0.209484425,0.055978303,0.27318149
3017,奇鋐,2020,M2325,30172020,0,0,0,0,0,353310,11288338,2447096,72.65,9333910,2.749969895,1.209390063,0.53201745,0.206672445,0.063172347,0.384845258
3017,奇鋐,2019,M2325,30172019,0,0,0,0,0,353310,9333910,1074292,36.87,9008570,1.446016371,1.0361145,0.406301333,0.215132479,0.07191663,0.308439963
3017,奇鋐,2018,M2325,30172018,0,0,0,0,0,353310,9008570,722869,33.12,8826684,1.325710448,1.020606379,0.331907883,0.180032275,0.069979734,0.266503593
3017,奇鋐,2017,M2325,30172017,0,0,0,0,0,353310,8826684,893211,23.53,8605673,0.966035347,1.025682012,0.308271183,0.144822607,0.059655299,0.184781481
3018,隆銘綠能,2022,M2331,30182022,0,0,0,0,0,78147,131545,-205636,16.22,270596,4.684268578,0.486130615,-0.759937324,0,0,0.105862614
3018,隆銘綠能,2021,M2331,30182021,0,0,0,0,0,73147,270596,-357910,24,517849,3.390038409,0.522538423,-0.691147419,0,0,0.08800828
3018,隆銘綠能,2020,M2331,30182020,0,0,0,0,0,73147,517849,-68030,33.1,597333,4.053293054,0.866935194,-0.113889572,0,0,0.119727187
3018,隆銘綠能,2019,M2331,30182019,0,0,0,0,0,73512,597333,-245517,36.6,843040,3.191472765,0.708546451,-0.291228174,0,0,0.080360362
3018,隆銘綠能,2018,M2331,30182018,0,0,0,0,0,73512,843040,-81232,53.3,891832,4.393416697,0.945290144,-0.091084419,0,0,0.079994887
3018,隆銘綠能,2017,M2331,30182017,0,0,0,0,0,67514,891832,46000,145.43,661103,14.85178712,1.349006131,0.069580686,0,0,0.051107014
3019,亞光,2022,M2326,30192022,0,0,0,0,0,281084,14697918,1406288,64.3,15892052,1.137279264,0.924859672,0.155482816,0.053454393,0.013538403,0.057434559
3019,亞光,2021,M2326,30192021,0,0,0,0,0,281084,15892052,1857011,55.97,14959469,1.051659753,1.062340649,0.193947058,0.055565141,0.01424576,0.080807146
3019,亞光,2020,M2326,30192020,0,0,0,0,0,281084,14959469,656909,82.51,15572011,1.489354255,0.960663912,0.101082962,0.047209831,0.011687893,0.063692994
3019,亞光,2019,M2326,30192019,0,0,0,0,0,281084,15572011,1412376,61.13,15882202,1.081881777,0.98046927,0.149974922,0.046503564,0.014543135,0.066770338
3019,亞光,2018,M2326,30192018,0,0,0,0,0,281084,15882202,1519044,73.77,15182827,1.365725018,1.046063556,0.167205225,0.050149686,0.017005397,0.085173137
3019,亞光,2017,M2326,30192017,0,0,0,0,0,281084,15182827,1115205,78.38,15513607,1.420131625,0.978678073,0.136817763,0.047783536,0.017148623,0.073408911
3021,鴻名,2022,M2328,30212022,0,0,0,0,0,95890,1485822,184190,21.8,1269189,1.647037596,1.170686163,0.312031541,0,0.166907372,0.098041348
3021,鴻名,2021,M2328,30212021,0,0,0,0,0,94000,1269189,130728,18.47,1255021,1.38338721,1.011289054,0.306366188,0,0.202202194,0.097274866
3021,鴻名,2020,M2328,30212020,0,0,0,0,0,94000,1255021,95988,18.79,1220135,1.447593914,1.028591918,0.264654321,0,0.185984338,0.2132764
3021,鴻名,2019,M2328,30212019,0,0,0,0,0,95813,1220135,136420,11.36,1202443,0.905186924,1.014713379,0.289551355,0,0.176098992,0.104980444
3021,鴻名,2018,M2328,30212018,0,0,0,0,0,95813,1202443,124640,12.37,1181502,1.003135678,1.01772405,0.269553501,0,0.164060662,0.07393555
3021,鴻名,2017,M2328,30212017,0,0,0,0,0,95813,1181502,108879,12.57,1132146,1.063793371,1.043595084,0.246491177,0,0.150320718,0.070049269
3022,威強電,2022,M2325,30222022,0,0,0,0,0,176598,9232298,1514681,86.53,8037449,1.90122823,1.148660228,0.323085347,0.069046908,0.065585486,0.038175297
3022,威強電,2021,M2325,30222021,0,0,0,0,0,176598,8037449,849548,41.41,7594686,0.962900004,1.058299053,0.236276654,0.065413369,0.059002439,0.032898134
3022,威強電,2020,M2325,30222020,0,0,0,0,0,176598,7594686,983035,42.97,6782291,1.118857339,1.119781796,0.277373678,0.072383948,0.060048293,0.042220542
3022,威強電,2019,M2325,30222019,0,0,0,0,0,177290,6782291,652184,36.95,7892021,0.830061843,0.859385828,0.202014921,0.063047222,0.056329298,0.016560777
3022,威強電,2018,M2325,30222018,0,0,0,0,0,295483,7892021,883977,39.79,7696694,1.527573861,1.025378039,0.234458847,0.065310509,0.054296819,0.016804228
3022,威強電,2017,M2325,30222017,0,0,0,0,0,328314,7696694,960373,47.4,7917981,1.965410576,0.972052598,0.234580634,0.065038171,0.048252326,0.01344522
3023,信邦,2022,M2328,30232022,0,0,0,0,0,238504,13473064,2975182,359.66,11135380,7.703405599,1.209933024,0.522372294,0.085401486,0.169788009,0.085091034
3023,信邦,2021,M2328,30232021,0,0,0,0,0,234206,11135380,2380268,241.21,9768133,5.783380433,1.139970146,0.486741837,0.086917531,0.156147444,0.100900653
3023,信邦,2020,M2328,30232020,0,0,0,0,0,232777,9768133,2176546,252.55,7797213,7.539595411,1.252772369,0.517945835,0.087635415,0.151166321,0.126488657
3023,信邦,2019,M2328,30232019,0,0,0,0,0,232669,7797213,1650975,133.29,6796632,4.562914545,1.147217181,0.484314878,0.093109058,0.148295067,0.106871609
3023,信邦,2018,M2328,30232018,0,0,0,0,0,226695,6796632,1292479,98.12,6296256,3.53278415,1.079471991,0.432984142,0.092584863,0.135121888,0.077465878
3023,信邦,2017,M2328,30232017,0,0,0,0,0,225416,6296256,1213146,68.68,5779431,2.678736173,1.089424893,0.414847413,0.080758296,0.124181602,0.047128169
3024,憶聲,2022,M2326,30242022,0,0,0,0,0,277157,2830241,94110,15.24,2835432,1.489675182,0.998169238,0.084674928,0.009474041,0.042010177,0.02721349
3024,憶聲,2021,M2326,30242021,0,0,0,0,0,277157,2835432,-193956,11.54,2614224,1.223457431,1.084617079,-0.019461989,0.013173316,0.041557265,0.024300902
3024,憶聲,2020,M2326,30242020,0,0,0,0,0,277157,2614224,41219,13.31,2643236,1.395622513,0.98902406,0.058698883,0.01194899,0.03115575,0.025473321
3024,憶聲,2019,M2326,30242019,0,0,0,0,0,277157,2643236,48435,8.64,2671916,0.896224462,0.98926613,0.067090058,0.010981258,0.037981359,0.031376361
3024,憶聲,2018,M2326,30242018,0,0,0,0,0,277157,2671916,42258,6.06,2551724,0.658210457,1.047102273,0.069771261,0.004415054,0.048795638,0.023695745
3024,憶聲,2017,M2326,30242017,0,0,0,0,0,277157,2551724,94151,6.23,2822657,0.611724382,0.904014905,0.13565977,0.007041592,0.095262726,0.0233305
3025,星通,2022,M2327,30252022,0,0,0,0,0,70921,852083,67911,53.17,806259,4.67699532,1.056835335,0.306982,0.167086507,0.055665735,0.021935879
3025,星通,2021,M2327,30252021,0,0,0,0,0,70921,806259,32926,20.06,845598,1.682448705,0.953477894,0.258197158,0.166425417,0.052833616,0.023977114
3025,星通,2020,M2327,30252020,1,0.693147181,1,0,0,70921,845598,78606,27.12,809593,2.375733881,1.044472964,0.326397338,0.172139581,0.057164526,0.032499046
3025,星通,2019,M2327,30252019,0,0,0,0,0,70921,809593,47973,19.86,762815,1.846438599,1.061322863,0.305248324,0.175657269,0.066701625,0.032808741
3025,星通,2018,M2327,30252018,0,0,0,0,0,70921,762815,2687,22.21,771256,2.042325,0.989055515,0.224430021,0.163334872,0.057611221,0.029059093
3025,星通,2017,M2327,30252017,0,0,0,0,0,70921,771256,13228,36.44,780983,3.30911331,0.987545183,0.232549236,0.163404325,0.052207282,0.025775209
3026,禾伸堂,2022,M2328,30262022,0,0,0,0,0,157991,10069418,1215961,97.57,10084722,1.528567854,0.998482457,0.287919489,0.034697734,0.132647187,0.178660354
3026,禾伸堂,2021,M2328,30262021,0,0,0,0,0,157991,10084722,1809173,82.26,9543806,1.36175648,1.056677179,0.363387521,0.038190843,0.135631529,0.208833352
3026,禾伸堂,2020,M2328,30262020,0,0,0,0,0,157991,9543806,1163133,113,9632004,1.853506602,0.990843235,0.284108063,0.032153537,0.131197412,0.124795837
3026,禾伸堂,2019,M2328,30262019,0,0,0,0,0,157991,9632004,619798,89.14,10176072,1.383964042,0.946534576,0.276094745,0.035749551,0.179437803,0.123613119
3026,禾伸堂,2018,M2328,30262018,0,0,0,0,0,157991,10176072,2793009,70.57,8323300,1.339543795,1.222600651,0.592052431,0.041551788,0.214935542,0.161738253
3026,禾伸堂,2017,M2328,30262017,0,0,0,0,0,157991,8323300,726609,161.84,8832880,2.894782159,0.942308737,0.256246207,0.032546576,0.141437787,0.070224547
3027,盛達,2022,M2327,30272022,0,0,0,0,0,99815,1723882,48872,54.49,1558239,3.490426918,1.106301408,0.137441047,0.055537052,0.050540386,0.142074483
3027,盛達,2021,M2327,30272021,0,0,0,0,0,98856,1558239,-30512,17.45,1483020,1.163192135,1.050720152,0.096615015,0.062623565,0.054565684,0.047623768
3027,盛達,2020,M2327,30272020,0,0,0,0,0,98856,1483020,20310,23.86,1466166,1.608756553,1.011495288,0.10124638,0.051494851,0.035899073,0.035170642
3027,盛達,2019,M2327,30272019,0,0,0,0,0,98856,1466166,-7208,8.67,1472994,0.581863551,0.995364543,0.073619444,0.048992053,0.029520826,0.056373617
3027,盛達,2018,M2327,30272018,0,0,0,0,0,98856,1472994,-61306,7.85,1303908,0.595149044,1.129676327,0.053738454,0.066100522,0.034655052,0.116453001
3027,盛達,2017,M2327,30272017,0,0,0,0,0,99095,1303908,-226891,9.45,1564983,0.598375669,0.833177102,-0.02885271,0.072750311,0.043376829,0.047084218
3028,增你強,2022,M2329,30282022,0,0,0,0,0,218490,5521563,713783,31.67,5292232,1.307497158,1.043333512,0.345847839,0,0.210974122,0.014693422
3028,增你強,2021,M2329,30282021,0,0,0,0,0,213825,5292232,882047,27.2,4801558,1.211281838,1.102190581,0.406380179,0,0.222680013,0.015251924
3028,增你強,2020,M2329,30282020,0,0,0,0,0,213825,4801558,419995,22.71,4405708,1.102198727,1.08984935,0.289927975,0,0.194598235,0.018447205
3028,增你強,2019,M2329,30282019,0,0,0,0,0,213825,4405708,217994,14.22,4366352,0.696368845,1.009013474,0.236116099,0,0.186190211,0.019686686
3028,增你強,2018,M2329,30282018,0,0,0,0,0,213825,4366352,428262,15.68,4817514,0.695955632,0.906349623,0.252772903,0,0.163876016,0.008731474
3028,增你強,2017,M2329,30282017,0,0,0,0,0,213825,4817514,428591,15.59,4746923,0.702251069,1.014870896,0.238727277,0,0.148439105,0.008137482
3029,零壹,2022,M2330,30292022,0,0,0,0,0,153032,3983378,612645,61.6,3943986,2.390163454,1.009987865,0.312343401,0.003487842,0.153519054,0.009602215
3029,零壹,2021,M2330,30292021,0,0,0,0,0,151971,3943986,523351,36.33,2669412,2.068285611,1.477473691,0.391613209,0.003757007,0.191801415,0.012707667
3029,零壹,2020,M2330,30292020,0,0,0,0,0,125640,2669412,433722,36.5,2426189,1.890149531,1.100248991,0.347791124,0.003061179,0.165963163,0.01251675
3029,零壹,2018,M2330,30292018,1,0.693147181,1,0,0,122896,2204590,249101,21.33,2093167,1.252347128,1.053231777,0.265407872,0.00395955,0.142441573,0.009833902
3029,零壹,2019,M2330,30292019,0,0,0,0,0,124635,2426189,337313,31.63,2204590,1.788180591,1.100517103,0.319379114,0.003184719,0.163189527,0.012510263
3029,零壹,2017,M2330,30292017,0,0,0,0,0,122480,2093167,189840,15.46,2017078,0.938754376,1.037722389,0.21068744,0.005202079,0.11136902,0.009943592
3030,德律,2022,M2331,30302022,0,0,0,0,0,236216,7266877,1913785,60.4,6096291,2.340348648,1.192016096,0.560442407,0.087742039,0.158774245,0.130097956
3030,德律,2021,M2331,30302021,0,0,0,0,0,236216,6096291,1180814,55.5,5702194,2.299112938,1.069113222,0.440924143,0.087165747,0.146677752,0.045874798
3030,德律,2020,M2331,30302020,0,0,0,0,0,236216,5702194,1085278,49.73,5382432,2.182474703,1.059408461,0.409508564,0.072597294,0.135277882,0.028305235
3030,德律,2019,M2331,30302019,0,0,0,0,0,236216,5382432,934160,45.22,5348469,1.997148627,1.006350041,0.392196346,0.079002234,0.138534784,0.029174891
3030,德律,2018,M2331,30302018,0,0,0,0,0,236216,5348469,1061333,38.6,5008954,1.820327677,1.067781617,0.450098364,0.075832399,0.162378812,0.024851895
3030,德律,2017,M2331,30302017,0,0,0,0,0,236216,5008954,595621,45.75,5129259,2.10690901,0.976545345,0.315195431,0.061289165,0.137784035,0.024218703
3031,佰鴻,2022,M2326,30312022,0,0,0,0,0,173203,2983241,194382,19.75,3028698,1.129448776,0.98499124,0.083318971,0.00332222,0.015816697,0.022913146
3031,佰鴻,2021,M2326,30312021,0,0,0,0,0,181674,3028698,252625,15.97,2819564,1.02900086,1.074172461,0.112649686,0.004194265,0.018858235,0.035666153
3031,佰鴻,2020,M2326,30312020,0,0,0,0,0,181674,2819564,131730,16.95,2847012,1.0816162,0.990359015,0.068157774,0.00483946,0.017048751,0.041088692
3031,佰鴻,2019,M2326,30312019,0,0,0,0,0,186674,2847012,225148,12.73,2784155,0.853530073,1.022576688,0.102836947,0.005072275,0.016897048,0.047210015
3031,佰鴻,2018,M2326,30312018,0,0,0,0,0,186674,2784155,107456,9.4,2862732,0.612958391,0.972551744,0.060037405,0.005579635,0.016921598,0.04489837
3031,佰鴻,2017,M2326,30312017,0,0,0,0,0,186674,2862732,167374,12.59,2918654,0.805242985,0.980839798,0.082638435,0.005579627,0.019712511,0.051785172
3032,偉訓,2022,M2328,30322022,0,0,0,0,0,113286,3829239,547719,59.61,3603286,1.874116698,1.062707484,0.297398541,0.035501484,0.109891638,0.110888228
3032,偉訓,2021,M2328,30322021,0,0,0,0,0,113286,3603286,362294,25.05,3647865,0.777938411,0.987779427,0.294216206,0.064424259,0.130475223,0.177831965
3032,偉訓,2020,M2328,30322020,0,0,0,0,0,113286,3647865,513968,35.34,3595237,1.113564207,1.014638256,0.32589006,0.060282535,0.122649494,0.243221518
3032,偉訓,2019,M2328,30322019,0,0,0,0,0,113286,3595237,364490,23.79,3670343,0.734283946,0.979537062,0.242916262,0.04193886,0.101670607,0.204277366
3032,偉訓,2018,M2328,30322018,0,0,0,0,0,113286,3670343,430351,20.12,3300426,0.690612157,1.112081592,0.287741037,0.049069423,0.108279052,0.251627214
3032,偉訓,2017,M2328,30322017,0,0,0,0,0,113286,3300426,292799,22.35,3351172,0.755539286,0.984857238,0.233374473,0.044624687,0.101377667,0.266364424
3033,威健,2022,M2329,30332022,0,0,0,0,0,423543,9179618,1705917,30.35,8022488,1.602312157,1.144235803,0.47796519,0,0.265323301,0.021625087
3033,威健,2021,M2329,30332021,0,0,0,0,0,415772,8022488,1713219,22.55,6074078,1.543552552,1.32077461,0.614585127,0,0.332530962,0.027933128
3033,威健,2020,M2329,30332020,0,0,0,0,0,367751,6074078,696106,18.32,5664925,1.18928288,1.072225669,0.408015817,0,0.285135814,0.027527284
3033,威健,2019,M2329,30332019,0,0,0,0,0,367751,5664925,268581,11.37,5818592,0.718615237,0.973590346,0.321001198,0,0.274842092,0.028445713
3033,威健,2018,M2329,30332018,0,0,0,0,0,344898,5818592,601409,13.26,5394197,0.8478273,1.078676214,0.405161695,0,0.293669846,0.007013648
3033,威健,2017,M2329,30332017,0,0,0,0,0,323009,5394197,642790,13.63,5268806,0.835599692,1.023798751,0.393364834,0,0.271365657,0.005156386
3034,聯詠,2022,M2324,30342022,0,0,0,0,0,608511,65570205,27990874,389.84,70451323,3.367174925,0.930716447,0.621467747,0.218736006,0.005423745,0.029320173
3034,聯詠,2021,M2324,30342021,0,0,0,0,0,608511,70451323,38865796,228.74,39943203,3.484718192,1.763787521,1.40055954,0.415610511,0.011922504,0.052606472
3034,聯詠,2020,M2324,30342020,0,0,0,0,0,608511,39943203,11817656,366.29,33078320,6.738295481,1.20753421,0.700551721,0.332371868,0.010916969,0.128949626
3034,聯詠,2019,M2324,30342019,0,0,0,0,0,608511,33078320,7926874,161.21,30317509,3.235689921,1.091063253,0.566097037,0.293612579,0.011022541,0.072651219
3034,聯詠,2018,M2324,30342018,0,0,0,0,0,608511,30317509,6391444,116.44,28569981,2.480051381,1.061166579,0.505513847,0.270953698,0.010848275,0.047031393
3034,聯詠,2017,M2324,30342017,0,0,0,0,0,608511,28569981,4797547,87.8,27963093,1.910635057,1.021703179,0.40952376,0.230965652,0.006991001,0.01902826
3035,智原,2022,M2324,30352022,0,0,0,0,0,248550,8968597,2516771,211,8155299,6.430671641,1.099726325,0.663919618,0.29701388,0.058300131,0.02506726
3035,智原,2021,M2324,30352021,0,0,0,0,0,248550,8155299,1285745,181.68,6340994,7.12136993,1.286123122,0.580736553,0.321221878,0.05674757,0.022187373
3035,智原,2020,M2324,30352020,0,0,0,0,0,248550,6340994,84097,71.79,5262740,3.390516062,1.204884528,0.42305092,0.352255289,0.054815932,0.025576981
3035,智原,2019,M2324,30352019,0,0,0,0,0,248550,5262740,369019,42.76,4811361,2.20893797,1.093815243,0.523505303,0.395623816,0.051184062,0.032620915
3035,智原,2018,M2324,30352018,0,0,0,0,0,248550,4811361,277694,43.86,5530190,1.971252886,0.870017305,0.404289184,0.312977673,0.041097322,0.02542155
3035,智原,2017,M2324,30352017,0,0,0,0,0,248550,5530190,218388,51.92,4864012,2.653101185,1.1369606,0.423850311,0.33065235,0.048299223,0.016449795
3036,文曄,2022,M2329,30362022,0,0,0,0,0,883530,54974321,7017064,62.53,53860308,1.025748514,1.020683376,0.245171324,0.012158211,0.102730456,0.012821631
3036,文曄,2021,M2329,30362021,0,0,0,0,0,802857,53860308,8044888,61.7,46116381,1.074157942,1.167921394,0.285705745,0.0131962,0.098062031,0.011254027
3036,文曄,2020,M2329,30362020,0,0,0,0,0,788232,46116381,3889488,43.79,23479136,1.470100062,1.964143016,0.355426707,0.016438893,0.173330611,0.017181978
3036,文曄,2019,M2329,30362019,0,0,0,0,0,591437,23479136,2545325,30.63,21807588,0.830706968,1.076649834,0.325674852,0.018667952,0.190289499,0.01823402
3036,文曄,2018,M2329,30362018,0,0,0,0,0,557611,21807588,2699225,29.12,20081568,0.808583887,1.08595046,0.352776486,0.018304945,0.200058481,0.012530097
3036,文曄,2017,M2329,30362017,0,0,0,0,0,552262,20081568,2291300,30.6,16903110,0.999769699,1.188039834,0.341401789,0.018856057,0.186990796,0.009543392
3037,欣興,2022,M2328,30372022,0,0,0,0,0,1478365,92658356,33308131,167.77,65516176,3.785710815,1.414282116,0.623600514,0.089859579,0.025345405,0.663405782
3037,欣興,2021,M2328,30372021,0,0,0,0,0,1475260,65516176,11066772,147.74,53100558,4.104569153,1.233813325,0.326118117,0.088810423,0.028896099,0.615299316
3037,欣興,2020,M2328,30372020,0,0,0,0,0,1504732,53100558,3157269,119.03,48351429,3.704301065,1.098221068,0.176815312,0.081454904,0.030062048,0.481141395
3037,欣興,2019,M2328,30372019,0,0,0,0,0,1504732,48351429,2590822,45.26,46700035,1.458332319,1.035361729,0.15991275,0.073703457,0.030731347,0.415546113
3037,欣興,2018,M2328,30372018,0,0,0,0,0,1504866,46700035,2080015,31.21,46652457,1.006739428,1.001019839,0.136759292,0.062286945,0.029887022,0.368078406
3037,欣興,2017,M2328,30372017,0,0,0,0,0,1529087,46652457,936749,14,46120868,0.464154708,1.011525997,0.09600485,0.04854282,0.027151289,0.394468248
3038,全台,2022,M2326,30382022,0,0,0,0,0,157408,2327843,415097,40.2,2072383,3.053393895,1.12326872,0.380840318,0.061951869,0.118589083,0.109953614
3038,全台,2021,M2326,30382021,0,0,0,0,0,162408,2072383,229016,18.88,1980565,1.548175919,1.046359498,0.27797068,0.059056885,0.103282144,0.058711529
3038,全台,2020,M2326,30382020,0,0,0,0,0,162408,1980565,231178,18.54,1951981,1.542558211,1.014643585,0.280573428,0.059203957,0.102936965,0.055055864
3038,全台,2019,M2326,30382019,0,0,0,0,0,162408,1951981,252684,17.21,1809159,1.544939765,1.078943863,0.33693556,0.062379813,0.134886431,0.067033909
3038,全台,2018,M2326,30382018,0,0,0,0,0,174408,1809159,110973,12.48,1917562,1.135093332,0.943468321,0.210060483,0.053841805,0.098346755,0.096493881
