Code,Key,Industry,YICounts,Year,Equity,Asset,PPE,NI_Ctd,NI_Ctd_1,NI,NI_1,EBITDA,EBITDA_1,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD
2395,23952019,M2325,105,2019,32731460,47216079,9732490,7392855,6308974,7617532,6200911,10350713,8750588,6195469,54144662,8831620,43939961,48726518,8351251,44374751,11865860,33270304
2397,23972019,M2325,105,2019,5360798,8631763,1972002,622657,605337,609907,643751,934459,833496,1601659,7031784,2019305,4722147,5211122,1067237,3717054,1210385,5858830
2399,23992019,M2325,105,2019,2302166,3115160,238767,45873,-190496,-40931,45669,107526,-109875,327621,2279734,339404,3031177,3040055,306899,3443392,334194,1753462
2401,24012019,M2324,150,2019,9572691,11489767,1968803,174752,142323,156916,-108034,629435,585836,651653,5486660,832633,11926984,6050137,954030,6784706,2217365,3078018
2402,24022019,M2328,196,2019,5858301,8489255,2921587,226792,145110,215293,155594,752363,659907,1308375,6148946,2217518,9670923,7231688,2845354,7180059,583416,5106991
2404,24042019,M2331,77,2019,8737813,23085336,778132,2893881,2274169,2838558,2285945,3781307,3074506,4083019,23920633,4903391,20810603,18127934,4403992,12525918,943942,19567857
2405,24052019,M2325,105,2019,3425750,4413566,447930,7896,-135832,982,-125174,120601,-107579,10445,3175090,836412,4096543,4204530,617607,4761143,713834,2177726
2406,24062019,M2326,109,2019,4998869,14348098,4175217,30685,-2162825,-872212,-540875,776993,-1028823,510333,8468615,2678106,18708505,9378711,3201959,12609313,1039650,7262305
2408,24082019,M2324,150,2019,152011553,165100652,85530112,9824599,39360850,9606893,39514856,25645959,53670645,17407007,51727458,7291735,182585813,84721804,9763741,54918224,6977267,41188130
2409,24092019,M2326,109,2019,187976749,397637591,206734543,-21599416,7959895,-19775782,5928682,19664335,48107286,20730639,268791694,32087174,409831775,307634389,47402234,341028267,20923891,265486719
2412,24122019,M2327,85,2019,386393765,477458238,283694215,33763943,36456171,33768161,36471296,78203019,78806178,72426685,207520061,26424617,467268704,215483158,30099773,227514183,30794363,138176101
2413,24132019,M2328,196,2019,1563637,4775059,1219819,-191387,4468,-192999,20377,25154,213848,32644,3636647,612302,4756301,3832372,722049,3593045,611856,3039811
2414,24142019,M2329,34,2019,3120792,7045050,1294669,300652,260503,297716,250816,488034,379387,248554,18974025,3317037,5995820,17147711,2927226,16844529,1266026,17505992
2415,24152019,M2328,196,2019,2022906,5002758,960874,82425,125738,83976,122269,370161,354306,430120,2189264,293304,4797160,2197370,272777,2262444,321563,1557924
2417,24172019,M2325,105,2019,4017421,4853871,1524053,39025,27399,29271,39846,180505,139201,182089,2947147,407174,4758772,2801134,367133,2512689,1472211,1442850
2419,24192019,M2327,85,2019,5543552,9915196,1108216,350343,295935,335983,317691,737007,622371,1699955,10325500,1330627,9961129,10057776,2025805,8548383,1604213,6698244
2420,24202019,M2328,196,2019,3121976,5876024,1300482,487940,500570,486684,497760,716057,736566,705325,2669131,483540,5650553,2820470,504926,2928087,466951,1520823
2421,24212019,M2328,196,2019,4228778,9439298,2277290,680801,607683,672466,590361,1376237,1144526,906447,11659915,3323241,8971556,11965298,3090948,10946728,1791361,8805499
2423,24232019,M2331,77,2019,2344619,3128633,812905,311757,343044,311778,346274,480774,491467,233573,2552976,771029,3246879,2575323,789707,2305783,940206,1200211
2424,24242019,M2327,85,2019,247738,608028,248879,-109019,-41310,-109019,-48238,-40768,-38949,-37795,22860,2869,370463,2682,75,24403,91125,48266
2425,24252019,M2325,105,2019,1720243,2381615,62003,137224,244304,108963,244321,195108,308947,-71908,4738182,952112,2014503,4083032,923435,5772839,200503,4656508
2426,24262019,M2326,109,2019,3721374,6231717,1877724,209390,488151,-55741,85980,491262,733953,355943,2519855,815039,6431402,3028131,860692,3124520,388539,1762384
2427,24272019,M2330,35,2019,2188718,4518207,770677,116096,115559,111410,115232,183237,160850,-8197,3039686,441750,4276492,3354042,324302,3297432,869431,2076559
2428,24282019,M2328,196,2019,6514983,8750515,2031402,1115265,988628,1119965,994397,1792123,1739578,1646698,5814232,2046553,8245947,6019949,2074260,5826763,891428,3332691
2429,24292019,M2326,109,2019,281649,847369,339637,-131519,-11810,-82753,-11811,-16200,45112,30670,972295,216276,932718,905136,247830,1059565,111695,905115
2430,24302019,M2329,34,2019,4665320,13184720,3164858,211770,222651,195784,252976,1415014,386982,1408000,18916966,63863,9261481,20570152,182808,20759455,2645566,15470673
2431,24312019,M2328,196,2019,1316315,2209709,248586,8872,-189823,14801,-187887,75103,-131802,-49645,2967216,569755,2287901,2428431,549954,2303239,333790,2686121
2433,24332019,M2331,77,2019,4783235,7999997,3291681,651097,544284,651249,544284,2278066,2115874,1704049,4324684,390934,8452109,4090448,459141,3739734,783570,3020898
2434,24342019,M2324,150,2019,134349,654525,498416,-239481,-180728,-240571,-180728,-197665,-137044,-77222,165229,43433,870812,304695,79694,261793,73135,223249
2436,24362019,M2324,150,2019,2972963,3803258,242261,326122,176265,99793,261404,458524,277063,184154,2322116,700892,3837550,2564457,744282,2381145,519148,1693226
2438,24382019,M2326,109,2019,833205,994411,388560,-55872,53406,28360,54729,22025,134779,73550,431354,113884,1010335,444165,109164,516047,70891,327502
2439,24392019,M2327,85,2019,12998392,25795570,2285093,2531146,2060849,2464334,2012407,3739694,3070243,4247731,36397793,5461766,30331576,35494808,8597990,26678810,2804567,30400734
2440,24402019,M2328,196,2019,1046415,2341472,301774,-36875,-57959,-36811,-57959,51432,16789,222306,2766521,859737,2652852,3385891,989913,3101784,160118,2420769
2441,24412019,M2324,150,2019,16654630,19516211,10055669,1895899,2375453,1894244,2393391,4867663,5184017,4161216,12030481,3045577,18824560,12356434,2899347,11951769,460124,9192321
2442,24422019,M2500,82,2019,4648056,13771998,738489,358792,874419,-16535,921827,683712,915315,-4162405,4936941,232887,8147259,6127933,159999,1921525,763317,8483260
2443,24432019,M9900,88,2019,916968,1258449,293887,-297563,-348455,-321105,-349932,-177728,-257771,73968,711114,118087,1912080,1187939,90683,785366,203314,658198
2444,24442019,M2327,85,2019,961398,1711809,445410,-26620,-99100,-26620,-93908,30817,-39412,-299444,1575950,302885,1274688,1208068,174061,1537431,183598,1656075
2449,24492019,M2324,150,2019,26198454,55079149,36890887,3041484,1793890,3123903,1553233,11285986,9320939,10833492,25539437,5851576,47155759,20815369,5202264,19686911,2970902,18467404
2450,24502019,M2327,85,2019,5862522,10069569,895742,410011,398517,431034,391976,969163,539949,537209,28864873,1685841,9727886,31240940,1820153,35737934,2990045,25494164
2451,24512019,M2324,150,2019,19406848,21200790,2438154,1728967,2081995,1713896,2063034,2354079,2864420,1041438,13496186,1481593,21864512,17615965,2148428,20964853,1306521,9287126
2453,24532019,M2330,35,2019,1814882,4318189,407341,124937,60231,120685,60859,309458,181055,-89584,5910857,1240986,3338658,4726730,904579,4803074,1143928,4760447
2454,24542019,M2324,150,2019,314399538,458701794,38889940,23204310,20782396,22029524,17017995,37042295,32986027,42605942,246221731,26837082,402836044,238057346,28939381,238216318,80478056,139811693
2455,24552019,M2327,85,2019,2830879,4339589,2529540,514325,397170,514325,396615,892525,713966,695168,2530909,514031,3932062,2062120,273560,2137109,385289,1451480
2457,24572019,M2328,196,2019,4914301,9532176,2853417,-38157,-246614,8979,-395701,333532,169613,511296,10694604,2040886,10476559,12138723,2204672,11283520,1604098,8413704
2458,24582019,M2324,150,2019,7603152,11246892,760537,2464742,1531702,1864185,1457679,2942707,1970917,1651653,9487977,1195296,9803147,8651332,1104734,7503267,2335262,5303994
2459,24592019,M2331,77,2019,4668343,8474061,1901255,493517,491269,443981,425565,1004873,970733,659346,7569178,1938776,8284872,8792493,1942402,10285661,666289,6192391
2460,24602019,M2328,196,2019,2247261,5622152,1775470,-191576,-89247,-192472,-86525,227085,204939,-48005,3443022,1133884,6011766,3950854,1169351,3862576,356687,3279541
2461,24612019,M2331,77,2019,3243521,6786464,1189677,-158709,24455,-206950,9873,159402,323576,470312,5199022,1489549,6610157,5202250,1743635,5217612,1153142,3950151
2462,24622019,M2328,196,2019,2570049,4735960,1018440,132724,11266,79763,-60261,256860,152826,323968,4709422,2006302,4910019,4481851,1992359,4424274,358048,4145663
2464,24642019,M2331,77,2019,4070133,11462998,2278356,681668,953813,680066,980273,1036088,1293464,433484,12507333,1201372,12418628,14406440,1194194,12376355,1445868,10244855
2465,24652019,M2325,105,2019,285923,1362860,196901,-24621,-82683,-27966,-27356,64749,-15050,-23325,3639860,241434,1259908,3329161,236548,2943352,473488,3188355
2466,24662019,M2326,109,2019,1703354,4196377,706542,27532,3502,-202949,-64230,294557,188165,187287,2294655,432060,3968060,2626834,786326,2163439,269865,1892441
2467,24672019,M2328,196,2019,2650320,6410611,755251,338413,597641,339778,585640,557725,887014,405373,4438288,2504648,6509730,5699786,2506649,5002589,954186,2802080
2468,24682019,M2330,35,2019,1138329,1908139,243243,45940,42486,45938,41636,74216,63110,-132770,2219941,600136,1567110,1658723,318192,1368706,165539,2141996
2471,24712019,M2330,35,2019,745991,1234382,7017,80377,57174,80340,56888,120511,70670,167070,722504,104359,1117235,673521,115061,676138,218970,417250
2472,24722019,M2328,196,2019,5562674,10301488,3809817,589421,904149,577199,911176,1204777,1512992,1530510,7038472,2217136,10904598,8048055,2664593,7180439,900479,5045301
2474,24742019,M2331,77,2019,148588507,243114273,41296514,11297820,27994853,11315304,27896613,33064469,54032062,25802112,91628115,23603964,257159913,95416141,25023602,93295960,8157747,58339919
2476,24762019,M2328,196,2019,5213740,7784081,1229491,380009,354849,347083,391976,766437,812512,677714,4994778,1189229,7445015,5126570,1390987,5143189,870145,3568585
2477,24772019,M2331,77,2019,3552500,6326630,1018145,417685,168671,364066,178723,616911,379420,525961,3869031,794612,5617550,3445190,753123,3600900,548033,2885814
2478,24782019,M2328,196,2019,5310159,7722661,3367441,392897,1368843,396715,1466599,1073806,1975329,1321696,4509466,1359441,8753366,6020511,1973951,4078185,540752,3361004
2480,24802019,M2330,35,2019,2797728,5113720,452727,446501,404220,446499,404045,605773,545382,581337,5521432,496990,4963595,4648442,469818,4201110,824015,3949800
2481,24812019,M2324,150,2019,6373871,15422096,3165965,503012,842531,444637,906970,1538332,2037008,741969,9142650,3430382,15750436,11365605,3536559,11894196,1293200,6846114
2482,24822019,M2331,77,2019,764805,1176967,214829,23849,3336,20745,6664,74541,39109,70839,986727,96779,1121383,1013873,136680,837918,378530,603410
2483,24832019,M2328,196,2019,2427284,3729799,1465930,160185,160667,36202,121331,324747,316883,102007,1788578,373175,3713331,2037314,405206,1792782,342716,1345076
2484,24842019,M2328,196,2019,2939980,3932718,1080645,121346,259983,123737,258121,329241,482127,316858,2298489,680529,4119949,2691882,704338,3258695,324701,1805211
2485,24852019,M2327,85,2019,6604372,8386983,2507941,-127716,277170,-76955,67967,56799,483239,426788,7779711,2613211,9016100,7771558,2702812,8669940,631023,6791865
2486,24862019,M2326,109,2019,2976750,5845716,1988743,-185540,-115374,-196807,-113295,254825,363143,124645,3665270,1444316,6281484,3988485,1596474,4134851,542201,3346916
2488,24882019,M2331,77,2019,2096280,3074335,422741,282743,294675,238002,328963,404667,449460,154564,2537770,240651,3023933,2632421,387831,2140424,321253,1833674
2489,24892019,M2326,109,2019,12030714,17221452,2740726,16737,182152,-142134,127413,566309,592097,-1025271,15220325,2703379,19017444,15077957,3758886,16861702,2212969,13843059
2491,24912019,M2326,109,2019,1787395,2011040,3169,1075804,-41441,-272119,-41507,1232718,11845,-71757,322760,61094,2088398,355194,90214,389694,117614,222689
2492,24922019,M2328,196,2019,36545157,60151954,17989602,7081196,20529452,6801997,20658419,11743110,27280441,13120933,30134180,7560169,63468502,47755334,14717873,21645214,2660408,17655703
2493,24932019,M2328,196,2019,2349804,3368516,486488,228519,342985,281508,378663,327371,438959,378887,2482446,894114,3471145,2400520,898808,2281684,298612,1762596
2495,24952019,M2325,105,2019,4234774,5244852,613993,202573,119414,112263,129215,274219,164036,216496,1378533,241968,4968007,1384101,300219,1626233,634360,672260
2496,24962019,M9900,88,2019,791546,1488503,309114,76977,126454,76393,126455,185122,141945,198252,881610,58386,1313327,917579,73032,822409,309424,449915
2497,24972019,M2200,30,2019,1447663,2866929,947211,629,-232002,11048,-233569,161384,-179859,64524,2201953,441597,2827271,1977930,373509,2403448,466759,1629622
2498,24982019,M2327,85,2019,34997283,52734827,7888181,-9413070,12024901,-9271598,-18282280,-7595841,19004258,-9170048,10014966,422378,67710819,23740610,1683150,62119814,11878367,7044990
2501,25012019,M2500,82,2019,24482050,53736130,4614222,1400358,4241797,1357633,2114482,2480598,5076113,2284121,11623928,306442,48771388,14294770,486142,12270182,1663302,9009030
2504,25042019,M2500,82,2019,21475867,37044993,8919507,1185961,591187,361222,479755,2098415,1362747,779239,19005069,7806189,35709080,18644806,7343470,16413796,926240,17504882
2505,25052019,M2500,82,2019,8217459,18571792,72178,56888,-50989,52663,-47095,191557,12293,-308042,1923024,99548,17689535,752654,259905,2673125,338226,2210326
2506,25062019,M2500,82,2019,8593684,15957374,1807663,-49132,237489,-48385,217076,248249,567266,-352944,834419,95368,15717268,1626127,131978,1563080,427776,823154
2509,25092019,M2500,82,2019,4762864,8519099,196863,441340,986870,436037,999292,621260,1167070,-192891,1730553,150231,8760007,3950639,443044,1136535,277375,-1303607
2511,25112019,M2500,82,2019,24144812,54737503,5995879,938750,1243877,899470,1169361,2181713,1993000,3727107,12199437,813184,50755603,11855207,1815236,10988980,2272358,7096485
2514,25142019,M9900,88,2019,8578553,18712505,204849,887193,25097,-86910,31152,1276916,210601,-1592631,9295613,1245041,12623316,111994,344,43698,357221,9611134
2515,25152019,M2500,82,2019,20024558,43224174,3312312,307844,356435,57163,416551,801222,412617,94514,12590753,1619578,39790804,11062421,1767201,9782245,696664,15151148
2516,25162019,M2500,82,2019,2457355,7670154,515902,32906,66810,32372,66960,126234,159262,278049,7319137,168104,9142060,7471526,1022866,8570547,162681,7197959
2520,25202019,M2500,82,2019,14412909,55824965,6703794,1546223,673313,1524334,1196508,2640537,1793328,3196373,15326899,1415769,51163308,14435680,1428865,9932819,1829565,11462504
2524,25242019,M2500,82,2019,13422786,36062603,862082,1656570,497247,1616344,497728,2079493,755378,54692,5990199,112572,33312038,3297861,9530,4184936,646444,6000084
2527,25272019,M2500,82,2019,8479965,17987600,741200,725142,400188,724008,400891,1132015,803340,4082713,6418024,55171,20553516,4541733,169978,178365,693141,1492782
2528,25282019,M2500,82,2019,2952613,8797698,3556,-94242,-70025,-172595,-55945,-64973,-58844,-1530443,1361,2790,6271033,218448,8438,65082,146135,1562290
2530,25302019,M2500,82,2019,3371483,5149729,118586,-75294,20066,-81933,38535,-47317,68195,-110089,10170,2471,5138392,1212121,1657,69225,76216,60288
2534,25342019,M2500,82,2019,13976204,29810107,4885,1337841,3004988,1255596,3004972,1778217,3278177,4245864,5911680,64629,31272036,8001209,109195,6508747,651654,1761940
2535,25352019,M2500,82,2019,7351050,17076710,470202,624457,547873,613160,706492,897864,772017,-2417869,10760977,1284559,17734215,14484777,1276960,11112222,442121,10134077
2536,25362019,M2500,82,2019,11963456,19805834,83174,606414,444704,464501,444441,740265,559008,-2751695,2885896,119343,16099486,3918005,70441,2685328,194083,5266456
2537,25372019,M2500,82,2019,3856594,8832785,12083,-264298,28444,-246694,27474,-231813,90541,-292768,788704,9,8388780,1900407,16588,352153,158444,1413767
2538,25382019,M2500,82,2019,7092378,20106421,570,-291088,50554,-291022,49233,-133534,179711,-541902,173826,38902,19500273,148334,20218,304371,198379,920976
2539,25392019,M2500,82,2019,7233200,13653210,54345,1488505,450294,1484487,448981,1660607,533690,1496447,7431114,139664,12555824,3792103,3892,4181348,484848,5679617
2540,25402019,M2500,82,2019,4363768,12710149,885079,202389,184853,202389,184865,486893,360634,-157958,2221028,808463,11327683,1860434,578204,1006031,374630,2002262
2542,25422019,M2500,82,2019,34443182,147823545,3039648,3489017,8738331,2449877,8610287,5073428,10426280,-10258619,23798201,1907364,130901091,44204971,1768766,18670048,3143345,31374158
2543,25432019,M2500,82,2019,2125993,7611530,1271708,20327,-522550,10720,-527592,171713,-438728,397622,5620826,1100480,6693683,4457132,1546302,4010127,173656,5413600
2545,25452019,M2500,82,2019,10071528,40244315,2239437,14338,847389,1015,166523,588130,1303800,421116,3192577,383257,39443007,3060891,343974,2994742,661962,1815849
2546,25462019,M2500,82,2019,2741122,8276848,63116,402356,407513,395329,413968,502985,520030,1360312,11462442,3040963,6983783,11429192,3393909,8369078,247780,10744281
2547,25472019,M2500,82,2019,12283791,56070296,9399501,466337,3446029,464956,3619924,2645820,5488567,-2773592,6325345,678402,50830516,31947334,645069,14212716,2177771,3851708
2548,25482019,M2500,82,2019,16822524,36171618,174635,3142138,869639,3142138,869639,3994261,1182317,6170671,19819800,250454,41003345,4638016,323340,10375842,1007336,11492108
2596,25962019,M2500,82,2019,2305922,3091397,49595,41594,386925,41594,386515,55682,415463,-525142,331820,203004,2645698,1164271,4510,1220023,63352,541027
2597,25972019,M2500,82,2019,5280399,11129848,3329918,733133,731562,730465,735595,1150660,1081757,605287,11637322,1468837,9939516,8646070,1271859,7555488,714530,10167427
2601,26012019,M2900,18,2019,13258758,38269765,13578283,1671279,219589,403151,617624,4988042,1813345,2084751,8132005,941101,34475093,8043875,1214938,7297447,4039156,2659244
2603,26032019,M2600,28,2019,73594846,306595638,108393511,-223013,78501,-173896,62764,27218410,11948716,19793262,190589281,14889358,229011955,169236653,15671144,150582692,10272698,175960600
2605,26052019,M2600,28,2019,16702697,23302885,17919541,160938,84847,160938,84847,1828303,1676027,1862653,4317241,453453,24428478,3773082,406220,3331863,225274,3728291
2606,26062019,M2600,28,2019,26844559,62258977,27933249,1621695,1668840,1477371,1524495,4770153,4566915,4518383,10067914,303114,63208651,11523222,437139,8772002,438981,8173206
2607,26072019,M2600,28,2019,22822776,35011802,23682974,845274,870248,789478,885181,3551979,3343191,2737893,7730682,975775,33219084,7742438,1100317,7554009,264836,6548435
2608,26082019,M2600,28,2019,10014518,21520632,13110979,1406755,1222623,1278757,1180855,2946952,2133688,2682982,11855676,1919922,15360068,10383996,1788140,9677011,686072,9467368
2609,26092019,M2600,28,2019,17082199,191001839,72258682,-3997896,-6306356,-4070953,-6225348,17265948,1256334,11193575,149181262,10135814,139973099,141832929,8459340,131077812,6614792,143106496
2610,26102019,M2600,28,2019,60132117,293047979,145886971,-675002,2272684,-732236,2576347,36042939,23978296,37526612,168444160,8531182,230136582,170711607,10047571,156121785,14021107,151757232
2611,26112019,M2600,28,2019,2695819,4688229,1193422,-120155,50596,-142436,24548,-56282,120343,115804,902882,212249,4322735,937679,221161,1027058,210393,674853
2612,26122019,M2600,28,2019,9934363,19956619,13549411,323842,513711,326512,514140,1579326,1683817,1351661,3762725,290406,20423317,3820224,302893,3218366,369497,2933577
2613,26132019,M2600,28,2019,3018538,11545940,4457278,35381,58511,35409,66557,804655,315612,557288,2878819,543553,6426215,2850915,525545,2663107,150511,2547901
2614,26142019,M9900,88,2019,6450179,14905787,1439296,544725,1509132,373590,-725593,1354701,2407509,1296778,3129360,415507,16691336,19304665,719317,14210657,965884,899327
2615,26152019,M2600,28,2019,36348465,87604252,43728724,3587706,1137238,2122056,533664,10586087,6513205,8021026,72951183,2246510,77037350,66778676,2891332,60769645,4378732,65721165
2617,26172019,M2600,28,2019,10241229,15113750,10753184,601096,957635,423354,624723,1575206,1865920,1394325,3113990,98360,15135901,3367236,128292,2817921,138922,2371269
2618,26182019,M2600,28,2019,78142016,356251694,138646890,4851875,7214513,3711633,6519713,38571959,24483258,37154031,181275258,18715665,241193903,179907332,16088102,163561731,13384408,158448123
2630,26302019,M2600,28,2019,1603748,4545513,703719,45011,15405,45912,15467,170179,91454,-620139,3913291,1209766,3416967,2719354,802754,2417744,302564,4010202
2633,26332019,M2600,28,2019,71077269,443059602,125047,8007033,10696381,8005837,10700412,28230876,27706310,28546454,47507390,333092,433057069,45415007,505565,43435042,1232750,25789807
2634,26342019,M2600,28,2019,14723586,46087436,8568418,1874287,2092016,1874956,2093204,3982121,4129888,13680,28540207,14095490,39819554,28182098,15350269,27537414,1365275,27751559
2636,26362019,M2600,28,2019,2552787,6049120,277603,241363,366598,236374,368711,662411,487472,802373,11258071,1773355,5588206,11536269,1963187,10537008,1717569,9243842
2637,26372019,M2600,28,2019,29303661,86897661,75187933,2198583,1809206,2162634,1808298,8567159,7759912,6553271,13833457,190617,88934852,13067626,172348,11038548,161628,10263910
2641,26412019,M2600,28,2019,1594466,4360309,4020482,80593,91865,80670,91943,444501,413172,316303,787399,2271,4389808,795087,21399,740251,53919,576969
2642,26422019,M2600,28,2019,1729250,3579285,556224,161608,68475,159057,68481,458004,168329,473087,3712520,561968,2382541,3360947,529436,3059610,412642,3094790
2643,26432019,M2600,28,2019,692639,1417203,113833,120550,73586,121433,73586,229347,100027,161588,3217339,662382,1138412,2723361,549054,2661664,203432,2850876
2701,27012019,M2700,40,2019,7802164,9053897,353059,399559,329239,398970,328761,498289,511894,133293,348551,0,8601032,364536,81,370680,30814,142814
2702,27022019,M2700,40,2019,1289265,7646425,4279580,-4692,212662,-4754,-198860,479068,774466,281378,1520242,35850,6000033,1169715,34352,1365015,1068041,233303
2704,27042019,M2700,40,2019,10674049,12169694,5429318,382349,403211,350044,389149,688547,753181,439348,2915703,108015,11481451,2977046,136160,3094234,937373,1790306
2705,27052019,M2700,40,2019,1618823,12007458,6225312,-525017,-229116,-460958,-228187,261606,136487,-51450,2028541,94099,8417910,2024588,98890,3254653,708113,1415489
2706,27062019,M2700,40,2019,9367450,10828178,377330,532032,430208,531974,430160,665588,692075,153889,346735,4483,10379991,330487,5324,329866,32623,88499
2707,27072019,M2700,40,2019,3558218,11332199,2664508,1384865,1398003,1122297,934961,2459313,2129621,2352075,6535609,205751,7900517,6675944,293181,7004548,925520,4337308
2712,27122019,M2700,40,2019,1183585,1490518,1342174,-15974,-31348,-15919,-31129,34047,11470,39776,425243,6451,1464296,370434,11598,448215,126693,313669
2718,27182019,M2500,82,2019,937651,1890830,442662,-26337,-10600,-26305,-10600,10205,28503,-28017,11989,14373,1600345,219692,13877,221892,31413,64906
2719,27192019,M2700,40,2019,76813,297424,13438,-104523,-106814,-104034,-96490,-73615,-92895,-160191,1696772,28029,597621,2246001,50056,2437341,357850,1451921
2722,27222019,M2700,40,2019,1842890,2526843,1214104,36140,20055,36909,2202,183963,143936,189840,753006,10372,2527338,670301,19075,655827,269199,453795
2723,27232019,M2700,40,2019,10216316,22610788,5729366,934440,1659945,1045008,1768597,5237496,3663906,4546281,23156921,374063,16165683,24115084,315131,23018413,12109046,9349457
2724,27242019,M2700,40,2019,9942,1048547,376498,-29023,-4248,-57328,-24494,219848,148899,165131,437826,22988,1004425,644489,34594,757162,117781,355101
2726,27262019,M2700,40,2019,725777,1801761,161492,123353,94704,114230,93615,471535,201906,388657,2217112,47550,1384298,2173600,43153,1994450,971753,1079734
2727,27272019,M2700,40,2019,4348272,12784524,2651077,348985,402310,484564,493782,2722634,1421388,2509400,16232208,200836,9457705,16286395,313282,15807137,6611656,9102799
2729,27292019,M2700,40,2019,2122539,5880870,1612585,358644,352613,358849,352613,1162310,688645,1066035,4899543,267630,2554643,4300692,263843,4106715,2122163,2317313
2731,27312019,M2700,40,2019,2264785,8794286,393695,241861,265850,185757,256888,756463,457769,1339580,30160201,851757,6395105,29621685,952259,26783529,3083562,26944283
2732,27322019,M2700,40,2019,2019148,4520820,644143,432862,189150,432862,197860,965992,439343,1096584,4955798,461813,2774505,3855960,293397,2497946,1689825,2643825
2734,27342019,M2700,40,2019,279114,535555,168255,-46066,-86692,-76097,-65099,-9939,-59646,-25052,973176,28923,657128,961669,40083,1231107,270375,799316
2736,27362019,M2700,40,2019,1252805,2498390,1415979,-6510,-30404,-7031,-31031,188390,70793,159357,689970,30637,2187938,615948,32412,649848,338422,356121
2739,27392019,M2700,40,2019,1875066,15579736,1309793,123351,113619,119607,116426,1599226,394689,1047013,4478451,115158,3661135,4357920,149246,4190709,1457226,2687270
2740,27402019,M2700,40,2019,47789,187465,26896,-78873,-73806,-76358,-67764,-33773,-35213,-37862,171310,8588,223756,328453,10581,588698,135196,113287
2745,27452019,M2700,40,2019,556641,1625086,104479,26184,11584,26206,11584,87731,32442,221300,6303998,314585,1586598,6454072,388250,6387554,603686,5656037
2748,27482019,M2700,40,2019,1275437,4388000,2399264,183609,211370,191227,214457,619746,384893,664555,2380624,60241,2855862,1707741,69856,1528281,457437,1654382
2801,28012019,M2800,42,2019,162237195,2135643203,20739036,11571782,12646535,11572737,12645474,31297689,30658803,-47077563,32078353,1652835,2081811670,33108189,2399899,30796719,16421666,0
2809,28092019,M2800,42,2019,40931509,282742908,2713818,3399687,2877801,3380396,2877910,6107158,5478754,-1340352,8492984,4041688,281094719,7000814,2651949,9005445,1933699,0
2812,28122019,M2800,42,2019,51309206,682688922,10683621,4319883,4008369,4320208,4008233,10771211,9659807,17392955,12095628,4586001,690832103,11689424,3801182,11394755,6273169,0
2816,28162019,M2800,42,2019,5441403,17584619,1127260,702577,603282,702582,603280,,,194203,8081941,219728,17394115,7707676,265142,7240493,2043663,5351952
2820,28202019,M2800,42,2019,23855462,197539559,154192,1244653,1335419,1244653,1335419,2732410,2587073,13618146,2014768,0,199531031,1977208,0,2094946,456814,0
2832,28322019,M2800,42,2019,9087874,18886915,360389,703129,560299,703129,560299,,,584784,5200892,120617,17978481,4942674,148053,5058168,1209664,3151377
2834,28342019,M2800,42,2019,95516766,1746152814,14498237,6734253,7640542,6734946,7641697,21437400,20760682,5663236,23209942,1250626,1619040455,23026947,1288109,20862695,12726585,0
2836,28362019,M2800,42,2019,15429610,270655904,2833780,774456,479603,774456,479603,3532962,2923498,-416156,3719440,33937,267999101,3499620,866999,3292356,2418820,0
2838,28382019,M2800,42,2019,56249879,695161187,7969302,3371478,2955001,3371478,2955001,12036985,9750064,-21902109,13866182,18058313,647586094,12732321,15796046,12471365,9598051,0
2845,28452019,M2800,42,2019,47284413,654887550,2913291,3632595,3524201,3632514,3349397,11362870,9953952,1512851,11721680,0,627351150,11218277,0,10397129,6953055,0
2849,28492019,M2800,42,2019,33693629,306071408,696733,2081804,2210281,2081922,2209353,5734532,5615202,4908223,6413132,64282,311491162,6409398,62265,6359545,2900048,0
2850,28502019,M2800,42,2019,11674266,35546394,1110073,1562053,1770368,1561136,1769999,1982328,2097509,925263,15531150,192259,33032901,14749316,260337,13958399,3241421,10420159
2851,28512019,M2800,42,2019,12029123,39162023,204631,1104125,1050071,1104125,1050071,,,-4600992,16092924,1226,37290150,14871535,1200,14599949,354972,14230716
2852,28522019,M2800,42,2019,6811261,15856814,620038,580968,491309,581444,491956,691365,587938,396921,6049197,139251,15727472,6129389,163155,5881343,1339907,4045100
2855,28552019,M2800,42,2019,26765772,95754400,2443964,2373835,1217633,2341347,1242522,3295254,1944893,-9024667,7142397,12185285,70381273,5774276,8728037,7270066,3835113,1245482
2867,28672019,M2800,42,2019,42625750,1262555321,8442542,5011512,-312413,5011512,-312413,5712507,-751748,93543080,179022429,148926,1143823929,167844489,242674,184987213,4807540,169411922
2880,28802019,M2800,42,2019,188700657,2731828227,31915460,15955368,14621435,15955368,14621435,40483285,36103701,-15253702,46704333,12350692,2684206863,46002484,8332651,42220548,26202751,0
2881,28812019,M2800,42,2019,619686285,8547701633,57380993,59572887,47721022,59572887,47721022,115128198,98563815,134484617,447992422,50538159,7715059808,410933257,39682731,406144966,63022482,0
2882,28822019,M2800,42,2019,782027179,10065479341,101855371,63859304,51822256,63859304,51822256,101547340,83359206,170845981,555887198,108598405,9224483506,473311887,79426968,584453274,89050434,0
