Code,Key,Industry,YICounts,Year,Equity,Asset,PPE,NI_Ctd,NI_Ctd_1,NI,NI_1,EBITDA,EBITDA_1,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD
2030,20302021,M2000,46,2021,4954851,14429160,4506451,1204560,108351,1204243,106682,2015954,535990,-496521,15238772,1645629,11667992,10560947,1016658,11984206,1089674,14312727
2031,20312021,M2000,46,2021,11607770,25921883,3821909,2770838,845733,2187734,443471,3583412,1204421,515792,14103042,4392006,19893273,9852311,3416232,8477785,478962,13703557
2032,20322021,M2000,46,2021,1812178,2237882,557049,166927,75993,165160,74941,227962,116294,56439,3489139,722930,2076932,3266944,750520,2844436,110776,3324330
2033,20332021,M2000,46,2021,1046890,1312377,456730,14725,19810,14255,20847,39231,47783,-65557,844784,233645,1195584,757773,187161,832001,71591,805698
2034,20342021,M2000,46,2021,9402065,19078744,4789937,1260047,423567,1292016,424474,2043562,811950,-1587356,17777919,1408090,13212563,12717152,1023284,16308739,1503919,18387383
2035,20352021,M2000,46,2021,5833458,20145714,3443842,1586250,-665673,1586528,-664855,1878321,-356323,430640,16813060,105573,17516679,10828679,41925,12350956,360705,16630886
2038,20382021,M2000,46,2021,3911053,8982319,4012574,442960,149541,445202,159096,799889,442784,1184892,10225130,1129820,8303616,7600525,710533,7953592,211930,9011319
2049,20492021,M1500,91,2021,30467115,51031819,27354252,3154693,1698779,3703659,1359452,6880177,4852735,8160332,27265162,4269707,48037782,21266659,6341914,20209798,4700815,19574942
2059,20592021,M2328,201,2021,12603287,15432868,2445722,2072520,1164589,2067942,1164589,2819988,1749516,1518241,6341989,1732802,13375276,4801405,1078987,4868807,635150,3448687
2061,20612021,M1600,16,2021,586921,1173569,127358,108839,5504,19632,-4556,132504,29778,-72889,959217,380361,1014852,754410,298650,899548,70185,946396
2062,20622021,M3800,27,2021,6539996,14259948,6896953,435829,-77498,419934,-68663,1318575,754257,-1060642,9637943,3743692,12530665,7237623,2087126,6119558,822846,8754652
2063,20632021,M2000,46,2021,769770,1972749,518790,149161,106697,144507,106607,252416,194175,-45965,1442108,325586,1673113,1061740,210322,1117875,129854,1275587
2064,20642021,M2000,46,2021,1183485,3375046,1021808,125653,-103688,125515,-103463,229067,9919,-316842,2696166,615887,2843965,1677738,468918,2131369,137983,2778356
2065,20652021,M2000,46,2021,1705644,2926232,618616,275900,152091,276898,149694,438930,284272,161138,2859385,485097,2606276,2253521,494756,1817019,220344,2457196
2066,20662021,M1500,91,2021,1331183,2972083,384740,139716,101743,148732,114934,286798,249976,-183937,2284775,339370,2454772,1990511,268264,2431674,440035,1987650
2067,20672021,M1500,91,2021,507753,1836733,932879,-14305,-42084,-14668,-42084,59050,27105,51211,985465,245348,1497196,720946,185422,883908,184349,883064
2069,20692021,M2000,46,2021,4255351,11145755,4031498,740740,40157,740151,38537,1279780,378290,-1143661,14260416,1251949,8415947,7433603,919472,8727904,974252,14566130
2115,21152021,M2200,34,2021,2958526,5166635,2088514,399294,594759,398729,590524,723290,962663,407462,3397556,770180,4725135,2602257,797525,2716889,374450,2643955
2201,22012021,M2200,34,2021,70699523,323862779,35566354,7742315,4839562,7895793,152413,20438739,17313990,-20195049,78047772,190504558,301322746,82597514,165018181,85578910,16287749,53091394
2204,22042021,M2200,34,2021,46325028,54735114,6215856,4403484,3540548,4670674,3424644,6028221,4797294,4313584,31125399,2087658,54597693,30874600,2181751,32067972,2898998,26269235
2206,22062021,M2200,34,2021,16819702,46531218,12639469,1964718,2051856,2010716,1654186,3951205,4099877,1444612,41617351,2463561,44018077,40774917,2136178,33383428,5710227,34902038
2207,22072021,M2200,34,2021,94465965,349612784,53619235,19558090,16535210,19538021,16504457,37653638,32658852,-2499932,245265460,190535009,290490532,230381473,150629922,212930968,16127866,200770450
2208,22082021,M2600,28,2021,13263540,43721511,12848497,9553,-1600087,-3787,-1610641,1025493,-650035,798010,19113429,2047312,37247566,25296629,1194927,16540899,558133,19036085
2221,22212021,M9900,91,2021,974208,1764457,420158,195962,71876,195962,71876,294086,135951,213755,1692159,371589,1391314,1032778,244315,1195192,177487,1353917
2227,22272021,M2200,34,2021,19000708,24653475,1715905,3025993,6540938,3015108,6517401,4507335,8832605,-150489,24668384,311147,27764630,29660638,404303,32498607,2690833,21854727
2228,22282021,M2200,34,2021,3795697,5423292,1885348,238582,98938,218393,89860,469749,434709,315359,3678578,817733,5494037,3423476,956596,4575808,667489,3080211
2230,22302021,M1500,91,2021,472033,1033039,184359,-7913,-18135,-5321,-18135,34320,17421,2153,564794,130762,926353,478484,123024,541986,87585,500746
2231,22312021,M2200,34,2021,4661023,9566181,1875135,487688,250171,485510,250341,850715,504278,734231,4080435,1756557,7527861,3340199,1410629,4094666,1078348,2768998
2233,22332021,M2200,34,2021,3138248,4926826,1582313,529978,359289,533568,363536,951100,704806,838816,3232810,568661,4281814,2538399,697956,2353988,500112,2229965
2235,22352021,M1500,91,2021,1244692,2134419,657914,51086,72031,51313,72005,145181,175214,197402,704875,252948,1671569,707256,309347,792495,86291,559014
2236,22362021,M2200,34,2021,1228909,2156741,254197,70421,27288,71943,27115,184218,140333,128271,1368325,377184,2263862,1181611,414609,1795565,266613,1102983
2239,22392021,M2200,34,2021,15091447,32154311,10162620,980449,825466,762451,852416,2982088,2662005,1561693,20277213,5437526,32412115,21644152,5807019,22239873,2322999,18256313
2301,23012021,M2325,106,2021,72873527,183543419,18889587,13929486,9829204,10841529,10491384,21992061,16991585,12159640,164827947,41716376,176067237,157133623,36451314,177954166,17455390,141961098
2302,23022021,M2324,168,2021,1797946,2147840,514703,84972,105636,84972,106958,150073,164295,44434,745850,181951,2146524,759358,141198,498284,169757,542032
2303,23032021,M2324,168,2021,281202884,464426771,129941703,55112010,27180412,52230504,25229949,110840908,78907688,90351891,213011018,35190447,377516375,176820914,27273273,148201641,25590174,141420086
2305,23052021,M2325,106,2021,2217892,2855213,449227,20005,21579,5479,-22963,100501,117404,-10356,626223,59521,2901120,582434,59896,508075,267684,492244
2308,23082021,M2328,201,2021,186124658,365112310,76607285,28499233,27384339,28064331,28277745,53074007,50521276,28319366,314670796,70884841,336416215,282605493,62953312,268131397,58844710,245679267
2312,23122021,M2331,82,2021,25861600,108251533,22600963,220994,240132,779265,-457908,4726872,5106928,-3481960,139778507,26989039,99275157,128219874,26358335,137549891,7719720,139850406
2313,23132021,M2328,201,2021,32366428,71992900,33278975,5140037,4664701,5153784,4762228,11519781,10698641,8976017,63053656,15516691,66395616,60516929,14241674,56174889,4593207,53020400
2314,23142021,M2327,90,2021,1962366,6552350,573940,-450016,-95415,-455820,-98829,-245503,97601,-1419555,3929852,1146638,5399783,3949997,972831,5798880,990334,4562764
2316,23162021,M2328,201,2021,7680465,13805409,2358876,533553,414059,512692,444264,1029284,771088,-488389,5349713,1599107,12572852,4784973,1225609,5094456,432417,5472702
2317,23172021,M2331,82,2021,1573260118,3908878394,310107309,153823041,114325587,147290325,101797139,291011397,250902981,-98212384,5994173882,1161218506,3674275590,5358023065,942484394,5342810995,213167554,5722078466
2321,23212021,M2327,90,2021,478530,2042193,91919,17986,-34701,16193,-35296,71298,19315,-9898,1070339,219206,1902890,1075547,184018,1563994,234877,905834
2323,23232021,M2326,110,2021,18442422,24154059,4799706,131137,124827,-169990,-176347,1110387,1172077,-909438,8712988,1685735,24805009,9401027,1706561,7045247,2127782,7248652
2324,23242021,M2325,106,2021,121539803,537095340,26990364,13740488,10409512,11756614,10074994,25420083,20464916,-23834383,1235682015,290165854,466925698,1048929251,232209898,980442346,28142981,1213050847
2327,23272021,M2328,201,2021,99425850,242902683,50695356,21738405,12034842,23335645,12503647,37340010,19853981,27567290,122179335,22300327,185357922,67672108,14012420,41306656,17634830,86235782
2328,23282021,M2328,201,2021,14093915,24322424,2152912,1162597,790495,1123822,751677,1979607,1627013,197776,24226194,6228597,20679624,20547713,5323441,25600708,1266945,24462235
2329,23292021,M2324,168,2021,8972065,17018489,5403685,1530581,-266123,1537134,-268420,3311124,1349211,2982598,15948138,3351353,14511749,13851909,2441029,17515145,1060463,13696733
2330,23302021,M2324,168,2021,2170733205,3725503455,1975118704,597073134,518158082,604953572,508474171,1090935401,918583326,1112160722,1587415037,198301433,2760711405,1339254811,146038403,1069985448,169222934,823626685
2331,23312021,M2325,106,2021,10511797,24131865,2661510,93391,65950,-178734,-298765,883753,1144382,-1999594,31937860,7879227,23749910,25995735,4515985,28291303,2922109,30028402
2332,23322021,M2327,90,2021,9002336,14503864,974725,318111,1310560,330959,27370,693992,1828237,-1671124,15524901,3455815,15950230,15179443,3064013,16996048,4018889,12241554
2337,23372021,M2324,168,2021,46725477,76708148,32218383,11962839,5325612,9469943,5325612,17848491,9834329,16116231,50572991,6652410,65892218,39800947,5102146,34995411,9985874,29734132
2338,23382021,M2324,168,2021,4873851,16154395,4086361,847394,486307,13584,126892,1740965,1050522,-1266207,6077362,1280623,9101708,4666756,902090,3468682,975368,4875619
2340,23402021,M2324,168,2021,9697518,12345359,2664220,829373,575129,869371,646581,1502371,1119929,1736134,6143243,1290782,10641427,5590046,1660666,5418004,965991,4280868
2342,23422021,M2324,168,2021,2336822,3911574,429770,248060,219533,206201,169074,300000,268558,302499,1951967,344445,2962981,1845652,286964,1357621,228718,1461535
2344,23442021,M2324,168,2021,90033512,152740284,61079605,15000122,1519043,15518952,1246706,30084813,11571475,28393184,99569924,12154855,126043240,60683171,9785138,48771434,24053145,58888131
2345,23452021,M2327,90,2021,15552951,35021369,1487456,4705058,5048640,4520952,5076309,6540057,6925987,1367997,59598681,10316305,31122969,54462872,8847762,55401047,5903870,53320704
2347,23472021,M2329,35,2021,65891077,201683706,9568187,17777724,8538386,7568840,8138462,24377278,11686594,-9922870,408811612,85461693,159675713,334200976,64405505,339994666,8266506,408038751
2348,23482021,M9900,91,2021,6243879,21588284,49501,1750141,1431116,1784955,1513087,2444028,1812395,-4495982,6356334,1413334,9208138,3747452,1027897,1733877,832683,9178132
2349,23492021,M2326,110,2021,10500477,19244734,8453280,-126132,-801727,-333190,-756448,1110922,440219,455808,7477106,1443441,19551669,6578209,1167597,7779123,1445817,6381055
2351,23512021,M2324,168,2021,6533194,13044590,4951418,910339,401381,924316,391434,1900006,1267800,520584,11152550,2542619,10575718,8450611,1927290,8839367,884571,10325060
2352,23522021,M2325,106,2021,66162763,187210595,33037041,10482857,6366561,6686471,5684858,18477151,12846259,2114855,225961031,33007097,170811949,191701702,36501926,169754115,25195651,208412987
2353,23532021,M2325,106,2021,66022943,214788311,4055870,11287313,6145610,10897458,8274499,17287552,10712152,6497815,319005456,64040766,183908672,277112477,55197529,234285354,23140474,297534795
2354,23542021,M2331,82,2021,111024200,174397614,4558413,4414636,4686123,4595336,4734391,7228966,7242329,4553493,104082031,25352723,169109720,104789599,29638556,99802129,3664533,97418045
2355,23552021,M2328,201,2021,15271837,23216943,7388403,337700,45702,340230,56818,1586548,1183209,-166419,18219280,4234168,22477318,15313285,3417775,17848498,1319301,18400767
2356,23562021,M2325,106,2021,56398094,247615422,27466491,5947093,6572978,4053858,1612594,11700442,15253489,-12526900,519732048,103795621,214161437,508294198,91811309,500952813,17569928,518438519
2357,23572021,M2325,106,2021,246436466,504152814,19420631,46605402,25802857,45693738,28135764,62847666,36690236,32691143,535238735,93242572,396514716,412780439,76102334,351330493,60979873,494928582
2358,23582021,M9900,91,2021,1783037,3999464,789394,144150,10429,144143,10466,274155,106300,-567102,2522900,637732,3145443,1920858,584364,2057862,137776,2940095
2359,23592021,M2331,82,2021,4975300,7885982,440103,216364,30390,80140,8004,356015,168795,-281712,3899210,799876,6482437,3527149,693053,3737064,744671,3572265
2360,23602021,M2331,82,2021,18947458,29546117,6096436,4305315,2380957,2564904,2364508,5922653,3527052,2591787,17584023,4525739,28128883,15532543,4393882,13909634,5375160,10021205
2362,23622021,M2325,106,2021,41310424,91294127,2533892,1796350,666944,2529629,605442,3166714,1906684,514691,26991842,3426401,94266222,20238946,2248910,21900662,3225737,22660978
2363,23632021,M2324,168,2021,23262838,23375023,747713,184678,-300090,177751,-292465,225543,-232782,-356585,252153,18235,17594109,160171,23937,222952,439944,213517
2364,23642021,M2325,106,2021,285611,1126899,278146,25772,15432,25772,15432,77455,71854,785,867893,70952,1168651,863359,63426,829029,250466,612930
2365,23652021,M2325,106,2021,2946745,3582493,662049,50577,146905,47351,156922,147788,260638,-97826,1365913,120332,3697542,1653269,134378,1605479,291111,1099227
2367,23672021,M2328,201,2021,9493243,23062089,13015790,-242117,-1435460,-225387,-950495,1650663,81351,-455291,13501569,4112230,23834297,14386972,4008657,22418326,1761041,14157445
2368,23682021,M2328,201,2021,11402114,24980285,5679186,2926854,2066612,2868142,2054893,4891698,3596297,2389501,26607474,9123292,21649496,23398323,6773390,18990719,2245700,21979204
2369,23692021,M2324,168,2021,6097427,9424780,3984904,931591,-163140,846712,-116168,1813796,696827,1236933,7733302,1749973,7645260,5457586,1320409,4719390,585593,6612201
2371,23712021,M1500,91,2021,25419304,111466347,32802927,2569662,-4988030,-591328,-6684426,7405139,688169,2737126,29604806,4126486,110555435,31641355,4661232,35423015,6432870,22474481
2373,23732021,M2331,82,2021,8926634,18251094,2543920,1526231,1558735,1442767,1399243,2927217,2942795,1573927,13577257,1462731,18062909,12950974,1597253,13605113,4569998,7757944
2374,23742021,M2326,110,2021,6616653,8965197,3192847,720512,-444902,-426620,-378785,1146931,-201073,-625585,3575369,813800,9131183,3442017,529291,6591161,1207226,3196222
2375,23752021,M2328,201,2021,8527502,18848418,2582339,1138798,834133,1059966,801646,1853998,1446427,766753,7715536,2454473,16872125,6444644,2292459,4547218,813130,6345950
2376,23762021,M2325,106,2021,37503100,69178190,4206997,13335146,4331235,13211112,4319978,16799063,6160925,8354995,121905357,10828146,49429157,84602841,7886194,61781254,15103519,103677095
2377,23772021,M2325,106,2021,47080320,101870764,5710853,16921005,7959505,16427361,7993051,21889824,10724856,12612916,201810152,29683307,78397515,146502789,21980533,120491417,18269632,174023001
2379,23792021,M2324,168,2021,38952324,101231913,6302938,16852811,8793526,16738788,8700943,19982233,11493974,18351929,105504286,15989005,78095917,77759470,13653068,60744006,35863507,60241618
2380,23802021,M2325,106,2021,1000265,2585408,490729,-125887,-412653,-128980,-416888,17488,-226637,-349261,2828116,387396,2697041,1835372,404151,1633335,730449,2591412
2382,23822021,M2325,106,2021,168127338,717569604,52223290,34359565,25390060,33973335,25281482,52877620,44650650,-23792788,1129453350,265119161,663857379,1090858851,198919765,1029611414,34833318,1104724693
2383,23832021,M2328,201,2021,19773887,36565061,8468582,5500157,3694270,5500697,3692988,7707613,5512900,4021522,38500026,13273676,27856806,27200786,9934060,24865522,3145934,30194711
2385,23852021,M2328,201,2021,36033796,83726387,14961727,7572296,6567771,6767060,6635913,12471046,10796300,4388529,107474079,29029438,75441996,95082227,23713767,92552325,10289217,94676213
2387,23872021,M2325,106,2021,9073769,21910025,6172853,1039013,1293318,1069317,1308029,2907256,2774286,1033796,24058229,8050657,22187577,21179505,7871969,12866741,1350452,21490651
2388,23882021,M2324,168,2021,14149607,21900950,1979612,4355087,4844834,1736454,-1530768,5037321,5961890,1524921,7001135,657345,18442050,6502715,429419,5527213,4429685,4784150
2390,23902021,M2331,82,2021,3911212,4327516,244020,1426589,195323,-281308,-164777,1597864,282912,-86474,591470,87490,2928608,531099,60454,621283,277143,519121
2392,23922021,M2328,201,2021,32500888,83126271,21024968,1338504,1884368,1279148,2244694,6059485,6275977,-3550197,86800735,16729661,82262102,89552100,16949059,97820336,7664433,79428397
2393,23932021,M2326,110,2021,18808744,30525437,7631501,1996011,1249680,1936758,1132500,4185406,3552370,4098280,25022009,7034757,30267150,21637035,6866236,20966541,4283130,18301946
2395,23952021,M2325,106,2021,38362791,57828237,10246751,8307363,7302987,8408465,7566200,11367881,10116739,10674240,58622050,10291943,50199385,51119408,8780535,54144662,12331153,41194340
2397,23972021,M2325,106,2021,5528283,12393941,2477339,783861,477833,325458,498008,1270778,806174,-1033047,13312180,2786394,8084004,8349522,1984481,7031784,2015558,12825200
2399,23992021,M2325,106,2021,2431403,3295819,132947,361675,141328,207539,44815,414874,199345,91523,2774796,136678,2808277,2104572,115654,2279734,303419,2653827
2401,24012021,M2324,168,2021,12579096,16377399,1936640,1756242,618827,918803,488290,2484231,1191506,1875450,7960831,1285944,12620589,6414140,1204798,5486660,3237903,4405888
2402,24022021,M2328,201,2021,5732245,9065970,2734585,222893,120190,180489,63168,681359,611534,395611,6478555,2383737,9460234,5502842,2468869,6148946,595824,5764474
2404,24042021,M2331,82,2021,9766308,23749502,1328217,2820482,4091332,2594095,3802850,3638318,5139590,2093525,25606141,2897867,27048567,35836642,7145062,23920633,946975,21526479
2405,24052021,M2325,106,2021,3625494,4598597,1006979,196094,62105,174483,54927,351415,174664,78326,1842202,204049,3913584,1744376,239865,3175090,716506,1269165
2406,24062021,M2326,110,2021,7336205,14772567,4114623,-273657,-560980,-246543,-498631,171235,97578,688755,8347818,1540165,15677315,9554735,2598350,8468615,1006960,7111129
2408,24082021,M2324,168,2021,172978068,191420863,76206692,22849015,7686041,22889531,7692683,43084887,23455049,44107461,85604158,11568536,165631980,61005514,7876165,51727458,9857625,46044463
2409,24092021,M2326,110,2021,237966471,424811046,171222045,63459098,2907427,62150923,2932488,102288960,41129073,104721236,370685141,61572968,407270295,270955381,46794956,268791694,27692141,287653071
2412,24122021,M2327,90,2021,391262450,513070360,289100461,37194879,34705543,36947906,34790535,85500909,80175606,74858200,210477948,23988635,506377992,207608998,22852598,207520061,30067965,134029257
2413,24132021,M2328,201,2021,1858759,4923288,1142919,44127,-13831,44850,-23941,267304,199086,-314929,4040354,712934,4611671,3801959,699677,3636647,568738,3967749
2414,24142021,M2329,35,2021,4057855,8388187,1395593,574686,371786,565700,379436,844104,581769,513780,23900560,3625661,7165650,21557473,3324102,18974025,1373345,22093462
2415,24152021,M2328,201,2021,2620734,9278792,751342,308450,87210,306250,86284,668479,365231,-1892028,2447290,301966,5590680,1964549,375762,2189264,301986,2190297
2417,24172021,M2325,106,2021,4193696,6306290,1571238,368896,1617691,334757,1609089,683947,2005609,454395,4714618,500764,7998126,7051145,1242601,2947147,1792396,2340855
2419,24192021,M2327,90,2021,5407205,10985960,1782568,221384,402659,212539,407747,623233,782573,-264649,9681546,1797144,12555955,10278461,2197002,10325500,1668028,7557301
2420,24202021,M2328,201,2021,3428174,5695775,1263211,583651,444452,582340,443866,828763,653733,777319,2662857,433245,5568202,2475359,492771,2669131,396764,1868551
2421,24212021,M2328,201,2021,4366785,11517320,2059278,429253,851650,432870,937083,1130561,1562121,190853,13561804,3459295,10419061,12781281,3225589,11659915,2072588,11781402
2423,24232021,M2331,82,2021,2431804,3493572,911574,289537,199070,286316,195897,490559,355010,437690,2609162,706879,3688376,2306140,773434,2552976,948407,1478325
2424,24242021,M2327,90,2021,215839,464316,227156,-223726,-171791,-223726,-171791,-105247,-51369,-107549,13108,1723,583468,17978,4060,22860,97316,141929
2425,24252021,M2325,106,2021,2057061,3401340,23158,162744,183413,257309,179269,259745,239599,593511,6518064,1382341,2911546,4672310,1305635,4738182,321051,6080333
2426,24262021,M2326,110,2021,4496436,6314687,1686193,726132,307901,220197,77284,1088998,636563,255666,3163375,1104493,6208768,2428616,866300,2519855,406091,2561771
2427,24272021,M2330,37,2021,2285591,4580622,780545,149261,115687,147445,119326,256541,212386,66535,3490591,359203,4398765,3021959,446951,3039686,917703,2652814
2428,24282021,M2328,201,2021,8276353,12669885,2619638,1590623,1380603,1585147,1383824,2492766,2160410,1574074,7500455,2211805,11030660,5920258,2432303,5814232,1114596,4940539
2429,24292021,M2326,110,2021,317085,828007,377776,-9409,-69543,-13982,-69691,61289,28604,-16975,976588,100599,973199,900394,93846,972295,145614,806567
2430,24302021,M2329,35,2021,5184250,15851167,3282393,653692,308372,638676,308163,1989433,1510784,2726823,22710150,124282,13974028,19542720,68904,18916966,2797361,19323523
2431,24312021,M2328,201,2021,1473153,2071282,101605,114731,46775,-66907,7995,198046,89023,-84557,1566696,296542,2297477,2298426,518403,2967216,194503,1308523
2433,24332021,M2331,82,2021,4879754,7984920,2709833,566168,590755,547387,578664,1970410,2107685,1681257,3883788,361926,7948046,4050378,346563,4324684,593441,2824361
2434,24342021,M2324,168,2021,530397,653542,391925,-18843,-6266,-20243,-42218,4331,31088,-4520,135366,27979,552424,133723,41877,165229,50848,123646
2436,24362021,M2324,168,2021,3666107,5259512,291266,751344,341504,428860,145180,924806,464265,196345,3601983,1172463,4309329,2619977,880131,2322116,645912,2854164
2438,24382021,M2326,110,2021,825381,984756,322427,18312,22168,18204,22384,72378,91815,65164,376481,95720,948088,379424,107031,431354,69427,277392
2439,24392021,M2327,90,2021,12154623,33862624,3951003,1291090,1319400,1248208,1226542,2392589,2373369,2659945,36182719,9403320,34155348,34444819,12714950,36397793,3276541,33162004
2440,24402021,M2328,201,2021,1406247,2509132,223888,104692,219766,104692,81551,208348,340399,-103701,4202960,1190465,2184414,2990077,1061000,2766521,151182,4024465
2441,24412021,M2324,168,2021,20829905,26506083,13872740,4602762,2662311,4575992,2622661,8677264,5933129,7414609,19461143,4346371,21532124,14701682,3521425,12030481,622612,13782356
2442,24422021,M2500,83,2021,4386425,12066424,60340,478035,122004,493943,78517,532187,385807,30637,1528310,9965,11586578,5306536,2933,4936941,222494,748564
2443,24432021,M9900,91,2021,388229,574489,69260,-115853,-454646,-116753,-423019,-73078,-363525,18057,210304,8611,782519,488508,80950,711114,107373,190624
2444,24442021,M2327,90,2021,872280,1852977,449283,12242,-94762,8874,-94004,70959,-46851,20631,1767621,269932,1866657,1774217,250903,1575950,192651,1529629
2449,24492021,M2324,168,2021,34878168,72220183,45576661,5234242,3637140,5128893,3806619,16411131,13330662,13723054,33759389,7924892,61315518,28959304,5892991,25539437,3745551,23797826
2450,24502021,M2327,90,2021,6143033,11092612,803961,596011,435915,612356,435957,1110657,954284,654179,31038933,1902130,10175204,27007073,1712606,28864873,2958452,28287089
2451,24512021,M2324,168,2021,19834835,22438501,1942013,2533294,1197735,2448410,1034881,3383708,1761691,2445068,14314815,1624983,20737622,11446696,1435213,13496186,1283892,12723488
2453,24532021,M2330,37,2021,1974757,4234329,370818,214977,166842,214121,159700,386662,353770,191925,5869595,1579876,4289866,5757866,1136635,5910857,1169437,4176887
2454,24542021,M2324,168,2021,433647894,660876748,49111180,111872533,41438573,102460257,41035156,137665731,58078757,47094744,493414582,58659947,533906327,322145988,33132720,246221731,123564361,297403223
2455,24552021,M2327,90,2021,3277914,4850585,2405171,855081,532588,855081,532588,1331671,940082,1178525,3608521,584867,4318600,2645003,463914,2530909,463194,2131981
2457,24572021,M2328,201,2021,5837358,13612660,3262587,-312618,-154613,-310126,-162059,41512,189848,-945937,12284041,2246117,10362671,9243618,2019406,10694604,1812626,12000102
2458,24582021,M2324,168,2021,10973868,16933008,952324,5027538,3193038,4670851,3490821,6328343,4090704,5262570,18327973,1794193,14452190,15099690,2162216,9487977,3451175,9743624
2459,24592021,M2331,82,2021,4995029,9317386,1724338,596252,502440,558842,488440,1224245,1016803,685659,6986930,1753524,8782477,6364618,1727290,7569178,731652,5668108
2460,24602021,M2328,201,2021,2405826,5625290,1568294,243126,-42496,264149,-31511,672438,242188,6446,4315078,1319440,5198002,3454386,1314627,3443022,405706,3828405
2461,24612021,M2331,82,2021,4270856,8215174,1389369,342074,191139,175393,179448,670627,507263,284974,6146290,1586785,7959490,5439230,1561818,5199022,1020905,5323561
2462,24622021,M2328,201,2021,2570362,5520160,1016137,117245,123760,-155985,40969,231310,231742,-153781,4926026,1993694,4910342,4526914,1830756,4709422,449716,4839707
2464,24642021,M2331,82,2021,4213746,11781085,2627425,531402,513384,531018,513180,807926,762112,1001308,9861403,551967,11208529,8908665,861968,12507333,1353096,7762611
2465,24652021,M2325,106,2021,752412,2012244,193692,434629,24782,433593,23162,603053,124012,121852,8823056,413083,1668803,4548266,247348,3639860,1016168,7438355
2466,24662021,M2326,110,2021,1666046,3989544,740479,54939,6368,-63268,-136982,202028,161858,56741,1341812,336289,4060014,1245165,329445,2294655,232204,1138752
2467,24672021,M2328,201,2021,3049762,7338744,778211,716406,475245,711721,457019,975318,724839,372452,5723265,2087074,6750801,4085806,1979542,4438288,1201725,3979422
2468,24682021,M2330,37,2021,1148764,1858450,298155,44683,38776,44681,38791,72574,62586,185651,2148503,341121,1952647,2160998,468936,2219941,178805,1759389
2471,24712021,M2330,37,2021,818878,1335146,5245,114955,97961,114955,97961,159426,133716,21149,800734,152095,1302705,773691,110835,722504,210315,466955
2472,24722021,M2328,201,2021,8963789,13163210,5120432,1474843,976185,1433460,967384,2339008,1652502,658916,9957173,3036201,11565215,7822322,2487286,7038472,1134165,7390840
2474,24742021,M2331,82,2021,151426722,246902803,17868347,8596283,21166068,5428903,-4810132,17472301,50213093,9525287,41094979,9665413,255903195,82506032,17317522,91628115,4809006,24838807
2476,24762021,M2328,201,2021,5819178,9172585,1238776,752865,356967,790958,388553,1247498,742820,552525,6420460,1541708,8278321,4779614,1229589,4994778,894052,4871608
2477,24772021,M2331,82,2021,4626962,9045391,1405077,1626652,176048,-917279,177363,2735818,304780,-883684,3763996,792778,9773644,3053333,671813,3869031,648802,3675018
2478,24782021,M2328,201,2021,6439213,9974438,3604569,953139,670135,940698,682056,1729131,1201144,1144464,6314953,1761057,9155867,5394839,1598868,4509466,616517,5243288
2480,24802021,M2330,37,2021,3019873,5786869,446238,638162,497618,635587,494904,842199,639923,561057,6579554,682823,5743047,5542811,679421,5521432,838103,5014268
2481,24812021,M2324,168,2021,13111002,26652789,5306044,1978030,900541,1980199,944341,3283238,1800006,1036642,13861744,4668693,17758018,10485100,3870374,9142650,2106216,10272691
2482,24822021,M2331,82,2021,842131,1181339,162120,6530,-30775,2920,-29208,43058,8202,45994,827205,80897,1138866,815658,59148,986727,304486,482888
2483,24832021,M2328,201,2021,2551314,4367750,1823602,154615,84148,162569,14917,383710,234021,-197889,2171042,468252,3887911,1780115,378964,1788578,345230,2096099
2484,24842021,M2328,201,2021,4004601,5896090,1578109,405283,161803,415827,162115,748062,389588,502393,3226200,863133,4599558,2590872,738456,2298489,408969,2438757
2485,24852021,M2327,90,2021,6409828,8557440,2917391,-370976,-156171,-370973,-157370,-146922,69615,-560200,6277543,1561387,8687467,7937362,1875148,7779711,595507,6839502
2486,24862021,M2326,110,2021,4249304,8487817,1982479,383466,-156591,421861,-146924,974213,380375,-431170,5988398,2459099,6073693,4197470,1526770,3665270,634232,5621620
2488,24882021,M2331,82,2021,2091895,4088465,387192,142031,182405,119306,137282,238924,273718,-56448,2485647,291413,3345591,1937736,344540,2537770,260788,2364844
2489,24892021,M2326,110,2021,16884249,26744303,2658798,5022379,569570,-1077898,-372934,6819153,1269691,886330,22231918,5407772,19108191,16747887,3771509,15220325,2149385,20729456
2491,24912021,M2326,110,2021,2086870,2414660,19673,124644,214761,123629,140973,142950,236819,-5463,369590,46957,2172244,400282,50614,322760,115153,158166
2492,24922021,M2328,201,2021,53529154,94180205,30449546,8961076,7217645,8606103,6954886,15497140,12706459,11380788,42108708,10930777,82080495,35599249,11187000,30134180,4112801,33320821
2493,24932021,M2328,201,2021,2439788,3841210,489562,343298,308769,347464,306196,441523,412173,468275,2938974,744534,3649044,2600664,860152,2482446,324540,2387392
2495,24952021,M2325,106,2021,4025018,5595133,580208,146028,-65419,150426,68701,202614,-18029,54561,1189488,225490,5119151,1130547,162074,1378533,494424,702840
2496,24962021,M9900,91,2021,789792,1214688,287490,56623,62913,68642,53878,154132,173861,157902,661920,5132,1263503,776397,12967,881610,243028,342179
