Key,Year,Trade,Industry,LGTA,RPA,RPA_Ctd,BM,LEV,OCF,MTB,Age,Age_Trade,Big4,GC,ESG,RD,ADV,YICounts
21082021,2021,TSE,M2100,16.84813246,0,0,0.839828069,0.192700456,0.441212159,1.190719907,44,33,1,0,66.98,0.00479268,0.032589781,11
21082020,2020,TSE,M2100,16.48342284,0,0,0.185637043,0.216688108,0.272699779,5.386855898,44,33,1,0,58.87,0.007838239,0.039479612,11
21082019,2019,TSE,M2100,16.18305252,0,0,0.580224646,0.180437404,0.185701702,1.723470395,44,33,1,0,58.3,0.007435218,0.039433382,11
21082018,2018,TSE,M2100,16.13365192,0,0,0.628409488,0.183503057,0.183503648,1.591319067,44,33,1,0,59.48,0.006405654,0.036374085,11
21082017,2017,TSE,M2100,15.99279385,0,0,0.788302602,0.184550842,0.141550746,1.268548394,44,33,1,0,58.8,0.007149454,0.037734631,11
21092022,2022,TSE,M2100,15.90327859,0,0,1.184834776,0.407530535,0.110112571,0.843999535,64,25,1,0,39.92,0.005855556,0.041142373,11
21092021,2021,TSE,M2100,15.93464494,0,0,1.174618894,0.462706494,0.048184938,0.851339958,64,25,1,0,46.93,0.007009332,0.045494783,11
21092020,2020,TSE,M2100,15.90114749,0,0,0.781132502,0.43787117,0.116094516,1.280192538,64,25,1,0,48.21,0.007152155,0.051268682,11
21092019,2019,TSE,M2100,15.81799127,0,0,0.836340858,0.435636131,0.055907538,1.195684738,64,25,1,0,50.71,0.007222499,0.054405779,11
21092018,2018,TSE,M2100,15.77844736,0,0,0.939578832,0.44345972,0.043720779,1.064306651,64,25,1,0,51.09,0.007828849,0.098016714,11
21092017,2017,TSE,M2100,15.80552809,0,0,0.761206112,0.448080297,0.005795374,1.313704638,64,25,1,0,52.85,0.00787108,0.095138112,11
21142022,2022,TSE,M2100,15.08766907,0,0,0.357257742,0.158530909,0.230971317,2.799099592,54,19,1,0,57.66,0.004202161,0.104830291,11
21142021,2021,TSE,M2100,15.12117577,0,0,0.371502926,0.147530326,0.13190356,2.69176884,54,19,1,0,58.75,0.011057236,0.099887828,11
21142020,2020,TSE,M2100,14.88574703,0,0,0.313366486,0.134070216,0.146976975,3.191151717,54,19,1,0,59.42,0.008329419,0.058186294,11
21142019,2019,TSE,M2100,14.82587398,0,0,0.543049947,0.144728444,0.224176154,1.841451243,54,19,1,0,59.93,0.007647527,0.058402965,11
21142018,2018,TSE,M2100,14.7845277,0,0,0.578073889,0.129507888,0.173679579,1.729882666,54,19,1,0,60.74,0.007712553,0.051528926,11
21142017,2017,TSE,M2100,14.83182073,0,0,0.548445803,0.191094691,0.077548488,1.823334219,54,19,1,0,62.73,0.006085578,0.051985998,11
21152022,2022,TSE,M2200,15.39778157,0,0,0.914833713,0.375810369,0.143958459,1.093094828,14,10,0,0,55.77,0.007902537,0.029736063,34
21152021,2021,TSE,M2200,15.45773216,0,0,0.964763202,0.427378555,0.078864096,1.036523779,14,10,0,0,50.63,0.009382038,0.034570439,34
21152020,2020,TSE,M2200,15.36840669,0,0,0.776003898,0.424477184,0.055771951,1.288653321,14,10,0,0,51.51,0.010015537,0.033563556,33
21152019,2019,TSE,M2200,15.23781278,0,0,0.863737777,0.445168589,0.068354115,1.157758786,14,10,0,0,51.42,0.010824881,0.037443194,30
21152018,2018,TSE,M2200,15.03452851,0,0,1.025179275,0.341697935,0.095427327,0.975439149,14,10,0,0,57.89,0.009734181,0.037040784,30
21152017,2017,TSE,M2200,15.00399311,0,0,1.124063666,0.330491146,0.074428635,0.889629325,14,10,0,0,61.48,0.010019229,0.037147952,29
22012022,2022,TSE,M2200,19.7028128,1,1,0.889061452,0.79881939,-0.083174233,1.124781642,70,47,1,0,70.61,0.003390484,0.094289018,34
22012021,2021,TSE,M2200,19.59583046,0,0,1.600985575,0.781699141,-0.062356808,0.624615247,70,47,1,0,70.21,0.00461739,0.101653293,34
22012020,2020,TSE,M2200,19.52369249,0,0,1.669462687,0.784698232,0.013823958,0.598995118,70,47,1,0,70.29,0.016515267,0.093002085,33
22012019,2019,TSE,M2200,19.56455808,0,0,1.173671616,0.818150083,-0.079324039,0.85202708,70,47,1,0,66.43,0.009389837,0.093696742,30
22012018,2018,TSE,M2200,19.58339571,0,0,1.689436769,0.736060069,-0.127166626,0.591913245,70,47,1,0,64.65,0.003349653,0.095516394,30
22012017,2017,TSE,M2200,19.37008321,0,0,1.758813793,0.693823201,-0.0830543,0.56856502,70,47,1,0,66.03,0.003010083,0.09864352,29
22042022,2022,TSE,M2200,17.6968607,0,0,0.731423886,0.256605148,0.036396208,1.367196258,54,32,1,0,67.1,0.054026799,0.015427827,34
22042021,2021,TSE,M2200,17.818016,0,0,1.551865349,0.153650653,0.07880835,0.644385804,54,32,1,0,61.49,0.045859043,0.019020769,34
22042020,2020,TSE,M2200,17.81550219,0,0,1.373475243,0.162846606,0.054788744,0.728080106,54,32,1,0,61.04,0.053775077,0.02060966,33
22042019,2019,TSE,M2200,17.75644105,0,0,2.65188856,0.180729888,0.033097336,0.377089752,54,32,1,0,60.49,0.053486575,0.021713722,30
22042018,2018,TSE,M2200,17.98224424,0,0,1.04560748,0.135344641,0.04458425,0.956381835,54,32,1,0,60.8,0.06001638,0.02623455,30
22042017,2017,TSE,M2200,17.96700589,0,0,1.064558063,0.142800525,0.027307136,0.939356936,54,32,1,0,61.83,0.052117563,0.023254648,29
22062022,2022,TSE,M2200,17.85991659,0,0,0.290387237,0.645349426,0.035632904,3.443677519,62,27,1,0,59.21,0.023946887,0.068349985,34
22062021,2021,TSE,M2200,17.655634,0,0,0.635145592,0.638528654,0.031046082,1.574442163,62,27,1,0,59.45,0.026804157,0.07663383,34
22062020,2020,TSE,M2200,17.60011095,0,0,0.736888074,0.634995663,0.11114511,1.357058196,62,27,1,0,56.91,0.026572733,0.076544852,33
22062019,2019,TSE,M2200,17.53205909,0,0,0.983189906,0.629379783,0.032845894,1.017097505,62,27,1,0,55.42,0.031962625,0.085782832,30
22062018,2018,TSE,M2200,17.43709912,0,0,0.894892112,0.622932745,0.010352374,1.117453139,62,27,1,0,52.44,0.035970349,0.094280013,30
22062017,2017,TSE,M2200,17.41635679,0,0,0.988900465,0.600412081,0.064323896,1.011224117,62,27,1,0,63.37,0.028956201,0.097016904,29
22072022,2022,TSE,M2200,19.82324487,0,0,0.160050763,0.82887675,-0.091482886,6.248017699,68,26,1,0,74.63,0.000503402,0.041218047,34
22072021,2021,TSE,M2200,19.67233677,0,0,0.301672485,0.72979831,-0.007150574,3.314853193,68,26,1,0,74.81,0.000452114,0.037310981,34
22072020,2020,TSE,M2200,19.48708154,0,0,0.272078878,0.711228654,0.046752677,3.675404748,68,26,1,0,76.94,0.000413349,0.035760085,33
22072019,2019,TSE,M2200,19.35886625,0,0,0.218271192,0.704115262,0.064487275,4.581456631,68,26,1,0,74.79,0.000453255,0.040954902,30
22072018,2018,TSE,M2200,19.25091545,0,0,0.238469109,0.746122113,0.037887466,4.193415257,68,26,1,0,75.2,0.000326682,0.046549743,30
22072017,2017,TSE,M2200,19.14626358,0,0,0.444707771,0.734376194,0.096791411,2.248667699,68,26,1,0,76.56,0.000315407,0.042116953,29
22082022,2022,TSE,M2600,17.65792888,0,0,0.442523097,0.789579294,-0.167648103,2.259769053,50,15,1,0,66.81,0.009509981,0.00300113,30
22082021,2021,TSE,M2600,17.59335078,0,0,0.827107453,0.696635828,0.018252114,1.209032752,50,15,1,0,74.69,0.006492869,0.003478078,28
22082020,2020,TSE,M2600,17.43309716,0,0,0.395320317,0.865546087,-0.175574667,2.529594248,50,15,1,0,71.22,0.003716582,0.002678894,28
22082019,2019,TSE,M2600,17.37303303,0,0,0.733580825,0.815907641,0.013691625,1.363176307,50,15,1,0,70.62,0.006036371,0.004711715,28
22082018,2018,TSE,M2600,16.94342968,0,0,0.597481692,0.737779682,-0.029122818,1.673691451,50,15,1,0,70.4,0.008992474,0.00695748,28
22082017,2017,TSE,M2600,16.91935225,0,0,0.25801665,0.713729233,-0.02702259,3.875718873,50,15,1,0,68.34,0.007722101,0.00478989,27
22112022,2022,TSE,M2000,17.27467948,0,0,0.960767024,0.221374657,0.066226012,1.040835057,50,3,1,0,58.54,0,0.026023082,47
22112021,2021,TSE,M2000,17.35609262,0,0,1.180979899,0.237900197,0.046065549,0.846754463,50,3,1,0,41.72,0,0.023077618,46
22112020,2020,TSE,M2000,16.99577868,0,0,0.714601026,0.30164936,-0.012038647,1.399382262,50,3,1,0,40.31,0,0.02634516,46
22212022,2022,OTC,M9900,14.3883618,0,0,0.703970018,0.360846008,0.103030142,1.420515042,46,18,1,0,48.34,0.009830821,0.032782394,90
22212021,2021,OTC,M9900,14.38335355,0,0,0.813045509,0.447870931,0.121144919,1.229943452,46,18,1,0,48.36,0.009650984,0.051455567,91
22212020,2020,OTC,M9900,14.14575918,0,0,0.775355421,0.406079433,0.049505,1.2897311,46,18,1,0,47.75,0.010292628,0.037388481,89
22212019,2019,OTC,M9900,14.19443112,0,0,0.982772399,0.438443165,0.210161244,1.017529594,46,18,1,0,46.09,0.007749383,0.046900414,88
22212018,2018,OTC,M9900,14.18039461,0,0,0.775178704,0.443339695,0.008631253,1.290025119,46,18,1,0,47.47,0.009325244,0.048540255,87
22212017,2017,OTC,M9900,14.03483483,0,0,0.628023586,0.422931415,0.138443748,1.592296885,46,18,1,0,51.01,0.010416149,0.055339437,86
22272022,2022,TSE,M2200,17.01462709,0,0,0.330436479,0.21579719,-0.083181557,3.026300253,20,19,1,0,64.62,0.022787718,0.074801614,34
22272021,2021,TSE,M2200,17.02042842,0,0,0.302795302,0.229288853,-0.00610417,3.302561147,20,19,1,0,68.43,0.016995236,0.069598722,34
22272020,2020,TSE,M2200,17.13927347,0,0,0.309534739,0.219346665,0.023564874,3.230655154,20,19,1,0,69.18,0.020131529,0.09306725,33
22272019,2019,TSE,M2200,17.16791699,0,0,0.335797712,0.244933063,-0.03155872,2.977983364,20,19,1,0,66.63,0.019124174,0.076363119,30
22272018,2018,TSE,M2200,17.07743618,0,0,0.333905168,0.216197996,0.056943502,2.994862302,20,19,1,0,67.37,0.022632642,0.092338823,30
22272017,2017,TSE,M2200,17.06498492,0,0,0.409131032,0.177763156,0.083667992,2.444204721,20,19,1,0,68.85,0.020236878,0.093088316,29
22282022,2022,TSE,M2200,15.62586719,0,0,0.577221465,0.318822169,0.03216015,1.732437306,46,11,1,0,50.67,0.037073153,0.039523662,34
22282021,2021,TSE,M2200,15.50621357,0,0,0.811673541,0.300111998,0.058148999,1.23202242,46,11,1,0,54.35,0.04284536,0.0487857,34
22282020,2020,TSE,M2200,15.51917388,0,0,0.717212577,0.329874553,0.044211206,1.39428676,46,11,1,0,55.41,0.035039241,0.048205099,33
22282019,2019,TSE,M2200,15.44342532,0,0,0.648731754,0.22550917,0.133348046,1.541469172,46,11,1,0,56.06,0.030854004,0.042233853,30
22282018,2018,TSE,M2200,15.40562293,0,0,0.684965723,0.232560202,0.109576494,1.459927068,46,11,1,0,57.6,0.040900192,0.041427426,30
22282017,2017,TSE,M2200,15.37839739,0,0,0.727579976,0.214649773,0.149733509,1.374419353,46,11,1,0,60.94,0.035359045,0.046236457,29
22302022,2022,OTC,M1500,13.82019457,0,0,0.151342352,0.411636367,0.062798163,6.607535741,32,16,1,0,36.35,0.008396497,0.028583777,94
22302021,2021,OTC,M1500,13.8480155,0,0,0.68125275,0.543063718,0.002084142,1.467883983,32,16,1,0,39.27,0.011319171,0.032790717,91
22302020,2020,OTC,M1500,13.73901065,0,0,0.923916871,0.469358873,0.022302513,1.082348457,32,16,1,0,43.54,0.011243845,0.037010642,89
22302019,2019,OTC,M1500,13.66899929,0,0,1.053519043,0.455713452,0.064502684,0.949199738,32,16,1,0,43.6,0.004064681,0.048885027,88
22302018,2018,OTC,M1500,13.79163991,0,0,0.950276633,0.50647575,0.012505991,1.05232515,32,16,1,0,45.24,0.004649237,0.055376709,85
22302017,2017,OTC,M1500,13.84086442,0,0,1.145271129,0.536845872,0.027206394,0.873155687,32,16,1,0,46.57,0.006553713,0.072297683,78
22312022,2022,TSE,M2200,16.09001187,0,0,0.251990416,0.468573966,0.11881876,3.968404894,34,16,1,0,56.53,0.138493952,0.075311987,34
22312021,2021,TSE,M2200,16.07374462,0,0,0.343557838,0.512760317,0.076752781,2.910718049,34,16,1,0,50.56,0.124049519,0.070150119,34
22312020,2020,TSE,M2200,15.8341215,0,0,0.168821427,0.525928016,0.033811597,5.923418714,34,16,1,0,49.88,0.124978781,0.076226596,33
22312019,2019,TSE,M2200,15.78891441,0,0,0.308728537,0.370392541,0.089365773,3.239091565,34,16,1,0,50.7,0.104642479,0.058590371,30
22312018,2018,TSE,M2200,15.72059499,0,0,0.175728896,0.404654333,0.122772332,5.69058375,34,16,1,0,51.96,0.083261777,0.045299948,30
22312017,2017,TSE,M2200,15.6922891,0,0,0.14386232,0.45079968,0.11219735,6.951090459,34,16,1,0,57.17,0.0719632,0.050248746,29
22332022,2022,TSE,M2200,15.4215188,0,0,0.54966164,0.30802903,0.157409539,1.819301052,36,13,1,0,53.15,0.055288699,0.011837366,34
22332021,2021,TSE,M2200,15.41020553,0,0,0.467315494,0.363028449,0.170254846,2.13988197,36,13,1,0,40.91,0.059142047,0.012132169,34
22332020,2020,TSE,M2200,15.26988731,0,0,0.389824615,0.336850923,0.079253559,2.565256173,36,13,1,0,41.7,0.056160596,0.016015607,33
22332019,2019,TSE,M2200,15.17008435,0,0,0.837081154,0.310817322,0.187275248,1.194627301,36,13,1,0,41.22,0.064205085,0.02008124,30
22332018,2018,TSE,M2200,15.10452968,0,0,0.788486351,0.262834076,0.132475115,1.268252772,36,13,1,0,46.61,0.053099421,0.016753191,30
22332017,2017,TSE,M2200,15.02936844,0,0,0.736211153,0.28394625,0.150980841,1.358305964,36,13,1,0,48.07,0.041780188,0.015468672,29
22352022,2022,OTC,M1500,14.5780476,0,0,0.883629945,0.36733501,0.14004286,1.131695463,36,12,1,0,39.48,0.025457463,0.029036942,94
22352021,2021,OTC,M1500,14.57370504,0,0,0.987541881,0.416847395,0.092485121,1.012615282,36,12,1,0,44.16,0.028795176,0.02935556,91
22352020,2020,OTC,M1500,14.32927326,0,0,0.983046153,0.242307078,0.072895585,1.017246237,36,12,1,0,45.16,0.030813454,0.030452906,89
22352019,2019,OTC,M1500,14.3780005,0,0,0.919438929,0.258498824,0.089313787,1.087619817,36,12,1,0,45.32,0.02701342,0.030583158,88
22352018,2018,OTC,M1500,14.26271884,0,0,0.679587286,0.169039094,0.132923897,1.471481325,36,12,1,0,45.16,0.024645638,0.033479563,85
22352017,2017,OTC,M1500,14.32825095,0,0,0.737482864,0.408971166,0.106692114,1.35596371,36,12,1,0,46.8,0.028432418,0.028934841,78
22362022,2022,TSE,M2200,14.52438344,0,0,0.394469419,0.440267756,-0.00759561,2.535050759,12,8,1,0,44.3,0.027526393,0.044637336,34
22362021,2021,TSE,M2200,14.58410884,0,0,1.230212041,0.430200937,0.059474457,0.812867999,12,8,1,0,49.51,0.02047613,0.039022893,34
22362020,2020,TSE,M2200,14.63258276,0,0,1.34384747,0.426306462,0.09206259,0.74413207,12,8,1,0,49.53,0.029902396,0.038484747,33
22362019,2019,TSE,M2200,14.65590723,0,0,2.369544791,0.426567545,0.173181903,0.422021987,12,8,1,0,51.9,0.029497122,0.041491676,30
22362018,2018,TSE,M2200,14.58301447,0,0,1.754194806,0.373252747,0.015714483,0.570062114,12,8,1,0,51.61,0.036251321,0.040369535,30
22362017,2017,TSE,M2200,14.63620539,0,0,0.908411244,0.445111479,0.052735425,1.10082301,12,8,1,0,52.74,0.053269467,0.03655882,29
22392022,2022,TSE,M2200,17.40866856,0,0,1.606203899,0.580371465,0.027421846,0.622585962,8,8,1,0,48.58,0.039931243,0.019757043,34
22392021,2021,TSE,M2200,17.28605709,0,0,2.357346215,0.530655563,0.048568697,0.424205827,8,8,1,0,41.16,0.042830787,0.022161477,34
22392020,2020,TSE,M2200,17.29404283,0,0,1.39118959,0.585169558,0.135131786,0.718809289,8,8,1,0,41.55,0.034446949,0.021843406,33
22392019,2019,TSE,M2200,17.22304704,0,0,1.477546198,0.566621488,0.086259125,0.676797789,8,8,1,0,44.23,0.030646713,0.025679733,30
22392018,2018,TSE,M2200,17.25009429,0,0,1.256142497,0.568016704,0.037610686,0.796088025,8,8,1,0,49.11,0.03418599,0.023651058,30
22392017,2017,TSE,M2200,17.04974287,0,0,0.750100392,0.548522258,0.072446609,1.333154883,8,8,1,0,46.23,0.030590722,0.020824751,29
22412022,2022,TSE,M2200,14.90898567,0,0,0.47103624,0.509022565,-0.004105704,2.122978903,12,7,1,0,59.13,0.205795393,0.030850505,34
22412021,2021,TSE,M2200,14.90729828,0,0,0.580782266,0.453164456,-0.086656715,1.721815659,12,7,1,0,49.16,0.111268098,0.016081216,34
22412020,2020,TSE,M2200,14.67591219,0,0,0.3514679,0.290218306,0.019290558,2.845210046,12,7,1,0,49.85,0.078487284,0.021471288,33
22432022,2022,TSE,M2200,15.03014582,0,0,0.593335412,0.854270547,0.013717753,1.685387354,8,6,1,0,38.61,0.030498835,0.0072842,34
22432021,2021,TSE,M2200,15.22408071,0,0,0.73520412,0.879927229,0.077714913,1.36016648,8,6,1,0,42.07,0.028540894,0.013540073,34
22432020,2020,TSE,M2200,15.17705259,0,0,1.061342454,0.858769886,0.011883791,0.942202958,8,6,1,0,45.08,0.034397188,0.015232494,33
22432019,2019,TSE,M2200,15.01083023,0,0,1.657723044,0.750244053,0.025382087,0.603237075,8,6,1,0,47.88,0.031353685,0.010818504,30
22432018,2018,TSE,M2200,15.19151844,0,0,1.585790854,0.756224007,-0.019305568,0.630600181,8,6,1,0,49,0.031396247,0.008813595,30
22472022,2022,TSE,M2200,16.93206843,0,0,0.448362555,0.458043893,0.232676056,2.230337901,44,6,1,0,48.42,0,0.075560014,34
22472021,2021,TSE,M2200,16.79710172,0,0,0.782965674,0.406024281,0.285707744,1.277195199,44,6,1,0,50.14,0,0.079236491,34
22472020,2020,TSE,M2200,16.73597539,0,0,0.720449535,0.387778958,0.201629841,1.388022271,44,6,1,0,50.69,0,0.082915154,33
22502022,2022,TSE,M2200,15.07513876,0,0,0.837366931,0.533095864,0.057161934,1.194219598,7,2,1,0,45.4,0.01150241,0.031813118,34
22502021,2021,TSE,M2200,15.13900915,0,0,0.761011445,0.558920028,0.02714625,1.314040684,7,2,1,0,49.12,0.010704784,0.033124902,34
23012022,2022,TSE,M2325,19.11273601,0,0,0.339946934,0.589616507,0.125316575,2.941635591,34,28,1,0,77.84,0.042897217,0.035387887,106
23012021,2021,TSE,M2325,19.02796181,0,0,0.578547499,0.602963008,0.066249392,1.728466551,34,28,1,0,75.46,0.03708828,0.03034543,106
23012020,2020,TSE,M2325,18.98637651,0,0,0.633928541,0.578902269,0.099753556,1.577464864,34,28,1,0,70.33,0.032131144,0.034816947,105
23012019,2019,TSE,M2325,19.04465202,0,0,0.838852832,0.600062214,0.105885881,1.192104219,34,28,1,0,63.86,0.034185645,0.032527426,105
23012018,2018,TSE,M2325,19.09940475,0,0,0.968780824,0.621183473,0.068397143,1.032225221,34,28,1,0,57.05,0.030652658,0.034208035,102
23012017,2017,TSE,M2325,19.0625123,0,0,1.273491012,0.611741703,0.058702258,0.785243076,34,28,1,0,57.03,0.029901863,0.031573096,99
23022022,2022,TSE,M2324,14.58284596,0,0,0.575491748,0.141586031,0.152717316,1.737644377,47,38,1,0,46.88,0.011989066,0.048568138,172
23022021,2021,TSE,M2324,14.57997324,0,0,0.682529431,0.162905058,0.020687761,1.465138285,47,38,1,0,45,0.014982905,0.037154924,168
23022020,2020,TSE,M2324,14.57936035,0,0,0.595790956,0.189906099,0.080744963,1.678441054,47,38,1,0,43.91,0.015993774,0.033555978,156
23022019,2019,TSE,M2324,14.48414576,0,0,1.450775742,0.171694408,0.038987032,0.689286408,47,38,1,0,49.14,0.021275016,0.044253879,150
23022018,2018,TSE,M2324,14.50401247,0,0,1.399676034,0.168648602,0.011634922,0.714451041,47,38,1,0,49.14,0.008839847,0.03413526,147
23022017,2017,TSE,M2324,14.49593008,0,0,1.20652039,0.17798295,0.004441674,0.828829756,47,38,1,0,49.55,0.012107437,0.041619872,138
23032022,2022,TSE,M2324,20.09412971,0,0,0.553110999,0.370697641,0.273632786,1.807955368,43,38,1,0,71.38,0.046477536,0.015008432,172
23032021,2021,TSE,M2324,19.95631445,0,0,0.617162184,0.394516205,0.194544967,1.620319627,43,38,1,0,72.99,0.060723788,0.021931255,168
23032020,2020,TSE,M2324,19.7491245,0,0,0.421489506,0.375462582,0.174151895,2.372538309,43,38,1,0,72.78,0.072929727,0.023482754,156
23032019,2019,TSE,M2324,19.72951983,0,0,1.371732765,0.440244477,0.148314484,0.729004968,43,38,1,0,63.03,0.080027751,0.025692091,150
23032018,2018,TSE,M2324,19.71432488,0,0,1.53779522,0.433533429,0.139699097,0.650281642,43,38,1,0,68.21,0.086115158,0.025797327,147
23032017,2017,TSE,M2324,19.79211312,0,0,1.345586233,0.45689409,0.133150232,0.743170505,43,38,1,0,68.44,0.091567243,0.028360776,138
23052022,2022,TSE,M2325,14.89532256,0,0,0.458565751,0.242420331,0.019948535,2.180712358,43,35,1,0,55.74,0.153992817,0.150529186,106
23052021,2021,TSE,M2325,14.864657,0,0,0.711829231,0.223213119,-0.00362705,1.404831323,43,35,1,0,48.89,0.148199603,0.145556776,106
23052020,2020,TSE,M2325,14.88060743,0,0,1.265543652,0.236528306,0.016940699,0.790174245,43,35,1,0,47.1,0.149804098,0.140625374,105
23052019,2019,TSE,M2325,14.8726899,0,0,1.737305978,0.239040442,0.019260722,0.575603844,43,35,1,0,42.36,0.179253063,0.181368894,105
23052018,2018,TSE,M2325,14.77536027,0,0,1.839856753,0.145070049,-0.044305068,0.543520575,43,35,1,0,41.69,0.162109993,0.187003433,102
23052017,2017,TSE,M2325,14.884647,0,0,1.239817327,0.213921492,0.040492464,0.806570434,43,35,1,0,40.33,0.154934871,0.189163607,99
23082022,2022,TSE,M2328,19.86965363,0,0,0.251848117,0.470812288,0.109255623,3.970647118,48,35,1,0,79.07,0.082638923,0.05861375,205
23082021,2021,TSE,M2328,19.71571556,0,0,0.332872434,0.490226287,0.077563438,3.004153838,48,35,1,0,80.34,0.086447453,0.061783712,201
23082020,2020,TSE,M2328,19.63385969,0,0,0.243400345,0.469140805,0.13926217,4.108457611,48,35,1,0,79.85,0.090160562,0.065214621,197
23082019,2019,TSE,M2328,19.55542337,0,0,0.442908821,0.439441997,0.134745155,2.257801047,48,35,1,0,77.58,0.089090223,0.073983219,196
23082018,2018,TSE,M2328,19.38360856,0,0,0.388885611,0.46757523,0.090372313,2.571450246,48,35,1,0,74.44,0.08125092,0.069841891,193
23082017,2017,TSE,M2328,19.33912339,0,0,0.562227114,0.466056345,0.107645267,1.778640651,48,35,1,0,73.91,0.074727157,0.067525006,188
23122022,2022,TSE,M2331,18.64753356,0,0,1.279880183,0.775140149,-0.02970502,0.781323137,50,34,1,0,67.99,0.015682599,0.010144749,84
23122021,2021,TSE,M2331,18.49996809,0,0,1.389346168,0.761097148,-0.032165457,0.719763025,50,34,1,0,58.4,0.02084827,0.010599269,82
23122020,2020,TSE,M2331,18.41340592,0,0,1.363758373,0.748295558,0.03308573,0.733267725,50,34,1,0,59.13,0.021058452,0.0086449,79
23122019,2019,TSE,M2331,18.38586873,0,0,1.778497146,0.733182945,0.07254395,0.562272479,50,34,1,0,63.27,0.020269067,0.008805096,77
23122018,2018,TSE,M2331,18.41212293,0,0,1.912311159,0.73202793,-0.016777678,0.522927451,50,34,1,0,58.73,0.021942347,0.008694015,77
23122017,2017,TSE,M2331,18.30795133,0,0,2.226045806,0.689163699,-0.024666709,0.449227054,50,34,1,0,59.71,0.022200723,0.009590179,72
23132022,2022,TSE,M2328,18.19531633,0,0,0.731655158,0.514962894,0.171311011,1.366764095,50,33,0,0,58.03,0.035184439,0.017679619,205
23132021,2021,TSE,M2328,18.09207806,0,0,0.664475697,0.550421944,0.124679198,1.504945936,50,33,0,0,56.87,0.038087324,0.018125642,201
23132020,2020,TSE,M2328,18.01114159,0,0,0.665455612,0.561016634,0.129732918,1.502729832,50,33,0,0,53.32,0.039740169,0.016067322,197
23132019,2019,TSE,M2328,17.93049836,0,0,0.53043031,0.579521402,0.125836088,1.885261798,50,33,0,0,50.22,0.036066061,0.015825291,196
23132018,2018,TSE,M2328,17.87021179,0,0,0.913827476,0.592628145,0.088876832,1.09429846,50,33,0,0,50.62,0.016931835,0.017015745,193
23132017,2017,TSE,M2328,17.84717132,0,0,0.74476643,0.594416446,0.115081557,1.342702839,50,33,0,0,54.15,0.006958837,0.017373261,188
23142022,2022,TSE,M2327,15.69360826,0,0,0.198147598,0.682374542,-0.057989008,5.046742984,40,33,1,0,63.02,0.163127376,0.035892726,91
23142021,2021,TSE,M2327,15.69533432,0,0,0.158020778,0.700509588,-0.216648225,6.328281715,40,33,1,0,63.05,0.178620722,0.038225104,90
23142020,2020,TSE,M2327,15.50186933,0,0,0.217164769,0.551920883,0.008863504,4.604798488,40,33,1,0,59.74,0.153037838,0.035370913,88
23142019,2019,TSE,M2327,15.42978157,0,0,0.50609745,0.471469624,0.042230402,1.975904048,40,33,1,0,62.15,0.08746758,0.052281647,85
23142018,2018,TSE,M2327,15.59354088,0,0,0.510410543,0.533715894,0.043259863,1.959207179,40,33,1,0,63.54,0.07747647,0.034245036,85
23142017,2017,TSE,M2327,15.56474902,0,0,0.470316348,0.518254078,-0.018477721,2.126228451,40,33,1,0,63.4,0.083774787,0.028677476,84
23162022,2022,TSE,M2328,16.38911054,0,0,1.589343633,0.386695026,0.064071567,0.629190553,45,32,1,0,54.46,0.00911915,0.026847001,205
23162021,2021,TSE,M2328,16.44057103,0,0,1.539532531,0.443662625,-0.035376641,0.64954782,45,32,1,0,53.31,0.008572983,0.028213664,201
23162020,2020,TSE,M2328,16.34705044,0,0,1.490868346,0.415366856,0.032608433,0.670750038,45,32,1,0,55.4,0.009157836,0.026703599,197
23162019,2019,TSE,M2328,16.33110563,0,0,1.185774338,0.413164166,0.019629028,0.843330782,45,32,1,0,56,0.010239366,0.029525233,196
23162018,2018,TSE,M2328,16.31427351,0,0,1.369140023,0.407483567,0.005765637,0.730385485,45,32,1,0,47.89,0.017475953,0.029599993,193
23162017,2017,TSE,M2328,16.27314527,0,0,1.982987996,0.393139718,-0.020366598,0.504289487,45,32,1,0,47.32,0.010368151,0.028400592,188
23172022,2022,TSE,M2331,22.14250508,0,0,1.104557382,0.600739887,0.026538231,0.905340018,49,32,1,0,59.88,0.017241305,0.004583358,84
23172021,2021,TSE,M2331,22.08651631,0,0,1.147717846,0.597516229,-0.025125464,0.871294285,49,32,1,0,67.34,0.017528481,0.005089252,82
23172020,2020,TSE,M2331,22.02462183,0,0,1.085291102,0.59879264,0.102775066,0.921411774,49,32,1,0,63.62,0.01756441,0.005084633,79
23172019,2019,TSE,M2331,21.92351422,0,0,1.405950248,0.578545622,0.074682955,0.711262722,49,32,1,0,57.28,0.017134828,0.005639185,77
23172018,2018,TSE,M2331,21.94154248,0,0,1.569471907,0.605946811,-0.011875777,0.637156992,49,32,1,0,58.58,0.015948852,0.006175162,77
23172017,2017,TSE,M2331,21.94916155,0,0,0.867162584,0.656085131,-0.011546467,1.153186286,49,32,1,0,58.66,0.017375343,0.006267867,72
23212022,2022,TSE,M2327,14.4536449,0,0,0.598351136,0.749058346,0.043372077,1.671259466,43,32,1,0,42.33,0.078445726,0.087700937,91
23212021,2021,TSE,M2327,14.52953479,0,0,0.617695578,0.765678366,-0.004846751,1.618920445,43,32,1,0,42.55,0.062018669,0.07861528,90
