公司代號,公司名稱,報告書內容涵蓋期間,中文版上傳日期,產業類別,Year,Key,BVE,LNAT,NIS,Industry,Price,RPA,LN_RPA_Count,RPA_Count,KY,Price9m,Price6m,Price12m,Finance
1101,台泥,111/01/01~111/12/31,112/06/28,水泥工業,2022,11012022,33.3,20,0.6,M1100,35.91,0,0,0,0,33.25,37.53,34.85,0
1102,亞泥,111/01/01~111/12/31,112/06/30,水泥工業,2022,11022022,51.96,20,3.11,M1100,41.08,0,0,0,0,39.75,42.12,41.45,0
1103,嘉泥,111/01/01~111/12/31,112/06/28,水泥工業,2022,11032022,28.39,17,0.19,M1100,18.31,0,0,0,0,18.55,20.77,19.05,0
1104,環泥,111/01/01~111/12/31,112/06/28,水泥工業,2022,11042022,32.93,17,2.58,M1100,24.49,0,0,0,0,26.05,28.37,29.7,0
1108,幸福,111/01/01~111/12/31,112/06/08,水泥工業,2022,11082022,12.12,16,1.5,M1100,13.46,0,0,0,0,14.4,16.17,15.8,0
1109,信大,111/01/01~111/12/31,112/09/22,水泥工業,2022,11092022,28.33,16,1.52,M1100,16.29,0,0,0,0,17.75,17.68,18.25,0
1110,東泥,111/01/01~111/12/31,112/06/29,水泥工業,2022,11102022,15.26,16,0.07,M1100,17.46,0,0,0,0,18.75,19.15,18.8,0
1201,味全,111/01/01~111/12/31,112/09/28,食品工業,2022,12012022,14.29,17,0.9,M1200,19.76,0,0,0,0,18.45,20.05,19.05,0
1203,味王,111/01/01~111/12/31,112/09/23,食品工業,2022,12032022,27.4,16,3.25,M1200,37.73,0,0,0,0,41.55,44.64,56.9,0
1210,大成,111/01/01~111/12/31,112/09/25,食品工業,2022,12102022,32.29,18,1.28,M1200,49.64,0,0,0,0,53.8,51.78,58.5,0
1213,大飲,111/01/01~111/12/31,112/09/28,食品工業,2022,12132022,6.46,14,-1.34,M1200,7,0,0,0,0,6.6,6.45,6.92,0
1215,卜蜂,111/01/01~111/12/31,112/09/28,食品工業,2022,12152022,32.18,17,5.24,M1200,80.21,0,0,0,0,94.1,90.73,96.1,0
1216,統一,111/01/01~111/12/31,112/07/26,食品工業,2022,12162022,33.83,20,4.63,M1200,68.93,0,0,0,0,70.1,73.15,74.5,0
1217,愛之味,111/01/01~111/12/31,112/09/21,食品工業,2022,12172022,15.2,16,0.26,M1200,11.21,0,0,0,0,12.35,12.8,12.05,0
1218,泰山,111/01/01~111/12/31,112/08/25,食品工業,2022,12182022,25.14,17,-0.57,M1200,28.31,0,0,0,0,22.35,27.53,22.5,0
1219,福壽,111/01/01~111/12/31,112/06/30,食品工業,2022,12192022,13.77,16,0.95,M1200,20.38,0,0,0,0,19.95,20.38,19.3,0
1220,台榮,111/01/01~111/12/31,112/09/28,食品工業,2022,12202022,13.75,15,0.41,M1200,16.13,0,0,0,0,13.95,14.65,14.35,0
1225,福懋油,111/01/01~111/12/31,112/06/30,食品工業,2022,12252022,17.61,16,1.59,M1200,54.69,0,0,0,0,53.8,52,54.7,0
1227,佳格,111/01/01~111/12/31,112/09/25,食品工業,2022,12272022,19.51,17,1.44,M1200,39.56,0,0,0,0,37.65,40.24,38.9,0
1229,聯華,111/01/01~111/12/31,112/09/04,食品工業,2022,12292022,36.1,18,3.27,M1200,51.35,0,0,0,0,62.4,62.17,66.7,0
1231,聯華食,111/01/01~111/12/31,112/09/28,食品工業,2022,12312022,23.06,16,4.27,M1200,80.41,1,0.693147181,1,0,88.2,84.44,87.4,0
1232,大統益,111/01/01~111/12/31,112/08/24,食品工業,2022,12322022,32.95,16,7.23,M1200,142.64,0,0,0,0,141.5,146.5,142.5,0
1233,天仁,111/01/01~111/12/31,112/09/14,食品工業,2022,12332022,16.44,15,0.57,M1200,33.43,0,0,0,0,35.25,37.54,34.85,0
1234,黑松,111/01/01~111/12/31,112/09/27,食品工業,2022,12342022,45.65,17,2.2,M1200,34.32,0,0,0,0,38.3,39.43,40.5,0
1235,興泰,111/01/01~111/12/31,112/09/27,食品工業,2022,12352022,12.7,15,1.46,M1200,61.76,0,0,0,0,79,72.53,78.3,0
1236,宏亞,111/01/01~111/12/31,112/08/14,食品工業,2022,12362022,27.07,15,-0.27,M1200,26.22,0,0,0,0,23.25,25.62,23.85,0
1256,鮮活果汁-KY,111/01/01~111/12/31,112/09/28,食品工業,2022,12562022,121.15,15,13.84,M1200,325.7,0,0,0,1,271,302.68,241.5,0
1301,台塑,111/01/01~111/12/31,112/06/28,塑膠工業,2022,13012022,56.19,20,5.64,M1300,87.61,0,0,0,0,79.8,85.7,79.2,0
1303,南亞,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13032022,49.69,20,4.75,M1300,74.44,0,0,0,0,66.6,72.5,66.5,0
1304,台聚,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13042022,42.84,18,0.05,M1300,25.69,0,0,0,0,20.75,22.39,19.75,0
1305,華夏,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13052022,17.28,17,-0.69,M1300,25.95,0,0,0,0,24.9,23.08,22.3,0
1307,三芳,111/01/01~111/12/31,112/06/02,塑膠工業,2022,13072022,21.32,17,1.42,M1300,20.31,0,0,0,0,26.3,25.2,25.85,0
1308,亞聚,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13082022,23.94,17,2.52,M1300,27.55,0,0,0,0,24.45,25.3,23.4,0
1309,台達化,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13092022,18.12,16,1.08,M1300,20.66,0,0,0,0,17.8,19.69,16.45,0
1310,台苯,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13102022,12.73,16,-0.78,M1300,13.68,0,0,0,0,15.9,16.34,15.65,0
1312,國喬,111/01/01~111/12/31,112/06/29,塑膠工業,2022,13122022,39.83,18,-0.5,M1300,18.96,0,0,0,0,16.23,18.44,15.2,0
1313,聯成,111/01/01~111/12/31,112/06/27,塑膠工業,2022,13132022,19.26,18,-0.91,M1300,14.4,0,0,0,0,14.85,14.85,15.2,0
1314,中石化,111/01/01~111/12/31,112/06/30,塑膠工業,2022,13142022,21.01,19,-1.02,M1300,9.85,0,0,0,0,9.38,9.8,9.77,0
1316,上曜,111/01/01~111/12/31,112/06/30,建材營造,2022,13162022,24.3,16,0.6,M2500,12.06,0,0,0,0,10.2,11.15,12.7,0
1319,東陽,111/01/01~111/12/31,112/06/29,汽車工業,2022,13192022,41.03,17,3.02,M2200,44.15,0,0,0,0,78.3,52.7,76,0
1321,大洋,111/01/01~111/12/31,112/06/26,塑膠工業,2022,13212022,26.03,16,0.49,M1300,37.1,0,0,0,0,35.35,34.95,37.05,0
1323,永裕,111/01/01~111/12/31,112/09/13,塑膠工業,2022,13232022,31.86,16,3.19,M1300,32.08,0,0,0,0,31.5,31.7,31.4,0
1326,台化,111/01/01~111/12/31,112/06/21,塑膠工業,2022,13262022,63.7,20,1.56,M1300,68.14,0,0,0,0,61.5,67.1,62.3,0
1337,再生-KY,111/01/01~111/12/31,112/09/28,塑膠工業,2022,13372022,18.19,15,-1.62,M1300,6.98,0,0,0,1,7.14,9.19,7.55,0
1338,廣華-KY,111/01/01~111/12/31,112/09/25,汽車工業,2022,13382022,80.42,16,0.92,M2200,43.34,0,0,0,1,36.55,42.33,42.9,0
1402,遠東新,111/01/01~111/12/31,112/06/29,紡織纖維,2022,14022022,50.75,20,2.67,M1400,29.99,1,1.386294361,3,0,28.75,32.05,31.2,0
1409,新纖,111/01/01~111/12/31,112/06/27,紡織纖維,2022,14092022,28.47,19,2.2,M1400,16.91,0,0,0,0,15.3,16.16,15.55,0
1413,宏洲,111/01/01~111/12/31,112/06/20,紡織纖維,2022,14132022,9.29,15,0.75,M1400,9.54,0,0,0,0,8.1,9.05,8.49,0
1414,東和,111/01/01~111/12/31,112/09/13,紡織纖維,2022,14142022,14.11,15,0.52,M1400,17.53,0,0,0,0,17.75,17.9,17.8,0
1419,新紡,111/01/01~111/12/31,112/09/28,紡織纖維,2022,14192022,39.14,17,1.7,M1400,39.96,0,0,0,0,42.8,41.89,47.9,0
1434,福懋,111/01/01~111/12/31,112/06/27,紡織纖維,2022,14342022,33.1,18,2.02,M1400,26.58,0,0,0,0,25.45,26.48,25.2,0
1437,勤益控,111/01/01~111/12/31,112/08/25,其他,2022,14372022,34.95,16,2.19,M9900,27.66,0,0,0,0,28.3,28.4,31.5,0
1440,南紡,111/01/01~111/12/31,112/06/21,紡織纖維,2022,14402022,16.84,18,0.76,M1400,16.48,0,0,0,0,14.7,16.14,15.8,0
1442,名軒,111/01/01~111/12/31,112/09/28,建材營造,2022,14422022,16.51,17,1.24,M2500,30.84,0,0,0,0,35.85,30.65,38.6,0
1444,力麗,111/01/01~111/12/31,112/06/28,紡織纖維,2022,14442022,12.66,17,0.46,M1400,9.94,0,0,0,0,10.5,10.95,10.35,0
1447,力鵬,111/01/01~111/12/31,112/06/28,紡織纖維,2022,14472022,11.26,17,0,M1400,7.97,0,0,0,0,7.5,8.03,7.93,0
1451,年興,111/01/01~111/12/31,112/06/30,紡織纖維,2022,14512022,36.78,16,2.15,M1400,20.95,0,0,0,0,18.8,19.95,18.9,0
1455,集盛,111/01/01~111/12/31,112/06/28,紡織纖維,2022,14552022,12.39,16,0,M1400,10.65,0,0,0,0,9.63,10.5,10.95,0
1457,宜進,111/01/01~111/12/31,112/06/20,紡織纖維,2022,14572022,29.94,17,0.58,M1400,17.8,0,0,0,0,17.65,17.5,18.6,0
1459,聯發,111/01/01~111/12/31,112/06/26,紡織纖維,2022,14592022,7.86,16,0.11,M1400,8.85,0,0,0,0,9.8,9.13,10.1,0
1460,宏遠,111/01/01~111/12/31,112/06/30,紡織纖維,2022,14602022,10.16,17,0.06,M1400,7.64,1,0.693147181,1,0,7.65,9.2,7.44,0
1464,得力,111/01/01~111/12/31,112/06/30,紡織纖維,2022,14642022,14.87,17,1,M1400,13.66,0,0,0,0,13.5,14.44,13.35,0
1466,聚隆,111/01/01~111/12/31,112/07/13,紡織纖維,2022,14662022,14.36,15,-0.63,M1400,11.65,1,0.693147181,1,0,11.1,11.9,13.45,0
1467,南緯,111/01/01~111/12/31,112/09/26,紡織纖維,2022,14672022,13.78,16,-0.03,M1400,11.6,0,0,0,0,11.5,12.35,11.55,0
1473,台南,111/01/01~111/12/31,112/09/27,紡織纖維,2022,14732022,24.04,15,2.34,M1400,23.41,0,0,0,0,26.4,23.79,29.25,0
1476,儒鴻,111/01/01~111/12/31,112/09/08,紡織纖維,2022,14762022,91.64,17,24.75,M1400,477.74,0,0,0,0,487,499.5,562,0
1477,聚陽,111/01/01~111/12/31,112/09/15,紡織纖維,2022,14772022,63.86,17,14.66,M1400,216,1,2.564949357,12,0,336,302,354.5,0
1503,士電,111/01/01~111/12/31,112/06/30,電機機械,2022,15032022,55.07,18,4.12,M1500,79.02,0,0,0,0,115.5,147.66,118.5,0
1504,東元,111/01/01~111/12/31,112/06/29,電機機械,2022,15042022,40.36,19,2.41,M1500,41.31,0,0,0,0,52,53.3,46.8,0
1506,正道,111/01/01~111/12/31,112/06/30,電機機械,2022,15062022,8.61,15,0.05,M1500,21,0,0,0,0,16.45,18.75,17.15,0
1513,中興電,111/01/01~111/12/31,112/06/16,電機機械,2022,15132022,28.06,18,4.98,M1500,92.26,0,0,0,0,107.5,133.61,116.5,0
1514,亞力,111/01/01~111/12/31,112/10/02,電機機械,2022,15142022,16.35,16,2.15,M1500,36.26,1,0.693147181,1,0,51.8,59.46,75.1,0
1515,力山,111/01/01~111/12/31,112/08/04,電機機械,2022,15152022,19.34,16,-1.54,M1500,29.05,0,0,0,0,42.95,34.75,51.6,0
1517,利奇,111/01/01~111/12/31,112/09/28,電機機械,2022,15172022,18.46,16,2.71,M1500,18.64,0,0,0,0,15,17.69,15.55,0
1519,華城,111/01/01~111/12/31,112/09/27,電機機械,2022,15192022,16.34,16,1.37,M1500,68.48,0,0,0,0,271,145.76,327,0
1522,堤維西,111/01/01~111/12/31,112/06/29,汽車工業,2022,15222022,29.31,17,3.17,M2200,28.43,0,0,0,0,43.6,35.2,40.5,0
1525,江申,111/01/01~111/12/31,112/06/30,汽車工業,2022,15252022,62.94,16,3.67,M2200,62.29,0,0,0,0,78.7,115.08,78.4,0
1526,日馳,111/01/01~111/12/31,112/06/28,電機機械,2022,15262022,23.85,15,6.43,M1500,39.29,0,0,0,0,33.36,38.52,33.15,0
1527,鑽全,111/01/01~111/12/31,112/09/07,電機機械,2022,15272022,33.88,16,5.41,M1500,40.52,0,0,0,0,39.55,39.44,41.3,0
1531,高林股,111/01/01~111/12/31,112/09/18,電機機械,2022,15312022,20.38,15,1.03,M1500,13.73,0,0,0,0,13.2,13.82,13.7,0
1532,勤美,111/01/01~111/12/31,112/06/30,電機機械,2022,15322022,44.36,18,2.66,M1500,34.32,0,0,0,0,35.5,35.2,41.95,0
1533,車王電,111/01/01~111/12/31,112/07/26,汽車工業,2022,15332022,29.84,16,-0.55,M2200,50.8,0,0,0,0,57.2,69,54.8,0
1535,中宇,111/01/01~111/12/31,112/06/20,電機機械,2022,15352022,28.37,16,3.51,M1500,46.53,0,0,0,0,53.2,52.34,56.4,0
1536,和大,111/01/01~111/12/31,112/09/27,汽車工業,2022,15362022,32.11,17,2.25,M2200,70.3,0,0,0,0,63.9,70.3,59.7,0
1558,伸興,111/01/01~111/12/31,112/12/26,電機機械,2022,15582022,123.62,16,8.47,M1500,107.9,0,0,0,0,108,106,106.5,0
1560,中砂,111/01/01~111/12/31,112/09/28,電機機械,2022,15602022,42.37,16,8.87,M1500,114.63,0,0,0,0,154.5,118.98,192,0
1582,信錦,111/01/01~111/12/31,112/09/28,電子零組件業,2022,15822022,47.54,16,3.38,M2328,56.79,0,0,0,0,63.9,57.17,79.9,0
1589,永冠-KY,111/01/01~111/12/31,112/09/13,電機機械,2022,15892022,76.77,17,-2.44,M1500,78.3,0,0,0,1,52.8,71.8,54,0
1590,亞德客-KY,111/01/01~111/12/31,113/01/02,電機機械,2022,15902022,194.67,18,29.57,M1500,1169.15,0,0,0,1,979,1011.29,1010,0
1598,岱宇,111/01/01~111/12/31,112/09/15,運動休閒,2022,15982022,30.3,16,-0.51,M1722,43.04,0,0,0,0,34.4,39.05,34.85,0
1604,聲寶,111/01/01~111/12/31,112/08/24,電器電纜,2022,16042022,21.95,16,1.9,M1600,26.02,0,0,0,0,28.5,26.75,29.1,0
1605,華新,111/01/01~111/12/31,112/05/18,電器電纜,2022,16052022,34.79,19,3.11,M1600,46.88,0,0,0,0,36.8,41,38.65,0
1608,華榮,111/01/01~111/12/31,112/06/19,電器電纜,2022,16082022,12.77,16,0.83,M1600,14.49,0,0,0,0,20.8,22.84,21.45,0
1609,大亞,111/01/01~111/12/31,112/06/30,電器電纜,2022,16092022,18.15,17,0.66,M1600,25.28,0,0,0,0,38.45,37.75,34.5,0
1611,中電,111/01/01~111/12/31,112/09/28,電器電纜,2022,16112022,13.04,15,0.36,M1600,16.44,0,0,0,0,16.4,18.15,16.6,0
1612,宏泰,111/01/01~111/12/31,112/06/29,電器電纜,2022,16122022,22.48,16,1.39,M1600,18.64,0,0,0,0,27.55,25.15,28.3,0
1614,三洋電,111/01/01~111/12/31,112/09/23,電器電纜,2022,16142022,20.66,16,1.09,M1600,35.6,0,0,0,0,37.6,38.23,38.5,0
1626,艾美特-KY,111/01/01~111/12/31,112/09/27,電器電纜,2022,16262022,22.09,16,-1.49,M1600,17.35,0,0,0,1,16.85,16.98,16.5,0
1701,中化,111/01/01~111/12/31,112/09/28,生技醫療業,2022,17012022,24.92,16,1.56,M1722,25.18,0,0,0,0,23,25.42,24.35,0
1702,南僑,111/01/01~111/12/31,112/09/25,食品工業,2022,17022022,42.09,17,2.39,M1200,45.29,0,0,0,0,49.45,47.85,50.8,0
1707,葡萄王,111/01/01~111/12/31,112/04/20,生技醫療業,2022,17072022,75.21,17,14.63,M1722,172.98,0,0,0,0,156,168,156,0
1708,東鹼,111/01/01~111/12/31,112/08/08,化學工業,2022,17082022,28.64,16,4.87,M1721,39.33,0,0,0,0,31.1,35.81,32.75,0
1709,和益,111/01/01~111/12/31,112/09/28,化學工業,2022,17092022,17.92,16,2.03,M1721,23.3,0,0,0,0,21.15,22.79,20.9,0
1710,東聯,111/01/01~111/12/31,112/06/29,化學工業,2022,17102022,16.14,17,-2.13,M1721,19.72,0,0,0,0,19.1,21.95,20.15,0
1711,永光,111/01/01~111/12/31,112/06/29,化學工業,2022,17112022,16.08,16,0.72,M1721,18.48,0,0,0,0,19.35,21.8,19.6,0
1712,興農,111/01/01~111/12/31,112/09/01,化學工業,2022,17122022,20.58,17,4.34,M1721,37.8,0,0,0,0,36.55,35.65,38.45,0
1713,國化,111/01/01~111/12/31,112/08/14,化學工業,2022,17132022,17.13,15,1.89,M1721,27.32,0,0,0,0,35,32.17,40,0
1714,和桐,111/01/01~111/12/31,112/09/28,化學工業,2022,17142022,15.76,17,0.64,M1721,8.87,0,0,0,0,8.35,8.76,9.13,0
1717,長興,111/01/01~111/12/31,112/08/17,化學工業,2022,17172022,21.28,18,2.24,M1721,31.35,0,0,0,0,28.35,32.3,29.1,0
1718,中纖,111/01/01~111/12/31,112/09/18,化學工業,2022,17182022,44.46,21,1.63,M1721,8.32,0,0,0,0,7.83,8.22,8.17,0
1720,生達,111/01/01~111/12/31,112/09/20,生技醫療業,2022,17202022,41.61,16,6.49,M1722,53.12,0,0,0,0,66.1,68.97,65.9,0
1721,三晃,111/01/01~111/12/31,112/09/26,化學工業,2022,17212022,12.97,15,0.36,M1721,14.05,0,0,0,0,13.35,15.39,15.3,0
1722,台肥,111/01/01~111/12/31,112/09/28,化學工業,2022,17222022,54.14,18,2.66,M1721,53.77,0,0,0,0,58.9,58.09,67.6,0
1723,中碳,111/01/01~111/12/31,112/06/29,化學工業,2022,17232022,34.09,16,7.3,M1721,110.41,0,0,0,0,113,111.37,118.5,0
1725,元禎,111/01/01~111/12/31,112/09/25,化學工業,2022,17252022,22.99,16,1.51,M1721,20.15,0,0,0,0,20.4,21.35,21.95,0
1726,永記,111/01/01~111/12/31,112/09/19,化學工業,2022,17262022,59.09,16,4.7,M1721,69.45,0,0,0,0,73.6,71.64,75.6,0
1727,中華化,111/01/01~111/12/31,112/06/30,化學工業,2022,17272022,14.59,15,0.4,M1721,25.1,0,0,0,0,29.2,33.98,28.85,0
1730,花仙子,111/01/01~111/12/31,112/09/28,化學工業,2022,17302022,30.3,15,4.4,M1721,53.81,0,0,0,0,57.5,56.57,57.7,0
1732,毛寶,111/01/01~111/12/31,112/08/14,化學工業,2022,17322022,11.36,13,0.12,M1721,27.7,0,0,0,0,24.4,28.5,31.05,0
1733,五鼎,111/01/01~111/12/31,112/06/09,生技醫療業,2022,17332022,18.19,15,2.11,M1722,24.55,0,0,0,0,26.9,28.45,40.3,0
1735,日勝化,111/01/01~111/12/31,112/09/28,化學工業,2022,17352022,15.05,15,0.35,M1721,14.95,0,0,0,0,16.9,16.01,17.4,0
1736,喬山,111/01/01~111/12/31,112/06/19,運動休閒,2022,17362022,31.23,17,1.5,M1722,66.2,0,0,0,0,75.2,71.26,68.7,0
1737,臺鹽,111/01/01~111/12/31,112/09/22,食品工業,2022,17372022,33.31,16,2.15,M1200,32.01,0,0,0,0,33.5,33.4,34.2,0
1762,中化生,111/01/01~111/12/31,112/09/28,生技醫療業,2022,17622022,41.17,15,5.9,M1722,77.4,0,0,0,0,59,90.87,57.4,0
1773,勝一,111/01/01~111/12/31,112/09/26,化學工業,2022,17732022,32.15,16,7.3,M1721,120.08,0,0,0,0,130.5,127.86,134.5,0
1776,展宇,111/01/01~111/12/31,112/09/28,化學工業,2022,17762022,15.85,14,0.31,M1721,17.35,0,0,0,0,17.19,18.89,17.1,0
1789,神隆,111/01/01~111/12/31,112/09/14,生技醫療業,2022,17892022,13.22,16,0.49,M1722,25.68,0,0,0,0,27.5,29.88,26.4,0
1795,美時,111/01/01~111/12/31,112/09/28,生技醫療業,2022,17952022,52.81,17,10.4,M1722,248.08,0,0,0,0,238.5,321.71,272,0
1802,台玻,111/01/01~111/12/31,112/08/17,玻璃陶瓷,2022,18022022,17.76,18,-0.39,M1800,20.55,0,0,0,0,19.1,19.3,18.95,0
1806,冠軍,111/01/01~111/12/31,112/09/28,玻璃陶瓷,2022,18062022,13.95,16,-0.23,M1800,9.17,0,0,0,0,9.15,10.5,11.45,0
1808,潤隆,111/01/01~111/12/31,112/09/14,建材營造,2022,18082022,13.35,18,0.32,M2500,69.75,0,0,0,0,91.9,76.5,100,0
1810,和成,111/01/01~111/12/31,112/09/08,玻璃陶瓷,2022,18102022,21.46,16,0.52,M1800,17.88,0,0,0,0,19.55,24.17,18.15,0
1903,士紙,111/01/01~111/12/31,112/08/18,造紙工業,2022,19032022,19.86,16,0.85,M1900,43.65,0,0,0,0,55.6,51.7,57.5,0
1904,正隆,111/01/01~111/12/31,112/06/26,造紙工業,2022,19042022,26.44,18,2.42,M1900,27.36,1,1.609437912,4,0,28.65,34.05,29.75,0
1905,華紙,111/01/01~111/12/31,112/06/30,造紙工業,2022,19052022,16.41,17,0.51,M1900,15.97,0,0,0,0,22.6,27.84,23.55,0
1907,永豐餘,111/01/01~111/12/31,112/06/29,造紙工業,2022,19072022,41.91,19,1.16,M1900,25.89,0,0,0,0,32.55,36.33,32.6,0
1909,榮成,111/01/01~111/12/31,112/06/30,造紙工業,2022,19092022,18.15,18,-0.74,M1900,16.7,0,0,0,0,14.7,16.9,14.8,0
2002,中鋼,111/01/01~111/12/31,112/06/29,鋼鐵工業,2022,20022022,22.68,20,1.13,M2000,29.85,0,0,0,0,25.25,28.4,27,0
2006,東和鋼鐵,111/01/01~111/12/31,112/06/30,鋼鐵工業,2022,20062022,39.6,18,5.27,M2000,56,0,0,0,0,60.7,59.5,70.7,0
2007,燁興,111/01/01~111/12/31,112/06/28,鋼鐵工業,2022,20072022,12.8,16,-1.3,M2000,11.3,0,0,0,0,9.69,10.3,13.05,0
2008,高興昌,111/01/01~111/12/31,112/08/22,鋼鐵工業,2022,20082022,14.02,16,0.56,M2000,19.27,0,0,0,0,20.4,19.17,23.3,0
2009,第一銅,111/01/01~111/12/31,112/06/30,鋼鐵工業,2022,20092022,12.57,16,0.61,M2000,33.47,0,0,0,0,29.4,31.24,32,0
2010,春源,111/01/01~111/12/31,112/06/27,鋼鐵工業,2022,20102022,17.87,17,0.99,M2000,15.47,0,0,0,0,16.95,17.6,18.7,0
2012,春雨,111/01/01~111/12/31,112/06/30,鋼鐵工業,2022,20122022,16.78,16,2.01,M2000,23.83,0,0,0,0,23.55,27.05,25.25,0
2013,中鋼構,111/01/01~111/12/31,112/06/30,鋼鐵工業,2022,20132022,26.27,16,2.33,M2000,57.07,0,0,0,0,54.1,57,55.3,0
2014,中鴻,111/01/01~111/12/31,112/06/28,鋼鐵工業,2022,20142022,11.89,17,-0.69,M2000,26.03,0,0,0,0,22.55,24.05,26.05,0
2015,豐興,111/01/01~111/12/31,112/06/30,鋼鐵工業,2022,20152022,37.46,17,5.29,M2000,68.1,0,0,0,0,67.2,71.3,69.1,0
2017,官田鋼,111/01/01~111/12/31,112/06/28,鋼鐵工業,2022,20172022,15.89,16,0.82,M2000,16.45,0,0,0,0,13.45,15.73,15,0
2020,美亞,111/01/01~111/12/31,112/09/28,鋼鐵工業,2022,20202022,14.41,16,2,M2000,22.64,0,0,0,0,29.1,23.55,32.05,0
2022,聚亨,111/01/01~111/12/31,112/06/14,鋼鐵工業,2022,20222022,13.52,16,-0.01,M2000,11.79,0,0,0,0,12.55,13.78,12.75,0
2023,燁輝,111/01/01~111/12/31,112/06/30,鋼鐵工業,2022,20232022,16.52,18,0.27,M2000,15.38,0,0,0,0,15.25,15.38,17.85,0
2025,千興,111/01/01~111/12/31,112/09/22,鋼鐵工業,2022,20252022,5.22,14,0.66,M2000,5.62,0,0,0,0,7.81,5.7,7.37,0
2027,大成鋼,111/01/01~111/12/31,112/06/28,鋼鐵工業,2022,20272022,36.43,19,7.21,M2000,36.09,0,0,0,0,36.85,37.6,39.6,0
2028,威致,111/01/01~111/12/31,112/08/11,鋼鐵工業,2022,20282022,13.36,16,2.3,M2000,26.61,0,0,0,0,23.31,23.19,26.25,0
2029,盛餘,111/01/01~111/12/31,112/06/28,鋼鐵工業,2022,20292022,30.45,16,1.52,M2000,24.99,0,0,0,0,24.1,24.41,29.25,0
2030,彰源,111/01/01~111/12/31,112/06/29,鋼鐵工業,2022,20302022,18.63,16,2.65,M2000,22,0,0,0,0,18.2,21.76,19.75,0
2031,新光鋼,111/01/01~111/12/31,112/08/15,鋼鐵工業,2022,20312022,31.37,17,2.03,M2000,46.92,0,0,0,0,46.75,45.3,57.7,0
2034,允強,111/01/01~111/12/31,112/08/28,鋼鐵工業,2022,20342022,23.39,17,1.21,M2000,27.98,0,0,0,0,27.3,27.88,27.35,0
2049,上銀,111/01/01~111/12/31,112/06/30,電機機械,2022,20492022,98.83,18,12.59,M1500,244.51,0,0,0,0,203.5,231.82,235,0
2059,川湖,111/01/01~111/12/31,112/07/03,電子零組件業,2022,20592022,164.1,17,42.56,M2328,375.88,0,0,0,0,828,648.13,914,0
2062,橋椿,111/01/01~111/12/31,112/09/26,居家生活,2022,20622022,36.48,16,3.28,M9900,22.15,0,0,0,0,22.15,22.15,25.25,0
2101,南港,111/01/01~111/12/31,112/06/19,橡膠工業,2022,21012022,12.36,17,-1.17,M2100,39,0,0,0,0,38.05,39.4,42,0
2102,泰豐,111/01/01~111/12/31,112/06/29,橡膠工業,2022,21022022,8.41,16,-1.52,M2100,21.75,0,0,0,0,18.1,19.3,19.7,0
2103,台橡,111/01/01~111/12/31,112/06/28,橡膠工業,2022,21032022,25.11,17,2.51,M2100,27.06,0,0,0,0,23.65,25.7,24.1,0
2104,國際中橡,111/01/01~111/12/31,112/08/31,橡膠工業,2022,21042022,36.11,18,1.03,M2100,19.66,0,0,0,0,20.15,21.5,19.5,0
2105,正新,111/01/01~111/12/31,112/06/29,橡膠工業,2022,21052022,26.03,19,1.49,M2100,35.24,0,0,0,0,42.5,40.15,44.9,0
2106,建大,111/01/01~111/12/31,112/06/30,橡膠工業,2022,21062022,21.31,18,0.37,M2100,29.42,0,0,0,0,29.45,30.08,30.9,0
2107,厚生,111/01/01~111/12/31,112/09/27,橡膠工業,2022,21072022,35.17,16,2.17,M2100,22.21,0,0,0,0,22.9,22.16,24.35,0
2108,南帝,111/01/01~111/12/31,112/06/26,橡膠工業,2022,21082022,31.11,17,2.8,M2100,40,0,0,0,0,36.2,37.45,37.6,0
2109,華豐,111/01/01~111/12/31,112/10/02,橡膠工業,2022,21092022,17.11,16,1.52,M2100,13.76,0,0,0,0,14,14.44,14.7,0
2115,六暉-KY,111/01/01~111/12/31,112/09/25,汽車工業,2022,21152022,30.56,15,2.31,M2200,31.32,0,0,0,1,30,33.4,29.45,0
2201,裕隆,111/01/01~111/12/31,112/07/31,汽車工業,2022,22012022,72.51,20,-0.31,M2200,73.04,0,0,0,0,83,81.56,74.8,0
2204,中華,111/01/01~111/12/31,112/06/30,汽車工業,2022,22042022,65.11,18,-13.8,M2200,61.17,0,0,0,0,97.5,89.02,113,0
2206,三陽工業,111/01/01~111/12/31,112/06/28,汽車工業,2022,22062022,25.38,18,3.35,M2200,38.09,0,0,0,0,77.7,87.41,71.4,0
2207,和泰車,111/01/01~111/12/31,112/06/30,汽車工業,2022,22072022,127.38,20,-26.87,M2200,627.7,0,0,0,0,655,795.87,709,0
2208,台船,111/01/01~111/12/31,112/06/28,航運業,2022,22082022,10.53,18,-3.79,M2600,22.45,0,0,0,0,21.97,23.8,20.3,0
2211,長榮鋼,111/01/01~111/12/31,112/06/29,鋼鐵工業,2022,22112022,59.35,17,7.39,M2000,51.44,0,0,0,0,71,61.77,104,0
