公司代號,公司名稱,報告書內容涵蓋期間,中文版上傳日期,產業類別
8938,明安,108/01/01~108/12/31,109/05/27,
1101,台泥,107/01/01~107/12/31,108/06/28,
1102,亞泥,107/01/01~107/12/31,108/06/28,
1103,嘉泥,107/01/01~107/12/31,108/06/28,
1104,環泥,107/01/01~107/12/31,108/06/24,
1108,幸福,107/01/01~107/12/31,108/06/13,
1110,東泥,107/01/01~107/12/31,108/06/20,
1201,味全,107/01/01~107/12/31,108/09/24,
1203,味王,107/01/01~107/12/31,108/09/05,
1210,大成,107/01/01~107/12/31,108/09/24,
1213,大飲,107/01/01~107/12/31,108/10/01,
1215,卜蜂,107/01/01~107/12/31,108/09/27,
1216,統一,107/01/01~107/12/31,108/09/26,
1217,愛之味,107/01/01~107/12/31,108/09/25,
1218,泰山,107/01/01~107/12/31,108/06/27,
1219,福壽,107/01/01~107/12/31,108/06/28,
1220,台榮,106/01/01~107/12/31,108/09/11,
1225,福懋油,107/01/01~107/12/31,108/09/27,
1227,佳格,107/01/01~107/12/31,108/09/27,
1229,聯華,107/01/01~107/12/31,108/09/04,
1231,聯華食,107/01/01~107/12/31,108/09/27,
1232,大統益,107/01/01~107/12/31,108/08/27,
1233,天仁,107/01/01~107/12/31,108/08/26,
1234,黑松,107/01/01~107/12/31,108/09/10,
1235,興泰,107/01/01~107/12/31,108/09/30,
1236,宏亞,107/01/01~107/12/31,108/09/05,
1256,鮮活果汁-KY,107/01/01~107/12/31,108/06/29,
1301,台塑,107/01/01~107/12/31,108/06/11,
1303,南亞,107/01/01~107/12/31,108/06/26,
1304,台聚,107/01/01~107/12/31,108/06/28,
1305,華夏,107/01/01~107/12/31,108/06/26,
1308,亞聚,107/01/01~107/12/31,108/06/21,
1309,台達化,107/01/01~107/12/31,108/08/22,
1310,台苯,107/01/01~107/12/31,108/06/20,
1312,國喬,107/01/01~107/12/31,108/06/27,
1313,聯成,107/01/01~107/12/31,108/06/28,
1314,中石化,107/01/01~107/12/31,108/06/28,
1316,上曜,107/01/01~107/12/31,108/06/24,
1319,東陽,107/01/01~107/12/31,108/06/20,
1323,永裕,107/01/01~107/12/31,108/08/21,
1326,台化,107/01/01~107/12/31,108/06/18,
1338,廣華-KY,107/01/01~107/12/31,109/03/12,
1402,遠東新,107/01/01~107/12/31,108/06/28,
1409,新纖,107/01/01~107/12/31,108/05/28,
1413,宏洲,107/01/01~107/12/31,110/03/15,
1434,福懋,107/01/01~107/12/31,108/06/24,
1440,南紡,107/01/01~107/12/31,108/06/26,
1444,力麗,107/01/01~107/12/31,108/06/28,
1447,力鵬,107/01/01~107/12/31,108/06/28,
1455,集盛,107/01/01~107/12/31,108/06/13,
1457,宜進,107/01/01~107/12/31,110/03/16,
1460,宏遠,107/01/01~107/12/31,109/01/02,
1476,儒鴻,107/01/01~107/12/31,109/04/21,
1503,士電,107/01/01~107/12/31,108/06/19,
1504,東元,107/01/01~107/12/31,108/08/15,
1525,江申,107/01/01~107/12/31,108/06/18,
1532,勤美,107/01/01~107/12/31,108/10/04,
1533,車王電,107/01/01~107/12/31,108/06/27,
1536,和大,107/01/01~107/12/31,109/01/03,
1558,伸興,107/01/01~107/12/31,108/07/31,
1598,岱宇,107/01/01~107/12/31,109/05/06,
1605,華新,107/01/01~107/12/31,108/05/24,
1608,華榮,107/01/01~107/12/31,108/06/28,
1609,大亞,107/01/01~107/12/31,108/06/28,
1701,中化,107/01/01~107/12/31,108/06/28,
1702,南僑,107/01/01~107/12/31,108/09/19,
1707,葡萄王,107/01/01~107/12/31,108/03/18,
1708,東鹼,107/01/01~107/12/31,108/06/24,
1709,和益,107/01/01~107/12/31,108/06/20,
1710,東聯,107/01/01~107/12/31,108/06/28,
1711,永光,107/01/01~107/12/31,108/06/06,
1712,興農,107/01/01~107/12/31,108/06/28,
1713,國化,107/01/01~107/12/31,108/08/13,
1714,和桐,107/01/01~107/12/31,108/06/28,
1717,長興,107/01/01~107/12/31,108/06/27,
1718,中纖,107/01/01~107/12/31,108/06/20,
1720,生達,107/01/01~107/12/31,109/01/06,
1721,三晃,107/01/01~107/12/31,108/05/13,
1722,台肥,107/01/01~107/12/31,108/06/27,
1723,中碳,107/01/01~107/12/31,108/06/28,
1725,元禎,107/01/01~107/12/31,108/06/20,
1726,永記,107/01/01~107/12/31,108/06/28,
1727,中華化,107/01/01~107/12/31,108/06/11,
1730,花仙子,107/01/01~107/12/31,108/06/28,
1732,毛寶,107/01/01~107/12/31,108/06/11,
1735,日勝化,107/01/01~107/12/31,108/06/28,
1737,臺鹽,107/01/01~107/12/31,108/09/25,
1760,寶齡富錦,107/01/01~107/12/31,109/04/29,
1762,中化生,107/01/01~107/12/31,108/06/28,
1773,勝一,107/01/01~107/12/31,108/06/26,
1776,展宇,107/01/01~107/12/31,108/06/28,
1789,神隆,107/01/01~107/12/31,108/09/06,
1802,台玻,107/01/01~107/12/31,108/09/24,
1904,正隆,107/01/01~107/12/31,108/06/24,
1905,華紙,107/01/01~107/12/31,108/06/27,
1907,永豐餘,107/01/01~107/12/31,108/06/28,
1909,榮成,107/01/01~107/12/31,108/06/28,
2002,中鋼,107/01/01~107/12/31,108/06/18,
2006,東和鋼鐵,107/01/01~107/12/31,108/06/28,
2007,燁興,107/01/01~107/12/31,108/08/08,
2010,春源,107/01/01~107/12/31,108/06/28,
2013,中鋼構,107/01/01~107/12/31,108/09/16,
2014,中鴻,107/01/01~107/12/31,108/06/28,
2015,豐興,107/01/01~107/12/31,108/06/25,
2017,官田鋼,107/01/01~107/12/31,108/06/27,
2023,燁輝,107/01/01~107/12/31,108/06/28,
2027,大成鋼,107/01/01~107/12/31,108/06/14,
2031,新光鋼,107/01/01~107/12/31,108/08/28,
2049,上銀,107/01/01~107/12/31,108/06/28,
2059,川湖,107/01/01~107/12/31,108/07/22,
2101,南港,107/01/01~107/12/31,108/06/26,
2103,台橡,107/01/01~107/12/31,108/06/20,
2104,國際中橡,107/01/01~107/12/31,108/08/14,
2105,正新,107/01/01~107/12/31,108/06/27,
2106,建大,107/01/01~107/12/31,108/06/06,
2201,裕隆,107/01/01~107/12/31,108/07/01,
2204,中華,107/01/01~107/12/31,108/06/28,
2206,三陽工業,107/01/01~107/12/31,108/06/28,
2207,和泰車,107/01/01~107/12/31,108/07/01,
2208,台船,107/01/01~107/12/31,108/06/28,
2227,裕日車,107/01/01~107/12/31,108/06/19,
2301,光寶科,107/01/01~107/12/31,108/06/24,
2303,聯電,107/01/01~107/12/31,108/06/26,
2308,台達電,107/01/01~107/12/31,108/08/16,
2312,金寶,107/01/01~107/12/31,108/07/01,
2313,華通,107/01/01~107/12/31,108/06/24,
2314,台揚,107/01/01~107/12/31,108/06/28,
2317,鴻海,107/01/01~107/12/31,108/06/27,
2323,中環,107/01/01~107/12/31,108/06/28,
2324,仁寶,107/01/01~107/12/31,108/07/01,
2327,國巨,107/01/01~107/12/31,108/06/28,
2328,廣宇,107/01/01~107/12/31,108/06/21,
2329,華泰,107/01/01~107/12/31,108/06/28,
2330,台積電,107/01/01~107/12/31,108/06/28,
2331,精英,107/01/01~107/12/31,108/06/26,
2332,友訊,107/01/01~107/12/31,108/06/28,
2337,旺宏,107/01/01~107/12/31,108/06/28,
2340,台亞,107/01/01~107/12/31,108/06/28,
2344,華邦電,107/01/01~107/12/31,108/06/28,
2345,智邦,107/01/01~107/12/31,108/06/10,
2347,聯強,107/01/01~107/12/31,108/06/27,
2349,錸德,107/01/01~107/12/31,108/09/26,
2352,佳世達,107/01/01~107/12/31,108/06/27,
2353,宏碁,107/01/01~107/12/31,108/06/27,
2354,鴻準,107/01/01~107/12/31,108/06/27,
2356,英業達,107/01/01~107/12/31,108/06/28,
2357,華碩,107/01/01~107/12/31,108/07/19,
2360,致茂,107/01/01~107/12/31,108/08/07,
2362,藍天,107/01/01~107/12/31,108/08/30,
2363,矽統,107/01/01~107/12/31,108/09/10,
2367,燿華,107/01/01~107/12/31,108/06/28,
2368,金像電,107/01/01~107/12/31,108/07/01,
2371,大同,107/01/01~107/12/31,108/07/01,
2376,技嘉,107/01/01~107/12/31,108/06/26,
2377,微星,107/01/01~107/12/31,108/06/27,
2379,瑞昱,107/01/01~107/12/31,108/06/28,
2382,廣達,107/01/01~107/12/31,108/06/19,
2385,群光,107/01/01~107/12/31,108/06/28,
2392,正崴,107/01/01~107/12/31,108/06/04,
2393,億光,107/01/01~107/12/31,108/08/21,
2395,研華,107/01/01~107/12/31,108/06/27,
2401,凌陽,107/01/01~107/12/31,108/06/13,
2408,南亞科,107/01/01~107/12/31,108/06/28,
2409,友達,107/01/01~107/12/31,108/06/28,
2412,中華電,107/01/01~107/12/31,108/06/28,
2417,圓剛,107/01/01~107/12/31,108/11/26,
2420,新巨,107/01/01~107/12/31,110/03/12,
2439,美律,107/01/01~107/12/31,108/09/04,
2441,超豐,107/01/01~107/12/31,108/06/20,
2442,新美齊,107/01/01~107/12/31,108/06/28,
2449,京元電子,107/01/01~107/12/31,108/06/28,
2450,神腦,107/01/01~107/12/31,108/12/17,
2454,聯發科,107/01/01~107/12/31,108/06/28,
2457,飛宏,107/01/01~107/12/31,108/08/22,
2458,義隆,107/01/01~107/12/31,108/12/13,
2474,可成,107/01/01~107/12/31,108/06/28,
2484,希華,107/01/01~107/12/31,108/10/05,
2489,瑞軒,107/01/01~107/12/31,108/06/28,
2492,華新科,107/01/01~107/12/31,108/06/26,
2498,宏達電,107/01/01~107/12/31,108/06/13,
2501,國建,107/01/01~107/12/31,108/08/12,
2504,國產,107/01/01~107/12/31,108/07/01,
2505,國揚,107/01/01~107/12/31,108/06/28,
2511,太子,107/01/01~107/12/31,108/09/23,
2514,龍邦,107/01/01~107/12/31,108/06/28,
2515,中工,107/01/01~107/12/31,108/06/13,
2520,冠德,107/01/01~107/12/31,108/06/25,
2534,宏盛,107/01/01~107/12/31,108/06/26,
2535,達欣工,107/01/01~107/12/31,108/08/05,
2542,興富發,107/01/01~107/12/31,108/06/21,
2547,日勝生,107/01/01~107/12/31,108/09/20,
2601,益航,107/01/01~107/12/31,108/06/28,
2603,長榮,107/01/01~107/12/31,108/09/25,
2605,新興,107/01/01~107/12/31,108/06/28,
2606,裕民,107/01/01~107/12/31,108/06/12,
2607,榮運,107/01/01~107/12/31,108/06/28,
2609,陽明,107/01/01~107/12/31,108/06/26,
2610,華航,107/01/01~107/12/31,108/06/28,
2614,東森,107/01/01~107/12/31,108/10/01,
2615,萬海,107/01/01~107/12/31,108/06/27,
2618,長榮航,107/01/01~107/12/31,108/06/28,
2633,台灣高鐵,107/01/01~107/12/31,108/06/28,
2634,漢翔,107/01/01~107/12/31,108/06/21,
2636,台驊投控,107/01/07~107/12/31,108/06/27,
2637,慧洋-KY,107/01/01~107/12/31,108/06/25,
2704,國賓,107/01/01~107/12/31,108/10/01,
2707,晶華,107/01/01~107/12/31,108/09/25,
2712,遠雄來,107/01/01~107/12/31,108/12/31,
2722,夏都,107/01/01~107/12/31,108/01/10,
2723,美食-KY,107/01/01~107/12/31,108/09/25,
2727,王品,107/01/01~107/12/31,108/08/15,
2739,寒舍,107/01/01~107/12/31,108/08/28,
2748,雲品,107/01/01~107/12/31,108/10/01,
2801,彰銀,107/01/01~107/12/31,108/06/27,
2809,京城銀,107/01/01~107/12/31,108/06/24,
2812,台中銀,107/01/01~107/12/31,108/06/28,
2816,旺旺保,107/01/01~107/12/31,108/06/26,
2820,華票,107/01/01~107/12/31,108/06/28,
2832,台產,107/01/01~107/12/31,108/06/19,
2834,臺企銀,107/01/01~107/12/31,108/06/28,
2836,高雄銀,107/01/01~107/12/31,108/06/18,
2838,聯邦銀,107/01/01~107/12/31,108/06/28,
2845,遠東銀,107/01/01~107/12/31,108/06/28,
2849,安泰銀,107/01/01~107/12/31,108/06/27,
2850,新產,107/01/01~107/12/31,108/06/24,
2851,中再保,107/01/01~107/12/31,108/06/26,
2852,第一保,107/01/01~107/12/31,108/06/19,
2855,統一證,107/01/01~107/12/31,108/08/28,
2867,三商壽,107/01/01~107/12/31,108/06/05,
2880,華南金,107/01/01~107/12/31,108/07/12,
2881,富邦金,107/01/01~107/12/31,108/09/11,
2882,國泰金,107/01/01~107/12/31,108/07/18,
2883,開發金,107/01/01~107/12/31,108/06/27,
2884,玉山金,107/01/01~107/12/31,108/06/28,
2885,元大金,107/01/01~107/12/31,108/06/27,
2886,兆豐金,107/01/01~107/12/31,108/06/27,
2887,台新金,107/01/01~107/12/31,108/06/28,
2888,新光金,107/01/01~107/12/31,108/06/28,
2889,國票金,107/01/01~107/12/31,108/09/27,
2890,永豐金,107/01/01~107/12/31,108/06/28,
2891,中信金,107/01/01~107/12/31,108/06/26,
2892,第一金,107/01/01~107/12/31,108/07/15,
2897,王道銀行,107/01/01~107/12/31,108/06/27,
2903,遠百,107/01/01~107/12/31,108/06/28,
2905,三商,107/01/01~107/12/31,108/06/18,
2908,特力,107/01/01~107/12/31,108/06/13,
2912,統一超,107/01/01~107/12/31,108/07/04,
2913,農林,107/01/01~107/12/31,108/06/28,
2915,潤泰全,107/01/01~107/12/31,108/10/01,
2923,鼎固-KY,107/01/01~107/12/31,108/10/01,
3005,神基,107/01/01~107/12/31,108/05/31,
3015,全漢,107/01/01~107/12/31,108/11/12,
3017,奇鋐,107/01/01~107/12/31,108/06/21,
3023,信邦,107/01/01~107/12/31,108/11/01,
3026,禾伸堂,107/01/01~107/12/31,108/12/30,
3034,聯詠,107/01/01~107/12/31,108/06/28,
3036,文曄,107/01/01~107/12/31,108/09/06,
3037,欣興,107/01/01~107/12/31,108/06/27,
3038,全台,107/01/01~107/12/31,108/10/28,
3042,晶技,107/01/01~107/12/31,108/11/29,
3044,健鼎,107/01/01~107/12/31,108/06/25,
3045,台灣大,107/01/01~107/12/31,108/08/16,
3049,精金,107/01/01~107/12/31,108/06/28,
3062,建漢,107/01/01~107/12/31,108/12/30,
3094,聯傑,107/01/01~107/12/31,108/06/26,
3130,一零四,107/01/01~107/12/31,108/06/27,
3189,景碩,107/01/01~107/12/31,108/12/24,
3231,緯創,107/01/01~107/12/31,108/06/19,
3380,明泰,107/01/01~107/12/31,108/06/19,
3443,創意,107/01/01~107/12/31,108/12/27,
3454,晶睿,107/01/01~107/12/31,110/03/16,
3481,群創,107/01/01~107/12/31,108/06/28,
3504,揚明光,107/01/01~107/12/31,108/12/25,
3532,台勝科,107/01/01~107/12/31,108/06/13,
3576,聯合再生,107/01/01~107/12/31,108/06/28,
3645,達邁,107/01/01~107/12/31,108/09/30,
3665,貿聯-KY,107/01/01~107/12/31,108/07/02,
3669,圓展,107/01/01~107/12/31,108/12/09,
3682,亞太電,107/01/01~107/12/31,108/06/28,
3702,大聯大,107/01/01~107/12/31,108/06/28,
3703,欣陸,107/01/01~107/12/31,108/06/24,
3704,合勤控,107/01/01~107/12/31,108/10/09,
3706,神達,107/01/01~107/12/31,108/06/28,
3708,上緯投控,107/01/01~107/12/31,108/06/28,
3711,日月光投控,107/01/01~107/12/31,108/07/30,
4164,承業醫,107/01/01~107/12/31,108/06/27,
4306,炎洲,107/01/01~107/12/31,108/06/13,
4414,如興,107/01/01~107/12/31,108/10/01,
4532,瑞智,107/01/01~107/12/31,108/05/17,
4720,德淵,107/01/01~107/12/31,108/06/28,
4722,國精化,107/01/01~107/12/31,108/06/28,
4739,康普,107/01/01~107/12/31,108/06/28,
4755,三福化,107/01/01~107/12/31,108/06/21,
4763,材料-KY,107/01/01~107/12/31,108/06/27,
4764,雙鍵,107/01/01~107/12/31,108/06/21,
4766,南寶,107/01/01~107/12/31,108/09/20,
4904,遠傳,107/01/01~107/12/31,108/06/28,
4915,致伸,107/01/01~107/12/31,108/06/28,
4927,泰鼎-KY,107/01/01~107/12/31,108/06/30,
4938,和碩,107/01/01~107/12/31,108/06/27,
4958,臻鼎-KY,107/01/01~107/12/31,108/06/21,
4960,誠美材,107/01/01~107/12/31,108/06/28,
5264,鎧勝-KY,107/01/01~107/12/31,108/06/27,
5285,界霖,107/01/01~107/12/31,108/06/26,
5388,中磊,107/01/01~107/12/31,108/09/17,
5434,崇越,107/01/01~107/12/31,108/10/24,
5471,松翰,107/01/01~107/12/31,108/12/31,
5515,建國,107/01/01~107/12/31,108/07/03,
5521,工信,107/01/01~107/12/31,108/06/27,
5522,遠雄,107/01/01~107/12/31,108/10/01,
5531,鄉林,107/01/01~107/12/31,108/06/28,
5871,中租-KY,107/01/01~107/12/31,108/06/26,
5876,上海商銀,107/01/01~107/12/31,108/06/26,
5880,合庫金,107/01/01~107/12/31,108/09/27,
6005,群益證,107/01/01~107/12/31,108/06/21,
6024,群益期,107/01/01~107/12/31,108/06/28,
6116,彩晶,107/01/01~107/12/31,108/06/27,
6120,達運,107/01/01~107/12/31,108/06/26,
6128,上福,107/01/01~107/12/31,108/11/12,
6176,瑞儀,107/01/01~107/12/31,108/08/13,
6183,關貿,107/01/01~107/12/31,108/08/19,
6191,精成科,107/01/01~107/12/31,108/06/25,
6202,盛群,107/01/01~107/12/31,108/12/27,
6213,聯茂,107/01/01~107/12/31,108/11/01,
6215,和椿,107/01/01~107/12/31,108/12/16,
6239,力成,107/01/01~107/12/31,108/06/25,
6269,台郡,107/01/01~107/12/31,110/02/24,
6277,宏正,107/01/01~107/12/31,108/06/26,
6282,康舒,107/01/01~107/12/31,108/07/01,
6285,啟碁,107/01/01~107/12/31,108/06/04,
6409,旭隼,107/01/01~107/12/31,108/06/24,
6412,群電,106/01/01~107/12/31,108/08/22,
6442,光聖,107/01/01~107/12/31,108/06/28,
6464,台數科,107/01/01~107/12/31,108/12/24,
6505,台塑化,107/01/01~107/12/31,108/05/31,
6573,虹揚-KY,107/01/01~107/12/31,110/01/18,
6579,研揚,107/01/01~107/12/31,108/08/08,
8021,尖點,107/01/01~107/12/31,108/06/21,
8039,台虹,107/01/01~107/12/31,108/06/05,
8046,南電,107/01/01~107/12/31,108/06/28,
8105,凌巨,107/01/01~107/12/31,108/08/20,
8110,華東,107/01/01~107/12/31,108/06/28,
8150,南茂,107/01/01~107/12/31,108/06/28,
8163,達方,107/01/01~107/12/31,108/11/05,
8201,無敵,107/01/01~107/12/31,108/07/29,
8271,宇瞻,107/01/01~107/12/31,109/01/10,
8341,日友,107/01/01~107/12/31,108/08/13,
8454,富邦媒,107/01/01~107/12/31,108/09/18,
8464,億豐,107/01/01~107/12/31,108/10/03,
8467,波力-KY,107/01/01~107/12/31,108/12/26,
8473,山林水,107/01/01~107/12/31,108/12/02,
8926,台汽電,107/01/01~107/12/31,108/06/28,
8940,新天地,107/01/01~107/12/31,108/09/30,
9904,寶成,107/01/01~107/12/31,108/06/21,
9907,統一實,107/01/01~107/12/31,108/07/01,
9908,大台北,107/01/01~107/12/31,108/06/27,
9910,豐泰,107/01/01~107/12/31,108/06/11,
9917,中保科,107/01/01~107/12/31,108/08/22,
9924,福興,107/01/01~107/12/31,108/12/31,
9925,新保,107/01/01~107/12/31,108/08/30,
9930,中聯資源,107/01/01~107/12/31,108/08/30,
9933,中鼎,107/01/01~107/12/31,108/06/28,
9940,信義,107/01/01~107/12/31,108/06/28,
9941,裕融,107/01/01~107/12/31,108/11/20,
9943,好樂迪,107/01/01~107/12/31,108/09/20,
9945,潤泰新,107/01/01~107/12/31,108/09/02,
1259,安心,107/01/01~107/12/31,108/08/20,
1264,德麥,107/01/01~107/12/31,108/09/30,
1268,漢來美食,107/01/01~107/12/31,108/08/27,
1742,台蠟,107/01/01~107/12/31,108/06/27,
1777,生泰,107/01/01~107/12/31,108/09/30,
1796,金穎生技,107/01/01~107/12/31,108/09/23,
2035,唐榮公司,107/01/01~107/12/31,109/08/21,
2065,世豐,106/01/01~107/12/31,108/12/10,
2726,雅茗-KY,107/01/01~107/12/31,108/08/22,
2729,瓦城,107/01/01~107/12/31,108/10/01,
2740,天蔥,107/01/01~107/12/31,108/09/28,
3081,聯亞,107/01/01~107/12/31,108/10/01,
3088,艾訊,107/01/01~107/12/31,108/07/31,
3105,穩懋,107/01/01~107/12/31,108/07/05,
3131,弘塑,107/01/01~107/12/31,108/12/16,
3152,璟德,107/01/01~107/12/31,108/07/05,
3205,佰研,107/01/01~107/12/31,108/10/01,
3211,順達,107/01/01~107/12/31,109/03/06,
3224,三顧,107/01/01~107/12/31,108/10/01,
3264,欣銓,107/01/01~107/12/31,108/08/19,
3303,岱稜,107/01/01~107/12/31,108/08/14,
3374,精材,107/01/01~107/12/31,108/06/28,
3388,崇越電,107/01/01~107/12/31,108/09/26,
3489,森寶,107/01/01~107/12/31,108/06/12,
3522,御頂,107/01/01~107/12/31,108/09/02,
3558,神準,107/01/01~107/12/31,108/11/29,
3594,磐儀,107/01/01~107/12/31,108/06/28,
3623,富晶通,107/01/01~107/12/31,108/10/30,
3628,盈正,107/01/01~107/12/31,108/12/05,
4105,東洋,107/01/01~107/12/31,108/07/31,
4121,優盛,107/01/01~107/12/31,108/06/27,
4126,太醫,107/01/01~107/12/31,108/06/13,
4129,聯合,107/01/01~107/12/31,108/12/26,
4153,鈺緯,107/01/01~107/12/31,108/06/28,
4162,智擎,107/01/01~107/12/31,108/04/16,
4174,浩鼎,107/01/01~107/12/31,108/10/01,
4205,中華食,107/01/01~107/12/31,108/09/11,
4207,環泰,107/01/01~107/12/31,108/09/12,
4535,至興,107/01/01~107/12/31,108/08/16,
4702,中美實,107/01/01~107/12/31,108/06/20,
4706,大恭,107/01/01~107/12/31,108/05/20,
4707,磐亞,107/01/01~107/12/31,108/06/25,
4711,永純,107/01/01~107/12/31,108/06/21,
4712,福格創新,107/01/01~107/12/31,108/09/27,
4714,永捷,107/01/01~107/12/31,108/06/17,
4716,大立,107/01/01~107/12/31,108/06/28,
4721,美琪瑪,107/01/01~107/12/31,108/06/24,
4741,泓瀚,107/01/01~107/12/31,108/06/11,
4754,國碳科,107/01/01~107/12/31,108/06/28,
4767,誠泰科技,107/01/01~107/12/31,108/08/01,
4953,緯軟,107/01/01~107/12/31,108/06/26,
4995,晶達,107/01/01~107/12/31,108/08/20,
5009,榮剛,107/01/01~107/12/31,108/12/10,
5209,新鼎,107/01/01~107/12/31,108/08/23,
5227,立凱-KY,107/01/01~107/12/31,108/12/31,
5263,智崴,107/01/01~107/12/31,108/09/30,
5289,宜鼎,107/01/01~107/12/31,108/08/29,
5347,世界,107/01/01~107/12/31,108/06/13,
5356,協益,107/01/01~107/12/31,108/10/01,
5371,中光電,107/01/01~107/12/31,108/06/27,
5426,振發,107/01/01~107/12/31,108/12/05,
5483,中美晶,107/01/01~107/12/31,108/06/25,
5512,力麒,107/01/01~107/12/31,108/06/27,
5530,龍巖,107/01/01~107/12/31,108/05/29,
5536,聖暉*,107/01/01~107/12/31,108/08/09,
5703,亞都麗緻,107/01/01~107/12/31,108/12/31,
5864,致和證,107/01/01~107/12/31,108/09/10,
5878,台名,107/01/01~107/12/31,108/06/28,
5902,德記,107/01/01~107/12/31,108/09/06,
5903,全家,107/01/01~107/12/31,108/08/28,
5904,寶雅,107/01/01~107/12/30,108/12/30,
6015,宏遠證,107/01/01~107/12/31,108/06/19,
6016,康和證,107/01/01~107/12/31,108/06/14,
6020,大展證,107/01/01~107/12/31,108/06/20,
6021,美好證,107/01/01~107/12/31,108/06/21,
6023,元大期貨,107/01/01~107/12/31,108/06/26,
6026,福邦證,107/01/01~107/12/31,108/06/17,
6147,頎邦,107/01/01~107/12/31,108/06/28,
6173,信昌電,107/01/01~107/12/31,108/06/29,
6180,橘子,107/01/01~107/12/31,108/09/16,
6182,合晶,107/01/01~107/12/31,108/06/03,
6187,萬潤,107/01/01~107/12/31,108/12/25,
6217,中探針,107/01/01~107/12/31,108/10/01,
6244,茂迪,107/01/01~107/12/31,108/06/28,
6245,立端,107/01/01~107/12/31,108/11/14,
6263,普萊德,107/01/01~107/12/31,108/06/29,
6279,胡連,107/01/01~107/12/31,108/06/21,
6469,大樹,107/01/01~107/12/31,108/12/30,
6488,環球晶,107/01/01~107/12/31,108/06/26,
6506,雙邦,107/01/01~107/12/31,108/06/14,
6509,聚和,107/01/01~107/12/31,108/09/10,
6523,達爾膚,107/01/01~107/12/31,108/12/31,
6556,勝品,106/01/01~107/12/31,108/06/21,
6569,醫揚,107/01/01~107/12/31,108/08/27,
6613,朋億*,107/01/01~107/12/31,108/10/01,
6624,萬年清,107/01/01~107/09/30,108/06/14,
6803,崑鼎,107/01/01~107/12/31,108/08/29,
8038,長園科,107/01/01~107/12/31,108/12/31,
8069,元太,107/01/01~107/12/31,108/08/20,
8121,越峰,107/01/01~107/12/31,108/11/13,
8182,加高,107/01/01~107/12/31,108/06/28,
8255,朋程,107/01/01~107/12/31,108/12/27,
8299,群聯,107/01/01~107/12/31,109/02/05,
8349,恒耀國際,107/01/01~107/12/31,108/10/03,
8383,千附,107/01/01~107/12/31,108/12/13,
8415,大國鋼,107/01/01~107/12/31,108/06/26,
8420,明揚,107/01/01~107/12/31,108/06/04,
8431,匯鑽科,107/01/01~107/12/31,108/06/25,
8432,東生華,107/01/01~107/12/31,108/08/12,
8435,鉅邁,107/01/01~107/12/31,108/06/27,
8450,霹靂,107/01/01~107/12/31,108/11/12,
8905,裕國,107/01/01~107/12/31,108/09/11,
8916,光隆,107/01/01~107/12/31,108/07/02,
8929,富堡,107/01/01~107/12/31,108/08/12,
8938,明安,107/01/01~107/12/31,108/06/19,
