公司代號,公司名稱,報告書內容涵蓋期間,中文版上傳日期,產業類別
2330,台積電,109/01/01~109/12/31,110/06/30,半導體業
2331,精英,109/01/01~109/12/31,110/06/29,電腦及週邊設備業
2332,友訊,109/01/01~109/12/31,110/06/30,通信網路業
2337,旺宏,109/01/01~109/12/31,110/06/29,半導體業
2340,台亞,109/01/01~109/12/31,110/06/30,半導體業
2344,華邦電,109/01/01~109/12/31,110/06/28,半導體業
2345,智邦,109/01/01~109/12/31,110/06/29,通信網路業
2347,聯強,109/01/01~109/12/31,110/09/30,電子通路業
2349,錸德,109/01/01~109/12/31,110/06/18,光電業
2351,順德,109/01/01~109/12/31,110/09/28,半導體業
2352,佳世達,109/01/01~109/12/31,110/06/28,電腦及週邊設備業
2353,宏碁,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
2354,鴻準,109/01/01~109/12/31,110/06/25,其他電子業
2356,英業達,109/01/01~109/12/31,110/06/28,電腦及週邊設備業
2357,華碩,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
2360,致茂,109/01/01~109/12/31,110/09/29,其他電子業
2362,藍天,109/01/01~109/12/31,110/08/30,電腦及週邊設備業
2363,矽統,109/01/01~109/12/31,110/06/21,半導體業
2367,燿華,109/01/01~109/12/31,110/06/24,電子零組件業
2368,金像電,109/01/01~109/12/31,110/06/30,電子零組件業
2371,大同,109/01/01~109/12/31,110/06/28,電機機械
2376,技嘉,109/01/01~109/12/31,110/06/25,電腦及週邊設備業
2377,微星,109/01/01~109/12/31,110/06/28,電腦及週邊設備業
2379,瑞昱,109/01/01~109/12/31,110/06/30,半導體業
2382,廣達,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
2383,台光電,109/01/01~109/12/31,110/06/30,電子零組件業
2385,群光,109/01/01~109/12/31,110/06/25,電子零組件業
2392,正崴,109/01/01~109/12/31,110/06/28,電子零組件業
2393,億光,109/01/01~109/12/31,110/07/30,光電業
2395,研華,109/01/01~109/12/31,110/06/21,電腦及週邊設備業
2401,凌陽,109/01/01~109/12/31,110/06/11,半導體業
2408,南亞科,109/01/01~109/12/31,110/06/29,半導體業
2409,友達,109/01/01~109/12/31,110/06/30,光電業
2412,中華電,109/01/01~109/12/31,110/06/30,通信網路業
2417,圓剛,109/01/01~109/12/31,110/09/24,電腦及週邊設備業
2420,新巨,109/01/01~109/12/31,110/08/17,電子零組件業
2421,建準,109/01/01~109/12/31,110/10/06,電子零組件業
2423,固緯,109/01/01~109/12/31,110/09/22,其他電子業
2439,美律,109/01/01~109/12/31,110/08/31,通信網路業
2441,超豐,109/01/01~109/12/31,110/06/25,半導體業
2442,新美齊,109/01/01~109/12/31,110/06/28,建材營造
2449,京元電子,109/01/01~109/12/31,110/06/30,半導體業
2450,神腦,109/01/01~109/12/31,110/09/03,通信網路業
2454,聯發科,109/01/01~109/12/31,110/06/30,半導體業
2457,飛宏,109/01/01~109/12/31,110/08/26,電子零組件業
2458,義隆,109/01/01~109/12/31,110/08/18,半導體業
2474,可成,109/01/01~109/12/31,110/06/30,其他電子業
2480,敦陽科,109/01/01~109/12/31,110/07/01,資訊服務業
2484,希華,109/01/01~109/12/31,110/08/23,電子零組件業
2489,瑞軒,109/01/01~109/12/31,110/06/30,光電業
2492,華新科,109/01/01~109/12/31,110/06/24,電子零組件業
2498,宏達電,109/01/01~109/12/31,110/06/29,通信網路業
2501,國建,109/01/01~109/12/31,110/08/31,建材營造
2504,國產,109/01/01~109/12/31,110/06/30,建材營造
2505,國揚,109/01/01~109/12/31,110/06/30,建材營造
2511,太子,109/01/01~109/12/31,110/09/23,建材營造
2515,中工,109/01/01~109/12/31,110/06/24,建材營造
2520,冠德,109/01/01~109/12/31,110/06/30,建材營造
2530,華建,109/01/01~109/12/31,110/09/30,建材營造
2534,宏盛,109/01/01~109/12/31,110/06/29,建材營造
2535,達欣工,109/01/01~109/12/31,110/08/10,建材營造
2539,櫻花建,109/01/01~109/12/31,110/09/30,建材營造
2542,興富發,109/01/01~109/12/31,110/06/30,建材營造
2546,根基,109/01/01~109/12/31,110/09/15,建材營造
2547,日勝生,109/01/01~109/12/31,110/08/06,建材營造
2601,益航,109/01/01~109/12/31,110/06/25,貿易百貨
2603,長榮,109/01/01~109/12/31,110/08/03,航運業
2605,新興,109/01/01~109/12/31,110/07/01,航運業
2606,裕民,109/01/01~109/12/31,110/06/29,航運業
2607,榮運,109/01/01~109/12/31,110/06/30,航運業
2609,陽明,109/01/01~109/12/31,110/06/30,航運業
2610,華航,109/01/01~109/12/31,110/06/30,航運業
2614,東森,109/01/01~109/12/31,110/07/30,其他
2615,萬海,109/01/01~109/12/31,110/06/22,航運業
2618,長榮航,109/01/01~109/12/31,110/06/30,航運業
2633,台灣高鐵,109/01/01~109/12/31,110/06/29,航運業
2634,漢翔,109/01/01~109/12/31,110/06/21,航運業
2636,台驊投控,109/01/01~109/12/31,110/06/30,航運業
2637,慧洋-KY,109/01/01~109/12/31,110/06/25,航運業
2642,宅配通,109/01/01~109/12/31,110/09/29,航運業
2704,國賓,109/01/01~109/12/31,110/09/28,觀光餐旅
2707,晶華,109/01/01~109/12/31,110/09/30,觀光餐旅
2712,遠雄來,109/01/01~109/12/31,110/12/30,觀光餐旅
2722,夏都,109/01/01~109/12/31,110/09/02,觀光餐旅
2723,美食-KY,109/01/01~109/12/31,110/09/06,觀光餐旅
2727,王品,109/01/01~109/12/31,110/07/30,觀光餐旅
2739,寒舍,109/01/01~109/12/31,110/09/14,觀光餐旅
2748,雲品,109/01/01~109/12/31,110/08/30,觀光餐旅
2801,彰銀,109/01/01~109/12/31,110/06/30,金融保險業
2809,京城銀,109/01/01~109/12/31,110/06/21,金融保險業
2812,台中銀,109/01/01~109/12/31,110/06/29,金融保險業
2816,旺旺保,109/01/01~109/12/31,110/06/30,金融保險業
2820,華票,109/01/01~109/12/31,110/08/02,金融保險業
2832,台產,109/01/01~109/12/31,110/06/30,金融保險業
2834,臺企銀,109/01/01~109/12/31,110/06/28,金融保險業
2836,高雄銀,109/01/01~109/12/31,110/06/23,金融保險業
2838,聯邦銀,109/01/01~109/12/31,110/06/29,金融保險業
2845,遠東銀,109/01/01~109/12/31,110/06/28,金融保險業
2849,安泰銀,109/01/01~109/12/31,110/09/24,金融保險業
2850,新產,109/01/01~109/12/31,110/06/29,金融保險業
2851,中再保,109/01/01~109/12/31,110/06/28,金融保險業
2852,第一保,109/01/01~109/12/31,110/06/25,金融保險業
2855,統一證,109/01/01~109/12/31,110/07/27,金融保險業
2867,三商壽,109/01/01~109/12/31,110/06/25,金融保險業
2880,華南金,109/01/01~109/12/31,110/07/30,金融保險業
2881,富邦金,109/01/01~109/12/31,110/08/11,金融保險業
2882,國泰金,109/01/01~109/12/31,110/07/09,金融保險業
2883,開發金,109/01/01~109/12/31,110/06/30,金融保險業
2884,玉山金,109/01/01~109/12/31,110/06/30,金融保險業
2885,元大金,109/01/01~109/12/31,110/06/29,金融保險業
2886,兆豐金,109/01/01~109/12/31,110/06/24,金融保險業
2887,台新金,109/01/01~109/12/31,110/06/30,金融保險業
2888,新光金,109/01/01~109/12/31,110/06/30,金融保險業
2889,國票金,109/01/01~109/12/31,110/09/24,金融保險業
2890,永豐金,109/01/01~109/12/31,110/06/30,金融保險業
2891,中信金,109/01/01~109/12/31,110/06/28,金融保險業
2892,第一金,109/01/01~109/12/31,110/06/30,金融保險業
2897,王道銀行,109/01/01~109/12/31,110/06/30,金融保險業
2903,遠百,109/01/01~109/12/31,110/06/28,貿易百貨
2905,三商,109/01/01~109/12/31,110/06/23,貿易百貨
2908,特力,109/01/01~109/12/31,110/06/29,貿易百貨
2912,統一超,109/01/01~109/12/31,110/06/29,貿易百貨
2913,農林,109/01/01~109/12/31,110/09/30,貿易百貨
2915,潤泰全,109/01/01~109/12/31,110/09/30,貿易百貨
2923,鼎固-KY,109/01/01~109/12/31,110/09/24,建材營造
2945,三商家購,109/01/01~109/12/31,110/09/30,貿易百貨
3003,健和興,109/01/01~109/12/31,110/10/05,電子零組件業
3005,神基,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
3006,晶豪科,109/01/01~109/12/31,110/09/30,半導體業
3008,大立光,109/01/01~109/12/31,110/09/29,光電業
3013,晟銘電,109/01/01~109/12/31,110/07/15,電腦及週邊設備業
3015,全漢,109/01/01~109/12/31,110/09/30,電子零組件業
3017,奇鋐,109/01/01~109/12/31,110/06/29,電腦及週邊設備業
3023,信邦,109/01/01~109/12/31,110/09/01,電子零組件業
3026,禾伸堂,109/01/01~109/12/31,110/12/30,電子零組件業
3034,聯詠,109/01/01~109/12/31,110/06/30,半導體業
3035,智原,109/01/01~109/12/31,110/09/15,半導體業
3036,文曄,109/01/01~109/12/31,110/06/30,電子通路業
3037,欣興,109/01/01~109/12/31,110/06/25,電子零組件業
3038,全台,109/01/01~109/12/31,110/09/24,光電業
3042,晶技,109/01/01~109/12/31,110/08/31,電子零組件業
3044,健鼎,109/01/01~109/12/31,110/06/25,電子零組件業
3045,台灣大,109/01/01~109/12/31,110/09/07,通信網路業
3049,精金,109/01/01~109/12/31,110/06/28,光電業
3062,建漢,109/01/01~109/12/31,110/09/30,通信網路業
3094,聯傑,109/01/01~109/12/31,110/06/29,半導體業
3130,一零四,109/01/01~109/12/31,110/06/16,數位雲端
3189,景碩,109/01/01~109/12/31,110/09/30,半導體業
3231,緯創,109/01/01~109/12/31,110/06/28,電腦及週邊設備業
3380,明泰,109/01/01~109/12/31,110/06/25,通信網路業
3413,京鼎,109/01/01~109/12/31,110/09/15,半導體業
3416,融程電,109/01/01~109/12/31,110/07/15,電腦及週邊設備業
3443,創意,109/01/01~109/12/31,110/05/31,半導體業
3447,展達,108/01/01~109/12/31,111/07/13,通信網路業
3454,晶睿,109/01/01~109/12/31,110/09/29,光電業
3481,群創,109/01/01~109/12/31,110/06/30,光電業
3504,揚明光,109/01/01~109/12/31,110/09/28,光電業
3515,華擎,109/01/01~109/12/31,110/09/03,電腦及週邊設備業
3532,台勝科,109/01/01~109/12/31,110/06/30,半導體業
3533,嘉澤,109/01/01~109/12/31,110/09/22,電子零組件業
3545,敦泰,109/01/01~109/12/31,110/09/28,半導體業
3576,聯合再生,109/01/01~109/12/31,110/06/22,光電業
3596,智易,109/01/01~109/12/31,110/09/09,通信網路業
3605,宏致,109/01/01~109/12/31,110/06/30,電子零組件業
3645,達邁,109/01/01~109/12/31,110/11/30,電子零組件業
3665,貿聯-KY,109/01/01~109/12/31,110/09/30,其他電子業
3669,圓展,109/01/01~109/12/31,110/09/29,通信網路業
3682,亞太電,109/01/01~109/12/31,110/06/30,通信網路業
3702,大聯大,109/01/01~109/12/31,110/08/06,電子通路業
3703,欣陸,109/01/01~109/12/31,110/06/28,建材營造
3704,合勤控,109/01/01~109/12/31,110/09/30,通信網路業
3706,神達,109/01/01~109/12/31,110/06/29,電腦及週邊設備業
3708,上緯投控,109/01/01~109/12/31,110/07/09,綠能環保
3711,日月光投控,109/01/01~109/12/31,110/09/16,半導體業
4106,雃博,109/01/01~109/12/31,110/09/29,生技醫療業
4164,承業醫,109/01/01~109/12/31,110/06/29,生技醫療業
4306,炎洲,109/01/01~109/12/31,110/06/30,塑膠工業
4414,如興,109/01/01~109/12/31,110/06/30,紡織纖維
4526,東台,109/01/01~109/12/31,110/09/29,電機機械
4532,瑞智,109/01/01~109/12/31,110/04/22,電機機械
4576,大銀微系統,109/01/01~109/12/31,110/08/03,電機機械
4720,德淵,109/01/01~109/12/31,110/06/30,化學工業
4722,國精化,109/01/01~109/12/31,110/06/30,化學工業
4739,康普,109/01/01~109/12/31,110/05/26,化學工業
4755,三福化,109/01/01~109/12/31,110/06/30,化學工業
4763,材料-KY,109/01/01~109/12/31,110/06/29,化學工業
4764,雙鍵,109/01/01~109/12/31,110/06/22,化學工業
4766,南寶,109/01/01~109/12/31,110/06/30,化學工業
4904,遠傳,109/01/01~109/12/31,110/06/28,通信網路業
4906,正文,109/01/01~109/12/31,110/09/30,通信網路業
4915,致伸,109/01/01~109/12/31,110/06/30,電子零組件業
4919,新唐,109/01/01~109/12/31,110/09/30,半導體業
4927,泰鼎-KY,109/01/01~109/12/31,110/06/28,電子零組件業
4938,和碩,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
4958,臻鼎-KY,109/01/01~109/12/31,110/06/28,電子零組件業
4960,誠美材,109/01/01~109/12/31,110/06/30,光電業
4961,天鈺,109/01/01~109/12/31,110/09/30,半導體業
5285,界霖,109/01/01~109/12/31,110/06/04,半導體業
5288,豐祥-KY,109/01/01~109/12/31,110/09/30,電機機械
5306,桂盟,109/01/01~109/09/30,110/09/30,運動休閒
5388,中磊,109/01/01~109/12/31,110/09/01,通信網路業
5434,崇越,109/01/01~109/12/31,110/08/18,電子通路業
5469,瀚宇博,109/01/01~109/12/31,110/06/30,電子零組件業
5471,松翰,109/01/01~109/12/31,110/09/29,半導體業
5515,建國,109/01/01~109/12/31,110/07/09,建材營造
5521,工信,109/01/01~109/12/31,110/06/30,建材營造
5522,遠雄,109/01/01~109/12/31,110/09/28,建材營造
5531,鄉林,109/01/01~109/12/31,110/06/23,建材營造
5608,四維航,109/01/01~109/12/31,110/12/29,航運業
5871,中租-KY,109/01/01~109/12/31,110/06/30,其他
5876,上海商銀,109/01/01~109/12/31,110/06/24,金融保險業
5880,合庫金,109/01/01~109/12/31,110/08/20,金融保險業
6005,群益證,109/01/01~109/12/31,110/06/25,金融保險業
6024,群益期,109/01/01~109/12/31,110/06/30,金融保險業
6112,邁達特,109/01/01~109/12/31,110/09/30,資訊服務業
6116,彩晶,109/01/01~109/12/31,110/06/30,光電業
6120,達運,109/01/01~109/12/31,110/06/23,光電業
6128,上福,109/01/01~109/12/31,110/09/27,電腦及週邊設備業
6153,嘉聯益,109/01/01~109/12/31,110/06/29,電子零組件業
6176,瑞儀,109/01/01~109/12/31,110/07/09,光電業
6183,關貿,109/01/01~109/12/31,110/08/11,資訊服務業
6191,精成科,109/01/01~109/12/31,110/06/29,電子零組件業
6196,帆宣,109/01/01~109/12/31,110/06/10,其他電子業
6202,盛群,109/01/01~109/12/31,110/09/15,半導體業
6206,飛捷,109/01/01~109/12/31,110/07/26,電腦及週邊設備業
6213,聯茂,109/01/01~109/12/31,110/11/16,電子零組件業
6214,精誠,109/01/01~109/12/31,110/08/13,資訊服務業
6215,和椿,109/01/01~109/12/31,110/09/30,其他電子業
6239,力成,109/01/01~109/12/31,110/06/29,半導體業
6269,台郡,109/01/01~109/12/31,110/09/10,電子零組件業
6277,宏正,109/01/01~109/12/31,110/08/06,電腦及週邊設備業
6278,台表科,109/01/01~109/12/31,111/01/18,光電業
6282,康舒,109/01/01~109/12/31,110/06/30,電子零組件業
6285,啟碁,109/01/01~109/12/31,110/06/30,通信網路業
6288,聯嘉,109/01/01~109/12/31,110/09/30,汽車工業
6409,旭隼,109/01/01~109/12/31,110/06/30,其他電子業
6412,群電,108/01/01~109/12/31,110/09/23,電子零組件業
6426,統新,109/01/01~109/12/31,110/09/29,通信網路業
6442,光聖,109/01/01~109/12/31,110/06/28,通信網路業
6464,台數科,109/01/01~109/12/31,110/09/29,其他
6477,安集,109/01/01~109/12/31,110/06/29,光電業
6491,晶碩,109/01/01~109/12/31,110/09/14,生技醫療業
6505,台塑化,109/01/01~109/12/31,110/06/30,油電燃氣業
6534,正瀚-創,109/01/01~109/12/31,110/05/31,生技醫療業
6579,研揚,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
6581,鋼聯,109/01/01~109/12/31,110/09/27,綠能環保
6592,和潤企業,109/01/01~109/12/31,110/06/30,其他
6668,中揚光,109/01/01~109/12/31,110/09/30,光電業
6669,緯穎,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
6689,伊雲谷,109/01/01~109/12/31,110/08/10,數位雲端
8021,尖點,109/01/01~109/12/31,110/06/30,其他電子業
8039,台虹,109/01/01~109/12/31,110/06/29,電子零組件業
8046,南電,109/01/01~109/12/31,110/06/29,電子零組件業
8103,瀚荃,109/01/01~109/12/31,110/08/06,電子零組件業
8105,凌巨,109/01/01~109/12/31,110/08/12,光電業
8110,華東,109/01/01~109/12/31,110/06/29,半導體業
8150,南茂,109/01/01~109/12/31,110/06/30,半導體業
8163,達方,108/01/01~109/12/31,110/09/30,電腦及週邊設備業
8201,無敵,109/01/01~109/12/31,110/08/12,其他電子業
8210,勤誠,109/01/01~109/12/31,110/09/30,電腦及週邊設備業
8215,明基材,109/01/01~109/12/31,110/08/16,光電業
8271,宇瞻,109/01/01~109/12/31,110/08/18,半導體業
8341,日友,109/01/01~109/12/31,110/08/06,綠能環保
8422,可寧衛,109/01/01~109/12/31,110/08/30,綠能環保
8454,富邦媒,109/01/01~109/12/31,110/08/19,數位雲端
8464,億豐,109/01/01~109/12/31,110/09/06,居家生活
8473,山林水,109/01/01~109/12/31,110/09/30,綠能環保
8926,台汽電,109/01/01~109/12/31,110/06/30,油電燃氣業
8940,新天地,109/01/01~109/12/31,110/09/30,觀光餐旅
9904,寶成,109/01/01~109/12/31,110/06/30,運動休閒
9907,統一實,109/01/01~109/12/31,110/07/23,其他
9908,大台北,109/01/01~109/12/31,110/06/21,油電燃氣業
9910,豐泰,109/01/01~109/12/31,110/06/11,運動休閒
9911,櫻花,109/01/01~109/12/31,110/09/06,居家生活
9917,中保科,109/01/01~109/12/31,110/08/31,其他
9924,福興,109/01/01~109/12/31,110/09/10,居家生活
9925,新保,109/01/01~109/12/31,110/09/03,其他
9930,中聯資源,109/01/01~109/12/31,110/06/29,綠能環保
9933,中鼎,109/01/01~109/12/31,110/06/24,其他
9934,成霖,109/01/01~109/12/31,110/10/01,居家生活
9938,百和,109/01/01~109/12/31,110/12/28,其他
9939,宏全,109/01/01~109/12/31,110/07/29,其他
9940,信義,109/01/01~109/12/31,110/06/30,其他
9941,裕融,109/01/01~109/12/31,110/09/22,其他
9943,好樂迪,109/01/01~109/12/31,110/09/28,觀光餐旅
9945,潤泰新,109/01/01~109/12/31,110/06/30,其他
9958,世紀鋼,109/01/01~109/12/31,110/09/29,鋼鐵工業
1259,安心,109/01/01~109/12/31,110/08/04,觀光餐旅
1264,德麥,109/01/01~109/12/31,110/09/29,食品工業
1268,漢來美食,109/01/01~109/12/31,110/07/26,觀光餐旅
1586,和勤,109/01/01~109/12/31,110/09/30,電機機械
1742,台蠟,109/01/01~109/12/31,110/06/29,化學工業
1777,生泰,109/01/01~109/12/31,110/09/30,生技醫療業
1785,光洋科,109/01/01~109/12/31,110/06/25,其他電子業
1796,金穎生技,109/01/01~109/12/31,110/09/13,食品工業
2035,唐榮公司,109/01/01~109/12/31,110/09/17,鋼鐵工業
2640,大車隊,108/01/01~109/12/31,110/10/29,數位雲端
2718,晶悅,109/01/01~109/12/31,110/08/12,建材營造
2729,瓦城,109/01/01~109/12/31,110/09/30,觀光餐旅
2740,天蔥,109/01/01~109/12/31,110/09/30,觀光餐旅
2752,豆府,109/01/01~109/12/31,110/09/30,觀光餐旅
2754,亞洲藏壽司,109/01/01~109/12/31,110/09/24,觀光餐旅
2755,揚秦,109/01/01~109/12/31,110/09/16,觀光餐旅
2926,誠品生活,109/01/01~109/12/31,110/05/24,文化創意業
3081,聯亞,109/01/01~109/12/31,110/06/30,通信網路業
3083,網龍,109/01/01~109/12/31,110/12/16,文化創意業
3088,艾訊,109/01/01~109/12/31,110/06/30,電腦及週邊設備業
3093,港建*,109/01/01~109/12/31,110/09/30,其他電子業
3105,穩懋,109/01/01~109/12/31,110/07/01,半導體業
3131,弘塑,109/01/01~109/12/31,110/09/28,其他電子業
3152,璟德,109/01/01~109/12/31,110/06/07,通信網路業
3205,佰研,109/01/01~109/12/31,110/09/29,生技醫療業
3211,順達,109/01/01~109/12/31,110/09/30,電腦及週邊設備業
3224,三顧,109/01/01~109/12/31,110/06/30,電子通路業
3227,原相,109/01/01~109/12/31,110/09/22,半導體業
3236,千如,109/01/01~109/12/31,110/09/30,電子零組件業
3264,欣銓,109/01/01~109/12/31,110/07/30,半導體業
3272,東碩,109/01/01~109/12/31,110/07/15,電腦及週邊設備業
3293,鈊象,109/01/01~109/12/31,110/10/12,文化創意業
3303,岱稜,109/01/01~109/12/31,110/09/28,其他電子業
3324,雙鴻,109/01/01~109/12/31,111/04/01,其他電子業
3357,臺慶科,109/01/01~109/12/31,110/09/29,電子零組件業
3374,精材,109/01/01~109/12/31,110/06/29,半導體業
3388,崇越電,109/01/01~109/12/31,110/09/10,電子零組件業
3489,森寶,109/01/01~109/12/31,110/05/05,建材營造
3491,昇達科,109/01/01~109/12/31,110/06/30,通信網路業
3522,御頂,109/01/01~109/12/31,110/09/28,觀光餐旅
3529,力旺,109/01/01~109/12/31,110/09/30,半導體業
3558,神準,109/01/01~109/12/31,110/09/15,通信網路業
3587,閎康,109/01/01~109/12/31,110/06/30,其他電子業
3594,磐儀,109/01/01~109/12/31,110/07/02,電腦及週邊設備業
3623,富晶通,109/01/01~109/12/31,110/09/30,光電業
3628,盈正,109/01/01~109/12/31,110/09/08,其他電子業
3629,地心引力,109/01/01~109/12/31,110/09/27,文化創意業
3663,鑫科,109/01/01~109/12/31,110/09/29,其他電子業
3675,德微,109/01/01~109/12/31,110/11/26,半導體業
3680,家登,109/01/01~109/12/31,110/09/30,半導體業
4105,東洋,109/01/01~109/12/31,110/07/01,生技醫療業
4114,健喬,109/01/01~109/12/31,110/09/30,生技醫療業
4121,優盛,109/01/01~109/12/31,110/06/29,生技醫療業
4126,太醫,109/01/01~109/12/31,110/08/05,生技醫療業
4128,中天,109/01/01~109/12/31,110/09/30,生技醫療業
4129,聯合,109/01/01~109/12/31,110/09/15,生技醫療業
4153,鈺緯,109/01/01~109/12/31,110/06/29,生技醫療業
4162,智擎,109/01/01~109/12/31,110/05/07,生技醫療業
4174,浩鼎,109/01/01~109/12/31,110/06/30,生技醫療業
4192,杏國,109/01/01~109/12/31,110/06/28,生技醫療業
4205,中華食,109/01/01~109/12/31,110/09/13,食品工業
4207,環泰,109/01/01~109/12/31,110/09/22,食品工業
4506,崇友,109/01/01~109/12/31,110/09/30,電機機械
4535,至興,109/01/01~109/12/31,110/09/09,電機機械
4702,中美實,109/01/01~109/12/31,110/06/21,居家生活
4706,大恭,109/01/01~109/12/31,110/05/14,化學工業
4707,磐亞,109/01/01~109/12/31,110/06/28,化學工業
4711,永純,109/01/01~109/12/31,110/06/29,化學工業
4712,福格創新,109/01/01~109/12/31,110/09/29,食品工業
4714,永捷,109/01/01~109/12/31,110/05/27,化學工業
4716,大立,109/01/01~109/12/31,110/06/29,化學工業
4721,美琪瑪,109/01/01~109/12/31,110/06/15,化學工業
4741,泓瀚,109/01/01~109/12/31,110/06/28,化學工業
4743,合一,109/01/01~109/12/31,110/09/30,生技醫療業
4754,國碳科,109/01/01~109/12/31,110/06/24,化學工業
4767,誠泰科技,109/01/01~109/12/31,110/06/22,化學工業
4953,緯軟,109/01/01~109/12/31,110/06/09,資訊服務業
4966,譜瑞-KY,109/01/01~109/12/31,110/06/07,半導體業
4979,華星光,109/01/01~109/12/31,110/12/02,通信網路業
4995,晶達,109/01/01~109/12/31,110/08/04,光電業
5009,榮剛,109/01/01~109/12/31,110/09/30,鋼鐵工業
5209,新鼎,109/01/01~109/12/31,110/09/24,其他
5227,立凱-KY,109/01/01~109/12/31,110/06/30,電子零組件業
5263,智崴,109/01/01~109/12/31,110/08/26,文化創意業
5274,信驊,109/01/01~109/12/31,110/09/29,半導體業
5289,宜鼎,109/01/01~109/12/31,110/08/11,電腦及週邊設備業
5299,杰力,109/01/01~109/12/31,110/09/30,半導體業
5347,世界,109/01/01~109/12/31,110/06/29,半導體業
5356,協益,109/01/01~109/12/31,110/09/08,電腦及週邊設備業
5364,力麗店,109/01/01~109/12/31,110/09/30,觀光餐旅
5371,中光電,109/01/01~109/12/31,110/06/30,光電業
5426,振發,109/01/01~109/12/31,110/07/12,電腦及週邊設備業
5478,智冠,109/01/01~109/12/31,110/12/16,文化創意業
5483,中美晶,109/01/01~109/12/31,110/06/30,半導體業
5511,德昌,109/01/01~109/12/31,110/09/29,建材營造
5512,力麒,109/01/01~109/12/31,110/06/16,建材營造
5530,龍巖,109/01/01~109/12/31,110/07/27,其他
5536,聖暉*,109/01/01~109/12/31,110/08/09,其他電子業
5703,亞都麗緻,109/01/01~109/12/31,110/09/30,觀光餐旅
5864,致和證,109/01/01~109/12/31,110/06/24,金融業
5878,台名,109/01/01~109/12/31,110/06/30,金融業
5902,德記,109/01/01~109/12/31,110/09/07,居家生活
5903,全家,109/01/01~109/12/31,110/06/24,居家生活
5904,寶雅,109/01/01~109/12/31,111/04/19,居家生活
6015,宏遠證,109/01/01~109/12/31,110/06/22,金融業
6016,康和證,109/01/01~109/12/31,110/06/08,金融業
6020,大展證,109/01/01~109/12/31,110/06/15,金融業
6021,美好證,109/01/01~109/12/31,110/06/25,金融業
6023,元大期貨,109/01/01~109/12/31,110/06/30,金融業
6026,福邦證,109/01/01~109/12/31,110/06/11,金融業
6147,頎邦,109/01/01~109/12/31,110/06/30,半導體業
6173,信昌電,109/01/01~109/12/31,110/09/24,電子零組件業
6180,橘子,109/01/01~109/12/31,110/12/30,文化創意業
6182,合晶,109/01/01~109/12/31,110/06/15,半導體業
6187,萬潤,109/01/01~109/12/31,110/09/29,其他電子業
6207,雷科,109/01/01~109/12/31,110/12/27,電子零組件業
6220,岳豐,109/01/01~109/12/31,110/09/29,電子零組件業
6245,立端,109/01/01~109/12/31,110/12/17,通信網路業
6263,普萊德,109/01/01~109/12/31,110/06/04,通信網路業
6279,胡連,109/01/01~109/12/31,110/12/20,電子零組件業
6446,藥華藥,109/01/01~109/12/31,110/07/28,生技醫療業
6469,大樹,109/01/01~109/12/31,110/09/30,生技醫療業
6486,互動,109/01/01~109/12/31,110/06/30,通信網路業
6488,環球晶,109/01/01~109/12/31,110/06/29,半導體業
6496,科懋,109/01/01~109/12/31,110/09/30,生技醫療業
6506,雙邦,109/01/01~109/12/31,110/06/28,紡織纖維
6509,聚和,109/01/01~109/12/31,110/08/26,化學工業
6510,精測,109/01/01~109/12/31,111/03/08,半導體業
6523,達爾膚,109/01/01~109/12/31,110/12/30,生技醫療業
6538,倉和,109/01/01~109/12/31,110/09/27,電子零組件業
6542,隆中,109/01/01~109/12/31,110/09/29,文化創意業
6548,長科*,109/01/01~109/12/31,110/06/30,半導體業
6556,勝品,109/01/01~109/12/31,110/09/13,光電業
6569,醫揚,109/01/01~109/12/31,110/08/26,生技醫療業
6589,台康生技,109/01/01~109/12/31,110/09/30,生技醫療業
6613,朋億*,109/01/01~109/12/31,110/06/30,其他電子業
6664,群翊,109/01/01~109/12/31,110/08/27,電子零組件業
6803,崑鼎,109/01/01~109/12/31,110/09/24,綠能環保
7402,邑錡,109/01/01~109/12/31,110/08/26,光電業
8044,網家,109/01/01~109/12/31,110/08/24,數位雲端
8069,元太,109/01/01~109/12/31,110/09/02,光電業
8121,越峰,109/01/01~109/12/31,110/08/06,電子零組件業
8182,加高,109/01/01~109/12/31,111/03/15,電子零組件業
8255,朋程,109/01/01~109/12/31,110/05/24,電機機械
8299,群聯,109/01/01~109/12/31,110/06/29,半導體業
8349,恒耀國際,109/01/01~109/12/31,110/09/01,鋼鐵工業
8383,千附,109/01/01~109/12/31,110/09/30,其他電子業
8415,大國鋼,109/01/01~109/12/31,110/06/25,鋼鐵工業
8420,明揚,109/01/01~109/12/31,110/05/21,運動休閒
8432,東生華,109/01/01~109/12/31,110/08/04,生技醫療業
8435,鉅邁,109/01/01~109/12/31,110/06/28,其他
8436,大江,109/01/01~109/12/31,110/10/28,生技醫療業
8450,霹靂,109/01/01~109/12/31,110/08/10,文化創意業
8905,裕國,109/01/01~109/12/31,110/09/29,其他
