Key,Industry,Year,Trade,RPA,RPA_Ctd,Big4,GC,LGTA,BM,LEV,OCF,MTB,Age_Raw,Age_Trade_Raw,Age,Age_Trade,ESG,RD,ADV,DA,DA1,DA2,DA3,ROA,Median_ROA,ADJROA,ABCFO,ABPROD,ABEXP
11092020,M1100,2020,TSE,0,0,1,0,16.28454635,1.292317464,0.192195988,0.181832221,0.773803673,59,32,4.094344562,3.496507561,55.42,0,0.02424758,-0.042836785,-0.046489086,-0.068553474,0.035926398,0.129464296,0.053832946,0.07563135,0.132710336,-0.067845208,-0.076013869
11092021,M1100,2021,TSE,0,0,1,0,16.27529981,1.643695551,0.158017303,0.098630745,0.608385172,59,32,4.094344562,3.496507561,53.02,0,0.0233964,0.021255376,0.019135361,0.003351414,0.049373676,0.102682631,0.046227812,0.056454819,0.040229477,-0.031655913,-0.079732303
11092022,M1100,2022,TSE,0,0,1,0,16.25698991,1.602129785,0.158961694,0.130013457,0.624169159,59,32,4.094344562,3.496507561,51.6,0,0.018945304,-0.062070238,-0.068852185,-0.068737875,-0.020509982,0.044242244,0.039731572,0.004510672,0.07470195,0.032114146,-0.087677911
11102017,M1100,2017,TSE,0,0,0,0,16.05252097,1.095663978,0.083871606,-0.017159638,0.91268858,67,29,4.219507705,3.401197382,51.7,0,0.015198126,0.014636715,0.014799752,0.02619036,-0.018763163,0.006332042,0.037403349,-0.031071307,-0.060814632,0.11774505,-0.074897124
11102018,M1100,2018,TSE,0,0,0,0,16.03989094,0.915774408,0.07954507,0.001722257,1.091971987,67,29,4.219507705,3.401197382,61.98,0,0.012515311,-0.001877322,-0.002388598,0.007658176,-0.023744459,0.007003413,0.049534019,-0.042530606,-0.040600463,0.096162387,-0.075512768
11102019,M1100,2019,TSE,0,0,0,0,16.0917874,0.938860374,0.120053616,0.018251093,1.065121106,67,29,4.219507705,3.401197382,56.82,0,0.010183351,-0.022272814,-0.023074758,-0.01218651,-0.033325434,0.003594712,0.050569325,-0.046974613,-0.022643356,0.099982212,-0.076682227
11102020,M1100,2020,TSE,0,0,0,0,16.10453613,0.97873522,0.133457506,0.011222038,1.021726796,67,29,4.219507705,3.401197382,59.06,0,0.009474,-0.016880324,-0.017418329,-0.005622367,-0.03290355,0.001740082,0.053832946,-0.052092865,-0.030604397,0.102108254,-0.07507357
11102021,M1100,2021,TSE,0,0,0,0,16.20962597,0.781749775,0.205118492,0.024328512,1.279181692,67,29,4.219507705,3.401197382,56.34,0,0.018989216,-0.01219562,-0.012850019,-0.002890023,-0.028422645,0.013563777,0.046227812,-0.032664035,-0.016482478,0.101254715,-0.072585735
11102022,M1100,2022,TSE,0,0,0,0,16.29955759,0.796678116,0.272152263,-0.023072992,1.255212086,67,29,4.219507705,3.401197382,56.18,0,0.015751263,0.040984915,0.040078588,0.049517256,-0.007029704,0.009866679,0.039731572,-0.029864893,-0.067260794,0.098723027,-0.071352749
12012017,M1200,2017,TSE,0,0,1,0,17.30784707,0.744271252,0.762407539,0.02992976,1.343596165,70,61,4.262679877,4.127134385,62.65,0.01382824,0.232328488,0.021630869,0.021132781,0.027105045,-0.006505717,0.026379673,0.059776965,-0.033397292,-0.026961602,-0.018547279,0.047237901
12012018,M1200,2018,TSE,0,0,1,0,16.87152372,0.434325149,0.708114182,0.029750742,2.302422511,70,61,4.262679877,4.127134385,63.52,0.012653496,0.225401524,0.026151309,0.026173164,0.033526945,-0.010261486,0.026446169,0.060669633,-0.034223463,-0.0399281,-0.022763595,0.05878256
12012019,M1200,2019,TSE,0,0,1,0,16.76503883,0.675588707,0.636392327,0.07479904,1.480190521,70,61,4.262679877,4.127134385,63.04,0.011642012,0.217668682,0.033232211,0.031870546,0.029103308,0.017113055,0.063592631,0.063592631,0,-0.003576984,-0.08836731,0.127365753
12012020,M1200,2020,TSE,0,0,1,0,16.70763195,0.673995096,0.619788702,0.103907984,1.483690321,70,61,4.262679877,4.127134385,74.35,0.012287898,0.205154601,-0.021079377,-0.02515389,-0.022908438,-0.016037147,0.028074755,0.060238325,-0.032163569,0.029860473,-0.098212824,0.108804796
12012021,M1200,2021,TSE,0,0,1,0,16.70360717,0.716090885,0.607326906,0.063499306,1.396470785,70,61,4.262679877,4.127134385,74.24,0.011383115,0.20287254,0.005008942,0.004970128,0.01227208,-0.01556775,0.028163237,0.058431104,-0.030267867,-0.013215295,-0.109320831,0.141509033
12012022,M1200,2022,TSE,0,0,1,0,16.68387674,0.71281831,0.589245617,0.048197927,1.402882033,70,61,4.262679877,4.127134385,71.8,0.010531206,0.20565391,0.010004011,0.00809558,0.017740084,-0.01978322,0.013424007,0.050363258,-0.036939251,-0.02809277,-0.093414279,0.139334741
12032017,M1200,2017,TSE,0,0,0,0,16.03387467,1.124693816,0.389806186,0.089647934,0.889130878,64,59,4.17438727,4.094344562,57,0.001266955,0.103683659,0.016954554,0.0152298,0.003254847,0.035134236,0.086785304,0.059776965,0.027008339,0.035550408,-0.070412954,-0.012058236
12032018,M1200,2018,TSE,0,0,0,0,16.01550962,1.08785672,0.348515818,0.080642504,0.919238703,64,59,4.17438727,4.094344562,62.4,0.001688365,0.111022621,0.022578106,0.020642705,0.011938128,0.029461734,0.076621352,0.060669633,0.015951719,0.02065199,-0.05470915,-0.011971024
12032019,M1200,2019,TSE,0,0,0,0,16.05887905,0.996468834,0.340524472,0.047228093,1.003543679,64,59,4.17438727,4.094344562,60.08,0.001401023,0.111740079,0.054655236,0.054081679,0.045690765,0.040767267,0.079499014,0.063592631,0.015906383,-0.011590998,-0.050942275,-0.003015655
12032020,M1200,2020,TSE,0,0,0,0,16.04891726,0.836032793,0.323547875,0.116215201,1.19612533,64,59,4.17438727,4.094344562,62.84,0.0014051,0.121043069,-0.015911125,-0.018328338,-0.026785126,0.012010595,0.073625367,0.060238325,0.013387043,0.057667334,-0.059610114,-0.006356301
12032021,M1200,2021,TSE,0,0,0,0,16.07547402,0.8235088,0.347637455,0.100709202,1.214316107,64,59,4.17438727,4.094344562,64.1,0.001677128,0.119302717,-0.003917796,-0.005660849,-0.014595495,0.017797131,0.074695642,0.058431104,0.016264538,0.046450653,-0.049376062,-0.007786668
12032022,M1200,2022,TSE,0,0,0,0,16.11819225,0.613759987,0.342505614,0.018489214,1.62930139,64,59,4.17438727,4.094344562,60.84,0.001242335,0.103569352,0.092564519,0.092709182,0.081970382,0.057641423,0.092809999,0.050363258,0.042446741,-0.041426851,-0.022397159,-0.011931314
12102017,M1200,2017,TSE,0,0,1,0,17.52291368,1.119084538,0.46689369,0.10872605,0.893587541,63,45,4.158883083,3.828641396,58.31,0.001808089,0.064926131,-0.018990656,-0.020181385,-0.026523222,0.008864249,0.070055767,0.059776965,0.010278802,0.010823438,0.030188918,-0.018065702
12102018,M1200,2018,TSE,0,0,1,0,17.56563282,0.970522601,0.477437658,0.044831524,1.030372707,63,45,4.158883083,3.828641396,58.43,0.000605884,0.077246527,0.046826241,0.043391271,0.036755557,0.032370844,0.059232717,0.060669633,-0.001436915,-0.049186695,0.021476986,-0.00748376
12102019,M1200,2019,TSE,0,0,1,0,17.67203643,0.868051651,0.485747569,0.113828226,1.152005182,63,45,4.158883083,3.828641396,61.83,0.002134808,0.069888993,-0.031619631,-0.030466921,-0.03182886,-0.008184876,0.06993386,0.063592631,0.006341229,0.023039683,0.019414803,-2.47E-05
12102020,M1200,2020,TSE,0,0,1,0,17.76083363,0.67453593,0.460531744,0.125140628,1.482500717,63,45,4.158883083,3.828641396,61.69,0.00207138,0.066879208,-0.022962372,-0.022322246,-0.030114129,0.007873583,0.086094768,0.060238325,0.025856444,0.037852794,0.028504664,-0.014101311
12102021,M1200,2021,TSE,0,0,1,0,17.85385127,0.739989808,0.511042349,0.07547166,1.351369964,63,45,4.158883083,3.828641396,56.79,0.001363298,0.055679733,-0.03398698,-0.025618757,-0.010988189,-0.043493672,0.043758757,0.058431104,-0.014672347,-0.032496881,0.138212191,-0.017534319
12102022,M1200,2022,TSE,0,0,1,0,17.94813823,0.623690488,0.536485066,0.037536684,1.603359389,63,45,4.158883083,3.828641396,57.86,0.001341488,0.049476984,0.026359213,0.030444083,0.03690419,-0.00477275,0.050238304,0.050363258,-0.000124954,-0.070481685,0.140795404,-0.047701427
12132017,M1200,2017,TSE,0,0,1,0,13.67032986,0.8362098,0.195220994,-0.053697336,1.195872136,58,42,4.077537444,3.761200116,49.58,0,0.066002383,0.092024993,0.09194814,0.097109862,0.023537887,0.002331917,0.059776965,-0.057445048,-0.098971444,0.0888295,-0.067637685
12132019,M1200,2019,TSE,0,0,0,0,14.05137446,1.658357322,0.554971477,-0.053273218,0.603006353,58,42,4.077537444,3.761200116,48.21,0,0.054553848,0.073874961,0.06758301,0.083323891,-0.003064859,-0.031457684,0.063592631,-0.095050315,-0.083131834,0.092534502,-0.069320312
12132020,M1200,2020,TSE,0,0,0,0,14.04287001,1.066294647,0.572887664,-0.003012075,0.937827084,58,42,4.077537444,3.761200116,37.99,0,0.049429705,0.034865548,0.032256663,0.04748032,-0.019984933,-0.021526032,0.060238325,-0.081764357,-0.038761766,0.116135875,-0.065497433
12132021,M1200,2021,TSE,0,0,0,0,13.93138244,1.035986977,0.606613338,-0.024621232,0.965263099,58,42,4.077537444,3.761200116,37.37,0,0.059175036,-0.008077111,-0.010303196,0.021318737,-0.073684831,-0.075230964,0.058431104,-0.133662068,-0.059273557,0.138954635,-0.066032599
12132022,M1200,2022,TSE,0,0,0,0,13.87225377,1.001849989,0.654289936,0.00925562,0.998153427,58,42,4.077537444,3.761200116,47.54,0,0.060505601,-0.022210336,-0.026528802,0.001640711,-0.072189008,-0.067514686,0.050363258,-0.117877944,-0.026072308,0.139102866,-0.066427476
12152017,M1200,2017,TSE,0,0,1,0,16.44640048,0.628918241,0.498959177,0.123664116,1.590031796,46,36,3.850147602,3.610917913,52.03,0,0.051360634,0.020374726,0.022602638,0.004403601,0.048577853,0.132060203,0.059776965,0.072283239,0.05208528,0.005073628,-0.042939796
12152018,M1200,2018,TSE,0,0,1,0,16.57489777,0.540912748,0.540430042,0.063038104,1.848726997,46,36,3.850147602,3.610917913,58.38,0,0.047312782,0.041920627,0.04336998,0.039416977,0.023249753,0.071658596,0.060669633,0.010988963,-0.020139632,0.063739558,-0.057052921
12152019,M1200,2019,TSE,0,0,1,0,16.74137606,0.589693299,0.537435549,0.105108797,1.695796784,46,36,3.850147602,3.610917913,61.19,0,0.047355404,0.041239328,0.038074308,0.020074466,0.053498981,0.11542673,0.063592631,0.051834099,0.041455641,0.044869306,-0.066571693
12152020,M1200,2020,TSE,0,0,1,0,16.78829908,0.478682854,0.553190931,0.122357684,2.089065843,46,36,3.850147602,3.610917913,63.49,0,0.044994386,0.008750877,0.008100856,-0.00113362,0.021364913,0.088047947,0.060238325,0.027809623,0.048933004,0.034318497,-0.061692909
12152021,M1200,2021,TSE,0,0,1,0,16.95869133,0.469259999,0.629251758,0.030170547,2.131014794,46,36,3.850147602,3.610917913,66.56,0,0.042958986,0.080381844,0.082976648,0.081369498,0.032531568,0.067207283,0.058431104,0.008776179,-0.048585157,0.06965822,-0.058386934
12152022,M1200,2022,TSE,0,0,1,0,17.08863761,0.354731876,0.64052983,0.053138272,2.819030563,46,36,3.850147602,3.610917913,61.32,0,0.039754006,0.047720824,0.05051459,0.051302116,0.013824984,0.06688279,0.050363258,0.016519532,-0.024408486,0.081609854,-0.064046246
12162017,M1200,2017,TSE,0,0,1,0,19.8429585,0.564704259,0.538652652,0.112050741,1.770838424,56,36,4.043051268,3.610917913,74.08,0.002434624,0.220106353,0.069229068,0.066884768,0.035187653,0.095014538,0.15839247,0.059776965,0.098615506,0.049658147,-0.152156055,0.145228953
12162018,M1200,2018,TSE,0,0,1,0,19.82469244,0.437673898,0.581724676,0.105850104,2.284806118,56,36,4.043051268,3.610917913,74.48,0.002197038,0.224449636,-0.018733762,-0.018259198,-0.020314164,-0.005672924,0.064982078,0.060669633,0.004312445,0.028302163,-0.14163609,0.147637579
12162019,M1200,2019,TSE,0,0,1,0,19.98398104,0.502689968,0.635556847,0.123302211,1.989297706,56,36,4.043051268,3.610917913,73.73,0.002038552,0.22800264,-0.052970964,-0.053373092,-0.05808426,-0.012497042,0.069958364,0.063592631,0.006365733,0.067905423,-0.162571425,0.161234804
12162020,M1200,2020,TSE,0,0,1,0,20.02075191,0.490195117,0.635403677,0.124602644,2.040004001,56,36,4.043051268,3.610917913,77.14,0.002018421,0.227097549,-0.045939323,-0.047254335,-0.052046143,-0.010217984,0.064510053,0.060238325,0.004271728,0.059317487,-0.130914439,0.124350093
12162021,M1200,2021,TSE,0,0,1,0,20.05781092,0.516268974,0.647899239,0.10962759,1.936974814,56,36,4.043051268,3.610917913,76.47,0.001969482,0.222019424,-0.042647508,-0.042316155,-0.043586682,-0.016105691,0.058134781,0.058431104,-0.000296322,0.041661701,-0.11668431,0.124352323
12162022,M1200,2022,TSE,0,0,1,0,20.1279709,0.462407932,0.651441814,0.113841817,2.162592661,56,36,4.043051268,3.610917913,70.54,0.001750729,0.218909469,-0.061149908,-0.059919054,-0.0574629,-0.031646503,0.051602864,0.050363258,0.001239606,0.046486296,-0.113149914,0.134985985
12172017,M1200,2017,TSE,0,0,0,0,16.32040675,1.682540009,0.499783129,0.006441443,0.594339507,52,34,3.970291914,3.555348061,59.78,0.011324518,0.229412105,0.022743682,0.021332041,0.030725887,-0.006639729,0.012572052,0.059776965,-0.047204913,-0.042144762,0.017560687,0.015456735
12172018,M1200,2018,TSE,0,0,0,0,16.34800172,1.893000655,0.501624894,0.034198508,0.528261835,52,34,3.970291914,3.555348061,60.15,0.009438387,0.22040974,-0.013789659,-0.014465307,-0.002952416,-0.023333694,0.00512053,0.060669633,-0.055549103,-0.014010117,0.018236723,0.010612854
12172019,M1200,2019,TSE,0,0,0,0,16.37242666,1.818635358,0.500676722,0.017459929,0.549862838,52,34,3.970291914,3.555348061,59.18,0.009500837,0.20923035,0.002023615,0.001188166,0.012688007,-0.01798985,0.005191414,0.063592631,-0.058401217,-0.031304494,0.019302246,0.004631379
12172020,M1200,2020,TSE,0,0,0,0,16.40634199,1.267746621,0.485904618,0.037238157,0.788801156,52,34,3.970291914,3.555348061,61.67,0.009077934,0.205846112,-0.005259837,-0.006261428,0.001510963,-0.016854583,0.019338886,0.060238325,-0.040899439,-0.010790869,0.013735815,0.003904117
12172021,M1200,2021,TSE,0,0,0,0,16.44284039,1.52330926,0.465383405,0.008624987,0.656465516,52,34,3.970291914,3.555348061,62.93,0.011098139,0.194153958,0.020273136,0.019580325,0.027736663,-0.005857554,0.016278337,0.058431104,-0.042152766,-0.040135087,0.021135052,-0.000500688
12172022,M1200,2022,TSE,0,0,0,0,16.43692669,1.187638141,0.45348101,0.009347236,0.842007313,52,34,3.970291914,3.555348061,62.96,0.010113475,0.187408931,0.020124365,0.019475335,0.026389292,-0.005876079,0.02079914,0.050363258,-0.029564118,-0.039600741,0.025764834,-0.005139173
12182017,M1200,2017,TSE,0,0,1,0,15.82801243,0.499934159,0.489176375,0.009763683,2.000263399,63,34,4.158883083,3.555348061,55.1,0,0.126229122,0.049192316,0.04632986,0.045978284,0.015266763,0.040248408,0.059776965,-0.019528557,-0.05848814,0.019982104,0.028986156
12182018,M1200,2018,TSE,0,0,1,0,15.99105764,0.747544869,0.272997894,0.047692279,1.337712345,63,34,4.158883083,3.555348061,56.53,0,0.118142368,0.017983632,0.0175744,0.014019249,0.013727514,0.062106548,0.060669633,0.001436915,-0.016614222,0.012744611,0.034782425
12182019,M1200,2019,TSE,0,0,1,0,16.03789886,0.632983825,0.284329325,0.039135271,1.5798192,63,34,4.158883083,3.555348061,57.14,0,0.111948078,0.035207653,0.034522754,0.029187782,0.023198657,0.066106605,0.063592631,0.002513973,-0.026519955,0.024909937,0.011743454
12182020,M1200,2020,TSE,0,0,1,0,16.03908112,0.528692937,0.239025937,0.044302734,1.891457082,63,34,4.158883083,3.555348061,59.58,0,0.109414112,0.056115565,0.0563892,0.044714344,0.045080662,0.092264491,0.060238325,0.032026166,-0.023912157,0.014567766,0.01029155
12182021,M1200,2021,TSE,0,0,1,0,16.179969,0.467947857,0.342832711,-0.025713847,2.136990233,63,34,4.158883083,3.555348061,58.22,0,0.09609423,0.094103007,0.098111517,0.098677919,0.032773361,0.064068617,0.058431104,0.005637514,-0.107402733,0.060768949,0.007883815
12182022,M1200,2022,TSE,0,0,1,0,16.62819725,0.913031902,0.245382298,-0.025872786,1.095251982,63,34,4.158883083,3.555348061,62.88,0,0.101358334,0.599455112,0.601278604,0.465577505,0.537079809,0.556346912,0.050363258,0.505983654,-0.115478224,0.084281606,0.03527466
12192017,M1200,2017,TSE,0,0,0,0,15.95107094,0.800736613,0.533472185,-0.036941488,1.248850101,68,33,4.234106505,3.526360525,66.75,0.003358839,0.051892359,0.088937074,0.086294208,0.096598414,0.009109753,0.006847991,0.059776965,-0.052928974,-0.120492217,0.126769662,-0.057146593
12192018,M1200,2018,TSE,0,0,0,0,15.95740176,0.784925767,0.551803194,0.038607123,1.274005826,68,33,4.234106505,3.526360525,66.35,0.003559356,0.050260018,-0.016080221,-0.014749531,0.004305106,-0.049180469,-0.011300568,0.060669633,-0.071970201,-0.047431711,0.155810776,-0.058261217
12192019,M1200,2019,TSE,0,0,0,0,16.00577441,0.684598947,0.557006037,-0.012483146,1.460709229,68,33,4.234106505,3.526360525,66.49,0.003226379,0.051933911,0.065509753,0.065446796,0.075732905,0.000337554,0.016602496,0.063592631,-0.046990136,-0.100185281,0.138548555,-0.054901165
