"","EXP","A1","A2","ABEXP"
"245",0.057623119,8.50146e-08,1.220479972,-0.0839730527170891
"246",0.070994916,6.93041e-08,1.056109434,-0.0575631532350019
"247",0.016361659,3.85774e-08,0.544059319,-0.072834579782603
"248",0.040692494,4.46851e-07,1.559125548,-0.150460424568073
"249",0.050775806,7.61976e-07,0.643705277,-0.0954985399928258
"250",0.064412311,5.24144e-08,0.931818101,-0.0539416918823386
"251",0.014501894,4.96383e-08,0.834572555,-0.0965874786864052
"252",0.023136453,1.1133e-07,1.138361931,-0.114299345610205
"253",0.10077832,1.95956e-08,0.534277683,0.0136011030761221
"254",0.046219795,6.47968e-08,0.410940403,-0.0350997789598497
"255",0.048391701,8.52102e-07,0.817350322,-0.116721339817829
"256",0.04633951,7.01265e-08,0.675875045,-0.0546178893563881
"257",0.066595902,5.06907e-07,0.731014437,-0.0684590968593079
"258",0.037940816,2.96292e-07,0.798853112,-0.0875407397827087
"259",0.067366497,3.41736e-07,0.977155947,-0.0742147049443718
"260",0.185586001,3.36464e-07,0.768745355,0.059527228726162
"261",0.117852731,5.44445e-07,0.536531439,-0.00564179263827144
"262",0.071561236,8.97203e-08,1.279448185,-0.0746482835963491
"263",0.141502069,6.81186e-07,0.406341023,0.0180581024971063
"264",0.081222805,1.12287e-06,0.720914016,-0.0955270960588183
"265",0.039752237,2.67931e-08,0.216423472,-0.0248008297439004
"266",0.060299116,8.64183e-08,0.134919725,-0.00243274980010886
"267",0.094750029,3.04602e-08,0.9909678,-0.0263940999405199
"268",0.026660589,1.73873e-08,0.428017989,-0.0526354426023781
"269",0.090895054,6.67905e-09,0.678169962,-0.00585880041938601
"270",0.117394365,2.15815e-08,0.753109294,0.0141630764780602
"271",0.019392391,7.62462e-08,0.213099377,-0.0483253833718402
"272",0.077057784,4.81891e-08,1.133299312,-0.0556604166832322
"273",0.060640114,1.20136e-07,0.66565909,-0.0430190226275153
"274",0.066419106,2.70992e-07,0.524964209,-0.0373976925905191
"275",0.06398207,1.9355e-07,0.657595514,-0.0441475425619945
"276",0.053572455,3.08773e-09,0.24099025,-0.0111346342872615
"277",0.053548769,1.82698e-08,0.56865505,-0.036037648005923
"278",0.13542448,2.14909e-08,0.894396338,0.0219225582684094
"279",0.04613418,2.86031e-09,0.701534587,-0.0520561125751042
"280",0.015131568,2.2872e-08,0.437163048,-0.0652074572240672
"281",0.01632149,2.89964e-08,0.394600926,-0.0613435396241497
"282",0.0909957,5.66747e-07,0.959025355,-0.0647662338164501
"283",0.114542595,4.05622e-08,1.000604742,-0.00799836092468697
"284",0.126426716,1.8439e-07,0.678292447,0.0174226304451448
"285",0.086157444,9.68018e-07,0.546730569,-0.0672560578215289
"286",0.124538099,1.04535e-07,0.426547961,0.0393459699286482
"287",0.113425966,2.0297e-07,0.656164841,0.00475153613175335
"288",0.041653021,4.68512e-07,0.330242094,-0.061606002360128
"289",0.130371704,4.63663e-07,0.634441039,0.00532000861378973
"290",0.074187004,3.11e-08,0.630621909,-0.020790517669835
"291",0.090042073,3.35616e-07,0.381963864,-0.00782474649464455
"292",0.029850104,2.44493e-07,0.366718882,-0.0606309771789684
"293",0.179424659,5.07121e-08,2.136102193,-0.0264087633633369
"294",0.129576118,2.66202e-07,1.138513595,-0.0185388112427189
"295",0.099102284,5.4483e-09,0.898032454,-0.013559052219236
"296",0.080596786,4.65584e-07,0.347255848,-0.0236980858281076
"297",0.057730951,2.15319e-09,0.458653616,-0.0227440649711551
"298",0.090999516,3.50237e-07,0.219326194,0.00395541970668888
"299",0.189897018,2.73888e-09,0.861846581,0.080054387554007
"300",0.072811791,9.23774e-09,1.29123813,-0.0687113936838242
"301",0.073991435,1.38903e-08,0.875831589,-0.0376365776604294
"302",0.159949789,1.52617e-07,0.599762223,0.0588464298995407
"303",0.031053698,7.24354e-08,0.387508476,-0.0490876670952316
"304",0.057893158,6.2328414e-10,1.533476685,-0.100656474340189
"305",0.117261689,4.8967e-07,0.524112559,-0.00155643132111638
"306",0.082599202,4.14009e-08,0.360725624,0.00654371573817059
"307",0.057988181,1.86187e-09,2.300675361,-0.15645092463632
"308",0.07011447,4.11688e-09,0.502997058,-0.0137212449976434
"309",0.059965405,4.11143e-08,0.996043569,-0.0622818128418507
"310",0.064029069,5.87596e-08,0.937106579,-0.0551466833388066
"311",0.060852863,6.2328414e-10,0.426094099,-0.0171484683253211
"312",0.120171441,4.1439e-08,1.323472512,-0.02591452379
"313",0.259401357,6.89471e-08,1.070397585,0.129828593953874
"314",0.128652018,1.30364e-08,0.659290992,0.0328334582536482
"315",0.052638864,6.19027e-08,0.376204866,-0.025954776706964
"316",0.067337693,8.10021e-08,0.497615582,-0.0214026965166751
"317",0.066358453,2.55652e-07,0.499023411,-0.034514805116248
"318",0.173605164,6.54706e-09,0.651890395,0.078771912923708
"319",0.196612931,2.8554e-08,1.701780447,0.0238973339310141
"320",0.043165029,4.95826e-09,2.026993752,-0.151580435383952
"321",0.031591858,4.63214e-08,0.294434426,-0.0399807090670704
"322",0.082828684,5.19623e-08,0.388527376,0.00402346189826126
"323",0.06969119,7.66601e-08,0.854955963,-0.0447421734789764
"324",0.15334982,5.34158e-09,1.206988477,0.0182231295006703
"325",0.106872031,4.65575e-09,1.485208643,-0.0484444716861737
"326",0.023122581,5.73402e-09,0.596808802,-0.0676481648107973
"327",0.053170221,4.3072e-08,0.784740696,-0.0538421955302514
"328",0.078081025,4.03852e-09,2.098948619,-0.121834905678553
"329",0.121317083,1.98353e-09,1.061659719,-0.00300743540467227
"330",0.041073504,2.50034e-07,0.630809528,-0.0689985674180669
"331",0.103853395,1.26807e-07,0.49444825,0.0121881954598421
"332",0.213831787,3.38454e-08,0.595138204,0.121246150958423
"333",0.033084571,1.09536e-08,0.295658033,-0.0361407464362718
"334",0.020041905,4.27807e-08,0.010787284,-0.0306549674610923
"335",0.246260756,8.87391e-07,0.770160414,0.0821493698741186
"336",0.077481798,2.79135e-07,0.381274437,-0.0164442749426935
"337",0.081337775,4.33612e-08,0.585444319,-0.0111982315389668
"338",0.108297083,4.00316e-08,1.065138929,-0.018901382363347
"339",0.051204166,1.06103e-07,0.820528649,-0.0627531638305191
"340",0.062961496,8.97132e-09,0.265594117,-0.00394049966694538
"341",0.238495402,5.47912e-08,0.743914694,0.13364531149648
"342",0.133473029,1.11542e-07,0.398805403,0.0498161602605714
"343",0.038436117,5.30549e-08,0.409346609,-0.0419587071187288
"344",0.155697395,1.44554e-08,1.762193503,-0.0204413415066719
"345",0.147561414,9.81636e-09,1.98104092,-0.0441761958713871
"346",0.384373236,9.87831e-09,1.042203816,0.260920073666941
"347",0.308460405,3.86786e-07,1.093876092,0.155286071185432
"348",0.055361078,1.39359e-09,1.573998318,-0.106189060054286
"349",0.095304504,2.73485e-08,1.052918413,-0.0301314167639173
"350",0.121322768,1.19437e-08,1.283634501,-0.0198337428398762
"351",0.07888357,4.56412e-08,1.098046625,-0.0510949286127024
"352",0.151262388,4.56601e-08,0.319672663,0.0778996058435302
"353",0.038259131,2.31079e-07,0.13667656,-0.0345652333057087
"354",0.103006016,1.20299e-08,1.044203402,-0.0207408000107061
"355",0.135351084,3.27596e-08,0.819710099,0.0265054310634205
"356",0.234849387,1.72926e-08,1.013727083,0.112956831601655
"357",0.205800721,8.06846e-08,1.074087734,0.075151027463691
"358",0.081038431,3.03415e-07,0.841913952,-0.0480659209258515
"359",0.183708842,6.10598e-08,0.486086405,0.0971807486382066
"360",0.074792769,1.10303e-07,0.714601416,-0.0317489829477564
"361",0.054247874,4.21061e-08,1.078175913,-0.074041768161847
"362",0.150356293,2.17458e-07,0.400600879,0.0592729790290435
"363",0.075436111,6.7693e-08,0.565089195,-0.0172953689911837
"364",0.054015141,5.22409e-09,0.447203908,-0.0258385850291498
"365",0.060115913,2.35399e-09,0.872588282,-0.0504815300015064
"366",0.064883855,1.94905e-09,0.410232133,-0.0120550388778052
"367",0.118076375,2.03116e-07,0.82066172,-0.00257321250792903
"368",0.166441926,1.19215e-07,2.849311776,-0.0959873249702221
"369",0.030764026,1.07773e-07,0.263750928,-0.0428096892585543
"370",0.30229057,1.58572e-07,0.747605645,0.190023241733721
"371",0.17421964,9.10253e-08,0.881265361,0.0568830724535566
"372",0.073164231,1.75569e-07,0.46751443,-0.019900757244331
"373",0.177912396,8.68258e-08,1.177513866,0.0393167122666001
"374",0.285275071,2.8624e-07,0.746846494,0.164268764645053
"375",0.195892453,2.15371e-06,0.028230774,-0.00148105420992132
"376",0.090780104,2.94002e-07,1.916322391,-0.115825691353759
"377",0.055362681,1.58361e-07,0.500955154,-0.0389493593938222
"378",0.219432863,2.18311e-07,0.762034283,0.102001009688565
"379",0.097333086,7.89273e-08,0.591990772,0.00187099510464027
"380",0.119282808,1.20772e-06,1.179444135,-0.0966642029871107
"381",0.171110241,6.30868e-08,1.432711547,0.0155873234321288
"382",0.07444713,4.82793e-07,0.756389521,-0.0607925378094384
"383",0.069871458,1.25236e-07,0.486390346,-0.0210994135999445
"384",0.09152587,1.53012e-06,0.207126703,-0.0759051342924486
"385",0.114112678,1.90132e-07,0.68485118,0.00423599817078935
"386",0.054652117,1.01548e-06,0.382308917,-0.0900710965476943
"387",0.102751399,2.95311e-08,1.068514921,-0.0239693183663194
"388",0.061443559,3.98544e-07,1.675065321,-0.134814988120858
"389",0.022169288,3.77272e-08,0.734214218,-0.0807997884734965
"390",0.013650109,8.28746e-08,0.126658072,-0.0482367225123715
"391",0.111178804,1.74068e-06,0.366071413,-0.0823175235738463
"392",0.108795738,5.39672e-07,0.953935748,-0.0447309741119357
"393",0.054114554,1.38465e-08,0.467450893,-0.027805828507397
"394",0.273870573,9.01501e-08,2.798162687,0.0171638687455746
"395",0.054194262,4.45663e-08,0.637957723,-0.0422444524155975
"396",0.296173254,2.36165e-07,1.386192476,0.13211181725379
"397",0.218067867,1.51314e-09,0.746606056,0.116691983554345
"398",0.104947548,2.06161e-07,0.743935216,-0.0103308909920642
"399",0.156323672,7.3461e-08,0.902398282,0.0386598349236821
"400",0.189144362,5.90563e-08,1.082381406,0.0593812363555083
"401",0.085679825,1.07326e-07,0.749880922,-0.0232230062611085
"402",0.060565589,1.77769e-07,0.76708543,-0.0544410044572553
"403",0.142786507,1.21726e-07,0.748163094,0.033016706405502
"404",0.069765369,1.81154e-07,0.892370149,-0.0545872985818513
"405",0.128726089,8.48818e-08,0.837053888,0.0150285406060744
"406",0.377227116,4.96958e-07,2.9026510613,0.0848979004350021
"407",0.074703274,2.50655e-07,0.336332172,-0.0139920112840875
"408",0.160541368,1.36263e-07,0.779869825,0.0474639403797414
"409",0.098325486,5.38083e-07,1.156072534,-0.0697947059558518
"410",0.177021839,7.48982e-07,0.59973516,0.0348408417613997
"411",0.091185737,7.59693e-08,0.756439577,-0.016034200895934
"412",0.01578799,4.05018e-09,0.16644193,-0.0435629335711584
"413",0.100275658,1.09021e-07,0.699961897,-0.00511294271103849
"414",0.056654931,1.10554e-07,0.416123084,-0.0281935267727842
"415",0.058909484,1.00256e-07,0.633113665,-0.0410129774233013
"416",0.160944718,1.72805e-07,1.136979945,0.0193748390073134
"417",0.088724824,3.75195e-08,0.520086059,0.00134521319313822
"418",0.275539028,8.46497e-07,0.700226607,0.119331370825802
"419",0.069475359,2.28951e-07,0.497061874,-0.0294159679384421
"420",0.076511044,1.69604e-07,0.547176179,-0.021937455981516
"421",0.087804063,1.16857e-07,0.733577215,-0.0205694034982565
"422",0.068306138,1.17816e-07,0.705528642,-0.0380932030084784
"423",0.078992727,2.44591e-07,0.607965826,-0.0290428174417271
"424",0.063265736,3.73911e-08,0.831276777,-0.0467402819453546
"425",0.062159476,4.14137e-07,0.153060886,-0.0244662885899889
"426",0.045007494,1.06179e-08,0.44710784,-0.0352107878677992
"427",0.0890459,2.60335e-07,0.765116721,-0.0315049153403773
"428",0.089255072,1.78727e-07,0.212593338,0.0145148869815502
