,CFO,A1,A2,A3,ABCFO
1,0.013993029,2.26E-09,0.258,0.015595415,-0.037208673
2,0.048283671,3.15E-09,0.287,-0.00918476,-0.003196362
3,-0.009735649,2.48E-08,0.056,0.000829986,-0.051335923
4,0.040366346,3.98E-08,0.281,0.038916561,-0.011363512
5,0.080166159,1.24E-07,0.516,0.047282357,0.021268747
6,0.127654585,8.55E-08,0.546,-0.084589114,0.070953437
7,-0.025244148,9.13E-08,0.164,-0.00481544,-0.068870529
8,0.047256281,5.57E-08,1.11,0.008629054,-0.037006391
9,0.019296153,1.04E-07,0.666,0.058513438,-0.046849508
10,0.041248125,1.76E-08,2,0.209042812,-0.088116268
11,0.008724213,8.91E-07,0.351,-0.030689708,-0.014975874
12,0.060512121,4.31E-08,1.25,0.177667133,-0.035985182
13,0.122115814,1.95E-09,1.02,0.099856104,0.036501959
14,0.009292123,7.23E-08,0.347,0.006485977,-0.04291093
15,-0.040504777,9.40E-08,1.04,0.105699645,-0.124077788
16,-0.026887514,1.09E-07,1.86,0.242686194,-0.148636738
17,-0.03142003,3.04E-07,1.07,0.096658555,-0.108893069
18,-5.90E-05,1.10E-07,1.68,0.238266217,-0.114202351
19,0.066133011,3.53E-08,1.02,-0.19032901,-0.007986144
20,0.050796154,1.40E-08,0.172,0.014002337,0.003585878
21,0.084337989,1.09E-07,1.17,0.136278277,-0.005182882
22,0.046382679,1.43E-07,3.1891,0.599553252,-0.141744605
23,0.087494306,4.33E-07,0.795,0.027132129,0.028143534
24,0.035686671,4.39E-08,0.419,0.014727803,-0.020725295
25,-0.008045632,2.14E-07,0.0135,0.004689954,-0.041715665
26,0.043804477,2.89E-07,0.61,0.102282196,-0.015422808
27,-0.04359651,4.69E-07,1.58,0.174089164,-0.139337272
28,0.065668842,2.07E-07,0.851,-0.099672595,0.001001164
29,0.194456855,1.89E-07,1.08,0.130758472,0.111511968
30,0.14347566,2.35E-07,1.25,0.092111437,0.0564469
31,0.129538328,2.14E-07,0.806,0.177372164,0.057046979
32,0.104476397,1.84E-09,0.463,-0.040374835,0.046818819
33,0.112601846,1.50E-09,0.531,-0.084473577,0.053709523
34,0.114939729,1.18E-08,0.783,-0.062698575,0.045232257
35,0.048092068,5.89E-08,1.04,-0.152223685,-0.02742604
36,0.107130018,6.78E-08,0.73,0.161429655,0.033457634
37,0.190883906,5.27E-08,0.517,0.013147424,0.130785617
38,0.102645417,9.31E-08,1.68,-0.2501118,0.005408987
39,-0.000954922,1.08E-07,1.38,0.1225853,-0.098669419
40,0.044038863,2.04E-08,0.372,-0.089357203,-0.007498298
41,0.012519619,1.86E-08,1.35,-0.169657284,-0.076489682
42,-0.068123926,7.39E-09,0.185,-0.074944446,-0.112908419
43,0.041261889,7.84E-08,0.209,0.022772739,-0.005635775
44,-0.054490973,9.43E-08,0.22,0.122259521,-0.10486985
45,0.162299326,2.90E-08,0.618,0.084238598,0.094706156
46,0.004340309,7.70E-08,0.501,0.001217471,-0.053860725
47,0.122939008,1.75E-07,0.655,-0.007891788,0.061992841
48,0.065169961,8.03E-07,0.789,-0.075340898,0.022087145
49,0.024220313,3.11E-07,0.172,-0.19801037,-0.005488074
50,0.054704627,1.67E-09,0.635,0.023539026,-0.012329916
51,0.126421396,4.41E-07,1.18,0.25753085,0.043236978
52,-0.059892758,1.82E-07,0.117,-0.084150519,-0.095716403
53,0.086095544,8.54E-08,0.627,0.002558925,0.022936959
54,0.147983369,1.98E-07,0.4,0.020320812,0.097299611
55,-0.070358613,1.94E-07,0.0969,-0.029379204,-0.10691301
56,0.205795267,4.22E-07,1.29,0.118358551,0.12242416
57,0.252724885,4.16E-07,1.08,0.216759942,0.174283302
58,0.06061574,1.57E-09,0.415,0.039567474,0.002066451
59,0.012623379,5.10E-09,0.226,0.004455634,-0.036766867
60,0.079085853,7.03E-07,0.278,-0.057194281,0.053063232
61,0.033630992,3.53E-07,1.11,0.063733487,-0.042675626
62,0.030127264,2.17E-07,0.15,-0.026244039,-0.007958517
63,0.043241055,2.58E-07,0.0643,0.003214718,0.009000536
64,-0.034172549,2.51E-07,0.379,0.047431243,-0.083191386
65,-0.031464046,2.81E-07,0.010827,-0.005214714,-0.0624324
66,0.017492148,6.20E-08,0.208,0.037209194,-0.030428399
67,0.092076881,2.92E-07,0.0514,-0.004148984,0.059766472
68,0.07509195,2.04E-07,0.226,0.067194128,0.030098911
69,0.044553486,1.23E-08,0.427,0.023648835,-0.013562327
70,0.119283179,7.30E-08,0.288,0.099376099,0.06621071
71,0.02856639,8.37E-08,0.0671,0.008690421,-0.011805529
72,0.008941083,1.91E-07,0.114,0.11118526,-0.033446408
73,-0.126957715,2.05E-07,0.117,-0.009305578,-0.164690854
74,0.053900767,1.99E-08,0.438,0.035355452,-0.004833161
75,-0.125307437,4.21E-07,0.669,0.017616198,-0.179528435
76,-0.118693286,7.10E-08,0.142,-0.10267445,-0.15859051
77,0.050869879,1.56E-07,0.132,-0.003019433,0.010657801
78,0.06904074,4.83E-08,0.591,0.06563989,0.003869535
79,0.069079253,4.97E-07,0.752,0.127865038,0.010033139
80,-0.08033865,2.30E-07,0.0359,-0.008646452,-0.113919994
81,0.042261405,5.06E-08,1.44,0.215063049,-0.063149531
82,0.016968181,1.57E-07,0.391,-0.04746245,-0.032289041
83,0.021096921,1.10E-07,0.961,0.075437006,-0.057605126
84,0.211956692,3.13E-07,0.569,-0.087377389,0.162004519
85,-0.013355584,5.28E-07,0.131,0.107873933,-0.045071849
86,0.061007725,4.87E-07,0.875,0.107821844,-0.00272176
87,0.088373791,9.28E-08,0.863,-0.177888179,0.022196572
88,-0.322946844,1.40E-07,0.0866,-0.245031202,-0.353165391
89,-0.017406125,5.40E-08,0.234,0.010216253,-0.065699123
90,0.00640565,1.54E-07,0.301,-0.078808619,-0.038123188
91,0.023091917,6.85E-08,0.671,-0.013619344,-0.041864625
92,0.051578538,3.65E-07,0.181,0.014359063,0.015705279
93,0.097979663,5.23E-08,0.642,0.094152444,0.029821281
94,0.052796229,5.48E-07,0.335,0.093252738,0.013867916
95,0.005372966,2.71E-07,0.756,-0.21309203,-0.049187039
96,0.076173685,1.16E-07,0.711,-0.059027658,0.012780052
97,0.086935395,2.91E-07,0.411,0.079445254,0.036788849
98,0.150754534,7.97E-07,0.673,-0.039555145,0.110969311
99,0.001215951,8.41E-07,0.2,-0.099150096,-0.015484795
100,0.068193091,4.12E-07,0.482,0.233812129,0.013640068
101,0.112695857,1.92E-07,1.44,0.339207027,0.007565383
102,0.086841298,2.35E-07,0.748,-0.073859687,0.026427818
103,0.280414326,1.12E-06,1.34,0.806383342,0.193677692
104,0.397245286,3.42E-08,1.36,0.130433293,0.297609543
105,0.167166888,4.50E-08,1.44,0.141854673,0.064187916
106,0.022643864,2.21E-08,0.681,0.06788245,-0.04718961
107,0.046684098,7.32E-09,0.427,0.051729026,-0.012602546
108,0.029264897,4.11E-07,0.469,0.031856829,-0.017561284
109,-0.001309314,5.37E-07,0.416,-0.121699683,-0.036251688
110,0.159704181,2.92E-08,0.541,0.015167001,0.097760356
111,0.027470559,1.22E-07,0.941,0.247499067,-0.05616232
112,-0.149666735,7.99E-08,0.363,-0.566284909,-0.181784752
113,0.397245286,1.95E-06,2.92,0.60657803,0.280290016
114,0.147788004,1.76E-07,0.895,0.036025461,0.075418319
115,0.084436915,1.01E-07,0.781,-0.127929561,0.020123941
116,0.130566749,2.95E-07,1.4,-0.072393483,0.045247861
117,0.057301664,4.16E-08,0.798,0.109359966,-0.018183822
118,0.126231641,1.85E-07,0.451,0.088100011,0.070588321
119,-0.012522249,1.88E-07,0.282,0.042197952,-0.059462032
120,0.095349727,3.53E-07,0.777,0.109432252,0.031124847
121,0.260028568,1.95E-07,0.764,-0.11031016,0.198924345
122,0.024293607,1.96E-07,0.743,0.03949985,-0.041271521
123,-0.028666542,3.93E-07,0.111,-0.016853249,-0.059604881
124,0.035746253,1.61E-07,0.499,-0.085454337,-0.016466896
125,0.033089134,2.05E-07,0.506,-0.09746872,-0.017513312
126,0.024458401,2.00E-08,0.293,-0.08620802,-0.023950695
127,-0.05056965,1.30E-07,0.436,0.056097224,-0.106286783
128,-0.002533716,1.46E-07,1.29,0.052373285,-0.092760382
129,-0.007150669,4.74E-08,0.348,0.03093313,-0.06110094
130,0.162591596,1.90E-07,1.39,0.289441544,0.061234194
131,-0.061935141,3.20E-06,0.913,0.062623701,-0.035021206
132,0.14034455,2.54E-07,0.635,-0.16330956,0.088420065
133,0.058194916,6.58E-07,0.311,0.073995997,0.024617165
134,0.220350713,1.92E-07,0.781,-0.412914972,0.169271458
135,0.150018943,1.26E-07,0.904,-0.065488596,0.079240519
136,0.191884084,9.84E-08,0.68,0.086579708,0.123970714
137,0.149796209,1.16E-07,0.582,-0.046291606,0.091260581
138,0.115873067,3.11E-07,0.557,-0.010845679,0.063610555
139,0.154567863,1.37E-07,0.684,0.031899694,0.089734774
140,0.154171396,9.42E-07,0.604,-0.047205648,0.122343834
141,0.160128547,2.69E-07,1.06,-0.096287572,0.088801164
142,0.199177802,8.48E-08,0.832,-0.032678632,0.128815639
143,0.030177596,7.64E-08,0.488,-0.02600976,-0.026533964
144,-0.254351152,3.55E-07,0.628,0.234976946,-0.316863043
145,0.004797916,2.27E-07,0.576,-0.022664961,-0.050629305
146,0.121173101,3.30E-07,0.838,0.06015485,0.055430418
147,-0.016216044,5.41E-08,0.508,0.023590547,-0.076270459
148,0.109617519,2.10E-08,0.547,0.01411489,0.047190375
149,0.397245286,1.58E-06,1.08,0.172540665,0.359253574
150,0.082888595,6.06E-07,0.53,-0.183340725,0.047759636
151,0.097612721,2.22E-07,0.399,-0.13791108,0.053432145
152,0.113837595,2.63E-07,0.431,-0.058237927,0.066857743
153,0.051370932,8.20E-08,0.584,-0.378636926,0.003506929
154,0.034080664,3.24E-07,1.1,-0.074919973,-0.037822215
155,0.012120284,1.14E-07,0.396,0.103188881,-0.044168139
156,0.032327361,7.67E-08,0.686,0.002360392,-0.033544892
157,0.075968065,5.46E-09,0.986,0.129679931,-0.009195012
158,-0.011814253,7.32E-08,0.787,0.019397214,-0.082573132
159,-0.008598361,2.91E-08,0.779,-0.02065657,-0.079067404
160,0.034355731,1.76E-07,0.276,-0.036520943,-0.009921517
161,0.056192798,1.14E-07,0.731,0.008999424,-0.010525038
162,-0.005834905,1.45E-07,0.89,0.050135121,-0.079538538
163,0.036320215,2.82E-07,1.25,-0.025864494,-0.044918661
164,-0.004831153,3.20E-07,1.19,0.162672046,-0.089074399
165,0.093496015,2.77E-07,0.991,-0.287188282,0.032107222
166,-0.02160803,2.18E-07,0.625,0.013215198,-0.080637707
167,0.095176749,1.01E-07,0.927,-0.094045662,0.023637742
168,0.013081538,7.82E-08,0.661,0.039690226,-0.053046293
169,0.048535405,3.40E-08,0.696,0.020964091,-0.019840112
170,0.212677813,7.11E-08,0.739,0.042172684,0.143011204
171,0.142898388,8.25E-08,0.662,0.266362643,0.068763969
172,0.097312164,8.63E-08,0.912,0.118407744,0.018299851
173,-0.030956736,2.96E-08,0.654,-0.159894382,-0.091279126
174,0.060353544,7.07E-08,0.629,-0.021878897,-0.002504042
175,0.138976573,6.25E-08,1.44,0.274605236,0.031832936
176,0.042883853,3.87E-07,0.221,-0.020579308,0.007347462
177,0.010933594,4.17E-08,0.943,0.101326358,-0.070233838
178,0.108718627,1.65E-08,0.81,-0.024073353,0.036674163
179,0.001774088,1.25E-09,0.0418,0.001473757,-0.040050681
180,0.121627465,9.91E-08,0.58,0.123554352,0.056533827
181,0.071894083,2.44E-07,0.735,0.03859751,0.008293565
182,0.070313475,1.26E-08,0.19,0.017554687,0.022187933
183,0.224111341,8.52E-08,0.897,0.216511494,0.142170596
184,0.065043862,1.42E-07,1.31,-0.207529769,-0.016842413
185,0.051668241,8.90E-08,0.866,0.077411463,-0.023892532
186,0.130421182,3.86E-07,0.89,0.113295254,0.062505463
187,0.131682123,3.76E-07,1.05,-0.133250614,0.06566188
188,0.054925664,3.71E-07,0.462,-0.01638143,0.008777826
189,0.041110615,1.49E-06,0.876,-0.048148253,0.016411518
190,0.009966796,3.74E-07,0.84,0.042134952,-0.053744389
191,0.068365651,1.61E-07,0.459,0.068017954,0.012309818
192,0.091718508,2.69E-07,0.796,-0.065624682,0.030168585
193,0.011129448,2.84E-08,0.953,0.080357686,-0.070143869
194,0.068577431,1.18E-07,0.427,-0.056927786,0.016873673
195,-0.290232072,4.16E-07,0.2,-0.007671032,-0.324396875
196,0.107669214,2.92E-07,0.566,0.046775765,0.052340191
197,0.165884267,3.39E-07,0.812,0.168445986,0.097639064
198,0.16750035,2.28E-07,0.483,0.041646189,0.113636606
199,0.207693959,9.14E-08,1.04,0.018417807,0.127156551
200,0.050561356,5.46E-07,0.79,-0.015299646,-0.003292242
201,0.151573213,3.45E-07,0.341,0.032146796,0.107805238
202,-0.103935898,1.29E-06,1.03,-0.018466187,-0.142718584
203,0.212094051,7.90E-07,0.478,0.073076327,0.176078029
204,0.053061874,5.61E-07,0.55,0.033050573,0.007865285
205,0.039722552,3.93E-08,1.01,-0.218875263,-0.032829913
206,0.078784956,4.42E-07,0.246,0.022904654,0.042499742
207,0.090854658,2.25E-07,1.06,0.22663433,0.006505827
208,0.0661859,8.55E-08,0.279,0.042913561,0.015921437
209,0.175262782,4.71E-08,0.69,0.093468461,0.104978069
210,0.092972572,7.59E-07,0.481,0.084767591,0.055379591
211,-0.042330546,7.91E-07,0.142,-0.014542175,-0.061338571
212,0.067468451,1.01E-08,0.441,-0.09786092,0.013049396
213,0.072467125,6.85E-07,0.239,0.111965365,0.041398378
214,0.042590438,1.05E-07,0.316,-0.020954724,-0.006262124
215,-0.197549951,2.54E-08,0.0632,-0.203268678,-0.232125336
216,-0.011237572,2.28E-07,0.591,0.089700299,-0.071269021
217,0.009165298,8.72E-08,0.436,-0.026926889,-0.045010896
218,0.025258486,7.91E-07,0.286,-0.070467293,0.002319638
219,0.105140721,6.79E-08,0.316,-0.041078768,0.055769243
220,0.129783337,3.66E-07,0.978,0.108825409,0.05773489
221,0.022236732,8.04E-08,0.0133,-0.012945143,-0.015255319
222,0.073795349,1.51E-08,0.661,-0.016019819,0.007553472
223,0.014191196,2.94E-08,0.696,0.04767008,-0.055293304
224,0.021256166,1.11E-07,0.511,0.306083371,-0.047127735
225,0.059732737,7.33E-09,0.584,-0.041507015,-0.002685116
226,0.037001053,1.28E-08,0.679,-0.046625229,-0.028964183
227,0.035382795,1.45E-09,0.653,-0.02726766,-0.030582972
228,0.123918736,1.80E-08,1.08,0.02124501,0.039181599
229,0.079884925,7.61E-08,0.519,-0.014457051,0.021473143
230,0.016998641,1.36E-07,0.302,0.090820376,-0.034240749
231,-0.000838214,1.21E-07,0.349,-0.039019969,-0.049869542
232,0.112054236,4.32E-08,1.06,-0.078763727,0.032560103
233,0.127140241,7.88E-08,0.871,-0.05992993,0.055946171
234,0.077972924,7.19E-08,1.39,0.244035353,-0.025703679
235,0.000734511,2.67E-08,1.19,-0.246549685,-0.078663025
236,0.156294591,3.72E-08,1.44,0.009099473,0.05780435
237,0.093929919,8.84E-08,0.314,-0.042201741,0.045365527
238,0.139626542,1.23E-07,0.815,0.008082678,0.069781992
239,0.098458286,1.14E-07,1.1,-0.124144505,0.021304104
240,0.019906244,1.05E-08,0.879,-0.066961525,-0.05364646
241,-0.125865593,4.98E-07,0.582,-0.178289205,-0.166923498
242,0.086618579,5.12E-07,0.63,-0.566284909,0.057931159
243,0.037533394,9.17E-09,1.05,0.158266596,-0.051164677
244,0.140864369,1.16E-07,1.53,-0.052137723,0.043488916
245,0.121046101,8.50E-08,1.09,-0.132611906,0.043638381
246,0.183856025,6.93E-08,1.13,0.069943018,0.097030216
247,0.051608056,3.86E-08,0.662,0.117757263,-0.018676049
248,0.114645008,4.47E-07,1.5,-0.057229112,0.029740083
249,0.0097091,7.62E-07,0.618,-0.025892712,-0.029468095
250,0.081690493,5.24E-08,0.883,-0.049143906,0.008734731
251,0.077384103,4.96E-08,0.696,-0.138576523,0.015236904
252,0.005084433,1.11E-07,1.23,0.091273534,-0.085231108
253,0.119093149,1.96E-08,0.574,0.040160944,0.054575331
254,0.255189314,6.48E-08,0.505,0.094385697,0.193083136
255,-0.065017907,8.52E-07,0.79,-0.027205899,-0.108227702
256,0.17209621,7.01E-08,0.578,-0.098258142,0.114051717
257,0.159077511,5.07E-07,0.735,0.004247373,0.10548786
258,0.132002349,2.96E-07,0.639,-0.160155743,0.081202728
259,0.176643205,3.42E-07,0.885,-0.091675233,0.114796822
260,0.12879822,3.36E-07,0.959,0.190569712,0.053606326
261,0.004014193,5.44E-07,0.674,0.137584505,-0.050597324
262,0.191884982,8.97E-08,1.26,-0.019536676,0.103586597
263,0.161951271,6.81E-07,0.411,0.004803042,0.12749775
264,0.164252309,1.12E-06,0.677,-0.044208517,0.13525432
265,-0.079358639,2.68E-08,0.199,-0.017826958,-0.126114993
266,-0.005504497,8.64E-08,0.14,0.004700375,-0.048646335
267,0.068144689,3.05E-08,1.03,0.039840647,-0.014780747
268,0.013239628,1.74E-08,0.406,-0.021707162,-0.042218312
269,0.097010815,6.68E-09,0.659,-0.019463299,0.030693348
270,0.031555457,2.16E-08,0.833,0.080320853,-0.045000699
271,-0.001632508,7.62E-08,0.148,-0.065391896,-0.042936986
272,0.015119242,4.82E-08,0.562,-0.566284909,-0.02625428
273,0.106712347,1.20E-07,0.65,-0.015203638,0.044397164
274,0.22336045,2.71E-07,0.5,-0.024724787,0.172606661
275,0.13558167,1.94E-07,0.588,-0.069124295,0.080220268
276,-0.092565818,3.09E-09,0.238,-0.002990492,-0.142251094
277,0.032243269,1.83E-08,0.54,-0.028711532,-0.028453623
278,0.043708914,2.15E-08,1.09,0.198431664,-0.047661938
279,-0.106384514,2.86E-09,0.697,-0.004558129,-0.174928008
280,-0.17883172,2.29E-08,0.503,0.065885669,-0.241235069
281,0.061047983,2.90E-08,0.332,-0.062906191,0.010499368
282,0.103547437,5.67E-07,0.989,0.029787068,0.040585146
283,-0.08270039,4.06E-08,0.958,-0.043044358,-0.159357696
284,0.03624791,1.84E-07,0.806,0.128189115,-0.035485716
285,0.061075138,9.68E-07,0.488,-0.058484723,0.035297402
286,0.12076742,1.05E-07,0.414,-0.012804065,0.067586569
287,0.159200467,2.03E-07,0.68,0.023851664,0.097023906
288,0.140652327,4.69E-07,0.339,0.008496457,0.101953376
289,-0.00715524,4.64E-07,0.658,0.023918032,-0.059712735
290,0.030998892,3.11E-08,0.708,0.077850214,-0.040002797
291,-0.004112638,3.36E-07,0.245,-0.136549385,-0.038191873
292,0.011299471,2.44E-07,0.415,0.048477508,-0.039473409
293,0.266297442,5.07E-08,2.23,0.098482603,0.132519592
294,0.05362513,2.66E-07,0.963,-0.175225027,-0.010983002
295,0.13640349,5.45E-09,0.945,0.047009416,0.055886361
296,0.15315666,4.66E-07,0.409,0.06135606,0.109583171
297,0.314065722,2.15E-09,0.6,0.141452324,0.244270656
298,0.020569744,3.50E-07,0.194,-0.024976771,-0.014932672
299,0.127437796,2.74E-09,1.05,0.191098766,0.037350478
300,-0.03442839,9.24E-09,1.68,0.384622193,-0.157172032
301,0.189942036,1.39E-08,1.06,0.185653752,0.100010251
302,-0.057889002,1.53E-07,0.684,0.084313109,-0.124062862
303,0.060857813,7.24E-08,0.372,-0.015718332,0.008422664
304,0.028066457,6.23E-10,1.7,0.161893721,-0.087820842
305,0.040202371,4.90E-07,0.495,-0.029110373,-0.002875785
306,-0.018313609,4.14E-08,0.318,-0.042254265,-0.068610297
307,0.109177283,1.86E-09,2,-0.302434387,-0.002415104
308,0.135899664,4.12E-09,0.498,-0.004497315,0.075593055
309,0.052265679,4.11E-08,1.08,0.083509193,-0.033927548
310,0.162643993,5.88E-08,0.913,-0.024471561,0.087783583
311,0.397245286,6.23E-10,0.608,0.181579822,0.325634188
312,0.220169473,4.14E-08,1.3,-0.023783947,0.128762573
313,0.013319209,6.89E-08,1.18,0.107074018,-0.076907826
314,0.151954066,1.30E-08,0.567,-0.09237007,0.092245365
315,0.087454157,6.19E-08,0.479,0.10299092,0.026014263
316,0.122336256,8.10E-08,0.367,-0.130694134,0.074507376
317,0.138815986,2.56E-07,0.55,0.051013735,0.082792306
318,0.102763669,6.55E-09,0.619,-0.032998066,0.03857369
319,0.277640831,2.86E-08,2.2,0.502737115,0.129898945
320,-0.074812043,4.96E-09,2.11,0.078037082,-0.204442905
321,-0.058547405,4.63E-08,0.236,-0.058552917,-0.104719752
322,0.037809824,5.20E-08,0.402,0.013611776,-0.017591499
323,0.153051878,7.67E-08,0.899,0.043828821,0.076922473
324,-0.006361606,5.34E-09,1.28,0.074121152,-0.101651252
325,0.027629232,4.66E-09,1.28,-0.202905418,-0.057772768
326,0.052006308,5.73E-09,0.519,-0.078054537,-0.006480112
327,0.090631743,4.31E-08,0.759,-0.026056488,0.021647179
328,0.089326763,4.04E-09,2.19,0.088923387,-0.044019537
329,-0.03118373,1.98E-09,1.07,0.003874216,-0.11542247
330,-0.023390384,2.50E-07,0.528,-0.102525238,-0.07321551
331,0.136390243,1.27E-07,0.666,0.171280888,0.066978448
332,0.179268937,3.38E-08,0.747,0.151736318,0.104107758
333,0.034977606,1.10E-08,0.243,-0.052522349,-0.012877543
334,-0.018500303,4.28E-08,0.010827,-0.002992553,-0.057502062
335,0.09272437,8.87E-07,0.829,0.058784328,0.046000626
336,0.074026942,2.79E-07,0.285,-0.096368088,0.034959296
337,0.046487809,4.34E-08,0.756,0.170059703,-0.029379028
338,0.177890244,4.00E-08,1.31,0.24729862,0.076326976
339,0.118602026,1.06E-07,0.637,-0.183186875,0.062364275
340,0.005857607,8.97E-09,0.31,0.044265863,-0.04828762
341,0.043814579,5.48E-08,0.689,-0.054842302,-0.020866155
342,0.034161882,1.12E-07,0.59,0.190803169,-0.033318672
343,0.070218731,5.31E-08,0.311,-0.098004193,0.022595461
344,0.08406015,1.45E-08,1.55,-0.211652155,-0.01182191
345,0.153520945,9.82E-09,1.77,-0.210059385,0.048363636
346,0.18826246,9.88E-09,1.1,0.062090153,0.10096917
347,-0.120454489,3.87E-07,1.1,0.001672463,-0.192993708
348,0.015907963,1.39E-09,1.78,0.210399049,-0.104984232
349,0.20506483,2.73E-08,1.06,0.004718247,0.122053283
350,0.195490688,1.19E-08,1.38,0.098825463,0.095417231
351,0.185191938,4.56E-08,1.12,0.023439362,0.099650277
352,0.022580116,4.57E-08,0.424,0.104812668,-0.037200396
353,0.004007611,2.31E-07,0.137,-7.97E-05,-0.034011208
354,-0.003192023,1.20E-08,1.13,0.08784057,-0.092571445
355,0.141371408,3.28E-08,0.652,-0.168178428,0.081534607
356,0.168278933,1.73E-08,1.19,0.175046855,0.073485315
357,0.050187507,8.07E-08,1.31,0.232157713,-0.049475067
358,-0.024503166,3.03E-07,0.679,-0.163361823,-0.076601986
359,-0.019278397,6.11E-08,0.409,-0.076637505,-0.071435612
360,0.020967199,1.10E-07,0.844,0.129671067,-0.054855684
361,0.278636495,4.21E-08,2.03,0.83812164,0.126349798
362,-0.061547903,2.17E-07,0.377,-0.023344511,-0.109087744
363,0.008178673,6.77E-08,0.456,-0.109439815,-0.044520659
364,0.110132917,5.22E-09,0.298,-0.149680043,0.063294985
365,0.063489305,2.35E-09,0.581,-0.29164135,0.009977043
366,0.148032032,1.95E-09,0.422,0.012203562,0.090186013
367,0.059779156,2.03E-07,0.982,0.161240821,-0.019752016
368,-0.061492549,1.19E-07,2.99,0.139481631,-0.22576152
369,0.198516466,1.08E-07,0.253,-0.010944959,0.152001016
370,0.096082324,1.59E-07,0.63,-0.117457174,0.039551255
371,0.075820411,9.10E-08,1.12,0.240004788,-0.01595268
372,0.091192507,1.76E-07,0.464,-0.003631113,0.03799477
373,0.187381179,8.68E-08,1.22,0.043543463,0.098376963
374,0.045482389,2.86E-07,0.826,0.079123316,-0.021913818
375,-0.191841332,2.15E-06,0.171,0.14283376,-0.172294505
376,0.172258286,2.94E-07,1.82,-0.093901227,0.07037525
377,0.099785152,1.58E-07,0.383,-0.117799346,0.053407082
378,-0.033262077,2.18E-07,0.827,0.065067801,-0.10246729
379,0.147444038,7.89E-08,0.589,-0.002945567,0.085830579
380,-0.007441966,1.21E-06,0.629,-0.550537616,-0.013344113
381,0.125547223,6.31E-08,1.41,-0.026428275,0.030428524
382,0.0126231,4.83E-07,0.483,-0.273290648,-0.0214592
383,0.188064376,1.25E-07,0.4,-0.086432801,0.138762027
384,-0.079502159,1.53E-06,0.141,-0.066554254,-0.071931826
385,-0.054256745,1.90E-07,0.549,-0.135721717,-0.105762812
386,0.057555374,1.02E-06,0.213,-0.168983992,0.048794505
387,0.138299147,2.95E-08,1.05,-0.023153226,0.056770045
388,0.188293003,3.99E-07,1.25,-0.42535307,0.125252269
389,0.24097891,3.77E-08,0.602,-0.132453897,0.182087263
390,-0.068429884,8.29E-08,0.0454,-0.081284646,-0.104715905
391,-0.08457081,1.74E-06,0.0395,-0.32659111,-0.056504777
392,-0.020420113,5.40E-07,0.973,0.018755764,-0.083230293
393,0.263505729,1.38E-08,0.509,0.041852663,0.201411127
394,-0.029673264,9.02E-08,2.81,0.01078745,-0.182885649
395,0.227745294,4.46E-08,0.54,-0.097709958,0.170394955
396,0.050072633,2.36E-07,1.41,0.019112591,-0.040901816
397,0.218774231,1.51E-09,0.83,0.083799964,0.141546346
398,0.132668121,2.06E-07,0.537,-0.207169238,0.084746577
399,-0.021940899,7.35E-08,1.03,0.12734719,-0.106560951
400,0.045241164,5.91E-08,0.77,-0.312849849,-0.013402483
401,0.072036513,1.07E-07,0.843,0.092988849,-0.002533084
402,0.121775588,1.78E-07,0.512,-0.254761621,0.075651418
403,0.057036041,1.22E-07,0.782,0.033537452,-0.012393221
404,0.139531825,1.81E-07,0.867,-0.02499221,0.07066529
405,-0.12429373,8.49E-08,0.914,0.077039848,-0.201955277
406,-0.179749573,4.97E-07,2.64,-0.566284909,-0.291731558
407,0.018115354,2.51E-07,0.349,0.012273583,-0.028410025
408,0.083389065,1.36E-07,0.731,-0.048549043,0.019464586
409,-0.048558745,5.38E-07,1.22,0.065393204,-0.123278266
410,0.128868304,7.49E-07,0.601,0.001325698,0.08898355
411,0.196380214,7.60E-08,0.786,0.029629247,0.125389982
412,0.055281049,4.05E-09,0.113,-0.053763869,0.012593057
413,0.161135056,1.09E-07,0.739,0.039309529,0.09283642
414,0.037716999,1.11E-07,0.386,-0.030198695,-0.013487881
415,0.109175976,1.00E-07,0.504,-0.129567099,0.056298068
416,0.116748625,1.73E-07,1.16,0.025824155,0.03372812
417,0.066800851,3.75E-08,0.496,-0.023783515,0.008381184
418,0.127403734,8.46E-07,1.06,0.364442383,0.058861218
419,0.075496995,2.29E-07,0.51,0.012489955,0.021597524
420,0.174649641,1.70E-07,0.554,0.006340473,0.11718765
421,-0.086451556,1.17E-07,0.769,0.035582137,-0.155585441
422,0.121193353,1.18E-07,0.612,-0.093365703,0.063172811
423,0.119974367,2.45E-07,0.755,0.146642811,0.051718209
424,0.152509901,3.74E-08,0.612,-0.219729263,0.096318517
425,0.066697175,4.14E-07,0.126,-0.026596705,0.036190762
426,0.094845164,1.06E-08,0.375,-0.072324593,0.042247867
427,0.17641967,2.60E-07,0.898,0.132617066,0.103275848
428,0.036163215,1.79E-07,0.261,0.048817785,-0.010448903
429,0.173818297,8.23E-07,0.578,0.033207704,0.136211374
430,-0.082751746,3.14E-07,1.12,0.342426468,-0.170742517
431,-0.08464503,2.26E-08,0.0998,-0.019111844,-0.127409527
432,-0.007904081,1.47E-08,0.246,0.063246743,-0.059900778
433,0.083301476,2.80E-08,0.595,-0.014622817,0.020158975
434,-0.042653149,5.76E-08,0.228,-0.067423438,-0.087801308
