TAC,A1,A2,A3,A4,DA_ROA
-0.051099323,1.75E-07,-0.0109,0.119924939,0.313537396,-0.114840096
-0.034926811,4.16E-08,-0.0773,0.134361784,0.038123433,-0.024407604
-0.017743491,1.08E-07,0.122,0.609044217,0.015351285,0.041081662
-0.002017226,3.32E-07,0.0907,0.458248039,0.095036207,0.021536686
-0.018368565,7.67E-07,-0.0904,0.145486595,-0.057721764,0.015579835
-0.024579134,4.55E-07,0.0375,0.444264191,0.078909593,0.001189919
-0.038986443,2.26E-07,0.163,0.682087962,0.083351129,0.007984953
-0.077744347,6.28E-07,-0.0501,0.265291824,-0.018239217,-0.043043265
0.182270368,1.91E-07,0.0603,0.119564102,0.063869833,0.185043418
-0.069510336,5.66E-07,-0.111,0.408659286,0.015475091,-0.031476037
0.023767431,7.53E-08,-0.0372,0.027698681,0.046820887,0.022873359
-0.047855603,1.01E-06,0.0897,0.23795532,0.001795216,-0.021367959
0.0081405,7.67E-08,0.277,0.290826872,0.191868288,-0.00620551
-0.081001157,5.73E-07,0.168,0.564405536,0.013446614,-0.02704374
-0.06982462,4.69E-07,0.0748,0.045697466,0.098607289,-0.083644224
-0.106977791,6.32E-08,0.085,0.286817851,0.074892001,-0.091949074
0.141685946,2.93E-07,0.112,0.476211772,0.088217323,0.168901431
-0.026259697,5.68E-08,0.44,0.497074145,0.192921677,-0.021804876
-0.007767577,7.15E-07,-0.154,0.078384655,-0.034985642,0.01410786
-0.022052744,2.73E-09,0.0693,0.174473937,0.046034037,-0.008997286
-0.025412224,9.31E-08,-0.00235,0.218944477,0.043312363,-0.008620015
-0.060864435,8.66E-08,0.135,0.000487592,0.036678378,-0.060301777
-0.143961764,2.64E-08,0.0585,0.498330454,0.056394097,-0.105724649
0.000614406,5.39E-08,0.00796,0.27604344,0.044793119,0.022190515
-0.138077204,2.13E-08,0.54,0.441218404,0.208081698,-0.141661468
0.010580902,1.21E-07,0.094,0.237392002,0.121921299,0.008703127
0.003551449,1.31E-06,-0.0437,0.172690889,-0.040483875,0.033494585
0.040515179,2.82E-08,0.165,0.068884917,0.097283026,0.031392702
-0.014303957,4.25E-08,0.0387,0.374701991,0.110727135,-0.001377845
-0.098120452,1.87E-07,0.0205,0.459068994,0.026966854,-0.056381231
-0.037939014,1.46E-07,-0.103,0.487250205,-0.038212495,0.022823958
0.060565258,1.30E-08,0.108,0.169584618,0.080007468,0.064423122
-0.049885749,1.13E-07,0.0236,0.341984317,0.103651091,-0.038301636
-0.034815402,5.58E-08,0.00454,0.239093032,0.057851923,-0.019933615
-0.066631507,1.35E-07,0.0125,0.460025499,0.0610032,-0.033675195
0.026552878,1.45E-07,0.0575,0.074327083,0.098984232,0.016262738
-0.019619906,2.73E-07,0.019,0.696729387,0.001865521,0.049036143
-0.08794843,4.98E-07,0.01,0.131292589,-0.054140714,-0.054445133
-0.098190642,7.62E-08,0.0534,0.486243587,0.057507043,-0.061525778
-0.029979383,1.92E-07,0.00454,0.502672271,0.033461102,0.013693666
0.034072146,1.14E-08,0.234,0.191975403,0.037404496,0.05202111
-0.067234415,6.18E-08,0.0639,0.142919921,-0.054954182,-0.030437632
0.089445705,1.63E-07,-0.0551,0.378959714,0.036006686,0.121419899
-0.068030771,7.82E-08,0.232,0.45979888,0.056421062,-0.032161272
-0.040179847,3.46E-08,-0.0403,0.571324953,0.061818825,0.002246022
-0.04272887,2.98E-08,0.0864,0.543951579,0.067886443,-0.003401075
0.049718912,3.04E-08,-0.142,0.115432247,0.03755098,0.058349994
0.133518289,4.31E-09,-0.135,0.10261868,0.026402974,0.144139891
0.027004261,2.05E-07,0.0377,0.317236183,0.133816499,0.028190031
-0.02140271,1.85E-07,0.128,0.161551845,0.087225906,-0.020687878
0.00288827,1.77E-07,0.0168,0.38587633,0.042560606,0.034162662
0.024719278,4.61E-09,0.0228,0.02596128,0.047342989,0.024221408
-0.01548267,6.53E-08,0.0392,0.005035298,0.009125906,-0.007799153
-0.08071747,1.94E-06,0.00921,0.236222487,-0.068305227,-0.03999214
-0.013738015,2.31E-07,0.239,0.655401791,-0.051969922,0.067255979
-0.023979855,1.87E-07,-0.029,0.250859607,0.076956399,-0.013877736
-0.048070713,3.49E-07,-0.112,0.676842787,-0.034523369,0.027307212
-0.043125439,3.72E-08,-0.0157,0.46926891,0.003757697,0.005982614
-0.020166878,8.12E-07,-0.0335,0.008410308,0.098818886,-0.03935391
-0.264425446,5.94E-07,0.593,0.169667077,0.126653307,-0.271871348
0.00266101,2.57E-09,-0.0101,0.252103876,0.05172625,0.020401448
0.028168715,3.37E-09,0.0546,0.139459997,0.058998807,0.034650673
0.023411329,2.46E-08,0.0048,0.12995307,0.018391252,0.039400492
-0.010678045,4.15E-08,0.0167,0.285886168,0.046227812,0.011479875
0.022393496,1.25E-07,-0.0515,0.286775378,0.03266413,0.047429635
0.005005749,8.47E-08,-0.00691,0.232361755,0.102682631,0.007239868
-0.012117808,1.01E-07,0.0335,0.121753679,0.013563777,0.004336418
-0.03522249,5.55E-08,0.0583,0.508587046,0.028163237,0.01126603
-0.027971126,1.07E-07,-0.0264,0.308480044,0.074695642,-0.011942414
-0.035599668,1.93E-08,0.36,0.392512001,0.043758757,-0.001110015
-0.059482461,7.97E-07,0.0275,0.532328618,-0.075230964,0.013345323
0.026507636,5.12E-08,0.102,0.638052815,0.067207283,0.074200635
-0.053607795,2.02E-09,0.0465,0.247473447,0.058134781,-0.037577884
0.007069928,7.50E-08,0.00176,0.217810637,0.016278337,0.031022109
0.081362995,1.08E-07,0.148,0.210740493,0.064068617,0.092914284
0.042274181,1.17E-07,0.236,0.433497391,0.032906892,0.081965675
-0.017363421,3.22E-07,0.115,0.339376828,0.067146122,0.003470759
0.1192492,1.30E-07,0.307,0.420556909,0.063281173,0.150207679
-0.046235163,3.59E-08,0.0152,0.155754115,0.089890684,-0.046916969
0.039333992,1.79E-08,0.0228,0.081230727,0.084733534,0.033675892
-0.023689966,1.13E-07,0.045,0.463844853,0.092227156,0.001635901
0.141035094,1.58E-07,0.474,0.134228678,0.200659097,0.111804579
-0.026412485,4.11E-07,-0.0732,0.356967039,0.017846195,0.007372659
-0.013503408,4.50E-08,-0.00255,0.270187131,0.03587389,0.00988989
0.011313228,2.40E-07,-0.0089,0.040904338,0.019695819,0.018298968
-0.055650867,3.62E-07,0.0205,0.48768776,-0.009894133,-0.002349727
0.028823899,5.28E-07,0.316,0.231697225,0.057654732,0.043399443
0.006681038,2.81E-07,0.312,0.463553107,0.19825746,0.005067066
-0.124967039,2.14E-07,-0.0716,0.094362565,0.019074528,-0.113506163
0.008881877,2.49E-07,0.103,0.233679275,0.179502921,-0.009005748
-0.074676898,2.21E-07,-0.122,0.201933701,0.016642391,-0.05361234
0.024823416,2.09E-09,0.163,0.203102473,0.148880087,0.013766319
0.008907669,1.71E-09,0.219,0.316031868,0.145084716,0.009034865
0.013513459,1.29E-08,0.254,0.31647157,0.130352591,0.017775599
0.025036178,7.20E-08,0.457,0.551795086,0.189397511,0.03522755
0.040775728,6.52E-08,-0.0102,0.343572723,0.007557124,0.077902903
0.018683887,5.92E-08,0.189,0.199993449,0.183677937,-0.001904108
0.103652522,1.08E-07,0.543,0.21713338,0.200081983,0.082431908
0.050577954,1.11E-07,0.395,0.427524391,0.011677173,0.096482127
0.033272273,2.75E-08,0.168,0.238692945,0.167296031,0.020360034
0.040924782,2.26E-08,0.659,0.355468316,0.048584413,0.072950538
0.245082638,9.53E-09,0.148,0.239440905,0.033215664,0.267678631
-0.016303058,7.65E-08,0.0106,0.134520779,0.000492254,0.004659766
0.03951515,1.41E-07,-0.043,0.220505453,-0.003982776,0.06850412
-0.094305599,2.81E-08,0.023,0.531142838,0.017921425,-0.043282121
-0.003967047,8.21E-08,0.117,0.283427522,0.026231109,0.02379951
-0.005031934,1.83E-07,0.0417,0.424713617,0.06266312,0.024433783
0.025355071,8.05E-07,-0.000163,0.279315954,0.000511071,0.055957026
0.087779132,2.16E-07,-0.50682,0.261835985,0.059867778,0.099985609
0.006648708,1.88E-09,0.205,0.246131578,0.080304232,0.017772937
-0.005380723,4.08E-07,0.0554,0.375971664,0.031408721,0.02735019
-0.026422459,1.53E-07,0.0433,0.266530188,-0.070554179,0.024731463
-0.004751361,9.66E-08,0.077,0.352767411,0.033869644,0.026677281
-0.059596802,1.89E-07,-0.0148,0.53426798,0.024101422,-0.01082458
-0.010610154,1.80E-07,0.00662,0.298673947,-0.092079346,0.048677021
0.11765655,4.71E-07,0.0336,0.32457003,0.140341713,0.11668463
0.098066305,5.06E-07,0.191,0.420060731,0.134777057,0.107788477
-0.033893216,1.62E-09,0.0478,0.267588216,0.024060877,-0.007084011
0.037413414,5.75E-09,0.0597,0.107087165,0.027454518,0.049467013
-0.003359285,7.21E-07,0.0437,0.138146819,0.063047364,-0.000937453
-0.079001053,3.65E-07,0.512,0.427942917,0.038841028,-0.040447202
-0.016775446,2.26E-07,0.0264,0.35115461,0.032266596,0.014087771
-0.032664994,1.39E-07,0.0361,0.011936221,0.010083226,-0.024945096
0.142211412,3.18E-07,0.0151,0.277947688,0.028281727,0.167343966
-0.007825586,4.48E-07,-0.0269,0.2838016,-0.075486367,0.044502843
0.031793556,7.36E-08,0.0367,0.030709851,0.03320412,0.035277804
-0.070189189,3.00E-07,-0.00539,0.100382376,0.046149488,-0.065260389
-0.084960191,2.08E-07,-0.0809,0.127326737,-0.032430742,-0.057039433
-0.003564264,1.26E-08,0.044,0.145250555,0.026970948,0.011793861
0.028438942,9.92E-07,-0.00092,0.089175248,0.006747673,0.04016163
0.133826193,8.57E-08,0.0812,0.003118488,0.041667224,0.132932229
0.017097682,8.90E-08,0.00764,0.000487592,0.040782281,0.015695081
0.201739086,5.36E-07,-0.0462,0.01638139,0.016125774,0.206133912
0.075765144,4.16E-07,0.202,0.000487592,0.069598924,0.066781261
0.033203472,2.13E-08,0.0518,0.45031623,0.06334573,0.06540893
-0.04870886,4.19E-07,0.0137,0.37584981,-0.067966416,0.010002453
0.09854812,7.74E-08,0.0957,0.001884646,0.039868558,0.098154808
-0.006461528,1.76E-07,0.0432,0.74593698,0.036335112,0.057877456
0.082956391,5.75E-08,0.117,0.407545061,0.037505979,0.118598895
0.063174461,5.07E-07,0.1,0.413189355,-0.012782829,0.1107554
0.069734815,2.45E-07,-0.0745,0.000487592,-0.004200803,0.079076431
0.008198191,5.60E-08,0.545,0.30789809,0.015453684,0.043963835
-0.030267094,1.57E-07,0.15,0.048927053,0.011664771,-0.019050494
-0.023642766,1.11E-07,0.125,0.158551429,0.026829801,-0.006924725
0.211778963,3.64E-07,0.26,0.211428775,0.127848257,0.206264119
0.179733205,7.38E-07,-0.129,0.073506243,0.078206134,0.171288741
0.018801793,5.02E-07,0.171,0.364905496,0.002576551,0.058630772
0.078953197,1.12E-07,0.356,0.528198812,0.103070978,0.109115248
0.038403546,1.49E-07,0.251,0.010188442,0.067707204,0.032138088
-0.022812716,5.62E-08,0.0873,0.190064021,0.020591408,-0.001752544
0.104756125,1.67E-07,0.114,0.372552697,0.127059686,0.113198407
0.048250956,7.37E-08,0.15,0.402043303,0.013407277,0.089960484
0.0514217,3.80E-07,-0.00216,0.163788797,0.03129935,0.065493237
0.004338459,5.60E-08,0.0974,0.31161988,0.010977603,0.03855824
0.053956074,5.21E-07,-0.0107,0.220088035,-0.050004745,0.093835184
0.002964508,2.92E-07,0.251,0.4846762,0.05210019,0.041431775
0.033779189,1.23E-07,-0.265,0.244655808,-0.005269989,0.063759312
0.145374928,3.49E-07,0.0611,0.232525396,0.004888986,0.172955782
0.017027113,8.52E-07,0.222,0.359544338,0.055565261,0.04134015
0.09074699,6.27E-07,-0.344,0.05147583,-0.011622563,0.103147759
0.038313311,5.57E-07,0.153,0.056319502,-0.00309596,0.052540337
0.073186101,1.98E-07,-0.0646,0.206430048,-0.026812339,0.106630571
-0.007884726,2.59E-07,0.126,0.37129262,0.03651879,0.024149989
0.121149011,2.30E-06,0.322,0.000622338,0.189057423,0.074008454
0.08098227,3.78E-08,0.302,0.456187746,0.194680793,0.080557207
-0.015081699,5.37E-08,0.285,0.269489908,0.14371835,-0.018382187
-0.008622646,2.38E-08,0.038,0.165419997,0.04539845,0.003520028
0.010430111,9.46E-09,0.0427,0.164669464,0.052065096,0.020830109
-0.066582708,4.37E-07,0.062,0.408058403,0.015327857,-0.026877839
-0.056500128,4.51E-07,-0.0158,0.354510257,-0.069180144,0.000355498
-0.049319212,3.39E-08,0.117,0.424399759,0.06673658,-0.01986406
0.144555027,1.63E-07,-0.102,0.221347491,0.060202658,0.156129822
-0.142173583,1.05E-07,0.71,0.342375257,0.11067316,-0.127700517
0.222977736,2.11E-06,0.543,0.093221288,0.130003655,0.201758184
0.09290812,2.07E-07,0.258,0.24375244,0.102424635,0.097529056
0.073114643,1.15E-07,0.0596,0.229322858,0.033077123,0.093855038
-0.000378852,2.72E-07,0.113,0.271307568,0.022487476,0.026559741
-0.008357484,4.40E-08,0.0835,0.34839314,0.01040262,0.029156272
-0.00996362,1.99E-07,-0.00561,0.651742916,0.012334406,0.052138483
0.057814746,1.89E-07,0.0519,0.098535366,0.058047787,0.060256147
0.134395155,5.41E-07,0.186,0.285744597,0.142324536,0.130297167
0.028449354,1.96E-07,0.172,0.181585691,0.091844396,0.029936087
0.017845224,2.00E-07,0.0676,0.206312972,0.043701447,0.03349898
-0.049582929,6.14E-07,-0.187,0.371635047,0.069294649,-0.02971948
-0.057456406,1.66E-07,0.116,0.310923527,0.020257903,-0.026057032
0.081893327,2.26E-07,0.246,0.224714736,0.038751324,0.1015701
-0.007829379,2.23E-08,0.124,0.236451947,0.037620246,0.013127266
0.033280914,1.56E-07,0.0101,0.328108169,0.002002874,0.070321954
0.024344019,1.49E-07,-0.00751,0.094599763,0.060062114,0.025661245
-0.008306348,5.45E-08,0.0554,0.695596603,0.018562463,0.056930226
0.005715642,1.84E-07,-0.192,0.137963911,0.113860406,-0.004848981
-0.264425446,2.18E-06,-0.0089,0.057130201,-0.267032771,-0.1876637
0.048070496,2.25E-07,0.138,0.275026275,0.023160437,0.075507366
0.02167806,6.38E-07,0.0297,0.199223943,-0.002312854,0.046935957
0.179919111,2.60E-07,0.108,0.16575957,0.077938154,0.183029623
-0.00500736,1.25E-07,0.121,0.240856972,0.066194435,0.008342693
-0.053084801,1.06E-07,0.0749,0.516638054,0.076345034,-0.018742099
-0.033960217,1.24E-07,0.0386,0.471523178,0.117811339,-0.014830603
-0.068006366,3.18E-07,0.0379,0.460311881,0.009409499,-0.021901796
-0.097563357,1.41E-07,-0.0224,0.388092703,0.046360873,-0.067230206
0.098981346,1.05E-06,0.105,0.195665012,0.141606605,0.084721546
0.038947105,2.90E-07,0.271,0.310441331,0.150710165,0.03632967
0.008650904,8.50E-08,0.0652,0.182586463,0.020441493,0.028839022
-0.028676765,8.12E-08,0.113,0.273992442,0.035463397,-0.004197463
0.272046036,4.81E-07,0.101,0.403365256,0.026107426,0.308583426
-0.031026628,2.45E-07,0.0833,0.480118157,0.026341931,0.012906146
0.027317551,3.72E-07,0.211,0.363898012,0.038081637,0.0584361
-0.042316897,6.10E-08,0.0634,0.441572011,0.013051602,0.002374206
0.002548499,2.41E-08,0.142,0.590536608,0.155472954,0.023122384
-0.091707073,1.36E-06,-0.0343,0.389065252,0.067488531,-0.071721771
0.032093276,7.46E-07,0.223,0.520693821,0.128562166,0.051472403
-0.036945989,2.52E-07,0.104,0.162211099,0.046124708,-0.025713913
-0.082655399,2.85E-07,0.114,0.487608927,0.087990594,-0.054346418
0.100408408,7.55E-08,0.00167,0.220633915,0.033474072,0.120048814
-0.103902164,3.82E-07,0.142,0.433572643,0.133852697,-0.09261375
-0.003218641,1.20E-07,0.0428,0.395063886,0.033917769,0.031541421
0.112436148,7.93E-08,0.054,0.390566833,0.137361176,0.119645481
0.076166672,6.60E-09,0.27,0.273643387,0.100665814,0.084709848
0.132273187,8.10E-08,0.2,0.254573611,0.133839701,0.129608617
0.085342986,3.97E-08,0.332,0.396398093,0.065630919,0.114106479
0.01489692,1.67E-07,-0.0493,0.133461779,0.046646728,0.0227826
0.272046036,1.63E-07,0.304,0.224434217,0.333376352,0.214311797
-0.002870796,1.52E-07,0.0395,0.280552255,0.056401012,0.015854686
-0.106224954,2.93E-07,0.396,0.327086761,0.13206529,-0.101619452
0.019378976,3.60E-07,0.19,0.244186989,0.034063087,0.041081538
0.030990707,3.29E-07,0.498,0.369089132,0.067691446,0.056843757
0.048048243,1.99E-07,-0.0082,0.267137441,0.046241439,0.067791939
-0.034916359,1.08E-07,0.0696,0.313594483,-0.033201734,0.010782561
-0.014040646,8.09E-08,-0.00959,0.334732928,0.041786728,0.013197339
0.001451084,3.95E-08,0.0742,0.469095657,0.048899776,0.039193171
-0.04226016,7.63E-08,0.0405,0.550029643,0.148654687,-0.024290335
-0.020745856,8.42E-08,0.0433,0.748794207,0.056478776,0.03886495
0.026689189,8.99E-08,0.0636,0.350510735,0.082647874,0.044938411
-0.074152929,2.93E-08,0.252,0.429330347,0.034798498,-0.034872547
-0.019482862,7.56E-08,0.0897,0.36982354,0.036429369,0.012915902
0.021359811,6.69E-08,0.0367,0.420634795,0.062153863,0.051025415
0.090103452,4.03E-07,0.0428,0.133599562,0.063398522,0.093272299
-0.04287137,4.12E-08,-0.227,0.208371035,0.060108662,-0.032775015
0.045198841,1.78E-08,0.17,0.291322309,0.062035866,0.064780183
0.007354586,1.31E-09,0.00318,0.032639986,0.005046293,0.018516846
0.000967604,1.42E-07,0.0118,0.37707894,0.11870463,0.011415422
0.019134995,2.08E-07,-0.0284,0.346783081,-0.014588426,0.061724366
-0.000970556,1.31E-08,0.0306,0.185573146,0.039748133,0.014407885
-0.023728808,8.59E-08,0.204,0.338174177,0.094187577,-0.008632224
0.055011564,1.87E-07,0.629,0.16171724,0.059735274,0.066432033
0.038841345,9.72E-08,0.0614,0.31305615,0.085762803,0.052973297
-0.07697218,4.35E-07,0.0402,0.550197163,0.05841918,-0.036491352
-0.025119932,3.85E-07,0.0407,0.20493118,0.111362667,-0.028410639
-0.036641127,4.04E-07,0.0963,0.208732018,0.06635838,-0.027378
-0.035846569,1.54E-06,-0.0154,0.280391687,0.029831454,-0.015887847
0.00839591,3.77E-07,-0.00855,0.250440704,0.076293956,0.01803544
-0.054735055,1.63E-07,-0.0152,0.522922547,-0.033452235,0.008394217
0.067969699,3.27E-07,0.196,0.442585658,0.003291874,0.115200537
0.103123351,3.21E-08,0.0598,0.13270639,0.003186222,0.123724249
-0.022192016,1.28E-07,0.12,0.450995733,0.052856739,0.01289937
0.272046036,6.35E-07,0.105,0.343797508,0.23664187,0.247085262
-0.105140992,3.07E-07,0.0149,0.515176305,0.060154626,-0.067830776
-0.100512513,3.25E-07,0.12,0.468597123,0.033963423,-0.059659227
0.041515846,3.18E-07,0.117,0.592967583,0.127433162,0.068409476
0.017691626,1.21E-07,0.36,0.682340716,0.19627864,0.03653116
-0.040667363,5.28E-07,0.0775,0.178741588,0.024838706,-0.023621616
0.008751105,5.61E-07,-0.0507,0.348303686,0.099415772,0.019750321
0.088626622,9.91E-07,0.0223,0.117071716,-0.061784078,0.121081284
-0.023653476,1.05E-06,0.041,0.476817882,0.091656821,-0.000734009
0.010518869,5.76E-07,0.0511,0.289461532,0.018818095,0.038395605
0.030108707,4.70E-08,0.207,0.336577047,0.061562779,0.053879303
0.001420461,5.29E-07,0.0149,0.643634244,0.05379944,0.0506902
0.013701529,2.38E-07,0.033,0.234945671,0.082938796,0.02106298
-0.02278231,8.44E-08,-0.0248,0.340430546,0.02055169,0.010456319
0.060489682,5.06E-08,0.069,0.128685324,0.071044464,0.062760882
-0.041628603,1.02E-06,0.123,0.423463427,0.058431104,-0.013861103
-0.033391618,9.03E-07,-0.0642,0.232174341,-0.153928583,0.03320364
0.015215716,1.11E-08,0.12,0.488694629,0.133430888,0.03269399
0.018830062,7.26E-07,-0.0698,0.008176976,-0.024443104,0.032355195
0.100984169,1.01E-07,-0.0397,0.309387802,0.100203986,0.110268672
0.043727667,2.72E-08,0.0737,0.006447173,0.045432645,0.04230225
0.019237819,2.33E-07,0.078,0.383738763,0.006826942,0.059989589
0.134360968,9.31E-08,0.0142,0.32786583,0.162583305,0.129126381
-0.08220459,7.86E-07,0.00233,0.281798635,-0.019827486,-0.045909708
-0.038761366,6.92E-08,0.0717,0.620537342,0.041613043,0.013913718
-0.008315597,3.92E-07,0.00243,0.389678279,0.088209829,0.010262068
-0.00745846,1.33E-07,0.022,0.173918003,0.011200356,0.013943139
0.004882457,1.64E-08,0.0622,0.555217387,0.065755825,0.045638874
-0.001027483,3.06E-08,0.0856,0.503116063,0.014183339,0.048972322
0.004570736,1.20E-07,0.0557,0.004448045,0.022090148,0.008669066
-0.006754161,8.08E-09,0.0794,0.391062413,0.062716936,0.020718026
-0.016523376,1.36E-08,0.188,0.607255473,0.031924369,0.038576037
-0.003485021,1.57E-09,0.234,0.582728791,0.108328795,0.029612868
0.125878603,2.25E-08,0.336,0.405258746,0.133304955,0.137582339
-0.000308854,7.73E-08,0.0887,0.375084984,0.001017063,0.041911395
0.020564551,1.50E-07,0.0896,0.228127551,0.006321791,0.048355279
0.044030551,1.66E-07,0.135,0.176730766,0.06999772,0.050746591
0.15626581,5.47E-08,0.291,0.290960559,0.068153235,0.174877327
0.052040164,9.31E-08,0.299,0.287615166,0.08135305,0.066770454
-0.039101094,6.79E-08,0.17,0.110250592,0.033555281,-0.027878663
0.115434549,3.69E-08,0.624,0.375088658,0.234332016,0.099674359
0.108652855,4.35E-08,0.462,0.388734581,0.175310211,0.108576464
0.079015626,1.07E-07,0.0561,0.378722685,0.066992381,0.103740263
0.074107628,1.48E-07,0.225,0.148617334,0.114867857,0.067186058
-0.029914988,1.23E-07,0.324,0.367745223,0.058125693,-0.002028737
0.011901834,1.19E-08,0.409,0.557452003,0.06212431,0.056197744
-0.031681754,5.20E-07,0.193,0.564020877,0.074535469,0.006440931
-0.087595796,5.70E-07,0.71,0.277702643,0.157483223,-0.092943655
-0.010509698,1.02E-08,0.371,0.14159159,0.117825874,-0.017290285
0.171347394,1.52E-07,0.676,0.515940279,0.253289003,0.162689962
0.091049396,9.93E-08,0.493,0.237877928,0.127345936,0.09058429
0.117891894,8.57E-08,0.347,0.386223354,0.103236272,0.135736355
0.086993912,5.03E-08,0.165,0.192120673,0.139285174,0.077350926
0.049371683,4.81E-07,0.12,0.268207625,0.080371914,0.059943736
0.061172971,8.36E-07,0.0339,0.382014145,0.012316157,0.097668046
0.149244783,7.57E-08,0.354,0.362528981,0.095367341,0.16720476
0.057362573,5.71E-08,0.338,0.196603591,0.090556549,0.062167592
-0.08259916,1.20E-07,0.266,0.483232124,0.053345434,-0.043813583
-0.098088587,2.08E-08,0.168,0.569432036,0.065671079,-0.055371996
0.035915489,7.48E-08,0.0663,0.182853946,0.154951569,0.020550586
0.154850716,9.85E-07,0.121,0.125494161,0.10724618,0.143967004
0.104942248,7.98E-08,0.0594,0.550405984,0.034780995,0.153218224
0.098910708,5.98E-07,0.158,0.310074693,0.089151779,0.110591921
0.131107843,3.52E-07,0.306,0.359289935,0.04418233,0.160937227
0.039218353,3.84E-07,0.236,0.237356289,0.105859855,0.041534075
0.108897699,4.07E-07,0.0909,0.15673146,0.05691608,0.116102418
-0.035669855,6.68E-07,0.137,0.623084085,-0.009554527,0.028886823
0.169068941,1.19E-07,0.71,0.479030821,0.088016239,0.201341384
-0.068871302,6.46E-07,0.0983,0.231859968,0.061492454,-0.057243808
0.070162962,3.12E-08,-0.0406,0.259763455,-0.00759572,0.103958765
-0.137246796,6.86E-08,-0.227,0.434103091,-0.161223617,-0.049059819
0.053680924,3.42E-08,0.246,0.346949141,0.152529955,0.054575586
-0.007295388,1.99E-08,0.135,0.333430277,0.068380746,0.014011034
-0.066833312,6.61E-09,0.0487,0.53857747,0.034989887,-0.019426149
0.044440688,2.36E-08,0.107,0.347534712,0.02165445,0.079139993
-0.072245441,8.16E-08,-0.0321,0.066008926,0.063469748,-0.074215514
-0.080043968,6.94E-08,0.674,0.198125394,0.333376352,-0.13717045
0.018982983,1.24E-07,0.0664,0.42037453,0.069455982,0.04667202
0.130523668,3.43E-07,0.0934,0.3789756,0.33208885,0.084396172
-0.001580913,2.12E-07,0.174,0.442000916,0.084504252,0.024389521
0.086262966,3.32E-09,-0.0997,0.118034083,0.025694426,0.098654083
0.001642456,1.83E-08,0.00632,0.113848327,0.080653298,-0.000219784
0.011177571,2.27E-08,0.0117,0.287142689,0.044634344,0.033905721
0.063092721,3.44E-09,-0.0861,0.184581696,0.067327805,0.070322389
-0.018033617,2.68E-08,-0.189,0.344948634,0.000256473,0.020076193
0.000452345,4.16E-08,0.144,0.133877685,0.066696401,0.004872332
-0.010084122,7.19E-07,0.382,0.301986467,0.14084671,-0.011738936
0.128845203,3.60E-08,-0.176,0.061801832,0.108987334,0.113651385
-0.0141569,1.82E-07,0.0717,0.343162596,0.043425627,0.013538491
-0.009744066,1.08E-06,0.0848,0.199015926,-0.0085421,0.015797165
-0.025772354,1.33E-07,0.0524,0.249092671,0.064784406,-0.011833794
-0.062684982,2.34E-07,0.192,0.369542675,0.123774176,-0.053362819
-0.068550739,5.98E-07,0.0323,0.393590692,0.030561706,-0.034966072
-0.026822878,4.42E-07,0.099,0.112284671,0.031106578,-0.0167194
-0.018076705,3.09E-08,-0.0308,0.313543871,0.030249461,0.01042919
0.049819506,4.23E-07,0.0718,0.714227341,-0.04642762,0.132558335
-0.097147431,2.56E-07,0.204,0.16251346,-0.020368222,-0.067612474
-0.222851745,5.39E-08,0.134,0.257387853,0.066818013,-0.207866865
0.023784114,3.30E-07,0.164,0.272122965,0.063078663,0.040165025
0.009642656,5.68E-09,0.0138,0.107286212,0.079114583,0.007718999
0.018873845,4.66E-07,-0.0253,0.239784414,0.039585861,0.036849282
-0.075878229,2.65E-09,0.0749,0.344201501,0.145985747,-0.074533129
0.010633532,3.45E-07,0.0152,0.154846059,0.006895613,0.03064743
0.000492635,2.97E-09,0.0717,0.227715792,0.084714207,0.007937732
0.034206943,1.01E-08,0.11,0.227659806,0.002226076,0.063726781
-0.053282754,1.51E-08,0.019,0.501222475,0.077415307,-0.02058746
0.147968134,1.85E-07,-0.0359,0.106289456,-0.083339645,0.187943554
0.074024754,7.95E-08,0.0152,0.18761662,0.042436911,0.088504233
0.064477684,6.23E-10,0.114,0.084399578,0.041864862,0.07113744
0.013653949,5.26E-07,-0.0212,0.048304947,0.009451939,0.022794925
0.043080751,4.03E-08,-0.0269,0.19349745,0.005286714,0.067774822
0.069959406,2.14E-09,0.276,0.057804409,0.029427569,0.078705634
-0.023996791,5.39E-09,0.249,0.273499808,0.117277993,-0.020004193
0.039667962,4.84E-08,0.134,0.104107889,0.056219446,0.04418565
-0.085319972,6.89E-08,0.0817,0.372366212,0.105471849,-0.071014249
-0.138259861,6.23E-10,0.071,0.715438311,0.2162751,-0.123347606
0.086731175,4.21E-08,0.109,0.112064004,0.003932268,0.10564066
0.137152072,6.27E-08,-0.00291,0.061110404,0.019943976,0.146557329
-0.054145382,1.52E-08,0.14,0.488955813,0.181551621,-0.049268229
0.130837521,1.10E-07,0.113,0.448966392,0.093102745,0.155116626
-0.073449545,9.40E-08,0.0867,0.250363039,0.077938137,-0.062498226
-0.013917415,3.37E-07,0.0165,0.145046492,0.08371974,-0.015059483
-0.087685198,7.93E-09,0.29,0.48459247,0.119007747,-0.065570598
0.095286424,3.21E-08,0.118,0.04779287,0.151176387,0.069725436
0.137346713,6.26E-09,0.335,0.05992262,0.111336431,0.124970515
0.272046036,1.09E-07,0.241,0.005375788,0.190064593,0.233045928
-0.030238921,5.11E-08,0.0319,0.432355928,-0.006451214,0.018641569
