,TAC,A1,A2,A3,DA
1251,-0.02366251,4.71E-08,0.0365,0.143564894,-0.016629201
1252,-0.06455468,2.01E-06,-0.115,0.534549389,-0.009126479
1253,-0.057108348,1.97E-06,-0.0281,0.522576055,-0.006625789
1254,-0.0371716,1.79E-06,-0.0486,0.509833023,0.012396381
1255,-0.052810164,1.00E-06,0.0336,0.321064073,-0.026381882
1256,-0.041628603,1.02E-06,0.123,0.423463427,-0.009991666
1257,-0.024360474,7.59E-07,0.0724,0.480997932,0.013441028
1258,-0.083718255,7.89E-07,0.0298,0.226026073,-0.066263636
1259,-0.154853635,7.47E-07,0.00489,0.276743726,-0.132071118
1260,-0.083085305,9.92E-07,0.00911,0.348258662,-0.053264477
1261,-0.024351932,8.52E-07,-0.087,0.258114212,0.001134915
1262,-0.033391618,9.03E-07,-0.0642,0.232174341,-0.010943421
1263,-0.097934287,7.91E-07,-0.00968,0.208805216,-0.080293041
1264,-0.045778084,1.17E-08,0.00477,0.606081987,0.00288444
1265,-0.037767128,1.19E-08,0.0175,0.604957759,0.010255353
1266,-0.056676362,1.18E-08,-0.0917,0.561111774,-0.007830408
1267,-0.021754986,1.15E-08,-0.0325,0.527353549,0.021616002
1268,0.015215716,1.11E-08,0.12,0.488694629,0.048705769
1269,-0.079670575,1.01E-08,-0.048,0.425756985,-0.044522184
1270,0.201113683,6.24E-07,0.147,0.041341406,0.196779461
1271,0.095654894,6.66E-07,-0.115,0.044539324,0.102937964
1272,-0.044025506,6.92E-07,0.0317,0.049727756,-0.042440775
1273,-0.028087396,6.76E-07,0.0627,0.057150656,-0.027240177
1274,0.018830062,7.26E-07,-0.0698,0.008176976,0.021244534
1275,-0.148571712,6.85E-07,0.151,0.009195376,-0.155641274
1276,-0.054853044,8.72E-08,-0.00812,0.435123888,-0.02028161
1277,-0.064824708,8.65E-08,0.00711,0.397893323,-0.034158787
1278,-0.063809575,9.07E-08,-0.0273,0.375985555,-0.033574435
1279,-0.074202286,1.01E-07,-0.13,0.381797215,-0.03904071
1280,0.100984169,1.01E-07,-0.0397,0.309387802,0.125969311
1281,-0.071252769,1.05E-07,0.0228,0.315780198,-0.048357921
1282,0.216113981,5.35E-08,-0.121,0.107297419,0.226718044
1283,-0.215617496,3.79E-08,0.386,0.074575537,-0.229549409
1284,0.230988408,4.46E-08,-0.448,0.07148203,0.252368498
1285,0.119196728,3.43E-08,0.131,0.008374492,0.110337355
1286,0.043727667,2.72E-08,0.0737,0.006447173,0.037114425
1287,0.162354341,2.54E-08,-0.223,0.005901766,0.168335623
1288,0.036823432,1.94E-07,-0.0218,0.315286633,0.061929548
1289,-0.01919832,1.97E-07,0.0221,0.314814472,0.004004054
1290,-0.043247958,2.08E-07,-0.0384,0.338273542,-0.015373315
1291,-0.064271072,2.18E-07,-0.0645,0.348186734,-0.03437599
1292,0.019237819,2.33E-07,0.078,0.383738763,0.046222329
1293,0.01716244,2.28E-07,0.0675,0.413235581,0.047153661
1294,-0.020939611,8.66E-08,0.000988,0.364900364,0.007104765
1295,-0.028560995,8.92E-08,-0.00596,0.380553251,0.001157686
1296,-0.026826363,9.27E-08,0.0252,0.3987579,0.003168437
1297,-0.052898774,9.16E-08,-0.0293,0.352461415,-0.024630329
1298,0.134360968,9.31E-08,0.0142,0.32786583,0.158631535
1299,0.005372769,8.72E-08,-0.0129,0.313399779,0.029511108
1300,-0.078633327,8.07E-07,0.0606,0.306957981,-0.055347778
1301,-0.087147806,7.56E-07,0.0326,0.255500469,-0.067367232
1302,-0.017054712,8.60E-07,0.0521,0.341718335,0.009839995
1303,0.017560253,8.60E-07,-0.069,0.328669223,0.048477186
1304,-0.08220459,7.86E-07,0.00233,0.281798635,-0.058717959
1305,-0.036673383,7.91E-07,-0.0707,0.26121716,-0.011851194
1306,-0.058552083,8.08E-08,0.0131,0.711399945,-0.000768489
1307,-0.034587131,7.48E-08,0.00486,0.705878995,0.02304157
1308,-0.012097315,6.91E-08,-0.0252,0.674377413,0.044037702
1309,-0.047707165,6.50E-08,-0.0743,0.615358415,0.005347465
1310,-0.038761366,6.92E-08,0.0717,0.620537342,0.008538094
1311,-0.10795461,6.79E-08,0.00444,0.582261675,-0.061137622
1312,0.03698845,4.99E-07,0.0145,0.349088612,0.064701585
1313,-0.048294801,4.75E-07,0.0191,0.49071996,-0.008492445
1314,-0.06629259,4.36E-07,0.0147,0.518903287,-0.023994546
1315,0.019397312,3.96E-07,-0.0113,0.433828651,0.055208748
1316,-0.008315597,3.92E-07,0.00243,0.389678279,0.023039597
1317,-0.021585232,3.66E-07,0.0985,0.369143316,0.003777737
1318,-0.009780456,1.52E-07,0.0158,0.17387026,0.001196199
1319,-0.005294714,1.51E-07,0.00234,0.162765257,0.005282161
1320,-0.008212971,1.55E-07,-0.0097,0.165207575,0.003105987
1321,-0.005048396,1.52E-07,-0.00148,0.199026971,0.008863972
1322,-0.00745846,1.33E-07,0.022,0.173918003,0.003184285
1323,-0.006960636,8.04E-08,-0.0132,0.131527509,0.001271138
1324,0.003779706,1.70E-08,0.0604,0.537489941,0.044097982
1325,-0.026997094,1.66E-08,-0.00466,0.498674841,0.01270137
1326,-0.083843487,1.67E-08,-0.00293,0.477249724,-0.046090851
1327,-0.061876342,1.69E-08,-0.00861,0.507262001,-0.021258191
1328,0.004882457,1.64E-08,0.0622,0.555217387,0.046670497
