,TAC,A1,A2,A3,DA
6133,-0.092757876,3.47E-07,0.0355,0.453335563,-0.057429207
6134,-0.072151412,3.33E-07,-0.0108,0.449304797,-0.035257294
6135,-0.097442825,3.42E-07,0.0307,0.434443717,-0.06358034
6136,-0.012098558,3.73E-07,0.00491,0.467641077,0.02588792
6137,-0.008050567,3.82E-07,0.131,0.521184692,0.029273106
6138,-0.138330254,3.18E-07,-0.104,0.478369182,-0.094982738
6139,0.036870656,1.05E-08,0.161,0.386511805,0.059681356
6140,-0.109657685,8.08E-09,0.121,0.338783926,-0.089322013
6141,-0.027679511,7.14E-09,-0.00469,0.330051764,-0.002752136
6142,-0.030033808,7.15E-09,0.0326,0.487392939,0.007052903
6143,-0.001858555,5.52E-09,0.11,0.475224451,0.030858641
6144,-0.106532998,5.11E-09,0.122,0.512411741,-0.071079458
6145,0.00507149,4.85E-08,-0.0518,0.542144725,0.050704239
6146,0.001610602,4.26E-08,0.0783,0.455826396,0.034130705
6147,-0.104370864,3.67E-08,0.133,0.160025126,-0.100054316
6148,0.01857096,7.04E-08,-0.351,0.281472053,0.054266976
6149,0.041830908,6.86E-08,0.108,0.273225007,0.057231095
6150,-0.10247621,6.35E-08,-0.0499,0.257662003,-0.081724468
6151,0.085388209,1.81E-07,0.201,0.016961097,0.074875007
6152,-0.070877919,1.55E-07,0.0831,0.038061692,-0.07462322
6153,-0.229204361,1.69E-07,0.384,0.056132641,-0.244145224
6154,0.097042747,1.08E-07,0.71,0.071717655,0.069324673
6155,-0.093008976,4.12E-08,-0.0344,0.043427979,-0.091726875
6156,-0.013004505,1.01E-07,0.124,0.026523711,-0.019714539
6157,-0.042560168,9.44E-08,0.0148,0.030783015,-0.044270292
6158,-0.080349706,8.31E-08,0.138,0.023086898,-0.088029364
6159,-0.01784764,7.26E-08,0.224,0.026621537,-0.028926238
6160,-0.08253442,6.04E-08,0.296,0.029445377,-0.096484188
6161,0.106710005,5.22E-08,0.0203,0.025887195,0.104171068
6162,-0.226437145,5.54E-07,0.275,0.077847516,-0.233312895
6163,0.272046036,6.55E-07,-0.24,0.088921283,0.288494477
6164,0.229639512,4.02E-07,0.235,0.081549934,0.224193882
6165,-0.018324734,2.69E-07,0.0207,0.052469919,-0.017701576
6166,-0.190109068,2.69E-07,-0.245,0.093606462,-0.174563515
6167,0.105402362,7.05E-07,0.195,0.043797453,0.099558837
6168,-0.072847021,6.07E-07,0.0666,0.052096153,-0.072877163
6169,-0.016208666,5.31E-07,-0.0507,0.057925958,-0.011030948
6170,0.158660202,4.20E-07,0.71,0.054030705,0.130627461
6171,0.092081988,2.73E-07,0.128,0.052626893,0.088160402
6172,-0.091973768,3.03E-07,-0.50682,0.057272949,-0.068308456
6173,-0.035346399,6.33E-07,-0.00776,0.666151815,0.021554038
6174,-0.058334967,6.56E-07,-0.114,0.735832035,0.009272006
6175,-0.045687753,6.49E-07,0.0269,0.69251701,0.012101526
6176,-0.008695593,6.52E-07,-0.0732,0.656285446,0.05020453
6177,-0.085909408,6.76E-07,0.0613,0.660707498,-0.032258686
6178,-0.048769206,6.39E-07,0.098,0.770737657,0.012783757
6179,-0.009911812,7.03E-07,-0.125,0.233277224,0.014435361
6180,-0.022137028,6.94E-07,0.0449,0.224941651,-0.005796388
6181,-0.051770927,6.81E-07,0.0294,0.203907976,-0.036659039
6182,-0.070569711,7.28E-07,-0.187,0.199117102,-0.046466009
6183,-0.016517997,7.28E-07,0.165,0.183867056,-0.008752798
6184,-0.104742914,7.01E-07,-0.0702,0.158451608,-0.089277157
6185,0.232923782,4.57E-07,-0.0866,0.131189289,0.245742747
6186,-0.264425446,3.51E-07,0.125,0.092583763,-0.264419742
6187,0.013486975,4.43E-07,-0.263,0.107251169,0.031677708
6188,-0.085921148,3.78E-07,0.23,0.089310391,-0.090570072
6189,0.104598306,3.95E-07,-0.0942,0.090873681,0.113974798
6190,-0.051857396,3.07E-07,0.0613,0.068920567,-0.051378118
6191,-0.010251626,3.35E-07,0.149,0.087420684,-0.011784331
6192,0.04091701,3.19E-07,0.0139,0.070711916,0.043622733
6193,-0.092573138,3.11E-07,0.0472,0.075488664,-0.090900928
6194,-0.071347742,3.11E-07,0.0239,0.085107482,-0.067843102
6195,0.007561181,2.73E-07,0.062,0.098687413,0.010477779
6196,-0.009788577,2.63E-07,-0.0218,0.078700799,-0.005084132
6197,-0.061412672,4.46E-07,0.0207,0.475582142,-0.023116001
6198,-0.073149632,4.05E-07,0.0538,0.38197487,-0.044607392
6199,-0.090170873,3.94E-07,-0.122,0.374378711,-0.054840673
6200,-0.00965857,4.31E-07,-0.0536,0.408213332,0.025859565
6201,-0.025927512,4.26E-07,0.178,0.403672575,-0.000700609
6202,-0.051104277,2.76E-07,-0.102,0.274164163,-0.025851761
6203,-0.107032028,4.95E-07,0.0722,0.372163242,-0.079777667
6204,0.061155368,4.25E-07,-0.0764,0.302192559,0.088355015
6205,-0.226598641,4.19E-07,0.322,0.29575128,-0.216969526
6206,0.171474079,3.38E-07,0.216,0.204958725,0.177367369
6207,-0.096775786,3.04E-07,-0.195,0.161722137,-0.077271019
6208,-0.114063465,3.25E-07,0.0984,0.157291515,-0.107372869
6209,-0.118858277,2.96E-07,-0.244,0.426302307,-0.074178938
6210,-0.264425446,3.37E-07,0.00232,0.428267114,-0.229912129
6211,-0.111282645,4.31E-07,-0.118,0.508991456,-0.064212491
6212,-0.037238579,4.28E-07,0.00187,0.437242815,-0.001561255
6213,-0.132125145,4.61E-07,-0.133,0.379907127,-0.095579901
6214,0.007119725,5.13E-07,0.169,0.362276537,0.029456087
6215,-0.004683675,8.63E-07,0.0353,0.323698888,0.021362291
6216,-0.011087538,8.35E-07,0.0154,0.303703184,0.013950107
6217,0.068202979,8.24E-07,0.00095,0.285309857,0.092205535
6218,-0.132183163,8.19E-07,-0.0627,0.283318416,-0.105660896
6219,-0.003604105,8.20E-07,0.175,0.35112791,0.018715837
6220,0.043528929,7.47E-07,0.0538,0.314155988,0.067493919
6221,-0.02663376,3.88E-07,-0.181,0.177364908,-0.006026932
6222,0.077888609,3.64E-07,-0.176,0.160031523,0.096671583
6223,-0.05327486,3.92E-07,-0.103,0.173215943,-0.036340882
6224,0.047920598,4.02E-07,0.561,0.155639245,0.035049633
6225,-0.040890267,3.14E-07,-0.0709,0.143287472,-0.028248952
6226,-0.042254277,3.46E-07,0.00203,0.242709332,-0.023906
6227,-0.078185713,3.35E-07,0.0373,0.242722185,-0.061383341
6228,-0.020062009,2.94E-07,-0.0794,0.228025644,0.000267475
6229,-0.125260289,2.56E-07,-0.0474,0.178230638,-0.110795218
6230,-0.121228423,2.57E-07,-0.0532,0.147633127,-0.109188529
6231,-0.19315909,2.04E-07,0.0111,0.141915106,-0.184567595
6232,-0.085190349,5.39E-07,-0.037,0.016925182,-0.084148397
6233,-0.018798676,6.55E-07,-0.0162,0.010536642,-0.018743135
6234,-0.172531995,7.05E-07,0.71,0.005593408,-0.203669303
6235,0.050109195,4.56E-07,-0.175,0.002093616,0.055409737
6236,0.193189191,3.88E-07,-0.172,0.001292549,0.198026695
6237,-0.091461745,4.41E-07,-0.391,0.001299379,-0.077080275
6238,0.052380552,9.00E-07,0.115,0.182839605,0.062866209
6239,0.04863271,8.02E-07,-0.0345,0.164035773,0.063461591
6240,-0.040347552,7.55E-07,0.212,0.153635117,-0.037122832
6241,-0.112491175,7.26E-07,-0.213,0.145650879,-0.091957257
6242,0.004156808,8.19E-07,0.103,0.589913003,0.050406746
6243,-0.052175504,5.40E-07,0.0809,0.368626623,-0.025423218
6244,-0.05419366,2.52E-07,0.0384,0.28480876,-0.034091267
6245,-0.002906097,2.50E-07,-0.0213,0.277825858,0.019125533
6246,-0.046590482,2.38E-07,-0.016,0.241676467,-0.027991205
6247,0.041000965,2.60E-07,0.079,0.291276433,0.059968963
6248,-0.074191969,2.26E-07,0.0786,0.24159102,-0.05967985
6249,-0.148847614,2.33E-07,-0.0944,0.222793669,-0.128577764
6250,0.003145533,1.26E-07,0.0271,0.438187029,0.036635203
6251,0.0220163,1.22E-07,0.0921,0.414604287,0.050660408
6252,-0.055362265,1.18E-07,-0.141,0.38648041,-0.019253585
6253,-0.0690085,1.27E-07,-0.191,0.3931665,-0.030148094
6254,0.06794051,1.30E-07,0.252,0.387150391,0.087397289
6255,-0.049922922,1.19E-07,-0.00253,0.349642317,-0.022933033
6256,-0.014199114,5.37E-08,0.0251,0.537799327,0.027795675
6257,-0.020809307,5.33E-08,0.0536,0.542526285,0.020382223
6258,-0.062637277,5.00E-08,0.0258,0.487403897,-0.025090552
6259,-0.053996977,5.00E-08,-0.127,0.489925293,-0.009715564
6260,0.053055203,4.88E-08,0.0264,0.413143038,0.084082386
6261,0.015868565,4.52E-08,0.141,0.375262849,0.038685704
6262,-0.05218991,8.33E-07,-0.134,0.444255893,-0.008510292
6263,0.109790296,9.16E-07,0.245,0.537176142,0.145759903
6264,-0.038680512,6.76E-07,-0.074,0.325771206,-0.008529612
6265,-0.081560277,6.23E-07,0.297,0.361361633,-0.064325046
6266,-0.000845705,4.73E-07,0.71,0.391514472,0.0008215
6267,0.010633734,2.75E-07,0.309,0.324760954,0.022783217
6268,0.032710488,1.76E-07,0.125,0.439757453,0.062360754
6269,0.01083132,1.57E-07,0.129,0.469572638,0.042843325
6270,-0.067243917,1.38E-07,-0.187,0.446386347,-0.023860529
6271,-0.057104725,1.41E-07,-0.0486,0.455198251,-0.018840763
6272,0.068154578,1.40E-07,0.315,0.447681518,0.090255749
6273,-0.101506981,1.16E-07,0.0867,0.363641554,-0.077112425
6274,0.016109967,1.23E-07,0.436,0.177700605,0.009392273
6275,-0.114734697,1.24E-07,-0.123,0.188248683,-0.096691745
6276,-0.106137812,1.55E-07,0.0432,0.246504993,-0.089969866
6277,0.061736262,1.51E-07,-0.358,0.224257129,0.09304786
6278,0.09633733,1.58E-07,0.656,0.224997465,0.084513385
6279,-0.161333539,1.35E-07,0.0767,0.185337361,-0.15201566
6280,0.031335883,6.05E-07,0.116,0.195188503,0.041695044
6281,-0.002387531,5.27E-07,0.115,0.166594206,0.005206429
6282,-0.019015917,4.76E-07,-0.11,0.150481601,-0.003438655
6283,-0.000447038,4.86E-07,-0.143,0.148334843,0.016389051
6284,0.191091065,5.20E-07,0.132,0.172933175,0.198485849
6285,-0.20109263,4.27E-07,0.179,0.143736479,-0.19862052
6286,-0.001693621,3.69E-07,0.0896,0.373974872,0.024482536
6287,0.024151824,3.68E-07,0.0353,0.372374345,0.052495791
6288,-0.049726541,3.48E-07,-0.0748,0.346263382,-0.019049285
6289,-0.037781561,3.57E-07,-0.0127,0.341208741,-0.010157791
6290,0.05515386,3.83E-07,0.177,0.357437165,0.076211312
6291,-0.020721834,3.45E-07,-0.0573,0.309495644,0.005987048
6292,-0.001518569,2.49E-06,-0.0367,0.024888271,0.007921687
6293,-0.04349177,2.33E-06,0.0899,0.027527267,-0.039877802
6294,-0.033842572,2.11E-06,-0.0856,0.024039264,-0.023887825
6295,0.008048933,2.09E-06,0.224,0.022241789,0.004540005
6296,0.046931482,1.72E-06,-0.128,0.015508709,0.056384485
6297,-0.020212281,1.88E-06,0.00985,0.011414904,-0.016369006
6298,0.007767976,1.68E-06,-0.0241,0.13477858,0.02305883
6299,0.090392049,1.52E-06,0.00724,0.109425094,0.101506257
6300,0.044974369,1.25E-06,0.00277,0.083453648,0.052951536
6301,0.045381251,1.27E-06,-0.0193,0.083403382,0.054371889
6302,-0.050845123,1.25E-06,-0.0433,0.077552368,-0.04144352
6303,0.12157492,1.08E-06,0.00742,0.064929069,0.127040066
6304,-0.01100854,1.77E-07,-0.0266,0.08040265,-0.006290707
6305,-0.015394358,1.95E-07,-0.0349,0.097896718,-0.008724937
6306,0.072591261,1.93E-07,-0.0232,0.093313749,0.078354008
6307,0.054001389,1.82E-07,0.0352,0.088058134,0.056772319
6308,-0.16836603,1.95E-07,-0.00808,0.088574739,-0.163654169
6309,0.021964922,2.52E-07,0.0183,0.110343666,0.027681116
6310,-0.019495227,3.59E-06,0.698,0.016079472,-0.037802082
6311,0.272046036,3.59E-06,-0.50682,0.025966672,0.305967716
6312,-0.138181135,3.59E-06,-0.0604,0.01814667,-0.123974821
6313,-0.069104492,3.59E-06,0.691,0.032281097,-0.085697161
6314,0.062089373,3.59E-06,-0.271,0.016743668,0.085151504
6315,0.213226353,3.59E-06,-0.0615,0.173579417,0.241061857
6316,-0.022625506,2.28E-07,0.055,0.003414162,-0.027912305
6317,0.160902679,2.18E-07,0.0295,0.001060857,0.156457241
6318,0.194363588,1.83E-07,0.139,0.000637851,0.185072166
6319,0.105428307,1.39E-07,0.0731,0.000487592,0.098761012
6320,0.11314001,1.20E-07,-0.0965,0.000487592,0.113628528
6321,0.058852325,1.04E-07,-0.16,0.000487592,0.061986322
6322,-0.130167651,8.67E-07,0.0997,0.060630734,-0.129837834
6323,0.014566854,6.89E-07,0.316,0.047808172,0.003849719
6324,-0.097503926,7.25E-07,0.71,0.108223453,-0.119593342
6325,-0.027797772,4.86E-07,0.0287,0.050623909,-0.026821279
6326,-0.163362387,4.86E-07,0.246,0.048324109,-0.171849934
6327,0.15664592,3.04E-07,0.0646,0.029648262,0.153542768
6328,-0.02637511,9.76E-07,0.00191,0.209519813,-0.008436203
6329,-0.125498649,1.08E-06,0.0718,0.230359621,-0.108306729
6330,-0.039704621,1.15E-06,0.00358,0.242201816,-0.018309344
6331,-0.110077781,1.24E-06,-0.0568,0.261594882,-0.084023331
6332,0.118055199,1.49E-06,0.0488,0.315651783,0.145318867
6333,-0.161598164,1.25E-06,0.0574,0.270787239,-0.139574735
6334,-0.007843375,1.66E-06,-0.0379,0.314494959,0.023672927
6335,-0.003381092,1.69E-06,-0.0803,0.312519389,0.029867299
6336,0.017610543,1.73E-06,-0.0128,0.322769075,0.04904144
6337,0.010965467,1.65E-06,-0.0394,0.299641875,0.041210049
6338,0.14566128,1.77E-06,-0.0476,0.239327777,0.171448254
6339,0.056609294,1.54E-06,0.0369,0.144496471,0.06961309
6340,0.018634811,1.55E-06,0.00663,0.140692577,0.032627971
6341,-0.016025704,1.44E-06,0.307,0.13383929,-0.015871558
6342,-0.085937916,1.40E-06,0.21,0.125912639,-0.082491957
6343,-0.080598131,1.18E-06,0.131,0.097401668,-0.077141928
6344,-6.79E-05,1.16E-06,-0.032,0.090818896,0.009688936
6345,0.016450228,1.23E-06,-0.0404,0.09463274,0.027171857
6346,0.031697814,3.87E-08,-0.0481,0.083524707,0.037058216
6347,-0.186922067,3.60E-08,0.132,0.088475492,-0.188817827
6348,0.126793581,4.24E-08,-0.146,0.098911014,0.137686815
6349,0.166111606,3.78E-08,0.0792,0.091227849,0.166714459
6350,0.172700819,2.84E-08,-0.0388,0.064735043,0.175982146
6351,0.101454693,2.33E-08,-0.00162,0.049289136,0.10178091
6352,-0.000812442,3.91E-07,-0.0162,0.195334836,0.014349988
6353,0.009239698,4.12E-07,0.0602,0.187775194,0.020567502
6354,-0.007301639,4.03E-07,0.0723,0.181586959,0.002931801
6355,0.092589225,3.81E-07,0.315,0.205173004,0.094450906
6356,-0.067923136,2.56E-07,0.0701,0.20558547,-0.056078713
6357,-0.084824386,2.14E-07,-0.147,0.200475374,-0.064336214
6358,0.034891748,1.17E-06,0.225,0.214386119,0.044516985
6359,-0.067904003,1.14E-06,-0.0132,0.19425672,-0.049987436
6360,-0.041908469,1.01E-06,-0.132,0.155454278,-0.022841194
6361,-0.015139867,1.08E-06,0.0718,0.616400941,0.035790444
6362,-0.059900334,7.54E-07,-0.077,0.448188462,-0.018619019
6363,-0.055565128,6.71E-07,0.00586,0.3954912,-0.022747107
6364,-0.039975341,8.39E-07,0.169,0.276321229,-0.023864808
6365,0.010847404,4.33E-07,0.0306,0.189692067,0.023686423
6366,-0.010294812,4.67E-07,0.0221,0.297253474,0.012438753
6367,-0.076047817,4.21E-07,0.0303,0.302424886,-0.053390918
6368,0.062956466,4.15E-07,0.0681,0.354377778,0.088515325
6369,-0.048923986,3.16E-07,0.0526,0.268513307,-0.030598185
6370,-0.068622052,2.66E-07,0.0162,0.306217664,-0.045646582
6371,0.076553244,2.37E-07,0.16,0.192689417,0.083362021
6372,-0.027412553,2.13E-07,0.237,0.158524703,-0.026964018
6373,-0.214286239,1.99E-07,0.343,0.149408381,-0.219209727
6374,-0.034490207,1.88E-07,-0.349,0.198424536,-0.00566999
6375,0.199699874,1.56E-07,0.068,0.148192799,0.206225324
6376,-0.087999052,1.58E-07,0.566,0.148792406,-0.102645979
6377,0.002374077,2.61E-07,-0.152,0.165826678,0.020232718
6378,-0.264425446,3.01E-07,-0.136,0.126472645,-0.250527376
6379,-0.131695068,4.75E-07,0.0878,0.231995937,-0.11743153
6380,-0.264425446,5.31E-07,-0.0801,0.254913416,-0.240779892
6381,-0.264425446,7.06E-07,0.098,0.341803984,-0.24008865
6382,-0.047167337,9.13E-07,0.332,0.456291698,-0.021984809
6383,-0.036543257,8.30E-07,0.143,0.725065849,0.019854277
6384,-0.012734996,7.42E-07,-0.00194,0.640878588,0.042139778
6385,-0.118667565,4.61E-07,-0.0211,0.530994283,-0.073687778
6386,-0.091392661,4.72E-07,-0.0182,0.474513708,-0.051431832
6387,-0.153500308,4.87E-07,-0.0451,0.45034074,-0.114445274
6388,-0.132879691,4.78E-07,-0.0108,0.39087086,-0.100518312
6389,-0.003288685,4.80E-07,0.0617,0.40479537,0.027205113
6390,-0.09548969,4.68E-07,-0.0182,0.441867434,-0.058394796
6391,-0.041491148,3.14E-07,0.0674,0.397004101,-0.012576564
6392,-0.028219428,2.88E-07,0.113,0.381534285,-0.002703017
6393,-0.045058312,2.57E-07,0.0605,0.34706304,-0.020437009
6394,-0.087064908,2.45E-07,-0.0337,0.332056854,-0.059785507
6395,-0.022949278,2.30E-07,0.0284,0.362101818,0.004247804
6396,-0.068055129,2.15E-07,-0.068,0.346337007,-0.038184517
6397,-0.061911219,5.33E-07,0.241,0.003352675,-0.073929816
6398,0.05707305,3.04E-07,-0.191,0.001942242,0.062444487
6399,-0.015887096,9.30E-08,0.0187,0.253595576,0.001701103
6400,-0.066904122,1.01E-07,-0.0292,0.260384864,-0.046647682
6401,-0.169996372,1.00E-07,0.0686,0.216863455,-0.157716665
6402,-0.000797287,1.12E-07,-0.0643,0.254443458,0.020477086
6403,0.077733101,1.02E-07,0.2,0.330955986,0.09438843
6404,-0.049374269,9.88E-08,0.139,0.400405076,-0.024063247
6405,-0.076972145,6.81E-07,0.189,0.279681795,-0.062041782
6406,-0.014199214,5.84E-07,-0.154,0.253834338,0.012709866
6407,-0.090919352,5.96E-07,0.23,0.663929965,-0.044496174
6408,0.045152979,5.32E-07,-0.181,0.643486062,0.107060136
6409,-0.085902163,5.13E-07,-0.149,0.598007816,-0.029408251
6410,-0.101626384,5.55E-07,-0.00937,0.588253163,-0.051772162
6411,-0.074631824,6.07E-07,0.084,0.581784331,-0.02912009
6412,-0.020313661,5.84E-07,-0.0137,0.526295294,0.024423572
6413,-0.045630098,1.19E-06,-0.192,0.19833264,-0.019537061
6414,-0.022990755,1.10E-06,0.035,0.135613587,-0.012413223
6415,0.012496415,1.24E-06,-0.0965,0.164606077,0.0317429
6416,-0.014521538,1.39E-06,-0.137,0.072308504,-0.001032829
6417,-0.057205057,1.57E-06,-0.0166,0.07353183,-0.04802858
6418,0.019971296,1.78E-06,0.077,0.079240906,0.026517406
6419,0.181208993,3.34E-07,-0.383,0.110465908,0.204366703
6420,0.01773043,3.08E-07,0.117,0.105276332,0.01901422
6421,-0.135652452,3.27E-07,0.443,0.120356723,-0.146870848
6422,0.139940214,2.87E-07,-0.0019,0.103391053,0.146047728
6423,-0.037174389,2.75E-07,0.165,0.097457734,-0.038747513
6424,0.121149466,2.18E-07,0.443,0.077559859,0.105760334
6425,0.028408283,3.04E-07,0.226,0.289117625,0.041095533
6426,0.049294904,2.88E-07,0.00642,0.306903331,0.072834035
6427,0.020225965,2.37E-07,0.115,0.247878048,0.033778488
6428,-0.009886932,1.94E-07,-0.186,0.185968753,0.010918428
6429,-0.023611314,1.96E-07,-0.0519,0.19096689,-0.008080889
6430,-0.010990689,2.09E-07,-0.00801,0.158770582,-9.04E-05
6431,-0.150514215,4.99E-07,0.412,0.09715801,-0.161759148
6432,-0.002983302,4.34E-07,0.156,0.067707307,-0.006145403
6433,-0.142168747,3.11E-07,0.0875,0.07076712,-0.142630101
6434,0.036837445,2.90E-07,0.71,0.072775869,0.009930074
6435,0.093681622,6.37E-08,-0.0699,0.018970935,0.094429147
6436,0.035705252,5.58E-08,-0.0592,0.027763719,0.036733462
6437,0.000399337,8.82E-07,0.112,0.472436676,0.036246824
6438,-0.038151978,7.51E-07,-0.218,0.390195368,0.004060858
6439,-0.041212504,8.74E-07,-0.0324,0.432750241,-0.002704684
6440,-0.061951377,8.61E-07,-0.0656,0.407567778,-0.024282508
6441,-0.034249053,8.95E-07,0.11,0.404738853,-0.004179549
6442,0.058954856,7.66E-07,-0.0412,0.336595002,0.089008117
6443,-0.1085053,3.82E-07,0.181,0.020300798,-0.117083264
6444,-0.032895408,3.75E-07,0.0833,0.031854839,-0.036322371
6445,-0.049750592,3.53E-07,0.0363,0.043491752,-0.050245567
6446,-0.046348439,2.92E-07,0.203,0.042086417,-0.054312091
6447,-0.082462415,2.69E-07,0.0703,0.05084363,-0.084094296
6448,-0.034422403,2.19E-07,0.312,0.047745706,-0.046826872
6449,-0.072366384,1.15E-06,-0.157,0.135400932,-0.053429913
6450,-0.080225922,1.38E-06,-0.115,0.169880763,-0.059185151
6451,-0.052874808,1.45E-06,-0.0516,0.222447166,-0.029664271
6452,-0.015817289,1.54E-06,-0.0314,0.278291945,0.011772523
6453,0.101630152,1.21E-06,0.206,0.177845402,0.109019003
6454,-0.072681933,1.23E-06,0.182,0.174916253,-0.06444025
6455,-0.016868742,3.59E-06,0.53,0.011531105,-0.028410781
6456,-0.00807241,3.59E-06,0.71,0.006302242,-0.027745226
6457,-0.075478631,1.93E-06,0.427,0.003519733,-0.089892922
6458,0.004516291,1.70E-06,-0.0449,0.002936263,0.009262904
6459,0.033344464,1.33E-06,0.71,0.002160892,0.004383048
6460,0.063442552,1.10E-06,0.215,0.003124287,0.054759416
6461,0.056342798,2.41E-07,-0.0849,0.320067376,0.084741861
6462,0.01428641,2.06E-07,0.0666,0.308755903,0.035097458
6463,-0.098112321,1.81E-07,0.0637,0.253120805,-0.082136019
6464,0.152036565,1.80E-07,-0.000173,0.247038787,0.170198832
6465,-0.062841458,1.66E-07,0.0994,0.227226754,-0.050709749
6466,-0.038308377,5.19E-07,0.0415,0.568622519,0.007516881
6467,-0.029416287,4.79E-07,-0.0432,0.65499346,0.027409106
6468,-0.014988812,3.97E-07,0.0929,0.58318689,0.029438679
6469,-0.072561411,3.01E-07,-0.106,0.483695698,-0.028727616
6470,-0.038309827,3.08E-07,0.0135,0.423368945,-0.004814778
6471,0.009792611,3.41E-07,0.0635,0.541609425,0.05161985
6472,0.096983183,3.94E-07,0.413,0.481438874,0.118860216
6473,0.005965488,2.44E-07,0.341,0.402470322,0.023418203
6474,-0.014759786,2.05E-07,-0.117,0.307041873,0.013726898
6475,-0.058431255,1.98E-07,-0.0169,0.29067828,-0.035670994
6476,0.030487839,1.86E-07,0.31,0.275135904,0.037905432
6477,-0.027937711,1.78E-07,0.0449,0.26218107,-0.010379088
6478,-0.056048821,3.74E-07,-0.042,0.291394326,-0.031461665
6479,-0.026060867,3.55E-07,0.0458,0.255801211,-0.008402069
6480,-0.01528404,3.72E-07,-0.00818,0.290952393,0.007814475
6481,-0.04764567,3.64E-07,0.0336,0.300914771,-0.025487773
6482,-0.049735058,3.45E-07,0.0515,0.307990479,-0.027796425
6483,-0.029942375,3.05E-07,0.0773,0.271811701,-0.012422135
6484,-0.040355072,3.04E-07,-0.0344,0.227434195,-0.021955608
6485,0.007263417,2.99E-07,0.111,0.346911138,0.029884713
6486,0.003643774,2.37E-07,0.165,0.28607262,0.018402139
6487,-0.025767735,2.11E-07,-0.168,0.267940106,0.00149953
6488,0.096722245,1.89E-07,0.158,0.367955034,0.11874559
6489,-0.016035698,1.51E-07,0.3,0.321304444,-0.004294713
6490,0.074305662,2.36E-07,0.398,0.268228798,0.077568567
6491,-0.096277662,2.16E-07,0.278,0.29741578,-0.085430957
6492,-0.011979745,1.93E-07,-0.0878,0.265759352,0.011608312
6493,-0.054549066,1.77E-07,-0.022,0.243471698,-0.035778373
6494,0.09172808,1.61E-07,0.381,0.260022484,0.094699978
6495,-0.068144317,1.21E-07,0.0295,0.259797863,-0.050362059
6496,0.033103217,8.28E-07,0.0295,0.36523103,0.062889013
6497,-0.063631781,7.69E-07,0.0607,0.353585208,-0.036427168
6498,-0.075666397,8.01E-07,0.118,0.355331938,-0.050624261
6499,-0.01487007,7.81E-07,-0.0193,0.335984648,0.014255759
6500,0.059000181,6.99E-07,0.195,0.308049042,0.076223021
6501,-0.029520989,6.17E-07,0.0234,0.257477162,-0.009724142
6502,0.044504509,1.53E-06,0.528,0.206799801,0.041981203
6503,0.082508924,1.21E-06,0.427,0.198842711,0.082309816
6504,0.039745632,7.08E-07,0.167,0.114117954,0.041252312
6505,-0.051628722,6.91E-07,0.123,0.108086904,-0.048842279
6506,-0.026859967,5.63E-07,0.401,0.088735229,-0.038119263
6507,0.050550431,3.93E-07,-0.0873,0.067782816,0.057605278
6508,-0.096142514,5.38E-07,-0.484,0.42128276,-0.040712229
6509,-0.058326469,5.28E-07,0.324,0.402695879,-0.039007268
6510,-0.202075218,5.22E-07,0.212,0.360578384,-0.181685157
6511,-0.136942363,6.23E-07,-0.50682,0.111515879,-0.107272297
6512,-0.201915292,7.09E-07,-0.0352,0.018142067,-0.200170926
6513,0.026752115,1.37E-06,-0.025,0.009022968,0.029874447
6514,0.01725531,4.73E-07,-0.0348,0.136606162,0.028400351
6515,-0.013237841,5.15E-07,-0.0123,0.146420216,-0.002025801
6516,-0.013565233,5.38E-07,-0.0126,0.15082045,-0.001865763
6517,-0.008816394,5.41E-07,-0.0134,0.071655003,-0.003987922
6518,-0.010148746,5.50E-07,0.00252,0.071800456,-0.005953155
6519,-0.012860729,5.54E-07,-0.0111,0.071385278,-0.008103735
6520,0.005473823,1.17E-07,0.086,0.37033028,0.030487403
6521,-0.022633806,9.93E-08,0.00569,0.315158746,0.000913528
6522,-0.046017979,9.82E-08,0.0137,0.301597677,-0.02400155
6523,-0.045636039,1.00E-07,0.0619,0.312677263,-0.024697577
6524,0.007966587,9.38E-08,0.144,0.316502539,0.025713185
6525,-0.056352084,8.74E-08,-0.0219,0.312785548,-0.03188268
6526,-0.154719581,3.44E-07,-0.171,0.156143604,-0.136568748
6527,-0.091977171,4.32E-07,0.0232,0.164148469,-0.081059678
6528,-0.165381571,5.34E-07,-0.264,0.216022908,-0.137282769
6529,-0.044225913,5.80E-07,0.127,0.242820371,-0.03027224
6530,0.043079184,4.59E-07,0.386,0.191810961,0.041054151
6531,0.045810721,3.45E-07,0.224,0.156124996,0.047122667
6532,-0.000658583,1.02E-06,0.0124,0.001367363,-0.001174151
6533,-0.0757625,9.98E-07,-0.0163,0.025619892,-0.073030388
6534,-0.241011917,1.73E-06,-0.033,0.013051174,-0.235780436
6535,-0.264425446,2.17E-06,-0.371,0.003789147,-0.24383514
6536,0.272046036,3.59E-06,-0.363,0.003675748,0.297888438
6537,-0.100936187,3.59E-06,0.00568,0.002647825,-0.090901379
6538,-0.019173527,2.35E-07,0.0361,0.234936442,-0.003396324
6539,-0.048564829,2.36E-07,0.0478,0.241760997,-0.032687149
6540,-0.046331908,2.25E-07,0.0373,0.237933369,-0.030382146
6541,-0.059228917,1.87E-07,-0.0282,0.214909686,-0.0426491
