代號,名稱,Year,Industry,Key,RPA,LN_RPA_Count,RPA_Count,Finance,KY,OS,Equity,Asset,NI,Price,BV,E,CAP,RD_Null,RD,delSales,ROA,BM,TA
2204,中華,2019,M2200,22042019,0,0,0,0,0,553620,42164939,51466468,-2287001,28.72,76.16223944,-4.130994184,4.56375131,3.098164806,3.098164806,-8.03,-20.21,2.488962073,92.96352733
2204,中華,2018,M2200,22042018,0,0,0,0,0,1384051,55774089,64504416,4169137,38.54,40.2977123,3.012271224,1.443945346,1.512041103,1.512041103,-10.38,1.54,1.191887379,46.60551959
2204,中華,2017,M2200,22042017,0,0,0,0,0,1384051,54456962,63528926,4433230,36.96,39.346066,3.203082834,1.510174842,1.465115809,1.465115809,-4.48,2.17,1.160650915,45.90071175
2206,三陽工業,2022,M2200,22062022,0,0,0,0,0,797490,20242488,57077274,2669342,87.41,25.38274837,3.347179275,4.557897905,1.526933253,1.526933253,22.19,22.66,0.767778233,71.57114697
2206,三陽工業,2021,M2200,22062021,0,0,0,0,0,797640,16819702,46531218,2010716,33.2,21.08683366,2.520831453,3.313963693,1.398523143,1.398523143,2.07,5.71,0.827583739,58.33611404
2206,三陽工業,2020,M2200,22062020,0,0,0,0,0,803078,16066789,44018077,1654186,27.15,20.0065112,2.059807391,4.104911354,1.34918526,1.34918526,22.14,7.04,0.623450022,54.8117082
2206,三陽工業,2019,M2200,22062019,0,0,0,0,0,853596,15240725,41122217,503313,18.16,17.8547287,0.589638424,4.261974049,1.250031631,1.250031631,6.48,9.96,0.97887767,48.1752691
2206,三陽工業,2018,M2200,22062018,0,0,0,0,0,853596,14101157,37396928,-235318,18.46,16.51970839,-0.275678424,3.568113018,1.321113267,1.321113267,-1.03,2.1,1.009145289,43.81103941
2206,三陽工業,2017,M2200,22062017,0,0,0,0,0,868596,14636593,36629218,512507,17.04,16.85086392,0.590040709,2.541474978,1.056059434,1.056059434,-10.64,-9.07,1.009638342,42.17060406
2207,和泰車,2022,M2200,22072022,0,0,0,0,0,546179,69572063,406561137,-14676577,795.87,127.3796008,-26.87136818,67.14141701,0.224587544,0.224587544,-0.65,16.29,0.221568274,744.3734325
2207,和泰車,2021,M2200,22072021,0,0,0,0,0,546179,94465965,349612784,19538021,573.33,172.9578856,35.77219373,57.86395669,0.203025016,0.203025016,6.46,20.35,0.297746364,640.1066024
2207,和泰車,2020,M2200,22072020,0,0,0,0,0,546179,83885342,290490532,16504457,564.49,153.5858061,30.21803658,50.67001478,0.174353097,0.174353097,8.2,13.68,0.259808519,531.8595772
2207,和泰車,2019,M2200,22072019,0,0,0,0,0,546179,75608627,255534055,13552787,634.22,138.4319555,24.81381928,50.38449116,0.176703974,0.176703974,14.56,11.4,0.224665199,467.8577078
2207,和泰車,2018,M2200,22072018,0,0,0,0,0,546179,58235958,229385705,11587486,447.12,106.6243081,21.21554655,49.65301485,0.111176006,0.111176006,3.81,11.03,0.474138688,419.9826522
2207,和泰車,2017,M2200,22072017,0,0,0,0,0,546179,54876148,206593486,11505537,225.93,100.4728267,21.065506,38.85147909,0.103398336,0.103398336,3.78,15.47,0.337292959,378.2523422
2208,台船,2022,M2600,22082022,0,0,0,0,0,931787,9813627,46638124,-3529721,23.8,10.53204971,-3.788120032,1.914610313,0.224475121,0.224475121,15.07,6.67,0.561709318,50.05234458
2208,台船,2021,M2600,22082021,0,0,0,0,0,931787,13263540,43721511,-3787,17.21,14.23451926,-0.004064234,3.327985902,0.133186018,0.133186018,-24.44,17.38,0.674621766,46.92221613
2208,台船,2020,M2600,22082020,0,0,0,0,0,473055,5008081,37247566,-1610641,26.78,10.58667808,-3.404764774,3.761807824,0.198744332,0.198744332,52.93,6.19,0.463921038,78.73834121
2208,台船,2019,M2600,22082019,0,0,0,0,0,472992,6457258,35076187,-1770808,18.61,13.65193914,-3.743843448,3.731249154,0.211096594,0.211096594,27.12,53.66,0.633794761,74.15809781
2208,台船,2018,M2600,22082018,0,0,0,0,0,472992,5985554,22826431,-3162074,21.18,12.65466224,-6.685258947,2.391763497,0.247388962,0.247388962,-20.68,2.44,0.62093534,48.25965555
2208,台船,2017,M2600,22082017,0,0,0,0,0,743565,6379084,22283393,-5749338,33.25,8.579053613,-7.732125638,1.259992065,0.170363048,0.170363048,4.17,-19.47,0.407555991,29.96831884
2211,長榮鋼,2022,M2000,22112022,0,0,0,0,0,417091,24752924,31790545,3081734,61.77,59.34657904,7.388637012,2.109016977,0,0,-15.94,-7.82,1.24756315,76.21968587
2211,長榮鋼,2021,M2000,22112021,0,0,0,0,0,419982,26282526,34486987,1600349,52.99,62.58012486,3.81051807,1.408788948,0,0,45.55,43.38,1.294850504,82.11539304
2211,長榮鋼,2020,M2000,22112020,0,0,0,0,0,399426,16797569,24053202,1407103,58.85,42.05427038,3.522812736,1.360151818,0,0,13.08,32.37,#N/A,60.21941987
2070,精湛,2017,M1500,20702017,0,0,0,0,0,32283,810508,1617192,103503,#N/A,25.1063408,3.206114673,3.411021281,1.338103646,1.338103646,-7.56,18.77,#N/A,50.09422916
2073,雄順,2021,M2000,20732021,0,0,0,0,0,24998,433963,890575,91162,#N/A,17.35990879,3.646771742,7.828786303,0.106648532,0.106648532,42.51,30.29,#N/A,35.62585007
2073,雄順,2020,M2000,20732020,0,0,0,0,0,24000,365885,683512,55074,#N/A,15.24520833,2.29475,2.925708333,0.083583333,0.083583333,4.32,-1.89,#N/A,28.47966667
2221,大甲,2022,M9900,22212022,0,0,0,0,0,42325,1133422,1773316,286221,38.04,26.77901949,6.762457177,2.306650916,0.405245127,0.405245127,3.11,0.5,0.776203464,41.89760189
2221,大甲,2021,M9900,22212021,0,0,0,0,0,42325,974208,1764457,195962,28.31,23.01731837,4.629935027,1.611577082,0.385847608,0.385847608,63.85,26.82,0.668330963,41.68829297
2221,大甲,2020,M9900,22212020,0,0,0,0,0,42325,826330,1391314,71876,25.18,19.5234495,1.698192558,1.51499114,0.251151802,0.251151802,-13.59,-4.75,0.922222461,32.87215594
2221,大甲,2019,M9900,22212019,0,0,0,0,0,42325,820270,1460707,115183,19.72,19.38027171,2.721393975,2.012096869,0.218830478,0.218830478,8.42,1.41,0.843721015,34.5116834
2221,大甲,2018,M9900,22212018,0,0,0,0,0,42425,801784,1440347,150141,24.38,18.89885681,3.538974661,1.223052445,0.242309959,0.242309959,18.99,15.67,0.879835047,33.95043017
2221,大甲,2017,M9900,22212017,0,0,0,0,0,42425,718586,1245235,90616,26.97,16.93779611,2.13591043,1.663028874,0.227460224,0.227460224,2.08,-3.14,0.906249123,29.35144372
2227,裕日車,2022,M2200,22272022,0,0,0,0,0,300000,19221490,24510866,2435963,193.9,64.07163333,8.119876667,2.679463333,1.79318,1.79318,-4.3,-0.58,0.35229358,81.70288667
2227,裕日車,2021,M2200,22272021,0,0,0,0,0,300000,19000708,24653475,3015108,209.17,63.33569333,10.05036,3.546396667,1.397483333,1.397483333,-16.83,-11.21,0.276044689,82.17825
2227,裕日車,2020,M2200,22272020,0,0,0,0,0,300000,21674551,27764630,6517401,233.41,72.24850333,21.72467,3.65639,1.99038,1.99038,-8.73,-2.82,0.324479041,92.54876667
2227,裕日車,2019,M2200,22272019,0,0,0,0,0,300000,21573324,28571406,6864853,214.15,71.91108,22.88284333,4.08369,2.071696667,2.071696667,3.97,9.47,0.315316496,95.23802
2227,裕日車,2018,M2200,22272018,0,0,0,0,0,300000,20457034,26099747,5889544,204.22,68.19011333,19.63181333,3.437,2.35815,2.35815,-5.91,1.25,0.401851101,86.99915667
2227,裕日車,2017,M2200,22272017,0,0,0,0,0,300000,21194624,25776787,6636503,172.68,70.64874667,22.12167667,3.2956,2.241016667,2.241016667,-4.7,-13.33,0.387626175,85.92262333
2228,劍麟,2022,M2200,22282022,0,0,0,0,0,75780,4163786,6112627,428720,95.19,54.94571127,5.657429401,4.701319609,2.139746635,2.139746635,18.9,12.71,0.787075079,80.66280021
2228,劍麟,2021,M2200,22282021,0,0,0,0,0,75780,3795697,5423292,218393,61.71,50.08837424,2.881934547,5.393177619,2.079836368,2.079836368,7.45,-1.29,0.761105823,71.56627078
2228,劍麟,2020,M2200,22282020,0,0,0,0,0,75780,3681694,5494037,89860,67.74,48.58397994,1.185801003,6.860781209,1.582950647,1.582950647,-25.18,7.87,0.655919805,72.49982845
2228,劍麟,2019,M2200,22282019,0,0,0,0,0,75780,3944670,5093243,653547,80.24,52.05423595,8.624267617,8.527856954,1.863050937,1.863050937,8.33,3.85,0.503815679,67.21091317
2228,劍麟,2018,M1500,22282018,0,0,0,0,0,75780,3763755,4904300,504960,72.51,49.66686461,6.663499604,8.045579309,2.279757192,2.279757192,-2.36,2.76,0.773868255,64.71760359
2228,劍麟,2017,M1500,22282017,0,0,0,0,0,75780,3748146,4772579,504846,67.98,49.46088678,6.661995249,6.147136448,2.018487728,2.018487728,-3.03,-1.23,0.53955369,62.9794009
2230,泰茂,2022,M1500,22302022,0,0,0,0,0,39913,591126,1004695,150915,97.86,14.81036254,3.78109889,1.086888984,0.10610578,0.10610578,-10.7,-2.74,0.527622463,25.17212437
2230,泰茂,2021,M1500,22302021,0,0,0,0,0,39913,472033,1033039,-5321,17.36,11.82654774,-0.13331496,1.087014256,0.160173377,0.160173377,18.04,11.52,0.921070696,25.88226893
2230,泰茂,2020,M1500,22302020,0,0,0,0,0,39913,491561,926353,-18135,13.33,12.31581189,-0.45436324,1.124746323,0.134793175,0.134793175,-11.72,7.25,0.968985987,23.20930524
2230,泰茂,2019,M1500,22302019,0,0,0,0,0,39913,470109,863716,1156,11.18,11.7783429,0.028962995,1.141633052,0.055195049,0.055195049,-4.08,-11.54,1.057301876,21.63996693
2230,泰茂,2018,M1500,22302018,0,0,0,0,0,39617,481883,976412,9656,12.8,12.1635409,0.243733751,1.1028094,0.066309917,0.066309917,2.52,-4.8,1.206700487,24.64628821
2230,泰茂,2017,M1500,22302017,0,0,0,0,0,39617,475047,1025678,-16672,10.47,11.99098872,-0.420829442,1.659842997,0.091172981,0.091172981,17.87,2.25,1.058339693,25.88984527
2231,為升,2022,M2200,22312022,0,0,0,0,0,134108,5167092,9723069,468408,152.9,38.52933457,3.492767024,4.244027202,4.087392251,4.087392251,-3,1.64,0.297638737,72.50178215
2231,為升,2021,M2200,22312021,0,0,0,0,0,121917,4661023,9566181,485510,111.28,38.23111625,3.982299433,6.362566336,4.151808197,4.151808197,22.16,27.08,0.239543335,78.4647014
2231,為升,2020,M2200,22312020,0,0,0,0,0,121917,3568748,7527861,250341,173.39,29.27194731,2.053372376,3.303870666,3.424083598,3.424083598,-18.43,4.62,0.172573678,61.74578607
2231,為升,2019,M2200,22312019,0,0,0,0,0,122821,4530105,7195126,948486,119.47,36.88379837,7.722506737,2.579542586,3.488621653,3.488621653,1.77,7.07,0.188086682,58.58221314
2231,為升,2018,M1500,22312018,0,0,0,0,0,114941,4000708,6719975,1045869,198.07,34.80662253,9.099181319,4.551987541,2.914677965,2.914677965,14.29,2.87,0.198565934,58.46456008
2231,為升,2017,M1500,22312017,0,0,0,0,0,101184,3587611,6532427,956620,246.46,35.45630732,9.454261543,7.874673861,2.503795066,2.503795066,3.04,1.55,0.204772205,64.55988101
2233,宇隆,2022,M2200,22332022,0,0,0,0,0,60288,3448009,4982881,607054,104.05,57.19229366,10.06923434,8.137556396,3.07250199,3.07250199,3.64,1.14,0.598621453,82.65129047
2233,宇隆,2021,M2200,22332021,0,0,0,0,0,60288,3138248,4926826,533568,111.39,52.05427282,8.850318471,8.468534368,3.171360801,3.171360801,27.36,15.06,0.557624776,81.72150345
2233,宇隆,2020,M2200,22332020,0,0,0,0,0,60288,2839481,4281814,363536,120.82,47.09861001,6.029989384,6.37831741,2.364616507,2.364616507,7.83,10.5,0.645009723,71.02265791
2233,宇隆,2019,M2200,22332019,0,0,0,0,0,60288,2670658,3875109,295131,52.92,44.29833466,4.895352309,8.827760085,2.506933386,2.506933386,-7.68,6.78,0.733537583,64.27662221
2233,宇隆,2018,M1500,22332018,0,0,0,0,0,60288,2675341,3629225,395935,56.28,44.37601181,6.567393179,5.651771497,2.245753715,2.245753715,6.71,7.81,0.812152486,60.1981323
2233,宇隆,2017,M1500,22332017,0,0,0,0,0,49215,2410557,3366447,406326,66.53,48.98012801,8.25614142,8.887351417,2.028446612,2.028446612,11.79,3.87,0.76459769,68.40286498
2235,謚源,2022,M1500,22352022,0,0,0,0,0,35878,1356249,2143708,164468,42.78,37.80168906,4.584090529,2.484391549,0.513016333,0.513016333,2.57,0.44,0.883629945,59.74993032
2235,謚源,2021,M1500,22352021,0,0,0,0,0,35878,1244692,2134419,51313,35.13,34.69234628,1.430207927,3.264451753,0.565722727,0.565722727,-0.34,27.69,0.998915816,59.49102514
2235,謚源,2020,M1500,22352020,0,0,0,0,0,35878,1266536,1671569,72005,35.91,35.30118736,2.006940186,3.468448631,0.607419589,0.607419589,-10.76,-4.76,0.946666328,46.59036178
2235,謚源,2019,M1500,22352019,0,0,0,0,0,35878,1301362,1755037,111275,39.45,36.27186577,3.101482803,4.57087909,0.596688779,0.596688779,1.45,12.22,0.769613108,48.91680138
2235,謚源,2018,M1500,22352018,0,0,0,0,0,35878,1299573,1563940,102132,53.3,36.22200234,2.84664697,5.191092034,0.536624115,0.536624115,-3.8,-6.34,0.958761311,43.59050114
2235,謚源,2017,M1500,22352017,0,0,0,0,0,35878,986936,1669861,111081,37.3,27.50811082,3.096075589,4.027844361,0.643542003,0.643542003,-9.78,12.02,0.417422015,46.54275601
2236,百達-KY,2022,M2200,22362022,0,0,0,0,1,45760,1137208,2031700,62043,63,24.85157343,1.35583479,1.933763112,0.854130245,0.854130245,3.77,-5.8,0.976486186,44.39903846
2236,百達-KY,2021,M2200,22362021,0,0,0,0,1,45760,1228909,2156741,71943,21.83,26.85552885,1.572180944,2.026092657,0.612281469,0.612281469,15.8,-4.73,1.113413302,47.1315778
2236,百達-KY,2020,M2200,22362020,0,0,0,0,1,45760,1298763,2263862,27115,21.12,28.38205857,0.592548077,1.883151224,0.772137238,0.772137238,-34.19,-2.31,1.78953711,49.47250874
2236,百達-KY,2019,M2200,22362019,0,0,0,0,1,44827,1328807,2317286,51704,12.51,29.64300533,1.153412006,2.576683695,1.181520066,1.181520066,-18.08,7.56,1.665337378,51.69397908
2236,百達-KY,2018,M1500,22362018,0,0,0,0,1,41096,1350253,2154382,160079,18.73,32.85606872,3.895245279,2.454375122,1.933351178,1.933351178,5.71,-5.18,1.654384125,52.42315554
2236,百達-KY,2017,M1500,22362017,0,0,0,0,1,38307,1260750,2272078,159463,36.23,32.91173937,4.162763986,2.489518887,2.883102305,2.883102305,3.18,5.31,0.996721362,59.312345
2239,英利-KY,2022,M2200,22392022,0,0,0,0,1,118496,15252945,36348684,-127178,80.14,128.7211805,-1.073268296,27.63584425,7.676638874,7.676638874,12.34,13.04,2.212084215,306.7503038
2239,英利-KY,2021,M2200,22392021,0,0,0,0,1,118007,15091447,32154311,762451,54.25,127.8860322,6.461065869,28.83083207,7.359639682,7.359639682,-6.32,-0.8,1.607214179,272.4779971
2239,英利-KY,2020,M2200,22392020,0,0,0,0,1,118007,13445532,32412115,852416,81.9,113.9384274,7.223435898,23.18712449,6.318057403,6.318057403,-2.68,7.36,1.156031122,274.6626471
2239,英利-KY,2019,M2200,22392019,0,0,0,0,1,118007,13084034,30190777,964393,75.04,110.8750667,8.172337234,26.76658164,5.775750591,5.775750591,1.76,-2.67,1.288046779,255.8388655
2239,英利-KY,2018,M2200,22392018,0,0,0,0,1,119000,13399473,31018498,1455301,89.64,112.6006134,12.22942017,26.95667227,6.278554622,6.278554622,15.76,22.18,1.166845735,260.6596471
2239,英利-KY,2017,M2200,22392017,0,0,0,0,1,110000,11461609,25386875,1426210,138.91,104.1964455,12.96554545,27.73781818,5.250436364,5.250436364,21.16,16.55,0.866858947,230.7897727
2241,艾姆勒,2022,M2200,22412022,0,0,0,0,0,89602,1465385,2984628,-218795,34.72,16.35437825,-2.441853976,2.885995848,1.679482601,1.679482601,-35.75,0.17,0.543515395,33.30983683
2241,艾姆勒,2021,M2200,22412021,0,0,0,0,0,89602,1629349,2979596,-107160,31.31,18.18429276,-1.195955447,7.233945671,1.413294346,1.413294346,34.33,26.03,0.35908951,33.25367737
2241,艾姆勒,2020,M1500,22412020,0,0,0,0,0,87265,1678002,2364110,10682,54.71,19.2288088,0.122408755,1.63339254,0.76204664,0.76204664,10.01,15.78,0.361647711,27.09115911
2073,雄順,2019,M2000,20732019,0,0,0,0,0,24000,336874,696688,24476,#N/A,14.03641667,1.019833333,3.36,0.107666667,0.107666667,-33.43,-0.41,#N/A,29.02866667
2073,雄順,2018,M2000,20732018,0,0,0,0,0,24000,350798,699540,55256,#N/A,14.61658333,2.302333333,3.336458333,0.126166667,0.126166667,,,#N/A,29.1475
2211,長榮鋼,2019,M2000,22112019,0,0,0,0,0,399426,14845558,18170916,1347940,#N/A,37.16722998,3.374692684,2.023603872,0,0,-22.62,3.79,#N/A,45.49257184
2243,宏旭-KY,2022,M2200,22432022,0,0,0,0,1,45971,490972,3369065,-26404,18,10.68003741,-0.574362098,2.471340628,1.126645059,1.126645059,13.22,-17.63,0.672123185,73.28674599
2243,宏旭-KY,2021,M2200,22432021,0,0,0,0,1,46132,491110,4090103,-82657,14.48,10.64575566,-1.791749762,3.399310674,0.927967571,0.927967571,97.99,4.82,0.596735183,88.66086448
2243,宏旭-KY,2020,M2200,22432020,0,0,0,0,1,45669,551109,3902206,-286784,11.37,12.06746371,-6.279620749,3.154305984,0.570605881,0.570605881,-57.13,18.08,0.98109461,85.4454006
2243,宏旭-KY,2019,M2200,22432019,0,0,0,0,1,45719,825347,3304614,-126782,10.89,18.05260395,-2.773070277,5.288479626,1.211837529,1.211837529,-14.28,-16.53,1.280326521,72.28097727
2243,宏旭-KY,2018,M2200,22432018,0,0,0,0,1,41600,965125,3959065,-34958,14.63,23.20012019,-0.840336538,3.398942308,1.555745192,1.555745192,-4.55,-0.87,1.175880395,95.16983173
2243,宏旭-KY,2017,M2200,22432017,0,0,0,0,1,41600,1010130,3993956,43447,29.23,24.28197115,1.044399038,6.373894231,1.565360577,1.565360577,3.4,5.9,0.564959776,96.00855769
2247,汎德永業,2022,M2200,22472022,0,0,0,0,0,80709,12231170,22568562,1475028,338,151.5465438,18.27588001,37.59938792,0,0,4.61,14.45,0.746608256,279.6288146
2247,汎德永業,2021,M2200,22472021,0,0,0,0,0,80709,11712707,19719168,1239468,185.35,145.1226877,15.3572464,39.4848406,0,0,6.47,6.3,0.743189879,244.3242761
2247,汎德永業,2020,M2200,22472020,0,0,0,0,0,80709,11356644,18549908,1070976,195.31,140.7109988,13.26959819,48.62483738,0,0,17.23,16.16,0.647810869,229.8369203
2211,長榮鋼,2018,M2200,22112018,0,0,0,0,0,405426,14391595,17507511,1298119,#N/A,35.4974644,3.201864212,1.526241534,0,0,1.25,3.22,#N/A,43.1830001
2211,長榮鋼,2017,M2200,22112017,0,0,0,0,0,405426,13661634,16962065,1530898,#N/A,33.69698539,3.776023245,1.170245618,0,0,9.28,9.43,#N/A,41.83763498
2241,艾姆勒,2019,M1500,22412019,0,0,0,0,0,74635,1090139,2041893,71728,#N/A,14.60627052,0.961050446,1.51725062,0.79871374,0.79871374,81.35,-6.23,#N/A,27.35838414
2250,IKKA-KY,2022,M2200,22502022,0,0,0,0,1,29241,1645422,3524111,117081,67.2,56.27105776,4.004001231,11.20471256,1.423446531,1.423446531,-15.39,-6.19,0.820995882,120.5195103
2250,IKKA-KY,2021,M2200,22502021,0,0,0,0,1,27000,1656935,3756541,186775,80.64,61.36796296,6.917592593,12.69437037,1.695666667,1.695666667,18.03,23.85,0.577200555,139.1311481
2250,IKKA-KY,2020,M2200,22502020,0,0,0,0,1,22000,988387,3033070,110050,176.3,44.92668182,5.002272727,12.71622727,2.0495,2.0495,-4.98,6.92,#N/A,137.8668182
2241,艾姆勒,2018,M1500,22412018,0,0,0,0,0,70469,924559,2177506,46415,#N/A,13.12008117,0.658658417,1.508521478,0.634051853,0.634051853,3.55,9.49,#N/A,30.90019725
2241,艾姆勒,2017,M1500,22412017,0,0,0,0,0,70469,878642,1988782,-26517,#N/A,12.46848969,-0.376293122,3.858859924,0.550369666,0.550369666,-14.67,34.34,#N/A,28.22208347
2301,光寶科,2022,M2325,23012022,0,0,0,0,0,2363083,81987127,199781737,11378985,102.06,34.69498405,4.8153133,3.643387473,3.148763289,3.148763289,5.23,8.85,0.574800929,84.54283536
2301,光寶科,2021,M2325,23012021,0,0,0,0,0,2350867,72873527,183543419,10841529,53.58,30.99857499,4.611715167,3.272007306,2.600395939,2.600395939,4.9,4.25,0.544216555,78.07477794
2301,光寶科,2020,M2325,23012020,0,0,0,0,0,2350867,74141514,176067237,10491384,49.75,31.53794494,4.462772245,3.071223085,2.147668498,2.147668498,-11.7,-5.66,0.774697739,74.89459718
2301,光寶科,2019,M2325,23012019,0,0,0,0,0,2350867,74641390,186632503,9565384,37.85,31.75057968,4.068875015,4.06890947,2.587759325,2.587759325,-14.08,-5.33,0.837525183,79.38879698
2301,光寶科,2018,M2325,23012018,0,0,0,0,0,2350867,74678401,197136069,10108744,32.79,31.76632323,4.300006763,4.400366333,2.700469231,2.700469231,-3.47,3.76,1.08565698,83.85675115
2301,光寶科,2017,M2325,23012017,0,0,0,0,0,2350867,73767429,189995757,9265861,24.64,31.37881854,3.941465425,4.202843887,2.729151841,2.729151841,-6.54,-9.89,1.157462875,80.81944108
2302,麗正,2022,M2324,23022022,0,0,0,0,0,166303,1849040,2154019,181781,19.32,11.11850057,1.093071081,0.514205997,0.063270055,0.063270055,17.67,0.29,0.692741468,12.95237608
2302,麗正,2021,M2324,23022021,0,0,0,0,0,166303,1797946,2147840,84972,15.84,10.81126618,0.510946886,0.693793858,0.067196623,0.067196623,-1.78,0.06,0.690815731,12.91522101
2302,麗正,2020,M2324,23022020,0,0,0,0,0,166303,1738886,2146524,106958,17.55,10.45613128,0.643151356,0.742915041,0.07302935,0.07302935,52.39,9.99,0.469305713,12.90730775
2302,麗正,2019,M2324,23022019,0,0,0,0,0,166303,1616498,1951572,-599,6.7,9.720197471,-0.003601859,0.418128356,0.063745092,0.063745092,-4.24,-1.97,1.302975532,11.73503785
2302,麗正,2018,M2324,23022018,0,0,0,0,0,166303,1654997,1990731,27401,7.11,9.951696602,0.164765518,0.462384924,0.027660355,0.027660355,15.73,0.81,1.465640148,11.97050564
2302,麗正,2017,M2324,23022017,0,0,0,0,0,166303,1623242,1974706,-32688,8.09,9.760749956,-0.196556887,0.459492613,0.032735429,0.032735429,-13.21,-6.97,1.77468181,11.87414539
2303,聯電,2022,M2324,23032022,0,0,0,0,0,12504749,335450939,533052092,89266213,48.5,26.82588343,7.138584949,9.712790077,1.035889165,1.035889165,30.84,14.78,0.707060712,42.62797214
2303,聯電,2021,M2324,23032021,0,0,0,0,0,12483248,281202884,464426771,52230504,36.5,22.52641973,4.184047613,7.387041017,1.036175521,1.036175521,20.47,23.02,0.395825333,37.20400099
2303,聯電,2020,M2324,23032020,0,0,0,0,0,12422401,235773102,377516375,25229949,45.03,18.97967245,2.031004232,5.836954949,1.038084425,1.038084425,19.31,1.98,0.474729176,30.38996849
2303,聯電,2019,M2324,23032019,0,0,0,0,0,11773994,207214422,370187365,4719306,12.83,17.59933137,0.400824563,5.409495198,1.007325467,1.007325467,-2.02,1.53,1.325250856,31.44110359
2303,聯電,2018,M2324,23032018,0,0,0,0,0,12424319,206536491,364604906,3876298,10.81,16.62356633,0.311992794,5.596979923,1.048358385,1.048358385,1.32,-7.48,1.906372286,29.34606766
2303,聯電,2017,M2324,23032017,0,0,0,0,0,12624319,214037584,394099162,5701244,12.6,16.95438653,0.451608043,7.541111406,1.08279813,1.08279813,0.96,1.93,1.605529027,31.2174591
2305,全友,2022,M2325,23052022,0,0,0,0,0,205661,2230410,2944126,37878,23.65,10.84508001,0.184176874,0.268587627,0.415499293,0.415499293,-11.39,3.11,0.424464971,14.31543171
2305,全友,2021,M2325,23052021,0,0,0,0,0,205661,2217892,2855213,5479,15.15,10.78421286,0.026640929,0.28594629,0.451257166,0.451257166,7.52,-1.58,1.05727577,13.88310375
2305,全友,2020,M2325,23052020,0,0,0,0,0,205661,2214923,2901120,-22963,8.51,10.76977648,-0.111654616,0.32097967,0.424246697,0.424246697,14.64,0.79,1.076977648,14.1063206
2305,全友,2019,M2325,23052019,0,0,0,0,0,205661,2190225,2878241,-29384,6.13,10.64968565,-0.142875898,0.3128352,0.44283554,0.44283554,-13.13,10.22,1.534536837,13.99507442
2305,全友,2018,M2325,23052018,0,0,0,0,0,205661,2232482,2611304,-45631,5.9,10.85515484,-0.221874833,0.272569909,0.461035393,0.461035393,-9.54,-10.35,1.782455639,12.6971278
2305,全友,2017,M2325,23052017,0,0,0,0,0,205661,2289739,2912863,-202028,8.98,11.1335596,-0.982335008,1.325900389,0.487087975,0.487087975,-9.58,3.66,1.11447043,14.16341941
2308,台達電,2022,M2328,23082022,0,0,0,0,0,2597543,225367185,425873806,36136013,344.5,86.76167632,13.91161301,14.18428299,12.23078155,12.23078155,22.17,16.64,0.311610374,163.9525529
2308,台達電,2021,M2328,23082021,0,0,0,0,0,2597543,186124658,365112310,28064331,215.26,71.65412007,10.80418341,14.04969658,10.47239218,10.47239218,11.35,8.53,0.274505306,140.5606413
2308,台達電,2020,M2328,23082020,0,0,0,0,0,2597543,178589641,336416215,28277745,282.47,68.75329533,10.88634336,11.49646531,9.809219713,9.809219713,5.4,8.16,0.280419673,129.5132419
2308,台達電,2019,M2328,23082019,0,0,0,0,0,2597543,174354442,311037290,17526123,151.55,67.12283185,6.747192636,10.69425222,9.196339002,9.196339002,13.13,18.75,0.489697467,119.7428839
2308,台達電,2018,M2328,23082018,0,0,0,0,0,2597543,139460908,261935424,18576208,138.06,53.68954739,7.151453508,7.807434179,7.413896517,7.413896517,6.01,4.55,0.472993986,100.8396874
2308,台達電,2017,M2328,23082017,0,0,0,0,0,2597543,133773474,250538559,18352586,91.6,51.50000366,7.065363692,8.144804533,6.43196744,6.43196744,4.3,6.56,0.429023689,96.4521315
2312,金寶,2022,M2331,23122022,0,0,0,0,0,1494416,28211933,125464519,1723189,14.75,18.8782327,1.153085219,5.840686931,1.903787165,1.903787165,29.79,15.9,1.428005499,83.9555512
2312,金寶,2021,M2331,23122021,0,0,0,0,0,1479668,25861600,108251533,779265,12.58,17.47797479,0.526648545,5.017394443,1.96945531,1.96945531,9.01,9.04,1.122541733,73.15933912
2312,金寶,2020,M2331,23122020,0,0,0,0,0,1467005,24987998,99275157,-457908,12.49,17.03334208,-0.312137995,5.873892727,1.840560871,1.840560871,-6.78,2.79,1.487628129,67.67199635
2312,金寶,2019,M2331,23122019,0,0,0,0,0,1459125,25768843,96578695,194890,9.93,17.66047666,0.13356635,7.444057226,1.910739656,1.910739656,3.55,-2.59,1.501741212,66.18945944
2312,金寶,2018,M2331,23122018,0,0,0,0,0,1453304,26568860,99147870,910266,9.56,18.28169468,0.626342458,4.171752778,2.005540479,2.005540479,11.43,10.98,2.035823461,68.22238843
2312,金寶,2017,M2331,23122017,0,0,0,0,0,1455657,27769878,89339237,799257,8.57,19.07721256,0.549069595,4.2305392,1.818032682,1.818032682,-3.06,6.75,2.098703252,61.37382433
2313,華通,2022,M2328,23132022,0,0,0,0,0,1191821,38716888,79822528,8281910,44.4,32.48548901,6.948954583,10.4749438,2.256021668,2.256021668,21.2,10.88,0.775125006,66.97526558
2313,華通,2021,M2328,23132021,0,0,0,0,0,1191821,32366428,71992900,5153784,40.87,27.15712175,4.324293665,11.17657769,2.015021551,2.015021551,4.19,8.43,0.684230833,60.40579919
