KEY,Code,Industry,YEAR,IndustryY,RPA,TMP,POST,MA,FOREIGN,LOSS,DIV,ANALYST,LEV,MB,LNAT,CAPINT,RDINT,ADVINT,DIV,Asset,Asset_1,Debt,Equity,S,S_1,RD,ADV,MV,NI_Ctd
30052021,3005,M2325,2021,2021M2325,1,0,1,0,1,0,1,4.709530201,0.469089601,1.667641651,17.33759528,0.888618684,0.043663179,0.053860393,,35844386,33854933,15880997,19963389,30084126,27837743,1478214,1823440,33291779,4263192
30052022,3005,M2325,2022,2022M2325,1,0,1,0,1,0,1,4.430816799,0.445438457,1.228283567,17.39469752,0.906031226,0.041501199,0.059073351,,37658739,35844386,15966468,21692271,32476133,30084126,1487585,2117448,26644260,2681677
30062017,3006,M2324,2017,2017M2324,0,0,0,0,0,0,1,3.63758616,0.265778022,1.703753803,16.0353748,1.135827395,0.092332774,0.025702359,,9616915,9206081,2446774,7170141,10456519,9300534,850023,236618,12216155,862058
30062018,3006,M2324,2018,2018M2324,0,0,0,0,0,0,1,3.36729583,0.316616503,1.185327005,16.07903409,1.201541659,0.086137706,0.024678808,,10289312,9616915,3044874,7244438,11555124,10456519,828379,237334,8587028,716194
30062019,3006,M2324,2019,2019M2324,0,0,0,0,0,0,1,3.761200116,0.305126426,1.514278798,16.14661624,1.164653089,0.071907723,0.022775284,,10480320,10289312,3139541,7340779,11983479,11555124,739881,234342,11115986,505611
30062020,3006,M2324,2020,2020M2324,0,0,0,0,0,0,1,3.970291914,0.464782087,2.274314106,16.16500977,1.456743592,0.089773118,0.025862283,,13000348,10480320,4871065,8129283,15267139,11983479,940851,271045,18488543,1084441
30062021,3006,M2324,2021,2021M2324,0,0,0,0,0,0,1,4.007333185,0.58289355,3.729650952,16.38048668,1.834173824,0.137433321,0.037177389,,20237379,13000348,7577819,12659560,23844898,15267139,1786681,483319,47215740,5040020
30062022,3006,M2324,2022,2022M2324,0,0,0,0,0,0,1,3.610917913,0.409531936,1.626188289,16.8230419,0.800889186,0.075725864,0.016238763,,19725729,20237379,8287853,11437876,16207898,23844898,1532493,328630,18600140,1103715
30082017,3008,M2326,2017,2017M2326,0,0,0,0,1,0,1,5.736572297,0.242123438,5.836135934,18.39098887,0.547286176,0.033764926,0.003751131,,115901233,97074460,23504002,92397231,53127510,48351791,3277712,364139,539242800,25975623
30082018,3008,M2326,2018,2018M2326,0,0,0,0,1,0,1,5.541263545,0.216122403,4.008009474,18.56824895,0.430989013,0.02811398,0.003049493,,132648424,115901233,25048853,107599571,49952158,53127510,3258445,353440,431260100,24369534
30082019,3008,M2326,2019,2019M2326,0,0,0,0,1,0,1,5.476463552,0.206769792,5.30642651,18.70321276,0.457939915,0.028379139,0.003071269,,153821598,132648424,27427687,126393911,60745008,49952158,3764448,407399,670700000,28263082
30082020,3008,M2326,2020,2020M2326,0,0,0,0,1,0,1,5.631211782,0.198113089,3.043826217,18.85130403,0.363697229,0.024667251,0.002598712,,171276230,153821598,30474072,140802158,55944489,60745008,3794356,399738,428577300,24534131
30082021,3008,M2326,2021,2021M2326,0,0,0,0,1,0,1,5.552959585,0.192502824,2.332832994,18.95878819,0.274191007,0.021029713,0.00215449,,174710880,171276230,32971158,141739722,46962402,55944489,3601890,369013,330655100,18671230
30082022,3008,M2326,2022,2022M2326,0,0,0,0,1,0,1,5.351858133,0.170918182,1.755375539,18.97864305,0.272880704,0.023776264,0.002286154,,184970366,174710880,29861266,155109100,47675228,46962402,4153972,399416,272274720,22625049
30102017,3010,M2329,2017,2017M2329,0,0,0,1,1,0,1,4.262679877,0.621670149,1.090375447,17.03111773,1.722257076,0,0.081496429,,27332427,24918417,15491036,11841391,42915920,39541801,0,2030762,12911562,1538006
30102018,3010,M2329,2018,2018M2329,0,0,0,1,1,0,1,3.63758616,0.710759312,0.924893555,17.12358436,1.936711145,0,0.072376522,,31835712,27332427,19426777,12408935,52935016,42915920,0,1978226,11476944,1489361
30102019,3010,M2329,2019,2019M2329,0,0,0,1,1,0,1,3.931825633,0.663602906,0.984111832,17.27609924,1.717625445,0,0.063300014,,34410874,31835712,21126271,13284603,54681829,52935016,0,2015201,13073535,1559081
30102020,3010,M2329,2020,2020M2329,0,0,0,1,1,0,1,3.80666249,0.692993412,1.17957455,17.35388318,1.716925876,0,0.059612871,,38754969,34410874,23846509,14908460,59080920,54681829,0,2051331,17585640,2046116
30102021,3010,M2329,2021,2021M2329,0,0,0,0,1,0,1,3.433987204,0.726878455,1.425415049,17.47276954,1.819516434,0,0.058638287,,45886970,38754969,28170152,17716818,70515303,59080920,0,2272525,25253819,3109172
30102022,3010,M2329,2022,2022M2329,0,0,0,1,1,0,1,3.688879454,0.667464097,1.066749163,17.64169176,1.603293833,0,0.051020235,,49168557,45886970,30627905,18540652,73570296,70515303,0,2341164,19778225,2726272
30112017,3011,M2328,2017,2017M2328,0,0,0,0,1,1,0,0,0.301598802,0.672713971,14.5016578,0.551437553,0.03130235,0.029274202,,1793682,1986049,598990,1194692,1095182,1740588,62168,58140,803686,-102046
30112018,3011,M2328,2018,2018M2328,0,0,0,0,1,1,0,0,0.442078919,0.712575407,14.39978105,0.832541108,0.033383286,0.039659204,,1944538,1793682,792949,1151589,1493314,1095182,59879,71136,820594,-33314
30112019,3011,M2328,2019,2019M2328,0,0,0,0,1,1,0,0,0.371873422,0.709008601,14.48053497,0.694248711,0.027209034,0.039986876,,1772397,1944538,723122,1049275,1349993,1493314,52909,77756,743945,-87984
30112020,3011,M2328,2020,2020M2328,0,0,0,0,1,1,0,0,0.488333031,0.855321775,14.38784343,0.745241049,0.027078583,0.040641008,,1824918,1772397,865520,959398,1320863,1349993,47994,72032,820594,-90140
30112021,3011,M2328,2021,2021M2328,0,0,0,0,1,0,0,0,0.567216171,1.327694028,14.41704561,0.862913841,0.028096057,0.038835718,,2045413,1824918,1035123,1010290,1574747,1320863,51273,70872,1341356,75214
30112022,3011,M2328,2022,2022M2328,0,0,0,0,1,1,0,0,0.321588354,1.97263457,14.53111028,0.732115226,0.024743169,0.028758006,,1677754,2045413,657781,1019973,1497478,1574747,50610,58822,2012034,-13486
30132017,3013,M2325,2017,2017M2325,0,0,0,1,1,0,1,0,0.45970891,1.447631676,15.24330548,1.16084298,0.008163099,0.028351155,,4540382,4169495,1916754,2623628,4840129,4274785,34036,118210,3798047,245918
30132018,3013,M2325,2018,2018M2325,0,0,0,0,1,0,1,0,0.553095312,0.9277521,15.32852171,1.362528968,0.007862114,0.030352732,,5121416,4540382,2511264,2610152,6186402,4840129,35697,137813,2421574,144505
30132019,3013,M2325,2019,2019M2325,0,0,0,0,1,0,1,0,0.474353577,0.938913483,15.44894152,1.177155302,0.00959266,0.026413398,,4936953,5121416,2429362,2507591,6028702,6186402,49128,135274,2354411,157008
30132020,3013,M2325,2020,2020M2325,0,0,0,0,1,0,1,0,0.50713122,0.950685592,15.4122589,1.240546143,0.010714909,0.025964598,,4964039,4936953,2503683,2460356,6124518,6028702,52899,128186,2339025,80176
30132021,3013,M2325,2021,2021M2325,0,0,0,0,1,1,1,0,1.001235284,1.074703432,15.41773028,1.064569396,0.011527508,0.025922238,,7211902,4964039,4970171,2241731,5284564,6124518,57223,128679,2409196,-114771
30132022,3013,M2325,2022,2022M2325,0,0,0,0,1,0,1,0,0.566293607,1.119857541,15.79124327,0.904024209,0.008073598,0.02153468,,7102187,7211902,4084054,3018133,6519734,5284564,58226,155306,3379879,220216
30142017,3014,M2324,2017,2017M2324,0,0,0,0,1,0,1,3.218875825,0.220677529,1.486971864,15.36485382,0.673932865,0.134253268,0.052952642,,4897106,4708377,1039033,3858073,3173130,3127191,632115,249321,5736846,387161
30142018,3014,M2324,2018,2018M2324,0,0,0,0,1,0,1,3.135494216,0.219713439,1.268845478,15.40415498,0.686761324,0.141562997,0.053428494,,4939075,4897106,1075960,3863115,3363143,3173130,693249,261645,4901696,486630
30142019,3014,M2324,2019,2019M2324,0,0,0,0,1,0,1,1.098612289,0.267718551,1.761784754,15.41268862,0.742023557,0.141907746,0.058632031,,5358917,4939075,1322282,4036635,3664910,3363143,700893,289588,7111682,538066
30142020,3014,M2324,2020,2020M2324,0,0,0,0,1,0,1,2.63905733,0.313170926,2.280856773,15.49427246,0.899030345,0.140909628,0.061602186,,6487655,5358917,1678257,4809398,4817829,3664910,755123,330121,10969548,935476
30142021,3014,M2324,2021,2021M2324,0,0,0,0,1,0,1,3.713572067,0.36658207,2.791368552,15.6854117,1.107424177,0.145824493,0.065033976,,8639409,6487655,2378258,6261151,7184586,4817829,946059,421918,17477180,1805918
30142022,3014,M2324,2022,2022M2324,0,0,0,0,1,0,1,3.091042453,0.1493182,2.194876771,15.97184474,0.603305851,0.096492943,0.035958131,,6669441,8639409,1290021,5379420,5212206,7184586,833642,310657,11807164,1217692
30152017,3015,M2328,2017,2017M2328,0,0,0,0,1,0,1,0,0.381189103,0.550508409,16.49320478,0.990689621,0.032027759,0.043999101,,13963621,14551502,5546874,8416747,14416022,15327925,466052,640253,4633490,320713
30152018,3015,M2328,2018,2018M2328,0,0,0,0,1,0,1,2.079441542,0.393875127,0.418927237,16.45196601,1.039992564,0.034381984,0.045290473,,13760780,13963621,5499923,8260857,14522062,14416022,480097,632419,3460698,91671
30152019,3015,M2328,2019,2019M2328,0,0,0,0,1,0,1,0,0.483889721,0.465335199,16.43733307,1.036229487,0.032809187,0.040504826,,15748367,13760780,6658700,9089667,14259326,14522062,451480,557378,4229742,144124
30152020,3015,M2328,2020,2020M2328,0,0,0,0,1,0,1,0,0.441685097,0.671311341,16.57224724,0.854328261,0.028674592,0.033772517,,18448479,15748367,6955819,11492660,13454275,14259326,451578,531862,7715153,692075
30152021,3015,M2328,2021,2021M2328,0,0,0,1,1,0,1,0,0.413587809,0.63583844,16.73049249,0.824172388,0.02471136,0.033656704,,21177542,18448479,7630066,13547476,15204727,13454275,455887,620915,8614006,801279
30152022,3015,M2328,2022,2022M2328,0,0,0,0,1,0,1,0,0.306333851,0.519434845,16.86845184,0.656160663,0.022744046,0.029406151,,20204770,21177542,6487398,13717372,13895870,15204727,481663,622750,7125281,789621
30162017,3016,M2324,2017,2017M2324,0,0,0,0,1,0,0,3.218875825,0.367557137,2.535343576,15.06610632,0.957197338,0.021937492,0.015841724,,4801150,3492423,1283665,3517485,3342938,2790990,76615,55326,8918033,180310
30162018,3016,M2324,2018,2018M2324,0,0,0,0,1,0,1,3.526360525,0.406897514,2.969834478,15.38436603,0.942279662,0.016185289,0.012476178,,6009763,4801150,1953576,4056187,4524026,3342938,77708,59900,12046204,430119
30162019,3016,M2324,2019,2019M2324,0,0,0,0,1,0,1,2.564949357,0.366489827,3.7930637,15.60889587,0.64141115,0.010259972,0.008765237,,6022219,6009763,2202517,3819702,3854729,4524026,61660,52677,14488373,10478
30162020,3016,M2324,2020,2020M2324,0,0,0,0,1,0,1,2.397895273,0.31882351,4.914561199,15.61096635,0.670712905,0.010186279,0.007695336,,5965564,6022219,1920025,4045539,4039180,3854729,61344,46343,19882049,25693
30162021,3016,M2324,2021,2021M2324,0,0,0,0,1,0,1,3.044522438,0.335836813,8.235042393,15.60151416,0.845407408,0.011485922,0.009120345,,6613535,5965564,2003456,4610079,5043332,4039180,68520,54408,37964196,380530
30162022,3016,M2324,2022,2022M2324,0,0,0,0,1,0,1,3.80666249,0.358127235,3.819123942,15.70462886,0.892047445,0.010598114,0.009278699,,7672174,6613535,2368487,5303687,5899587,5043332,70091,61365,20255438,681271
30172017,3017,M2325,2017,2017M2325,0,0,0,0,1,0,1,4.043051268,0.701855766,1.296890656,17.13416087,0.981403171,0.045117984,0.018584991,,28214076,27623043,19387392,8826684,27109342,26504463,1246296,513374,11447244,939338
30172018,3017,M2325,2018,2018M2325,0,0,0,0,1,0,1,3.828641396,0.758050485,0.990287915,17.15533156,1.030215946,0.056322525,0.021892937,,30396264,28214076,21387694,9008570,29066591,27109342,1589088,617689,8921078,729847
30172019,3017,M2325,2019,2019M2325,0,0,0,0,1,0,1,4.094344562,0.862764483,1.57654852,17.22983026,1.201938666,0.06375902,0.021314001,,35558727,30396264,26224817,9333910,36534445,29066591,1938036,647866,14715362,973093
30172020,3017,M2325,2020,2020M2325,0,0,0,0,1,0,1,4.110873864,0.865561723,2.068842287,17.38669617,1.115493645,0.05425003,0.016582287,,42066611,35558727,30778273,11288338,39665534,36534445,1929062,589645,23353791,2074700
30172021,3017,M2325,2021,2021M2325,0,0,0,0,1,0,1,3.951243719,0.874331926,2.212432071,17.5547649,1.125185459,0.056213965,0.015021462,,50865107,42066611,36780181,14084926,47332739,39665534,2364731,631902,31161942,3329894
30172022,3017,M2325,2022,2022M2325,0,0,0,0,1,0,1,3.80666249,0.846373212,2.27116623,17.74468773,1.101276637,0.056710625,0.017309646,,60473948,50865107,43050864,17423084,56016554,47332739,2884592,880457,39570720,4617789
30182017,3018,M2331,2017,2017M2331,0,0,0,1,1,0,0,0,0.489752427,6.147051238,14.28706112,0.970111896,0,0,,1676649,1602477,784817,891832,1554582,1771713,0,0,5482137,52310
30182018,3018,M2331,2018,2018M2331,0,0,0,1,1,1,0,0,0.567638784,2.925517176,14.33230772,0.783185389,0,0,,1794771,1676649,951731,843040,1313127,1554582,0,0,2466328,-165586
30182019,3018,M2331,2019,2019M2331,0,0,0,0,1,1,0,0,0.511900404,2.78131461,14.400388,0.593297418,0,0,,1516077,1794771,918744,597333,1064833,1313127,0,0,1661371,-245582
30182020,3018,M2331,2020,2020M2331,0,0,0,0,1,1,0,0,0.79419449,2.542528807,14.23163664,1.077190011,0,0,,1721909,1516077,1204060,517849,1633103,1064833,0,0,1316646,-67479
30182021,3018,M2331,2021,2021M2331,0,0,0,0,1,1,0,0,0.727649371,5.514490236,14.35894412,0.940031674,0,0,,1523542,1721909,1252946,270596,1618649,1633103,0,0,1492199,-310184
30182022,3018,M2331,2022,2022M2331,0,0,0,0,1,1,0,0,0.602373285,4.384241134,14.23654845,0.842120532,0,0,,1049286,1523542,917741,131545,1283006,1618649,0,0,576725,-213585
30192017,3019,M2326,2017,2017M2326,0,0,0,0,1,0,1,3.044522438,0.243991957,1.779120318,16.85655218,0.892953706,0.035422848,0.012712602,,20288854,20927030,5106027,15182827,18686869,17937980,741295,266037,27012076,932532
30192018,3019,M2326,2018,2018M2326,0,0,0,0,1,0,1,3.401197382,0.250971198,1.171606746,16.82558223,0.940552581,0.037528684,0.012725706,,20974120,20288854,5091918,15882202,19082734,18686869,761414,258190,18607695,1492503
30192019,3019,M2326,2019,2019M2326,0,0,0,0,1,0,1,0,0.201143457,1.949456881,16.85879985,0.863808875,0.035213825,0.011012476,,19790818,20974120,4218807,15572011,18117631,19082734,738579,230977,30356964,1348324
30192020,3019,M2326,2020,2020M2326,0,0,0,0,1,0,1,2.197224577,0.262908688,1.388554233,16.80072865,0.796331966,0.037146115,0.009196386,,20162647,19790818,5203178,14959469,15760061,18117631,735152,182004,20772034,608006
30192021,3019,M2326,2021,2021M2326,0,0,0,0,1,0,1,2.564949357,0.333893908,1.660810951,16.81934229,1.040379619,0.041225986,0.010569495,,22624237,20162647,6732185,15892052,20976807,15760061,831225,213109,26393694,1873629
30192022,3019,M2326,2022,2022M2326,0,0,0,0,1,0,1,3.496507561,0.253061617,1.157002101,16.93453232,0.843212878,0.037548228,0.009509846,,20423244,22624237,5725326,14697918,19077048,20976807,849500,215153,17005522,1345627
30212017,3021,M2328,2017,2017M2328,0,0,0,0,1,0,1,1.609437912,0.451837845,1.18397599,14.46300273,1.095672207,0,0.089067447,,2044848,1910743,863346,1181502,2093548,1907095,0,170185,1398870,108879
30212018,3021,M2328,2018,2018M2328,0,0,0,0,1,0,1,2.564949357,0.517637986,1.151404266,14.53083402,1.160912694,0,0.094793354,,2260934,2044848,1058491,1202443,2373890,2093548,0,193838,1384498,124640
30212019,3021,M2328,2019,2019M2328,0,0,0,0,1,0,1,1.945910149,0.53597009,1.23679347,14.63128856,1.110389335,0,0.093655542,,2431928,2260934,1211793,1220135,2510517,2373890,0,211749,1509055,136420
30212020,3021,M2328,2020,2020M2328,0,0,0,0,1,0,1,2.564949357,0.600746404,1.142211963,14.70419492,1.117236201,0,0.093311151,,2715993,2431928,1460972,1255021,2717038,2510517,0,226926,1433500,95988
30212021,3021,M2328,2021,2021M2328,0,0,0,0,1,0,1,0,0.560105273,1.892310759,14.81466819,1.24206432,0,0.093434703,,2790431,2715993,1521242,1269189,3373438,2717038,0,253768,2401700,130728
30212022,3021,M2328,2022,2022M2328,0,0,0,0,1,0,1,0,0.571328229,1.290733345,14.84170662,1.400566436,0,0.075915513,,3080074,2790431,1594252,1485822,3908184,3373438,0,211837,1917800,184190
30222017,3022,M2325,2017,2017M2325,0,0,0,0,1,0,1,4.406719247,0.313120774,1.676400283,16.27450606,0.589710392,0.044040739,0.032674167,,11358034,11693060,3661340,7696694,6895519,7643637,514971,382061,12902740,924239
30222018,3022,M2325,2018,2018M2325,0,0,0,0,1,0,1,3.218875825,0.256116772,1.297316746,16.24543589,0.544614059,0.044257219,0.036793868,,10801004,11358034,2908983,7892021,6185745,6895519,502675,417906,10238451,897918
30222019,3022,M2325,2019,2019M2325,0,0,0,0,1,0,1,1.609437912,0.249286363,1.382805309,16.19514965,0.519080541,0.046067014,0.041158396,,9474834,10801004,2692543,6782291,5606591,6185745,497570,444552,9378588,674503
30222020,3022,M2325,2020,2020M2325,0,0,0,0,1,0,1,3.218875825,0.343562009,1.267272538,16.06414979,0.62772361,0.051813995,0.042983867,,10849879,9474834,3255193,7594686,5947577,5606591,490929,407265,9624537,996362
30222021,3022,M2325,2021,2021M2325,0,0,0,0,1,0,1,0,0.327989741,1.028278997,16.19966449,0.575445035,0.045787976,0.041300461,,11596098,10849879,3558649,8037449,6243509,5947577,496794,448105,8264740,865580
30222022,3022,M2325,2022,2022M2325,0,0,0,0,1,0,1,3.044522438,0.357127285,1.354274743,16.26617922,0.684921342,0.047857564,0.045458395,,13373581,11596098,4141283,9232298,7942415,6243509,554961,527140,12503068,1491332
30232017,3023,M2328,2017,2017M2328,0,0,0,1,1,0,1,5.087596335,0.561518415,3.08967758,16.22090889,1.178527732,0.042113468,0.064757656,,12519477,11082844,6223221,6296256,13061439,12925843,466737,717699,19453401,1224088
30232018,3023,M2328,2018,2018M2328,0,0,0,0,1,0,1,4.8978398,0.591470714,2.76171286,16.34279615,1.249673049,0.046562488,0.067955075,,14201536,12519477,7404904,6796632,15645253,13061439,582938,850762,18770346,1371529
30232019,3023,M2328,2019,2019M2328,0,0,0,1,1,0,1,4.700480366,0.661037933,3.700162609,16.46886069,1.259453203,0.044560532,0.070971689,,17184967,14201536,9387754,7797213,17886170,15645253,632828,1007907,28850956,1677851
30232020,3023,M2328,2020,2020M2328,0,0,0,0,1,0,1,5.318119994,0.809714095,5.147332863,16.65954555,1.268407556,0.039762194,0.068587621,,23683043,17184967,13914910,9768133,21797542,17886170,683312,1178676,50279832,2183500
30232021,3023,M2328,2021,2021M2328,0,0,0,0,1,0,1,5.288267031,0.676152131,5.973233064,16.98026986,1.078016284,0.035849363,0.064403421,,27148720,23683043,16013340,11135380,25530706,21797542,849022,1525269,66514220,2487829
30232022,3023,M2328,2022,2022M2328,0,0,0,0,1,0,1,4.532599493,0.718424994,4.868127992,17.11684046,1.126196742,0.035028465,0.069640631,,32977383,27148720,19504319,13473064,30574800,25530706,950978,1890654,65588600,3023030
30242017,3024,M2326,2017,2017M2326,0,0,0,0,1,0,0,0,0.295583422,0.698398416,15.42177404,0.521354581,0.003987839,0.053949788,,4024957,4984153,1473233,2551724,2598511,3434252,19876,268894,1782120,32901
30242018,3024,M2326,2018,2018M2326,0,0,0,0,1,0,0,0,0.324695891,0.630676638,15.20802479,0.391249646,0.002799036,0.030935237,,3978803,4024957,1306887,2671916,1574763,2598511,11266,124513,1685115,150323
30242019,3024,M2326,2019,2019M2326,0,0,0,1,1,0,1,0,0.282685773,0.846181347,15.19649158,0.339353067,0.007374328,0.025505912,,3767987,3978803,1124751,2643236,1350219,1574763,29341,101483,2236657,48570
30242020,3024,M2326,2020,2020M2326,0,0,0,0,1,0,1,0,0.290733487,1.20861487,15.14205146,0.339936682,0.008382195,0.021855702,,3709704,3767987,1095480,2614224,1280877,1350219,31584,82352,3159590,36787
30242021,3024,M2326,2021,2021M2326,0,0,0,0,1,0,1,0,0.411197767,1.368468015,15.12646265,0.414047051,0.00928322,0.029285355,,4360854,3709704,1525422,2835432,1535992,1280877,34438,108640,3880198,10844
30242022,3024,M2326,2022,2022M2326,0,0,0,0,1,0,1,0,0.411313931,1.312221821,15.28817847,0.340850898,0.006160032,0.027315063,,4623921,4360854,1793680,2830241,1486401,1535992,26863,119117,3713904,91774
30252017,3025,M2327,2017,2017M2327,1,0,0,0,1,0,1,0,0.192288437,1.820687294,13.76716345,0.554181714,0.133937446,0.042792686,,954469,952803,183213,771256,528026,509780,127616,40773,1404216,14536
30252018,3025,M2327,2018,2018M2327,1,0,0,0,1,0,1,0,0.154673436,1.654891422,13.76891044,0.574182084,0.131982285,0.046552586,,910446,954469,147631,762815,548039,528026,125973,44433,1262376,957
30252019,3025,M2327,2019,2019M2327,1,0,0,1,1,0,0,0,0.226354995,1.997270233,13.72168987,0.598602224,0.147174022,0.055885797,,1015677,910446,206084,809593,544995,548039,133994,50881,1616976,49353
30252020,3025,M2327,2020,2020M2327,1,1,1,0,1,0,1,0,0.223048272,3.468009622,13.83106594,0.588864373,0.137211929,0.045565667,,1072143,1015677,226545,845598,598096,544995,139363,46280,2932542,78648
30252021,3025,M2327,2021,2021M2327,1,0,1,0,1,0,1,0,0.173544014,2.089092959,13.88517001,0.480822055,0.131259543,0.041669815,,992323,1072143,186064,806259,515510,598096,140729,44676,1684350,33026
30252022,3025,M2327,2022,2022M2327,1,0,1,0,1,0,1,0,0.229130031,1.710403799,13.80780394,0.441632412,0.135757208,0.045228217,,1079454,992323,227371,852083,438242,515510,134715,44881,1457406,67403
30262017,3026,M2328,2017,2017M2328,0,0,0,0,1,0,1,2.63905733,0.292401532,2.125945238,16.32709841,1.063641853,0.023325926,0.10136757,,11926998,12324484,3603698,8323300,13108837,13166572,287480,1249303,17694880,737438
30262018,3026,M2328,2018,2018M2328,0,0,0,0,1,0,1,4.043051268,0.368149303,1.614666248,16.29431513,1.370909931,0.02899707,0.149993569,,14566988,11926998,4390916,10176072,16350840,13108837,345848,1788973,16430960,2679905
30262019,3026,M2328,2019,2019M2328,0,0,0,0,1,0,1,1.386294361,0.309802411,1.902702698,16.49426843,1.002347156,0.024973591,0.125350004,,14144892,14566988,4512888,9632004,14601179,16350840,363790,1825972,18326840,661728
30262020,3026,M2328,2020,2020M2328,0,0,0,0,1,0,1,3.555348061,0.359572487,1.928563405,16.46486413,1.048465269,0.021895042,0.089339247,,14629920,14144892,5086114,9543806,14830428,14601179,309703,1263694,18405835,1229790
30262021,3026,M2328,2021,2021M2328,0,0,0,0,1,0,1,3.555348061,0.422818922,1.872119529,16.4985793,1.134800874,0.024913738,0.088479021,,16270529,14629920,6185807,10084722,16602046,14830428,364486,1294441,18879805,1836510
30262022,3026,M2328,2022,2022M2328,0,0,0,0,1,0,1,3.135494216,0.371098014,1.427797515,16.60486599,0.926302519,0.021506185,0.082216749,,16107379,16270529,6037961,10069418,15071432,16602046,349917,1337710,14377090,1128664
30272017,3027,M2327,2017,2017M2327,0,0,0,0,1,1,1,0,0.324956917,0.771384177,14.75217199,0.318725556,0.044622879,0.026606058,,2133019,2551449,829111,1303908,813212,1162874,113853,67884,1005814,-229749
30272018,3027,M2327,2018,2018M2327,0,0,0,0,1,1,0,0,0.332325685,0.583876784,14.57304891,0.37137972,0.040407047,0.021184528,,2181851,2133019,708857,1472994,792160,813212,86189,45187,860047,-48333
30272019,3027,M2327,2019,2019M2327,0,0,0,0,1,1,0,0,0.317471725,0.572436545,14.59568416,0.285578621,0.033075127,0.019929867,,2158842,2181851,692676,1466166,623090,792160,72165,43484,839287,-19246
30272020,3027,M2327,2020,2020M2327,0,0,0,0,1,0,0,0,0.447293966,1.396497013,14.58508252,0.393648076,0.034972453,0.024380663,,2448657,2158842,965637,1483020,849824,623090,75500,52634,2071033,34861
30272021,3027,M2327,2021,2021M2327,0,0,0,0,1,0,0,0,0.420141326,1.446451411,14.71105027,0.428376453,0.037927729,0.033047503,,2587021,2448657,1028782,1558239,1048947,849824,92872,80922,2253917,35524
30272022,3027,M2327,2022,2022M2327,0,0,0,1,1,0,0,0,0.611730249,1.936798458,14.76601758,0.468267556,0.033451603,0.030441964,,3306441,2587021,1582559,1723882,1211418,1048947,86540,78754,3338812,50866
30282017,3028,M2329,2017,2017M2329,0,0,0,0,1,0,1,0,0.803508925,0.889913553,16.35573042,2.174336854,0,0.055559336,,15007983,12682459,10190469,4817514,27575938,22266768,0,704629,4287171,432055
30282018,3028,M2329,2018,2018M2329,0,0,0,0,1,0,1,2.833213344,0.822751532,1.028388,16.52409282,2.070889006,0,0.052603671,,16714193,15007983,12347841,4366352,31079867,27575938,0,789475,4490304,409036
30282019,3028,M2329,2019,2019M2329,0,0,0,0,1,0,1,2.564949357,0.587607909,1.024054704,16.6317688,1.614966933,0,0.04863962,,14227100,16714193,9821392,4405708,26992869,31079867,0,812972,4511686,230581
30282020,3028,M2329,2020,2020M2329,0,0,0,0,1,0,1,0,1.01838175,0.977482101,16.47065915,2.418002896,0,0.060261262,,19290177,14227100,14488619,4801558,34401169,26992869,0,857343,4693437,472025
30282021,3028,M2329,2021,2021M2329,0,0,0,0,1,0,1,1.945910149,0.855061102,1.406037188,16.77510656,2.179592546,0,0.055427744,,21786512,19290177,16494280,5292232,42044726,34401169,0,1069211,7441075,877710
30282022,3028,M2329,2022,2022M2329,0,0,0,0,1,0,1,3.218875825,0.744091207,1.145555525,16.89680162,1.837050465,0,0.051248405,,21732715,21786512,16211152,5521563,40022922,42044726,0,1116524,6325257,714572
30292017,3029,M2330,2017,2017M2330,1,0,0,0,1,0,1,0,0.441623787,1.173209782,15.05515789,1.727535212,0.00303758,0.065030201,,3618710,3454395,1525543,2093167,5967589,5932359,10493,224640,2455724,194906
30292018,3029,M2330,2018,2018M2330,1,1,1,0,1,0,1,0,0.604982715,1.095399145,15.10162817,1.836939683,0.002290319,0.082392344,,4393847,3618710,2189257,2204590,6647352,5967589,8288,298154,2414906,252037
30292019,3029,M2330,2019,2019M2330,1,0,1,0,1,0,1,0,0.637064286,1.548826163,15.29571571,2.029012389,0.001597916,0.081879501,,5225352,4393847,2799163,2426189,8915170,6647352,7021,359766,3757745,349155
30292020,3029,M2330,2020,2020M2330,1,0,1,0,1,0,1,0,0.53628234,1.837948582,15.46903272,1.882039334,0.00142134,0.077058541,,5471676,5225352,2802264,2669412,9834318,8915170,7427,402658,4906242,440398
30292021,3029,M2330,2021,2021M2330,1,0,1,0,1,0,1,2.564949357,0.682117508,1.695411698,15.51509553,2.353607377,0.001832894,0.093572244,,7676312,5471676,3732326,3943986,12878177,9834318,10029,511997,6686680,536122
30292022,3029,M2330,2022,2022M2330,1,0,1,0,1,0,1,2.564949357,0.525204682,1.542458436,15.85364978,1.658919413,0.001792006,0.078876028,,8015013,7676312,4031635,3983378,12734383,12878177,13756,605477,6144195,612402
30302017,3030,M2331,2017,2017M2331,0,0,0,0,1,0,1,1.609437912,0.18237464,2.110353978,15.56879476,0.623735588,0.054449849,0.122408584,,6061900,5773533,1052946,5008954,3601158,3099686,314368,706730,10570666,594865
30302018,3030,M2331,2018,2018M2331,0,0,0,0,1,0,1,3.526360525,0.184732015,2.013931463,15.61753384,0.811532028,0.062660387,0.134173774,,6468296,6061900,1119827,5348469,4919426,3601158,379841,813348,10771450,1064399
