代號,名稱,Year,Industry,Key,RPA_Ctd,RPA,LN_RPA_Count,RPA_Count,Finance,KY,OS,Equity,Asset,Price,eps2,eps1,dvps1
2371,大同,2018,M1500,23712018,0,0,0,0,0,0,2339537,30925911,139161914,18.75,-0.79,-1.32,0
2371,大同,2017,M1500,23712017,0,0,0,0,0,0,2339537,98853166,244094529,27.1,-1.32,-2.05,0
2373,震旦行,2022,M2331,23732022,0,0,0,0,0,0,236203,8884013,18263923,75.52,5.72,5.85,5.163795
2373,震旦行,2021,M2331,23732021,0,0,0,0,0,0,236203,8926634,18251094,76.72,5.85,5.72,5.354492
2373,震旦行,2020,M2331,23732020,0,0,0,0,0,0,236203,8924147,18062909,75.68,5.72,5.38,5.36117
2373,震旦行,2019,M2331,23732019,0,0,0,0,0,0,236203,8373733,17109776,70.18,5.38,5.95,5.536475
2373,震旦行,2018,M2331,23732018,0,0,0,0,0,0,236203,8699008,17280393,71,5.95,6.24,4.883424
2373,震旦行,2017,M2331,23732017,0,0,0,0,0,0,236203,8500628,16490552,61.02,6.24,4.05,3.551445
2374,佳能,2022,M2326,23742022,0,0,0,0,0,0,287582,6593882,8794351,20.11,0.44,-1.61,-0.676844
2374,佳能,2021,M2326,23742021,0,0,0,0,0,0,287721,6616653,8965197,20.95,-1.61,-1.39,0
2374,佳能,2020,M2326,23742020,0,0,0,0,0,0,282363,5896458,9131183,14.41,-1.39,-1.05,0.22281
2374,佳能,2019,M2326,23742019,0,0,0,0,0,0,282363,6758701,10151183,10.83,-1.05,-1.7,0.51833
2374,佳能,2018,M2326,23742018,0,0,0,0,0,0,282363,7522779,11048088,12.56,-1.7,0.7,0.72646
2374,佳能,2017,M2326,23742017,0,0,0,0,0,0,282365,8705943,12806411,13.39,0.7,1.31,0.86198
2375,凱美,2022,M2328,23752022,0,0,0,0,0,0,108675,8830522,18930732,65.79,5.05,7.8,1.8096
2375,凱美,2021,M2328,23752021,0,0,0,0,0,0,135844,8527502,18848418,58.85,7.8,5.9,2.84793
2375,凱美,2020,M2328,23752020,0,0,0,0,0,0,135844,8558098,16872125,136.99,5.9,0.54,0.15849
2375,凱美,2019,M2328,23752019,0,0,0,0,0,0,194063,7340868,12335397,49.98,0.54,-13.11,-2.05827
2375,凱美,2018,M2328,23752018,0,0,0,0,0,0,91518,7690869,13305448,57.64,-13.11,-0.38,-0.291232
2375,凱美,2017,M2328,23752017,0,0,0,0,0,0,91518,2871428,7380512,108.2,-0.38,0.96,0
2376,技嘉,2022,M2325,23762022,0,0,0,0,0,0,635689,35944920,63571849,238.42,10.28,20.81,11.888753
2376,技嘉,2021,M2325,23762021,0,0,0,0,0,0,635689,37503100,69178190,75.56,20.81,6.86,3.987718
2376,技嘉,2020,M2325,23762020,0,0,0,0,0,0,635689,27413122,49429157,87.52,6.86,2.96,2.134752
2376,技嘉,2019,M2325,23762019,0,0,0,0,0,0,635689,24353111,37711541,51.73,2.96,4.11,3.054141
2376,技嘉,2018,M2325,23762018,0,0,0,0,0,0,635689,24168666,35734595,39.66,4.11,3.68,3.358368
2376,技嘉,2017,M2325,23762017,0,0,0,0,0,0,635689,24232324,38797672,47.04,3.68,3.54,1.555476
2377,微星,2022,M2325,23772022,0,0,0,0,0,0,844856,48398589,86852903,169.71,13.03,19.44,10.192392
2377,微星,2021,M2325,23772021,0,0,0,0,0,0,844856,47080320,101870764,100.14,19.44,9.46,6.12535
2377,微星,2020,M2325,23772020,0,0,0,0,0,0,844856,35539852,78397515,132.05,9.46,6.62,4.204362
2377,微星,2019,M2325,23772019,0,0,0,0,0,0,844856,31012465,60348708,87.59,6.62,7.01,4.411393
2377,微星,2018,M2325,23772018,0,0,0,0,0,0,844856,29945861,55174173,67.66,7.01,5.92,4.5584
2377,微星,2017,M2325,23772017,0,0,0,0,0,0,844856,27803270,49153389,69.17,5.92,5.64,3.4122
2379,瑞昱,2022,M2324,23792022,0,0,0,0,0,0,512864,46762950,113700527,364.02,31.95,32.78,24.939024
2379,瑞昱,2021,M2324,23792021,0,0,0,0,0,0,510685,38952324,101231913,313.23,32.78,17.04,11.875176
2379,瑞昱,2020,M2324,23792020,0,0,0,0,0,0,510685,29468746,78095917,424.58,17.04,13.73,9.293837
2379,瑞昱,2019,M2324,23792019,0,0,0,0,0,0,508095,27228684,73431830,244.14,13.73,8.6,6.02602
2379,瑞昱,2018,M2324,23792018,0,0,0,0,0,0,508095,24646899,58252314,180.64,8.6,6.61,4.45514
2379,瑞昱,2017,M2324,23792017,0,0,0,0,0,0,506506,21859112,52310913,84.52,6.61,6.73,4.471412
2380,虹光,2022,M2325,23802022,0,0,0,0,0,0,213221,1188088,2946576,9.9,-0.15,-0.68,0
2380,虹光,2021,M2325,23802021,0,0,0,0,0,0,189444,1000265,2585408,9.28,-0.68,-2.33,0
2380,虹光,2020,M2325,23802020,0,0,0,0,0,0,179444,1100865,2697041,11.48,-2.33,-3.19,0
2380,虹光,2019,M2325,23802019,0,0,0,0,0,0,162444,1459068,2661206,3.64,-3.19,-2.13,0
2380,虹光,2018,M2325,23802018,0,0,0,0,0,0,208221,1660862,2879896,4.15,-2.13,-2.91,0
2380,虹光,2017,M2325,23802017,0,0,0,0,0,0,208221,2169835,3182566,7.96,-2.91,-1.6,0
2382,廣達,2022,M2325,23822022,0,0,0,0,0,0,3862627,176523457,816133646,152,7.55,8.63,6.537225
2382,廣達,2021,M2325,23822021,0,0,0,0,0,0,3862627,168127338,717569604,68.63,8.63,6.54,5.18622
2382,廣達,2020,M2325,23822020,0,0,0,0,0,0,3862627,150292855,663857379,70.88,6.54,4.15,3.72006
2382,廣達,2019,M2325,23822019,0,0,0,0,0,0,3862627,141931265,614626933,54.91,4.15,4,3.628
2382,廣達,2018,M2325,23822018,0,0,0,0,0,0,3862627,141227096,659467182,44.02,4,3.73,3.409593
2382,廣達,2017,M2325,23822017,0,0,0,0,0,0,3862627,138788475,613376095,36.6,3.73,3.97,3.545607
2383,台光電,2022,M2328,23832022,0,0,0,0,0,0,332918,22074564,43382487,238.87,15.28,16.5,10.00065
2383,台光電,2021,M2328,23832021,0,0,0,0,0,0,332918,19773887,36565061,164.98,16.5,11.08,6.999236
2383,台光電,2020,M2328,23832020,0,0,0,0,0,0,332918,16755509,27856806,195.46,11.08,10.09,5.972271
2383,台光電,2019,M2328,23832019,0,0,0,0,0,0,319708,13536569,25704331,138.13,10.09,5.52,3.828672
2383,台光電,2018,M2328,23832018,0,0,0,0,0,0,319652,11914790,21962463,78.87,5.52,8.71,4.788758
2383,台光電,2017,M2328,23832017,0,0,0,0,0,0,319652,11883512,20800714,63.75,8.71,8.69,4.702159
2385,群光,2022,M2328,23852022,0,0,0,0,0,0,751846,42340280,87064489,98,9.56,7.56,5.633712
2385,群光,2021,M2328,23852021,0,0,0,0,0,0,745293,36033796,83726387,68.81,7.56,7.88,5.908424
2385,群光,2020,M2328,23852020,0,0,0,0,0,0,739460,32671682,75441996,69.28,7.88,6.47,4.834384
2385,群光,2019,M2328,23852019,0,0,0,0,0,0,734498,31894027,71444257,69.61,6.47,5.32,4.099592
2385,群光,2018,M2328,23852018,0,0,0,0,0,0,730380,28181524,68931908,57.97,5.32,5.08,4.069588
2385,群光,2017,M2328,23852017,0,0,0,0,0,0,720605,28275395,67454380,49.36,5.08,6.15,5.287155
2387,精元,2022,M2325,23872022,0,0,0,0,0,0,195251,10122400,21856532,40.25,7.94,5.47,3.126105
2387,精元,2021,M2325,23872021,0,0,0,0,0,0,195251,9073769,21910025,29.11,5.47,6.44,2.053072
2387,精元,2020,M2325,23872020,0,0,0,0,0,0,196298,8446762,22187577,43.9,6.44,-0.28,-7.059696
2387,精元,2019,M2325,23872019,0,0,0,0,0,0,196298,7133891,15471726,32.62,-0.28,0.65,0.978835
2387,精元,2018,M2325,23872018,0,0,0,0,0,0,196298,7438201,12874568,14.98,0.65,1.22,0.507032
2387,精元,2017,M2325,23872017,0,0,0,0,0,0,221097,7775262,13127397,13.27,1.22,2.69,0.475323
2388,威盛,2022,M2324,23882022,0,0,0,0,0,0,497497,14556708,24382347,81,0.08,2.71,0.339021
2388,威盛,2021,M2324,23882021,0,0,0,0,0,0,495314,14149607,21900950,47.66,2.71,-3.35,-0.280395
2388,威盛,2020,M2324,23882020,0,0,0,0,0,0,494059,10574427,18442050,54.71,-3.35,-0.06,0
2388,威盛,2019,M2324,23882019,0,0,0,0,0,0,493303,3972758,9266305,32.43,-0.06,0.27,0
2388,威盛,2018,M2324,23882018,0,0,0,0,0,0,493303,3884499,8430537,34.31,0.27,-0.43,0
2388,威盛,2017,M2324,23882017,0,0,0,0,0,0,493303,3800836,7987200,48.71,-0.43,-0.08,0
2390,云辰,2022,M2331,23902022,0,0,0,0,0,0,192619,2668847,3217819,13.15,-0.44,-1.31,-0.1965
2390,云辰,2021,M2331,23902021,0,0,0,0,0,0,214022,3911212,4327516,16.23,-1.31,-0.77,0
2390,云辰,2020,M2331,23902020,0,0,0,0,0,0,214022,2351289,2928608,24.85,-0.77,-0.9,0
2390,云辰,2019,M2331,23902019,0,0,0,0,0,0,214022,2082959,2642907,16.09,-0.9,-0.93,0
2390,云辰,2018,M2331,23902018,0,0,0,0,0,0,214022,2275163,2728116,11.36,-0.93,-1.35,0
2390,云辰,2017,M2331,23902017,0,0,0,0,0,0,214022,2433539,3030308,9.66,-1.35,-1.33,0.350455
2392,正崴,2022,M2328,23922022,0,0,0,0,0,0,512327,36258087,98298011,39.96,3.21,1.78,1.485232
2392,正崴,2021,M2328,23922021,0,0,0,0,0,0,512327,32500888,83126271,29.93,1.78,4.8,3.1248
2392,正崴,2020,M2328,23922020,0,0,0,0,0,0,512327,30083888,82262102,36.14,4.8,5.28,3.40296
2392,正崴,2019,M2328,23922019,0,0,0,0,0,0,512327,28242519,73296404,32.16,5.28,0.82,1.036316
2392,正崴,2018,M2328,23922018,0,0,0,0,0,0,512327,27947234,71169035,24.42,0.82,3.07,2.357146
2392,正崴,2017,M2328,23922017,0,0,0,0,0,0,512327,25719666,68611757,23.56,3.07,0.48,0.465312
2393,億光,2022,M2326,23932022,0,0,0,0,0,0,443393,18731352,26114178,49.18,3.06,4.24,3.392424
2393,億光,2021,M2326,23932021,0,0,0,0,0,0,443393,18808744,30525437,35.88,4.24,2.52,2.033892
2393,億光,2020,M2326,23932020,0,0,0,0,0,0,443393,17938690,30267150,43.98,2.52,1.63,1.230161
2393,億光,2019,M2326,23932019,0,0,0,0,0,0,443246,17194428,28349072,24.82,1.63,1.69,1.41622
2393,億光,2018,M2326,23932018,0,0,0,0,0,0,443000,17352626,29084143,22.09,1.69,2.93,3.216261
2393,億光,2017,M2326,23932017,0,0,0,0,0,0,440449,18172648,37174848,27.08,2.93,4.08,2.988192
2395,研華,2022,M2325,23952022,0,0,0,0,0,0,777977,44284014,66384938,363.66,14.06,10.79,8.10329
2395,研華,2021,M2325,23952021,0,0,0,0,0,0,774464,38362791,57828237,299.8,10.79,9.73,7.357826
2395,研華,2020,M2325,23952020,0,0,0,0,0,0,772255,35046423,50199385,292.82,9.73,10.82,8.041424
2395,研華,2019,M2325,23952019,0,0,0,0,0,0,700410,32731460,47216079,222.88,10.82,8.85,6.684405
2395,研華,2018,M2325,23952018,0,0,0,0,0,0,698696,29543475,43939961,194,8.85,8.26,6.171872
2395,研華,2017,M2325,23952017,0,0,0,0,0,0,697283,27760440,40703769,142.65,8.26,8.33,5.862654
2397,友通,2022,M2325,23972022,0,0,0,0,0,0,114489,5824790,13144320,75.57,5,1.39,0.826772
2397,友通,2021,M2325,23972021,0,0,0,0,0,0,114489,5528283,12393941,53.23,1.39,3.71,2.936094
2397,友通,2020,M2325,23972020,0,0,0,0,0,0,114689,5033639,8084004,55.03,3.71,5.39,4.894659
2397,友通,2019,M2325,23972019,0,0,0,0,0,0,114689,5360798,8631763,61.18,5.39,5.62,5.612132
2397,友通,2018,M2325,23972018,0,0,0,0,0,0,114689,3216789,4722147,65.28,5.62,3.65,4.202975
2397,友通,2017,M2325,23972017,0,0,0,0,0,0,114689,3097806,4152308,57.36,3.65,4.61,3.513742
2399,映泰,2022,M2325,23992022,0,0,0,0,0,0,178100,2247427,2809746,23.2,0.58,1.17,0.691353
2399,映泰,2021,M2325,23992021,0,0,0,0,0,0,178100,2431403,3295819,13.71,1.17,0.24,0.07788
2399,映泰,2020,M2325,23992020,0,0,0,0,0,0,178100,2149432,2808277,23.52,0.24,-0.45,0
2399,映泰,2019,M2325,23992019,0,0,0,0,0,0,178100,2302166,3115160,8.84,-0.45,-0.04,0
2399,映泰,2018,M2325,23992018,0,0,0,0,0,0,178100,2284046,3031177,11.83,-0.04,0.51,0.723639
2399,映泰,2017,M2325,23992017,0,0,0,0,0,0,178100,2631371,3705072,12.57,0.51,-0.39,0
2401,凌陽,2022,M2324,24012022,0,0,0,0,0,0,591995,11734928,15020747,28.15,-0.06,0.59,0.57171
2401,凌陽,2021,M2324,24012021,0,0,0,0,0,0,591995,12579096,16377399,28.02,0.59,0.33,0.317427
2401,凌陽,2020,M2324,24012020,0,0,0,0,0,0,591995,10019001,12620589,28.43,0.33,0,0
2401,凌陽,2019,M2324,24012019,0,0,0,0,0,0,591995,9572691,11489767,10.66,0,-0.42,0
2401,凌陽,2018,M2324,24012018,0,0,0,0,0,0,591995,9867606,11926984,10.49,-0.42,0.01,0.007772
2401,凌陽,2017,M2324,24012017,0,0,0,0,0,0,591995,10643285,13479979,12.84,0.01,0.08,0.059032
2402,毅嘉,2022,M2328,24022022,0,0,0,0,0,0,307537,6071407,9849412,31.83,1.32,0.61,0.407114
2402,毅嘉,2021,M2328,24022021,0,0,0,0,0,0,307537,5732245,9065970,13.78,0.61,0.21,0.202755
2402,毅嘉,2020,M2328,24022020,0,0,0,0,0,0,307537,5703484,9460234,17.64,0.21,0.7,0.2373
2402,毅嘉,2019,M2328,24022019,0,0,0,0,0,0,307537,5858301,8489255,11.97,0.7,0.51,0.540447
2402,毅嘉,2018,M2328,24022018,0,0,0,0,0,0,317268,5984332,9670923,12.75,0.51,-0.99,0
2402,毅嘉,2017,M2328,24022017,0,0,0,0,0,0,335651,5889960,10275814,15.87,-0.99,-0.02,0
2404,漢唐,2022,M2331,24042022,0,0,0,0,0,0,190587,10610348,33472547,203.1,23.21,13.34,11.85926
2404,漢唐,2021,M2331,24042021,0,0,0,0,0,0,190587,9766308,23749502,137.42,13.34,19.65,15.784845
2404,漢唐,2020,M2331,24042020,0,0,0,0,0,0,190587,10151518,27048567,182.64,19.65,14.48,12.743848
2404,漢唐,2019,M2331,24042019,0,0,0,0,0,0,190587,8737813,23085336,160.39,14.48,11.33,10.055375
2404,漢唐,2018,M2331,24042018,0,0,0,0,0,0,190587,7486765,20810603,107,11.33,4.95,4.854465
2404,漢唐,2017,M2331,24042017,0,0,0,0,0,0,238233,6607360,16625571,51.48,4.95,6.56,6.04176
2405,輔信,2022,M2325,24052022,0,0,0,0,0,0,343427,3711961,4466756,14.51,0.22,0.51,0
2405,輔信,2021,M2325,24052021,0,0,0,0,0,0,343427,3625494,4598597,12.24,0.51,0.15,0
2405,輔信,2020,M2325,24052020,0,0,0,0,0,0,343427,3398052,3913584,12.04,0.15,-0.01,0
2405,輔信,2019,M2325,24052019,0,0,0,0,0,0,343427,3425750,4413566,9.77,-0.01,-0.37,0
2405,輔信,2018,M2325,24052018,0,0,0,0,0,0,343427,3331818,4096543,11.75,-0.37,-0.65,0
2405,輔信,2017,M2325,24052017,0,0,0,0,0,0,339427,3395347,4607441,16.53,-0.65,0.02,0
2406,國碩,2022,M2326,24062022,0,0,0,0,0,0,350906,10011237,15329270,18.15,-0.23,0.18,0
2406,國碩,2021,M2326,24062021,0,0,0,0,0,0,285906,7336205,14772567,21.75,0.18,-1.65,0
2406,國碩,2020,M2326,24062020,0,0,0,0,0,0,285906,5858681,15677315,23.01,-1.65,-3.65,0
2406,國碩,2019,M2326,24062019,0,0,0,0,0,0,205906,4998869,14348098,8.6,-3.65,0.57,0
2406,國碩,2018,M2326,24062018,0,0,0,0,0,0,339059,4831474,18708505,12.87,0.57,-7.81,0
2406,國碩,2017,M2326,24062017,0,0,0,0,0,0,339059,7126793,24406084,16.6,-7.81,-1.81,0
2408,南亞科,2022,M2324,24082022,0,0,0,0,0,0,3098036,180958050,202235750,70.8,4.7,7.39,3.70978
2408,南亞科,2021,M2324,24082021,0,0,0,0,0,0,3097036,172978068,191420863,47.91,7.39,2.5,1.301
2408,南亞科,2020,M2324,24082020,0,0,0,0,0,0,3094855,153812027,165631980,71.02,2.5,3.15,1.47483
2408,南亞科,2019,M2324,24082019,0,0,0,0,0,0,3073464,152011553,165100652,53.02,3.15,12.94,7.133822
2408,南亞科,2018,M2324,24082018,0,0,0,0,0,0,3103435,164907298,182585813,49.94,12.94,5.62,1.517962
2408,南亞科,2017,M2324,24082017,0,0,0,0,0,0,2986334,132115188,150779302,64.42,5.62,1.82,0.316316
2409,友達,2022,M2326,24092022,0,0,0,0,0,0,7699396,191410648,386840674,17.87,-2.61,6.27,0.978747
2409,友達,2021,M2326,24092021,0,0,0,0,0,0,9624245,237966471,424811046,15.78,6.27,0.36,0.303984
2409,友達,2020,M2326,24092020,0,0,0,0,0,0,9624245,193790365,407270295,21.93,0.36,-1.83,0
2409,友達,2019,M2326,24092019,0,0,0,0,0,0,9624245,187976749,397637591,8.86,-1.83,0.84,0.397824
2409,友達,2018,M2326,24092018,0,0,0,0,0,0,9624245,217278688,409831775,8.42,0.84,3.26,1.454286
2409,友達,2017,M2326,24092017,0,0,0,0,0,0,9624245,225245115,441451284,10.37,3.26,0.89,0.613477
2412,中華電,2022,M2327,24122022,0,0,0,0,0,0,7757447,393778428,523203488,116.5,4.73,4.58,4.579084
2412,中華電,2021,M2327,24122021,0,0,0,0,0,0,7757447,391262450,513070360,117.27,4.58,4.32,4.319568
2412,中華電,2020,M2327,24122020,0,0,0,0,0,0,7757447,389258457,506377992,101.77,4.32,4.23,4.229154
2412,中華電,2019,M2327,24122019,0,0,0,0,0,0,7757447,386393765,477458238,100.65,4.23,4.58,4.482446
2412,中華電,2018,M2327,24122018,0,0,0,0,0,0,7757447,386572320,467268704,93.32,4.58,5.01,4.795071
2412,中華電,2017,M2327,24122017,0,0,0,0,0,0,7757447,373579580,451123122,86.93,5.01,5.24,5.013632
2413,環科,2022,M2328,24132022,0,0,0,0,0,0,127359,2036807,5544649,32.19,2.12,0.36,0
2413,環科,2021,M2328,24132021,0,0,0,0,0,0,127359,1858759,4923288,19.09,0.36,-0.18,0
2413,環科,2020,M2328,24132020,0,0,0,0,0,0,127359,1589361,4611671,21.35,-0.18,-1.5,0
2413,環科,2019,M2328,24132019,0,0,0,0,0,0,127359,1563637,4775059,14.13,-1.5,0.18,0
2413,環科,2018,M2328,24132018,0,0,0,0,0,0,127359,1731992,4756301,19.92,0.18,-0.96,0
2413,環科,2017,M2328,24132017,0,0,0,0,0,0,127359,1717976,4555905,37.2,-0.96,-0.37,0
2414,精技,2022,M2329,24142022,0,0,0,0,0,0,161736,4156907,10007769,33.82,3.02,3.38,2.75301
2414,精技,2021,M2329,24142021,1,1,2.302585093,9,0,0,161736,4057855,8388187,27.06,3.38,2.3,1.83678
2414,精技,2020,M2329,24142020,0,0,0,0,0,0,161736,3238542,7165650,24.36,2.3,1.8,1.4877
2414,精技,2019,M2329,24142019,0,0,0,0,0,0,161736,3120792,7045050,19.96,1.8,1.52,1.396272
2414,精技,2018,M2329,24142018,0,0,0,0,0,0,161736,3077324,5995820,15.38,1.52,1.64,1.44074
2414,精技,2017,M2329,24142017,0,0,0,0,0,0,161736,3053708,5855298,14.79,1.64,1.4,1.26042
2415,錩新,2022,M2328,24152022,0,0,0,0,0,0,90000,2777974,8183482,23.65,0.01,2.7,0.84078
2415,錩新,2021,M2328,24152021,0,0,0,0,0,0,80000,2620734,9278792,26.26,2.7,0.65,0.493675
2415,錩新,2020,M2328,24152020,0,0,0,0,0,0,80000,2080241,5590680,37.01,0.65,0.64,0.512512
2415,錩新,2019,M2328,24152019,0,0,0,0,0,0,80000,2022906,5002758,13.62,0.64,1.21,1.444256
2415,錩新,2018,M2328,24152018,0,0,0,0,0,0,80000,2134833,4797160,18,1.21,1.95,1.105455
2415,錩新,2017,M2328,24152017,0,0,0,0,0,0,80000,1906002,4617334,17.26,1.95,2.39,0.909395
2417,圓剛,2022,M2325,24172022,0,0,0,0,0,0,158239,4248916,6338839,21.54,0.23,0.06,0.03261
2417,圓剛,2021,M2325,24172021,0,0,0,0,0,0,154314,4193696,6306290,21.08,0.06,6.35,1.986915
2417,圓剛,2020,M2325,24172020,0,0,0,0,0,0,192892,5719177,7998126,43.37,6.35,-0.03,-0.024828
2417,圓剛,2019,M2325,24172019,0,0,0,0,0,0,192892,4017421,4853871,31.09,-0.03,0.09,0
2417,圓剛,2018,M2325,24172018,0,0,0,0,0,0,192892,4040981,4758772,11.8,0.09,-0.36,0
2417,圓剛,2017,M2325,24172017,0,0,0,0,0,0,192892,4026850,4657789,13.23,-0.36,-0.5,0
2419,仲琦,2022,M2327,24192022,0,0,0,0,0,0,321317,6059877,12238095,30.75,1.53,0.2,0.13402
2419,仲琦,2021,M2327,24192021,0,0,0,0,0,0,328986,5407205,10985960,17.41,0.2,0.89,0.676756
2419,仲琦,2020,M2327,24192020,0,0,0,0,0,0,328986,5582887,12555955,18.37,0.89,0.64,0.486144
2419,仲琦,2019,M2327,24192019,0,0,0,0,0,0,328986,5543552,9915196,19.09,0.64,0.95,0.78964
2419,仲琦,2018,M2327,24192018,0,0,0,0,0,0,224310,3880969,9961129,16.92,0.95,1.47,1.294188
2419,仲琦,2017,M2327,24192017,0,0,0,0,0,0,241486,4143447,7802625,17.93,1.47,1.93,1.60383
2420,新巨,2022,M2328,24202022,0,0,0,0,0,0,152649,3697015,5586999,42.91,4.41,3.81,2.995041
2420,新巨,2021,M2328,24202021,0,0,0,0,0,0,152649,3428174,5695775,35.6,3.81,2.9,2.54968
2420,新巨,2020,M2328,24202020,0,0,0,0,0,0,152649,3251623,5568202,31.82,2.9,3.18,1.996086
2420,新巨,2019,M2328,24202019,0,0,0,0,0,0,152649,3121976,5876024,25.68,3.18,3.24,2.785752
2420,新巨,2018,M2328,24202018,0,0,0,0,0,0,152649,3081286,5650553,26.42,3.24,3.01,2.693047
2420,新巨,2017,M2328,24202017,0,0,0,0,0,0,152649,2996428,6727529,23.32,3.01,3.7,2.99515
2421,建準,2022,M2328,24212022,0,0,0,0,0,0,250930,5202477,12191969,90.76,4.34,1.73,1.213595
2421,建準,2021,M2328,24212021,0,0,0,0,0,0,250930,4366785,11517320,32.5,1.73,3.73,2.637483
2421,建準,2020,M2328,24212020,0,0,0,0,0,0,250930,4594129,10419061,40.45,3.73,2.68,1.975696
2421,建準,2019,M2328,24212019,0,0,0,0,0,0,250930,4228778,9439298,44.17,2.68,2.34,1.940796
2421,建準,2018,M2328,24212018,0,0,0,0,0,0,250930,4139371,8971556,26.65,2.34,2.68,2.352504
2421,建準,2017,M2328,24212017,0,0,0,0,0,0,250930,4174049,8813469,34.99,2.68,2.27,1.991925
2423,固緯,2022,M2331,24232022,0,0,0,0,0,0,145047,2633811,3990463,35.7,2.66,1.97,1.480258
2423,固緯,2021,M2331,24232021,0,0,0,0,0,0,145047,2431804,3493572,23.67,1.97,1.35,1.042605
2423,固緯,2020,M2331,24232020,0,0,0,0,0,0,145047,2326668,3688376,20.79,1.35,2.15,1.13907
2423,固緯,2019,M2331,24232019,0,0,0,0,0,0,145047,2344619,3128633,19.8,2.15,2.39,1.8164
2423,固緯,2018,M2331,24232018,0,0,0,0,0,0,145047,2326420,3246879,21.09,2.39,1.64,1.25624
2423,固緯,2017,M2331,24232017,0,0,0,0,0,0,145047,2213650,3032095,16.79,1.64,1.76,1.201376
2424,隴華,2022,M2325,24242022,0,0,0,0,0,0,48525,294379,552544,44.5,-3.51,-6.57,0
2424,隴華,2021,M2325,24242021,0,0,0,0,0,0,34025,215839,464316,21.7,-6.57,-9.03,0
2424,隴華,2020,M2325,24242020,0,0,0,0,0,0,18967,129127,583468,25.4,-9.03,-3.63,0
2424,隴華,2019,M2325,24242019,0,0,0,0,0,0,30000,247738,608028,35,-3.63,-1.61,0
2424,隴華,2018,M2325,24242018,0,0,0,0,0,0,30000,358958,370463,47.16,-1.61,-1.55,0
2424,隴華,2017,M2325,24242017,0,0,0,0,0,0,30000,401535,407014,63.49,-1.55,-1.36,0
2425,承啟,2022,M2325,24252022,0,0,0,0,0,0,96499,2307051,3206322,39.88,3.3,2.25,1.065825
2425,承啟,2020,M2325,24252020,1,1,0.693147181,1,0,0,101499,1933668,2911546,27.35,1.47,0.9,0.24363
2425,承啟,2021,M2325,24252021,1,1,1.945910149,6,0,0,101499,2057061,3401340,27.37,2.25,1.47,0.486129
2425,承啟,2019,M2325,24252019,0,0,0,0,0,0,101499,1720243,2381615,22.92,0.9,2.41,1.501912
2425,承啟,2018,M2325,24252018,0,0,0,0,0,0,101499,1734124,2014503,27.95,2.41,-0.52,0
2425,承啟,2017,M2325,24252017,0,0,0,0,0,0,109249,1723627,1988240,26.31,-0.52,0.88,0.157344
2426,鼎元,2022,M2326,24262022,0,0,0,0,0,0,300622,3995581,5430018,18.35,0.55,0.73,0.302731
2426,鼎元,2021,M2326,24262021,0,0,0,0,0,0,300622,4496436,6314687,18.24,0.73,0.25,0.185125
2426,鼎元,2020,M2326,24262020,0,0,0,0,0,0,300622,3946162,6208768,23.33,0.25,-0.28,-0.140392
2426,鼎元,2019,M2326,24262019,0,0,0,0,0,0,300622,3721374,6231717,12.56,-0.28,0.45,0.30186
2426,鼎元,2018,M2326,24262018,0,0,0,0,0,0,300622,4307426,6431402,14.66,0.45,0.74,0.656454
2426,鼎元,2017,M2326,24262017,0,0,0,0,0,0,299818,3792187,6661421,19.6,0.74,0.94,0.7567
2427,三商電,2022,M2330,24272022,0,0,0,0,0,0,184314,2436088,5589055,26.81,1,0.8,0.34584
2427,三商電,2021,M2330,24272021,0,0,0,0,0,0,184314,2285591,4580622,12.06,0.8,0.65,0.311025
2427,三商電,2020,M2330,24272020,0,0,0,0,0,0,184314,2222870,4398765,10.52,0.65,0.6,0.33402
2427,三商電,2019,M2330,24272019,0,0,0,0,0,0,184314,2188718,4518207,9.2,0.6,0.63,0.40194
2427,三商電,2018,M2330,24272018,0,0,0,0,0,0,184314,2155356,4276492,8.94,0.63,0.36,0.231876
2427,三商電,2017,M2330,24272017,0,0,0,0,0,0,184314,2141720,4568506,9.07,0.36,0.27,0.20061
2428,興勤,2022,M2328,24282022,0,0,0,0,0,0,128113,8943447,13757816,159.36,10.63,12.27,6.278559
2428,興勤,2021,M2328,24282021,0,0,0,0,0,0,128113,8276353,12669885,114.95,12.27,10.84,5.514308
2428,興勤,2020,M2328,24282020,0,0,0,0,0,0,128113,7444787,11030660,178.98,10.84,8.75,4.218375
2428,興勤,2019,M2328,24282019,0,0,0,0,0,0,128113,6514983,8750515,76.4,8.75,7.72,3.824488
2428,興勤,2018,M2328,24282018,0,0,0,0,0,0,128113,6059758,8245947,65.68,7.72,6.68,3.1563
2428,興勤,2017,M2328,24282017,0,0,0,0,0,0,128113,5655473,7657217,70.34,6.68,7.02,3.29589
2429,銘旺科,2022,M2326,24292022,0,0,0,0,0,0,43748,293952,766959,19.95,-1.15,-0.06,0
2429,銘旺科,2021,M2326,24292021,0,0,0,0,0,0,39748,317085,828007,14.2,-0.06,-1.54,0
2429,銘旺科,2020,M2328,24292020,0,0,0,0,0,0,39748,314872,973199,15.65,-1.54,-2.11,0
2429,銘旺科,2019,M2328,24292019,0,0,0,0,0,0,36736,281649,847369,19.9,-2.11,-0.45,0
