KEY,Code,Industry,YEAR,RPA,TMP,POST,Asset,Asset_1,Debt,Equity,CA,CL,SLTD,PPE,Cash,S,S_1,S_2,OPCOST,EXP,RD,ADV,RE,EBIT,OCF,NI_Ctd,CYCLE,CYCLE_1,MV,COGS,INV,INV_1,INST_1,BIG4
36982018,3698,M2326,2018,0,0,0,15744355,15397848,4388908,11355447,10025641,4351427,314400,4671564,4090365,11055223,12039268,13788596,9494744,1638507,662703,590923,330593,89057,547681,49384,75.11,72.44,9132970,9494744,1652859,1618455,0.6707,#N/A
36982019,3698,M2326,2019,0,0,0,14828384,15744355,3643263,11185121,8079738,3041453,0,4461090,3738080,9054933,11055223,12039268,8181272,1862141,773545,666161,-8078,-337530,885470,-365052,93.43,75.11,9426856,8181272,1303233,1652859,0.6036,#N/A
36982020,3698,M2326,2020,0,0,0,14424251,14828384,4062110,10362141,8357333,3666881,0,4112148,3763629,9171303,9054933,11055223,8036903,1935105,825856,679043,-627805,-668073,661221,-691941,71.5,93.43,11456881,8036903,1088852,1303233,0.5651,#N/A
37012017,3701,M2325,2017,0,0,0,8104177,9362031,4527552,3576625,5482055,3192253,2104415,1003711,1055810,7798408,10392597,12795832,7028878,1195459,0,0,-1919302,139161,816188,56949,99.46,68.23,2718119,7028878,1307654,1433335,0.8898,1
37012018,3701,M2325,2018,0,0,0,6830781,8104177,3252342,3578439,4563764,2086942,1520219,818109,715859,6356027,7798408,10392597,5527633,1210764,0,0,288412,709793,-226746,518501,105.13,99.46,2388817,5527633,1500706,1307654,0.8943,1
37012019,3701,M2325,2019,0,0,0,6776271,6830781,3268445,3507826,4238774,1771964,1530019,683284,974995,7116028,6356027,7798408,5969939,1080651,251473,271854,331088,214674,432282,102695,103.21,105.13,2664816,5969939,1394032,1500706,0.8928,1
37012020,3701,M2325,2020,0,0,0,7688189,6776271,4024304,3663885,5337569,2653201,1349997,635861,1048992,7404268,7116028,6356027,6468943,994109,246413,254675,298258,64829,269059,-12689,104.1,103.21,2617230,6414547,1725043,1394032,0.8915,1
37012021,3701,M2325,2021,0,0,0,9257779,7688189,4734971,4522808,6967900,3162973,1346917,603109,1153318,10039991,7404268,7116028,8825415,1054133,274788,325050,533711,435501,-241805,407920,100.77,104.1,15967401,8756475,2951637,1725043,0.8918,1
37012022,3701,M2325,2022,0,0,0,10173090,9257779,4824550,5348540,7826633,3530301,1559761,530735,1347873,12448435,10039991,7404268,10781900,1241674,320813,357033,1019961,800720,458879,723053,117.63,100.77,7982881,10712270,3250615,2951637,0.8916,1
37022017,3702,M2329,2017,1,0,0,178667626,179014946,126612188,52055438,163854548,118162495,69991458,5042824,7097914,532509958,536918813,515536489,510358864,12197896,0,8762789,17823767,10721782,8048113,7366435,66.7,65.28,71907403,510358864,57473653,49927165,0.5883,1
37022018,3702,M2329,2018,1,0,0,196060864,178667626,141236869,54823995,180974906,126464265,76035878,5701436,7116888,545127804,532509958,536918813,521497383,13053883,0,9183915,20716001,11690758,-1214695,7515017,70.45,66.7,62041119,521497383,64772967,57473653,0.6421,1
37022019,3702,M2329,2019,1,0,0,230346820,196060864,166379725,63967095,205966261,156959067,87280411,5735417,9992582,527601353,545127804,532509958,505173257,12715532,0,9030334,22645985,10534974,-1413518,6505959,78.63,70.45,65651090,505173257,67721637,64772967,0.6472,1
37022020,3702,M2329,2020,1,0,0,233977113,230346820,167974095,66003018,198011363,146656318,89045547,10560533,11020020,609885871,527601353,545127804,586835742,13000261,0,9089289,26663415,11813589,17824994,8200504,66.58,78.63,72031502,586835742,57100025,67721637,0.657,1
37022021,3702,M2329,2021,1,1,1,287738624,233977113,216513278,71225346,246449061,182224039,121376715,11911715,14407940,778572715,609885871,527601353,748871952,15897207,0,10758599,32810967,16257442,-19033586,11647710,58.74,66.58,88318346,748871952,86214706,57100025,0.6668,1
37022022,3702,M2329,2022,1,0,1,316219640,287738624,234306337,81913303,276008765,197055821,130327395,11970875,17949659,775232422,778572715,609885871,745644021,14888268,0,9941007,37109651,17446567,-6088354,10577434,70,58.74,80762594,745644021,111737091,86214706,0.691,1
37032017,3703,M2500,2017,0,0,0,64789579,59343131,41189703,23599876,39659968,26726311,25518038,1998207,3428513,28384743,24537398,21776880,26035530,1181772,0,188366,5520686,1065682,-990675,807568,282.31,309.5,13377244,25936963,22865100,21032762,0.6341,1
37032018,3703,M2500,2018,0,0,0,67005834,64789579,41181187,25824647,42820746,27626992,26097164,1836333,4547174,25154111,28384743,24537398,21429966,1373991,0,283651,8153880,2356256,934709,2018281,334.05,282.31,11607332,21333364,24012811,22865100,0.6089,1
37032019,3703,M2500,2019,0,0,0,63548031,67005834,37850723,25697308,42622252,26617661,22143524,2286634,4423239,22665087,25154111,28384743,19932532,1407612,0,266751,7491023,868926,1149131,152060,381.36,334.05,10948760,19821878,26368637,24012811,0.6123,1
37032020,3703,M2500,2020,0,0,0,67155090,63548031,40234730,26920360,44097632,30359556,23536131,2345718,4512368,21688649,22665087,25154111,18396746,1530218,0,389861,8629727,1931528,-345479,1632937,472.17,381.36,17040551,18314535,28363358,26368637,0.6395,1
37032021,3703,M2500,2021,0,0,0,70389647,67155090,42611354,27778293,46292919,29856444,23669808,4379297,5206556,26844308,21688649,22665087,22954778,1586173,0,426013,9281503,2428945,2600260,1867270,393.96,472.17,20703857,22954778,28517085,28363358,0.6244,1
37032022,3703,M2500,2022,0,0,0,75050242,70389647,45668793,29381449,45575133,33604335,28822956,9551304,5822416,32145603,26844308,21688649,27093614,1794425,0,468445,10830146,3307049,70099,2589001,304.13,393.96,23050020,27093614,24855132,28517085,0.6417,1
37042017,3704,M2327,2017,0,0,0,14409274,14887145,6425907,7983367,11638883,6201089,821467,1930150,3181431,19141444,22446091,21390243,14864776,4807005,1884227,2056543,126249,-605137,539575,-571323,91.75,106.82,6727949,14864776,3233873,3516460,0.1523,1
37042018,3704,M2327,2018,0,0,0,17119272,14409274,9812938,7306334,14304550,9528262,2150119,1763447,1500532,22222727,19141444,22446091,18052949,4928570,1754540,2274901,-439594,-605475,-2338079,-601383,88.81,91.75,5536771,18052949,4735982,3233873,0.2013,1
37042019,3704,M2327,2019,0,0,0,15485824,17119272,8243856,7241968,12305624,7638014,1626803,1639267,3219348,24026346,22222727,19141444,18935820,4914716,1839885,2203757,-362370,429,2372773,101978,86.2,88.81,8911775,18935820,3485268,4735982,0.2104,1
37042020,3704,M2327,2020,0,0,0,19589165,15485824,11282934,8306231,16408405,10581538,1914247,1592121,4078159,22250630,24026346,22222727,16470531,4487405,1599814,2044671,447480,1199199,1546753,831001,77.68,86.2,17077580,16470531,4900890,3485268,0.1883,1
37042021,3704,M2327,2021,0,0,0,21393674,19589165,12174065,9219609,18004613,9524329,3653234,1699145,5293484,25681970,22250630,24026346,19621452,4635084,1718432,2021928,1513771,1467197,205349,1095459,84.02,77.68,15899171,19621452,6212269,4900890,0.2013,1
37042022,3704,M2327,2022,0,0,0,27063038,21393674,17048783,10014255,23347123,14402082,5228286,1891464,6040344,30515803,25681970,22250630,23527849,5140692,1872953,2267354,2946870,2064962,471311,1626931,101.52,84.02,13962164,23527849,8001198,6212269,0.2033,1
37052017,3705,M1722,2017,0,0,0,11018309,10190653,4995508,6022801,5176668,4449681,3153023,4285343,1073071,6622635,6190862,6034169,3915371,2184477,352100,1292839,1311603,671956,524555,467573,239.11,244.25,10630238,3915371,2058430,1983052,0.2577,1
37052018,3705,M1722,2018,0,0,0,11765649,11018309,5566220,6199429,5687775,4693383,3349431,4441706,1174242,7513686,6622635,6190862,4078723,2632801,370735,1706262,1545483,995172,953914,685252,240.73,239.11,10483706,4078723,2305831,2058430,0.2698,1
37052019,3705,M1722,2019,0,0,0,12360777,11765649,5941952,6418825,6042317,5078156,3545955,4537304,1311760,8191531,7513686,6622635,4383759,2915868,397982,1962565,1709371,1082574,987230,754011,248.44,240.73,11416183,4383759,2510726,2305831,0.2479,1
37052020,3705,M1722,2020,0,0,0,12611892,12360777,6035630,6576262,6454840,4305130,3469143,4459976,1478002,8084664,8191531,7513686,4402545,2721013,410600,1832912,1898235,1070034,1225250,781134,262.64,248.44,11909063,4402545,2829553,2510726,0.2418,1
37052021,3705,M1722,2021,0,0,0,12009266,12611892,5221167,6788099,6387283,3654975,2697396,4204912,1186209,7805055,8084664,8191531,4081809,2765617,395483,1871196,2113430,1028555,968358,756293,300.41,262.64,11442825,4081809,3101357,2829553,0.2395,1
37052022,3705,M1722,2022,0,0,0,11852712,12009266,4149561,7703151,6686787,3018838,1801522,3697322,1956548,7311769,7805055,8084664,4170433,2384064,347032,1545825,2469556,1096644,967245,852093,300.66,300.41,12255412,4170433,2719323,3101357,0.2576,1
37062017,3706,M2325,2017,1,0,0,47185263,50063938,12436647,34748616,20499461,11651825,2137655,6697711,8056991,48760514,48341745,50054765,43095337,4925296,2411977,1268344,3691113,2936114,3186254,2581014,47.38,51.07,29238371,43095337,6221954,6678812,0.495,1
37062018,3706,M2325,2018,1,1,1,48046151,47185263,10242824,37803327,19033549,9437584,0,7154611,5725216,30751819,48760514,48341745,25963951,4453972,2186024,1093521,4968926,3485792,1049333,3296249,72.91,47.38,23091307,25963951,6488102,6221954,0.6046,1
37062019,3706,M2325,2019,1,0,1,55410382,48046151,15855636,39554746,23189327,14102831,4595432,7810995,6664566,35831960,30751819,48760514,30642236,4688764,2372124,1119178,4998381,3138813,232759,2773789,78.04,72.91,31241178,30642236,7761668,6488102,0.6598,1
37062020,3706,M2325,2020,1,1,1,57171735,55410382,14410240,42761495,21981509,12521697,2354485,7753087,5805297,41145756,35831960,30751819,36520695,4550678,2436592,985724,5561608,3026555,2670771,2850785,74.08,78.04,35593402,36520695,9123004,7761668,0.6359,1
37062021,3706,M2325,2021,1,0,1,76348802,57171735,23742437,52606365,27591458,15673947,4079054,7785224,6651448,42185771,41145756,35831960,37823877,4320111,2261869,934512,16293899,18726339,-144683,11961481,81.08,74.08,42470771,37823877,11866900,9123004,0.5596,1
37062022,3706,M2325,2022,1,0,1,85580325,76348802,24887594,60692731,26965716,15699754,4325463,7768091,7801360,47832957,42185771,41145756,43997139,5024508,2504501,1005767,23373318,11445831,1751934,9296891,84.23,81.08,35593402,43997139,9244866,11866900,0.4276,1
37072017,3707,M2324,2017,0,0,0,7043371,5765219,2933952,4109419,3973841,1671634,1445429,2521889,1586590,5273623,4377748,3191954,4710527,527367,166240,97843,-134928,9753,61368,-45348,114.59,110.63,5170729,4710527,822202,848517,0.164,1
37072018,3707,M2324,2018,0,0,0,9421662,7043371,4269422,5152240,5105124,2667237,2201223,3438335,1978353,6436456,5273623,4377748,5562443,568113,176509,101052,78620,362699,428138,239251,116.13,114.59,5666482,5562443,1325103,822202,0.1324,1
37072019,3707,M2324,2019,0,0,0,9119129,9421662,4482905,4636224,4423499,2028572,2252881,3407212,1567170,5419225,6436456,5273623,5511190,490663,133272,88310,-562651,-559949,-60530,-602775,148.44,116.13,8194900,5511190,1425038,1325103,0.4151,1
37072020,3707,M2324,2020,0,0,0,8573024,9119129,3815163,4757861,4400032,2310615,1498078,2977434,1582403,5741460,5419225,6436456,5749910,466957,127446,80190,-465024,-449250,291843,-484787,134.56,148.44,12674792,5749910,1281194,1425038,0.3426,1
37072021,3707,M2324,2021,0,0,0,9880711,8573024,3511347,6369364,6011229,2458516,823374,2690844,2401367,7269400,5741460,5419225,6279477,504253,124353,91537,283426,517409,1020832,387479,117.63,134.56,47285238,6279477,1455166,1281194,0.315,1
37072022,3707,M2324,2022,0,0,0,12848506,9880711,4859851,7988655,8203210,2509394,1734415,3439130,4734214,8879881,7269400,5741460,7143887,633438,144188,107148,1005623,1319234,1724945,1106087,115.06,117.63,28188974,7143887,1839778,1455166,0.3656,1
37082017,3708,M3500,2017,1,0,0,7528347,11390262,3094474,4433873,5509238,2323534,1412232,1387413,1220447,4904510,1684808,#N/A,3864887,822392,175538,264007,269318,365105,1289796,236160,137.94,674.83,7558470,3864887,519445,349455,0.1474,1
37082018,3708,M3500,2018,1,0,0,8697614,7528347,3412676,5284938,5918320,2565114,1367750,1563534,1224736,6195194,4904510,1684808,5008272,916368,119257,317001,1289160,1278914,-454587,1017714,103.5,137.94,6498528,5008272,460116,519445,0.1829,1
37082019,3708,M3500,2019,1,0,0,9683933,8697614,4111664,5572269,7226554,3000484,1648142,1497378,2121142,6153144,6195194,4904510,5010959,872653,139079,290990,1653996,660648,553420,404612,126.03,103.5,7844986,5010959,610692,460116,0.2582,1
37082020,3708,M3500,2020,1,0,0,12219232,9683933,5803635,6415597,9159213,5244238,1465584,1867196,1598800,9867900,6153144,6195194,8124571,959212,200782,377149,1912006,1015716,444463,728305,90.26,126.03,14259360,8124571,1015584,610692,0.2368,1
37082021,3708,M3500,2021,1,0,0,14576308,12219232,8015982,6560326,9131102,5735480,4557087,2809810,2530959,10710300,9867900,6153144,9370771,1190155,240938,531723,1774173,213569,445543,218852,105.86,90.26,8742624,9370771,1236469,1015584,0.1874,1
37082022,3708,M3500,2022,1,1,1,14274095,14576308,6326628,7947467,8630699,4185128,3374919,3469962,2527070,9771454,10710300,9867900,8243020,1054951,214300,418344,2538139,1227432,536055,959979,123.58,105.86,9371511,8243020,899451,1236469,0.1909,1
37092017,3709,M2325,2017,0,0,0,4035833,#N/A,2608103,1427730,3901826,2543819,404886,13658,596306,5441497,#N/A,#N/A,5157908,206080,0,147667,17204,86285,-171592,56548,83.53,#N/A,1631165,5157908,1420373,#N/A,#N/A,1
37092018,3709,M2325,2018,0,0,0,5525693,4035833,4426052,1099641,5379095,4351486,1270668,9884,911837,13318833,5441497,#N/A,12582042,543185,0,427177,65322,188037,-496048,130197,44.87,83.53,1436220,12582042,2911051,1420373,0.6321,1
37092019,3709,M2325,2019,0,0,0,6842609,5525693,5680279,1162330,6471223,5419696,3189227,38858,394001,18141116,13318833,5441497,17206477,685531,0,490022,165703,264768,-2300265,138644,65.21,44.87,1798259,17206477,2639677,2911051,0.6343,1
37092020,3709,M2325,2020,0,0,0,4894889,6842609,3618052,1276837,4515511,3387836,1574526,60368,1019529,18763720,18141116,13318833,17750204,693139,0,469164,293024,340243,2432108,204290,62.42,65.21,1778367,17750204,1589065,2639677,0.6413,1
37092021,3709,M2325,2021,0,0,0,6532165,4894889,4523365,2008800,6158770,4407464,874928,56055,1600601,18833727,18763720,18141116,17595360,774200,0,511781,573741,526406,1332954,386006,31.03,62.42,3826650,17595360,2293138,1589065,0.6466,1
37092022,3709,M2325,2022,0,0,0,7999144,6532165,5908683,2090461,7572748,5722719,3236016,59804,1556798,20382375,18833727,18763720,19296388,824006,0,575602,599358,299175,-2064160,177133,43.64,31.03,2287945,19296388,3438718,2293138,0.6374,1
37102017,3710,M2328,2017,0,0,0,7970804,#N/A,4954020,3016784,4042628,3207818,2427729,3235511,674881,56861,#N/A,#N/A,47554,16789,3168,5155,-7747,-3163,103377,-7435,6866.62,#N/A,1942307,47554,1100294,#N/A,#N/A,1
37102018,3710,M2328,2018,0,0,0,7493721,7970804,5053378,2440343,3737191,3584486,2629767,3045534,506216,6746945,56861,#N/A,5757184,1537026,437226,436770,-476515,-333732,93784,-493264,64.88,6866.62,1314219,5757184,1111000,1100294,0.0433,1
37102019,3710,M2328,2019,0,0,0,9279071,7493721,7133269,2145802,4206290,5190188,3072230,3289012,487598,7474369,6746945,56861,6257667,1535186,481368,441307,-752688,-64627,450568,-288249,55.86,64.88,1685268,6257667,1375540,1111000,0.0567,1
37102020,3710,M2328,2020,0,0,0,9190156,9279071,6806522,2383634,4661004,5187309,3216944,3253350,490178,7738761,7474369,6746945,6347662,1358912,442847,374198,-946289,67624,133668,-165284,57.51,55.86,1963036,6347662,1267681,1375540,0.0584,1
37102021,3710,M2328,2021,0,0,0,8637246,9190156,6800918,1836328,4446392,5278894,3267012,3004887,508194,7323915,7738761,7474369,6195500,1417831,444496,385866,-525046,-252027,539380,-530737,65.54,57.51,2088545,6195500,1187875,1267681,0.0602,1
37102022,3710,M2328,2022,0,0,0,8004146,8637246,5673438,2330708,4256831,4378385,3049233,2749934,903326,6400733,7323915,7738761,5194452,1362111,407762,370428,-394412,-16940,63789,-312158,75.89,65.54,3202838,5194452,1078998,1187875,0.0656,1
37112018,3711,M2324,2018,0,0,0,533371203,#N/A,312700659,220670544,201558875,156298736,198147734,214592588,51518436,371092421,#N/A,#N/A,309929371,34515301,14962799,4933602,25392886,35615679,51074691,26463839,55.76,#N/A,251950971,309929371,46688059,#N/A,#N/A,1
37112019,3711,M2324,2019,0,0,0,556654283,533371203,342307604,214346679,202001118,152264636,214939781,232093327,60130875,413182184,371092421,#N/A,348871391,40784389,18395334,5751168,31561328,27565445,72303250,18053124,59.01,55.76,360246266,348871391,45300476,46688059,0.8757,1
37112020,3711,M2324,2020,0,0,0,583666832,556654283,349404279,234262553,224086842,171896666,192053892,234365397,51538071,476978710,413182184,371092421,398994442,43108186,19302418,5605464,46881134,39193190,75060638,29276780,55.29,59.01,353709878,398994442,62062079,45300476,0.8842,1
37112021,3711,M2324,2021,0,0,0,672934285,583666832,398301560,274632725,292357728,210927730,208278360,239867550,76073345,569997133,476978710,413182184,459628356,48244428,21053633,6386763,91318899,83166714,81733902,66013581,57.46,55.29,469453917,459628356,73245095,62062079,0.8895,1
37112022,3711,M2324,2022,0,0,0,707068373,672934285,387143310,319925063,300367224,222260898,182366285,268234618,58040394,670872643,569997133,476978710,535942631,54754429,24369907,6920503,120832554,85635495,111000972,65227138,63.48,57.46,410084024,535942631,92826151,73245095,0.8765,1
37122017,3712,M2325,2017,0,0,0,3734376,#N/A,1289337,2445039,1851765,1105602,879167,1444461,1135750,1720918,#N/A,#N/A,1156281,294342,146961,26949,681177,326009,742020,245312,,#N/A,,1156281,243326,#N/A,#N/A,#N/A
37122018,3712,M2325,2018,0,0,0,15740027,3734376,8485560,7254467,6902925,5169736,4412210,3510082,2747502,3365313,1720918,#N/A,3039296,478797,177994,86987,-165483,-115501,158670,-171064,108.73,,4703222,3039296,1345319,243326,#N/A,1
37122019,3712,M2325,2019,0,0,0,18207918,15740027,11343763,6864155,6740195,5813251,6889694,5279784,1820304,8840159,3365313,1720918,8226631,1146824,338228,296276,-273604,-152510,306619,-197033,49.61,108.73,5072585,8226631,1239969,1345319,0.4794,1
37122020,3712,M2325,2020,0,0,0,22807009,18207918,14629754,8177255,13443029,10542565,11481555,3411488,5148889,7053361,8840159,3365313,6168735,1105280,383683,222319,98209,398856,1257332,179775,52.99,49.61,7978241,6168735,867146,1239969,0.4669,1
37122021,3712,M2325,2021,0,0,0,24543836,22807009,12553318,11990518,15569224,9293411,7760389,3469151,4968346,11241928,7053361,8840159,9418926,1195161,395088,195416,445172,970252,-3180099,626231,11.15,52.99,8089050,9418926,1359049,867146,0.4733,1
37122022,3712,M2325,2022,0,0,0,32389002,24543836,17683585,14705417,20092218,12407153,14222592,3651644,5732695,12069249,11241928,7053361,10259716,1255560,369415,191356,862941,982222,-2351013,660391,10.55,11.15,6845528,10259716,1305042,1359049,0.4779,1
37132020,3713,M3500,2020,0,0,0,740566,#N/A,240983,499583,337673,204204,65333,272599,50978,169021,#N/A,#N/A,127823,48510,0,6888,-350384,5269,-6790,3796,421.19,#N/A,3432056,127823,233861,#N/A,#N/A,1
37132021,3713,M3500,2021,0,0,0,1528997,740566,908062,620935,843043,390227,657725,261532,251026,675649,169021,#N/A,546057,75059,0,11816,-317030,40196,-150777,33091,172.51,421.19,2959611,546057,374461,233861,0.2968,1
37132022,3713,M3500,2022,0,0,0,2447810,1528997,1755983,691827,1442907,1017068,1254001,396672,225422,1275870,675649,169021,1064378,94647,0,17384,-248294,82600,-451644,69565,175.99,172.51,2260706,1064378,683705,374461,0.3118,1
37142021,3714,M2326,2021,0,0,0,76889182,#N/A,22284139,54605043,34603529,15764347,8495353,24299352,12336039,36424760,#N/A,#N/A,28807881,5680312,2656848,884563,2169446,2484425,4352588,1898474,122.03,#N/A,52558752,28807881,5688379,#N/A,#N/A,1
37142022,3714,M2326,2022,0,0,0,73043470,76889182,16382474,56660996,32663028,10312376,6096805,22037075,16127132,28878250,36424760,#N/A,23896688,5533845,2723055,883849,654565,-351866,7959042,-566383,176.23,122.03,33776539,23896688,4825045,5688379,0.4086,1
37152022,3715,M2328,2022,0,0,0,20013705,#N/A,13860303,6153402,9478273,10177714,6711031,9947463,1677887,15297012,#N/A,#N/A,12636809,1826720,660154,484528,600917,1012631,1490127,552634,94.9,#N/A,4496278,12636809,2706870,#N/A,#N/A,1
41022017,4102,M1722,2017,0,0,0,551137,553569,121944,429193,218964,103648,60000,234286,29673,314369,268090,317569,252512,82558,23622,19486,-24461,-24473,-15853,-24965,188.54,190.96,694917,252512,115783,79321,0.2246,1
41022018,4102,M1722,2018,0,0,0,613391,551137,167344,446047,264387,61964,75000,202268,40159,357090,314369,268090,296175,82738,26489,16273,-39442,-15954,15449,-14957,191.99,188.54,586866,296175,112273,115783,0.225,1
41022019,4102,M1722,2019,0,0,0,685203,613391,184837,500366,323693,91598,75000,181819,53133,416837,357090,314369,300107,94805,31106,19285,-10375,32211,30756,31319,211.78,191.99,694917,300107,164003,112273,0.2251,1
41022020,4102,M1722,2020,0,0,0,953561,685203,381320,572241,362460,165233,258250,425016,53406,463212,416837,357090,328299,105506,32967,19437,16098,30254,36067,29912,243.23,211.78,1101698,328299,184996,164003,0.2245,1
41022021,4102,M1722,2021,0,0,0,930245,953561,353866,576379,347175,130550,250500,410691,78200,477595,463212,416837,373088,97292,31230,19944,19903,9439,73266,8056,214.15,243.23,826274,373088,145208,184996,0.2255,1
41022022,4102,M1722,2022,0,0,0,1027683,930245,345942,681741,449993,153612,211596,393998,144179,567331,477595,463212,402363,116260,34940,28579,86119,78750,93523,75892,180.27,214.15,1527547,402363,145789,145208,0.23,1
41032017,4103,M1722,2017,0,0,0,5544696,5540601,1951094,3593602,5077720,1699555,0,314014,2696278,5614680,6031162,6144205,3480398,1331351,142959,786759,2308110,720122,745462,554222,104.69,113.95,8062707,3480398,791974,821629,0.7017,#N/A
41042017,4104,M1722,2017,0,0,0,14951479,16826054,6926676,8024803,10530890,6406076,1858526,270490,2473892,6095337,6205758,6202884,4888446,753736,0,483736,2596032,586018,-487388,471008,100.91,85.86,5739432,4888446,1121982,1025183,0.4724,1
41042018,4104,M1722,2018,0,0,0,13980870,14951479,5638467,8342403,9939278,5105976,1503109,286345,3100081,6345031,6095337,6205758,5145925,761046,0,489605,2739276,670545,192434,548423,101.27,100.91,5894808,5145925,1008284,1121982,0.4471,1
41042019,4104,M1722,2019,0,0,0,13764984,13980870,5133072,8631912,8614685,4829102,1221666,560863,2828776,6457362,6345031,6095337,5218965,772016,0,463877,2904393,770645,1194496,622274,82.08,101.27,7607877,5218965,853185,1008284,0.4498,1
41042020,4104,M1722,2020,0,0,0,14004632,13764984,4424928,9579704,8501800,4019932,408749,534339,2618464,6675494,6457362,6345031,5368920,777428,0,495902,3017380,840151,869433,669086,74.15,82.08,7918403,5368920,851236,853185,0.4747,1
41042021,4104,M1722,2021,0,0,0,15105000,14004632,5359288,9745712,9307543,4955029,479966,636488,3072264,6573152,6675494,6457362,5199126,777593,0,509139,3192892,882497,945049,722289,82.65,74.15,8130125,5199126,910243,851236,0.4965,1
41042022,4104,M1722,2022,0,0,0,16482506,15105000,6185197,10297309,9528417,5752045,535134,760310,2506995,7186828,6573152,6675494,5672791,906500,0,585199,3344438,974149,637126,785301,88.58,82.65,10018726,5672791,1161088,910243,0.4807,1
41052017,4105,M1722,2017,0,0,0,9507067,9290305,3395430,6111637,4996590,2782898,2200000,2548006,1441374,4078760,3760717,3195218,1407701,1411855,295675,824571,2591732,1620258,996520,1368314,213.17,215.15,25486523,1407701,693713,565683,0.5888,1
41052018,4105,M1722,2018,0,0,0,9053135,9507067,2661510,6391625,4654601,1971883,1500000,2474331,2372294,4036196,4078760,3760717,1372317,1603502,361063,903799,2921893,1685355,1073798,1462299,234.06,213.17,19021649,1372317,750888,693713,0.55,1
41052019,4105,M1722,2019,0,0,0,9552716,9053135,3383652,6169064,4974418,3025430,1933314,2394277,2422158,4466308,4036196,4078760,1559067,1673775,298552,1002748,2705487,1217464,1209855,907705,224.23,234.06,20488678,1559067,858685,750888,0.5383,1
41052020,4105,M1722,2020,0,0,0,9360809,9552716,3282741,6078068,4798541,2548666,2143664,2584740,2223730,4221836,4466308,4036196,1617062,1649673,261597,983415,2758978,1220938,526351,978677,271.58,224.23,17057321,1617062,1110501,858685,0.5237,1
41052021,4105,M1722,2021,0,0,0,9296465,9360809,3529231,5767234,4749403,3051579,2123121,2497392,2222253,4535610,4221836,4466308,1767630,1625901,287595,921732,2567549,1106365,1256341,822569,264.81,271.58,17107051,1767630,955011,1110501,0.4905,1
41052022,4105,M1722,2022,0,0,0,9600635,9296465,3367354,6233281,5035372,2917428,1798447,2426443,2357324,5061606,4535610,4221836,2040108,1793158,353436,1022855,2924521,1431493,1235759,1103090,221.01,264.81,20737327,2040108,1039100,955011,0.3243,1
41062017,4106,M1722,2017,0,0,0,2584294,2591049,976105,1608189,1284144,674839,570641,583398,409514,2089277,1990275,2015894,1182754,754946,138934,284726,786835,161122,178212,117683,102.68,100.93,2497381,1182754,351997,313836,0.4489,1
41062018,4106,M1722,2018,0,0,0,3146056,2584294,1124101,2021955,1750185,1009642,696072,689710,447210,2105748,2089277,1990275,1228877,739966,132163,290413,828086,159957,118990,109317,118.15,102.68,2472320,1228877,365620,351997,0.3731,1
41062019,4106,M1722,2019,0,0,0,3020406,3146056,990427,2029979,1485379,753513,560828,657969,419451,2036232,2105748,2089277,1182415,725054,138194,273896,849805,146422,173623,88804,127.35,118.15,2452137,1182415,350817,365620,0.3749,1
41062020,4106,M1722,2020,0,0,0,3046409,3020406,940126,2106283,1405183,709855,359720,785171,470157,2004025,2036232,2105748,1156394,748695,167827,275461,908479,134124,279321,105377,134.91,127.35,2901191,1156394,376205,350817,0.4834,1
41062021,4106,M1722,2021,0,0,0,3140417,3046409,1076127,2064290,1588014,873877,490812,740916,493227,2374055,2004025,2036232,1387103,882629,150746,369226,956985,145751,7070,103511,132.54,134.91,2966783,1387103,556794,376205,0.4791,1
41062022,4106,M1722,2022,0,0,0,3197408,3140417,970033,2227375,1677316,771077,426883,736063,445280,2663723,2374055,2004025,1596935,881848,154283,379485,1066469,210720,82145,162114,143.58,132.54,2966783,1596935,552506,556794,0.4586,1
41072017,4107,M1722,2017,0,0,0,2621470,2563755,484694,2136776,1579581,394277,161895,959108,916854,1420219,1406959,1259420,816545,175503,37772,61223,1135084,395902,336514,303939,109.81,98.43,6846642,816545,197592,203990,0.398,1
41072018,4107,M1722,2018,0,0,0,2771542,2621470,457515,2314027,1690994,385648,71080,944734,926601,1613009,1420219,1406959,923968,199849,37961,75987,1294932,518225,460413,404997,115.44,109.81,6541731,923968,281734,197592,0.3696,1
41072019,4107,M1722,2019,0,0,0,2940498,2771542,452371,2488127,1815829,364977,10027,943782,1054596,1858900,1613009,1420219,1041944,236467,51473,88660,1481690,594504,623411,464172,113.65,115.44,9043389,1041944,268278,281734,0.2927,1
41072020,4107,M1722,2020,0,0,0,3563757,2940498,899549,2664208,2070745,423858,0,1068572,1193574,1947661,1858900,1613009,1095907,245036,71820,86143,1690032,603047,634506,488665,101.35,113.65,9216634,1095907,265147,268278,0.4575,1
41072021,4107,M1722,2021,0,0,0,3860855,3563757,1057678,2803177,1946590,595251,148345,1478348,872610,1825491,1947661,1858900,1022622,254941,68830,102450,1845646,540094,469246,431257,107.51,101.35,7934621,1022622,314914,265147,0.4379,1
41072022,4107,M1722,2022,0,0,0,4480494,3860855,1448508,3031986,1917790,573734,557194,1972841,1017296,2010272,1825491,1947661,1165730,266166,69978,106798,2024937,627498,644579,493540,107.63,107.51,7726727,1165730,331713,314914,0.5298,1
