"","X","Code","Key","CFO","PROD","EXP","A1","A2","A3","A4","A5","ABCFO","ABPROD","ABEXP"
"22",22,1232,12322022,0.0463826790555234,3.18029576077554,0.132749663096927,1.42785790757704e-07,3.52351924709624,0.599553251817877,0.433642017174846,2.92396599527836,-0.126265027866198,0.20762876877726,-0.141084957524898
"23",23,1233,12332022,0.0874943060676967,0.349729982039216,0.436571326136318,4.32998654240183e-07,0.794839175639842,0.0271321286733441,-0.0576723897542126,0.767707046966498,0.028554185668277,-0.267692907284887,0.303616177904384
"24",24,1234,12342022,0.0356866714094314,0.30189395515156,0.0914477262901698,4.38819827424449e-08,0.419445800397711,0.0147278026939676,0.000786760068589294,0.404717997703744,-0.0163679935541481,0.0202961573208154,-0.00896415292031197
"25",25,1235,12352022,-0.00804563174981213,0.00814333466240651,0.00317117571665728,2.13791931278722e-07,0.013474664052704,0.00468995359646132,-0.00801484571170799,0.00878471045624267,-0.0432185859724604,0.0887962639400679,-0.0737228457044165
"26",26,1236,12362022,0.043804477135226,0.445515632015775,0.163274599478779,2.89310330461832e-07,0.610055096259333,0.102282195610815,0.03409088278997,0.507772900648518,-0.013224089689749,0.00566274471734733,0.0509034446713828
"27",27,1240,12402022,-0.0435965104406786,1.45071098293819,0.117632630128005,4.69001575376292e-07,1.5809086342721,0.174089163765501,0.338910387399991,1.4068194705066,-0.132866988803651,0.163914516295963,-0.0595383646200183
"28",28,1256,12562022,0.0656688421746009,0.608068225278313,0.127773274851521,2.07401925851323e-07,0.850636806873134,-0.0996725953198511,0.228616446640877,0.950309402192985,0.00469495618960402,-0.0625078000467013,-0.0130606580617873
"29",29,1259,12592022,0.194456855273009,0.808198158287686,0.252016134371379,1.89157420967192e-07,1.08301135587661,0.130758472077149,-0.0582438398048501,0.952252883799461,0.118873949933773,-0.0558023590362371,0.111417670201446
"30",30,1264,12642022,0.143475659824047,0.820302873900293,0.205956832844575,2.34604105571848e-07,1.25301958944282,0.0921114369501466,0.13441431085044,1.16090815249267,0.0638904226325617,-0.191993476915798,0.0502438536230718
"31",31,1268,12682022,0.129538328236056,0.47823241010419,0.321199025440632,2.14471691881389e-07,0.8057431229652,0.177372164148054,-0.11354388734231,0.628370958817146,0.0625413192257269,-0.134510875442136,0.202129810284611
"32",32,1301,13012022,0.104476397192386,0.38458104873891,0.0289868272656706,1.83932089241451e-09,0.462860235733031,-0.0403748354253837,0.161464593251235,0.503235071158414,0.0517865962807024,0.0644413305526509,-0.0772815531220628
"33",33,1303,13032022,0.112601846186509,0.450543805606579,0.0327182771977434,1.49544922985307e-09,0.531158592441671,-0.0844735767325902,0.206845430514156,0.615632169174261,0.0587951681470865,0.0660911589632489,-0.081191549877641
"34",34,1304,13042022,0.11493972906381,0.654250947769503,0.0613515111361996,1.1788947703556e-08,0.783223756832771,-0.0626985752455464,0.254102150029379,0.845922332078317,0.0520887786603461,0.0488044410607573,-0.0684365250647374
"35",35,1305,13052022,0.0480920678055164,0.999057631625687,0.0979440440427762,5.89090688449669e-08,1.03900746466266,-0.152223684803493,0.382224188476031,1.19123114946615,-0.0202546641587853,0.159904791025271,-0.0562912113675702
"36",36,1307,13072022,0.107130018031743,0.61257295311835,0.0977448822149783,6.78420666538807e-08,0.730218016586978,0.161429654866376,-0.00391781150719496,0.568788361720602,0.0407881315805438,0.0697931779530299,-0.0143145435580491
"37",37,1308,13082022,0.190883906491045,0.346836896778078,0.0150677507117774,5.26910754912415e-08,0.517180399383599,0.0131474244654991,0.203507002064331,0.5040329749181,0.135677677073058,-0.0137540844951792,-0.0922798436072785
"38",38,1309,13092022,0.102645416667016,1.51923611535741,0.142830777598433,9.3069496202718e-08,1.68305006236122,-0.250111799732314,0.490735350465752,1.93316186209353,0.0155672179888369,0.0970923076321871,-0.0625797491911202
"39",39,1310,13102022,-0.0009549218802928,1.41741646315432,0.0226172387057367,1.07536247780721e-07,1.38226662752347,0.122585300440146,0.387215553182589,1.25968132708333,-0.0878470668594159,0.30338205011627,-0.137255983975505
"40",40,1312,13122022,0.0440388633863417,0.353798917052261,0.0339041504709824,2.0444471394801e-08,0.371611510310995,-0.0893572031259842,0.12208557160258,0.46096871343698,-0.00387876828618684,0.108002375211884,-0.0698630836887338
"41",41,1313,13132022,0.0125196190035811,1.34783610917267,0.0505215331652007,1.85970933040719e-08,1.35423369524021,-0.169657283837988,0.559318534807919,1.5238909790782,-0.0667589882287006,0.231986589266191,-0.125538009435627
"42",42,1314,13142022,-0.0681239260400539,0.194180631642802,0.0193165239230528,7.39419042894512e-09,0.185060282246601,-0.0749444455987597,0.129991997267699,0.26000472784536,-0.110280792707746,0.117295433238127,-0.070512520512628
"43",43,1315,13152022,0.0412618885363572,0.169666156633417,0.0262555269718106,7.84023237194313e-08,0.209284026843701,0.022772738947546,0.0113965617758565,0.186511287896155,-0.00328210893064456,0.0776233670037828,-0.0600036197447145
"44",44,1316,13162022,-0.0544909733327672,0.164557723968431,0.0393866489293953,9.43471882179231e-08,0.219980375784851,0.122259520810631,-0.0189338767731375,0.0977208549742196,-0.101897384910468,0.0732607062779038,-0.0411518715636419
"45",45,1319,13192022,0.1622993256584,0.471782309920821,0.0897893906614541,2.90246627784067e-08,0.617720462195696,0.0842385980530605,0.0306880371775745,0.533481864142636,0.101309907717632,0.0220606537175974,-0.0190851392439872
"46",46,1321,13212022,0.00434030860735939,0.472720453941212,0.0432496213651225,7.70405163008873e-08,0.50123607656379,0.00121747127910292,0.116355447376975,0.500018605284687,-0.0495983898933647,0.121375483423723,-0.064315567411227
"47",47,1323,13232022,0.12293900809847,0.51466192601944,0.0857237170672901,1.7456232424847e-07,0.655024348825798,-0.00789178811694908,0.0682639933959582,0.662916136942747,0.0655740978498044,0.0228800501056283,-0.0348918478802019
"48",48,1324,13242022,0.0651699612868411,0.665879983586456,0.122766726116245,8.0301096993286e-07,0.78937343463049,-0.0753408982320107,0.0169290772681246,0.864714332862501,0.0152221603938299,0.0457054138444996,-0.0242471633899301
"49",49,1325,13252022,0.0242203132857709,0.158605350561419,0.015135287012857,3.10811709644674e-07,0.172179741168441,-0.198010369921881,-0.890728859675351,0.370190111090321,-0.00919514095436096,0.0364177316368901,-0.0883070197828552
"50",50,1326,13262022,0.0547046272218303,0.613615950179374,0.030130487987094,1.67127584768695e-09,0.634911950361182,0.0235390261820921,0.188047663202807,0.61137292417909,-0.00563256532202907,0.148070216236873,-0.0834930505436452
"51",51,1336,13362022,0.126421395829013,0.970365876793979,0.0986226126241391,4.41187500275742e-07,1.177596498736,0.257530850035957,0.0789059432368162,0.920065648700041,0.0481643116946704,0.0430337146059687,-0.0448652526118386
"52",52,1337,13372022,-0.0598927582205141,0.158030751309748,0.0437091770262792,1.81556476410004e-07,0.116850292886908,-0.0841505190336548,0.0179633793324822,0.201000811920563,-0.0966561330797164,0.136862541429376,-0.0456150245992999
"53",53,1338,13382022,0.0860955444596604,0.499584487558285,0.109792906549245,8.54085183381484e-08,0.627311901830766,0.00255892461792926,0.0980832278680479,0.624752977212837,0.0279494840636291,0.0348215836150957,-0.0064288415231853
"54",54,1339,13392022,0.147983368518359,0.294999173572532,0.0693724000938267,1.97946698892389e-07,0.400002375360387,0.0203208122148949,-0.0401437884820754,0.379681563145492,0.0989230112520349,0.0301638030017609,-0.0324409823480029
"55",55,1340,13402022,-0.0703586130052155,0.14598184337676,0.0341658725108771,1.94051506315115e-07,0.096876333497695,-0.0293792040046021,-0.00112103555198242,0.126255537502297,-0.107754748963159,0.148277358893868,-0.0503239138027289
"56",56,1341,13412022,0.205795267448864,1.03159088969968,0.104381888543192,4.22383272270792e-07,1.28646455908677,0.118358551022632,0.0427012592934879,1.16810600806414,0.127370339251685,-0.0109319493619852,-0.0556055826142254
"57",57,1342,13422022,0.252724884958552,0.765181412715228,0.082614640806362,4.16251282574264e-07,1.07773201326177,0.21675994164157,0.223545253798813,0.860972071620196,0.178604476647512,-0.0714434278702412,-0.0563494453082054
"58",58,1402,14022022,0.0606157404608837,0.33671460054737,0.0570644858746374,1.57399115607423e-09,0.415446348044214,0.0395674744706701,0.0504258539317162,0.375878873573544,0.00732747701791789,0.0635691978365227,-0.0405322352506313
"59",59,1409,14092022,0.0126233789047476,0.182652023319079,0.0236992265945386,5.10121871328828e-09,0.225884357095982,0.00445563397902808,0.0619693090583407,0.221428723116954,-0.033162774259664,0.075560818214064,-0.0634585899380916
"60",60,1410,14102022,0.0790858529139334,0.184853421340031,0.0611713080548336,7.02779210666502e-07,0.278280186826825,-0.0571942805016719,0.0429384042133019,0.335474467328497,0.0444715065912887,0.0249591971849869,-0.0478087891654107
"61",61,1413,14132022,0.0336309917654303,1.03670038482101,0.0389034453919405,3.5288492246236e-07,1.11015232277678,0.0637334871911595,0.496284298208933,1.04641883558562,-0.0383820073072127,0.164697024835672,-0.111402738137672
"62",62,1414,14142022,0.0301272641733913,0.113681360410879,0.0184578142027817,2.17304146489071e-07,0.14971017059462,-0.0262440390756316,0.0233043485819275,0.175954209670252,-0.0087847416083673,0.0701695864435741,-0.0698825158943086
"63",63,1416,14162022,0.0432410550983598,0.0471753437826293,0.0295805670030081,2.58003061464327e-07,0.0643436415016501,0.00321471814584552,0.0558734009937762,0.0611289233558045,0.00708504847192458,0.0849841491938669,-0.0517664403429371
"64",64,1417,14172022,-0.0341725494782327,0.269863131617457,0.150757497996678,2.50964267456635e-07,0.379317934333192,0.0474312426922342,0.0719205868749202,0.331886691640957,-0.0824219293805459,0.0316117277270574,0.0511278819879893
"65",65,1418,14182022,-0.0314640456705757,0.00785145813999269,0.0212438482522006,2.8122275654546e-07,0.00583649708934447,-0.00521471357462246,-0.0171109986220085,0.0110512106639669,-0.0650142348837435,0.0940005016487299,-0.0571634734487342
"66",66,1419,14192022,0.0174921483409642,0.150680642387338,0.0383131831950481,6.19765883437531e-08,0.207577505597261,0.0372091942268808,0.0371674220063371,0.17036831137038,-0.0276582210450213,0.0628904290237964,-0.046516408083754
"67",67,1423,14232022,0.0920768813711423,0.0518148261534075,0.0102139839123546,2.92120232013573e-07,0.0513962178609321,-0.00414898365528878,-0.00367428827826672,0.0555452015162209,0.057117210753359,0.0979215549136814,-0.0714406957199871
"68",68,1432,14322022,0.0750919501609281,0.140254550092093,0.0872986967970524,2.04379108531029e-07,0.226212315558074,0.0671941282699635,-0.0770026904465847,0.15901818728811,0.0307721723931304,0.0348361312151575,0.000371330539406765
"69",69,1434,14342022,0.0445534855787258,0.380539358002025,0.0307211554230629,1.22937435614592e-08,0.426871416343017,0.0236488352145138,0.0493657116771926,0.403222581128504,-0.0085112799028609,0.0953067271031791,-0.0689523022402427
"70",70,1436,14362022,0.119283178594225,0.195473208196648,0.0292519765929845,7.30401021568085e-08,0.287757916469732,0.0993760987513868,0.0691890627705908,0.188381817718346,0.0698521573874058,0.0445511232543873,-0.0570263798962913
"71",71,1437,14372022,0.0285663897726782,0.0264254025096231,0.005854799564621,8.37009759198988e-08,0.0671171341589374,0.00869042122683534,0.00775548132581007,0.0584267129321021,-0.0106475763488953,0.0598274595589185,-0.0717952655850095
"72",72,1438,14382022,0.00894108250036762,0.0280598938093875,0.00601119962130091,1.90722749581221e-07,0.113530577529465,0.111185259877865,-0.0164279040351784,0.00234531765160027,-0.0329690826132136,0.0311253563135582,-0.0699796752566086
"73",73,1439,14392022,-0.126957714595047,0.0914549525719418,0.0170784070077878,2.05049970677854e-07,0.116909855931891,-0.00930557776930238,0.103020386068085,0.126215433701193,-0.165416287833885,0.0826185388662999,-0.0676303246397659
"74",74,1440,14402022,0.0539007674589959,0.389596155178608,0.0408022597884102,1.99216846700923e-08,0.437644190663432,0.0353554520610756,0.0511048785456565,0.402288738602356,0.000267075493896881,0.0961801708638169,-0.058961393261322
"75",75,1441,14412022,-0.125307436822496,0.71460216969628,0.0872920497122025,4.21218458635294e-07,0.669026332471942,0.0176161983770453,0.0154330231059385,0.651410134094896,-0.179877901109332,0.211734582300918,-0.0375119170715914
"76",76,1442,14422022,-0.118693285503188,0.0897181415564318,0.0149391376351982,7.09674150275205e-08,0.142172712830213,-0.102674449615761,0.086495227370372,0.244847162445974,-0.15759241858614,0.0463263839587646,-0.0751397873773541
"77",77,1443,14432022,0.0508698787881251,0.078378500046424,0.0156684785038291,1.56309641897737e-07,0.132472421508332,-0.00301943335253858,0.0464889884546572,0.13549185486087,0.0109196163403009,0.0537974358753134,-0.0686891308927666
"78",78,1444,14442022,0.0690407398304014,0.540254694999341,0.0488425503424879,4.82986113811138e-08,0.591041022956861,0.065639889707223,0.120967446301242,0.525401133249638,0.00978818987234943,0.116143810373957,-0.0598705703377124
"79",79,1445,14452022,0.0690792533429898,0.692443945262662,0.0760728829721036,4.97413202639672e-07,0.751694811134694,0.127865037870554,0.16746808223832,0.62382977326414,0.0098626187297193,0.135103012899591,-0.0483900072714128
"80",80,1446,14462022,-0.0803386498068427,0.0316603325568941,0.0137035231046755,2.30442994394705e-07,0.0358811264422275,-0.00864645159268371,-0.0685178459663719,0.0445275780349112,-0.115638909553248,0.0881879196388788,-0.0659583250871013
"81",81,1447,14472022,0.0422614050243063,1.41699061846918,0.0426177380878085,5.06154919747366e-08,1.44261202866031,0.215063048934501,0.541230190298559,1.22754897972581,-0.0501698967299052,0.266085534713004,-0.113921709239211
"82",82,1449,14492022,0.0169681807476635,0.346329764648006,0.0536770632138872,1.57324006746683e-07,0.390822252348021,-0.0474624502993797,0.134782937708032,0.438284702647401,-0.0305573487885443,0.0891544464621392,-0.0513053837582944
"83",83,1451,14512022,0.0210969209973745,0.871611520875983,0.0548778729289735,1.10496736976109e-07,0.960787801955814,0.0754370063074852,0.10973298353013,0.885350795648329,-0.0500495787118148,0.117470224980209,-0.0795826420755774
"84",84,1452,14522022,0.211956691794821,0.500709975706252,0.0362585125117182,3.1290247080307e-07,0.568989362567603,-0.0873773891668158,0.258384534607639,0.656366751734418,0.161961852318631,0.0851774639776643,-0.0866996299896522
"85",85,1453,14532022,-0.0133555838381065,0.122507512185848,0.0274827180118188,5.28097423412671e-07,0.131261255076336,0.107873932583083,-0.092483061275144,0.0233873224932536,-0.0503373730219051,0.10708123126907,-0.0567398139668967
"86",86,1454,14542022,0.061007725103739,0.782477008967586,0.078502283158378,4.86866057791975e-07,0.874547762290569,0.107821844024669,0.180087372982731,0.7667259182659,-0.00201928679310061,0.113375562088018,-0.0554718002014702
"87",87,1455,14552022,0.0883737913288852,0.843277443289135,0.0425738031134431,9.27917942360521e-08,0.863097770537956,-0.17788817939252,0.328752604549674,1.04098594993048,0.027291079764085,0.15638333728244,-0.102120501224212
"88",88,1456,14562022,-0.516129666050388,0.0621491682204614,0.0150538216893928,1.40339728801894e-07,0.0866246976029694,-0.245031201731905,0.231108518256655,0.331655899334874,-0.548071671217395,0.0582796554782812,-0.0823304492050366
"89",89,1457,14572022,-0.0174061246763802,0.203145141446699,0.0142390283525154,5.39962547117807e-08,0.234094390744869,0.010216253380233,0.0776986666650828,0.223878137364636,-0.062843397260534,0.0901898303889333,-0.0740709460890837
"90",90,1459,14592022,0.00640565015295318,0.296283510669802,0.0229135178001817,1.53837751938163e-07,0.301086940636319,-0.0788086189138901,0.105489930934541,0.379895559550209,-0.0372440152604969,0.114510387910121,-0.0780254097580306
"91",91,1460,14602022,0.0230919172231292,0.555550231137549,0.10941067455143,6.84568029358658e-08,0.671409604982341,-0.0136193440304846,0.182290608438588,0.685028949012826,-0.0363855204008796,0.0529780253408787,-0.0105710597393367
"92",92,1463,14632022,0.0515785377084076,0.1529640735271,0.0262565001132516,3.64739468421404e-07,0.180885974053164,0.0143590633928138,0.0054546787502421,0.16652691066035,0.0128560888507746,0.0859479029249424,-0.0644138852545559
"93",93,1464,14642022,0.0979796631899096,0.548522732362986,0.0853981691006371,5.22686993754779e-08,0.641702874501442,0.0941524444842383,0.0983187825114577,0.547550430017203,0.0362717753417343,0.0814377011193287,-0.0249021801440075
"94",94,1465,14652022,0.0527962288877542,0.288986020499177,0.0473235359217727,5.47871955749478e-07,0.335151902978451,0.0932527377161629,0.00889908417723877,0.241899165262288,0.00957581151435115,0.093776815500273,-0.052166806643314
"95",95,1466,14662022,0.00537296648049393,0.709530902766376,0.0786970386675021,2.71375649300163e-07,0.755896789327556,-0.213092029724318,0.253796477489797,0.968988819051873,-0.0481937073611718,0.111814650105037,-0.0646973797449514
"96",96,1467,14672022,0.0761736846105336,0.560244666414876,0.147391615365738,1.16032635339015e-07,0.7111895491726,-0.0590276581191226,-0.227499502510076,0.770217207291723,0.0173624547573935,-0.000494715309661727,0.0206541138280685
"97",97,1468,14682022,0.0869353954915245,0.40616917080884,0.0355906977990718,2.91309169626125e-07,0.411464880203474,0.0794452541220976,0.0518509930292629,0.332019626081376,0.0373527388531738,0.142135908466229,-0.064861116568799
"98",98,1470,14702022,0.150754533696821,0.534579772902769,0.0844231445053356,7.96888310525062e-07,0.673491749416877,-0.0395551450695325,0.210404014404553,0.713046894486409,0.103674313738464,0.0304750921926664,-0.0521467041966365
"99",99,1471,14712022,0.00121595126097091,0.202415072746703,0.126354586534497,8.41488761917585e-07,0.200265068960004,-0.0991500963504632,-0.613908126256974,0.299415165310467,-0.027335265031502,0.0799245414068138,0.0170325518901325
"100",100,1472,14722022,0.0681930913005671,0.437394421105018,0.047466333294713,4.12316895220794e-07,0.48200339831585,0.23381212945596,0.112496129375146,0.24819126885989,0.0138799101231839,0.131113583681488,-0.0497200577388354
"101",101,1473,14732022,0.112695856936679,1.21049005187557,0.188661608779485,1.91819143703997e-07,1.44436842012382,0.339207027332693,-0.0401024774593324,1.10516139279113,0.0190453072173363,0.0481251616242678,0.0376044069169252
"102",102,1474,14742022,0.0868412984051089,0.652851799955851,0.0814382756494031,2.34587650039329e-07,0.74810470772842,-0.0738596870272326,0.151400992634182,0.821964394755652,0.0290925350598928,0.0738233518815167,-0.0512099882902648
"103",103,1475,14752022,0.280414325747932,1.00805620903861,0.0729871847350357,1.12454062515462e-06,1.34466270528489,0.806383342404628,0.349229464763644,0.538279362880263,0.192280041374741,0.00851691402563643,-0.0582939547103635
"104",104,1476,14762022,0.420714472026776,0.979236796412909,0.113676884002663,3.41544437305027e-08,1.35716688479402,0.130433293177954,0.264418443577218,1.22673359161607,0.333278433916168,-0.116865112308362,-0.0424753051236153
"105",105,1477,14772022,0.167166888030632,1.07217875240721,0.17208192404675,4.49987733334389e-08,1.44369190995853,0.141854673041613,0.180280160562823,1.30183723691692,0.0766349344545218,-0.103571753931088,0.0106005279067972
"106",106,1503,15032022,0.0226438639955624,0.564599209342389,0.0660682783537842,2.21261994336135e-08,0.680552708036612,0.0678824496977451,0.0443808857073381,0.612670258338867,-0.0401495808525887,0.057312510455312,-0.0480558104077434
"107",107,1504,15042022,0.046684097972037,0.330349957123234,0.0593697572951806,7.3199770591919e-09,0.42686604332182,0.051729026161232,0.0397105607871025,0.375137017160588,-0.00723813571059637,0.0479597763687948,-0.0382922926010609
"108",108,1506,15062022,0.0292648971306611,0.386076097695755,0.0765318771809291,4.11156653563104e-07,0.469383836527404,0.0318568286747229,0.0856381747440447,0.437527007852681,-0.0190447924324262,0.0664738951779196,-0.0335150133313066
"109",109,1512,15122022,-0.00130931421448391,0.390878050796026,0.105518920395306,5.36604186263899e-07,0.416122594738811,-0.121699683027907,-0.100191514034078,0.537822277766718,-0.0415253460394225,0.0935581555641854,-0.0138812425305249
"110",110,1513,15132022,0.159704181344109,0.402875903468479,0.0552634426386888,2.91887514841386e-08,0.541360417069897,0.0151670006686851,0.0769555011353986,0.526193416401212,0.103237231202743,0.0154286859856267,-0.0531184315027454
"111",111,1514,15142022,0.0274705589313923,0.783563758149219,0.0966729544754587,1.22069671753432e-07,0.941053654137313,0.247499067082534,0.0693034692322782,0.69355458705478,-0.0475790437513234,0.0653905816269961,-0.0249694995361843
"112",112,1515,15152022,-0.149666735428764,0.350954080096104,0.0466749292992264,7.98630635966347e-08,0.363321674124679,-1.10350907919245,0.558451736314845,1.46683075331713,-0.168265287828123,0.0134652888043306,-0.126736606447668
"113",113,1516,15162022,0.45432064148548,2.7785079776773,0.0322982019557674,1.94719973206532e-06,2.92491013673237,0.606578030134863,0.721270041553242,2.3183321065975,0.331026453851387,0.359891791426768,-0.236692358969936
"114",114,1517,15172022,0.147788004201688,0.718290231286519,0.0716582899354922,1.76068055233253e-07,0.895229295189011,0.0360254608493312,0.263403796942825,0.85920383433968,0.0810290426312361,0.0249660950248252,-0.0623445728426487
"115",115,1519,15192022,0.0844369148965118,0.621132509405496,0.116744151358695,1.00782170424666e-07,0.781135089429059,-0.127929561325447,0.0552792220422701,0.909064650754506,0.024898796670378,0.00177921269837362,-0.0191342424565676
"116",116,1521,15212022,0.130566749438718,1.22288061469517,0.159118246391255,2.94597407601733e-07,1.3982786084279,-0.072393483151827,0.057439718741963,1.47067209157973,0.0515434267689651,0.0583827395040919,-0.0188826598459392
"117",117,1522,15222022,0.0573016636688348,0.624550756534912,0.13706634242663,4.15720780638819e-08,0.798484298662622,0.109359965847706,0.0885654461118404,0.689124332814916,-0.010353535211517,0.0184878218638217,0.0173477884660605
"118",118,1524,15242022,0.126231641397031,0.348496101518029,0.0505922631479495,1.85073558411158e-07,0.451478062213217,0.0881000107897884,0.0101122341580273,0.363378051423428,0.0733293336407703,0.0475730744725421,-0.0498522424204904
"119",119,1525,15252022,-0.0125222487943013,0.254093440052413,0.0192998194551196,1.87832792750556e-07,0.281798964815913,0.0421979517209616,0.0418147728237505,0.239601013094951,-0.0583150559150729,0.101033507051609,-0.0727775409943143
"120",120,1526,15262022,0.095349726656199,0.508754566039763,0.105286319943387,3.53477047674863e-07,0.776630430556253,0.109432252235566,0.226536370313866,0.667198178320687,0.033470099634058,-0.0709541444608625,-0.0192266590778517
"121",121,1527,15272022,0.260028568421955,0.549389851779388,0.0712462535613091,1.94873273909976e-07,0.763645416385724,-0.110310160302755,0.174494401290841,0.873955576688479,0.202117653091667,-0.0469159173099635,-0.0641394527448929
"122",122,1528,15282022,0.024293607344692,0.522871011365282,0.196782218246119,1.960173585132e-07,0.742732901454821,0.0394998499487121,0.0738318982575821,0.703233051506109,-0.0370323352522686,-0.0415911132333102,0.0729907484522142
"123",123,1529,15292022,-0.0286665415544124,0.0635237840227463,0.0175615202866379,3.92611676428302e-07,0.110528039148095,-0.0168532488223613,-0.11177732950249,0.127381287970457,-0.0636726853990035,0.0509366240065074,-0.071006855830897
"124",124,1530,15302022,0.03574625278705,0.391897417226225,0.0587656751427356,1.61101158639533e-07,0.499496881081569,-0.0854543374875952,0.0865714129216017,0.584951218569164,-0.0143775096652168,0.0310180019828267,-0.0562732370059319
"125",125,1531,15312022,0.0330891335142185,0.415009513573866,0.0713342943500369,2.04791171370686e-07,0.506050452762561,-0.0974687196845069,0.273820131504603,0.603519172447068,-0.0162210319937909,0.0549640884660848,-0.0458486998142393
"126",126,1532,15322022,0.0244584005617702,0.226879362702734,0.0448673360957718,2.00111930607266e-08,0.292767316470795,-0.0862080195936795,0.116310437079876,0.378975336064474,-0.0208610555232472,0.0517569271751464,-0.0533116947917224
