"Key","Year","Trade","Industry","RPA","RPA_Ctd","Big4","GC","LGTA","BM.x","LEV","OCF","MTB","Age_","Age_Trade_","Age","Age_Trade","ESG","RD","ADV","Equity","Asset","PPE","NI_Ctd","OCF.y","S","AR","Asset_1","S_1","AR_1","S_2","EXP","PROD","BM.y","DA","DA1","DA2","ABCFO","ABPROD","ABEXP","AC","A1","A21","A2","A3","A4","A5","A6","ROA","Median_ROA","ADJROA","CFO","R1","R2","R3","R4","R5","ABSDA","ABSDA1","ABSDA2","RM","RM1","RM2","ADJROA_sq","distance","weights","subclass"
"12012022","2022","TSE","M1200",0,0,"1","0",16.68387674,0.71281831,0.589245617,0.048197927,1.402882033,69,55,4.234106505,4.007333185,71.8,0.010531206,0.20565391,7232656,17608226,9093780,241083,848680,19972832,2525151,17959094,19817862,2628999,18650871,0.28753505,0.805986427,0.71281831,-0.017907999,-0.021004518,0.008401686,0.031463921,-0.021512608,-0.146228399,-0.033832275,5.57e-08,0.008629054,0.014411529,0.506360733,0.013424007,0.71281831,0.047256281,0.013424007,0.050238304,-0.036814297,0.047256281,5.57e-08,1.112129153,0.008629054,0.064980505,1.103500099,0.017907999,0.021004518,0.008401686,-0.136277086,-0.114764478,-0.167741007,0.00135529246360421,0.101628809602955,1,"53"
"12102022","2022","TSE","M1200",0,0,"1","0",17.94813823,0.623690488,0.536485066,0.037536684,1.603359389,63,45,4.143134726,3.80666249,57.86,0.001341488,0.049476984,28896226,62341521,22235611,2850126,2340094,113297286,8507643,56732130,101437842,7534571,81650892,0.146311552,1.796839216,0.623690488,-0.030279755,-0.029332104,0.001747183,0.026632186,0.063668927,0.023733447,0.008990179,1.76e-08,0.209042812,0.191890768,0.391940352,0.050238304,0.623690488,0.041248125,0.050238304,0.050238304,0,0.041248125,1.76e-08,1.9970568,0.209042812,0.348778549,1.788013988,0.030279755,0.029332104,0.001747183,0.11403456,0.050365633,0.087402374,0,0.111752749481955,1,"253"
"12162019","2019","TSE","M1200",0,0,"1","0",19.98398104,0.502689968,0.635556847,0.123302211,1.989297706,56,36,4.025351691,3.583518938,73.73,0.002038552,0.22800264,174005305,477455273,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,18045472,407150086,333795247.01,17785761,319302641.14,0.305379931,0.722128296,0.502689968,-0.074943983,-0.074658989,-0.069745829,-0.048003925,-0.116657224,-0.146654859,-0.074635222,2.46e-09,0.040604641,0.039966765,0.320244466,0.069958364,0.502689968,0.144593586,0.069958364,0.062567601,0.007390764,0.144593586,2.46e-09,1.100276577,0.040604641,0.077574752,1.059671936,0.074943983,0.074658989,0.069745829,-0.311316008,-0.194658784,-0.263312083,5.4623392503696e-05,0.156802929974194,1,"236"
"12162022","2022","TSE","M1200",0,0,"1","0",20.1279709,0.462407932,0.651441814,0.113841817,2.162592661,56,36,4.025351691,3.583518938,70.54,0.001750729,0.218909469,192194954,551399914,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,21915791,514039630,333795247.01,20668592,319302641.14,0.269693916,0.694852457,0.462407932,-0.090335631,-0.092075604,-0.06445664,-0.055469303,-0.100069982,-0.137401199,-0.070512951,1.95e-09,0.099856104,0.097429834,0.244849406,0.051602864,0.462407932,0.122115814,0.051602864,0.050238304,0.00136456,0.122115814,1.95e-09,1.020994556,0.099856104,0.050933213,0.921138452,0.090335631,0.092075604,0.06445664,-0.292940484,-0.192870502,-0.237471181,1.8620239936e-06,0.343228055855289,1,"112"
"12292021","2021","TSE","M1200",0,0,"1","0",18.08758628,0.816864167,0.212740896,0.026859513,1.22419374,68,47,4.219507705,3.850147602,67.35,0.004220771,0.054660263,56423056,71670249,4547988,4744105,1925028,11322814,1992508,55988518,9544161,1487827,8271293,0.019239981,0.157205929,0.816864167,0.000916,0.001064513,0.005020841,0.017578515,0.079028123,0.081408057,0.050350984,1.79e-08,0.031768174,0.022754165,0.081230727,0.084733534,0.816864167,0.03438255,0.084733534,0.058282943,0.026450592,0.03438255,1.79e-08,0.202234572,0.031768174,0.022734447,0.170466398,0.000916,0.001064513,0.005020841,0.178014695,0.098986572,0.16043618,0.000699633817150464,0.0659347336852165,1,"322"
"12682022","2022","OTC","M2700",0,0,"1","0",15.65307606,0.278873471,0.705399167,0.09615763,3.585855608,20,8,2.995732274,2.079441542,52.03,0.004954385,0.333123496,1850455,6281228,1056774,130052,603988,3756874,206538,4662620,2929855,168987,3459267,0.321199025,0.47823241,0.278873471,-0.027936209,-0.030514271,-0.02833379,0.015749747,-0.017354516,-0.073105908,-0.101645856,2.14e-07,0.177372164,0.169318538,0.226648108,0.027892472,0.278873471,0.129538328,0.027892472,0.00929659,0.018595882,0.129538328,2.14e-07,0.805743123,0.177372164,-0.113543887,0.628370959,0.027936209,0.030514271,0.02833379,-0.074710677,-0.057356161,-0.090460424,0.000345806827357924,0.0733053841926264,1,"306"
"13032021","2021","TSE","M1300",1,1,"1","0",20.32083919,0.747615367,0.358839946,0.117955514,1.337586203,65,55,4.17438727,4.007333185,61,0,0.031422189,247021877.119998,668695386,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,62127981,584712347,273353806,52051383,286303059,0.039070952,0.52645591,0.747615367,-0.025528686,-0.025767021,-0.042213582,-0.109021823,-0.042267321,0.007990111,0.010187089,1.71e-09,0.236554924,0.219321497,0.316031868,0.145084716,0.747615367,0.134897627,0.145084716,0.067987185,0.077097532,0.134897627,1.71e-09,0.704056265,0.236554924,-0.022146365,0.46750134,0.025528686,0.025767021,0.042213582,-0.143299033,-0.101031712,-0.03427721,0.00594402944049102,0.17092997730925,1,"14"
"13032022","2022","TSE","M1300",0,1,"1","0",20.31577291,0.685412154,0.407647888,0.113173766,1.458976171,65,55,4.17438727,4.007333185,59.09,0,0.03420203,247021877.119998,665316156,95511754.8199994,26092307.3299995,51950719.6799996,349829393.93,50583345,668695386,333795247.01,62127981,273353806,0.032718277,0.450543806,0.685412154,0.007942355,0.007628954,0.027556965,-0.036684935,-0.033389944,0.012189435,-0.055049903,1.5e-09,-0.084473577,-0.06720916,0.31698592,0.057551943,0.685412154,0.112601846,0.057551943,0.003856862,0.053695082,0.112601846,1.5e-09,0.531158592,-0.084473577,0.206845431,0.615632169,0.007942355,0.007628954,0.027556965,-0.057885444,-0.0244955,-0.021200509,0.00288316183098672,0.208690548197952,1,"15"
"13042020","2020","TSE","M1300",1,1,"1","0",18.16352162,1.288083249,0.369881048,0.139874409,0.776347337,58,51,4.060443011,3.931825633,70.05,0.007230115,0.040249019,48723643,77324516,23169313,5682637,10815721,50201273,7481916,71425786,55656741,7045512,60892513,0.050308022,0.556121161,1.288083249,-0.049609831,-0.04960235,-0.050088712,-0.044345038,0.028290699,0.000233306,-0.071865978,1.4e-08,-0.07637953,-0.082489425,0.324383032,0.079560021,1.288083249,0.151425999,0.079560021,0.04030715,0.03925287,0.151425999,1.4e-08,0.70284523,-0.07637953,-0.073303667,0.779224761,0.049609831,0.04960235,0.050088712,-0.015821033,-0.044111732,0.028524005,0.0015407878032369,0.0835818508693838,1,"16"
"13042021","2021","TSE","M1300",0,1,"1","0",18.25610338,2.140333331,0.344004465,0.105312662,0.467216945,58,51,4.060443011,3.931825633,71.39,0.005990199,0.044084706,55644961,84825213,24471011,10079451,8933169,71755542,9391222,77324516,50201273,7481916,55656741,0.062991445,0.698379295,2.140333331,-0.024027624,-0.024194647,-0.035880481,-0.077997758,-0.066468106,-0.00671796,0.014824302,1.29e-08,0.278750778,0.254058661,0.31647157,0.130352591,2.140333331,0.115528289,0.130352591,0.067987185,0.062365406,0.115528289,1.29e-08,0.927979194,0.278750778,-0.070552889,0.649228415,0.024027624,0.024194647,0.035880481,-0.151183824,-0.084715718,-0.073186066,0.00388944386554484,0.108618535089014,1,"17"
