Code,Key,Equity,Asset,PPE,NI_Ctd,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD
3494,34942021,1039594,2239501,1488078,-244610,-102706,455560,19923,2439430,488725,20117,985758,299184,401000
3498,34982021,2309722,3969776,646771,15788,-150628,1466481,268758,3587051,1906807,565312,1476277,473418,964032
3499,34992021,568842,1159242,240988,-10115,157618,437502,47280,1154815,416255,78945,731495,146087,339111
3501,35012021,5947794,8326007,2010463,345312,-416107,5582213,1678074,7842226,4660963,1435261,4861898,624991,4513601
3504,35042021,3183835,5940138,2038093,26974,-145405,4562666,863959,5516024,3905582,582254,4819901,757970,3777396
3508,35082021,1012088,3188358,1109547,-98960,-135759,1334461,486303,3238169,933618,281430,1016179,288020,1204579
3511,35112021,2230285,3575476,831911,126261,27800,3068487,819096,1947922,1029856,269121,1355354,456275,2425000
3512,35122021,1700094,5194690,193404,317945,-601612,2212558,173940,4295433,2411725,349476,1320842,214268,1640337
3515,35152021,8788844,15893950,241976,2459938,1024292,19762672,1895881,11715811,17911584,1649166,13415090,2505832,14198647
3516,35162021,1296025,1920739,475211,43851,56583,1076297,414955,1760933,701472,335287,644835,118821,953664
3518,35182021,1416828,1877827,247720,41256,117336,800103,458936,2194268,684598,437167,546881,231286,508203
3520,35202021,785814,1489024,295426,16164,58214,1178027,495008,1042184,1107314,529249,838193,147205,1006411
3521,35212021,404731,1264043,145650,-80782,-199287,363917,19267,1114552,317168,42401,1431884,96429,319192
3522,35222021,370739,2081410,287688,-472779,-26523,613326,12312,2994449,969474,24337,1182789,577524,359911
3523,35232021,439137,1345361,917707,-120468,-22234,295799,58711,1295432,255848,54615,96068,111718,302735
3526,35262021,2497534,4080995,927526,643172,585376,2619822,1065711,3514004,2142008,827782,1979761,511188,1395876
3527,35272021,2749472,3608399,345645,564166,705111,3174865,862309,2744647,1901224,620151,2805789,881113,1707306
3528,35282021,1846034,5017550,13400,300068,-510532,6279873,1411276,3308066,4973228,981194,4118541,417045,5520586
3529,35292021,2522791,3187308,460310,1093654,1347476,2363824,102669,2477572,1776653,117449,1410085,1095012,0
3530,35302021,2730909,3878913,487299,741050,518773,3996496,14680,3012018,3328695,32842,2294110,503421,2609116
3531,35312021,1759996,2797351,368678,77287,3529,2062548,656412,2631571,1697596,527884,1902410,260362,1716118
3532,35322021,20852756,23721445,8880516,1410770,3773500,12166313,2126868,23101308,11934697,1977828,11636040,736454,9613840
3533,35332021,18054704,26419391,6882186,3519031,2689770,21391917,8798026,19282895,17291332,6894984,15088872,4198039,12834611
3535,35352021,971187,2204764,416788,96811,430614,1409254,331556,2381203,1141503,645264,1765856,265602,1016464
3537,35372021,1073588,2060857,214473,212513,136662,3156240,1173223,1720964,2883247,1090801,2725185,228091,2634482
3540,35402021,1685564,4152666,96151,209014,-468990,4242690,1022132,4537355,5253032,1074499,4033315,1114038,2794273
3541,35412021,1238188,1859756,405206,190392,163573,1660746,280491,1781800,1658753,230749,2240220,399915,1012461
3543,35432021,3029566,5193268,1101415,173989,-258370,3535076,1179004,5801999,3120452,1130311,2967577,440433,3092024
3545,35452021,13647962,25331934,2468605,6096850,4972552,21991497,3255081,12345053,13800348,1633900,9160261,3598933,11262098
3546,35462021,1456320,1921050,96026,289761,354970,1698307,270353,1704383,1550384,222944,1147961,1272584,79619
3548,35482021,4129488,9048481,2412499,247795,386691,7446666,3182375,7908137,5546230,2331878,5763574,998774,6217941
3550,35502021,1942222,4394677,570804,82084,-56637,4849634,1929697,4105144,3597629,1727555,3529149,672403,4049766
3551,35512021,3239008,4437958,2245666,407061,567205,2136895,474659,4106442,2064156,458355,2151647,346725,1373272
3552,35522021,3828630,10172445,1432159,465607,259843,8389099,4064675,9352871,7091502,4299795,7260042,1402903,6482473
3555,35552021,296786,460864,364,24042,-27455,18747,60091,354441,152059,68777,164028,41468,14871
3556,35562021,1366442,1826867,4768,372834,356403,1615266,255912,1548061,1224398,182271,1147034,408521,771501
3557,35572021,2276750,5068915,860459,582581,334325,5301547,986688,4500811,4428573,893791,1690231,1244905,3428520
3558,35582021,3381643,7738423,1956847,530156,36832,9179791,1418968,6735147,7766451,1107517,7939870,1261852,7460829
3563,35632021,2958224,4509082,267020,826469,799945,2750264,1370848,3709287,2397855,1125605,2543441,625805,1055693
3564,35642021,1159294,2567901,874473,44617,-232114,2016727,614727,1694357,1761492,503665,1517323,391284,1545972
3567,35672021,590006,792025,550535,104775,190397,438041,112315,638753,386736,104744,359840,56280,259044
3570,35702021,757762,1010290,27468,145119,101804,1300526,312927,923171,1129672,203900,1205375,303468,819804
3576,35762021,15832380,31215256,8213695,-1341587,1335667,14302408,2096909,32460701,12511034,2285747,18139112,1446968,13573589
3577,35772021,1120877,1494057,644313,170627,154391,1041905,105598,1304448,757992,92644,781725,421280,416901
3580,35802021,777721,1452218,91114,116120,199165,773161,275669,1149073,538325,322546,750362,141628,485494
3581,35812021,937420,1896588,148417,127550,80512,1307784,379708,1660565,1198503,450093,1180354,374955,784109
3583,35832021,3128956,8327817,1211220,419905,1573715,4683787,1060385,4792610,3580003,774527,3949351,1111772,2976583
3587,35872021,3275800,5313191,2078401,585681,1516139,3361082,811083,4413412,3061573,835915,2541447,536237,2155093
3588,35882021,1647553,2172296,471671,328977,399556,2134483,322377,1613343,1446599,203102,1048390,514419,1252524
3591,35912021,2784063,4046753,1666064,127745,126998,2105864,444266,3764253,1901238,424578,2259604,360135,1595656
3592,35922021,9033382,19202277,444093,4290981,5914955,24833838,6234440,9302080,14425152,3300498,13931466,5513003,14202144
3593,35932021,614730,1463346,440239,-39240,98778,1211862,336228,1606584,1118998,373821,516522,121799,1109952
3594,35942021,1547832,3189144,556851,21492,-218182,1509412,635951,3045968,1510316,492832,1595829,380141,1097361
3596,35962021,12923113,33901113,3762513,1701800,-1524264,38240058,7692296,28807226,33765295,6912464,32897900,3110415,32930556
3597,35972021,599873,1089789,215197,76704,43614,1064673,266059,1013033,830260,275593,778372,161305,792626
3605,36052021,5532203,12872602,2828509,508171,768898,10575862,2855433,10295137,8062865,2231762,7311836,1915218,8146641
3607,36072021,2357490,3887291,940405,-294060,-54870,3840940,1294573,4566353,3322590,1286008,4313919,474751,3832007
3609,36092021,444287,948399,214247,157,-58958,812236,106367,638313,463814,65339,573063,185278,617954
3611,36112021,4088143,7670091,1014529,784486,951823,6848808,1270068,7103421,5683808,1103900,5856888,1225147,4573431
3615,36152021,2383061,3260563,896840,139837,76643,1268101,435160,3082163,795803,307619,500566,190752,973256
3617,36172021,4012210,10391204,1727867,-52082,-556240,8859902,1773390,10594619,9141450,1824633,9345048,3093944,5672094
3622,36222021,5283497,6060570,868016,234529,59318,1449291,287026,5214945,926478,205509,913081,227476,1167724
3623,36232021,416017,635222,36634,-36283,28788,400973,78123,633523,326657,37068,439169,44999,399443
3624,36242021,3002050,3985547,1135559,479579,644100,3106485,722137,3206925,2126186,517611,2144527,399686,2095677
3625,36252021,1098491,3680097,1404766,-168496,-169522,2208360,286816,2886530,2223818,587995,2743203,354087,1969050
3628,36282021,1501464,3373090,751209,72801,-186625,2984677,874225,2965299,2361923,518568,2462390,556017,2350681
3629,36292021,298256,412726,13851,-159426,48914,342962,28207,810421,797723,113571,474050,183458,267221
3630,36302021,3779530,7381475,4050645,-631558,-14847,2418853,647156,7479781,2692591,925987,3472336,768882,2314124
3631,36312021,1701354,2765558,645535,-17370,-73461,193454,31162,2520413,264080,41539,560193,63077,176866
3632,36322021,174046,422199,84910,-42736,-29888,351460,29799,694222,407701,99371,623945,246343,257280
3645,36452021,2898920,5348339,3446732,294431,566557,2391130,516654,5080528,2013861,570530,1760484,374183,1626372
3646,36462021,512030,851646,131922,85340,31657,857370,188633,728412,583625,135253,543345,155088,592333
3652,36522021,1743160,2318133,355394,51855,92046,2356165,476292,1681595,1997606,467555,2078229,666405,1605644
3653,36532021,8011306,13520657,4435734,1238142,905057,8801149,2307990,11417963,6845497,1794883,5488520,1048270,6042862
3661,36612021,10348204,13257637,884334,1489723,345392,10428276,969747,9112980,7078919,580984,4331956,1734610,6865711
3663,36632021,1171337,1683469,230894,70311,-29663,3003192,363120,1760516,2398411,343719,2141708,139089,2771410
3664,36642021,399341,782114,15337,-95646,-58206,433413,225610,944924,506504,253397,536082,429519,110905
3665,36652021,15150142,25572481,3864308,2021972,364965,28564375,7016570,22717189,22537767,5242068,23092145,3971071,21934903
3666,36662021,1368830,1992067,215536,-32168,316434,1726892,620749,2380114,1833577,925143,1367166,207127,1578117
3669,36692021,2973318,4258362,1231277,652337,490246,3686996,308270,4679185,4068221,544535,2141375,1202930,1743285
3672,36722021,391859,826969,108447,6599,-77125,853577,112907,756184,800487,83962,626606,234295,590658
3673,36732021,35385688,77785430,18026287,1097447,1516193,103088745,12405167,83621028,114583199,12763804,136606695,3454489,99320329
3675,36752021,1248425,3059554,1400289,327284,314820,2056717,523247,2560968,1537470,365144,1547880,342041,1375191
3679,36792021,4415699,9097092,1386444,606688,1651941,4829110,1352595,8617493,4808261,1817252,3957144,475436,3464092
3680,36802021,4525674,9501316,4165116,369829,442743,3121186,626771,6230102,2512678,421475,2374821,777859,1883178
3684,36842021,572865,1112830,435812,85354,57025,920020,225822,874571,522000,127966,470741,160259,646452
3685,36852021,1336639,2371920,839461,4323,-57519,1491600,480338,2319913,969497,392190,923482,218621,1279621
3686,36862021,764951,801462,0,-20532,-43875,243740,0,1085525,104515,0,125500,44979,110493
3687,36872021,1512583,5660462,19011,277056,563954,1575288,15709,4424390,1202918,9946,971217,314897,918475
3689,36892021,2961807,5760105,1486861,252364,73349,6164749,1769640,5645244,4980912,1358289,4657720,912311,5009094
3691,36912021,7010579,12394530,3671932,-445878,914818,7632452,1335348,13202543,8834835,2464406,7875926,839648,7055629
3693,36932021,1694116,3157311,684853,118433,-78651,3455598,649565,2905283,2991515,409110,3766566,615344,2693777
3694,36942021,2085366,6402928,1267889,308878,-122389,11446655,2667612,5931379,9591767,2121867,7678552,944778,10237782
3701,37012021,4522808,9257779,603109,407920,-241805,10039991,2548348,7688189,7404268,1989946,7116028,1054133,8825415
3702,37022021,71225346,287738624,11911715,11647710,-19033586,778572715,134392147,233977113,609885871,111609896,527601353,15897207,748871952
3703,37032021,27778293,70389647,4379297,1867270,2600260,26844308,3479002,67155090,21688649,2888916,22665087,1586173,22954778
3704,37042021,9219609,21393674,1699145,1095459,205349,25681970,5542930,19589165,22250630,5845887,24026346,4635084,19621452
3705,37052021,6788099,12009266,4204912,756293,968358,7805055,1759094,12611892,8084664,1676766,8191531,2765617,4081809
3706,37062021,52606365,76348802,7785224,11961481,-144683,42185771,5585475,57171735,41145756,5229699,35831960,4320111,37823877
3707,37072021,6369364,9880711,2690844,387479,1020832,7269400,1587505,8573024,5741460,1319346,5419225,504253,6279477
3708,37082021,6560326,14576308,2809810,218852,445543,10710300,5036255,12219232,9867900,6016349,6153144,1190155,9370771
3709,37092021,2008800,6532165,56055,386006,1332954,18833727,1772221,4894889,18763720,1537447,18141116,774200,17595360
3710,37102021,1836328,8637246,3004887,-530737,539380,7323915,2160344,9190156,7738761,2330992,7474369,1417831,6195500
3711,37112021,274632725,672934285,239867550,66013581,81733902,569997133,115462210,583666832,476978710,91833989,413182184,48244428,459628356
3712,37122021,11990518,24543836,3469151,626231,-3180099,11241928,1201673,22807009,7053361,1295004,8840159,1195161,9418926
4102,41022021,576379,930245,410691,8056,73266,477595,99880,953561,463212,109354,416837,97292,373088
4104,41042021,9745712,15105000,636488,722289,945049,6573152,1617903,14004632,6675494,1445276,6457362,777593,5199126
4105,41052021,5767234,9296465,2497392,822569,1256341,4535610,1137753,9360809,4221836,1033268,4466308,1625901,1767630
4106,41062021,2064290,3140417,740916,103511,7070,2374055,372358,3046409,2004025,313839,2036232,882629,1387103
4107,41072021,2803177,3860855,1478348,431257,469246,1825491,287417,3563757,1947661,293146,1858900,254941,1022622
4108,41082021,2388554,2470112,279564,-95516,-68239,168936,20217,1809597,91810,12685,95485,210421,90623
4109,41092021,934920,1021387,439835,5099,4373,242481,13493,989415,270290,8773,343062,84700,158711
4111,41112021,1100736,1659778,860490,80751,139326,1041812,281399,1486718,979359,247775,1022956,255098,694971
4113,41132021,3487196,12602344,5967,133649,141355,1439191,288,11856641,219993,374,977986,165297,1074700
4114,41142021,6095362,10316783,5648865,116075,454864,3234960,798100,10377467,3038286,702528,2679966,1098629,1949592
4116,41162021,1099786,1955296,668713,49036,121346,1464594,201273,1794920,1400850,196546,1380289,465017,952311
4119,41192021,3320631,4189895,2097997,55696,280278,864217,82976,4569938,2689222,337749,2355747,134431,656128
4120,41202021,3453082,9403438,3932633,74296,77649,4767028,580026,8159639,5383657,524064,6093253,2246413,2616299
4121,41212021,1779496,3755260,834633,127532,575427,3947903,233593,3356445,3678969,174290,3093951,1162507,2651268
4123,41232021,21094899,30443714,742425,2156951,-358137,500107,114780,27867075,717045,127084,1437674,366791,240448
4126,41262021,2705446,3795447,1855740,386415,319114,2018749,180313,3947960,2171815,163275,2040643,210018,1495333
4127,41272021,414051,655349,347393,46605,45206,571316,97840,624937,431083,67093,435860,295333,233037
4128,41282021,13843555,15016604,1261476,-233160,53981,1782038,68728,13925538,1601399,134672,1466308,1902472,1042670
4129,41292021,2820641,5244828,1373902,52877,342069,2570866,595978,5587202,2342226,564713,2436700,1681825,729522
4130,41302021,1378866,1515512,408880,372,-17259,434254,94388,1570828,472723,68684,465756,150920,284500
4131,41312021,117357,281962,46180,-23777,-17154,88926,33811,285529,93345,28878,104489,47726,69526
4133,41332021,1211756,1283049,270759,28369,92877,451487,48802,1294584,456449,48886,414158,153519,254148
4137,41372021,4993028,10035044,1319890,1355257,1797702,5271313,3663,8963786,4055996,5662,5138879,2606099,893709
4138,41382021,1471923,2298791,136013,141689,277645,1028183,133539,2142835,1009308,134837,1178195,194164,673601
4139,41392021,528702,1345325,254870,41957,232072,959454,146206,1418895,910240,174944,1020189,127526,786290
4142,41422021,6432542,8010087,3432944,14285,-480517,1793776,99638,8473414,1869147,109749,1299689,670951,1176916
4147,41472021,2941504,4610730,979747,-470933,-211275,413442,157779,5196323,722485,268922,704504,570322,329487
4148,41482021,2378633,2969911,465064,236654,-67643,2197323,436594,2614370,1642783,547834,1767699,321124,1602958
4153,41532021,986422,1181689,227149,21855,-11390,712232,190371,1113227,736925,188144,716170,159168,530636
4154,41542021,397757,677277,268893,-85801,5306,400712,63649,522612,550227,162811,712622,118751,382682
4155,41552021,1703012,2812750,657296,31422,21896,1263378,376793,2535052,1484413,291448,1241252,183661,1076552
4157,41572021,1253691,1392803,27016,775618,629069,1294522,278278,556445,23422,7308,20314,382344,12720
4160,41602021,318696,424757,20474,8008,7324,519511,79156,409135,443130,69230,429384,200023,324017
4161,41612021,694539,1523922,529823,20555,-41151,737892,293607,1473757,485598,154771,566422,127818,574347
4162,41622021,3938638,4026343,410,426031,929670,654835,46685,4206911,1056012,42519,314040,255073,37073
4163,41632021,1933943,3749592,1305530,223356,61026,1973345,237310,3463304,1961112,175632,2327239,567666,1183742
4164,41642021,6313857,12567281,5428602,380282,692795,2439564,755840,11543821,2554911,746825,2950052,356153,1590083
4167,41672021,3312829,4538684,1174292,9956,-168338,1743785,487246,4836699,1827240,570704,1318694,278526,1435919
4168,41682021,1358933,1395003,1021936,-172493,-140861,5475,350,1574044,451,16,734,198389,2014
4171,41712021,1088070,1684418,304060,370474,348989,1012077,195749,1240506,857034,165766,365795,264630,265097
4173,41732021,1817988,4488761,15618,55305,336065,945661,277822,3947810,1251395,244598,1112150,153246,737985
4174,41742021,3870803,4486751,898878,-1717890,-1064479,18772,3465,5339850,140886,1451,5586,1690424,44362
4175,41752021,1178280,6793639,2045276,66293,999999,6540292,172374,5477894,5927456,147181,5304985,1813569,4613507
4183,41832021,299273,577450,70171,18639,32083,480278,101227,546970,477598,80466,459346,87609,359613
4188,41882021,579030,615752,73558,-26890,-38968,85791,5782,656547,63941,2758,84086,97436,25126
4190,41902021,2281010,8439619,2656247,292157,985771,2819340,188118,7030077,2731429,164666,3252265,1726599,754496
4192,41922021,442920,824438,5997,-458597,-229860,6939,1808,913991,13336,1169,12967,461588,3970
4198,41982021,94193,294115,53660,-95394,-70524,122354,16780,288125,101361,6086,181729,95355,130286
4205,42052021,1801732,2170771,550201,333731,354798,1724236,177907,1986210,1647873,178709,1583022,288185,1019470
4207,42072021,2919970,5297239,2358944,563502,449520,4385548,1006742,5189009,3897342,891049,4109093,302782,3782959
4303,43032021,947348,1259462,531523,136765,63129,365000,52554,1180755,332962,53613,422923,43147,303264
4304,43042021,266312,504131,151623,152147,18324,383334,108536,620657,392879,144103,415583,62918,360493
4305,43052021,1033917,1212160,281493,111416,114041,1172837,252767,1164807,1005070,189354,1045670,74909,943449
4306,43062021,11007478,30288294,8537930,2027094,-94387,17181794,3242397,29815825,13948716,2630097,16177441,1602864,14275031
4401,44012021,2747979,5997162,2862637,321791,776210,5024292,591377,6056268,3151677,469814,3563732,216343,4385524
4402,44022021,282451,603792,193250,-39349,-30852,153414,42727,571345,119595,23351,165572,36448,153456
4406,44062021,605784,846474,231083,17129,-10431,493078,65647,790230,369221,58747,625005,24886,446793
4413,44132021,294231,416043,112445,6197,35593,641487,132253,317490,450276,131464,586845,61019,572824
4414,44142021,8519605,19128542,3612069,-1910021,1037823,16487250,2617096,21839702,17077832,4042475,16917563,3354664,14291492
4416,44162021,2261940,12541290,3067,977438,-1891120,91328,3585,10819016,135753,4476,89138,85518,43827
4417,44172021,2865844,4295585,1384090,265112,237080,2379223,603029,4222006,2632079,717129,2898777,362209,1685239
4419,44192021,117199,506993,101296,-37231,2579,102971,11290,150566,1562,805,3316,103221,72548
4420,44202021,1247078,2712514,122588,82605,258243,916838,127160,2617315,591738,131828,845034,52914,787969
4426,44262021,2727322,4961765,2987244,-371570,-153263,642896,108241,4961439,1217165,187078,2300674,166850,912071
4430,44302021,1987811,4139910,1835608,42294,-10375,2221567,333506,3950138,2000573,362531,2024650,430270,1774202
4432,44322021,1077500,1368089,237494,-103105,-71412,1349350,233743,1512465,1569085,240818,1838059,181374,1247456
4433,44332021,2479696,4676415,2396715,77995,144498,2879693,315619,4236464,2107818,198859,1580098,490710,2304672
4438,44382021,8391569,14839304,2938161,726258,-1275633,13022416,2034536,12870003,12188857,973039,16259317,1186911,11150790
4439,44392021,2494058,4857534,776276,336132,-281475,7418374,1305953,4015795,5389194,805908,7358438,676181,6334152
4440,44402021,1531686,2152544,1250477,311369,296764,1820164,303065,1871298,1177619,222047,1450282,84158,1370448
4502,45022021,674459,2397920,1168175,-149420,-171061,1426336,215270,2375432,1453087,292575,1534295,211920,1336860
4503,45032021,444387,699578,278579,-33192,-73757,134340,40998,627052,200854,49224,400396,38770,131678
4506,45062021,4732544,8409554,1145326,777883,1017267,4605023,1029928,7713076,4393396,935224,4280041,529530,3187359
4510,45102021,1935567,5145712,1639452,-35072,-4711,1957939,497236,4273256,1608737,519524,1882727,312791,1665175
4513,45132021,811131,2530606,408086,33900,76439,1607091,318271,2319175,1116868,265699,1376241,343287,1217827
4523,45232021,952448,1337808,215437,-14289,-83596,724082,162497,1602059,675393,137604,969595,224154,571760
4526,45262021,5626232,16003449,2975232,156014,132626,9625890,3455582,16009065,7778541,3225766,11000093,1709404,7747611
4527,45272021,1529671,2869811,571393,150887,63002,2533785,910806,2731235,2606787,863832,2677510,424914,1933184
4528,45282021,2140871,4606246,1903779,181297,236394,2535382,505025,3974788,2264349,477878,2835826,335357,1978312
4529,45292021,1171569,1579210,151059,-509308,-68311,3188,75,879809,7912,0,8300,97423,8974
4530,45302021,284134,356687,27492,-20363,-2768,159666,16955,318686,37430,7965,29108,81542,106836
4532,45322021,10412940,26582507,6866585,518114,2449249,22601601,6488663,29420708,19319962,8567780,20132944,1765688,20249123
4533,45332021,2385525,6132233,857072,56663,51658,3795751,618370,5915032,2642152,398209,3356940,807416,2982851
4534,45342021,943066,1753101,582211,51551,-21053,1205050,306553,1650926,1098996,339107,1293587,169962,973583
4535,45352021,2591356,3110772,955954,252953,349744,2766438,513593,2887974,2112014,495515,2342201,206472,2226107
4536,45362021,5989829,11250987,1949079,930637,977679,8691928,1832688,10191612,7234362,1542296,7224899,1216157,6037246
4538,45382021,689815,786482,474085,38590,19887,462592,152372,751322,302936,116635,433351,41057,374543
4540,45402021,3255572,6828378,2013153,237300,220561,3285319,785522,6116737,2740221,1143891,2107866,509203,2434561
4541,45412021,1603499,3958265,1884295,119,244880,1060189,240004,4067997,902462,160453,1586789,164217,934153
4542,45422021,667006,1293671,210989,32995,-94295,675503,239176,1033077,545051,164231,707667,142434,498278
4543,45432021,1505634,2283118,1133103,29928,6985,927189,235813,2163498,811052,157197,918276,128747,749258
4545,45452021,1713299,3077095,1117731,89217,144306,2167903,506999,3130949,1921700,542596,1797291,329964,1707939
4549,45492021,1525505,2091216,752427,275936,252126,1272541,240786,1920051,1006705,169907,1109808,386543,548580
4550,45502021,822595,1875175,393566,53501,9194,1420587,290350,1788996,1331751,196702,1153747,117712,1278696
4551,45512021,7279737,12345993,4669626,1202917,1575351,8814067,2348744,12170450,7160275,2528289,7610315,881402,6380407
4552,45522021,5402996,7139675,3170716,362710,497703,5000455,976539,6845401,4384823,982281,5426209,428301,4048639
4554,45542021,428946,746873,25852,42787,56871,458335,103406,567308,353845,118909,346766,131934,268306
4555,45552021,2816941,4558837,2174882,246869,162825,2033175,508168,4698229,1582138,453633,1367070,418745,1307984
4556,45562021,782100,1800676,818697,12365,-27557,590700,132952,1666947,509121,104603,500498,179688,379596
4557,45572021,1766123,2970538,780063,204236,-27806,1997761,964361,2284270,1491678,647284,1627538,292386,1472746
4558,45582021,755320,2161118,579183,200772,-305928,2125441,618471,1492214,1396356,465794,1249924,91703,1785640
4560,45602021,1679709,2434213,493479,200876,143448,1722922,638182,2618205,1257464,590995,1654088,356425,1124938
4561,45612021,1087098,2477377,1323622,145736,165134,1391841,190813,2207172,953216,169149,707898,98903,1101823
4562,45622021,1123433,2810146,832867,-136471,-24373,823592,371181,2746009,658110,351771,984653,299737,619080
4563,45632021,1100919,3747417,553035,-184856,178052,2022548,465705,3740169,2094089,561783,1915076,488543,1639578
4564,45642021,4474203,8108233,4889892,319805,230081,2480922,581145,7890838,2062150,369201,2691153,191455,1833772
4566,45662021,2481906,6816805,1452052,166766,202409,4305940,1269772,5223813,3515226,1108524,3825970,647158,3421164
4568,45682021,1105990,1781411,462274,148895,315775,1365376,342645,1675050,1192654,309590,1123497,276379,915469
4571,45712021,2430774,3310460,890546,393691,152134,2736873,855147,2629038,2065404,828038,1585863,451262,1851513
4572,45722021,1719104,1977862,380195,53739,44320,403919,98689,2099739,350169,67468,814961,80181,263249
4576,45762021,3853713,5895397,3229340,326294,569418,3184304,574064,5453170,2451961,436888,2041358,690367,2098095
4577,45772021,1091113,2284556,1016581,91064,434106,1245511,191191,2029855,1000900,259625,1175825,257712,859360
4580,45802021,1691597,3128327,748248,314503,334101,2399361,534996,2714993,2400053,503806,2351701,364288,1594094
4581,45812021,879594,1368274,237013,80769,38770,1004262,178994,1329334,863749,152460,1035899,148620,757672
4583,45832021,7730743,11470730,3810290,862450,1538679,3291062,354385,9438813,2842043,348393,2930932,543984,1655455
4609,46092021,182903,831956,122209,-18495,-104091,550201,261462,814808,397525,99532,611279,138244,483971
4702,47022021,1045138,1406149,78899,83534,2238,1080404,78574,1391903,958744,69959,1111997,79889,994356
4706,47062021,1497591,1726271,191833,89195,-23655,1446204,355155,1762217,1300700,325725,1496504,176567,1158243
4707,47072021,5825739,8789706,931276,342978,158641,1727577,194686,8656280,1457681,216946,1711425,123445,1533986
4711,47112021,1139673,1407795,349508,77381,-22292,1148633,256194,1367529,810058,213444,1046430,87061,971381
4712,47122021,75537,162582,547,-118585,6090,18470,3416,244812,18924,6033,22812,47188,54777
4714,47142021,3868666,5215786,1490249,159423,-181479,706252,194174,2082183,339183,90181,722639,123418,606862
4716,47162021,1097959,1727111,495303,251267,-75423,761658,200806,1591375,834582,234775,992603,183793,637094
4720,47202021,1343459,3280649,986443,36046,-14487,3550382,691559,3055987,3162668,659823,3232843,577475,2904273
4721,47212021,1381386,2444752,321756,360634,-316118,4126416,753394,1576714,2234584,385992,3314587,139362,3575002
4722,47222021,2782929,4622906,1449979,367807,221322,4830426,1248157,3285117,3822858,990254,4292615,537817,3824508
4726,47262021,1906665,3139012,1146975,-89858,-146234,774270,130265,1752553,665341,67252,390844,222940,636661
4728,47282021,1023577,1484016,391474,245642,243283,1035659,3717,1364107,855851,7628,678392,527078,141212
4729,47292021,1090260,3320275,681993,-178866,-24893,1149125,243879,3326792,913438,120778,1023732,212980,1028548
4735,47352021,952035,1694787,378703,315473,237007,2325162,173681,2532913,2600124,593748,1247590,283991,1650658
4736,47362021,7634580,10522471,2303259,2044210,1919770,6493259,1304743,9168798,5903527,1017425,4138499,1113972,3284087
4737,47372021,2076077,4563882,2536803,89325,269722,1849924,373686,4485052,1668586,449389,2172923,707837,1066793
4739,47392021,5466591,10205453,4051496,448420,-632920,7338783,812880,7217549,5285365,621469,6369520,358992,6395418
4741,47412021,908800,1169031,644703,21872,57125,630202,145080,1118225,584798,135390,707242,134125,471105
4743,47432021,14089324,15731044,742478,-412823,-288894,65765,14594,15384205,41605,444451,13475,923183,20721
4744,47442021,887199,2058339,398061,76169,81049,1094726,156786,1875524,1027751,89140,1122237,369733,644853
4745,47452021,3525137,5400715,223799,215912,-118377,5139748,2613915,5379492,4721939,2650703,4665130,716938,4081821
4746,47462021,7602165,12016967,5849731,1043518,311157,3142406,773773,10285771,3075457,759226,2759591,1139461,2170962
4747,47472021,848235,1027147,382722,49099,52347,411491,91635,1098526,424015,86867,425339,109639,239567
4754,47542021,400211,717774,353041,59974,-7900,536870,62065,682767,508709,40217,571669,134419,323906
4755,47552021,4176589,6575576,2278099,672710,286761,4779885,1577390,5384424,3818716,1097659,3936381,473613,3584780
4760,47602021,832981,1423683,218636,201125,120566,1734567,547082,1127150,1213542,483680,589199,107357,1382813
4763,47632021,1637526,3635190,1265424,360199,455147,2714866,444018,3109067,2353380,661465,2174990,462832,1899781
4764,47642021,2286124,4813973,1715079,106631,41188,3063040,645876,4519023,2632875,657523,3496960,390498,2525197
4766,47662021,16270039,25927635,4931769,929353,137057,17980007,4377005,19346442,15551344,3915285,17113546,3049851,13877962
4767,47672021,840102,1378464,189528,89155,99753,1264076,347010,1349560,1067046,294966,1123337,198538,958722
4768,47682021,729194,1368804,585567,103258,21724,700381,114631,908905,533539,73210,509946,131193,432604
4770,47702021,5536740,8152049,1428231,966297,1483868,3833732,1029326,4729849,2630840,917561,2585329,462671,2176863
4804,48042021,510177,1293360,361441,-20779,157099,340218,217934,1461200,329837,186728,410084,137914,196943
4806,48062021,171902,460019,205825,-186748,-37094,600,220,682293,118631,102666,20586,120233,46622
4807,48072021,1014564,1552207,300895,137676,55804,2088363,535849,1930825,1765557,475210,1809297,306577,1600569
4903,49032021,639508,1240432,93776,-49889,-38545,812924,78676,1028107,1019123,88471,851673,154094,692916
4904,49042021,66100780,175543581,40142014,9233881,35315268,85320008,8902323,173429320,79500965,8102247,83865872,15295563,59882004
4905,49052021,2822215,2877651,90510,47930,17594,59292,5414,2886176,64469,11283,63987,46799,38872
4906,49062021,11915821,20217030,3471538,681584,-572906,22912691,6359338,18656376,19929372,6012159,18057131,1704499,20852099
4907,49072021,2000672,7810883,158,206691,587207,1492633,11759,7807275,1645303,712404,1510271,134690,1094171
4908,49082021,1579016,1777945,321088,145220,163834,778945,140314,1659118,740790,111331,817990,142911,458651
4909,49092021,2375583,2666879,310832,-117862,-104269,673307,179298,2886905,681303,212964,780209,99569,690018
4911,49112021,683454,692133,382853,-19884,-9191,24571,5091,711726,28230,6093,17554,29185,14946
