Code,Key,Equity,Asset,PPE,NI_Ctd,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD
6117,61172019,1240928,2746342,785896,-159456,39209,2061734,497794,2868883,1935693,385344,1923207,518237,1683013
6118,61182019,948286,2414748,134082,-25966,-7377,7290920,1090420,2515276,7458767,1248760,6390185,316323,7002805
6120,61202019,11050952,19896247,7838025,-190141,1005661,15851885,3057768,23603263,21362170,5053292,27927875,1197663,15071649
6121,61212019,23919535,50056924,6513328,3848040,9021798,73734546,12766652,48370058,64452906,12674250,58280985,3293422,66208247
6122,61222019,1145838,2079515,141835,168103,82668,1925979,83357,2010520,2006559,70760,2173267,84282,1796458
6123,61232019,1216400,2539024,201911,257455,495946,5257393,739141,2284842,5226022,769384,4229213,462241,4487567
6124,61242019,2951914,3857947,1307631,225322,106984,2245683,812369,3043322,1905226,565553,2151112,302571,1688134
6125,61252019,5858156,10242268,3234084,995096,116557,4363773,773343,11299551,5547666,920702,8762427,1065073,4042566
6126,61262019,1688449,3446606,856482,197894,564190,3315294,1183098,3288016,3028874,1111339,3046179,648219,2434091
6127,61272019,1194668,2920957,1658946,-169946,-50299,731474,345525,2867323,1022931,414025,1074000,172111,679384
6128,61282019,3459641,6981935,1395247,352096,704637,6294771,919030,6736263,6791267,1086960,1685921,1765736,4059800
6129,61292019,1916202,2286440,463209,-33474,-44749,1107617,192798,2433940,912196,209093,1109796,472354,702641
6130,61302019,328551,562205,93671,-12738,-11220,63472,18454,412306,53716,3969,85769,44710,34572
6133,61332019,1454449,1854787,273012,22143,104240,1145115,250773,1889669,1078406,299843,1164082,223446,925076
6134,61342019,806174,1510633,260704,-7588,57498,1440783,489386,1657211,1639519,629799,1653249,309914,1194898
6136,61362019,2616766,2740012,145021,80146,102109,852656,195941,2746571,638436,197994,706203,156378,726084
6138,61382019,2555759,3828524,389835,452212,229573,4545707,1059937,3520289,4846935,1026227,4223932,926159,3169897
6139,61392019,11601046,28035252,1040776,681997,-1802571,16591857,4513695,26996608,22235076,3418778,21186782,752537,15499450
6140,61402019,406264,1062792,4577,3237,96168,1994166,580356,1035884,1681970,439850,1869759,164323,1823401
6141,61412019,2044851,3921264,1807565,545557,521953,3046243,1022241,4419200,3998712,1382798,3853356,306553,2520908
6142,61422019,2302829,4749935,1795368,-339135,-86859,3393006,802061,4548171,3202178,877573,3339858,607264,3167173
6143,61432019,2323381,5405827,489254,243641,962827,5631843,1236019,8093038,6261326,1442847,7087828,680892,4641382
6144,61442019,383071,480172,72208,-47991,67501,316893,39763,606273,533122,77471,608346,147697,198183
6146,61462019,3791030,4745070,2029614,682749,908551,2985023,1078450,4753979,2996644,1131140,3029513,539989,1613513
6147,61472019,29691661,40218822,16697117,4089522,8535258,20419492,4073714,39609101,18725270,5663871,18427557,1371178,13639949
6148,61482019,496291,972665,1390,27393,62922,707125,215391,1548596,702723,521656,485556,83513,602525
6150,61502019,383846,1575034,137366,-81061,-12963,3024514,377566,1549550,5071041,241666,4542647,215232,2892890
6151,61512019,907542,1387658,541924,73299,571824,1674669,475251,1741038,1916280,523500,1934609,182213,1410872
6152,61522019,1360708,3621350,604458,12868,494498,4535742,1089618,4763829,6342483,1484619,8158197,676164,3876068
6153,61532019,15052573,31226696,12308303,411057,1683999,17028640,5141241,25809360,15520376,5452219,12932865,1843614,14444200
6154,61542019,1207423,1948279,301916,31667,143003,3855887,59866,1709784,4092545,55129,4428647,546647,3266909
6155,61552019,1437912,2159905,320987,80341,132379,649900,206653,2303340,722186,202420,698467,115229,486587
6156,61562019,1564112,3601579,622202,69649,592238,4121254,1357716,3876322,4695999,1570012,4566371,513450,3507523
6158,61582019,807845,2015424,682347,33951,167070,1568882,538231,3288022,1730814,670864,1643243,461209,1116600
6160,61602019,815310,1159074,138645,-9587,101950,1285662,224348,1342423,1568120,342705,1242223,528547,771174
6161,61612019,1272191,1643317,383663,164018,224000,1687813,110829,1662939,1482432,89928,1325697,273906,1206442
6163,61632019,1793969,4371043,218745,83006,-80926,4528267,1603389,3543240,4342956,1647696,3915385,889685,3520863
6164,61642019,1115832,1823284,587375,-59524,95067,909011,261686,2090475,1140217,338441,1239886,307201,674251
6165,61652019,400471,422628,6336,-27007,-8873,2265,208,451363,7102,1115,25356,27314,2074
6166,61662019,4687215,8429522,1074831,443747,1532937,10497070,2019539,8279272,10477108,2028552,10667894,3521605,6208198
6167,61672019,1431060,1949313,652407,153892,40688,2005715,300391,1919671,2009168,347683,2133827,217060,1649948
6168,61682019,2669854,3591437,657048,14621,439347,2163869,581389,3849572,2923669,860063,3013603,358511,1759938
6169,61692019,217979,453310,2767,-31031,82444,181915,53566,537091,742511,181018,503337,140041,91071
6170,61702019,1444067,3116699,522606,117999,80440,3847841,597668,2516135,3160868,393040,3069536,498576,3227777
6171,61712019,1065151,2351006,291,3296,-499867,169559,1148,1566301,285152,172,553794,33624,133843
6173,61732019,4513468,6293265,1775007,764859,962908,4356398,824981,6487577,5750648,1174021,3162697,363399,3099210
6174,61742019,547026,623748,189939,857,80917,449035,118062,660978,553324,122133,557697,112976,334265
6175,61752019,2456227,4411069,2170844,152082,815761,2917026,787420,4793308,3536196,1132984,2838297,237040,2420786
6176,61762019,27428878,50538855,3140679,5869843,6563103,56120587,10741739,60051050,53952289,16589447,54400498,3069344,45959383
6177,61772019,4603815,22615347,409880,908733,-2608245,6627484,51446,18772228,1457868,96177,5617170,646326,4854416
6179,61792019,1348421,3268350,278033,74831,-74094,2008817,476825,2703060,1956318,402723,2235424,150025,1753172
6180,61802019,5297393,9259885,2857123,864618,876119,9681345,1074687,9823412,14334948,974211,8474988,2833124,5588187
6182,61822019,12977950,22267264,10066137,1316154,2250296,7676573,1688252,19484103,9205258,2124295,6376511,1357353,5014226
6183,61832019,2193023,2884234,689804,290253,349391,1725468,561623,2909570,1583601,511327,1404434,309567,1063529
6184,61842019,4207267,8003245,2339603,502312,333649,2007085,222517,10573553,1974216,211994,1873164,354287,1037933
6185,61852019,2396316,3137648,1040118,57569,233666,1001580,345188,2892106,1181376,376087,1299746,249158,684585
6186,61862019,1788850,9558064,12935,420938,-1674054,2790647,372404,5860794,1341725,71861,1129875,363158,1984023
6187,61872019,1688470,2169069,402069,83441,281806,1032376,416289,2519806,1925869,729076,1866853,382534,566338
6188,61882019,7897357,12392709,1287721,513735,739904,9352785,2311133,15877261,7090384,2108631,7506267,1321325,7379239
6189,61892019,4038341,10023537,388807,539482,-324145,22824272,4171077,8787545,19712236,3523409,18484111,969707,21019423
6190,61902019,2014880,4140717,835035,173508,154032,4910993,1090911,4156817,5019133,1105495,4345250,515174,4122461
6191,61912019,14951980,30636014,6853834,854404,1682783,21845651,6964432,29288606,22297733,7620966,20642738,2035071,18757254
6192,61922019,4820639,7802171,1044113,717635,821138,6257649,1314224,7441655,5726944,1238393,4631928,896563,4450489
6194,61942019,1773039,2094085,374992,120243,201992,1531387,524929,2200366,1265296,421145,883048,92065,1269639
6195,61952019,1008962,2705125,795419,103744,460254,1828643,72130,1547187,1703688,79249,1805336,888078,823807
6196,61962019,5837968,19652878,2211675,669120,975847,24182681,5192905,18228206,24415723,4356661,20211994,1747641,21615702
6197,61972019,3116850,4284758,370674,262517,531085,3609423,939296,4403002,3486163,1076369,4135171,617504,2773961
6198,61982019,79146,95297,397,-21342,-14256,21055,544,109208,92191,2487,51270,37466,6267
6199,61992019,721009,791622,5873,4830,-7331,56978,31940,796421,88059,25843,111893,41351,9884
6201,62012019,2418995,3212765,561310,239549,160209,3235177,491495,3312358,3260777,534834,3049510,400844,2556961
6202,62022019,4079423,5373668,358515,922313,899149,4584105,790061,5555500,4862807,847393,4614917,1266731,2348390
6203,62032019,1730710,2615588,195663,295505,600604,2241902,392993,2292935,2265865,351217,1734896,327276,1532809
6204,62042019,764794,951993,177401,32179,66311,509026,69088,1095868,602553,84374,617574,97341,381143
6205,62052019,1763159,2257313,367718,112323,107519,1176905,351274,2229503,1508724,375772,1755808,258916,831026
6206,62062019,4698363,5749792,1141842,722285,844653,5330472,858194,5806721,6569769,811631,6565317,959279,3461216
6207,62072019,1575259,3646852,721704,114914,413062,1078330,391632,3694922,2211070,825591,2287415,238864,795228
6208,62082019,2054685,3113639,1042818,262690,563382,2371982,381377,2960272,2238188,471562,1690999,477667,1608228
6209,62092019,3218586,4383284,1634565,-110169,169274,3391609,708026,4717262,3518289,682739,3655354,404756,3194166
6210,62102019,864764,1169506,337431,152503,168688,878067,263290,1010294,735675,171625,846107,134356,546217
6212,62122019,2137815,6554468,0,20677,-2602708,688559,230,3188608,3785785,16530,1611904,71707,557140
6213,62132019,8925531,23480348,3622555,2463300,2020610,23791315,10599239,18695304,22401722,8806881,21214333,1676043,19011743
6214,62142019,13482133,21586554,1929649,1811303,1395034,22051023,3774194,19979463,19515989,3703444,16874279,4942275,16501731
6215,62152019,1189067,2139052,263699,48494,193443,1542260,434115,2082895,1486906,523454,1616022,329739,1160313
6216,62162019,1519837,1708363,220390,151577,170614,921333,142700,1694571,986143,154908,981496,275739,464279
6217,62172019,1531102,2525177,384694,76367,56723,2320412,860439,2090295,1773756,617699,1892314,633180,1581184
6218,62182019,1064199,1513118,294719,94103,86416,1259724,153259,1867849,1270669,233707,1267907,366089,790294
6219,62192019,1857916,7818397,22280,200479,810380,1622810,36655,8281667,2380741,476500,1718835,294278,1206543
6220,62202019,2385038,8650620,1284443,173772,581176,11572582,1994094,8049497,11792427,2275605,11817773,2289299,8934296
6221,62212019,916484,2596136,343323,175401,546913,3379370,463990,2507898,2949547,544419,2210069,512279,2626272
6222,62222019,210909,381023,49580,14764,-15169,571610,127883,398392,402115,149363,48244,52024,499996
6223,62232019,4379845,8178901,2933943,427984,672005,5515200,1330166,8190198,5386356,1046182,4448454,1751653,3286299
6224,62242019,2161992,2971380,776198,368067,501815,1655491,524499,2637576,1668641,402749,1530374,408886,840145
6225,62252019,8248,17267,849,-8722,-12947,12330,649,20097,7917,334,2146,15534,10218
6226,62262019,1347672,2178162,468452,144794,-124608,1023540,287025,2449020,1440373,299561,1077537,333177,711448
6227,62272019,1629774,4350042,8840,128099,1233153,8625083,2286463,5215234,8557980,2795406,6234358,462166,7975336
6228,62282019,196395,401512,253233,-30045,-21968,64559,5542,421505,75976,5685,115569,47583,44247
6229,62292019,469120,818731,24764,21178,20749,1560850,145633,852634,1596433,146827,1741784,230083,1311613
6230,62302019,4059058,7266975,1498159,701534,1049997,8586172,2831554,6899486,7662175,2496708,7067221,884899,6727977
6231,62312019,694739,1094619,18628,88336,209279,959482,73903,939062,849218,90809,786648,697106,148539
6233,62332019,913226,1036244,100251,3330,6832,365148,59490,941277,356122,58260,421810,189487,187327
6234,62342019,2449360,3516939,808696,185546,214365,1550893,327343,3284125,915683,285456,818575,66724,1274326
6235,62352019,1727329,3871137,1439244,-504037,-124895,2187850,662779,4667844,3816875,1410007,3107680,594695,2031771
6236,62362019,83399,95900,1089,-19488,-10652,94243,6383,184366,97361,3166,171193,118288,21176
6237,62372019,1468323,1596007,260099,-47936,-28925,402544,50188,1675348,482529,73539,367776,322608,187621
6239,62392019,54897963,107145981,58779789,6879292,17955080,66525144,13771460,103595501,68039379,11846133,59632083,3964655,53848249
6240,62402019,330659,1066181,2378,-49124,-4720,28784,17032,902807,38678,15720,177627,35754,22797
6241,62412019,156040,233963,5716,446,13000,210412,10711,205938,136509,11793,126254,51108,158099
6242,62422019,483435,626438,384132,72016,92558,483297,4904,609850,495567,4664,495942,244742,150249
6243,62432019,501590,866708,8854,-65253,-252533,559933,180725,953924,516391,170876,496929,182987,438581
6244,62442019,3106797,9609347,2858925,-1346955,-701425,5297076,1031140,15751587,14187115,2743654,23188614,909736,5430997
6245,62452019,3473240,6088366,1311084,560917,650326,7724798,1234609,6001160,7460780,1413950,6434499,1544614,5508718
6246,62462019,306839,816527,115039,-65091,59300,825486,336992,893661,1045602,411109,1028630,129730,742278
6248,62482019,416631,1235463,32459,88641,-122339,3012489,670806,973869,2432772,548462,1660395,98102,2818301
6257,62572019,13523182,24743361,10643730,1563561,3515090,10046619,3074729,19470749,9541489,2414903,6831740,967458,7007157
6259,62592019,206978,266347,4826,72759,39188,195657,79788,216104,245875,76427,286954,91988,152742
6261,62612019,5962449,7181903,1860944,422254,1289489,3232841,978459,7659910,3490642,1156226,3670383,541253,2404836
6263,62632019,1345074,1651876,7562,312852,350766,1348032,79493,1587799,1367538,99955,1361090,185250,797942
6264,62642019,961665,2362138,981721,-66554,151835,187399,20107,2487405,340646,158070,427606,73739,145809
6265,62652019,1324724,1437899,102591,30695,353027,874215,253255,1501564,1863886,446834,4235768,14608,827512
6266,62662019,1572056,2387849,533580,173799,275555,3061456,336964,2602543,3163915,412917,2361881,183050,2644303
6269,62692019,21927802,34453687,7323353,3153203,-142164,26033230,7067598,27624702,26770491,6818722,25846403,2147892,20088225
6270,62702019,1350401,1816191,77429,69807,-40072,3149776,670315,1614024,3075781,472571,2703463,230678,2854202
6271,62712019,10176726,12422791,5584092,741956,1881504,7430654,1337301,12463341,7413512,1267822,7745602,687867,5830910
6274,62742019,10099800,18014157,3084342,1752442,2022257,17527071,6389311,15613891,17787226,6120545,16103211,1980808,13389446
6275,62752019,944129,2444577,640924,50466,229298,2986079,717173,2314730,2569289,678072,2419842,463344,2451926
6276,62762019,326194,657320,19461,26568,71311,1283763,191416,583211,1055144,158936,764517,229716,1018142
6277,62772019,4330145,6655965,2000424,726620,710423,5032719,628419,7045064,5173010,729042,4947321,2262127,1994258
6278,62782019,12742412,33166414,6881715,2029578,4858299,37906373,12506026,29687036,30634088,12256965,26330034,2138804,33176648
6279,62792019,4314055,6818110,3021828,463873,989798,3791279,1640112,6779390,4079781,1600201,4076623,638989,2560780
6281,62812019,2445084,7626920,377226,440581,1637254,17525668,136386,4509123,16343295,160201,16372659,2716685,14248983
6282,62822019,9872543,22398175,4216009,1643040,957196,20583559,5014147,19472929,18732663,5437890,17801690,2878432,17617915
6283,62832019,2142318,2535634,376520,26668,58138,1228691,343118,2382136,1100299,273051,691300,219145,982362
6284,62842019,4714500,6488226,1757768,195102,577745,4230464,1502169,6844948,3998276,1502177,3757860,744799,3248276
6285,62852019,16165398,34436727,7050586,1461173,4602222,62239582,12698316,33164152,56049676,12830323,56889794,5494632,55149651
6287,62872019,230959,1398450,366865,-306411,-85319,1070416,310872,1564890,1468291,418418,1294123,80025,1255440
6288,62882019,2333641,4915293,1221857,206267,588715,4301775,811210,4249647,3387837,673308,2635786,585797,3460591
6290,62902019,4384952,6735570,739913,902532,1275328,7021303,2066108,6155264,7259167,2220893,6307551,656684,5478512
6291,62912019,117421,155577,1129,-36782,-10475,153021,20007,146532,143940,20777,193678,66855,122496
6292,62922019,982884,1646069,143947,200562,213890,1009425,184487,1578578,1328676,248740,1402644,255208,654451
6294,62942019,573033,1349024,29288,208383,311897,864104,10277,1140101,815435,12431,783112,157820,447225
6404,64042019,96629,188941,951,-150264,-130971,186006,40809,319003,210214,19996,310336,153969,172692
6405,64052019,1841785,2513086,885702,403,95756,597237,209244,2675133,779945,237211,859694,115061,484961
6409,64092019,4879915,10340272,2167695,2131032,2997450,12936382,2278336,8285771,11407894,2198286,9862230,1227899,9151380
6411,64112019,2645261,3504928,502479,480283,709963,2761782,677583,3198751,2905379,601562,2736655,579704,1594131
6412,64122019,8317412,21773024,3129044,1717890,3582738,34415370,8516576,21875718,31292361,7990518,27874928,3434219,28780982
6414,64142019,27890268,88982411,4848647,3007733,5223524,81506216,17277982,75030577,68962459,16596327,34904064,15375298,62753571
6415,64152019,15204785,16671808,1122619,2325882,2803216,10777781,940390,13877445,9414159,581860,8599237,2799118,5662486
6416,64162019,2749393,4170288,84960,327400,220731,4431795,1068529,3813251,4247762,1113627,4036345,486218,3517394
6417,64172019,779708,1264817,464435,78037,136553,1011245,155897,1185532,872627,132668,889974,171472,745572
6418,64182019,492106,739257,89548,6276,76993,907231,198304,681702,869599,238466,976266,138208,761478
6419,64192019,265114,403638,43168,-51619,9805,212656,13886,387415,225139,13971,263077,194580,83968
6425,64252019,1059189,2012485,477082,-140018,-93796,1434701,525259,2437688,1953244,755081,1763597,460117,1120058
6426,64262019,1318808,1613102,339247,93678,170708,617017,157225,956877,459909,117412,551889,198068,293890
6431,64312019,351914,555404,10363,-27547,-91645,425251,265410,446662,100091,49065,106562,55558,413289
6432,64322019,523688,998031,113583,52111,143855,919638,318443,909099,940921,307293,846125,213334,648507
6435,64352019,878611,1455386,54394,202297,104,2152380,426351,1429547,2512849,519768,1918748,195924,1756964
6438,64382019,1660835,3588995,720995,67813,499856,2967728,1176233,3836559,3753387,1630784,3281439,698926,2211761
6441,64412019,669727,1398118,617852,2514,-24214,634671,165537,883555,1071150,176224,1409023,138000,496958
6442,64422019,1954925,2989082,637785,-19278,189221,2424158,467741,3243282,2805106,649552,2899950,367130,2076513
6443,64432019,3229696,7851182,6009318,-200415,426607,4440874,172119,8300215,3830638,321239,6635957,315661,4221641
6446,64462019,2255076,2959410,399836,-842994,-945021,305692,199362,2805043,26236,23372,4035,1093212,61703
6449,64492019,1964987,3654113,1176196,139071,393299,2002841,890955,3740649,2042820,577122,1941720,254072,1540718
6451,64512019,5667780,11448836,2255451,629285,1932816,5744804,1102816,10736027,4465710,1313694,3148644,763201,4358305
6456,64562019,25743284,75695604,18082677,3385400,9991138,119723967,27895250,91486359,128443831,44667136,130816160,7903952,109112920
6457,64572019,497836,618238,35897,55169,123591,662749,121250,595240,594893,127763,613901,197699,396934
6461,64612019,1569034,2605657,2203565,-311424,-189094,16684,3590,2512406,17234,4008,16608,153683,162708
6462,64622019,2811676,5528067,62589,852703,1473527,7358441,343355,4308536,5909333,614327,4731908,2034655,4221134
6464,64642019,6553831,19904817,2081682,697294,968434,3086340,306889,8910408,2931656,179758,2943179,570827,1687610
6465,64652019,340239,661493,216296,1213,-11432,262633,8984,702938,197836,5263,244646,127511,157498
6469,64692019,1222477,4678080,569754,133995,224888,6601612,344232,2305788,4900729,349966,3623734,1453249,5005992
6470,64702019,664868,1482291,55260,110484,263053,2066399,706058,1212551,1693266,641853,1594120,250506,1660500
6472,64722019,1653751,3382624,1738321,305031,231770,1529216,338330,2231986,1372428,220037,357823,298188,886182
6477,64772019,1885298,4472709,259748,208704,83819,1565568,395062,4082415,1795198,430427,1272930,90784,1203556
6482,64822019,286991,373184,68144,-19439,11349,149600,30354,398800,227067,60577,343956,151117,13064
6485,64852019,962327,1352086,88138,55925,143367,1073764,255123,1326209,1127799,284754,715375,450021,533580
6486,64862019,1088875,2696651,250712,240544,480609,1960244,407566,2263045,1727270,571849,1795556,527871,1153798
6488,64882019,45073250,96585753,34697367,13635656,17388898,58094331,8139967,89822121,59063510,9226323,46212601,4949500,35247610
6491,64912019,4053705,5309705,3029925,475492,772247,3355133,253311,4147404,3132671,192424,2182174,900916,1862103
6492,64922019,828613,859747,1511,-391426,-384827,300,33,1245887,733,145,0,393838,262
6494,64942019,656687,852760,60715,82663,220187,1044641,108092,836796,970184,140084,1007710,287912,657551
6496,64962019,1254816,1498877,137113,71012,-169737,1540064,421408,1644124,1689124,327552,1715539,266806,1186479
6499,64992019,2248726,2516902,202716,-282720,-241989,453763,72408,1947373,673529,46295,164767,443538,267519
6504,65042019,3105565,9537085,4366569,526005,965933,6546829,1342759,8119490,6786338,1438325,6433820,516814,5309526
6505,65052019,334002005,398031793,102230648,36748173,43892046,646022809,47548209,405769455,767550218,54091220,624107892,10933355,598303798
6506,65062019,1282966,2474671,977213,111277,192205,2072967,407269,1991610,2177211,439634,2151773,210099,1734396
6508,65082019,2221208,3028011,727329,226314,457486,2077267,368045,2937889,2168932,565525,2072751,284964,1498615
6509,65092019,2757276,5791290,2522049,214001,472409,3747684,1091553,5215728,3459556,838270,3185747,627470,2830841
6510,65102019,6443911,7753511,3893005,625164,507144,3386538,908155,7195930,3279030,538865,3109675,928528,1587361
6512,65122019,450626,509953,90286,-6395,-4872,286477,61347,559876,388175,67507,421764,75544,226918
6514,65142019,679931,951144,281947,146416,94581,721533,179555,747624,532752,146630,449999,101451,533529
6516,65162019,985835,1081521,38652,2692,27807,255075,87071,492153,331954,64786,290519,134557,126953
6523,65232019,1883765,2052534,16335,191797,223552,1014212,182484,1912163,962998,169055,936922,468463,310332
6525,65252019,3612458,4709771,1353778,664986,1036258,3463053,633594,4654590,3412024,714240,3094368,289549,2378558
6527,65272019,701524,900478,26042,91076,97629,661107,79564,631486,606308,48971,493764,127056,419977
6530,65302019,454177,499417,5716,25273,50967,250878,52544,524936,283005,54369,356338,57782,164670
6531,65312019,2162557,3177025,14854,-395065,382675,3462645,588346,3866949,4723851,763573,4236815,604117,2937901
6532,65322019,558835,694628,114628,83124,86028,457319,78125,685844,470900,87469,365130,59267,294026
6533,65332019,1174275,1389912,25583,16023,30896,494851,115351,1237107,304756,56138,289377,475452,820
6535,65352019,1045876,1324311,5139,-240938,-379520,172044,289059,1394533,60615,28024,35259,293367,28640
6538,65382019,1416290,2058669,345014,284410,223713,1499458,821056,1631572,881847,511876,897756,323899,793706
6541,65412019,3030871,3572993,657824,-2274226,-1898660,0,0,4478769,0,0,0,2328156,0
6542,65422019,705807,1059796,6871,-21843,89498,1484434,120791,1800792,2354631,145538,2175813,589580,807009
6547,65472019,1366783,2277064,1331975,-617718,-462646,1120,0,2183162,0,0,0,605032,0
6548,65482019,4986410,10543972,2209926,618915,1466273,9320275,2003235,9788179,9784851,1926613,7505222,747954,7739451
6552,65522019,2257226,3805521,1853300,524347,852772,3017155,407269,2806287,1931008,422820,1322928,228922,2144212
6556,65562019,1051532,1982344,754513,61757,77893,1299407,401240,1856764,1140341,334568,1187504,275523,940047
6558,65582019,1397122,2469732,700174,161663,237042,2006728,412303,1844839,1734292,471000,1516109,254672,1540438
6560,65602019,327565,413946,5412,29908,56254,343218,56097,431827,424661,58692,165553,80669,227691
6561,65612019,2866833,4665280,318282,545987,707924,2400002,209558,3325618,2272362,209419,2126329,329588,1391834
6568,65682019,1401177,1682387,226063,218686,292423,1128319,91509,1535624,1118302,82511,1110761,284195,580682
6569,65692019,1020011,1378886,23781,235529,376453,1482944,163768,1205202,1424672,249366,1296343,306018,940300
6570,65702019,486357,730985,189770,81709,69332,772479,82237,708891,632562,87274,567824,203845,471648
6573,65732019,1375527,3212334,1143107,-131622,68359,1757464,710353,3508317,2063177,704871,2091462,278447,1637605
6574,65742019,626329,831494,40597,88934,114923,1064096,165857,808783,990815,204355,1005225,781111,173492
6576,65762019,895856,1009252,104739,-487212,-447818,75198,0,624612,26036,0,23725,528072,17251
6577,65772019,1067573,1592226,47268,206641,507760,1874393,283435,1422913,1891754,248254,1837023,270728,1342911
6578,65782019,698391,919354,556629,21192,33260,646599,32368,841913,622850,53735,562385,90601,516870
6579,65792019,8316513,9677943,595882,668245,739546,6148380,765504,9735201,5800255,844024,5411540,1343963,4084458
6581,65812019,3438386,4537883,2917927,398825,650373,1650701,96586,4588297,2147371,239081,1906571,212460,916669
6582,65822019,3553251,4120492,1789532,525375,934268,3271203,301762,3724307,3690565,380929,2973412,297803,2348610
6589,65892019,1854871,3417785,1878776,-860925,-784065,476085,177111,2975278,282209,5879,297866,1102338,221418
6590,65902019,379726,531546,16196,44766,50943,401035,66637,450033,347425,46228,289024,94784,250866
6591,65912019,1022451,1761676,301539,89248,179490,1184812,489336,1386460,1217595,373392,1291947,176664,870881
6592,65922019,22394266,136380915,4212013,2376284,-7029978,13721765,122695851,122263803,11083472,112114777,9925673,5648614,5065156
6593,65932019,468374,751093,498878,-12156,10570,458259,40467,805154,755916,97113,784421,103763,368306
6596,65962019,708095,1053399,313861,223597,-45677,1612320,59570,1180328,1157957,53597,871777,255976,1079740
6598,65982019,530650,719007,51438,-280073,-313838,104694,24102,514072,36904,5676,26756,328042,51725
6603,66032019,2144808,5493700,1485678,5259,-183732,3309608,868238,5276243,3466788,751439,3388833,816973,2487938
6605,66052019,13382991,32454311,15039568,614051,3449192,15589958,2951970,32245602,16203425,3207132,16112554,2744218,11627088
6609,66092019,2136751,3930372,809494,134835,116088,2646506,726476,4023557,3302009,1003959,2872487,349421,2073143
6612,66122019,653043,792062,143776,68491,88775,419364,89111,617380,329284,59504,266050,226288,87525
6613,66132019,2246762,4331168,140068,496941,571168,4406270,1348222,4391722,4866703,1605596,3342542,400911,3339223
6615,66152019,515196,721587,79847,62280,100843,509446,65596,586438,459396,73552,423942,131262,311462
6616,66162019,391562,827178,144649,91355,135859,1386627,170247,619564,1082868,164874,875674,178748,1076063
6624,66242019,351532,712921,293035,54306,-100858,470510,62036,556004,382999,71317,331702,88120,318009
6625,66252019,613040,1139795,241799,5788,90542,1217045,310652,1058730,1423593,327227,1110545,183166,1028006
6640,66402019,915928,1590196,187931,85429,184597,758006,244135,1599851,922261,358128,976727,175499,477057
6641,66412019,1242248,1869081,160819,227154,460198,1992051,445736,1711304,1867639,388847,1622684,530561,1220958
6642,66422019,524198,653434,32531,61757,97479,395246,104260,535902,423356,111419,403688,95494,222774
6643,66432019,1441569,1599715,168976,308565,359557,869077,179282,958240,763550,230096,633516,499184,0
6649,66492019,524361,660502,134959,-71299,-64709,16543,3826,471622,1004,158,1879,87363,2233
6654,66542019,737490,1342658,134900,18736,39703,339976,315946,1467448,1217871,546446,670052,86175,224495
6655,66552019,2449024,5594489,3327367,155910,678167,2575521,140485,5548125,2545815,141114,1864587,943832,1318711
6662,66622019,467238,531550,92729,54973,128293,346686,40962,391828,293704,44358,326343,54958,220851
6664,66642019,1817691,3312302,557905,297149,399210,1668286,285941,3596664,1644002,481586,1453952,272487,1053556
6666,66662019,1848100,2195479,214906,497740,17497,1445695,13352,2121106,1358184,1530,868559,452553,465906
6667,66672019,754688,1752373,468887,40065,-143830,1245395,258074,1632759,1004049,142050,929232,163037,1068866
6668,66682019,1850442,3578930,1533745,120162,189590,1392749,605120,2594903,1195833,431335,1004137,374787,854857
6669,66692019,20218865,48147226,718167,6169254,7905179,163600423,14070950,28204042,181064815,9487030,85674525,3188474,152251871
6670,66702019,6642869,11820742,2612107,2265689,2041321,17200853,3078637,10441929,16007920,2826672,14448588,1618346,12796704
6671,66712019,1624032,2208817,954154,187793,366600,1895403,228039,2245838,1900240,257629,2030666,493469,1196188
6672,66722019,2357359,4218226,955535,471742,670396,5453285,1688667,4260742,5413656,1656304,4962230,912365,3919081
6674,66742019,1704941,2632528,81640,10514,90219,2832098,474226,3149993,5316086,168310,6817502,378631,2452704
6679,66792019,1078436,1285014,56218,162482,155659,1394525,317339,898052,1103171,251729,686346,223892,971603
6680,66802019,391175,512398,97713,51431,19950,371511,24389,413011,339550,24297,317481,63052,241915
6683,66832019,1350882,1628981,314061,206913,213884,824346,145587,1129054,647822,134644,554249,189657,373030
6690,66902019,582635,843703,14346,67696,192855,642209,94139,552708,509893,75734,1214338,194090,371150
6697,66972019,521484,947125,20611,60398,-23816,1227636,469668,942237,1217463,391338,1124667,100028,1064736
6698,66982019,1457020,1807746,554024,220600,249726,854165,239415,1101363,635944,206172,411619,143689,472825
6706,67062019,2313460,4046531,270450,316341,-483175,3717808,633349,5039508,3147612,800583,3388569,698442,2599523
6715,67152019,1489363,2151120,130809,156114,417912,2245138,834049,1549546,2122938,689472,997067,281786,1704549
6716,67162019,403416,574691,9858,71420,68693,521678,125456,460373,466756,85419,476186,118415,317179
6803,68032019,5592803,9540817,2858835,1062150,1559200,5321559,852508,9075707,4847096,1061775,4479587,172357,3977155
7402,74022019,324517,406273,9704,23693,21205,581270,47066,421992,507812,79152,512817,143610,399097
8011,80112019,3468288,6907918,1951189,-125722,119431,1512335,213817,6156046,1931793,251247,2047008,252077,1337388
8016,80162019,6605692,10760904,854126,1938157,3404581,13802738,1398832,8366511,10330505,1359114,9431062,2308582,9417393
