Code,Key,Industry,YICounts,Year,Equity,Asset,PPE,NI_Ctd,OCF,S,AR,Asset_1,S_1,AR_1,S_2,EXP,PROD,BM
5258,52582019,M2325,105,2019,1334817,3483048,367707,44685,517169,3576588,777965,3055143,2327728,883931,2611179,986288,2599809,0.705823599
5263,52632019,M3200,24,2019,3041130,5148580,1045007,383810,279675,2080441,286809,4215811,1637438,326625,1514469,564870,1094762,0.536615705
5269,52692019,M2324,150,2019,2581488,3451089,227746,965207,1455844,3746124,556587,3218246,3722351,814526,2975231,695778,1881155,0.032046125
5272,52722019,M2324,150,2019,952060,1161662,494875,12504,60379,521596,55362,1143558,553240,49970,862331,256731,266080,0.811607327
5274,52742019,M2324,150,2019,2633386,3418894,123198,831185,1001277,2484295,628847,2832675,2153519,400990,1894194,562658,913248,0.071397276
5276,52762019,M9900,88,2019,517750,650026,153719,-11651,22719,548519,109840,691036,591571,117220,757288,91192,463680,1.686949155
5278,52782019,M2336,13,2019,351827,587822,1823,220566,264934,1036927,62928,517937,829930,77058,487020,285465,474663,0.328886902
5283,52832019,M1600,16,2019,3783847,5520771,1501425,774334,695462,5786439,950952,4862822,5326108,814446,5670794,1147152,3693626,0.626572622
5284,52842019,M9900,88,2019,1897913,3319676,1467826,90678,140436,1437581,298425,2516905,1217575,312158,1273827,310478,991453,1.233408498
5285,52852019,M2324,150,2019,2440300,5055290,1496636,218215,292830,4458146,1027819,4874371,5009229,1010855,3710409,443817,3749499,0.659280168
5287,52872019,M2336,13,2019,1771100,2747572,783078,600852,642846,1468031,152468,2691430,1478744,141160,1371193,437956,312933,0.293505632
5288,52882019,M1500,88,2019,3070835,4738768,1206178,625397,608130,5235312,669892,4216335,4614198,745074,4062166,275581,4311324,0.567044992
5289,52892019,M2325,105,2019,4495020,5647449,1373991,1029199,1096854,7361665,965480,5170057,7866250,1016288,6544206,928889,5043889,0.415680402
5291,52912019,M2328,196,2019,789039,1279868,443407,69121,165964,1198940,330258,1247867,1032984,312047,956083,146818,950391,1.133639913
5299,52992019,M2324,150,2019,1076886,1447983,161160,280584,223033,1648213,233107,1412223,1466529,286946,1017880,216268,1096339,0.325227878
5301,53012019,M2700,40,2019,958860,1605036,690729,-437227,-112889,1589541,34766,1915614,1339025,190365,623701,1264751,695412,0.454216983
5302,53022019,M2324,150,2019,1525368,1847296,280271,-66105,-41046,56825,5952,1858309,81812,7538,109514,107569,33100,1.560463543
5306,53062019,M3700,21,2019,5278483,9961172,3072048,1007490,1465883,5239635,1030455,10185914,5056832,987339,5050603,883829,3096355,0.338636507
5309,53092019,M2328,196,2019,1111121,1723348,404507,-357779,-72769,1042284,269962,1872519,1458640,192248,1519795,450950,947916,0.289404395
5310,53102019,M2330,35,2019,211130,459998,7550,-171913,-61048,327175,59716,578492,402290,115731,387936,160628,310180,0.239133
5312,53122019,M1722,113,2019,2535585,5337121,1055254,376912,624191,3216310,19422,4435082,3066268,34961,2851786,1708484,1341781,0.831217414
5314,53142019,M2324,150,2019,203532,226450,44239,-24213,-13176,51919,511,281255,86980,6231,175104,50385,26780,0.127862797
5315,53152019,M2326,109,2019,1319104,1793738,122160,92016,201117,1875209,212053,1858576,1820415,252571,1819711,183187,1615170,1.157013937
5321,53212019,M2336,13,2019,866589,2463261,690064,63007,132475,1366147,305391,1173293,1015205,344751,791313,295945,984134,0.996266941
5324,53242019,M2500,82,2019,881909,3605268,610503,-89098,193724,762602,25341,2411075,1476133,30218,1007132,410356,387525,1.023488229
5328,53282019,M2328,196,2019,1595016,2203556,182608,-25086,-34224,765059,601046,2062230,827223,458162,873132,133505,669675,1.150083837
5340,53402019,M2328,196,2019,1672011,1980971,963536,113810,188394,1479692,480794,1956718,1625912,468633,1552055,96449,1277714,0.183509709
5344,53442019,M2324,150,2019,447227,551635,272931,-38045,39943,211353,56961,526378,192509,47142,208415,31238,223490,0.452148569
5345,53452019,M9900,88,2019,231144,269830,21270,-164936,-131171,1790,24,319467,18418,340,73301,138473,1770,0.150808377
5347,53472019,M2324,150,2019,29532133,42792112,13418411,5860497,8445169,28286072,4968214,37653029,28928094,5728104,24909613,3423398,17953285,0.27785016
5348,53482019,M2327,85,2019,146470,180049,7507,-24988,-18699,121804,23509,198380,88924,20200,101599,36563,109724,0.764812465
5351,53512019,M2324,150,2019,2332232,6212678,810414,-533914,541018,3681468,889748,6957281,4840161,1146304,6167146,1036487,3210762,0.38773491
5353,53532019,M2327,85,2019,1163535,1773112,416428,103349,257456,1781551,233034,1714626,1652116,294003,1322152,246892,1426236,1.004779793
5355,53552019,M2328,196,2019,1445121,2190707,375478,-143064,-122553,889299,196453,2461861,1043651,298298,1134598,168440,867013,2.081124993
5356,53562019,M2325,105,2019,4690367,6371835,667226,239682,888720,5138349,1268827,6501968,6923017,1658837,9399590,410078,4487903,1.995610086
5364,53642019,M2700,40,2019,235487,1337328,755881,-26558,118153,524346,13999,997182,501179,19024,455416,54197,476080,0.793029709
5371,53712019,M2326,109,2019,23552560,49323120,6930269,1158307,5031454,48711259,11729279,48037205,55672933,13617431,53105303,7605343,39904813,2.215599911
5381,53812019,M2328,196,2019,681336,733360,9853,-10809,16346,385890,116234,758360,418736,129878,401812,107587,290967,0.974716841
5383,53832019,M2331,77,2019,456711,1508972,681932,-211486,11795,974516,332315,1793127,1306674,329581,1280874,155881,1025406,0.421191888
5386,53862019,M2325,105,2019,355250,547833,1793,14305,348161,1854772,225757,908539,3854705,250667,3163265,57958,1770759,0.713609554
5388,53882019,M2327,85,2019,7675999,26177080,2995622,1034567,1464608,31797130,5737570,23367826,33384941,6540956,38600003,4092136,26718092,0.45987015
5392,53922019,M2326,109,2019,6951946,15001272,3456806,434365,910460,12096397,2356290,14087045,12365574,2367286,12347133,1608585,10300908,1.805305245
5398,53982019,M9900,88,2019,560738,668564,7954,25326,13453,432970,100802,629717,531382,142921,544249,136312,295557,0.480358836
5403,54032019,M2330,35,2019,1353205,2755591,796189,249628,539919,1798456,142012,2944783,1606543,162326,1558147,312501,1215468,0.524553018
5410,54102019,M2330,35,2019,1158625,2324690,72361,166692,292368,3449191,680886,2130563,3233770,832483,2824978,425446,2875455,0.828505376
5425,54252019,M2324,150,2019,7477463,14368107,4331589,1011179,2083980,10504202,2124859,13932299,9610470,2179043,8994018,2063356,7142515,0.855948546
5426,54262019,M2325,105,2019,2098707,2691286,1234858,-22352,151219,1395723,435071,2888318,1827508,523086,1653427,231528,1196320,1.387321718
5432,54322019,M2326,109,2019,335694,359227,5132,69585,2769,66504,10207,296735,84959,13399,85599,19826,48502,0.99244698
5434,54342019,M2329,34,2019,9531114,19639504,3521162,1716953,1757968,31700516,5192398,17237405,28861199,4944748,23781012,2073742,27781703,0.60585843
5438,54382019,M2325,105,2019,1807057,2467248,24100,49537,52834,1769660,406078,2514249,2162117,561669,2354414,353127,1415253,1.489559163
5439,54392019,M2328,196,2019,1651161,2354394,901195,221397,373700,2192385,713922,2322564,2295148,721442,2074178,142835,1765028,0.470939334
5443,54432019,M2326,109,2019,2820436,6453860,588628,289906,-387875,4236015,2387398,6521196,4873153,1832294,4839887,871495,3005394,1.051044547
5450,54502019,M9900,88,2019,1146860,2833326,1010501,70931,178991,2914426,546532,2677540,2925008,574628,697750,600827,2164994,0.707732907
5452,54522019,M2331,77,2019,1991240,3199051,312033,44626,513318,4804938,1408482,3583966,5355881,1616147,6189755,385414,4311147,2.340074757
5455,54552019,M2500,82,2019,552000,627881,78,203363,1337462,2756542,112,1803769,801672,2421,83685,82195,2472368,0.473439528
5457,54572019,M2328,196,2019,3693256,10114231,2588501,653054,445808,11260075,4848725,6096005,5133422,2483540,3022532,1054752,9357558,0.301071736
5460,54602019,M2328,196,2019,811795,1044353,333000,49092,112486,825362,255457,1212130,863792,288723,841844,151641,616076,1.266358617
5464,54642019,M2328,196,2019,1139446,3219167,616403,-13024,631222,1366995,188641,3585427,1828671,486755,1612879,77717,1318700,1.642674458
5465,54652019,M2325,105,2019,2573946,5193027,1246173,176297,546271,5010917,1787676,5643406,3826631,1706703,1760911,363619,4510048,1.133381013
5468,54682019,M2324,150,2019,122451,304372,144728,-117675,-11736,135644,10067,402647,137643,8615,150544,85533,91916,0.659959229
5469,54692019,M2328,196,2019,35586573,70517445,11848664,3231997,7542483,43142275,14383698,62189716,43768976,15437849,39629458,4176256,35429235,2.294445713
5471,54712019,M2324,150,2019,3010204,3636826,756572,341522,364339,3234503,405982,3498263,3157555,387784,3341280,927017,1945279,0.406414529
5474,54742019,M2325,105,2019,1094747,1474863,8152,260307,355337,1294164,7218,1265605,1147378,33724,901439,258089,708246,0.247738199
5475,54752019,M2328,196,2019,648160,2689603,721117,-409315,101320,1110253,339786,3630049,2458631,936219,2589686,187970,1257577,1.155005329
5478,54782019,M3200,24,2019,7104394,12768679,400700,665943,1050661,5828654,356685,12395693,5552667,429367,15611929,2423567,2647559,0.606508894
5481,54812019,M9900,88,2019,864694,1162351,7055,-183656,125601,107332,4334,1129568,84634,9639,9567,100002,52915,0.868453518
5483,54832019,M2324,150,2019,48616041,109383496,40276715,8895345,18831120,65510225,8507214,103985315,69238945,9881332,59371198,5752118,46242686,1.060879977
5484,54842019,M2326,109,2019,598716,743685,133809,-101270,-85353,285642,31596,854750,424431,56680,568024,177420,237545,0.819942349
5487,54872019,M2324,150,2019,536009,642636,100295,61401,43705,398927,83455,556201,366526,71203,403402,91679,294084,0.785110592
5488,54882019,M2328,196,2019,865757,1306060,197656,-39307,43796,1233734,322967,1514688,1536533,372115,1708378,164631,1113014,1.688025072
5489,54892019,M2331,77,2019,2278022,3110673,662094,194348,293787,1802135,337991,3390142,2071999,335756,2211974,457754,1111308,0.823006621
5490,54902019,M2325,105,2019,1650029,2183085,83298,263391,215472,2024230,638635,1767847,1776817,293723,1750265,432224,1254764,0.756849435
5493,54932019,M2331,77,2019,2159620,3471951,984197,300746,401967,2497934,656588,3247230,2394696,663849,2238766,253884,2067178,1.443444772
5498,54982019,M2328,196,2019,1742270,3049028,943332,74531,81971,1255128,681457,2983493,1216749,665131,1033987,123328,1083457,1.003844948
5508,55082019,M2500,82,2019,4372602,9696234,16240,435534,-1066499,2338894,53517,8083287,3185537,31250,3010655,200850,1685666,0.848189563
5511,55112019,M2500,82,2019,4198252,8452580,197607,521943,2012422,5519529,183249,9062217,5390270,940506,4013790,313076,4632767,1.549772546
5512,55122019,M2500,82,2019,17769474,40498544,5291440,954361,2522682,7827344,827888,38734884,5920533,932242,5724010,610823,5773443,2.695702746
5514,55142019,M2500,82,2019,2640224,3350629,44536,339639,776502,1302273,0,3400174,455869,0,88624,49460,873885,0.96930392
5515,55152019,M2500,82,2019,4355752,8543429,126042,179564,931743,6331757,2330410,9413463,6824128,2720980,5733908,377048,5781552,2.053825746
5516,55162019,M2500,82,2019,508470,1559053,185191,32964,170470,1014215,36267,1416346,1256868,86901,795028,35400,931657,1.130018085
5519,55192019,M2500,82,2019,4204448,8600116,50856,489267,-124321,4394621,161314,8246446,2577520,257187,1973718,263686,3594936,1.757041437
5520,55202019,M2500,82,2019,1863662,2414211,871249,138574,69781,2106749,643149,2253128,1759633,513085,1842438,75924,1918090,1.061450174
5521,55212019,M2500,82,2019,4525722,9517304,521495,-20759,-54064,4282904,498804,9852474,3844011,912160,3758935,165845,4110115,1.276860492
5522,55222019,M2500,82,2019,41633050,86951215,6475,3139332,3973549,20672958,1202406,77334860,24241619,1458635,18633880,1748292,14739339,1.549274379
5523,55232019,M2500,82,2019,1708193,4432145,2023,22832,-1162003,231624,3846,3109713,970314,5339,1520043,46916,145612,1.155191709
5525,55252019,M2500,82,2019,4611068,12249650,292971,392438,-732941,2588275,36231,10214501,4187845,91715,1479962,330665,1829105,1.120315493
5529,55292019,M2500,82,2019,674781,1375085,252234,-156504,1316463,1531165,25733,2606436,199011,31225,764555,157399,1488354,0.753249829
5530,55302019,M9900,88,2019,19933851,65106808,6078158,2370342,1884619,4559348,8729422,63293308,4957018,8754741,5104378,1246472,1343202,0.907652249
5531,55312019,M2500,82,2019,12499172,33801884,7875898,703369,3266925,7803579,166748,37179891,7313145,95470,4912171,1390353,4862801,1.28506467
5533,55332019,M2500,82,2019,7336407,14983091,4342651,94338,103835,1631542,40372,14731250,2265460,78286,4236339,308782,1152499,1.801097273
5534,55342019,M2500,82,2019,17673072,30354573,84064,3172103,1279671,9617999,508336,27922835,12106364,857961,6972979,543753,5909860,0.918286283
5536,55362019,M2331,77,2019,5549042,11993080,463872,1276284,753475,12674886,3934016,11780789,14220653,3467303,11437682,793827,10102547,1.337409049
5538,55382019,M2000,45,2019,3885976,7329398,1004208,467504,701266,8807059,1783500,7661302,8886549,1621548,7593150,567621,7585139,1.01450919
5543,55432019,M2500,82,2019,753175,1086889,235996,30561,108287,995002,199027,1107889,1045564,203454,965325,234224,712444,0.70090827
5601,56012019,M2600,28,2019,1362150,1843622,236103,15393,23970,81264,4357,1841459,80904,4034,79243,23370,40110,0.86115663
5603,56032019,M2600,28,2019,1211689,2337725,1464754,-8126,62759,1608024,322123,2166392,1757173,307339,1932768,146952,1470809,2.635437131
5604,56042019,M9900,88,2019,2681277,3333705,13653,28516,-328507,62086,60,3628649,1062254,201786,1138504,8670,14954,0.475553566
5607,56072019,M2600,28,2019,6564377,13404031,1675702,710708,197475,2273598,220653,7292607,1698195,143147,1482972,402770,879628,1.385600762
5608,56082019,M2600,28,2019,4799584,24362087,22607590,-473227,1068197,3804396,37429,26187533,4024044,53511,3498629,235126,3435074,3.383142298
5609,56092019,M2600,28,2019,2226476,5208519,608305,405121,922025,17803331,2262733,4581535,18444415,2397343,17533280,2455498,14844127,0.6891749
5701,57012019,M2700,40,2019,764153,3110216,2349258,-192302,-9996,548445,17912,3289877,581323,15027,661638,340493,306947,0.374546931
5703,57032019,M2700,40,2019,803678,2165801,850223,-30899,166755,827373,29208,1454755,823919,35948,896079,258451,596240,0.506278096
5704,57042019,M2700,40,2019,472491,595154,364192,33277,89179,353641,9623,567773,327738,24315,292741,101919,214761,0.455703714
5706,57062019,M2700,40,2019,1156567,2498528,248494,200740,415106,2974759,84136,1947819,2917517,128202,2741443,242368,2555323,0.699635578
5864,58642019,M2800,42,2019,3536722,4982627,707534,135652,76939,333592,688772,4653948,378699,482519,357717,208645,12942,2.305276794
5871,58712019,M9900,88,2019,73938020,497337859,34476923,16097559,8517314,59132232,322186288,400377709,50472590,264233577,41454699,15336907,23488052,0.542412902
5876,58762019,M2800,42,2019,204226325,2075556734,21213428,19724479,31454914,40951272,0,1892409757,37078374,0,34764450,15412708,0,1.192305802
5878,58782019,M2800,42,2019,536249,809513,52492,67512,64423,863520,137078,647717,720606,98901,655617,103671,674378,0.557911684
5880,58802019,M2800,42,2019,226907304,3739488557,33771493,17612416,9886555,49096125,6412261,3508287588,46872679,4017954,46628400,25786246,0,1.096148789
5902,59022019,M3800,23,2019,797141,1076614,6432,55241,176752,1758817,169356,985707,1631674,191243,1823502,193412,1498719,0.736069328
5903,59032019,M3800,23,2019,6296178,57212327,11752316,1912770,9510973,77729696,1271995,32756777,71720973,1231641,64427868,26163275,49151796,0.131662957
5904,59042019,M3800,23,2019,4391034,19636649,2948424,1886727,3394273,15787694,848882,8559299,14084032,819276,13262071,4395061,8963459,0.090076658
5905,59052019,M2700,40,2019,2825329,3727288,978984,74665,143709,1330496,37851,3907058,1420862,51587,1633968,911234,344917,1.35313534
5906,59062019,M2900,18,2019,360458,1303936,51803,-24472,225590,1911238,196081,1196374,1720006,224086,1566149,1039523,806584,0.716473862
5907,59072019,M2900,18,2019,8903545,26218733,7215048,603637,1697152,6642331,143880,20934675,6457831,339792,6041927,3599460,1756194,2.107136013
6005,60052019,M2800,42,2019,36216129,133170413,3025605,2829234,988617,7796951,6510647,117389907,7638645,4624354,9244897,4234625,1569080,2.042446758
6015,60152019,M2800,42,2019,3899668,11555496,43827,140833,218901,851358,2196279,11575950,297721,1366277,912344,737104,77720,2.21633118
6016,60162019,M2800,42,2019,7296992,25652965,1028534,288367,-1734031,2173539,3765749,20679516,1395315,2136275,2844022,1498551,454626,2.119849502
6020,60202019,M2800,42,2019,3995991,6036094,207730,115839,147262,229278,199951,4731226,110777,148705,376650,144910,10384,1.495271547
6021,60212019,M2800,42,2019,4642013,7330445,252845,26087,-1126684,511627,1701709,6951782,613547,1357335,629464,480582,36458,1.053801582
6023,60232019,M2800,42,2019,8856137,74283889,597740,1135799,1045012,2918325,58372,73291854,3638296,6993,2921001,1189169,1586069,0.835033849
6024,60242019,M2800,42,2019,5041284,41160910,66829,599676,883064,1916778,14261,40386018,2849492,14181,2676371,868068,871048,0.923184245
6026,60262019,M2800,42,2019,3443672,5373957,20203,264912,36445,632281,211376,4827259,362494,260475,971516,356196,10227,2.477410451
6101,61012019,M3200,24,2019,1347082,1443662,389855,4363,21377,284848,13515,1617260,479063,8735,94560,75301,197292,0.368493074
6103,61032019,M2324,150,2019,131082,626097,17711,10151,163694,1905260,0,777714,1997878,30448,1877499,38475,1839686,0.037643606
6104,61042019,M2324,150,2019,1434330,2174677,894020,198872,272355,1958541,253272,2631576,1885534,233538,1787146,718996,1007204,0.291499404
6108,61082019,M2328,196,2019,3774105,9600458,2934088,354752,1255145,7917468,2403676,11213854,8933156,2644539,8734278,761789,6783394,1.254147486
6109,61092019,M2327,85,2019,606611,947405,73469,14352,89334,991259,291897,958225,1026786,323310,1236427,191962,780452,0.95986702
6111,61112019,M3200,24,2019,804940,1238941,12070,323817,15819,565818,111018,1083159,855738,118574,789128,692396,91002,0.447493545
6112,61122019,M2330,35,2019,4607057,7873279,995883,414831,-449908,12306999,2134727,6562207,11186815,1988581,10422423,783600,11056110,0.706504215
6113,61132019,M2329,34,2019,482931,863663,2945,-34534,29856,1358285,141103,675090,1377485,165881,1282920,125108,1286930,1.621773012
6114,61142019,M2328,196,2019,1251906,2163447,514008,182254,458474,2150990,543294,2218928,2455546,900475,2961113,192015,1722728,1.259806803
6115,61152019,M2328,196,2019,4872003,8042675,807714,573536,844559,6540704,1984987,8234498,7041035,2326367,7052868,542649,5307349,0.760222114
6116,61162019,M2326,109,2019,40951751,47903368,16875834,781079,1500461,16337046,1375378,48623899,16866328,971362,23744460,1735725,14467715,2.249088254
6117,61172019,M2325,105,2019,1240928,2746342,785896,-159456,39209,2061734,497794,2868883,1935693,385344,1923207,518237,1683013,0.736739989
6118,61182019,M2329,34,2019,948286,2414748,134082,-25966,-7377,7290920,1090420,2515276,7458767,1248760,6390185,316323,7002805,0.964264048
6120,61202019,M2326,109,2019,11050952,19896247,7838025,-190141,1005661,15851885,3057768,23603263,21362170,5053292,27927875,1197663,15071649,1.579839711
6121,61212019,M2325,105,2019,23919535,50056924,6513328,3848040,9021798,73734546,12766652,48370058,64452906,12674250,58280985,3293422,66208247,0.555262376
6122,61222019,M1500,88,2019,1145838,2079515,141835,168103,82668,1925979,83357,2010520,2006559,70760,2173267,84282,1796458,1.484579433
6123,61232019,M2330,35,2019,1216400,2539024,201911,257455,495946,5257393,739141,2284842,5226022,769384,4229213,462241,4487567,0.674215575
6124,61242019,M2328,196,2019,2951914,3857947,1307631,225322,106984,2245683,812369,3043322,1905226,565553,2151112,302571,1688134,0.515179746
6125,61252019,M2326,109,2019,5858156,10242268,3234084,995096,116557,4363773,773343,11299551,5547666,920702,8762427,1065073,4042566,1.673235536
6126,61262019,M2328,196,2019,1688449,3446606,856482,197894,564190,3315294,1183098,3288016,3028874,1111339,3046179,648219,2434091,0.965162575
6127,61272019,M2328,196,2019,1194668,2920957,1658946,-169946,-50299,731474,345525,2867323,1022931,414025,1074000,172111,679384,0.642648426
6128,61282019,M2325,105,2019,3459641,6981935,1395247,352096,704637,6294771,919030,6736263,6791267,1086960,1685921,1765736,4059800,1.154834392
6129,61292019,M2324,150,2019,1916202,2286440,463209,-33474,-44749,1107617,192798,2433940,912196,209093,1109796,472354,702641,1.727573875
6130,61302019,M1722,113,2019,328551,562205,93671,-12738,-11220,63472,18454,412306,53716,3969,85769,44710,34572,0.441645327
6133,61332019,M2328,196,2019,1454449,1854787,273012,22143,104240,1145115,250773,1889669,1078406,299843,1164082,223446,925076,1.801529068
6134,61342019,M2328,196,2019,806174,1510633,260704,-7588,57498,1440783,489386,1657211,1639519,629799,1653249,309914,1194898,0.707919278
6136,61362019,M2327,85,2019,2616766,2740012,145021,80146,102109,852656,195941,2746571,638436,197994,706203,156378,726084,1.536561959
6138,61382019,M2324,150,2019,2555759,3828524,389835,452212,229573,4545707,1059937,3520289,4846935,1026227,4223932,926159,3169897,0.516821607
6139,61392019,M2331,77,2019,11601046,28035252,1040776,681997,-1802571,16591857,4513695,26996608,22235076,3418778,21186782,752537,15499450,2.239291605
6140,61402019,M2330,35,2019,406264,1062792,4577,3237,96168,1994166,580356,1035884,1681970,439850,1869759,164323,1823401,0.712079053
6141,61412019,M2328,196,2019,2044851,3921264,1807565,545557,521953,3046243,1022241,4419200,3998712,1382798,3853356,306553,2520908,0.882444205
6142,61422019,M2327,85,2019,2302829,4749935,1795368,-339135,-86859,3393006,802061,4548171,3202178,877573,3339858,607264,3167173,0.72754962
6143,61432019,M2327,85,2019,2323381,5405827,489254,243641,962827,5631843,1236019,8093038,6261326,1442847,7087828,680892,4641382,0.843077758
6144,61442019,M3200,24,2019,383071,480172,72208,-47991,67501,316893,39763,606273,533122,77471,608346,147697,198183,0.446639326
6146,61462019,M2331,77,2019,3791030,4745070,2029614,682749,908551,2985023,1078450,4753979,2996644,1131140,3029513,539989,1613513,0.21765315
6147,61472019,M2324,150,2019,29691661,40218822,16697117,4089522,8535258,20419492,4073714,39609101,18725270,5663871,18427557,1371178,13639949,0.959245672
6148,61482019,M2330,35,2019,496291,972665,1390,27393,62922,707125,215391,1548596,702723,521656,485556,83513,602525,1.237911252
6150,61502019,M2325,105,2019,383846,1575034,137366,-81061,-12963,3024514,377566,1549550,5071041,241666,4542647,215232,2892890,0.283580164
6151,61512019,M2331,77,2019,907542,1387658,541924,73299,571824,1674669,475251,1741038,1916280,523500,1934609,182213,1410872,0.996603075
6152,61522019,M2327,85,2019,1360708,3621350,604458,12868,494498,4535742,1089618,4763829,6342483,1484619,8158197,676164,3876068,1.347525482
6153,61532019,M2328,196,2019,15052573,31226696,12308303,411057,1683999,17028640,5141241,25809360,15520376,5452219,12932865,1843614,14444200,0.963957347
6154,61542019,M2329,34,2019,1207423,1948279,301916,31667,143003,3855887,59866,1709784,4092545,55129,4428647,546647,3266909,1.374449388
6155,61552019,M2328,196,2019,1437912,2159905,320987,80341,132379,649900,206653,2303340,722186,202420,698467,115229,486587,0.820932066
6156,61562019,M2328,196,2019,1564112,3601579,622202,69649,592238,4121254,1357716,3876322,4695999,1570012,4566371,513450,3507523,1.53273949
6158,61582019,M2328,196,2019,807845,2015424,682347,33951,167070,1568882,538231,3288022,1730814,670864,1643243,461209,1116600,0.718751152
6160,61602019,M2325,105,2019,815310,1159074,138645,-9587,101950,1285662,224348,1342423,1568120,342705,1242223,528547,771174,1.04240345
6161,61612019,M2325,105,2019,1272191,1643317,383663,164018,224000,1687813,110829,1662939,1482432,89928,1325697,273906,1206442,1.157954683
6163,61632019,M2327,85,2019,1793969,4371043,218745,83006,-80926,4528267,1603389,3543240,4342956,1647696,3915385,889685,3520863,0.935241479
6164,61642019,M2326,109,2019,1115832,1823284,587375,-59524,95067,909011,261686,2090475,1140217,338441,1239886,307201,674251,1.7434875
6165,61652019,M2336,13,2019,400471,422628,6336,-27007,-8873,2265,208,451363,7102,1115,25356,27314,2074,0.25268608
6166,61662019,M2325,105,2019,4687215,8429522,1074831,443747,1532937,10497070,2019539,8279272,10477108,2028552,10667894,3521605,6208198,0.280864213
6167,61672019,M2326,109,2019,1431060,1949313,652407,153892,40688,2005715,300391,1919671,2009168,347683,2133827,217060,1649948,1.299599447
6168,61682019,M2326,109,2019,2669854,3591437,657048,14621,439347,2163869,581389,3849572,2923669,860063,3013603,358511,1759938,1.182121694
6169,61692019,M3200,24,2019,217979,453310,2767,-31031,82444,181915,53566,537091,742511,181018,503337,140041,91071,0.151995641
6170,61702019,M2327,85,2019,1444067,3116699,522606,117999,80440,3847841,597668,2516135,3160868,393040,3069536,498576,3227777,1.057402348
6171,61712019,M2500,82,2019,1065151,2351006,291,3296,-499867,169559,1148,1566301,285152,172,553794,33624,133843,0.898643987
6173,61732019,M2328,196,2019,4513468,6293265,1775007,764859,962908,4356398,824981,6487577,5750648,1174021,3162697,363399,3099210,0.56299277
6174,61742019,M2328,196,2019,547026,623748,189939,857,80917,449035,118062,660978,553324,122133,557697,112976,334265,1.167611526
6175,61752019,M2328,196,2019,2456227,4411069,2170844,152082,815761,2917026,787420,4793308,3536196,1132984,2838297,237040,2420786,0.972060621
6176,61762019,M2326,109,2019,27428878,50538855,3140679,5869843,6563103,56120587,10741739,60051050,53952289,16589447,54400498,3069344,45959383,0.673249738
6177,61772019,M2500,82,2019,4603815,22615347,409880,908733,-2608245,6627484,51446,18772228,1457868,96177,5617170,646326,4854416,0.820515373
6179,61792019,M9900,88,2019,1348421,3268350,278033,74831,-74094,2008817,476825,2703060,1956318,402723,2235424,150025,1753172,0.606394785
6180,61802019,M3200,24,2019,5297393,9259885,2857123,864618,876119,9681345,1074687,9823412,14334948,974211,8474988,2833124,5588187,0.540089595
6182,61822019,M2324,150,2019,12977950,22267264,10066137,1316154,2250296,7676573,1688252,19484103,9205258,2124295,6376511,1357353,5014226,0.890681379
6183,61832019,M2330,35,2019,2193023,2884234,689804,290253,349391,1725468,561623,2909570,1583601,511327,1404434,309567,1063529,0.328690498
6184,61842019,M9900,88,2019,4207267,8003245,2339603,502312,333649,2007085,222517,10573553,1974216,211994,1873164,354287,1037933,0.777013378
6185,61852019,M2328,196,2019,2396316,3137648,1040118,57569,233666,1001580,345188,2892106,1181376,376087,1299746,249158,684585,1.048492509
6186,61862019,M2500,82,2019,1788850,9558064,12935,420938,-1674054,2790647,372404,5860794,1341725,71861,1129875,363158,1984023,0.836017764
6187,61872019,M2331,77,2019,1688470,2169069,402069,83441,281806,1032376,416289,2519806,1925869,729076,1866853,382534,566338,0.553356351
6188,61882019,M2325,105,2019,7897357,12392709,1287721,513735,739904,9352785,2311133,15877261,7090384,2108631,7506267,1321325,7379239,1.019443818
6189,61892019,M2329,34,2019,4038341,10023537,388807,539482,-324145,22824272,4171077,8787545,19712236,3523409,18484111,969707,21019423,0.894325695
6190,61902019,M2327,85,2019,2014880,4140717,835035,173508,154032,4910993,1090911,4156817,5019133,1105495,4345250,515174,4122461,1.090742137
6191,61912019,M2328,196,2019,14951980,30636014,6853834,854404,1682783,21845651,6964432,29288606,22297733,7620966,20642738,2035071,18757254,2.314618247
6192,61922019,M2331,77,2019,4820639,7802171,1044113,717635,821138,6257649,1314224,7441655,5726944,1238393,4631928,896563,4450489,0.765267475
6194,61942019,M2328,196,2019,1773039,2094085,374992,120243,201992,1531387,524929,2200366,1265296,421145,883048,92065,1269639,1.169396518
6195,61952019,M3800,23,2019,1008962,2705125,795419,103744,460254,1828643,72130,1547187,1703688,79249,1805336,888078,823807,0.854325063
6196,61962019,M2331,77,2019,5837968,19652878,2211675,669120,975847,24182681,5192905,18228206,24415723,4356661,20211994,1747641,21615702,0.420196538
6197,61972019,M2328,196,2019,3116850,4284758,370674,262517,531085,3609423,939296,4403002,3486163,1076369,4135171,617504,2773961,0.942064734
6198,61982019,M2324,150,2019,79146,95297,397,-21342,-14256,21055,544,109208,92191,2487,51270,37466,6267,0.119803941
6199,61992019,M9900,88,2019,721009,791622,5873,4830,-7331,56978,31940,796421,88059,25843,111893,41351,9884,1.002091719
6201,62012019,M2331,77,2019,2418995,3212765,561310,239549,160209,3235177,491495,3312358,3260777,534834,3049510,400844,2556961,1.037046961
