"","X","Code","Key","AC","A1","A2","A3","A4","DA","DA_ROA"
"154",154,1599,15992022,0.0549920831569894,3.24062341817069e-07,-0.0928548790502122,0.417885195082289,0.0890727474588651,0.0980187614540552,0.0852835564233902
"155",155,1603,16032022,0.0255664759942366,1.14371434041651e-07,0.113717801296103,0.375921519236932,0.0376867599739325,0.048024117111375,0.052441306380416
"156",156,1604,16042022,0.0225910975965584,7.67232953637417e-08,-0.0195142632825862,0.422270823872392,0.0549184580980709,0.0606411731105586,0.0580398844633744
"157",157,1605,16052022,0.028602572827396,5.46343899948522e-09,0.174268095038357,0.358710096912776,0.104570637671511,0.0445529828066994,0.0360403092074766
"158",158,1608,16082022,0.0183814837295529,7.31741137791613e-08,0.0299036260334472,0.234383564801349,0.00656723036345216,0.0319927801831372,0.0413742323359161
"159",159,1609,16092022,0.0396190291911714,2.91404669584987e-08,-0.0332090006743104,0.367282569862812,0.031020668167595,0.0727884659081287,0.0752915731714094
"160",160,1611,16112022,-0.0207778888082991,1.75619453718127e-07,-0.0460709537716912,0.138216198084694,0.0135778424447633,-0.0118444098945222,-0.00618746785260706
"161",161,1612,16122022,-0.0156782310781804,1.14406239624784e-07,0.0502551144737393,0.15260636862926,0.0405145672320852,-0.0126662908051615,-0.0103809721470861
"162",162,1614,16142022,0.0485622906907111,1.44894588462421e-07,0.0465649187887566,0.269992084408632,0.0427273856133294,0.0646703499233425,0.0662432955207469
"163",163,1615,16152022,0.0853174569620346,2.81855760878082e-07,0.0182169015370722,0.335622002111663,0.121637672164545,0.110663990451945,0.0936522284320737
"164",164,1616,16162022,0.0107326614000589,3.19795637795623e-07,0.169134156508625,0.246723613741874,0.00590150869988043,0.0144404491036677,0.0266640275311435
"165",165,1617,16172022,-0.0822494741020318,2.76606426397104e-07,-0.347081594746691,0.316725975694593,0.0112465406908799,-0.0302463156265676,-0.0319283457012255
"166",166,1618,16182022,0.0757327201105721,2.18176978619747e-07,0.045475718538607,0.285593883190227,0.054124690325051,0.093541932233767,0.0923378595194794
"167",167,1626,16262022,-0.0476179229164238,1.00505340853813e-07,-0.16704841945301,0.280180045267606,0.0475588257760017,-0.0135466041724934,-0.0182186678650477
"168",168,1701,17012022,0.0244020509778933,7.82051847534926e-08,0.0563419868934367,0.321890663520941,0.0374835886419795,0.0455034916745924,0.0486679899129386
"169",169,1702,17022022,-0.0250187088620919,3.39975687658624e-08,0.0242064049515691,0.406419346139719,0.0235166962740161,0.00791326595413887,0.0134745497408309
"170",170,1707,17072022,-0.0583711729544078,7.1119309112894e-08,0.0399645000856632,0.523443946854247,0.154306640431228,-0.013919793444821,-0.0370166987574723
"171",171,1708,17082022,-0.0435731017127114,8.2467180536162e-08,0.276754167643903,0.781204014238454,0.0993252865157253,0.0104526960219137,0.00527462662804248
"172",172,1709,17092022,-0.00399562017893475,8.62984919856316e-08,0.111610184878985,0.324940315962943,0.0933165442493792,0.013084529667525,0.00526104848443681
"173",173,1710,17102022,0.00756672507372135,2.96066715199896e-08,-0.166138074087794,0.436298359574269,-0.0233900106675798,0.0587372630794538,0.0699335996973832
"174",174,1711,17112022,-0.032585257638684,7.07400184065528e-08,-0.0436414273354994,0.321237285365942,0.0277682868253082,-0.00368586655112789,-0.000837616532233003
"175",175,1712,17122022,-0.0355968119070102,6.24528480996847e-08,0.337825379338599,0.346509760131101,0.103379760780611,-0.0339104860676062,-0.0382655463227647
"176",176,1713,17132022,0.0678364715477254,3.87258573323926e-07,-0.0457534386625018,0.126814790489239,0.110720324181897,0.0752329485168583,0.0587830326949018
"177",177,1714,17142022,0.015829816024517,4.16508341433379e-08,0.11821518845149,0.21894469031626,0.0267634098921481,0.0208486811630681,0.0280661711410355
"178",178,1717,17172022,-0.0654469465111729,1.65191809413452e-08,-0.0726264138168147,0.288638822629078,0.0432716806114159,-0.03776801889828,-0.0388878157573119
"179",179,1718,17182022,0.00171697705285588,1.24822400348364e-09,0.00192051994820794,0.0337219997065301,0.00349106534676714,-0.00433797076556171,0.00531375295305656
