代號,名稱,年/月,Year,Key,BVE,LNAT,NIS,Industry,Price,RPA,LN_RPA_Count,RPA_Count,Finance,KY
1210,大成,20-Dec,2020,12102020,33.71,18,4.98,M1200,45.4,0,0,0,0,0
1210,大成,19-Dec,2019,12102019,29.4,18,3.85,M1200,29.34,0,0,0,0,0
1210,大成,18-Dec,2018,12102018,28.2,18,2.71,M1200,25.68,0,0,0,0,0
1210,大成,17-Dec,2017,12102017,29.5,18,3.71,M1200,22.35,0,0,0,0,0
1213,大飲,22-Dec,2022,12132022,6.46,14,-1.34,M1200,7,0,0,0,0,0
1213,大飲,21-Dec,2021,12132021,7.8,14,-1.64,M1200,7.9,0,0,0,0,0
1213,大飲,20-Dec,2020,12132020,9.47,14,-0.48,M1200,9.68,0,0,0,0,0
1213,大飲,19-Dec,2019,12132019,9.95,14,-0.76,M1200,5.85,0,0,0,0,0
1213,大飲,18-Dec,2018,12132018,10.71,14,-1.58,M1200,10.7,0,0,0,0,0
1213,大飲,17-Dec,2017,12132017,12.29,14,0.04,M1200,15.1,0,0,0,0,0
1215,卜蜂,22-Dec,2022,12152022,32.18,17,5.24,M1200,80.21,0,0,0,0,0
1215,卜蜂,21-Dec,2021,12152021,32.06,17,4.91,M1200,68.67,0,0,0,0,0
1215,卜蜂,20-Dec,2020,12152020,32.59,17,5.81,M1200,61.32,0,0,0,0,0
1215,卜蜂,19-Dec,2019,12152019,32.19,17,3.86,M1200,44.69,0,0,0,0,0
1215,卜蜂,18-Dec,2018,12152018,27.08,17,3.72,M1200,37.47,0,0,0,0,0
1215,卜蜂,17-Dec,2017,12152017,25.96,16,5.51,M1200,44.92,0,0,0,0,0
1216,統一,22-Dec,2022,12162022,33.83,20,4.63,M1200,68.93,0,0,0,0,0
1216,統一,21-Dec,2021,12162021,31.85,20,4.88,M1200,60.41,0,0,0,0,0
1216,統一,20-Dec,2020,12162020,31.78,20,5.09,M1200,64.66,0,0,0,0,0
1216,統一,19-Dec,2019,12162019,30.62,20,4.95,M1200,56.05,0,0,0,0,0
1216,統一,18-Dec,2018,12162018,29.97,20,4.66,M1200,61.94,0,0,0,0,0
1216,統一,17-Dec,2017,12162017,33.67,20,2.6,M1200,53.15,0,0,0,0,0
1217,愛之味,22-Dec,2022,12172022,15.2,16,0.26,M1200,11.21,0,0,0,0,0
1217,愛之味,21-Dec,2021,12172021,14.96,16,0.43,M1200,10.8,0,0,0,0,0
1217,愛之味,20-Dec,2020,12172020,13.87,16,0.45,M1200,8.49,0,0,0,0,0
1217,愛之味,19-Dec,2019,12172019,13.02,16,0.05,M1200,6.43,0,0,0,0,0
1217,愛之味,18-Dec,2018,12172018,12.68,16,-0.07,M1200,6.8,0,0,0,0,0
1217,愛之味,17-Dec,2017,12172017,12.38,16,-0.09,M1200,6.98,0,0,0,0,0
1218,泰山,22-Dec,2022,12182022,25.14,17,-0.57,M1200,28.31,0,0,0,0,0
1218,泰山,21-Dec,2021,12182021,13.98,16,1.16,M1200,26.5,0,0,0,0,0
1218,泰山,20-Dec,2020,12182020,14.06,16,1.66,M1200,27.05,0,0,0,0,0
1218,泰山,19-Dec,2019,12182019,13.21,16,1.14,M1200,20.04,0,0,0,0,0
1218,泰山,18-Dec,2018,12182018,12.81,16,0.92,M1200,15.54,0,0,0,0,0
1218,泰山,17-Dec,2017,12182017,7.64,16,0.53,M1200,13.98,0,0,0,0,0
1219,福壽,22-Dec,2022,12192022,13.77,16,0.95,M1200,20.38,0,0,0,0,0
1219,福壽,21-Dec,2021,12192021,13.89,16,0.92,M1200,17.94,0,0,0,0,0
1219,福壽,20-Dec,2020,12192020,13.8,16,0.87,M1200,18.82,0,0,0,0,0
1219,福壽,19-Dec,2019,12192019,12.3,16,-0.01,M1200,15.27,0,0,0,0,0
1219,福壽,18-Dec,2018,12192018,11.85,16,-0.29,M1200,15.39,0,0,0,0,0
1219,福壽,17-Dec,2017,12192017,12.26,16,0.13,M1200,15.18,0,0,0,0,0
1220,台榮,22-Dec,2022,12202022,13.75,15,0.41,M1200,16.13,0,0,0,0,0
1220,台榮,21-Dec,2021,12202021,14.65,15,1.09,M1200,15.75,0,0,0,0,0
1220,台榮,20-Dec,2020,12202020,14.39,15,1.02,M1200,12.16,0,0,0,0,0
1220,台榮,19-Dec,2019,12202019,14,15,0.87,M1200,8.32,0,0,0,0,0
1220,台榮,18-Dec,2018,12202018,13.67,15,0.62,M1200,8.89,0,0,0,0,0
1220,台榮,17-Dec,2017,12202017,13.48,15,0.46,M1200,8.48,0,0,0,0,0
1225,福懋油,22-Dec,2022,12252022,17.61,16,1.59,M1200,54.69,0,0,0,0,0
1225,福懋油,21-Dec,2021,12252021,17.71,16,2.23,M1200,52.65,0,0,0,0,0
1225,福懋油,20-Dec,2020,12252020,17.07,16,1.91,M1200,47.05,0,0,0,0,0
1225,福懋油,19-Dec,2019,12252019,16.68,16,1.81,M1200,26.87,0,0,0,0,0
1225,福懋油,18-Dec,2018,12252018,16.47,16,1.37,M1200,55.82,0,0,0,0,0
1225,福懋油,17-Dec,2017,12252017,16.63,16,1.47,M1200,59.09,0,0,0,0,0
1227,佳格,22-Dec,2022,12272022,19.51,17,1.44,M1200,39.56,0,0,0,0,0
1227,佳格,21-Dec,2021,12272021,20.19,17,2.8,M1200,46.05,0,0,0,0,0
1227,佳格,20-Dec,2020,12272020,19.69,17,3.56,M1200,51.82,0,0,0,0,0
1227,佳格,19-Dec,2019,12272019,18.52,17,3.81,M1200,51.82,0,0,0,0,0
1227,佳格,18-Dec,2018,12272018,17.53,17,2.84,M1200,42.22,0,0,0,0,0
1227,佳格,17-Dec,2017,12272017,16.42,17,2.49,M1200,53.43,0,0,0,0,0
1229,聯華,22-Dec,2022,12292022,36.1,18,3.27,M1200,51.35,0,0,0,0,0
1229,聯華,21-Dec,2021,12292021,40.03,18,3.37,M1200,54.54,0,0,0,0,0
1229,聯華,20-Dec,2020,12292020,34.69,18,2.73,M1200,35.39,0,0,0,0,0
1229,聯華,19-Dec,2019,12292019,34.06,18,2.36,M1200,23.18,0,0,0,0,0
1229,聯華,18-Dec,2018,12292018,23.4,17,2.35,M1200,19.06,0,0,0,0,0
1229,聯華,17-Dec,2017,12292017,26.44,17,2.86,M1200,19.29,0,0,0,0,0
1231,聯華食,22-Dec,2022,12312022,23.06,16,4.27,M1200,80.41,0,0,0,0,0
1231,聯華食,21-Dec,2021,12312021,22.64,16,3.86,M1200,64.62,0,0,0,0,0
1231,聯華食,20-Dec,2020,12312020,22.18,16,3.33,M1200,41.64,0,0,0,0,0
1231,聯華食,19-Dec,2019,12312019,20.93,16,3.05,M1200,25.27,0,0,0,0,0
1231,聯華食,18-Dec,2018,12312018,20.68,16,3.32,M1200,25.66,0,0,0,0,0
1231,聯華食,17-Dec,2017,12312017,19.56,16,2.38,M1200,19.14,0,0,0,0,0
1232,大統益,22-Dec,2022,12322022,32.95,16,7.23,M1200,142.64,0,0,0,0,0
1232,大統益,21-Dec,2021,12322021,30.99,16,7.74,M1200,145.73,0,0,0,0,0
1232,大統益,20-Dec,2020,12322020,29.01,16,8.26,M1200,126.52,0,0,0,0,0
1232,大統益,19-Dec,2019,12322019,25.83,16,6.25,M1200,93.3,0,0,0,0,0
1232,大統益,18-Dec,2018,12322018,24.64,16,5.59,M1200,83.95,0,0,0,0,0
1232,大統益,17-Dec,2017,12322017,23.91,16,5.5,M1200,72.52,0,0,0,0,0
1233,天仁,22-Dec,2022,12332022,16.44,15,0.57,M1200,33.43,0,0,0,0,0
1233,天仁,21-Dec,2021,12332021,16.12,15,0.19,M1200,32.45,0,0,0,0,0
1233,天仁,20-Dec,2020,12332020,16.6,15,0.65,M1200,32.78,0,0,0,0,0
1233,天仁,19-Dec,2019,12332019,17.85,15,1.73,M1200,29.98,0,0,0,0,0
1233,天仁,18-Dec,2018,12332018,17.74,15,1.93,M1200,32.67,0,0,0,0,0
1233,天仁,17-Dec,2017,12332017,16.58,15,1.93,M1200,30.3,0,0,0,0,0
1234,黑松,22-Dec,2022,12342022,45.65,17,2.2,M1200,34.32,0,0,0,0,0
1234,黑松,21-Dec,2021,12342021,45.15,17,1.98,M1200,32.27,0,0,0,0,0
1234,黑松,20-Dec,2020,12342020,44.96,17,2.21,M1200,29.85,0,0,0,0,0
1234,黑松,19-Dec,2019,12342019,44.5,17,2.1,M1200,24.51,0,0,0,0,0
1234,黑松,18-Dec,2018,12342018,43.87,17,1.73,M1200,24.82,0,0,0,0,0
1234,黑松,17-Dec,2017,12342017,43.7,17,1.32,M1200,23.16,0,0,0,0,0
1235,興泰,22-Dec,2022,12352022,12.7,15,1.46,M1200,61.76,0,0,0,0,0
1235,興泰,21-Dec,2021,12352021,34.63,15,0.78,M1200,29.87,0,0,0,0,0
1235,興泰,20-Dec,2020,12352020,28.71,15,0.62,M1200,19.13,0,0,0,0,0
1235,興泰,19-Dec,2019,12352019,26.11,15,0.5,M1200,14.38,0,0,0,0,0
1235,興泰,18-Dec,2018,12352018,57.8,16,1.17,M1200,15.46,0,0,0,0,0
1235,興泰,17-Dec,2017,12352017,68.55,16,2.1,M1200,12.84,0,0,0,0,0
1236,宏亞,22-Dec,2022,12362022,27.07,15,-0.27,M1200,26.22,0,0,0,0,0
1236,宏亞,21-Dec,2021,12362021,19.65,15,-0.25,M1200,28.43,0,0,0,0,0
1236,宏亞,20-Dec,2020,12362020,14.84,15,-0.02,M1200,14.56,0,0,0,0,0
1236,宏亞,19-Dec,2019,12362019,15.55,15,0.12,M1200,10.64,0,0,0,0,0
1236,宏亞,18-Dec,2018,12362018,16.93,15,0.12,M1200,14.5,0,0,0,0,0
1236,宏亞,17-Dec,2017,12362017,16.23,15,0.05,M1200,17.33,0,0,0,0,0
1240,茂生農經,22-Dec,2022,12402022,34.14,15,-0.36,M3300,43.37,0,0,0,0,0
1240,茂生農經,21-Dec,2021,12402021,37.55,15,2.82,M3300,44.98,0,0,0,0,0
1240,茂生農經,20-Dec,2020,12402020,36.03,14,4.05,M3300,44.87,0,0,0,0,0
1240,茂生農經,19-Dec,2019,12402019,30.18,14,3.89,M3300,32.81,0,0,0,0,0
1240,茂生農經,18-Dec,2018,12402018,35.38,14,3.07,M3300,30.59,0,0,0,0,0
1240,茂生農經,17-Dec,2017,12402017,30.6,14,4.66,M3300,#N/A,0,0,0,0,0
1256,鮮活果汁-KY,22-Dec,2022,12562022,121.15,15,13.84,M1200,325.7,0,0,0,0,1
1256,鮮活果汁-KY,21-Dec,2021,12562021,118.82,15,21.2,M1200,273.83,0,0,0,0,1
1256,鮮活果汁-KY,20-Dec,2020,12562020,78.92,15,23.06,M1200,403.57,0,0,0,0,1
1256,鮮活果汁-KY,19-Dec,2019,12562019,60.82,15,15.93,M1200,155.85,0,0,0,0,1
1256,鮮活果汁-KY,18-Dec,2018,12562018,57.83,15,14.33,M1200,138.02,0,0,0,0,1
1256,鮮活果汁-KY,17-Dec,2017,12562017,49.58,15,9.34,M1200,119.3,0,0,0,0,1
1259,安心,22-Dec,2022,12592022,61.92,15,4.86,M2700,74.4,0,0,0,0,0
1259,安心,21-Dec,2021,12592021,64.57,15,2.38,M2700,65.24,0,0,0,0,0
1259,安心,20-Dec,2020,12592020,59.88,15,4.57,M2700,62.43,0,0,0,0,0
1259,安心,19-Dec,2019,12592019,57.51,15,4.32,M2700,53.98,0,0,0,0,0
1259,安心,18-Dec,2018,12592018,55.23,15,4.16,M2700,55.42,0,0,0,0,0
1259,安心,17-Dec,2017,12592017,54.98,15,4.63,M2700,63.48,0,0,0,0,0
1264,德麥,22-Dec,2022,12642022,98.24,15,19.82,M1200,258.19,0,0,0,0,0
1264,德麥,21-Dec,2021,12642021,91.01,15,19.5,M1200,258.59,0,0,0,0,0
1264,德麥,20-Dec,2020,12642020,93.8,15,18.88,M1200,221.56,0,0,0,0,0
1264,德麥,19-Dec,2019,12642019,85.96,15,16.99,M1200,150.02,0,0,0,0,0
1264,德麥,18-Dec,2018,12642018,81.4,15,15.92,M1200,155.23,0,0,0,0,0
1264,德麥,17-Dec,2017,12642017,76.52,15,15.28,M1200,158.85,0,0,0,0,0
1268,漢來美食,22-Dec,2022,12682022,43.31,16,3.07,M2700,133.75,0,0,0,0,0
1268,漢來美食,21-Dec,2021,12682021,46.73,15,1.96,M2700,110.14,0,0,0,0,0
1268,漢來美食,20-Dec,2020,12682020,45.89,15,7.5,M2700,120.15,0,0,0,0,0
1268,漢來美食,19-Dec,2019,12682019,41.17,15,7.67,M2700,86.8,0,0,0,0,0
1268,漢來美食,18-Dec,2018,12682018,40.06,15,6.29,M2700,100.32,0,0,0,0,0
1268,漢來美食,17-Dec,2017,12682017,50.2,15,6.55,M2700,102.12,0,0,0,0,0
1301,台塑,22-Dec,2022,13012022,56.19,20,5.64,M1300,87.61,0,0,0,0,0
1301,台塑,21-Dec,2021,13012021,63.34,20,11.22,M1300,93.89,0,0,0,0,0
1301,台塑,20-Dec,2020,13012020,52.24,20,3.17,M1300,86.94,0,0,0,0,0
1301,台塑,19-Dec,2019,13012019,54.85,20,5.85,M1300,61.4,0,0,0,0,0
1301,台塑,18-Dec,2018,13012018,55.86,20,7.87,M1300,85.01,0,0,0,0,0
1301,台塑,17-Dec,2017,13012017,54.2,20,7.85,M1300,76.63,0,0,0,0,0
1303,南亞,22-Dec,2022,13032022,49.69,20,4.75,M1300,74.44,0,0,0,0,0
1303,南亞,21-Dec,2021,13032021,54.06,20,10.73,M1300,81.2,1,0.693147181,1,0,0
1303,南亞,20-Dec,2020,13032020,44.96,20,3.41,M1300,67.58,0,0,0,0,0
1303,南亞,19-Dec,2019,13032019,44.83,20,2.88,M1300,44.8,0,0,0,0,0
1303,南亞,18-Dec,2018,13032018,48.79,20,6.63,M1300,60.5,0,0,0,0,0
1303,南亞,17-Dec,2017,13032017,46.3,20,6.8,M1300,58.92,0,0,0,0,0
1304,台聚,22-Dec,2022,13042022,42.84,18,0.05,M1300,25.69,0,0,0,0,0
1304,台聚,20-Dec,2020,13042020,40.99,18,4.5,M1300,21.87,1,0.693147181,1,0,0
1304,台聚,21-Dec,2021,13042021,46.81,18,8.25,M1300,26.59,0,0,0,0,0
1304,台聚,19-Dec,2019,13042019,32.96,18,1.91,M1300,8.28,0,0,0,0,0
1304,台聚,18-Dec,2018,13042018,30.67,18,1.25,M1300,9.68,0,0,0,0,0
1304,台聚,17-Dec,2017,13042017,29.87,18,2.32,M1300,11.21,0,0,0,0,0
1305,華夏,22-Dec,2022,13052022,17.28,17,-0.69,M1300,25.95,0,0,0,0,0
1305,華夏,21-Dec,2021,13052021,20.37,17,4.62,M1300,31.43,0,0,0,0,0
1305,華夏,20-Dec,2020,13052020,18.62,16,3.19,M1300,30.43,0,0,0,0,0
1305,華夏,19-Dec,2019,13052019,16.53,16,1.23,M1300,10.7,0,0,0,0,0
1305,華夏,18-Dec,2018,13052018,17.39,16,2.63,M1300,15.48,0,0,0,0,0
1305,華夏,17-Dec,2017,13052017,16.67,16,2.78,M1300,20.45,0,0,0,0,0
1307,三芳,22-Dec,2022,13072022,21.32,17,1.42,M1300,20.31,0,0,0,0,0
1307,三芳,21-Dec,2021,13072021,19.23,17,0.3,M1300,19.08,0,0,0,0,0
1307,三芳,20-Dec,2020,13072020,19.79,17,0.63,M1300,19.89,0,0,0,0,0
1307,三芳,19-Dec,2019,13072019,20.77,17,1.07,M1300,15.21,0,0,0,0,0
1307,三芳,18-Dec,2018,13072018,20.65,16,0.87,M1300,20.08,0,0,0,0,0
1307,三芳,17-Dec,2017,13072017,21.07,16,2.29,M1300,26.71,0,0,0,0,0
1308,亞聚,22-Dec,2022,13082022,23.94,17,2.52,M1300,27.55,0,0,0,0,0
1308,亞聚,21-Dec,2021,13082021,26.04,17,5.01,M1300,32.28,0,0,0,0,0
1308,亞聚,20-Dec,2020,13082020,20.8,17,1.66,M1300,19.98,0,0,0,0,0
1308,亞聚,19-Dec,2019,13082019,18.45,17,1.39,M1300,10.46,0,0,0,0,0
1308,亞聚,18-Dec,2018,13082018,17.32,17,0.51,M1300,10.35,0,0,0,0,0
1308,亞聚,17-Dec,2017,13082017,18.95,17,1.12,M1300,12.13,0,0,0,0,0
1309,台達化,22-Dec,2022,13092022,18.12,16,1.08,M1300,20.66,0,0,0,0,0
1309,台達化,21-Dec,2021,13092021,20.23,16,4.88,M1300,29.21,0,0,0,0,0
1309,台達化,20-Dec,2020,13092020,18.46,16,5.57,M1300,32.29,0,0,0,0,0
1309,台達化,19-Dec,2019,13092019,12.87,16,1.06,M1300,5.81,0,0,0,0,0
1309,台達化,18-Dec,2018,13092018,12.18,16,0.56,M1300,7.06,0,0,0,0,0
1309,台達化,17-Dec,2017,13092017,11.92,16,1.6,M1300,8.05,0,0,0,0,0
1310,台苯,22-Dec,2022,13102022,12.73,16,-0.78,M1300,13.68,0,0,0,0,0
1310,台苯,21-Dec,2021,13102021,13.96,16,0.2,M1300,16.42,0,0,0,0,0
1310,台苯,20-Dec,2020,13102020,14.14,16,0.37,M1300,18.39,0,0,0,0,0
1310,台苯,19-Dec,2019,13102019,13.7,16,2,M1300,12.27,0,0,0,0,0
1310,台苯,18-Dec,2018,13102018,14.62,16,2.33,M1300,20.04,0,0,0,0,0
1310,台苯,17-Dec,2017,13102017,14.34,16,2.07,M1300,16.54,0,0,0,0,0
1312,國喬,22-Dec,2022,13122022,39.83,18,-0.5,M1300,18.96,0,0,0,0,0
1312,國喬,21-Dec,2021,13122021,43.27,18,6.71,M1300,23.37,0,0,0,0,0
1312,國喬,20-Dec,2020,13122020,34.33,17,4.78,M1300,23.46,0,0,0,0,0
1312,國喬,19-Dec,2019,13122019,30.04,17,2.41,M1300,11,0,0,0,0,0
1312,國喬,18-Dec,2018,13122018,28.26,17,3.49,M1300,20.43,0,0,0,0,0
1312,國喬,17-Dec,2017,13122017,25.9,17,3.83,M1300,25.23,0,0,0,0,0
1313,聯成,19-Dec,2019,13132019,15.44,18,-0.1,M1300,7.12,1,0.693147181,1,0,0
1313,聯成,20-Dec,2020,13132020,18.73,18,1.61,M1300,18.41,1,0.693147181,1,0,0
1313,聯成,22-Dec,2022,13132022,19.26,18,-0.91,M1300,14.4,1,0.693147181,1,0,0
1313,聯成,21-Dec,2021,13132021,22.18,18,1.61,M1300,18.1,0,0,0,0,0
1313,聯成,18-Dec,2018,13132018,15.28,18,0.57,M1300,10.35,0,0,0,0,0
1313,聯成,17-Dec,2017,13132017,17.73,18,1.63,M1300,13.85,0,0,0,0,0
1314,中石化,22-Dec,2022,13142022,21.01,19,-1.02,M1300,9.85,0,0,0,0,0
1314,中石化,21-Dec,2021,13142021,21.22,19,0.16,M1300,11.67,0,0,0,0,0
1314,中石化,20-Dec,2020,13142020,21.57,18,-0.33,M1300,10.31,0,0,0,0,0
1314,中石化,19-Dec,2019,13142019,23.7,18,0.14,M1300,6.66,0,0,0,0,0
1314,中石化,18-Dec,2018,13142018,24.89,18,1.45,M1300,10.02,0,0,0,0,0
1314,中石化,17-Dec,2017,13142017,23.17,18,1.53,M1300,10.4,0,0,0,0,0
1315,達新,22-Dec,2022,13152022,107.35,16,7.21,M1300,65.5,0,0,0,0,0
1315,達新,21-Dec,2021,13152021,116.75,16,0.06,M1300,71.48,0,0,0,0,0
1315,達新,20-Dec,2020,13152020,88.05,16,-2.35,M1300,79.47,0,0,0,0,0
1315,達新,19-Dec,2019,13152019,42.39,16,1.1,M1300,57.66,0,0,0,0,0
1315,達新,18-Dec,2018,13152018,39.01,16,1.15,M1300,36.43,0,0,0,0,0
1315,達新,17-Dec,2017,13152017,37.04,16,0.4,M1300,31.09,0,0,0,0,0
1316,上曜,22-Dec,2022,13162022,24.3,16,0.6,M2500,12.06,0,0,0,0,0
1316,上曜,21-Dec,2021,13162021,23.21,16,-0.89,M2500,20.2,0,0,0,0,0
1316,上曜,20-Dec,2020,13162020,14.13,16,-0.57,M2500,11.63,0,0,0,0,0
1316,上曜,19-Dec,2019,13162019,13.54,16,-0.51,M2500,7.97,0,0,0,0,0
1316,上曜,18-Dec,2018,13162018,16.61,16,1.34,M1721,14.51,0,0,0,0,0
1316,上曜,17-Dec,2017,13162017,21.12,15,2.33,M1721,15.74,0,0,0,0,0
1319,東陽,22-Dec,2022,13192022,41.03,17,3.02,M2200,44.15,0,0,0,0,0
1319,東陽,21-Dec,2021,13192021,37.65,17,1.07,M2200,30.14,0,0,0,0,0
1319,東陽,20-Dec,2020,13192020,37.8,17,1.24,M2200,33.21,0,0,0,0,0
1319,東陽,19-Dec,2019,13192019,38.44,17,3.13,M2200,27.99,0,0,0,0,0
1319,東陽,18-Dec,2018,13192018,36.98,17,3.25,M1300,33.37,0,0,0,0,0
1319,東陽,17-Dec,2017,13192017,36.07,17,4.03,M1300,42.01,0,0,0,0,0
1321,大洋,22-Dec,2022,13212022,26.03,16,0.49,M1300,37.1,0,0,0,0,0
1321,大洋,21-Dec,2021,13212021,29.16,16,0.78,M1300,33.66,0,0,0,0,0
1321,大洋,20-Dec,2020,13212020,29.06,16,1.4,M1300,34.12,0,0,0,0,0
1321,大洋,19-Dec,2019,13212019,23.45,16,0.05,M1300,23.73,0,0,0,0,0
1321,大洋,18-Dec,2018,13212018,23.53,16,-0.15,M1300,25.02,0,0,0,0,0
1321,大洋,17-Dec,2017,13212017,21.04,16,-0.35,M1300,25.64,0,0,0,0,0
1323,永裕,22-Dec,2022,13232022,31.86,16,3.19,M1300,32.08,0,0,0,0,0
1323,永裕,21-Dec,2021,13232021,29.88,16,3.76,M1300,33.34,0,0,0,0,0
1323,永裕,20-Dec,2020,13232020,28.28,16,3.75,M1300,30.27,0,0,0,0,0
1323,永裕,19-Dec,2019,13232019,25.96,15,3.86,M1300,24.81,0,0,0,0,0
1323,永裕,18-Dec,2018,13232018,25,15,3.91,M1300,28.59,0,0,0,0,0
1323,永裕,17-Dec,2017,13232017,22.97,15,3.43,M1300,27.08,0,0,0,0,0
1324,地球,22-Dec,2022,13242022,12.69,14,0.06,M1300,11.16,0,0,0,0,0
1324,地球,21-Dec,2021,13242021,12.63,14,0.01,M1300,10.48,0,0,0,0,0
1324,地球,20-Dec,2020,13242020,12.94,14,0.21,M1300,9.96,0,0,0,0,0
1324,地球,19-Dec,2019,13242019,12.96,14,0.03,M1300,7.11,0,0,0,0,0
