,名稱,年/月,Year,Key,Equity,PreEquity,AT,NI,PreSale,OS,BVBV,PrePBRatio,PreAB,PBRatio,AB,NB,BVE,LNAT,NIS,Industry,Price3m,RPA,LN_RPA_Count,RPA_Count,Finance,KY,Price
2338,光罩,22-Dec,2022,23382022,4434207,4873851,17892906,1118179,6077362,256446,0.909795355,4.234592744,3.671204967,4.654713707,4.035198627,0.252171132,17.29,17,4.36,M2324,89.58,0,0,0,0,0,80.48
2338,光罩,21-Dec,2021,23382021,4873851,3448433,16154395,13584,4666756,255674,1.413352384,5.100233776,4.684561075,3.609129066,3.314503254,0.002787118,19.06,17,0.05,M2324,91.44,0,0,0,0,0,68.79
2338,光罩,20-Dec,2020,23382020,3448433,3121458,9101708,126892,3468682,252714,1.104750729,6.301135758,2.915851503,5.701831502,2.639375044,0.036797003,13.65,16,0.5,M2324,66.56,0,0,0,0,0,77.83
2338,光罩,19-Dec,2019,23382019,3121458,2573811,5726370,-66732,2885982,252714,1.212776696,2.41833834,2.224860334,1.994331984,1.834517716,-0.021378471,12.35,16,-0.26,M2324,22.29,0,0,0,0,0,24.63
2338,光罩,18-Dec,2018,23382018,2573811,2479140,3864318,188653,1427073,252714,1.038187033,2.060129698,1.55873327,1.985265226,1.501399287,0.073297146,10.18,15,0.75,M2324,23.52,0,0,0,0,0,20.21
2338,光罩,17-Dec,2017,23382017,2479140,3217501,3110149,-129264,1196457,252714,0.770517243,2.261269246,0.966634975,2.934760449,1.254527376,-0.052140662,9.81,15,-0.51,M2324,15.33,0,0,0,0,0,28.79
2340,台亞,22-Dec,2022,23402022,8509394,9697518,10554807,399835,6143243,438623,0.87748164,1.966619504,1.088402929,2.241237113,1.240371171,0.046987482,19.4,16,0.91,M2324,38.12,1,0.693147181,1,0,0,43.48
2340,台亞,21-Dec,2021,23402021,9697518,7693326,12345359,869371,5590046,438623,1.260510474,2.229795739,1.604684242,1.768882858,1.273043164,0.089648815,22.11,16,1.98,M2326,46.99,0,0,0,0,0,39.11
2340,台亞,20-Dec,2020,23402020,7693326,7268316,10641427,646581,5418004,378623,1.058474343,1.218958862,1.464084253,1.151574803,1.383202402,0.084044404,20.32,16,1.71,M2326,23.16,0,0,0,0,0,23.4
2340,台亞,19-Dec,2019,23402019,7268316,7530848,10306144,597293,5364610,378623,0.965139118,0.893912205,1.368523704,0.926041667,1.417954861,0.082177632,19.2,16,1.58,M2326,15.48,0,0,0,0,0,17.78
2340,台亞,18-Dec,2018,23402018,7530848,7223873,10194332,636394,5589853,445439,1.042494518,1.211043156,1.411200335,1.161442933,1.353676505,0.084504959,16.91,16,1.43,M2326,22.11,0,0,0,0,0,19.64
2340,台亞,17-Dec,2017,23402017,7223873,7913773,9891033,669079,5488496,445439,0.912822872,1.463450367,1.249850482,1.602959309,1.369214686,0.092620537,16.22,16,1.5,M2326,20.25,0,0,0,0,0,26
2342,茂矽,22-Dec,2022,23422022,2688615,2336822,4183661,554288,1951967,156157,1.150543345,2.615511571,1.790320786,2.272938444,1.556065484,0.206161165,17.22,15,3.55,M2324,46.11,0,0,0,0,0,39.14
2342,茂矽,21-Dec,2021,23422021,2336822,2177973,3911574,206201,1845652,156157,1.072934329,2.563931839,1.795969922,2.390374332,1.673886158,0.088239926,14.96,15,1.32,M2324,40.6,0,0,0,0,0,35.76
2342,茂矽,20-Dec,2020,23422020,2177973,1951545,2962981,169074,1357621,156186,1.116024996,2.853940217,1.518274495,2.558106169,1.360430547,0.077629062,13.94,15,1.08,M2324,36.45,0,0,0,0,0,35.66
2342,茂矽,19-Dec,2019,23422019,1951545,2335092,2741582,-126039,1852559,156342,0.835746514,1.797025248,1.174078794,2.150641026,1.404826432,-0.064584214,12.48,15,-0.81,M2324,18.58,0,0,0,0,0,26.84
2342,茂矽,18-Dec,2018,23422018,2335092,1291974,3698067,146243,1636477,155142,1.807383121,2.168669431,2.862338561,1.2,1.583692206,0.062628368,15.05,15,0.94,M2324,19.76,0,0,0,0,0,18.06
2342,茂矽,17-Dec,2017,23422017,1291974,814239,2659335,-37388,1451708,113142,1.586725765,5.670724468,3.266037367,3.573555166,2.058350245,-0.028938663,11.42,15,-0.33,M2324,25.88,0,0,0,0,0,40.81
2344,華邦電,22-Dec,2022,23442022,102733716,90033512,184164993,15668383,99569924,3980000,1.141060853,1.157306848,2.045516041,1.014335529,1.792644131,0.152514516,25.81,19,3.94,M2324,25.27,0,0,0,0,0,26.18
2344,華邦電,21-Dec,2021,23442021,90033512,70592687,152740284,15518952,60683171,3980000,1.27539432,1.166497601,2.163684235,0.914677277,1.696482572,0.172368618,22.62,19,3.9,M2324,28.64,0,0,0,0,0,20.69
2344,華邦電,20-Dec,2020,23442020,70592687,63857187,126043240,1246706,48771434,3980000,1.105477556,1.982608473,1.973830134,1.793122886,1.785499963,0.017660555,17.74,19,0.31,M2324,26.93,0,0,0,0,0,31.81
2344,華邦電,19-Dec,2019,23442019,63857187,63891097,104804900,1414310,51190323,3980000,0.999469253,0.75375134,1.640367828,0.75436409,1.64123891,0.022148016,16.04,18,0.36,M2324,10.28,0,0,0,0,0,12.1
2344,華邦電,18-Dec,2018,23442018,63891097,61626991,96042464,8068674,47591792,3980000,1.03673887,0.836338091,1.558448051,0.806853583,1.503221396,0.126287924,16.05,18,2.03,M2324,12.57,0,0,0,0,0,12.95
2344,華邦電,17-Dec,2017,23442017,61626991,45220799,88116123,5591094,42091709,3980000,1.362801904,1.383558039,1.948575101,1.015503876,1.42983004,0.090724761,15.48,18,1.4,M2324,15.76,0,0,0,0,0,15.72
2345,智邦,22-Dec,2022,23452022,20428161,15552951,46060809,8229961,59598681,560140,1.313458841,12.33046589,2.961547876,9.387715931,2.254770216,0.402873318,36.47,18,14.69,M2327,312.94,0,0,0,0,0,342.37
2345,智邦,18-Dec,2018,23452018,10278596,9648581,22378327,3013831,36446757,557590,1.06529613,6.747542297,2.319338668,6.335322843,2.177177408,0.293214268,18.43,17,5.41,M2327,110.54,1,0.693147181,1,0,0,116.76
2345,智邦,21-Dec,2021,23452021,15552951,14483073,35021369,4520952,54462872,559920,1.073870925,8.83078656,2.418089655,8.222462203,2.251750745,0.290681299,27.78,17,8.07,M2327,213.09,0,0,0,0,0,228.42
2345,智邦,20-Dec,2020,23452020,14483073,12802977,31122969,5076309,55401047,559456,1.131226979,13.56103155,2.430916575,11.98686752,2.14892026,0.350499442,25.89,17,9.07,M2327,259.16,0,0,0,0,0,310.34
2345,智邦,19-Dec,2019,23452019,12802977,10278596,29521087,4965764,43092155,558051,1.245595897,11.33193723,2.872093329,9.098517873,2.305798644,0.387860105,22.94,17,8.9,M2327,149.22,0,0,0,0,0,208.72
2345,智邦,17-Dec,2017,23452017,9648581,8838734,18747018,2466403,29368753,554495,1.091624773,4.703845042,2.121007149,4.309195402,1.942981875,0.255623392,17.4,17,4.45,M2327,82.12,0,0,0,0,0,74.98
2347,聯強,22-Dec,2022,23472022,74931034,65891077,221496317,7971240,408811612,1667947,1.137195466,1.468194639,3.361552536,1.291184328,2.956002409,0.106381022,44.92,19,4.78,M2329,57.92,0,0,0,0,0,58
2347,聯強,21-Dec,2021,23472021,65891077,56850168,201683706,7568840,334200976,1667947,1.159030471,1.474595752,3.54763606,1.272405063,3.060865222,0.114868968,39.5,19,4.54,M2329,66.07,0,0,0,0,0,50.26
2347,聯強,20-Dec,2020,23472020,56850168,51945672,159675713,8138462,339994666,1667947,1.094415874,1.434008073,3.073898303,1.310446009,2.808711366,0.14315634,34.08,19,4.88,M2329,45.17,0,0,0,0,0,44.66
2347,聯強,19-Dec,2019,23472019,51945672,49359900,147689360,6938663,383194939,1667947,1.052386087,1.166483936,2.992091961,1.108542068,2.843150436,0.133575382,31.14,19,4.16,M2329,29.05,0,0,0,0,0,34.52
2347,聯強,18-Dec,2018,23472018,49359900,46761830,147518369,6268768,364207877,1667947,1.055559631,1.031547038,3.154674849,0.977357215,2.988627793,0.12700123,29.59,19,3.76,M2329,27.44,0,0,0,0,0,28.92
2347,聯強,17-Dec,2017,23472017,46761830,43882496,138801268,6023870,342696453,1667947,1.065614636,1.229983931,3.163021265,1.154065621,2.968259968,0.128820237,28.04,19,3.61,M2329,30.6,0,0,0,0,0,32.36
2348,海悅,22-Dec,2022,23482022,6730822,6243879,26734837,949438,6356334,117108,1.077987258,1.25193954,4.281767312,1.161273486,3.972001785,0.141058254,57.48,17,8.11,M9900,63.59,0,0,0,0,0,66.75
2348,海悅,21-Dec,2021,23482021,6243879,3358857,21588284,1784955,3747452,106462,1.858929689,2.234878002,6.427270944,1.202216539,3.457511589,0.285872772,58.65,17,16.77,M9900,79.04,0,0,0,0,0,70.51
2348,海悅,20-Dec,2020,23482020,3358857,1823090,9208138,1513087,1733877,96784,1.842397797,3.405057216,5.050841154,1.848414986,2.741449844,0.450476754,34.7,16,15.63,M9900,69.79,0,0,0,0,0,64.14
2348,海悅,19-Dec,2019,23482019,1823090,1455713,4888744,546192,1129958,86972,1.252369114,2.946040408,3.358315822,2.352576336,2.681570301,0.299596838,20.96,15,6.28,M9900,30.81,0,0,0,0,0,49.31
2348,海悅,18-Dec,2018,23482018,1455713,1317832,2420143,450212,787973,85600,1.104627145,1.629725185,1.83645791,1.475014697,1.662513833,0.309272501,17.01,15,5.26,M9900,28.81,0,0,0,0,0,25.09
2348,海悅,17-Dec,2017,23482017,1317832,1124195,1781223,189142,449266,85600,1.172245029,1.723124547,1.58444309,1.469480519,1.351631316,0.143525123,15.4,14,2.21,M9900,28.72,0,0,0,0,0,22.63
2349,錸德,22-Dec,2022,23492022,10632579,10500477,19670562,53252,7477106,693680,1.012580571,0.652690197,1.873301756,0.644487932,1.850027355,0.00500838,15.33,17,0.08,M2326,8.94,0,0,0,0,0,9.88
2349,錸德,21-Dec,2021,23492021,10500477,10287946,19244734,-333190,6578209,693680,1.020658254,0.515812583,1.870609935,0.505284016,1.83274855,-0.031730939,15.14,17,-0.48,M2326,9.16,0,0,0,0,0,7.65
2349,錸德,20-Dec,2020,23492020,10287946,11168251,19551669,-756448,7779123,693680,0.9211779,0.573912889,1.750647348,0.623061362,1.900444365,-0.073527602,14.83,17,-1.09,M2326,10.5,0,0,0,0,0,9.24
2349,錸德,19-Dec,2019,23492019,11168251,13207464,20955390,-1294314,9358661,1284158,0.845601472,0.942155967,1.586632377,1.113793103,1.876335874,-0.115892274,8.7,17,-1.01,M2326,7.84,0,0,0,0,0,9.69
2349,錸德,18-Dec,2018,23492018,13207464,14570954,23694775,-1177897,9797109,1284158,0.906424109,1.473556348,1.626164972,1.626459144,1.794044262,-0.089184192,10.28,17,-0.92,M2326,21,0,0,0,0,0,16.72
2349,錸德,17-Dec,2017,23492017,14570954,17336270,23487562,-2038810,10483997,1766792,0.840489563,3.800337309,1.354822116,4.52,1.611944009,-0.13992289,8.25,17,-1.15,M2326,13.77,0,0,0,0,0,37.29
2351,順德,22-Dec,2022,23512022,6986063,6533194,12925999,998483,11152550,182140,1.069318162,3.512217332,1.978511429,3.284150156,1.850255144,0.142924992,38.36,16,5.48,M2324,127.92,0,0,0,0,0,125.98
2351,順德,21-Dec,2021,23512021,6533194,6011354,13044590,924316,8450611,182140,1.086809062,3.734392451,2.169991985,3.436018957,1.9966635,0.141479956,35.87,16,5.07,M2324,154.89,0,0,0,0,0,123.25
2351,順德,20-Dec,2020,23512020,6011354,5971666,10575718,391434,8839367,182140,1.006646052,3.56492195,1.770982838,3.541818182,1.759290503,0.065115779,33,16,2.15,M2324,76,0,0,0,0,0,116.88
2351,順德,19-Dec,2019,23512019,5971666,6023995,10396570,551187,10416495,182140,0.99131324,1.306789066,1.725859666,1.318084782,1.74098317,0.092300373,32.79,16,3.03,M2324,33.86,0,0,0,0,0,43.22
2351,順德,18-Dec,2018,23512018,6023995,5657438,11381615,886465,9581050,182140,1.064792049,1.778761871,2.011796683,1.670698518,1.889379888,0.147155667,33.07,16,4.87,M2324,61.34,0,0,0,0,0,55.25
2351,順德,17-Dec,2017,23512017,5657438,5400676,10684994,773538,8806341,182140,1.047542567,2.366174605,1.978454919,2.258853831,1.888663031,0.136729382,31.06,16,4.25,M2324,70.58,0,0,0,0,0,70.16
2352,佳世達,22-Dec,2022,23522022,67937431,66162763,193385531,1376175,225961031,1966782,1.026822761,1.318663937,2.922875682,1.284308049,2.846524047,0.020256506,34.54,19,0.7,M2325,30.64,0,0,0,0,0,44.36
2352,佳世達,21-Dec,2021,23522021,66162763,58963220,187210595,6686471,191701702,1966782,1.12210227,0.848245165,3.17504022,0.755945303,2.829546206,0.10106094,33.64,19,3.4,M2325,29.51,0,0,0,0,0,25.43
2352,佳世達,20-Dec,2020,23522020,58963220,48035594,170811949,5684858,169754115,1966782,1.227490182,1.064141399,3.555945389,0.866911274,2.896923692,0.096413629,29.98,19,2.89,M2325,28.9,0,0,0,0,0,25.99
2352,佳世達,19-Dec,2019,23522019,48035594,39859646,136026493,3893376,155783161,1966782,1.20511843,0.705106984,3.412636755,0.585176085,2.831785384,0.081051897,24.42,19,1.98,M2325,11.98,0,0,0,0,0,14.29
2352,佳世達,18-Dec,2018,23522018,39859646,37544486,119807283,4162492,136862492,1966782,1.061664448,0.816688005,3.191075329,0.769116922,3.005728726,0.104428725,20.27,19,2.12,M2325,15.32,0,0,0,0,0,15.59
2352,佳世達,17-Dec,2017,23522017,37544486,32945331,108939416,5586524,129553540,1966782,1.139599599,0.937861126,3.306672378,0.82294395,2.901608934,0.148797456,19.09,19,2.84,M2325,16.07,0,0,0,0,0,15.71
2353,宏碁,22-Dec,2022,23532022,70434195,66022943,189039719,1923774,319005456,3047854,1.066813926,1.447227563,2.863242843,1.356555604,2.683919636,0.027313069,23.11,19,0.63,M2325,26.89,0,0,0,0,0,31.35
2353,宏碁,21-Dec,2021,23532021,66022943,61941964,214788311,10897458,277112477,3047854,1.065883914,1.020019537,3.467573469,0.957063712,3.253237454,0.165055623,21.66,19,3.58,M2325,26.03,0,0,0,0,0,20.73
2353,宏碁,20-Dec,2020,23532020,61941964,59195239,183908672,8274499,234285354,3047854,1.046401113,1.311403462,3.106815263,1.253444882,2.969048124,0.133584705,20.32,19,2.71,M2325,26,0,0,0,0,0,25.47
2353,宏碁,19-Dec,2019,23532019,59195239,58986286,156096564,2857186,242270406,3074934,1.0035424,0.737634441,2.646319587,0.735064935,2.636978356,0.048267159,19.25,19,0.93,M2325,12.34,0,0,0,0,0,14.15
2353,宏碁,18-Dec,2018,23532018,58986286,57975406,153989410,1216793,237274883,3074934,1.017436359,0.774893853,2.656116112,0.76173097,2.610596809,0.020628405,19.18,19,0.4,M2325,14.99,0,0,0,0,0,14.61
2353,宏碁,17-Dec,2017,23532017,57975406,57678478,157612771,5713726,232724161,3076503,1.005147986,0.978234291,2.732609744,0.973460722,2.718614355,0.098554308,18.84,19,1.86,M2325,18.19,0,0,0,0,0,18.34
2354,鴻準,22-Dec,2022,23542022,103177476,111024200,151104768,4359820,104082031,1414485,0.929324201,0.68810525,1.361007492,0.740471621,1.464513127,0.04225554,72.94,19,3.08,M2331,54.3,0,0,0,0,0,54.01
2354,鴻準,21-Dec,2021,23542021,111024200,110268755,174397614,4595336,104789599,1414485,1.006850943,0.592122652,1.581568723,0.588100395,1.570807211,0.0413904,78.49,19,3.25,M2331,58.8,0,0,0,0,0,46.16
2354,鴻準,20-Dec,2020,23542020,110268755,108605610,169109720,4734391,99802129,1414485,1.01531362,0.778317286,1.557099306,0.766546947,1.533614123,0.042935018,77.96,19,3.35,M2331,66.03,0,0,0,0,0,59.76
2354,鴻準,19-Dec,2019,23542019,108605610,99589934,164575817,6840618,142057432,1414485,1.090527984,0.698366036,1.652534653,0.640401146,1.515352816,0.062985862,76.78,19,4.84,M2331,43.08,0,0,0,0,0,49.17
2354,鴻準,18-Dec,2018,23542018,99589934,134594933,156564335,8100075,147815617,1414485,0.739923352,0.549420949,1.16322607,0.742508166,1.572089956,0.081334274,70.41,19,5.73,M2331,50.96,0,0,0,0,0,52.28
2354,鴻準,17-Dec,2017,23542017,134594933,106746277,215464427,10697396,80110459,1414485,1.260886438,0.782201046,2.018472522,0.62038886,1.600836095,0.079478445,95.15,19,7.56,M2331,62.99,0,0,0,0,0,59.03
2355,敬鵬,22-Dec,2022,23552022,15853490,15271837,22581694,496524,18219280,397495,1.038086643,0.797497171,1.478649491,0.768304915,1.424398918,0.031319539,39.88,17,1.25,M2328,31.71,0,0,0,0,0,30.64
2355,敬鵬,21-Dec,2021,23552021,15271837,15306104,23216943,340230,15313285,397495,0.99776122,0.728190518,1.516842104,0.729828214,1.5202456,0.022278263,38.42,17,0.86,M2328,31.88,0,0,0,0,0,28.04
2355,敬鵬,20-Dec,2020,23552020,15306104,15737298,22477318,56818,17848498,397495,0.972600506,0.776435466,1.428283178,0.798234225,1.468519879,0.003712114,38.51,17,0.14,M2328,30.98,0,0,0,0,0,30.74
2355,敬鵬,19-Dec,2019,23552019,15737298,15461472,23104427,673954,20173888,397495,1.017839569,0.617781079,1.494322597,0.606971457,1.468131759,0.042825268,39.59,17,1.7,M2328,18.9,0,0,0,0,0,24.03
2355,敬鵬,18-Dec,2018,23552018,15461472,16185896,23155834,565177,23645611,397495,0.955243503,0.763757193,1.43061799,0.799485861,1.497647443,0.036553893,38.9,17,1.42,M2328,34.1,0,0,0,0,0,31.1
2355,敬鵬,17-Dec,2017,23552017,16185896,16208077,25229386,1456401,23939699,397495,0.998631485,0.799498731,1.556593419,0.800589391,1.55872656,0.089979634,40.72,17,3.66,M2328,43.66,0,0,0,0,0,32.6
2356,英業達,22-Dec,2022,23562022,58806254,56398094,234215605,5830117,519732048,3587475,1.042699315,2.660800545,4.152899298,2.552165955,3.982834972,0.099141105,16.39,19,1.63,M2325,30.94,0,0,0,0,0,41.83
2356,英業達,21-Dec,2021,23562021,56398094,57890743,247615422,4053858,508294198,3587475,0.974216102,1.420966419,4.27728872,1.458651399,4.390492735,0.071879344,15.72,19,1.13,M2325,22.52,0,0,0,0,0,22.93
2356,英業達,20-Dec,2020,23562020,57890743,56971228,214161437,1612594,500952813,3587475,1.016139989,1.404229737,3.759115689,1.381660471,3.699407296,0.027855818,16.14,19,0.45,M2325,22.94,0,0,0,0,0,22.3
2356,英業達,19-Dec,2019,23562019,56971228,57721517,193092853,4243248,506884018,3587475,0.987001572,1.263538634,3.345249104,1.2802267,3.389304738,0.074480543,15.88,19,1.18,M2325,18.87,0,0,0,0,0,20.33
2356,英業達,18-Dec,2018,23562018,57721517,58930614,205803922,4952211,467512347,3587475,0.979482701,1.145691092,3.492309142,1.169670603,3.565462807,0.085794887,16.09,19,1.38,M2325,17.87,0,0,0,0,0,18.82
2356,英業達,17-Dec,2017,23562017,58930614,60507262,208767827,6678902,428466015,3587475,0.97394283,1.008522741,3.450293735,1.035301278,3.542603968,0.113335015,16.43,19,1.86,M2325,16.45,0,0,0,0,0,17.01
2357,華碩,22-Dec,2022,23572022,226888831,246436466,471164714,9657479,535238735,742760,0.920678805,0.902392197,1.911911503,0.980128982,2.076632472,0.042564806,305.47,20,13,M2325,259.42,0,0,0,0,0,299.4
2357,華碩,21-Dec,2021,23572021,246436466,214641551,504152814,45693738,412780439,742760,1.148130289,0.888232665,2.348812761,0.773645187,2.045771968,0.185417924,331.78,20,61.52,M2325,308.76,0,0,0,0,0,256.68
2357,華碩,20-Dec,2020,23572020,214641551,183286792,396514716,28135764,351330493,742760,1.171069386,1.152353813,2.163356735,0.984012734,1.847334377,0.13108256,288.98,20,37.88,M2325,285.12,0,0,0,0,0,284.36
2357,華碩,19-Dec,2019,23572019,183286792,167691924,352004111,14694483,354187665,742760,1.092997132,0.7322983,2.099111887,0.670003242,1.920509968,0.080172078,246.76,20,19.78,M2325,147.64,0,0,0,0,0,165.33
2357,華碩,18-Dec,2018,23572018,167691924,178674303,342165876,14679446,433966791,742760,0.938534088,0.626011836,1.915025665,0.667006245,2.040443379,0.087538181,225.77,20,19.76,M2325,150.59,0,0,0,0,0,150.59
2357,華碩,17-Dec,2017,23572017,178674303,184217214,344891169,18321429,466802706,742760,0.969911004,0.716603687,1.872198377,0.738848472,1.930278519,0.102540929,240.55,20,24.67,M2325,176.14,0,0,0,0,0,177.73
2358,廷鑫,22-Dec,2022,23582022,2001832,1783037,3967432,-3396,2522900,136616,1.122709175,0.808339255,2.225097965,0.720136519,1.981900579,-0.001696446,14.65,15,-0.02,M9900,14.8,0,0,0,0,0,10.55
2358,廷鑫,21-Dec,2021,23582021,1783037,1214920,3999464,144143,1920858,124616,1.467616798,1.600113258,3.291956672,1.090146751,2.243062819,0.080841284,14.31,15,1.16,M9900,23.2,0,0,0,0,0,15.6
2358,廷鑫,20-Dec,2020,23582020,1214920,1222551,3145443,10466,2057862,94616,0.993758134,1.154692704,2.572852175,1.161993769,2.589012445,0.008614559,12.84,15,0.11,M9900,12.66,0,0,0,0,0,14.92
2358,廷鑫,19-Dec,2019,23582019,1222551,1235930,2941948,649,2332162,94616,0.989174953,0.935495959,2.380351638,0.945820433,2.406401042,0.000530857,12.92,15,0.01,M9900,9.73,0,0,0,0,0,12.22
2358,廷鑫,18-Dec,2018,23582018,1235930,891261,2574218,69850,2480837,94616,1.386720613,1.439525526,2.888287494,1.038284839,2.082818606,0.056516146,13.06,15,0.74,M9900,14.89,0,0,0,0,0,13.56
2358,廷鑫,17-Dec,2017,23582017,891261,342064,1865281,34457,1934644,79616,2.60553873,5.225277141,5.453017564,2.006255585,2.092856077,0.038660953,11.19,14,0.43,M9900,19.38,0,0,0,0,0,22.45
2359,所羅門,22-Dec,2022,23592022,5328557,4975300,8450963,589984,3899210,171471,1.071002151,1.157661023,1.698583603,1.080759331,1.585975903,0.110721158,31.08,16,3.44,M2331,30.52,0,0,0,0,0,33.59
2359,所羅門,21-Dec,2021,23592021,4975300,4869154,7885982,80140,3527149,171471,1.02179968,0.825105456,1.6195795,0.807374225,1.585026431,0.016107571,29.02,16,0.47,M2331,25.7,0,0,0,0,0,23.43
2359,所羅門,20-Dec,2020,23592020,4869154,4993733,6482437,8004,3737064,171471,0.975052931,0.54905244,1.298114457,0.563028169,1.331327167,0.001643817,28.4,16,0.05,M2331,16.08,0,0,0,0,0,15.99
2359,所羅門,19-Dec,2019,23592019,4993733,4776080,6294104,110254,3948938,171471,1.045571473,0.627208583,1.317838897,0.599931319,1.260400586,0.022078473,29.12,16,0.64,M2331,13.75,0,0,0,0,0,17.47
2359,所羅門,18-Dec,2018,23592018,4776080,4716814,6091130,220151,4009735,171471,1.012564837,0.661990681,1.291365316,0.653859964,1.275340865,0.046094496,27.85,16,1.28,M2331,16.56,0,0,0,0,0,18.21
2359,所羅門,17-Dec,2017,23592017,4716814,4895213,5880385,95978,4046234,171471,0.963556438,0.611594155,1.201252121,0.634678299,1.246685793,0.020348057,27.51,16,0.56,M2331,17.73,0,0,0,0,0,17.46
2360,致茂,22-Dec,2022,23602022,21872681,18947458,33828820,4733149,17584023,425447,1.15438604,5.454086575,1.785401503,4.72476172,1.546624303,0.216395466,51.41,17,11.13,M2331,172.11,0,0,0,0,0,242.9
2360,致茂,21-Dec,2021,23602021,18947458,16388693,29546117,2564904,15532543,421875,1.1561299,3.653280954,1.802835467,3.160097974,1.559371025,0.135369293,44.91,17,6.08,M2331,166.96,0,0,0,0,0,141.92
2360,致茂,20-Dec,2020,23602020,16388693,14785460,28128883,2364508,13909634,421289,1.108433082,5.061294344,1.90246925,4.566323907,1.716359139,0.144276789,38.9,17,5.61,M2331,170.77,0,0,0,0,0,177.63
2360,致茂,19-Dec,2019,23602019,14785460,14690349,25437072,1870548,16931128,419526,1.006474387,3.855892091,1.731549877,3.831441544,1.720411269,0.126512669,35.24,17,4.46,M2331,110.96,0,0,0,0,0,135.02
2360,致茂,18-Dec,2018,23602018,14690349,13462829,23202464,2546118,14901346,416779,1.091178459,3.707810656,1.723446387,3.397730496,1.57943586,0.173319095,35.25,17,6.11,M2331,127.14,0,0,0,0,0,119.77
2360,致茂,17-Dec,2017,23602017,13462829,10787851,22017612,2528883,11624369,411894,1.247962083,5.285435108,2.040963673,4.234628327,1.635437247,0.187841872,32.69,17,6.14,M2331,142.65,0,0,0,0,0,138.43
2362,藍天,22-Dec,2022,23622022,41790352,41310424,94167059,1478136,26991842,632263,1.0116176,0.508896853,2.279498729,0.503025719,2.253320551,0.035370269,66.1,18,2.34,M2325,29.13,0,0,0,0,0,33.25
2362,藍天,21-Dec,2021,23622021,41310424,39879138,91294127,2529629,20238946,649763,1.035890595,0.487169851,2.28927032,0.470273671,2.209953764,0.061234641,63.58,18,3.89,M2325,28.83,0,0,0,0,0,29.9
2362,藍天,20-Dec,2020,23622020,39879138,39795261,94266222,605442,21900662,669763,1.002107713,0.447515551,2.368780092,0.446590527,2.363797883,0.015181923,59.54,18,0.9,M2325,27.11,0,0,0,0,0,26.59
2362,藍天,19-Dec,2019,23622019,39795261,41857130,100386735,-689500,19796072,669763,0.950740316,0.410910013,2.398318638,0.432177718,2.522580138,-0.017326184,59.42,18,-1.03,M2325,24.9,0,0,0,0,0,25.68
2362,藍天,18-Dec,2018,23622018,41857130,42300035,112459857,21317,20876980,679763,0.989529441,0.417660183,2.658623261,0.422052614,2.686755088,0.00050928,61.58,19,0.03,M2325,24.57,0,0,0,0,0,25.99
2362,藍天,17-Dec,2017,23622017,42300035,43304846,112467238,-271145,19720086,683163,0.9767968,0.442192056,2.597105137,0.452680879,2.658797753,-0.006410042,61.92,19,-0.4,M2325,24.03,0,0,0,0,0,28.03
2363,矽統,22-Dec,2022,23632022,15394584,23262838,15504394,464141,252153,749589,0.661767236,0.55648421,0.66648764,0.840798442,1.007133028,0.030149629,20.54,17,0.62,M2324,17.79,0,0,0,0,0,17.27
2363,矽統,21-Dec,2021,23632021,23262838,17507575,23375023,177751,160171,681445,1.328729878,0.620819717,1.335137676,0.467193907,1.004822498,0.007640985,34.14,17,0.26,M2324,20.02,0,0,0,0,0,15.95
2363,矽統,20-Dec,2020,23632020,17507575,7695508,17594109,-292465,222952,630967,2.275038243,1.320064731,2.286282985,0.58018018,1.004942661,-0.016705055,27.75,17,-0.46,M2324,13.93,0,0,0,0,0,16.1
2363,矽統,19-Dec,2019,23632019,7695508,6290089,7778655,-224691,223085,554062,1.223433881,0.688824091,1.236652613,0.56299496,1.010804615,-0.029197683,13.89,16,-0.41,M2324,5.12,0,0,0,0,0,7.82
2363,矽統,18-Dec,2018,23632018,6290089,7252566,6384457,-175218,211988,560062,0.867291521,0.400013066,0.880303192,0.46126447,1.015002649,-0.027856204,11.23,16,-0.31,M2324,5.12,0,0,0,0,0,5.18
2363,矽統,17-Dec,2017,23632017,7252566,6654236,7325642,-212611,182873,560062,1.08991716,0.687638151,1.100899036,0.630888031,1.010075882,-0.02931528,12.95,16,-0.38,M2324,6.13,0,0,0,0,0,8.17
2364,倫飛,22-Dec,2022,23642022,325742,285611,1156327,77509,867893,24799,1.140509294,6.821198903,4.048608072,5.97869102,3.549824708,0.237945982,13.14,14,3.13,M2325,82.8,0,0,0,0,0,78.56
2364,倫飛,21-Dec,2021,23642021,285611,256428,1126899,25772,863359,24799,1.113805825,2.586009562,4.394601994,2.321180556,3.945572825,0.09023462,11.52,14,1.04,M2325,18.25,0,0,0,0,0,26.74
2364,倫飛,20-Dec,2020,23642020,256428,253018,1168651,15432,829029,195924,1.013477302,15.33209179,4.6188453,15.11450382,4.557423526,0.060180636,1.31,14,0.08,M2325,22.18,0,0,0,0,0,19.8
2364,倫飛,19-Dec,2019,23642019,253018,330580,1143664,-82200,919537,198931,0.765376006,7.654432573,3.459568032,10.01574803,4.52008948,-0.324878072,1.27,14,-0.41,M2325,13.79,0,0,0,0,0,12.72
