,名稱,年/月,Year,Key,Equity,PreEquity,AT,NI,PreSale,OS,BVBV,PrePBRatio,PreAB,PBRatio,AB,NB,BVE,LNAT,NIS,Industry,Price3m,RPA,LN_RPA_Count,RPA_Count,Finance,KY,Price
6217,中探針,22-Dec,2022,62172022,3002992,1849947,4856476,157963,2962637,97120,1.623285424,2.389745436,2.625197371,1.472186287,1.617212433,0.052601872,30.92,15,1.63,M2328,43.87,0,0,0,0,0,45.52
6217,中探針,21-Dec,2021,62172021,1849947,1561553,3982681,165026,2408636,70071,1.184684093,2.37824973,2.550461624,2.007575758,2.152862217,0.089205799,26.4,15,2.36,M2328,50.71,0,0,0,0,0,53
6217,中探針,20-Dec,2020,62172020,1561553,1531102,2685714,75451,2320412,65516,1.01988829,1.36072502,1.754105213,1.334452371,1.719899357,0.048317925,23.83,15,1.15,M2328,33.73,0,0,0,0,0,31.8
6217,中探針,19-Dec,2019,62172019,1531102,1478498,2525177,74304,1773756,64519,1.035579351,1.136775261,1.707933998,1.09776654,1.649254589,0.048529752,23.73,15,1.15,M2328,18.34,0,0,0,0,0,26.05
6217,中探針,18-Dec,2018,62172018,1478498,1516286,2090295,53708,1892314,63803,0.97507858,1.211860032,1.378562488,1.242986621,1.413796299,0.036326055,23.17,15,0.84,M2328,18.26,0,0,0,0,0,28.8
6217,中探針,17-Dec,2017,62172017,1516286,1440056,2080545,141006,1883553,63845,1.052935441,0.982908755,1.444766731,0.933473684,1.372132302,0.09299433,23.75,15,2.21,M2328,25.37,0,0,0,0,0,22.17
6218,豪勉,22-Dec,2022,62182022,979151,1007992,2046221,50069,924250,64262,0.97138767,1.714941984,2.029997262,1.765091864,2.089791054,0.051135116,15.24,15,0.78,M2327,18.55,0,0,0,0,0,26.9
6218,豪勉,19-Dec,2019,62182019,1064199,1070177,1513118,84321,1270669,64262,0.994414008,1.032825785,1.413895085,1.038647343,1.421837457,0.079234241,16.56,14,1.31,M2327,15.39,1,0.693147181,1,0,0,17.2
6218,豪勉,21-Dec,2021,62182021,1007992,1019214,1611350,33556,837344,64262,0.988989555,1.131126809,1.580973181,1.143403442,1.598574195,0.033289947,15.69,14,0.52,M2327,20.98,1,1.609437912,4,0,0,17.94
6218,豪勉,20-Dec,2020,62182020,1019214,1064199,1348763,52084,1259724,64262,0.957728771,1.050704614,1.267397357,1.097099622,1.323336414,0.051102124,15.86,14,0.81,M2327,17.85,0,0,0,0,0,17.4
6218,豪勉,18-Dec,2018,62182018,1070177,1022850,1867849,109614,1267907,64262,1.046269737,1.148466892,1.82612211,1.097897898,1.745364552,0.102426047,16.65,14,1.71,M2327,17.42,0,0,0,0,0,18.28
6218,豪勉,17-Dec,2017,62182017,1022850,1024560,1460678,72998,1211191,64262,0.998330991,0.907580952,1.4256637,0.908919598,1.428047123,0.071367258,15.92,14,1.14,M2327,14.39,0,0,0,0,0,14.47
6219,富旺,22-Dec,2022,62192022,863263,1879118,9693652,-82288,3185720,154016,0.459397973,1.690873101,5.158618033,3.677361854,11.22908314,-0.095322051,5.61,16,-0.53,M2500,17.29,0,0,0,0,0,20.63
6219,富旺,21-Dec,2021,62192021,1879118,2120075,10665282,389887,3191189,154016,0.886345059,1.48416772,5.030615426,1.674590164,5.675685082,0.207484043,12.2,16,2.53,M2500,26.58,0,0,0,0,0,20.43
6219,富旺,20-Dec,2020,62192020,2120075,1857916,9741233,259967,1622810,154016,1.141103796,2.782858385,5.243096566,2.437908497,4.594758676,0.122621605,13.77,16,1.69,M2500,37.46,0,0,0,0,0,33.57
6219,富旺,19-Dec,2019,62192019,1857916,1835897,7818397,69589,2380741,154016,1.011993592,1.641755022,4.258625075,1.622719735,4.20815419,0.037455407,12.06,16,0.45,M2500,17.61,0,0,0,0,0,19.57
6219,富旺,18-Dec,2018,62192018,1835897,1841721,8281667,159831,1718835,154016,0.99683774,1.609803005,4.496700097,1.614932886,4.51096494,0.087058806,11.92,16,1.04,M2500,18.84,0,0,0,0,0,19.25
6219,富旺,17-Dec,2017,62192017,1841721,1929845,7576224,126890,1293970,154016,0.954336229,1.0654294,3.925819949,1.116220736,4.113665425,0.068897515,11.96,16,0.82,M2500,13.5,0,0,0,0,0,13.35
6220,岳豐,22-Dec,2022,62202022,3895173,2536698,10100602,-1098900,12446928,144185,1.535528865,1.44600043,3.981791289,0.941524796,2.593107418,-0.282118407,27.02,16,-7.62,M2328,24.9,0,0,0,0,0,25.44
6220,岳豐,21-Dec,2021,62202021,2536698,2631721,10442203,101433,11435995,131972,0.963893209,1.046059183,3.967822957,1.085327784,4.116454935,0.039986234,19.22,16,0.77,M2328,19.85,0,0,0,0,0,20.86
6220,岳豐,18-Dec,2018,62202018,2561954,2418849,8049497,355672,11817773,124554,1.059162436,1.064362091,3.327821208,1.004861449,3.141936584,0.13882841,20.57,16,2.86,M2328,24.45,1,1.609437912,4,0,0,20.67
6220,岳豐,20-Dec,2020,62202020,2631721,2385038,9035107,308674,11572582,131504,1.103429379,1.139683175,3.788244464,1.032983508,3.433155338,0.117289789,20.01,16,2.35,M2328,23.38,0,0,0,0,0,20.67
6220,岳豐,19-Dec,2019,62202019,2385038,2561954,8650620,173310,11792427,124554,0.930944896,0.803149502,3.376571164,0.862663185,3.62703655,0.072665509,19.15,16,1.39,M2328,12.6,0,0,0,0,0,16.52
6220,岳豐,17-Dec,2017,62202017,2418849,2479246,7967147,413045,7380371,124554,0.975638964,1.27555961,3.213536293,1.307415036,3.293776089,0.170760969,19.42,16,3.32,M2328,28.88,0,0,0,0,0,25.39
6221,晉泰,22-Dec,2022,62212022,1810980,1528422,4835611,329104,3934906,82609,1.1848691,3.231563083,3.163793115,2.727645985,2.670162564,0.181727021,21.92,15,3.98,M2330,50.58,0,0,0,0,0,59.79
6221,晉泰,21-Dec,2021,62212021,1528422,1175611,3571437,210480,4065018,71602,1.300108624,1.908191281,3.037941122,1.467447307,2.336682539,0.137710658,21.35,15,2.94,M2330,34.53,0,0,0,0,0,31.33
6221,晉泰,18-Dec,2018,62212018,869797,740280,2507898,129428,2210069,39899,1.174956773,0.894693089,3.387769493,0.76146789,2.883314153,0.148802537,21.8,15,3.24,M2330,16.05,1,0.693147181,1,0,0,16.6
6221,晉泰,19-Dec,2019,62212019,916484,869797,2596136,175402,2949547,44969,1.053675743,1.387126272,2.984760812,1.316486752,2.832712846,0.191385774,20.38,15,3.9,M2330,18.3,1,0.693147181,1,0,0,26.83
6221,晉泰,20-Dec,2020,62212020,1175611,916484,2797199,218855,3379370,51032,1.282740342,2.016258571,3.052098018,1.571614583,2.379357628,0.18616277,23.04,15,4.29,M2330,31.18,0,0,0,0,0,36.21
6221,晉泰,17-Dec,2017,62212017,740280,648381,1899326,67990,1920552,39790,1.141736109,0.651730695,2.929336301,0.570967742,2.565685957,0.091843627,18.6,14,1.71,M2330,9.63,0,0,0,0,0,10.62
6222,上揚,22-Dec,2022,62222022,308777,290045,317181,-26355,265027,40589,1.064583082,2.798807082,1.093557896,2.628120894,1.027217053,-0.08535286,7.61,13,-0.65,M2326,15.4,0,0,0,0,0,20
6222,上揚,21-Dec,2021,62222021,290045,304276,301242,-15289,531080,40589,0.953229962,1.90755334,0.99002879,2,1.038604354,-0.05271251,7.15,13,-0.38,M2326,14.85,0,0,0,0,0,14.3
6222,上揚,20-Dec,2020,62222020,304276,210909,439991,7211,571610,40589,1.442688553,2.886718917,2.086165123,2,1.446025976,0.023698879,7.5,13,0.18,M2326,16.2,0,0,0,0,0,15
6222,上揚,19-Dec,2019,62222019,210909,186784,381023,14760,402115,48785,1.129159885,3.369274135,2.039912412,2.986111111,1.806575348,0.069982789,4.32,13,0.3,M2326,13.57,0,0,0,0,0,12.9
6222,上揚,18-Dec,2018,62222018,186784,144095,398392,27935,48244,48785,1.296255942,5.11904785,2.76478712,3.947780679,2.132902176,0.149557778,3.83,13,0.57,M2325,#N/A,0,0,0,0,0,15.12
6222,上揚,17-Dec,2017,62222017,144095,76562,237612,-26045,167246,48785,1.882069434,11.80724184,3.103523941,6.281355932,1.648995454,-0.180748812,2.95,12,-0.53,M2325,17.3,0,0,0,0,0,18.53
6223,旺矽,22-Dec,2022,62232022,6893993,6047802,10902931,1212013,6508725,94231,1.139917114,2.595176787,1.80279232,2.276653909,1.58151176,0.175807112,73.16,16,12.86,M2324,129.6,0,0,0,0,0,166.56
6223,旺矽,21-Dec,2021,62232021,6047802,5648918,9857469,709022,5925601,94074,1.070612461,1.29214155,1.745018958,1.206875097,1.629925881,0.117236312,64.29,16,7.54,M2324,93,0,0,0,0,0,77.59
6223,旺矽,20-Dec,2020,62232020,5648918,4379845,8976592,706376,5515200,92080,1.289752948,2.443990598,2.049522757,1.894865526,1.589081661,0.125046248,61.35,16,7.67,M2324,109.2,0,0,0,0,0,116.25
6223,旺矽,19-Dec,2019,62232019,4379845,4116931,8178901,417222,5386356,79959,1.063861648,1.541523487,1.986650007,1.448886455,1.867395079,0.095259535,54.78,16,5.22,M2324,44.34,0,0,0,0,0,79.37
6223,旺矽,18-Dec,2018,62232018,4116931,3784901,8190198,299162,4448454,79901,1.087724884,1.105554774,2.163913402,1.016301184,1.989394041,0.072666265,51.53,16,3.74,M2324,58.98,0,0,0,0,0,52.37
6223,旺矽,17-Dec,2017,62232017,3784901,3959782,7707679,131908,4961755,79901,0.9558357,1.017179585,1.946490741,1.064175639,2.036428165,0.03485111,47.37,16,1.65,M2324,50.75,0,0,0,0,0,50.41
6224,聚鼎,22-Dec,2022,62242022,2993428,3356333,4585015,-104875,3081593,85645,0.891874555,1.582080801,1.366078694,1.773962804,1.531693764,-0.035035084,34.95,15,-1.22,M2328,65.61,0,0,0,0,0,62
6224,聚鼎,21-Dec,2021,62242021,3356333,2249886,5528250,450566,1767267,85645,1.491779139,2.486495494,2.457124494,1.666751722,1.647110105,0.134243533,39.19,16,5.26,M2328,97.3,0,0,0,0,0,65.32
6224,聚鼎,20-Dec,2020,62242020,2249886,2161992,3449006,401757,1655491,80002,1.040654174,4.638801032,1.595290824,4.458036984,1.532969226,0.178567714,28.12,15,5.02,M2328,119.14,0,0,0,0,0,125.36
6224,聚鼎,19-Dec,2019,62242019,2161992,2125299,2971380,367660,1668641,80002,1.017264865,2.194946038,1.39809975,2.158031088,1.374371413,0.170056133,27.02,15,4.6,M2328,46.15,0,0,0,0,0,58.31
6224,聚鼎,18-Dec,2018,62242018,2125299,2030957,2637576,352736,1530374,80002,1.046451993,1.817513753,1.298686284,1.736544976,1.241037614,0.165970059,26.57,15,4.41,M2328,43.55,0,0,0,0,0,46.14
6224,聚鼎,17-Dec,2017,62242017,2030957,2111822,2420458,330703,1655761,80002,0.961708421,2.019160043,1.146146787,2.099251674,1.191782002,0.162831119,25.39,15,4.13,M2328,50.46,0,0,0,0,0,53.3
6225,天瀚,22-Dec,2022,62252022,86575,12520,97414,-3945,30931,27800,6.914936102,20.00623003,7.780670927,2.897106109,1.125197805,-0.045567427,3.11,11,-0.14,M2326,10.45,0,0,0,0,0,9.01
6225,天瀚,21-Dec,2021,62252021,12520,16288,24540,-3768,23202,43724,0.768664047,49.4472053,1.506630648,63.51724138,1.960063898,-0.300958466,0.29,10,-0.09,M2326,21.83,0,0,0,0,0,18.42
6225,天瀚,20-Dec,2020,62252020,16288,8248,23980,-6760,12330,127077,1.974781765,341.2652219,2.907371484,170.3846154,1.472249509,-0.41502947,0.13,10,-0.05,M2326,24.75,0,0,0,0,0,22.15
6225,天瀚,19-Dec,2019,62252019,8248,7142,17267,-7283,7917,119077,1.154858583,328.1203248,2.41767012,281.1428571,2.093477207,-0.88300194,0.07,10,-0.06,M2326,10.92,0,0,0,0,0,19.68
6225,天瀚,18-Dec,2018,62252018,7142,4516,20097,-18414,2146,115177,1.581488043,445.0484167,4.450177148,290.8333333,2.81391767,-2.578269392,0.06,10,-0.16,M2326,18.6,0,0,0,0,0,17.45
6225,天瀚,17-Dec,2017,62252017,4516,4708,18577,-12808,19241,102377,0.959218352,619.7418224,3.945836873,712.5,4.113596103,-2.836138175,0.04,10,-0.13,M2326,18.28,0,0,0,0,0,28.5
6226,光鼎,22-Dec,2022,62262022,1298716,1292770,2581565,-8297,935503,116620,1.004599426,1.037408046,1.996925207,1.032315978,1.987782548,-0.006388618,11.14,15,-0.07,M2326,12.6,0,0,0,0,0,11.5
6226,光鼎,21-Dec,2021,62262021,1292770,1272794,2755151,-16996,809208,116076,1.015694606,1.139060398,2.164648011,1.121184919,2.131199672,-0.013146963,11.14,15,-0.15,M2326,13.33,0,0,0,0,0,12.49
6226,光鼎,20-Dec,2020,62262020,1272794,1347672,2600689,-50709,1023540,114952,0.944439003,0.783876848,1.929764067,0.830171635,2.043291373,-0.039840697,11.07,15,-0.44,M2326,10.11,0,0,0,0,0,9.19
6226,光鼎,19-Dec,2019,62262019,1347672,1266415,2178162,156765,1440373,114952,1.064163011,0.710726073,1.719943305,0.668088737,1.61624045,0.116322814,11.72,15,1.36,M2326,6.13,0,0,0,0,0,7.83
6226,光鼎,18-Dec,2018,62262018,1266415,1274866,2449020,65351,1077537,114952,0.993371068,0.639290467,1.921001894,0.643375681,1.933821062,0.051603147,11.02,15,0.57,M2326,7.8,0,0,0,0,0,7.09
6226,光鼎,17-Dec,2017,62262017,1274866,1070100,2613144,15793,976967,116286,1.19135221,1.007355593,2.441962433,0.84580292,2.04974013,0.012387969,10.96,15,0.14,M2326,8.68,0,0,0,0,0,9.27
6227,茂綸,22-Dec,2022,62272022,2398392,2036286,9430617,580258,14279897,76112,1.17782669,1.49361903,4.63128313,1.268168835,3.932058229,0.241936264,31.51,16,7.62,M2329,44.45,0,0,0,0,0,39.96
6227,茂綸,21-Dec,2021,62272021,2036286,1736023,6364649,423322,10247235,76112,1.172960266,1.366139688,3.666223892,1.164859813,3.125616441,0.207889265,26.75,16,5.56,M2329,33.66,0,0,0,0,0,31.16
6227,茂綸,20-Dec,2020,62272020,1736023,1629774,5747722,198801,8625083,76112,1.065192475,1.129696068,3.526698794,1.060499781,3.310855905,0.114515188,22.81,16,2.61,M2329,23.64,0,0,0,0,0,24.19
6227,茂綸,19-Dec,2019,62272019,1629774,1624946,4350042,128135,8557980,76112,1.002971176,0.845456772,2.677037883,0.843063989,2.669107496,0.07862133,21.41,15,1.68,M2329,11.8,0,0,0,0,0,18.05
6227,茂綸,18-Dec,2018,62272018,1624946,1490109,5215234,207457,6234358,76112,1.090488011,0.833595287,3.499901014,0.76440281,3.209481423,0.127670089,21.35,15,2.73,M2329,20.3,0,0,0,0,0,16.32
6227,茂綸,17-Dec,2017,62272017,1490109,1442727,3326094,157245,8057301,76112,1.032841972,0.812964559,2.305421608,0.787027579,2.232114563,0.105525837,19.58,15,2.07,M2329,13.49,0,0,0,0,0,15.41
6228,全譜,22-Dec,2022,62282022,205077,227596,396192,-25584,98430,40000,0.901057136,4.439445333,1.740768731,4.923976608,1.931918255,-0.124753142,5.13,13,-0.64,M2325,28.04,0,0,0,0,0,25.26
6228,全譜,21-Dec,2021,62282021,227596,201579,471292,-5240,74678,40000,1.129066024,5.484698307,2.338001478,4.857644991,2.07073938,-0.023023252,5.69,13,-0.13,M2325,40.17,0,0,0,0,0,27.64
6228,全譜,20-Dec,2020,62282020,201579,196395,409468,-28848,64559,37000,1.026395784,4.270933578,2.084920696,4.159633028,2.031302864,-0.143110145,5.45,13,-0.78,M2325,21.97,0,0,0,0,0,22.67
6228,全譜,19-Dec,2019,62282019,196395,199098,401512,-30045,75976,32000,0.986423771,1.95280716,2.016655115,1.978827362,2.044410499,-0.15298251,6.14,13,-0.94,M2325,12.77,0,0,0,0,0,12.15
6228,全譜,18-Dec,2018,62282018,199098,210160,421505,-29383,115569,28000,0.947363913,1.801294252,2.005638561,1.901547117,2.117072999,-0.147580588,7.11,13,-1.05,M2325,13.48,0,0,0,0,0,13.52
6228,全譜,17-Dec,2017,62282017,210160,192881,417784,-33578,94865,28000,1.089583733,2.604300061,2.166019463,2.388814913,1.987933003,-0.159773506,7.51,13,-1.2,M2325,22.47,0,0,0,0,0,17.94
6229,研通,22-Dec,2022,62292022,656611,702468,1310322,83379,2113327,35641,0.934720158,1.41758705,1.865312014,1.516829533,1.995583382,0.126983861,18.42,14,2.34,M2324,26.52,0,0,0,0,0,27.94
6229,研通,21-Dec,2021,62292021,702468,486168,1538183,159996,1745035,35641,1.444907933,1.856210446,3.163891906,1.284627093,2.189684085,0.227762688,19.71,14,4.49,M2324,35.35,0,0,0,0,0,25.32
6229,研通,20-Dec,2020,62292020,486168,469120,935264,63878,1560850,35641,1.036340382,2.017873806,1.993656207,1.947214076,1.923746524,0.131390795,13.64,14,1.79,M2324,28.32,0,0,0,0,0,26.56
6229,研通,19-Dec,2019,62292019,469120,500792,818731,21178,1596433,36088,0.936756178,0.856094826,1.634872362,0.913846154,1.74524855,0.0451441,13,14,0.59,M2324,8.6,0,0,0,0,0,11.88
6229,研通,18-Dec,2018,62292018,500792,461664,852634,306,1741784,36088,1.08475428,0.794201151,1.846871318,0.731988473,1.702571127,0.000611032,13.88,14,0.01,M2324,10.73,0,0,0,0,0,10.16
6229,研通,17-Dec,2017,62292017,461664,479735,809330,26433,1242129,36088,0.962331287,0.865085933,1.687035551,0.899139953,1.753071498,0.057255926,12.79,14,0.73,M2324,12.59,0,0,0,0,0,11.5
6230,尼得科超眾,22-Dec,2022,62302022,5358483,4668160,11731910,709572,11011928,86343,1.147879036,2.928865774,2.513176498,2.551563004,2.189408831,0.132420314,62.06,16,8.22,M2325,148.43,0,0,0,0,0,158.35
6230,尼得科超眾,21-Dec,2021,62302021,4668160,4412745,10521848,349314,9123421,86343,1.057881205,2.008916402,2.384422395,1.898834844,2.253960447,0.074829055,54.07,16,4.05,M2325,123.4,0,0,0,0,0,102.67
6230,尼得科超眾,20-Dec,2020,62302020,4412745,4059058,8711488,690192,8586172,86343,1.087135242,4.344528785,2.146184657,3.996086871,1.974165287,0.156408766,51.11,16,7.99,M2325,209.14,0,0,0,0,0,204.24
6230,尼得科超眾,19-Dec,2019,62302019,4059058,3838296,7266975,778071,7662175,86343,1.057515627,5.707916435,1.89328155,5.397574984,1.790310708,0.191687579,47.01,16,9.01,M2325,222.5,0,0,0,0,0,253.74
6230,尼得科超眾,18-Dec,2018,62302018,3838296,3598655,6899486,600274,7067221,86343,1.066591824,3.743648194,1.917240191,3.51023622,1.797538804,0.156390753,44.45,16,6.95,M2325,117.85,0,0,0,0,0,156.03
6230,尼得科超眾,17-Dec,2017,62302017,3598655,3782030,6489416,512896,7296933,86343,0.951514134,1.797390394,1.715855242,1.888915547,1.803289284,0.14252436,41.68,16,5.94,M2325,82.15,0,0,0,0,0,78.73
6231,系微,22-Dec,2022,62312022,963727,851143,1364513,283603,1300402,38043,1.132273895,4.761057026,1.603153642,4.20529017,1.415870885,0.294277321,25.33,14,7.45,M2330,122.62,0,0,0,0,0,106.52
6231,系微,21-Dec,2021,62312021,851143,758575,1293402,225771,1130536,38043,1.122028804,3.230702383,1.70504169,2.879749665,1.519605989,0.26525625,22.37,14,5.93,M2330,97.11,0,0,0,0,0,64.42
6231,系微,20-Dec,2020,62312020,758575,694739,1150403,154117,959482,38043,1.091884866,3.682522141,1.655877963,3.372617854,1.516531655,0.203166463,19.94,14,4.05,M2330,79.35,0,0,0,0,0,67.25
6231,系微,19-Dec,2019,62312019,694739,669278,1094619,88256,849218,38043,1.038042488,4.47800098,1.63552216,4.314348302,1.575583061,0.127034757,18.26,14,2.32,M2330,39.27,0,0,0,0,0,78.78
6231,系微,18-Dec,2018,62312018,669278,633684,939062,66193,786648,38043,1.056169952,1.918707558,1.481908964,1.816941444,1.403097069,0.0989021,17.59,14,1.74,M2330,38.02,0,0,0,0,0,31.96
6231,系微,17-Dec,2017,62312017,633684,620034,849466,37044,719818,38043,1.022014922,1.97567327,1.370031321,1.932773109,1.340519881,0.058458159,16.66,14,0.97,M2330,32.79,0,0,0,0,0,32.2
6233,旺玖,22-Dec,2022,62332022,1046200,989238,1178157,40041,448446,79610,1.057581694,2.202630408,1.190974265,2.082952816,1.126129803,0.038272797,13.14,14,0.5,M2324,27.03,0,0,0,0,0,27.37
6233,旺玖,21-Dec,2021,62332021,989238,898003,1120552,60093,373854,79610,1.101597656,2.10017216,1.247826566,1.905872888,1.132742576,0.060746757,12.43,14,0.75,M2324,28.89,0,0,0,0,0,23.69
6233,旺玖,20-Dec,2020,62332020,898003,913226,1020707,8841,365148,79610,0.983330523,3.118231084,1.117693758,3.171099291,1.136640969,0.009845179,11.28,14,0.11,M2324,44.08,0,0,0,0,0,35.77
6233,旺玖,19-Dec,2019,62332019,913226,854057,1036244,3330,356122,82369,1.069279919,1.208448113,1.213319486,1.129846709,1.134707071,0.003646414,11.09,14,0.04,M2324,7.95,0,0,0,0,0,12.53
6233,旺玖,18-Dec,2018,62332018,854057,891017,941277,-28448,421810,82369,0.95851931,0.683159704,1.056407454,0.712632594,1.102124331,-0.033309252,10.37,14,-0.35,M2324,7.91,0,0,0,0,0,7.39
6233,旺玖,17-Dec,2017,62332017,891017,917209,1005456,-59320,473471,84575,0.971443804,0.951597727,1.096212532,0.979127135,1.128436382,-0.06657561,10.54,14,-0.7,M2324,9.55,0,0,0,0,0,10.32
6234,高僑,22-Dec,2022,62342022,2689781,2580341,4308002,183623,1236958,100386,1.042412999,1.211086511,1.669547552,1.162000747,1.601618124,0.068266896,26.79,15,1.83,M2326,23.82,0,0,0,0,0,31.13
6234,高僑,21-Dec,2021,62342021,2580341,2512509,4008390,124943,1193888,100386,1.026997714,0.694009383,1.59537339,0.675875486,1.553434217,0.04842112,25.7,15,1.24,M2326,18.87,0,0,0,0,0,17.37
6234,高僑,20-Dec,2020,62342020,2512509,2449360,4113904,110679,1550893,100386,1.025781837,0.859446721,1.679583238,0.837794646,1.637368861,0.044051185,25.03,15,1.1,M2326,20.47,0,0,0,0,0,20.97
6234,高僑,19-Dec,2019,62342019,2449360,2310454,3516939,185475,915683,92864,1.060120652,0.924840157,1.52218525,0.872251706,1.435860388,0.075723863,26.38,15,2,M2326,15.84,0,0,0,0,0,23.01
6234,高僑,18-Dec,2018,62342018,2310454,2242758,3284125,85582,818575,92864,1.030184264,0.898099643,1.464324283,0.871784566,1.421419773,0.037041205,24.88,15,0.92,M2326,20.72,0,0,0,0,0,21.69
6234,高僑,17-Dec,2017,62342017,2242758,2263388,2815774,30200,776855,92864,0.990885345,0.590403837,1.244052721,0.595859213,1.255496135,0.013465563,24.15,15,0.33,M2326,12.88,0,0,0,0,0,14.39
6235,華孚,22-Dec,2022,62352022,3309273,2470356,6084238,330628,2824307,191548,1.339593565,12.0184864,2.462899274,8.969907407,1.838542181,0.099909557,17.28,16,1.73,M2325,77.3,0,0,0,0,0,155
6235,華孚,21-Dec,2021,62352021,2470356,2377601,5126617,163376,1997427,172851,1.039012013,3.031579605,2.156214184,2.918124563,2.075254336,0.066134598,14.29,15,0.95,M2325,36.32,0,0,0,0,0,41.7
6235,華孚,20-Dec,2020,62352020,2377601,1727329,4459852,-1591,2187850,169380,1.376460998,1.730739772,2.581935462,1.257122507,1.875778148,-0.000669162,14.04,15,-0.01,M2325,21.5,0,0,0,0,0,17.65
6235,華孚,19-Dec,2019,62352019,1727329,2328322,3871137,-471253,3816875,168531,0.741877197,0.857015069,1.662629568,1.155121951,2.241111566,-0.272821796,10.25,15,-2.8,M2325,6.92,0,0,0,0,0,11.84
6235,華孚,18-Dec,2018,62352018,2328322,2183544,4667844,168173,3107680,167140,1.066304137,0.788416446,2.13773755,0.739411342,2.004810331,0.072229271,13.93,15,1.01,M2325,15.59,0,0,0,0,0,10.3
6235,華孚,17-Dec,2017,62352017,2183544,2473597,3977035,92192,2273579,165421,0.882740398,0.999107672,1.607794236,1.131818182,1.821367007,0.04222127,13.2,15,0.56,M2325,16.1,0,0,0,0,0,14.94
6236,中湛,22-Dec,2022,62362022,208490,71673,228861,-23719,31389,41654,2.908905725,12.20451216,3.193127119,4.191616766,1.097707324,-0.113765648,5.01,12,-0.57,M9900,22.25,0,0,0,0,0,21
6236,中湛,21-Dec,2021,62362021,71673,73352,76755,-5507,43742,31654,0.977110372,8.004985549,1.046392736,8.207964602,1.070905362,-0.07683507,2.26,11,-0.17,M9900,12.7,0,0,0,0,0,18.55
6236,中湛,20-Dec,2020,62362020,73352,83399,83799,-10883,94243,31654,0.87953093,3.218574803,1.004796221,3.655172414,1.142422838,-0.148366779,2.32,11,-0.34,M9900,9.18,0,0,0,0,0,8.48
6236,中湛,19-Dec,2019,62362019,83399,89692,95900,-26641,97361,31654,0.929837667,2.657479151,1.069214646,2.863117871,1.149893884,-0.319440281,2.63,11,-0.84,M9900,8.2,0,0,0,0,0,7.53
6236,中湛,18-Dec,2018,62362018,89692,148741,184366,-53681,171193,31654,0.603007913,1.596096571,1.23951029,2.650176678,2.055545645,-0.598503768,2.83,12,-1.7,M9900,16.9,0,0,0,0,0,7.5
6236,中湛,17-Dec,2017,62362017,148741,194741,287968,-48423,126489,31654,0.763788827,3.722259822,1.478723022,4.872340426,1.936036466,-0.32555247,4.7,13,-1.53,M9900,14.5,0,0,0,0,0,22.9
6237,驊訊,22-Dec,2022,62372022,1682619,1880168,1836561,-113876,1500479,78636,0.894930134,1.706416022,0.97680686,1.906542056,1.091489517,-0.067677828,21.4,14,-1.45,M2324,47.76,0,0,0,0,0,40.8
6237,驊訊,21-Dec,2021,62372021,1880168,1642832,2150989,452155,822358,79885,1.144467602,2.36032528,1.30931769,2.06202209,1.144040852,0.240486488,23.54,15,5.66,M2324,74.71,0,0,0,0,0,48.54
6237,驊訊,20-Dec,2020,62372020,1642832,1468323,1824392,190367,402544,79589,1.118849191,7.209675862,1.242500458,6.444282946,1.110516474,0.115877339,20.64,14,2.39,M2324,107.47,0,0,0,0,0,133.01
6237,驊訊,19-Dec,2019,62372019,1468323,1523488,1596007,-47948,482529,79052,0.963790329,1.431612642,1.047600637,1.485729672,1.086959068,-0.03265494,18.57,14,-0.61,M2324,9.56,0,0,0,0,0,27.59
6237,驊訊,18-Dec,2018,62372018,1523488,1578704,1675348,-3830,367776,79052,0.965024476,0.804688935,1.061217302,0.833938765,1.099679157,-0.002513968,19.27,14,-0.05,M2324,16.54,0,0,0,0,0,16.07
6237,驊訊,17-Dec,2017,62372017,1578704,1615550,1700126,-40667,399856,79004,0.977192906,1.328673628,1.052351212,1.35985986,1.076912455,-0.025759737,19.98,14,-0.51,M2324,31.1,0,0,0,0,0,27.17
6239,力成,22-Dec,2022,62392022,66323038,63306242,118969138,11339012,83793572,759147,1.047654005,1.17937987,1.879263944,1.125672428,1.793782999,0.170966414,87.37,19,14.94,M2324,85.24,0,0,0,0,0,98.35
6239,力成,21-Dec,2021,62392021,63306242,58404639,118587022,11607600,76180649,779147,1.083924892,1.014544912,2.030438404,0.936,1.873227951,0.183356327,81.25,19,14.9,M2324,82.29,0,0,0,0,0,76.05
6239,力成,20-Dec,2020,62392020,58404639,54897963,108746240,7994167,66525144,779147,1.06387625,1.264138403,1.980879327,1.188233725,1.861945247,0.136875549,74.96,19,10.26,M2324,87.41,0,0,0,0,0,89.07
6239,力成,19-Dec,2019,62392019,54897963,53077367,107145981,7389951,68039379,779147,1.034300797,1.244818071,2.018675512,1.203519728,1.95172963,0.134612481,70.46,18,9.48,M2324,68.08,0,0,0,0,0,84.8
6239,力成,18-Dec,2018,62392018,53077367,49683429,103595501,8027443,59632083,779147,1.068311267,0.89153482,2.085111738,0.834556665,1.95178297,0.151240415,68.12,18,10.3,M2324,54.46,0,0,0,0,0,56.85
6239,力成,17-Dec,2017,62392017,49683429,44320420,99658428,7068747,48343542,779147,1.121005374,1.106476703,2.248589431,0.986984475,2.005868556,0.142275748,63.77,18,9.07,M2324,65.21,0,0,0,0,0,62.94
