代號,名稱,年/月,Year,Key,Equity,TA,NI,BVE,NB,LNAT,NIS,Industry,Price3m,RPA,LN_RPA_Count,RPA_Count,Finance,KY,Price
2509,全坤建,17-Dec,2017,25092017,3332819,7989832,26774,21.96,0.00803344,16,0.18,M2500,17.9,0,0,0,0,0,20.36
2511,太子,22-Dec,2022,25112022,25984347,47953814,2030346,16.01,0.078137272,18,1.25,M2500,11.21,0,0,0,0,0,11.5
2511,太子,21-Dec,2021,25112021,25767247,50302376,1132200,15.87,0.043939502,18,0.7,M2500,12.07,0,0,0,0,0,10.92
2511,太子,20-Dec,2020,25112020,24425362,52165414,289116,15.05,0.011836713,18,0.18,M2500,9.78,0,0,0,0,0,10.58
2511,太子,19-Dec,2019,25112019,24144812,54737503,899470,14.87,0.037253137,18,0.55,M2500,7.72,0,0,0,0,0,8.54
2511,太子,18-Dec,2018,25112018,24177881,50755603,1169361,14.89,0.048364908,18,0.72,M2500,9.27,0,0,0,0,0,9.39
2511,太子,17-Dec,2017,25112017,24176652,50275125,1230186,14.89,0.050883224,18,0.76,M2500,9,0,0,0,0,0,8.36
2514,龍邦,22-Dec,2022,25142022,10686946,25851972,334239,27.07,0.031275446,17,0.85,M9900,17.3,0,0,0,0,0,16.6
2514,龍邦,21-Dec,2021,25142021,10270581,24484957,310698,26.02,0.030251258,17,0.79,M9900,17.45,0,0,0,0,0,17.35
2514,龍邦,20-Dec,2020,25142020,9533970,24230420,378249,24.15,0.039673819,17,0.96,M9900,15.35,0,0,0,0,0,17.7
2514,龍邦,19-Dec,2019,25142019,8578553,18712505,-86910,21.2,-0.010131079,17,-0.21,M9900,13.1,0,0,0,0,0,14.15
2514,龍邦,18-Dec,2018,25142018,9273824,12623316,31152,18.33,0.003359132,16,0.06,M9900,16.8,0,0,0,0,0,17.34
2514,龍邦,17-Dec,2017,25142017,9658181,13526489,502084,19.57,0.051985358,16,1.02,M9900,14.58,0,0,0,0,0,13.91
2515,中工,22-Dec,2022,25152022,22676224,45139896,3156499,14.81,0.139198616,18,2.06,M2500,8.82,0,0,0,0,0,10.57
2515,中工,20-Dec,2020,25152020,20415542,42108717,319960,13.34,0.015672374,18,0.21,M2500,7.79,1,0.693147181,1,0,0,7.79
2515,中工,21-Dec,2021,25152021,22928746,48088163,-953873,14.98,-0.041601621,18,-0.62,M2500,9,0,0,0,0,0,7.75
2515,中工,19-Dec,2019,25152019,20024558,43224174,57163,13.08,0.002854645,18,0.04,M2500,4.97,0,0,0,0,0,6.03
2515,中工,18-Dec,2018,25152018,19994319,39790804,416551,13.06,0.020833468,17,0.27,M2500,6.66,0,0,0,0,0,6.43
2515,中工,17-Dec,2017,25152017,20026358,38029290,231128,13.08,0.01154119,17,0.15,M2500,6.45,0,0,0,0,0,6.81
2516,新建,22-Dec,2022,25162022,1362366,6284838,-791020,6.02,-0.580622241,16,-3.5,M2500,4.9,0,0,0,0,0,5.47
2516,新建,21-Dec,2021,25162021,1981775,6247917,106932,8.76,0.053957689,16,0.47,M2500,5.88,0,0,0,0,0,5.15
2516,新建,20-Dec,2020,25162020,1723117,5929825,-697695,7.62,-0.404902859,16,-3.08,M2500,4.99,0,0,0,0,0,6.3
2516,新建,19-Dec,2019,25162019,2457355,7670154,32372,10.86,0.013173514,16,0.14,M2500,4.11,0,0,0,0,0,5
2516,新建,18-Dec,2018,25162018,2407718,9142060,66960,10.64,0.027810566,16,0.3,M2500,6.37,0,0,0,0,0,6.06
2516,新建,17-Dec,2017,25162017,2260390,9086683,-532632,9.99,-0.235637213,16,-2.35,M2500,6.38,0,0,0,0,0,6.45
2520,冠德,22-Dec,2022,25202022,21565448,55862857,3157131,38.91,0.146397654,18,5.7,M2500,28.24,0,0,0,0,0,28.33
2520,冠德,21-Dec,2021,25202021,19995633,53848443,4048118,36.08,0.202450105,18,7.3,M2500,31.15,0,0,0,0,0,28.13
2520,冠德,20-Dec,2020,25202020,17365557,57377041,3918960,34.47,0.225674305,18,7.78,M2500,29.32,0,0,0,0,0,28.98
2520,冠德,19-Dec,2019,25202019,14412909,55824965,1524334,28.61,0.105761717,18,3.03,M2500,16.23,0,0,0,0,0,21.96
2520,冠德,18-Dec,2018,25202018,13567563,51163308,1196508,26.93,0.088188866,18,2.38,M2500,13.7,0,0,0,0,0,19.15
2520,冠德,17-Dec,2017,25202017,13061408,50105551,473911,25.93,0.036283301,18,0.94,M2500,13.81,0,0,0,0,0,14.71
2524,京城,22-Dec,2022,25242022,17275026,35063791,1009674,46.81,0.058447032,17,2.74,M2500,31.75,0,0,0,0,0,31.9
2524,京城,21-Dec,2021,25242021,16365846,34507385,1662156,44.02,0.101562486,17,4.47,M2500,35.7,0,0,0,0,0,32.65
2524,京城,20-Dec,2020,25242020,14662215,32379214,1702856,39.5,0.116139069,17,4.59,M2500,35.9,0,0,0,0,0,35.45
2524,京城,19-Dec,2019,25242019,13422786,36062603,1616344,34.88,0.120417922,17,4.2,M2500,30.35,0,0,0,0,0,34.85
2524,京城,18-Dec,2018,25242018,11761490,33312038,497728,30.58,0.042318448,17,1.29,M2500,28.55,0,0,0,0,0,29.6
2524,京城,17-Dec,2017,25242017,12023668,32671926,773551,31.29,0.064335692,17,2.01,M2500,20.64,0,0,0,0,0,21.19
2527,宏璟,22-Dec,2022,25272022,9599134,19772437,286153,35.51,0.029810293,17,1.06,M2500,21.24,0,0,0,0,0,23.54
2527,宏璟,21-Dec,2021,25272021,10652950,17974724,1603256,39.41,0.150498782,17,5.93,M2500,25.51,0,0,0,0,0,20.36
2527,宏璟,20-Dec,2020,25272020,8303902,17057882,366789,30.72,0.04417068,17,1.36,M2500,17.13,0,0,0,0,0,22.33
2527,宏璟,19-Dec,2019,25272019,8479965,17987600,724008,31.37,0.085378654,17,2.68,M2500,13,0,0,0,0,0,15.59
2527,宏璟,18-Dec,2018,25272018,6973066,20553516,400891,25.8,0.057491353,17,1.48,M2500,16.39,0,0,0,0,0,15.69
2527,宏璟,17-Dec,2017,25272017,7645001,21624194,18251,28.28,0.002387312,17,0.07,M2500,19.94,0,0,0,0,0,22.43
2528,皇普,22-Dec,2022,25282022,5163084,19205445,238392,13.59,0.046172404,17,0.63,M2500,20.48,0,0,0,0,0,25.9
2528,皇普,21-Dec,2021,25282021,4232345,16554049,490743,12.83,0.115950614,17,1.49,M2500,19.33,0,0,0,0,0,19.06
2528,皇普,20-Dec,2020,25282020,3742191,12289613,-210857,11.34,-0.056345868,16,-0.64,M2500,22.68,0,0,0,0,0,21.48
2528,皇普,19-Dec,2019,25282019,2952613,8797698,-172595,10.66,-0.058455002,16,-0.62,M2500,16.65,0,0,0,0,0,20.14
2528,皇普,18-Dec,2018,25282018,2489633,6271033,-55945,10.58,-0.022471184,16,-0.24,M2500,13.59,0,0,0,0,0,15.6
2528,皇普,17-Dec,2017,25282017,1275338,1785321,-33705,9.3,-0.026428288,14,-0.25,M2500,17.05,0,0,0,0,0,16.03
2530,華建,22-Dec,2022,25302022,10518533,20317900,445470,12.52,0.042350963,17,0.53,M2500,18.3,0,0,0,0,0,24
2530,華建,21-Dec,2021,25302021,8640154,17576116,-120842,11.99,-0.013986093,17,-0.17,M2500,14.36,0,0,0,0,0,14.27
2530,華建,20-Dec,2020,25302020,6400558,8630866,-87279,12.29,-0.013636155,16,-0.17,M2500,14.02,0,0,0,0,0,13.39
2530,華建,19-Dec,2019,25302019,3371483,5149729,-81933,12.45,-0.024301769,15,-0.3,M2500,13.9,0,0,0,0,0,15.28
2530,華建,18-Dec,2018,25302018,3493139,5138392,38535,12.9,0.011031625,15,0.14,M2500,13.99,0,0,0,0,0,14.03
2530,華建,17-Dec,2017,25302017,3462824,5739244,-150781,12.79,-0.043542785,16,-0.56,M2500,13.29,0,0,0,0,0,13.64
2534,宏盛,22-Dec,2022,25342022,14926679,30725213,1952797,31.48,0.130825953,17,4.12,M2500,21.12,0,0,0,0,0,20.11
2534,宏盛,21-Dec,2021,25342021,13459710,32677345,852709,28.38,0.063352702,17,1.8,M2500,21.8,0,0,0,0,0,22.45
2534,宏盛,20-Dec,2020,25342020,13023505,33823686,596210,27.46,0.045779535,17,1.26,M2500,16.41,0,0,0,0,0,16.21
2534,宏盛,19-Dec,2019,25342019,13976204,29810107,1255596,23.58,0.089838128,17,2.12,M2500,13.73,0,0,0,0,0,16.17
2534,宏盛,18-Dec,2018,25342018,14127798,31272036,3004972,19.07,0.212699247,17,4.06,M2500,30.52,0,0,0,0,0,21.37
2534,宏盛,17-Dec,2017,25342017,12243767,32028010,2496650,19.83,0.203911917,17,4.04,M2500,25.84,0,0,0,0,0,33.25
2535,達欣工,22-Dec,2022,25352022,9434095,22730944,1443027,27.87,0.15295871,17,4.26,M2500,36.42,0,0,0,0,0,38.75
2535,達欣工,21-Dec,2021,25352021,8826391,21933445,1130088,26.08,0.128035117,17,3.34,M2500,35.46,0,0,0,0,0,31.9
2535,達欣工,20-Dec,2020,25352020,8363767,19785874,1082309,25.04,0.12940449,17,3.24,M2500,30.36,0,0,0,0,0,32.52
2535,達欣工,19-Dec,2019,25352019,7351050,17076710,613160,23.6,0.083411213,17,1.97,M2500,17.2,0,0,0,0,0,19.94
2535,達欣工,18-Dec,2018,25352018,6537190,17734215,706492,23.91,0.108072735,17,2.58,M2500,17.72,0,0,0,0,0,17.93
2535,達欣工,17-Dec,2017,25352017,5334113,16369436,402581,23.01,0.075472904,17,1.74,M2500,15.7,0,0,0,0,0,17.72
2536,宏普,22-Dec,2022,25362022,12268215,39534803,-62507,36.86,-0.005095036,17,-0.19,M2500,24.02,0,0,0,0,0,26.43
2536,宏普,21-Dec,2021,25362021,11742722,33910437,-100880,35.28,-0.008590853,17,-0.3,M2500,21.57,0,0,0,0,0,20.79
2536,宏普,20-Dec,2020,25362020,12176754,23585966,610034,36.59,0.050098245,17,1.83,M2500,20.93,0,0,0,0,0,20.05
2536,宏普,19-Dec,2019,25362019,11963456,19805834,464501,35.95,0.038826657,17,1.4,M2500,17.97,0,0,0,0,0,20.83
2536,宏普,18-Dec,2018,25362018,11648864,16099486,444441,35,0.038153162,17,1.34,M2500,17.09,0,0,0,0,0,17.8
2536,宏普,17-Dec,2017,25362017,11667263,17779233,770349,35.06,0.066026539,17,2.31,M2500,17.78,0,0,0,0,0,17.15
2537,聯上發,22-Dec,2022,25372022,4135441,15056449,77395,13.76,0.018715054,17,0.26,M2500,6.85,0,0,0,0,0,7.48
2537,聯上發,21-Dec,2021,25372021,4327493,14853636,414551,14.4,0.095794725,17,1.38,M2500,9.59,0,0,0,0,0,8.13
2537,聯上發,20-Dec,2020,25372020,4032863,12242157,175654,13.42,0.043555658,16,0.58,M2500,8.61,0,0,0,0,0,8.55
2537,聯上發,19-Dec,2019,25372019,3856594,8832785,-246694,12.83,-0.063966806,16,-0.82,M2500,6.39,0,0,0,0,0,8.49
2537,聯上發,18-Dec,2018,25372018,4120771,8388780,27474,13.71,0.006667199,16,0.09,M2500,5.58,0,0,0,0,0,6.14
2537,聯上發,17-Dec,2017,25372017,4036827,7682240,-51805,13.43,-0.012833099,16,-0.17,M2500,6.85,0,0,0,0,0,6.67
2538,基泰,22-Dec,2022,25382022,6201859,25127993,175617,14.15,0.028316832,17,0.4,M2500,12.16,0,0,0,0,0,12.45
2538,基泰,21-Dec,2021,25382021,6319737,21080550,-121723,14.41,-0.01926077,17,-0.28,M2500,11.88,0,0,0,0,0,11.7
2538,基泰,20-Dec,2020,25382020,6684526,20817742,-125415,15.25,-0.018761989,17,-0.29,M2500,8.86,0,0,0,0,0,8.82
2538,基泰,19-Dec,2019,25382019,7092378,20106421,-291022,16.18,-0.041033064,17,-0.66,M2500,7.46,0,0,0,0,0,8.57
2538,基泰,18-Dec,2018,25382018,7672805,19500273,49233,17.5,0.006416558,17,0.11,M2500,9.6,0,0,0,0,0,9.96
2538,基泰,17-Dec,2017,25382017,7943557,18718245,62716,18.12,0.007895204,17,0.14,M2500,7.79,0,0,0,0,0,8.38
2539,櫻花建,22-Dec,2022,25392022,9960801,20959488,1505410,13.54,0.151133428,17,2.05,M2500,31.99,0,0,0,0,0,35.64
2539,櫻花建,21-Dec,2021,25392021,8489281,21008129,754063,13.24,0.088825308,17,1.18,M2500,24.51,0,0,0,0,0,24.51
2539,櫻花建,20-Dec,2020,25392020,7767161,18142845,821470,13.9,0.105761938,17,1.47,M2500,21.87,0,0,0,0,0,20.92
2539,櫻花建,19-Dec,2019,25392019,7233200,13653210,1484487,15.6,0.205232401,16,3.2,M2500,16.55,0,0,0,0,0,18.34
2539,櫻花建,18-Dec,2018,25392018,5761744,12555824,448981,14.11,0.077924496,16,1.1,M2500,13.34,0,0,0,0,0,14.14
2539,櫻花建,17-Dec,2017,25392017,5861462,11108539,986814,15.51,0.168356291,16,2.61,M2500,12.15,0,0,0,0,0,12.4
2540,愛山林,22-Dec,2022,25402022,6136149,27110937,426612,23.06,0.069524387,17,1.6,M2500,54.34,0,0,0,0,0,56.75
2540,愛山林,21-Dec,2021,25402021,6255944,20407353,1132065,38.79,0.180958301,17,7.02,M2500,54.49,0,0,0,0,0,52.77
2540,愛山林,20-Dec,2020,25402020,5270479,15800823,906262,35.95,0.171950595,17,6.18,M2500,26.73,0,0,0,0,0,27.46
2540,愛山林,19-Dec,2019,25402019,4363768,12710149,202389,29.77,0.046379413,16,1.38,M2500,6.56,0,0,0,0,0,12.88
2540,愛山林,18-Dec,2018,25402018,4161379,11327683,184865,28.39,0.044423976,16,1.26,M2500,10.01,0,0,0,0,0,9.78
2540,愛山林,17-Dec,2017,25402017,4058007,10727671,18170,27.68,0.004477567,16,0.12,M2500,11.57,0,0,0,0,0,10.1
2542,興富發,22-Dec,2022,25422022,49048753,225166557,3938845,28.61,0.080304692,19,2.3,M2500,36.97,0,0,0,0,0,38.32
2542,興富發,21-Dec,2021,25422021,45715401,203515593,7600739,32.89,0.166262109,19,5.47,M2500,33.96,0,0,0,0,0,33.81
2542,興富發,20-Dec,2020,25422020,35800518,180807358,2918728,27.75,0.081527535,19,2.26,M2500,31.15,0,0,0,0,0,31.25
2542,興富發,19-Dec,2019,25422019,34443182,147823545,2449877,29.52,0.071128068,19,2.1,M2500,25.79,0,0,0,0,0,27.73
2542,興富發,18-Dec,2018,25422018,40102148,130901091,8610287,34.37,0.214708873,19,7.38,M2500,28.79,0,0,0,0,0,28.03
2542,興富發,17-Dec,2017,25422017,34311070,124105870,2135280,29.41,0.062232976,19,1.83,M2500,23.77,0,0,0,0,0,23.82
2543,皇昌,22-Dec,2022,25432022,2829872,12913531,272568,11.92,0.096318137,16,1.15,M2500,9.15,0,0,0,0,0,9.79
2543,皇昌,21-Dec,2021,25432021,2563550,9139250,389901,10.79,0.152094166,16,1.64,M2500,7.62,0,0,0,0,0,8.43
2543,皇昌,20-Dec,2020,25432020,2171706,8093466,50994,8.97,0.023481079,16,0.21,M2500,6.73,0,0,0,0,0,7.44
2543,皇昌,19-Dec,2019,25432019,2125993,7611530,10720,8.79,0.00504235,16,0.04,M2500,6.86,0,0,0,0,0,6.42
2543,皇昌,18-Dec,2018,25432018,2108966,6693683,-527592,8.72,-0.250166195,16,-2.18,M2500,7.48,0,0,0,0,0,7.48
2543,皇昌,17-Dec,2017,25432017,2654812,4850227,-2919,10.97,-0.001099513,15,-0.01,M2500,8.08,0,0,0,0,0,7.87
2545,皇翔,22-Dec,2022,25452022,12227900,50803509,1486953,37.31,0.121603301,18,4.54,M2500,40.82,0,0,0,0,0,40.65
2545,皇翔,21-Dec,2021,25452021,12395679,47505422,2455386,37.82,0.198084026,18,7.49,M2500,43.41,0,0,0,0,0,37.58
2545,皇翔,20-Dec,2020,25452020,11424761,41530427,1725148,34.86,0.151000796,18,5.26,M2500,30.64,0,0,0,0,0,30.78
2545,皇翔,19-Dec,2019,25452019,10071528,40244315,1015,30.73,0.000100779,18,0,M2500,19.53,0,0,0,0,0,23.94
2545,皇翔,18-Dec,2018,25452018,10646813,39443007,166523,32.49,0.015640643,17,0.51,M2500,17.8,0,0,0,0,0,20.5
2545,皇翔,17-Dec,2017,25452017,10264510,39940585,213300,31.32,0.020780339,18,0.65,M2500,18.2,0,0,0,0,0,16.63
2546,根基,22-Dec,2022,25462022,4186431,11798692,1065187,35.89,0.254437969,16,9.13,M2500,61.99,0,0,0,0,0,65.92
2546,根基,21-Dec,2021,25462021,3511139,9277743,724393,33.11,0.206312823,16,6.83,M2500,45.97,0,0,0,0,0,40.11
2546,根基,20-Dec,2020,25462020,3069278,9433656,632539,28.95,0.20608723,16,5.97,M2500,36.67,0,0,0,0,0,34.91
2546,根基,19-Dec,2019,25462019,2741122,8276848,395329,25.85,0.1442216,16,3.73,M2500,23.41,0,0,0,0,0,29.24
2546,根基,18-Dec,2018,25462018,2532922,6983783,413968,23.89,0.163434958,16,3.9,M2500,20.72,0,0,0,0,0,24.53
2546,根基,17-Dec,2017,25462017,2354595,6600224,290245,22.21,0.123267483,16,2.74,M2500,14.12,0,0,0,0,0,14.55
2547,日勝生,22-Dec,2022,25472022,11708560,57354016,110498,13.3,0.009437369,18,0.13,M2500,9.11,0,0,0,0,0,9.07
2547,日勝生,21-Dec,2021,25472021,11648073,55930222,37317,12.94,0.003203706,18,0.04,M2500,10.22,0,0,0,0,0,9.13
2547,日勝生,20-Dec,2020,25472020,12237575,56793796,663604,13.6,0.054226757,18,0.74,M2500,10.57,0,0,0,0,0,10.11
2547,日勝生,19-Dec,2019,25472019,12283791,56070296,464956,13.46,0.037851181,18,0.51,M2500,7.8,0,0,0,0,0,8.96
2547,日勝生,18-Dec,2018,25472018,12583335,50830516,3619924,14.07,0.287676041,18,4.05,M2500,11.91,0,0,0,0,0,10.91
2547,日勝生,17-Dec,2017,25472017,9266250,74112505,-708063,10.36,-0.076413112,18,-0.79,M2500,9.06,0,0,0,0,0,8.98
2548,華固,22-Dec,2022,25482022,19371502,41559221,2954013,69.98,0.152492718,18,10.67,M2500,85.85,0,0,0,0,0,90.2
2548,華固,21-Dec,2021,25482021,18512851,42629272,2921805,66.88,0.157825772,18,10.56,M2500,76.59,0,0,0,0,0,81.97
2548,華固,20-Dec,2020,25482020,17527537,36197744,2772769,63.32,0.158195016,17,10.02,M2500,73.17,0,0,0,0,0,72.17
2548,華固,19-Dec,2019,25482019,16822524,36171618,3142138,60.77,0.186781603,17,11.35,M2500,59.91,0,0,0,0,0,66.11
2548,華固,18-Dec,2018,25482018,15109764,41003345,869639,54.58,0.057554771,18,3.14,M2500,50.52,0,0,0,0,0,58.16
2548,華固,17-Dec,2017,25482017,15835659,34309373,2202796,57.21,0.139103526,17,7.96,M2500,45.44,0,0,0,0,0,45.26
2596,綠意,22-Dec,2022,25962022,2436906,3699978,55024,24.37,0.022579451,15,0.55,M2500,20.35,0,0,0,0,0,21.55
2596,綠意,21-Dec,2021,25962021,2531882,3540361,301305,25.32,0.119004361,15,3.01,M2500,19.71,0,0,0,0,0,17.28
2596,綠意,20-Dec,2020,25962020,2394047,3581092,188125,23.94,0.078580329,15,1.88,M2500,17.99,0,0,0,0,0,19.04
2596,綠意,19-Dec,2019,25962019,2305922,3091397,41594,23.06,0.018037904,15,0.42,M2500,13.28,0,0,0,0,0,16.88
2596,綠意,18-Dec,2018,25962018,2464328,2645698,386515,24.64,0.156843975,15,3.87,M2500,17.33,0,0,0,0,0,16.45
2596,綠意,17-Dec,2017,25962017,2292418,2854117,348489,23.54,0.152018087,15,3.58,M2500,11.35,0,0,0,0,0,17.06
2597,潤弘,22-Dec,2022,25972022,8076446,22338310,2117229,43.67,0.262148599,17,11.45,M2500,114.04,0,0,0,0,0,106.25
2597,潤弘,21-Dec,2021,25972021,8212237,17410389,1931765,44.4,0.23523006,17,10.44,M2500,120.51,0,0,0,0,0,85.31
2597,潤弘,20-Dec,2020,25972020,5705094,12048273,1041994,42.26,0.18264274,16,7.72,M2500,68.92,0,0,0,0,0,89.86
2597,潤弘,19-Dec,2019,25972019,5280399,11129848,730465,39.11,0.13833519,16,5.41,M2500,32.11,0,0,0,0,0,34.93
2597,潤弘,18-Dec,2018,25972018,5463940,9939516,735595,40.47,0.13462721,16,5.45,M2500,29.35,0,0,0,0,0,30.05
2597,潤弘,17-Dec,2017,25972017,5136716,9341683,452198,38.05,0.088032509,16,3.35,M2500,17.69,0,0,0,0,0,18.11
2601,益航,22-Dec,2022,26012022,13645065,35765586,-347055,16.35,-0.02543447,17,-0.42,M2900,9.14,0,0,0,0,0,8.98
2601,益航,21-Dec,2021,26012021,13259050,38987376,-33,15.88,-2.49E-06,17,0,M2900,11.55,0,0,0,0,0,9.52
2601,益航,20-Dec,2020,26012020,11990712,36282929,-229079,17.46,-0.019104704,17,-0.33,M2900,10.8,0,0,0,0,0,25.95
2601,益航,19-Dec,2019,26012019,13258758,38269765,403151,21.02,0.030406393,17,0.64,M2900,7.59,0,0,0,0,0,8.8
2601,益航,18-Dec,2018,26012018,13079712,34475093,617624,20.73,0.04722,17,0.98,M2900,10.64,0,0,0,0,0,10.47
2601,益航,17-Dec,2017,26012017,12926642,35018731,75763,20.49,0.005860996,17,0.12,M2900,7.28,0,0,0,0,0,10.95
2603,長榮,22-Dec,2022,26032022,582550035,887512057,346188576,275.25,0.594264106,21,163.57,M2600,86.92,0,0,0,0,0,93.5
2603,長榮,21-Dec,2021,26032021,357321590,611026120,263061791,67.54,0.73620458,20,49.72,M2600,142.91,0,0,0,0,0,107.37
2603,長榮,20-Dec,2020,26032020,101494293,334220840,28733668,20.34,0.283106243,20,5.76,M2600,47.22,0,0,0,0,0,204.44
2603,長榮,19-Dec,2019,26032019,73594846,306595638,-173896,15.29,-0.002362883,20,-0.04,M2600,9.6,0,0,0,0,0,11.16
2603,長榮,18-Dec,2018,26032018,70967836,229011955,62764,15.73,0.000884401,19,0.01,M2600,12.29,0,0,0,0,0,12.8
2603,長榮,17-Dec,2017,26032017,66688790,200079897,6042934,16.62,0.09061394,19,1.51,M2600,14.55,0,0,0,0,0,12.48
2605,新興,22-Dec,2022,26052022,17469492,21666126,424343,29.84,0.024290517,17,0.72,M2600,24.15,0,0,0,0,0,20.1
2605,新興,21-Dec,2021,26052021,15867009,21534918,1071230,27.11,0.067513039,17,1.83,M2600,26.15,0,0,0,0,0,19.12
2605,新興,20-Dec,2020,26052020,15638425,21145563,690373,26.72,0.044145942,17,1.18,M2600,20.28,0,0,0,0,0,49.92
2605,新興,19-Dec,2019,26052019,16702697,23302885,160938,28.53,0.00963545,17,0.27,M2600,10.04,0,0,0,0,0,13.59
2605,新興,18-Dec,2018,26052018,17503451,24428478,84847,30.8,0.004847444,17,0.15,M2600,13.51,0,0,0,0,0,13.85
2605,新興,17-Dec,2017,26052017,17091146,23901694,650476,30.07,0.038059238,17,1.14,M2600,14.72,0,0,0,0,0,12.65
2606,裕民,22-Dec,2022,26062022,32900503,76426390,4449459,38.93,0.135239847,18,5.27,M2600,52.44,0,0,0,0,0,44.45
2606,裕民,21-Dec,2021,26062021,25858718,62279181,4018744,30.6,0.155411571,18,4.76,M2600,51.79,0,0,0,0,0,38.57
2606,裕民,20-Dec,2020,26062020,23175494,60642487,706737,27.42,0.030495013,18,0.84,M2600,35.49,0,0,0,0,0,76.57
2606,裕民,19-Dec,2019,26062019,26844559,62258977,1477371,31.77,0.055034281,18,1.75,M2600,20.99,0,0,0,0,0,25.27
2606,裕民,18-Dec,2018,26062018,25625535,63208651,1524495,30.32,0.059491246,18,1.8,M2600,23.76,0,0,0,0,0,25.6
2606,裕民,17-Dec,2017,26062017,21840210,53896205,1407578,25.84,0.064448922,18,1.67,M2600,26.05,0,0,0,0,0,24.72
2607,榮運,22-Dec,2022,26072022,29820523,42047855,3530900,27.94,0.118405033,18,3.31,M2600,26.47,0,0,0,0,0,27.52
2607,榮運,20-Dec,2020,26072020,23349617,35071774,666891,21.88,0.028561111,17,0.62,M2600,17.28,1,0.693147181,1,0,0,46.33
2607,榮運,21-Dec,2021,26072021,27730953,41805280,983151,25.99,0.035453199,18,0.92,M2600,34.79,0,0,0,0,0,26.96
2607,榮運,19-Dec,2019,26072019,22822776,35011802,789478,21.39,0.034591673,17,0.74,M2600,10.5,0,0,0,0,0,12.46
2607,榮運,18-Dec,2018,26072018,22530677,33219084,885181,21.11,0.039287812,17,0.83,M2600,11.98,0,0,0,0,0,12.69
2607,榮運,17-Dec,2017,26072017,21690865,33092511,781390,20.33,0.036023921,17,0.73,M2600,11.45,0,0,0,0,0,11.45
2608,嘉里大榮,22-Dec,2022,26082022,12163055,24741217,1353808,26.05,0.111304931,17,2.9,M2600,36.32,0,0,0,0,0,37.52
2608,嘉里大榮,21-Dec,2021,26082021,11533481,24161965,1466086,24.7,0.127115656,17,3.14,M2600,40.19,0,0,0,0,0,36.79
2608,嘉里大榮,20-Dec,2020,26082020,10822703,21668904,1581549,23.18,0.146132533,17,3.39,M2600,39.34,0,0,0,0,0,61.6
2608,嘉里大榮,19-Dec,2019,26082019,10014518,21520632,1278757,21.44,0.127690319,17,2.74,M2600,31.19,0,0,0,0,0,35.01
2608,嘉里大榮,18-Dec,2018,26082018,8898134,15360068,1180855,19.05,0.132708161,17,2.53,M2600,30.35,0,0,0,0,0,30.43
2608,嘉里大榮,17-Dec,2017,26082017,8366591,14093033,1030376,17.92,0.123153624,16,2.21,M2600,29.72,0,0,0,0,0,31.42
2609,陽明,22-Dec,2022,26092022,343785963,508148780,182816788,98.45,0.531775022,20,52.35,M2600,45.74,0,0,0,0,0,44.82
2609,陽明,18-Dec,2018,26092018,20294744,139973099,-6225348,8.74,-0.306746811,19,-2.68,M2600,4.9,1,0.693147181,1,0,0,4.62
2609,陽明,19-Dec,2019,26092019,17082199,191001839,-4070953,6.57,-0.238315512,19,-1.56,M2600,2.88,1,0.693147181,1,0,0,3.68
2609,陽明,20-Dec,2020,26092020,36334852,194975985,13145370,11.47,0.361784052,19,4.15,M2600,21.36,1,1.609437912,4,0,0,103.42
2609,陽明,21-Dec,2021,26092021,234322666,384415884,165880200,67.1,0.707913591,20,47.5,M2600,70.55,1,1.098612289,2,0,0,58.55
2609,陽明,17-Dec,2017,26092017,26509600,132876410,354205,11.41,0.013361386,19,0.15,M2600,5.98,0,0,0,0,0,5.1
2610,華航,22-Dec,2022,26102022,72453442,294412193,1658194,12.05,0.022886339,20,0.28,M2600,19.15,0,0,0,0,0,25.73
2610,華航,21-Dec,2021,26102021,77205018,294721081,10134080,12.99,0.131261934,20,1.71,M2600,25.23,0,0,0,0,0,22.25
2610,華航,20-Dec,2020,26102020,60711573,284194084,175882,11.2,0.002897009,19,0.03,M2600,14.44,0,0,0,0,0,18.04
2610,華航,19-Dec,2019,26102019,60132117,293047979,-732236,11.09,-0.01217712,19,-0.14,M2600,6.26,0,0,0,0,0,7.76
2610,華航,18-Dec,2018,26102018,60047084,230136582,2576347,11.08,0.042905447,19,0.48,M2600,9.14,0,0,0,0,0,9.12
2610,華航,17-Dec,2017,26102017,59157519,225899632,6481009,10.81,0.109555118,19,1.18,M2600,9.78,0,0,0,0,0,8.62
2611,志信,22-Dec,2022,26112022,2714165,3593847,178768,14.36,0.065864824,15,0.95,M2600,13.55,0,0,0,0,0,13.35
2611,志信,21-Dec,2021,26112021,3271454,4233524,63526,19.04,0.019418277,15,0.37,M2600,20.08,0,0,0,0,0,15.84
2611,志信,20-Dec,2020,26112020,2723969,4527959,-65518,15.75,-0.024052403,15,-0.38,M2600,11.64,0,0,0,0,0,36.71
2611,志信,19-Dec,2019,26112019,2695819,4688229,-142436,15.32,-0.052835891,15,-0.81,M2600,4.79,0,0,0,0,0,5.86
2611,志信,18-Dec,2018,26112018,2826855,4322735,24548,15.88,0.008683855,15,0.14,M2600,6.15,0,0,0,0,0,6.49
