代號,名稱,年/月,Year,Key,Equity,TA,NI,BVE,NB,LNAT,NIS,Industry,Price3m,RPA,LN_RPA_Count,RPA_Count,Finance,KY,Price
4924,欣厚-KY,17-Dec,2017,49242017,289851,458162,-25951,7.8,-0.089532208,13,-0.7,M2325,9.67,0,0,0,0,1,9.06
4927,泰鼎-KY,22-Dec,2022,49272022,8031540,20022978,843560,42.29,0.105030916,17,4.44,M2328,57.27,0,0,0,0,1,61.14
4927,泰鼎-KY,21-Dec,2021,49272021,7429681,19795423,1400610,39.12,0.188515496,17,7.37,M2328,96.31,0,0,0,0,1,62.97
4927,泰鼎-KY,20-Dec,2020,49272020,7660971,15268362,1244664,40.33,0.162468178,17,6.55,M2328,57.57,0,0,0,0,1,52.38
4927,泰鼎-KY,19-Dec,2019,49272019,7445489,11808892,850042,39.39,0.114168727,16,4.5,M2328,39.26,0,0,0,0,1,57.59
4927,泰鼎-KY,18-Dec,2018,49272018,6008895,12141347,845663,35.3,0.140735193,16,4.97,M2328,34.95,0,0,0,0,1,43.52
4927,泰鼎-KY,17-Dec,2017,49272017,4403352,11231113,90630,30.47,0.020582047,16,0.63,M2328,15.1,0,0,0,0,1,18.21
4930,燦星網,22-Dec,2022,49302022,5938527,11630776,543096,74.23,0.091452982,16,6.79,M1600,26.85,0,0,0,0,0,26.25
4930,燦星網,21-Dec,2021,49302021,6220466,13048978,431313,46.32,0.069337731,16,3.21,M1600,28.82,0,0,0,0,0,22.3
4930,燦星網,20-Dec,2020,49302020,6078976,14966601,412573,45.26,0.067868832,17,3.07,M1600,34.59,0,0,0,0,0,27.94
4930,燦星網,19-Dec,2019,49302019,5625568,13334366,385414,41.89,0.068511126,16,2.87,M1600,8.47,0,0,0,0,0,10.36
4930,燦星網,18-Dec,2018,49302018,5915149,11638453,-219720,44.04,-0.037145303,16,-1.64,M1600,12.16,0,0,0,0,0,11.06
4930,燦星網,17-Dec,2017,49302017,6172242,11830301,75043,45.96,0.012158143,16,0.56,M1600,12.31,0,0,0,0,0,11.91
4931,新盛力,22-Dec,2022,49312022,1093599,1885770,189684,17.04,0.173449317,14,2.96,M2325,44.56,0,0,0,0,0,43.8
4931,新盛力,21-Dec,2021,49312021,885780,1378676,-38678,13.92,-0.04366547,14,-0.61,M2325,25.51,0,0,0,0,0,36.86
4931,新盛力,20-Dec,2020,49312020,967163,1359535,63970,15.43,0.066141902,14,1.02,M2325,20.52,0,0,0,0,0,17.44
4931,新盛力,19-Dec,2019,49312019,997894,1397931,141621,16.1,0.141919883,14,2.29,M2325,20.52,0,0,0,0,0,23.85
4806,昇華,22-Dec,2022,48062022,18526,331389,-181676,0.34,-9.806542157,13,-3.35,M3200,6.35,0,0,0,0,0,#N/A
4923,力士,20-Dec,2020,49232020,434783,603267,14661,17.39,0.03372027,13,0.59,M2324,#N/A,0,0,0,0,0,#N/A
4933,友輝,22-Dec,2022,49332022,3287914,4176867,291738,41.01,0.088730423,15,3.64,M2326,32.33,0,0,0,0,0,33.72
4933,友輝,21-Dec,2021,49332021,3277787,4319342,293649,41,0.089587578,15,3.67,M2326,32.82,0,0,0,0,0,30.17
4933,友輝,20-Dec,2020,49332020,3145747,4162924,203829,39.59,0.064795103,15,2.57,M2326,35.24,0,0,0,0,0,32.26
4933,友輝,19-Dec,2019,49332019,3007985,3653371,87398,38.53,0.029055331,15,1.12,M2326,13.91,0,0,0,0,0,18.43
4933,友輝,18-Dec,2018,49332018,3010129,3472637,138389,39.23,0.045974442,15,1.8,M2326,26.25,0,0,0,0,0,20.67
4933,友輝,17-Dec,2017,49332017,2923419,3373865,27973,37.8,0.009568591,15,0.36,M2326,14.02,0,0,0,0,0,13.05
4934,太極,22-Dec,2022,49342022,2507212,3403195,-182531,11.14,-0.07280238,15,-0.81,M2326,30.9,0,0,0,0,0,32.55
4934,太極,21-Dec,2021,49342021,1788272,4012882,-945050,7.95,-0.52847106,15,-4.2,M2326,29.7,0,0,0,0,0,33.5
4934,太極,20-Dec,2020,49342020,1778281,3943027,39227,8.89,0.022058943,15,0.2,M2326,26.69,0,0,0,0,0,23.29
4934,太極,19-Dec,2019,49342019,1798672,4170216,-290647,5.04,-0.161589773,15,-0.82,M2326,10.75,0,0,0,0,0,15.94
4934,太極,18-Dec,2018,49342018,2326797,5044428,-1258958,6.53,-0.541069118,15,-3.53,M2326,7.96,0,0,0,0,0,7.63
4934,太極,17-Dec,2017,49342017,4254213,7312467,-445139,11.93,-0.104634864,16,-1.25,M2326,17.84,0,0,0,0,0,15
4935,茂林-KY,22-Dec,2022,49352022,8251765,11838444,1036838,64.03,0.125650452,16,8.05,M2326,54.77,0,0,0,0,1,54.21
4935,茂林-KY,21-Dec,2021,49352021,7620361,12282232,1261811,58.2,0.16558415,16,9.64,M2326,57.56,0,0,0,0,1,50.14
4935,茂林-KY,20-Dec,2020,49352020,7244403,12439047,1366469,55.33,0.188624101,16,10.44,M2326,85.22,0,0,0,0,1,78.69
4935,茂林-KY,19-Dec,2019,49352019,6178466,9828558,352613,47.19,0.057071286,16,2.69,M2326,86.89,0,0,0,0,1,99.86
4935,茂林-KY,18-Dec,2018,49352018,6110943,8659046,172236,46.67,0.028184848,16,1.32,M2326,25.79,0,0,0,0,1,35.3
4935,茂林-KY,17-Dec,2017,49352017,6046161,8789942,268039,46.18,0.044332098,16,2.05,M2326,29.2,0,0,0,0,1,27.73
4938,和碩,22-Dec,2022,49382022,214568263,636222787,25675070,80.43,0.119659215,20,9.62,M2325,66.02,0,0,0,0,0,70.85
4938,和碩,21-Dec,2021,49382021,194266877,676770363,20769014,72.78,0.106909702,20,7.78,M2325,63.44,0,0,0,0,0,53.99
4938,和碩,20-Dec,2020,49382020,198940522,684346609,19678182,74.71,0.098914901,20,7.39,M2325,60.97,0,0,0,0,0,60.28
4938,和碩,19-Dec,2019,49382019,193245513,570519793,14256187,74.01,0.073772409,20,5.46,M2325,44.64,0,0,0,0,0,52.66
4938,和碩,18-Dec,2018,49382018,186446783,584350615,11171910,71.37,0.059920101,20,4.28,M2325,38.45,0,0,0,0,0,38.74
4938,和碩,17-Dec,2017,49382017,179723810,488235619,15842719,68.75,0.088150362,20,6.06,M2325,49.61,0,0,0,0,0,42.61
4939,亞電,22-Dec,2022,49392022,1543720,2874737,34758,15.72,0.022515741,15,0.35,M2328,15.85,0,0,0,0,0,16.45
4939,亞電,21-Dec,2021,49392021,1610791,3038314,175352,16.4,0.108860802,15,1.79,M2328,21.9,0,0,0,0,0,17.55
4939,亞電,20-Dec,2020,49392020,1572714,2877788,159050,16.02,0.101130911,15,1.62,M2328,22.73,0,0,0,0,0,20.74
4939,亞電,19-Dec,2019,49392019,1405839,2638692,44054,14.32,0.031336447,15,0.45,M2328,8.56,0,0,0,0,0,11.58
4939,亞電,18-Dec,2018,49392018,1512196,2643529,111824,15.4,0.073948086,15,1.14,M2328,16.54,0,0,0,0,0,14.65
4939,亞電,17-Dec,2017,49392017,1324392,2150961,119836,13.49,0.090483784,15,1.22,M2328,14.85,0,0,0,0,0,22.29
4942,嘉彰,22-Dec,2022,49422022,8353398,10768155,637951,58.67,0.076370239,16,4.48,M2326,35.73,0,0,0,0,0,39.02
4942,嘉彰,21-Dec,2021,49422021,7973035,11311150,905489,56,0.113568923,16,6.36,M2326,41.65,0,0,0,0,0,34.43
4942,嘉彰,20-Dec,2020,49422020,7493939,10249628,605240,52.64,0.080763935,16,4.25,M2326,34.82,0,0,0,0,0,38.83
4942,嘉彰,19-Dec,2019,49422019,7109656,9803217,657805,49.94,0.092522761,16,4.62,M2326,22.67,0,0,0,0,0,27.95
4942,嘉彰,18-Dec,2018,49422018,7011038,9856170,601231,49.25,0.08575492,16,4.22,M2326,29.33,0,0,0,0,0,27.29
4942,嘉彰,17-Dec,2017,49422017,6630376,9470837,231516,46.57,0.034917477,16,1.63,M2326,16.47,0,0,0,0,0,16.22
4943,康控-KY,22-Dec,2022,49432022,104378,3314634,-1546815,0.67,-14.81935849,15,-9.89,M2328,20.73,0,0,0,0,1,14.9
4943,康控-KY,21-Dec,2021,49432021,1314119,5591316,-3808024,8.36,-2.897777142,16,-24.23,M2328,47.51,0,0,0,0,1,32.9
4943,康控-KY,20-Dec,2020,49432020,5240760,9804741,-211644,33.34,-0.040384219,16,-1.35,M2328,141.29,0,0,0,0,1,131.39
4943,康控-KY,19-Dec,2019,49432019,5300334,10255225,377471,38.78,0.071216455,16,2.76,M2328,152.62,0,0,0,0,1,174.42
4943,康控-KY,18-Dec,2018,49432018,3981359,8173171,975648,33.62,0.245054013,16,8.24,M2328,215.18,0,0,0,0,1,227.45
4943,康控-KY,17-Dec,2017,49432017,3732854,7207898,1096892,34.83,0.293848085,16,10.23,M2328,389.13,0,0,0,0,1,378.16
4945,陞達科技,22-Dec,2022,49452022,676647,767802,92734,22.53,0.137049303,14,3.09,M2324,47.88,0,0,0,0,0,59.5
4945,陞達科技,21-Dec,2021,49452021,675165,808001,100538,22.46,0.148908785,14,3.34,M2324,80.76,0,0,0,0,0,61.38
4945,陞達科技,20-Dec,2020,49452020,603937,682251,52694,20.07,0.087250823,13,1.75,M2324,50.02,0,0,0,0,0,46.25
4923,力士,19-Dec,2019,49232019,432280,573015,13290,17.29,0.030743962,13,0.53,M2324,#N/A,0,0,0,0,0,#N/A
4923,力士,18-Dec,2018,49232018,488990,629749,75526,19.56,0.154453056,13,3.02,M2324,#N/A,0,0,0,0,0,#N/A
4923,力士,17-Dec,2017,49232017,252079,414932,2593,12.6,0.010286458,13,0.13,M2324,#N/A,0,0,0,0,0,#N/A
4946,辣椒,22-Dec,2022,49462022,46832,171406,-88139,3.18,-1.882025111,12,-5.99,M3200,85.5,0,0,0,0,0,65.2
4946,辣椒,21-Dec,2021,49462021,118924,240343,-66816,8.71,-0.561837812,12,-4.89,M3200,169.2,0,0,0,0,0,121.2
4946,辣椒,20-Dec,2020,49462020,100471,221333,-108692,7.36,-1.081824606,12,-7.96,M3200,81,0,0,0,0,0,79.1
4946,辣椒,19-Dec,2019,49462019,171605,357205,-171731,6.28,-1.000734244,13,-6.29,M3200,62,0,0,0,0,0,54.4
4946,辣椒,18-Dec,2018,49462018,371728,521030,-19232,13.61,-0.051736754,13,-0.7,M3200,137.6,0,0,0,0,0,122.8
4946,辣椒,17-Dec,2017,49462017,343095,624694,2643,12.56,0.007703406,13,0.1,M3200,158.6,0,0,0,0,0,153.67
4950,牧東,22-Dec,2022,49502022,287352,336831,-64390,6.15,-0.22408057,13,-1.38,M9900,18.4,0,0,0,0,0,16.35
4950,牧東,21-Dec,2021,49502021,352347,458921,19890,7.54,0.056450034,13,0.43,M9900,28.1,0,0,0,0,0,26
4950,牧東,20-Dec,2020,49502020,315808,386876,-139209,6.9,-0.44080264,13,-3.04,M9900,23.95,0,0,0,0,0,21.8
4950,牧東,19-Dec,2019,49502019,510919,1009026,-191035,11.16,-0.37390467,14,-4.17,M9900,6.38,0,0,0,0,0,5.82
4950,牧東,18-Dec,2018,49502018,845986,1556863,-91201,18.48,-0.107804384,14,-1.99,M9900,14.3,0,0,0,0,0,10.65
4950,牧東,17-Dec,2017,49502017,1061068,2477194,-133510,23.18,-0.125826055,15,-2.92,M9900,18.4,0,0,0,0,0,17
4951,精拓科,22-Dec,2022,49512022,846198,964336,142673,24.78,0.168604747,14,4.18,M2324,56.74,0,0,0,0,0,74.12
4931,新盛力,18-Dec,2018,49312018,694734,1134516,86463,12.7,0.124454827,14,1.58,M2328,#N/A,0,0,0,0,0,#N/A
4931,新盛力,17-Dec,2017,49312017,613900,1174657,33753,8.81,0.054981267,14,0.48,M2328,#N/A,0,0,0,0,0,#N/A
4945,陞達科技,19-Dec,2019,49452019,429641,513988,44125,16.52,0.102702023,13,1.7,M2324,#N/A,0,0,0,0,0,#N/A
4945,陞達科技,18-Dec,2018,49452018,438000,506083,83944,16.85,0.191652968,13,3.23,M2300,#N/A,0,0,0,0,0,#N/A
4945,陞達科技,17-Dec,2017,49452017,292630,354136,17644,12.96,0.06029457,13,0.78,M2300,#N/A,0,0,0,0,0,#N/A
4952,凌通,22-Dec,2022,49522022,2500119,3307028,578525,22.98,0.231398985,15,5.32,M2324,52.57,0,0,0,0,0,51.3
4952,凌通,21-Dec,2021,49522021,2501266,3719287,658391,22.99,0.263223104,15,6.05,M2324,66.83,0,0,0,0,0,54.22
4952,凌通,20-Dec,2020,49522020,2109313,2870648,281630,19.38,0.133517406,15,2.59,M2324,47.12,0,0,0,0,0,46.3
4952,凌通,19-Dec,2019,49522019,2017263,2712932,222811,18.54,0.110452132,15,2.05,M2324,20.33,0,0,0,0,0,24.58
4952,凌通,18-Dec,2018,49522018,2084134,2812907,283738,19.15,0.136141918,15,2.61,M2324,26.36,0,0,0,0,0,26
4952,凌通,17-Dec,2017,49522017,2139027,2924080,358699,19.66,0.1676926,15,3.3,M2324,32.73,0,0,0,0,0,28.56
4953,緯軟,22-Dec,2022,49532022,2798380,4561758,552121,41.67,0.197300224,15,8.22,M2330,110.49,0,0,0,0,0,107.19
4953,緯軟,21-Dec,2021,49532021,2457722,4017467,457306,36.73,0.186069051,15,6.83,M2330,85.5,0,0,0,0,0,66.92
4953,緯軟,20-Dec,2020,49532020,2335218,3644177,467246,35.01,0.200086673,15,7,M2330,91.01,0,0,0,0,0,80.81
4953,緯軟,19-Dec,2019,49532019,2108997,3361694,424703,31.76,0.201376768,15,6.4,M2330,53.36,0,0,0,0,0,70.8
4953,緯軟,18-Dec,2018,49532018,1827202,2963630,257687,30.35,0.141028195,15,4.28,M2330,85.88,0,0,0,0,0,70.96
4953,緯軟,17-Dec,2017,49532017,1009679,1874581,110244,23.01,0.109187177,14,2.51,M2330,22.02,0,0,0,0,0,34.86
4956,光鋐,22-Dec,2022,49562022,1860884,3005344,-72302,18.53,-0.038853577,15,-0.72,M2326,16.65,0,0,0,0,0,16.15
4956,光鋐,21-Dec,2021,49562021,1973002,3149095,144091,19.65,0.07303135,15,1.44,M2326,23.05,0,0,0,0,0,16.31
4956,光鋐,20-Dec,2020,49562020,1829068,2619651,16164,18.22,0.008837288,15,0.16,M2326,25.59,0,0,0,0,0,22.07
4956,光鋐,19-Dec,2019,49562019,1812528,2679910,-126879,18.05,-0.070001125,15,-1.26,M2326,8.3,0,0,0,0,0,20.61
4956,光鋐,18-Dec,2018,49562018,1940039,2925265,-77016,19.32,-0.039698171,15,-0.77,M2326,16.36,0,0,0,0,0,13.43
4956,光鋐,17-Dec,2017,49562017,2067561,3005955,62717,20.59,0.030333809,15,0.62,M2326,21.68,0,0,0,0,0,22.21
4958,臻鼎-KY,22-Dec,2022,49582022,132865691,232560112,21451826,140.29,0.161454969,19,22.65,M2328,108.03,0,0,0,0,1,105
4958,臻鼎-KY,21-Dec,2021,49582021,113519939,195755294,13488593,119.87,0.118821355,19,14.24,M2328,97.28,0,0,0,0,1,97.6
4958,臻鼎-KY,20-Dec,2020,49582020,104037876,181120487,11594745,109.85,0.111447344,19,12.24,M2328,104.52,0,0,0,0,1,95.02
4958,臻鼎-KY,19-Dec,2019,49582019,90344101,139881335,13556850,100.13,0.150057943,19,15.03,M2328,78.02,0,0,0,0,1,107.8
4958,臻鼎-KY,18-Dec,2018,49582018,78108580,140107153,11986779,97.06,0.153463025,19,14.9,M2328,76.86,0,0,0,0,1,79.83
4958,臻鼎-KY,17-Dec,2017,49582017,55261319,123716513,6815676,68.67,0.123335384,19,8.47,M2328,52.33,0,0,0,0,1,51.49
4960,誠美材,22-Dec,2022,49602022,10970898,15065360,390472,16.25,0.035591617,17,0.58,M2326,12.68,0,0,0,0,0,11.55
4960,誠美材,21-Dec,2021,49602021,10473199,15743598,804291,15.5,0.076795161,17,1.19,M2326,11.43,0,0,0,0,0,9.71
4960,誠美材,20-Dec,2020,49602020,9621616,14571675,-88359,14.45,-0.009183385,16,-0.13,M2326,12.82,0,0,0,0,0,10.81
4960,誠美材,19-Dec,2019,49602019,9674763,14213507,-811540,14.53,-0.083882158,16,-1.22,M2326,4.86,0,0,0,0,0,7.42
4960,誠美材,18-Dec,2018,49602018,14184769,27233917,-1045952,21.31,-0.073737683,17,-1.57,M2326,11.24,0,0,0,0,0,8.63
4960,誠美材,17-Dec,2017,49602017,13281271,23458591,-1602888,19.95,-0.120687847,17,-2.41,M2326,10.76,0,0,0,0,0,9.76
4961,天鈺,22-Dec,2022,49612022,21143509,25455457,3546434,113.34,0.167731572,17,19.01,M2324,239.07,0,0,0,0,0,215.08
4961,天鈺,21-Dec,2021,49612021,17384515,24292542,6379727,93.19,0.366977566,17,34.2,M2324,253.58,0,0,0,0,0,166.59
4961,天鈺,20-Dec,2020,49612020,6276149,9269684,728911,37.67,0.116139849,16,4.38,M2324,346.82,0,0,0,0,0,374.53
4961,天鈺,19-Dec,2019,49612019,3863556,5921421,308456,23.32,0.079837331,16,1.86,M2324,27.86,0,0,0,0,0,36.4
4961,天鈺,18-Dec,2018,49612018,3648876,6437575,347605,22.4,0.095263583,16,2.13,M2324,51.54,0,0,0,0,0,43.05
4951,精拓科,21-Dec,2021,49512021,634474,784689,139792,21.04,0.220327389,14,4.64,M2324,#N/A,0,0,0,0,0,#N/A
4966,譜瑞-KY,22-Dec,2022,49662022,17731109,22071698,4898319,218.24,0.276255648,17,60.29,M2324,1038.06,0,0,0,0,1,1062.78
4966,譜瑞-KY,21-Dec,2021,49662021,14462170,19141626,5244507,178.73,0.362636243,17,64.81,M2324,1715.19,0,0,0,0,1,1089.76
4966,譜瑞-KY,20-Dec,2020,49662020,12683694,16568577,3505796,157.02,0.276401812,17,43.4,M2324,1143.28,0,0,0,0,1,1292.61
4966,譜瑞-KY,19-Dec,2019,49662019,11259797,13772608,2433759,140.89,0.216145904,16,30.45,M2324,589.08,0,0,0,0,1,896.87
4966,譜瑞-KY,18-Dec,2018,49662018,9721494,12034445,1969362,123.03,0.202578122,16,24.92,M2324,462.05,0,0,0,0,1,471.88
4966,譜瑞-KY,17-Dec,2017,49662017,8378412,10591945,1931709,106.9,0.230557891,16,24.65,M2324,504.61,0,0,0,0,1,445.45
4967,十銓,22-Dec,2022,49672022,2053617,4348751,1709,28.7,0.00083219,15,0.02,M2324,67.38,0,0,0,0,0,70.73
4967,十銓,21-Dec,2021,49672021,2353550,3715470,-125282,23.03,-0.053231076,15,-1.23,M2324,46.18,0,0,0,0,0,33.55
4967,十銓,20-Dec,2020,49672020,1479594,3716377,135381,19.86,0.091498749,15,1.82,M2324,63.47,0,0,0,0,0,87.44
4967,十銓,19-Dec,2019,49672019,1064293,2485422,7732,15.59,0.007264917,15,0.11,M2324,39.55,0,0,0,0,0,46.1
4967,十銓,18-Dec,2018,49672018,1040755,1525664,173927,17.3,0.16711618,14,2.89,M2324,31.23,0,0,0,0,0,30.52
4951,精拓科,20-Dec,2020,49512020,564125,663773,62856,18.69,0.111422114,13,2.08,M2324,#N/A,0,0,0,0,0,#N/A
4968,立積,22-Dec,2022,49682022,2372650,3447994,56057,26.31,0.023626325,15,0.62,M2324,125.5,0,0,0,0,0,177
4968,立積,21-Dec,2021,49682021,2397864,3303165,465517,27.1,0.1941382,15,5.26,M2324,184.44,0,0,0,0,0,153.38
4968,立積,20-Dec,2020,49682020,2185286,3661208,866216,34.58,0.396385645,15,13.71,M2324,435.1,0,0,0,0,0,332.5
4968,立積,19-Dec,2019,49682019,1368601,2383293,190737,22.09,0.139366404,15,3.08,M2324,81.76,0,0,0,0,0,128.43
4968,立積,18-Dec,2018,49682018,1174564,1883646,177185,19.45,0.15085172,14,2.93,M2324,33.92,0,0,0,0,0,59.59
4968,立積,17-Dec,2017,49682017,1016501,1646206,142162,18.52,0.139854265,14,2.59,M2324,46.19,0,0,0,0,0,47.1
4971,IET-KY,22-Dec,2022,49712022,1726372,1852829,141918,46.95,0.082205921,14,3.86,M2324,68.21,0,0,0,0,1,58.47
4971,IET-KY,21-Dec,2021,49712021,1453297,1565172,87702,39.8,0.060346922,14,2.4,M2324,75.14,0,0,0,0,1,65.89
4971,IET-KY,20-Dec,2020,49712020,1399082,1478450,68539,38.31,0.048988551,14,1.88,M2324,53.23,0,0,0,0,1,49.43
4971,IET-KY,19-Dec,2019,49712019,1462908,1534919,72266,40.04,0.049398869,14,1.98,M2324,36.54,0,0,0,0,1,50.2
4971,IET-KY,18-Dec,2018,49712018,1463202,1540534,55405,40.38,0.037865585,14,1.53,M2324,58.87,0,0,0,0,1,51.99
4971,IET-KY,17-Dec,2017,49712017,1436512,1525219,129274,39.75,0.089991591,14,3.58,M2324,82.68,0,0,0,0,1,70.69
4972,湯石照明,22-Dec,2022,49722022,1134237,1318409,79880,28.72,0.070426198,14,2.02,M2326,29.6,0,0,0,0,0,28.95
4972,湯石照明,21-Dec,2021,49722021,1152629,1426202,113108,28.54,0.098130448,14,2.8,M2326,29.09,0,0,0,0,0,28.03
4972,湯石照明,20-Dec,2020,49722020,1134232,1373748,65104,28.51,0.057399192,14,1.64,M2326,29.09,0,0,0,0,0,28.78
4972,湯石照明,19-Dec,2019,49722019,1142182,1374111,135251,28.43,0.118414578,14,3.37,M2326,21.44,0,0,0,0,0,23.52
4972,湯石照明,18-Dec,2018,49722018,1193900,1468535,88928,29.88,0.0744853,14,2.23,M2326,24.12,0,0,0,0,0,23.85
4972,湯石照明,17-Dec,2017,49722017,1181614,1440907,80040,29.66,0.067737857,14,2.01,M2326,29.13,0,0,0,0,0,27.08
4973,廣穎,22-Dec,2022,49732022,1931595,2781609,187400,30.42,0.097018267,15,2.95,M2324,27.06,0,0,0,0,0,31.55
4973,廣穎,21-Dec,2021,49732021,2263735,3258026,19440,35.65,0.008587578,15,0.31,M2324,21.79,0,0,0,0,0,18.44
4973,廣穎,20-Dec,2020,49732020,1807315,2528807,75073,28.46,0.041538415,15,1.18,M2324,22.16,0,0,0,0,0,25.27
4973,廣穎,19-Dec,2019,49732019,1819635,2642772,97026,28.65,0.053321683,15,1.53,M2324,20.68,0,0,0,0,0,22.72
4973,廣穎,18-Dec,2018,49732018,1598104,2258698,97019,24.81,0.060708815,15,1.51,M2324,14.09,0,0,0,0,0,13.36
4973,廣穎,17-Dec,2017,49732017,1526275,2848318,21691,23.56,0.014211725,15,0.33,M2324,14.13,0,0,0,0,0,11.86
4974,亞泰,22-Dec,2022,49742022,3052860,4130631,578726,42.11,0.18956847,15,7.98,M2328,64.96,0,0,0,0,0,64.8
4974,亞泰,21-Dec,2021,49742021,2667067,3797687,425483,36.79,0.159532175,15,5.87,M2328,47.39,0,0,0,0,0,47.68
4974,亞泰,20-Dec,2020,49742020,2526215,3662919,374250,34.84,0.148146535,15,5.16,M2328,46.11,0,0,0,0,0,47.86
4974,亞泰,19-Dec,2019,49742019,2405105,3214453,357844,33.17,0.148785188,15,4.94,M2328,33.36,0,0,0,0,0,42.68
4974,亞泰,18-Dec,2018,49742018,2341544,3210694,337519,32.3,0.144143779,15,4.66,M2328,33.28,0,0,0,0,0,32.05
4974,亞泰,17-Dec,2017,49742017,2209054,3131113,300640,30.47,0.136094455,15,4.15,M2328,32.27,0,0,0,0,0,28.79
4976,佳凌,22-Dec,2022,49762022,2745223,3342910,-127026,19.79,-0.046271651,15,-0.92,M2326,49.05,0,0,0,0,0,42.25
4976,佳凌,21-Dec,2021,49762021,2867160,3628038,6028,20.67,0.002102429,15,0.04,M2326,53.9,0,0,0,0,0,40.4
4976,佳凌,20-Dec,2020,49762020,1610312,2346310,-56832,13.55,-0.03529254,15,-0.48,M2326,100.29,0,0,0,0,0,84
4976,佳凌,19-Dec,2019,49762019,1661877,2317744,-92998,14.18,-0.055959617,15,-0.79,M2326,15.16,0,0,0,0,0,21.45
4976,佳凌,18-Dec,2018,49762018,1749138,2537265,34256,14.88,0.019584504,15,0.29,M2326,39.73,0,0,0,0,0,30.52
4976,佳凌,17-Dec,2017,49762017,1664696,2468953,-11211,14.39,-0.006734563,15,-0.1,M2326,41.99,0,0,0,0,0,58.16
4977,眾達-KY,22-Dec,2022,49772022,3720542,4962632,524289,47.28,0.140917372,15,6.66,M2327,112.82,0,0,0,0,1,87.54
4977,眾達-KY,21-Dec,2021,49772021,2463173,3078208,239637,35.86,0.097287929,15,3.49,M2327,73.85,0,0,0,0,1,70.84
4977,眾達-KY,20-Dec,2020,49772020,2668719,3286730,518276,38.85,0.194204036,15,7.55,M2327,95.89,0,0,0,0,1,82.81
4977,眾達-KY,19-Dec,2019,49772019,2231686,2960640,283906,32.81,0.127215926,15,4.17,M2327,71.02,0,0,0,0,1,104.06
4977,眾達-KY,18-Dec,2018,49772018,1684541,2386201,214455,28.08,0.127307676,15,3.58,M2327,76.14,0,0,0,0,1,70.32
4977,眾達-KY,17-Dec,2017,49772017,1707177,2353688,344029,28.19,0.201519233,15,5.68,M2327,69.05,0,0,0,0,1,66.87
4979,華星光,22-Dec,2022,49792022,1417018,2072552,285990,10.71,0.201825241,15,2.16,M2327,50.91,1,0.693147181,1,0,0,103.31
4979,華星光,21-Dec,2021,49792021,1336501,1948978,-215754,10.09,-0.161431978,14,-1.63,M2327,17.94,0,0,0,0,0,22.34
4979,華星光,20-Dec,2020,49792020,1390359,2170491,-164175,11.57,-0.118081014,15,-1.37,M2327,23.83,0,0,0,0,0,18.64
4979,華星光,19-Dec,2019,49792019,1300918,2335135,-249796,10.82,-0.192015177,15,-2.08,M2327,11.22,0,0,0,0,0,23.97
4979,華星光,18-Dec,2018,49792018,1137061,2317589,-700651,11.05,-0.616194734,15,-6.81,M2327,25.48,0,0,0,0,0,20.24
4979,華星光,17-Dec,2017,49792017,1486750,2967795,-655121,16.34,-0.44063965,15,-7.2,M2327,28.49,0,0,0,0,0,27.38
4987,科誠,22-Dec,2022,49872022,1089811,1450185,189792,34.19,0.174151298,14,5.95,M2325,56.07,0,0,0,0,0,59.51
4987,科誠,21-Dec,2021,49872021,968404,1339306,133727,33.42,0.138090095,14,4.61,M2325,47.54,0,0,0,0,0,47.46
4987,科誠,20-Dec,2020,49872020,902629,1218892,98363,35.82,0.108973897,14,3.9,M2325,37.03,0,0,0,0,0,38.38
4987,科誠,19-Dec,2019,49872019,885947,1221149,118158,35.16,0.133369152,14,4.69,M2325,30.44,0,0,0,0,0,31.84
4987,科誠,18-Dec,2018,49872018,869576,1213705,135615,34.51,0.155955316,14,5.38,M2325,35.7,0,0,0,0,0,36.86
4987,科誠,17-Dec,2017,49872017,826311,1197564,120534,32.79,0.145870017,14,4.78,M2325,34.46,0,0,0,0,0,34.56
4989,榮科,22-Dec,2022,49892022,2376993,3091029,202744,17.25,0.085294319,15,1.47,M2328,28.18,0,0,0,0,0,27.59
4989,榮科,21-Dec,2021,49892021,2427144,3185603,564400,17.62,0.232536677,15,4.1,M2328,38.27,0,0,0,0,0,25.2
4989,榮科,20-Dec,2020,49892020,2041812,2487496,38638,13.34,0.018923388,15,0.25,M2328,40.96,0,0,0,0,0,44.3
4989,榮科,19-Dec,2019,49892019,2094191,2550129,34243,13.68,0.016351422,15,0.22,M2328,13.53,0,0,0,0,0,18.17
4989,榮科,18-Dec,2018,49892018,2319730,2747190,276508,15.15,0.119198355,15,1.81,M2328,24.87,0,0,0,0,0,22.25
4989,榮科,17-Dec,2017,49892017,2152458,2575143,607797,15.37,0.282373454,15,4.34,M2328,#N/A,0,0,0,0,0,28.09
4991,環宇-KY,22-Dec,2022,49912022,3700722,4516914,-900390,33.33,-0.243301172,15,-8.11,M2324,35.65,0,0,0,0,1,32.85
4991,環宇-KY,21-Dec,2021,49912021,4499240,4901994,-394833,40.65,-0.087755488,15,-3.57,M2324,40.9,0,0,0,0,1,33.5
4991,環宇-KY,20-Dec,2020,49912020,3527096,3898075,-75513,38.59,-0.021409397,15,-0.83,M2324,53.3,0,0,0,0,1,44.8
