"","Code","KEY","YEAR","Industry","IndustryY","Cash","CA","PPE","STD","CL","CFO","A","S","NI_Ctd","Cycle","A_1","S_1","CFO_pre","CFO_post","Cash_1","CA_1","CL_1","STD_1","AvgA","deltaWC","deltaS","AQ"
"3279",3607,36072021,2021,"M2328","2021M2328",657756,2718609,0.222485120026346,0,1403641,-0.012981384122634,3887291,3840940,-294060,160.62,4566353,3322590,0.00499334961349212,0.00122692651831565,787077,2775523,1485426,0,4226822,0.036479416450468,0.122633505740246,0.0119465712656154
"3280",3609,36092021,2021,"M2328","2021M2328",272784,640449,0.270051527939538,255051,495832,-0.0743146834460192,948399,812236,157,113.4,638313,463814,0.05161113043829,-0.301464916128447,218408,395666,138812,10566,793356,0.0981551787595985,0.439174847105209,0.0731533242454602
"3281",3624,36242021,2021,"M2328","2021M2328",777171,2666679,0.315763203527243,105000,873021,0.179103929775465,3985547,3106485,479579,207.11,3206925,2126186,0.0567996649830545,0.167879694213617,514364,1954395,452439,15000,3596236,0.0330609559550597,0.272590286065764,0.0466685425125443
"3282",3631,36312021,2021,"M2328","2021M2328",614556,1317812,0.244244624119202,950,92410,-0.0277947041328831,2765558,193454,-17370,557.57,2520413,264080,0.0292328505018283,-0.00651233236050671,527137,1417002,480384,404950,2642985.5,-0.0766689790768811,-0.0267220535262112,-0.0855111885655299
"3283",3645,36452021,2021,"M2328","2021M2328",473025,1648836,0.660998361566985,115000,1056640,0.108651687666551,5348339,2391130,294431,180.54,5080528,2013861,0.12819014759705,0.0679065137181249,409862,1376311,910542,150000,5214433.5,0.00542033952489757,0.0723509083009688,0.0396023323946533
"3284",3646,36462021,2021,"M2328","2021M2328",174677,644734,0.166983743634727,80000,301149,0.0400706809496867,851646,857370,85340,158.73,728412,583625,0.114171758251912,0.171744328372756,228276,584226,240319,70000,790029,0.080094528175548,0.346499938609849,-0.0232624344796012
"3285",3653,36532021,2021,"M2328","2021M2328",2647784,8449724,0.355732113485028,762500,2878417,0.0725827652051316,13520657,8801149,1238142,215.18,11417963,6845497,0.0853952624483632,0.224158754574231,3092707,6667827,1546436,50000,12469310,0.128903604128857,0.156837226759139,0.0717194328467011
"3286",3679,36792021,2021,"M2328","2021M2328",3999433,6071254,0.156531355377504,1737760,2857465,0.186506316687633,9097092,4829110,606688,174.74,8617493,4808261,0.0605731378973879,0.143830860276998,2626650,5744344,2276408,988920,8857292.5,-0.0991375186040204,0.00235387958566345,-0.0310137455352542
"3287",3689,36892021,2021,"M2328","2021M2328",356284,3850662,0.260730469536706,964320,2503387,0.012862210529463,5760105,6164749,252364,189.03,5645244,4980912,0.107183743347091,0.143318893617372,705028,3509653,2604247,683000,5702674.5,0.187970223445157,0.207593296794337,0.1040458538876
"3288",4542,45422021,2021,"M2328","2021M2328",298869,1004213,0.181359562788923,80404,559804,-0.0810530405527371,1293671,675503,32995,361.42,1033077,545051,0.0475100870399373,0.108000522617834,424646,863351,361775,83464,1163374,0.0563447352270207,0.112132469867816,-0.0533005532302998
"3289",4545,45452021,2021,"M2328","2021M2328",790507,1811294,0.360091197807232,215360,998692,0.0464900055476411,3077095,2167903,89217,176.29,3130949,1921700,0.0051027344522687,-0.00248129684647854,888532,1818796,894294,211819,3104022,-0.00332922898098016,0.0793174146317262,0.0231390232780076
"3290",4912,49122021,2021,"M2328","2021M2328",3392595,6342799,0.172112755170324,934539,2975792,0.0858799547567936,8096202,6369118,467172,172.82,6391719,5471250,0.125477768687447,0.0332129088776782,1639999,4624287,3017894,772658,7243960.5,0.0234538827206471,0.123947114289207,0.0323652358974057
"3291",4915,49152021,2021,"M2328","2021M2328",4839241,35729467,0.15715483407535,2030829,28532224,0.0345826382953398,49474198,71649849,2393221,138.11,47307082,68240939,0.0995284005336569,0.12805492963102,6935353,35110091,27940913,905059,48390640,0.067160653382555,0.0704456481666702,0.0243825785303532
"3292",4927,49272021,2021,"M2328","2021M2328",660374,9065976,0.578912858380805,2501866,8894604,0.0642142883319642,19795423,14800683,1383882,192.03,15268362,11832513,0.112112882280108,0.0942448169813955,821682,6925804,5244657,1369949,17531892.5,-0.0123517754857326,0.169301174987241,-0.0322078740505247
"3293",4939,49392021,2021,"M2328","2021M2328",704016,1983837,0.255670372147066,720396,1056263,0.0858332057155201,3038314,1957145,173091,239.75,2877788,1743215,0.0822409755612733,0.095386117413121,566329,1887625,1072850,570499,2958051,0.0422605965887674,0.0723212682945629,0.0484764874857021
"3294",4943,49432021,2021,"M2328","2021M2328",95919,2024456,0.419830609876282,1109085,3489241,0.0985557535932739,5591316,3268178,-3892238,344.69,9804741,4304546,0.120721428869742,-0.0119073344558285,231914,4937489,3106550,336488,7698028.5,-0.310096539652977,-0.134627716693956,-0.225818798945105
"3295",4958,49582021,2021,"M2328","2021M2328",33789530,95935034,0.456770577146744,19636568,56879726,0.0746038387645822,195755294,155022197,13694368,128.88,181120487,131278537,0.089939597365637,0.240453965387603,44222887,99312005,63423798,12838545,188437890.5,0.108250421111565,0.126002578021855,0.0544211200563619
"3296",4974,49742021,2021,"M2328","2021M2328",2151458,3392182,0.0969047286507289,0,1030854,0.106363477712132,3797687,4191351,425483,108.99,3662919,3989379,0.170385890904841,0.165980886807318,2278795,3344268,1048685,0,3730303,0.0517604065943169,0.0541435910166011,0.0332913572171609
"3297",4989,49892021,2021,"M2328","2021M2328",717178,2537076,0.136486953603313,0,631403,0.145088954026715,3185603,4483138,564208,125.32,2487496,2796303,0.058819350764018,0.116122422682911,518567,1828748,312063,0,2836549.5,0.0671156981395883,0.594678499352823,0.0148020836921119
"3298",4999,49992021,2021,"M2328","2021M2328",1359491,2987574,0.244907184375305,235416,724636,0.114921827306571,4298255,3045850,181942,224.75,4417896,2940744,0.0550107495843062,0.190699771034256,1146401,3110638,810520,57119,4358075.5,-0.0165148584507083,0.0241175261878781,-0.0106902492812983
"3299",5227,52272021,2021,"M2328","2021M2328",217101,480674,0.385495216522828,150000,394539,-0.188741864265849,1095078,312868,-558686,77.26,1416066,142707,-0.17324852736442,-0.268228345327866,317798,434803,236986,103097,1255572,0.0286068819629619,0.135524685163416,0.00861806835350983
"3300",5228,52282021,2021,"M2328","2021M2328",99028,368610,0.684737107530408,65000,344458,0.0837025516719546,1346979,706903,57582,147.49,1205034,510845,0.0386267624812256,0.0526658759183437,32980,270029,203615,10000,1276006.5,-0.0417787840422443,0.153649687521184,-0.0184482840523075
"3301",5291,52912021,2021,"M2328","2021M2328",243392,1006608,0.288927007906892,100000,645550,0.0440034320225533,1620334,1557526,162733,165.62,1430928,1198207,0.0602039418443909,0.146059564862014,269365,832205,539434,80000,1525631,0.0748936014016496,0.235521564519861,0.013358566556184
"3302",5309,53092021,2021,"M2328","2021M2328",840787,2223738,0.164537394173514,8688,1532011,-0.0116761159960034,2901912,2454678,95347,135.4,2179401,1326691,-0.00145513571000251,0.0688735372137083,904217,1489122,518436,19697,2540656.5,-0.0891651429463212,0.443974618371275,-0.191362407835083
"3303",5328,53282021,2021,"M2328","2021M2328",533136,1528579,0.0632014109515644,195245,487078,0.0676308345635448,2290411,1059274,34575,285.16,2239298,846645,0.00809941654088596,-0.164073674489907,601940,1520152,535456,330492,2264854.5,-0.00425546100202022,0.0938819690183188,0.0780493507905984
"3304",5340,53402021,2021,"M2328","2021M2328",61433,829295,0.58679622326008,0,308658,0.100502264439212,2151851,1403923,52946,200.68,2060671,1450112,0.124510210273086,0.083901757664411,100423,910315,276655,0,2106261,-0.035149015245499,-0.0219293810216303,0.00331062018817839
"3305",5355,53552021,2021,"M2328","2021M2328",679710,1628616,0.176740562438137,0,705717,-0.0689671763429284,2103270,665878,-107582,147.91,2219801,644823,-0.0121339668027659,-0.00264164063000585,550954,1067903,251404,0,2161535.5,-0.0103426476224887,0.00974076067684292,-0.0489675742187468
"3306",5381,53812021,2021,"M2328","2021M2328",384438,702475,0.00613371711995701,0,42333,-0.00596547355021973,808348,387231,12900,189.41,725143,343454,0.0746023289344378,0.0884856839720611,399268,678336,34466,0,766745.5,0.0405636550850315,0.057094563972009,-0.0134600916377213
"3307",5439,54392021,2021,"M2328","2021M2328",281395,2269200,0.398000720135141,120000,1197262,0.00454671112284295,3743791,3372241,407002,189.77,2666117,2493546,0.115481844669221,0.206209511899391,473101,1705728,862452,56960,3204954,0.150831493993362,0.27416774156509,0.0317725454001665
"3308",5457,54572021,2021,"M2328","2021M2328",2734364,12227954,0.28597350302595,2796135,9007060,0.0649083973992752,19220838,18556817,1627949,169.32,14536828,14806572,0.138860074034739,-0.0690692893282373,1739253,9523537,8635099,2326208,16878833,0.107073279296027,0.222186273186067,0.120228958928589
"3309",5460,54602021,2021,"M2328","2021M2328",111649,492672,0.376384206155999,0,97324,0.0332383831295209,885054,499996,449,178.51,950294,616987,0.178645139777307,0.104392191562581,298599,598736,118266,0,917674,0.110963152492061,-0.127486449436292,0.10329947782765
"3310",5464,54642021,2021,"M2328","2021M2328",1318950,3035978,0.221337449840304,1752000,2610242,-0.266684836696655,4835675,1663135,341943,117.91,3471044,1062461,-0.0774623530662347,0.020691924212195,1378536,2455982,2072620,1257000,4153359.5,0.143729431560162,0.144623647435287,-0.042756279612312
"3311",5469,54692021,2021,"M2328","2021M2328",13410774,45279414,0.155291771932513,10512765,28572451,0.0719924655859322,77454656,56999687,5861503,187.72,75428898,45704270,0.0872594706949316,0.118411297529099,11364576,40859515,24207230,6511275,76441777,0.0262941297139129,0.147764971502429,-0.000628161967733971
"3312",5475,54752021,2021,"M2328","2021M2328",174110,2012473,0.155759361851834,7157,746254,0.0529500488752156,2400891,1956019,460589,200.88,1724922,629049,-0.152918224844412,0.00249356914625069,81980,1174654,1072486,354925,2062906.5,0.351035298982285,0.643252614696788,0.301019641083732
"3313",5488,54882021,2021,"M2328","2021M2328",274486,1179278,0.139339918416379,230669,319401,-0.0187491982447591,1394141,1174662,7156,170.11,1279680,1054598,0.021836914288578,-0.0277161410580589,276902,1068687,322732,231947,1336910.5,0.0860641007756316,0.0898070588868888,0.0681574447105036
"3314",5498,54982021,2021,"M2328","2021M2328",279247,2060511,0.400357695812958,685482,1753058,0.0184941867941934,4159308,1579047,37786,289.59,3546681,1264376,0.0528716041510051,0.0130306440873456,114442,2053958,992012,616924,3852994.5,-0.220799692291281,0.0816692056009942,-0.22417837355945
"3315",6108,61082021,2021,"M2328","2021M2328",2292791,6720618,0.243383086091808,3475306,5349810,0.00781038432778922,9326656,9104032,240415,163.14,9723879,8308167,0.00301566333963849,0.175067209398581,2820836,6792755,5718140,3641117,9525267.5,0.0691242529409279,0.0835530340748961,0.00836165995672591
"3316",6114,61142021,2021,"M2328","2021M2328",848456,1708721,0.195405936449404,445237,863664,0.0338420710965461,2183605,2034122,14388,121.8,2192782,1844274,0.033017189750358,0.14785758206484,782033,1659949,801174,461884,2188193.5,-0.04423192007471,0.0867601516959081,-0.0856234077810913
"3317",6115,61152021,2021,"M2328","2021M2328",1702672,6433312,0.127075731430716,1962814,3168987,0.00344008973001664,8741505,7725506,504499,151.65,8263284,6174144,0.171268105708339,0.159199152662229,2686245,6285429,3080795,2002089,8502394.5,0.118083088240613,0.182461775915008,0.0136931111614889
"3318",6124,61242021,2021,"M2328","2021M2328",627550,2072033,0.432844553566489,584640,1257852,0.104783261775181,4882696,2559567,230746,187.66,4517584,2678480,0.10732510095444,0.113666188666721,730712,2278615,1122956,344623,4700140,0.000361904113494492,-0.025299884684286,0.0307508299058731
"3319",6126,61262021,2021,"M2328","2021M2328",770744,2944234,0.22320819538566,295000,1626261,0.136542288121979,4064486,4184088,329366,200.25,4108601,3798939,0.0665848779047623,0.193249625263991,755533,2961971,1633858,250000,4086543.5,0.00480821995410057,0.0942481096799777,0.00929489652318532
"3320",6127,61272021,2021,"M2328","2021M2328",122600,977103,0.461806550064008,317637,1104994,0.0245816537117769,3196073,1033429,50834,229.66,3161758,871381,0.0219861144468923,-0.0089197086239002,284566,1040128,883454,427094,3178915.5,-0.0729984801420484,0.0509758752631204,-0.0534735543767144
"3321",6133,61332021,2021,"M2328","2021M2328",192708,1093085,0.19535062447235,480000,813385,-0.0953508137637568,2107243,1065653,-56159,218.74,2119045,947499,-0.0279327864073627,0.00181483136028591,239638,1023124,719094,509750,2113144,-0.00338358389205847,0.0559138421233953,-0.0656252610991832
"3322",6134,61342021,2021,"M2328","2021M2328",291045,1101115,0.158988592726451,269828,670100,0.0266376778857014,1743329,1673707,-47837,197.07,1798271,1570513,0.0406816128303592,1.07296137339056e-05,319304,1294238,791541,211782,1770800,0.00825784955952112,0.0582753557714028,0.0137149268557674
"3323",6141,61412021,2021,"M2328","2021M2328",899983,2887982,0.62663565669397,1595854,3778511,0.0822779513816903,6889079,3699293,386984,169.36,5049016,3267428,0.061192007602553,0.0926022116593979,887950,2825812,2180369,853814,5969047.5,-0.135024055345514,0.0723507393767599,-0.116771099183706
"3324",6153,61532021,2021,"M2328","2021M2328",5199586,10894065,0.522138708196299,1700017,7133221,0.102885616210684,28474088,14667905,-490146,164.72,32277650,16037113,0.0929268558539017,0.0872298007342605,4376759,12407895,9526159,2223904,30375869,-0.0153939958063422,-0.0450755170164844,0.0305641445391901
"3325",6155,61552021,2021,"M2328","2021M2328",706206,2225529,0.111576954973555,1319000,1506892,0.0327147078268535,2966753,799566,80798,218.45,2551071,606740,0.0276507550802635,0.106113931868795,668024,1838129,1107083,958000,2758912,0.112511381298135,0.0698920444001113,0.0855884088097946
"3326",6156,61562021,2021,"M2328","2021M2328",630311,3541903,0.128516754326784,350361,2275226,0.0420859783711034,4221335,4694273,106916,164.59,3890868,3963017,0.0895453429851299,0.0920751120256729,416990,3142863,1932949,373165,4056101.5,-0.0442202937968885,0.180285429247764,-0.0885368360730967
"3327",6158,61582021,2021,"M2328","2021M2328",253433,1452259,0.318972582661809,468500,1254415,0.134520241449655,2343861,2196721,161993,202.57,2336535,2034104,0.0601773866997579,0.181803420052491,216240,1395558,1246983,353500,2340198,0.0543013881731375,0.0694885646428208,0.0691517172473339
"3328",6173,61732021,2021,"M2328","2021M2328",1312198,4157808,0.255255656716638,0,1475389,0.0908011856463346,9410147,6010110,1148630,126.31,7973789,5207861,0.164824928025506,0.147145847752776,1223228,3675244,1609831,20000,8691968,0.0584489036314906,0.0922977397063588,0.0347206915235646
"3329",6174,61742021,2021,"M2328","2021M2328",115072,543197,0.21517871968719,0,154185,0.0168823509577121,846352,600819,89475,255.93,725467,423460,0.0467700161405353,0.2123857772428,142721,391510,68811,0,785909.5,0.119558295198111,0.225673566740191,0.0203123747052133
"3330",6175,61752021,2021,"M2328","2021M2328",697742,2700939,0.493693009809798,710034,1313063,0.0714547700804925,5549471,4188347,576384,167.82,4783667,3264902,0.0882670878875323,0.184005865401198,673064,2351054,1418910,668288,5166569,0.0915114072801505,0.178734668984388,0.0464087699028056
"3331",6185,61852021,2021,"M2328","2021M2328",375437,1498014,0.34623114672141,0,134531,0.00323983732510409,2537686,525506,-99928,213.53,2732949,711500,-0.00178612254500644,0.0279472966729815,423977,1636560,168103,0,2635317.5,-0.021414497494135,-0.0705774541397763,-0.00638822419091085
"3332",6191,61912021,2021,"M2328","2021M2328",4074366,19547695,0.182579900055313,4721965,13311290,0.0985593611660897,33542465,27620922,2977284,193.44,31554142,22816306,0.0848893706549099,0.155821178206723,4052448,18107109,11490073,4097579,32548303.5,0.00681562404627326,0.147614944047698,-0.0141002668747597
"3333",6194,61942021,2021,"M2328","2021M2328",592941,1434286,0.140519392573321,0,320019,-0.00554590732031987,2153630,1592562,15816,172.52,2238077,1510452,0.0910930533389409,0.140100421089112,684750,1474751,300267,0,2195853.5,0.0143871164446991,0.0373932049656318,-0.0518017928343332
"3334",6197,61972021,2021,"M2328","2021M2328",986051,3493108,0.0955120416265337,0,1231687,0.0902505339240443,4460980,3866828,385027,185.1,4750068,3582522,0.0744786043889903,0.153896711861669,1195566,3912560,1536670,607000,4605524,-0.11116085813471,0.0617315206695264,-0.122770195992105
"3335",6203,62032021,2021,"M2328","2021M2328",1084421,3775658,0.0510445265885547,0,1043470,-0.0311820823216089,4309662,5017499,752829,175.06,4027177,3891875,0.172887349749707,0.15305129438148,1319024,3529592,1751730,0,4168419.5,0.285222972399971,0.270036161187712,0.142948917789616
"3336",6204,62042021,2021,"M2328","2021M2328",288460,463858,0.167233795843282,0,168700,0.0747644232650984,675481,623037,286623,98.01,959655,464089,0.0961828251594974,0.0199946671102587,391292,719868,121977,0,817568,-0.24450687893851,0.194415632705781,-0.246281721684616
"3337",6205,62052021,2021,"M2328","2021M2328",987940,1968370,0.154655278097728,0,511801,0.0214173920398019,3035578,1599466,145613,153.26,2698827,1334922,0.076137628925756,0.0948488988831448,999692,1819809,429044,0,2867202.5,0.0270493625755418,0.0922655445508296,-0.0135713189249256
"3338",6207,62072021,2021,"M2328","2021M2328",533888,2664751,0.177828624800465,1480350,2161296,0.0373016953369439,4149734,1751466,257275,202.49,3696022,1221008,0.0408501105565863,0.149092579478638,534060,2306912,1783860,1301000,3922878,0.040767263218484,0.135221640846338,-0.00885573103068148
"3339",6208,62082021,2021,"M2328","2021M2328",614614,2693810,0.440154464428608,340000,2120106,0.106447023207294,5810233,3307714,424967,253.63,5005720,2565758,0.0550673620715623,0.0931566548042507,474723,2092721,1464010,286540,5407976.5,-0.0261535899795423,0.137196602093223,-0.00784510518031663
"3340",6210,62102021,2021,"M2328","2021M2328",116598,696753,0.339239823050668,10000,168369,0.0650610489736721,1085167,749540,103389,164.32,1115689,744776,0.151754590032242,0.145709669328661,61655,724939,179331,10000,1100428,-0.0655808467250924,0.00432922462896255,-0.0859776921238379
"3341",6213,62132021,2021,"M2328","2021M2328",4423278,24375369,0.210096711871309,2131144,14264805,0.101845777271102,36237286,32524688,3144803,192.9,25684378,25421687,0.033775384330757,0.20765352817392,3287134,18604627,9978761,2231446,30960832,0.00801825997440896,0.229418931635946,-0.0334450119791001
"3342",6217,62172021,2021,"M2328","2021M2328",572102,2318971,0.375833465174154,188005,1166760,0.0609618956285583,3982681,2962637,162068,208.97,2685714,2408636,0.0365371277496309,0.161435247911979,435220,1936217,918673,139960,3334197.5,0.0137454364955885,0.166157223739745,-0.0238689318351974
"3343",6220,62202021,2021,"M2328","2021M2328",702518,7872506,0.140363736060062,2917638,5178466,-0.145166041922627,10442203,12446928,99296,203.79,9035107,11435995,-0.0134433348342251,0.147541626641461,838816,6584065,4767706,2356577,9738655,0.161730752347218,0.103806223754718,0.00715379884190148
"3344",6224,62242021,2021,"M2328","2021M2328",1345040,3713989,0.261206987970489,805983,1687822,0.00682168359685855,5528250,3081593,450987,192.53,3449006,1767267,0.0908199565657925,0.0377429361488633,1257168,2273159,962399,327998,4488628,0.246293522207677,0.292812413949207,0.181048335389919
"3345",6259,62592021,2021,"M2328","2021M2328",94039,363675,0.00995753445522114,8000,110075,-0.0434297180561708,426376,371182,2092,165,289263,187504,-0.0297943516214181,0.186610847089105,21930,257915,66728,8000,357819.5,-0.027097461150105,0.513325852839211,-0.200608410835863
"3346",6266,62662021,2021,"M2328","2021M2328",300476,2201793,0.21480243340776,400000,1294173,-0.058180936061157,2970974,2549100,162538,214.4,2256099,2212106,0.0871328944516367,0.279021165382615,447320,1513004,631580,162000,2613536.5,0.157273487475687,0.12894176147913,-0.00200684265970343
"3347",6269,62692021,2021,"M2328","2021M2328",7896275,32668376,0.321445047868505,0,14323684,0.122182393101564,48315063,35568666,2879750,138.97,42767373,29897996,0.112178993543827,0.30112598218168,9122564,31946671,13021769,0,45541218,0.0141866868821998,0.124517310889665,-0.035706607161386
"3348",6274,62742021,2021,"M2328","2021M2328",4717288,17202159,0.209035001348286,446904,6440235,0.0731670605063868,21950599,21132040,1881242,169.88,19379666,18046852,0.101298164916194,0.11254232219416,3137499,14609264,4682412,428284,20665132.5,-0.0351363341125444,0.149294373021804,-0.060293850883471
"3349",6275,62752021,2021,"M2328","2021M2328",157294,2081039,0.2416780028639,30000,1132196,-0.00806146399106215,3059294,3933781,197066,170.66,2666465,3332286,0.126221169979386,0.156864792947101,289207,1812071,1135956,101606,2862879.5,0.116328682363334,0.21010140315022,0.0105181543206237
"3350",6279,62792021,2021,"M2328","2021M2328",678299,4445867,0.45619716255791,1523936,2975257,0.0776687375432058,8200514,4948862,795708,268.72,7028625,3653272,0.0795632635567907,0.103973441965432,772959,3648085,2214583,1224185,7614569.5,0.0566701768235223,0.170146191455735,0.0437710125443783
"3351",6282,62822021,2021,"M2328","2021M2328",4933450,19061419,0.307075163649228,4920861,14274799,-0.0259180511631963,30678514,21906395,669648,190.58,26975898,20983757,0.0416042054162308,0.0609479461866682,4482650,18403526,13075120,5463240,28827206,-0.0532470958163618,0.0320058072919034,-0.0934441826414424
"3352",6284,62842021,2021,"M2328","2021M2328",1087882,4828642,0.357129065855293,152290,2058456,0.064132354179378,9377346,6756544,559529,184.94,7962794,5562953,0.0349053698528386,0.115691107453573,1443020,4699591,1692523,0,8670070,0.0312045923504655,0.137667977305835,0.0153931883636977
"3353",6290,62902021,2021,"M2328","2021M2328",1282599,6117880,0.0976606327570999,1302330,2801129,-0.0511872347184135,8398445,8037576,466794,193.59,6706024,6604446,0.119436836872584,0.148458313893722,738632,4330798,1910811,515300,7552234.5,0.150925795537731,0.189762380921832,0.020551219157302
"3354",6292,62922021,2021,"M2328","2021M2328",215970,1641522,0.0733022831244333,460000,796365,0.0216756709289389,1970718,1212092,233425,149.64,1604996,1015136,-0.0244862984008229,0.224712043524734,484691,1318837,570935,250992,1787857,0.321605139560938,0.110163173005447,0.248368759622601
"3355",6412,64122021,2021,"M2328","2021M2328",709047,23111816,0.185133314604352,1530943,18638214,0.051191912153528,30012548,40363978,2828475,185.62,25171091,34863027,0.11185449368426,0.179496317740119,1013512,18701568,15347884,38168,27591819.5,0.105725466926891,0.199368910774442,0.0333208879844338
"3356",6418,64182021,2021,"M2328","2021M2328",242673,634547,0.171288638901339,0,345558,0.0248099596605298,1060922,880261,-23457,142.47,710544,748501,0.0374909820453794,0.0816024693671795,298432,582322,200822,0,885733,-0.0414933168347572,0.14875814720689,-0.0789559857139312
"3357",6432,64322021,2021,"M2328","2021M2328",331620,1128408,0.121130447198327,20000,293825,-0.000426296696773359,1342105,1364599,88029,178.37,1102202,1096737,0.0646768184192902,0.244433289271765,284253,957955,327250,60000,1222153.5,0.0953325421070267,0.2191721416336,-0.0298927155128965
"3358",6449,64492021,2021,"M2328","2021M2328",828178,2869715,0.308043671885292,1306000,2028334,0.0586111947812667,4601821,2822408,306367,251.77,4036597,2384625,0.0812794657540304,0.126271268651274,683514,2482274,1839477,865000,4319209,0.114585795686201,0.101357216101374,0.0895515554286661
"3359",8038,80382021,2021,"M2328","2021M2328",165392,345795,0.385116545768313,13919,61453,-0.0259308131830971,1026564,66302,-126750,682.21,1149920,145252,-0.0539356135859487,-0.0795604286546559,98492,435195,51464,0,1088242,-0.140014812881694,-0.0725482015948658,-0.0990409531621127
"3360",8039,80392021,2021,"M2328","2021M2328",3270401,9556959,0.262449634950411,790000,2934832,0.0178259715829334,14074880,9405002,744862,237.86,11531915,8766318,0.0884970571287816,0.0891721123240921,1793632,7581801,2806472,150000,12803397.5,0.0788875765202166,0.0498839468195844,0.0462223511926173
"3361",8042,80422021,2021,"M2328","2021M2328",1206516,4747317,0.219185607865523,870635,2230382,0.032900206624231,7968387,4300713,163587,272.89,7551090,3746016,0.0984838599909005,0.0885835263649671,1252113,4534207,2503796,642871,7759738.5,0.0979266247180881,0.0714839810645681,0.0687638699332438
"3362",8043,80432021,2021,"M2328","2021M2328",500882,4872489,0.0237433382983208,138400,2479712,-0.0177733911884635,5202382,6154734,140151,207.06,4662027,5776641,0.00282652513698489,0.0353199061393338,584250,4384855,2041398,227840,4932204.5,0.00876849287169662,0.0766580136731962,-0.0272962272122431
"3363",8046,80462021,2021,"M2328","2021M2328",13194450,30175645,0.485047781095472,1214969,10516381,0.3157349671182,56345175,52228457,10581525,121.17,44556237,38512743,0.130560492057336,0.640376430014676,5573154,23256467,8253037,1805327,50450706,-0.0704810751310398,0.271863668270569,-0.130710648023687
"3364",8071,80712021,2021,"M2328","2021M2328",609186,1818736,0.152390413612025,568848,1171938,0.00548920769928119,2538651,2573161,81086,118.44,2353494,2120689,-0.0476363640080169,0.124705216219061,550436,1608657,1174631,578032,2446072.5,0.0592124722386601,0.18497898161236,0.00124838365310054
"3365",8074,80742021,2021,"M2328","2021M2328",527734,1612123,0.370489742335235,984808,1214636,0.0415634830467012,2638689,1386964,80326,246.86,2342318,1232532,0.11312451478185,0.0667471457076852,415068,1246184,916706,725108,2490503.5,0.0863451908419322,0.0620083448989331,0.0735597431645919
"3366",8091,80912021,2021,"M2328","2021M2328",715442,1647168,0.538181357062136,0,419978,0.0905273723608677,3486530,1622864,267727,194.98,3043031,1314322,0.0875486116141652,0.170971371582255,726173,1473800,273723,0,3264780.5,0.0115915909201246,0.0945062003402679,-0.000955258028224728
"3367",8093,80932021,2021,"M2328","2021M2328",54375,321835,0.28756469891804,260000,348351,-0.118029040862257,715261,458646,-53129,257.32,734145,535477,0.0555938087740771,0.0596699613496839,62264,328136,296992,168000,724703,0.05827076747302,-0.106017223607464,-0.0199550131625038
"3368",8103,81032021,2021,"M2328","2021M2328",1190801,3697816,0.246316376650746,224055,1368054,0.0665857809620072,5158598,4159393,336322,206.04,4529146,3134712,0.0640741539000205,0.219447788876337,1144252,3030850,1320733,304652,4843872,0.101674652013926,0.211541717039591,0.032944799513434
"3369",8109,81092021,2021,"M2328","2021M2328",2025170,3172375,0.22354596598904,581000,1338781,0.122048032618339,4030384,1507928,387079,177.93,3009582,1215795,0.112772703731808,0.170072412281537,1364668,2211331,1128931,519000,3519983,0.0433786185899193,0.0829927303626182,0.0410187459521826
"3370",8121,81212021,2021,"M2328","2021M2328",676837,2335126,0.358139886651129,729041,1600758,0.0180444562709405,4340598,3070315,90481,182.99,3566318,2169471,0.0540676036017077,-0.02035964464527,682422,1886912,1161937,627420,3953458,0.029492914810275,0.227862291695017,0.0101997200252939
"3371",8147,81472021,2021,"M2328","2021M2328",263676,700344,0.399252490292274,5000,322595,0.0669638029921376,1182908,982810,39541,139.23,1008903,754793,0.0839972059634704,0.212969092681805,279551,620829,253343,0,1095905.5,0.028413033788041,0.208062647737419,-0.0361700785639227
"3372",8155,81552021,2021,"M2328","2021M2328",703618,2365745,0.305108959715726,257978,1396214,0.0408950099082951,3360615,2903663,390431,177.38,2982555,2914612,0.216893130721705,0.21361842737937,1054214,2087387,1060643,199360,3171585,0.110985832005133,-0.00345221710911106,0.042992163460585
"3373",8182,81822021,2021,"M2328","2021M2328",1092756,2920481,0.424645353566941,240000,1479465,0.121938796897147,5888535,3598663,511196,181.79,4894317,3020002,0.0593130648551979,0.0772270638602848,988009,2668633,1295345,230000,5391426,-0.00501147562815478,0.107329860411698,0.0326743166419679
"3374",8213,82132021,2021,"M2328","2021M2328",8736700,23817611,0.234507572233777,5751137,16264283,0.047671315267677,32180823,27500178,2324434,182.51,31444986,22847267,0.0650489803595267,0.151172050323164,9991196,22997341,13138754,2535372,31812904.5,0.0680542073736147,0.146258603957397,0.0204123344527924
"3375",8249,82492021,2021,"M2328","2021M2328",1441196,2675797,0.0380699886518248,1734800,2725410,0.0472719293968502,6732521,3951319,176681,94.53,5244735,3399884,0.0569611269893538,0.116444367557978,1884250,3193614,1865805,750000,5988628,0.00842129449349667,0.0920803563019777,-0.0228229819525835
"3376",8289,82892021,2021,"M2328","2021M2328",645433,1905612,0.169528268232669,235360,734522,0.104828519865908,2405323,2268680,213208,186.17,1970490,1584878,0.0315054596711514,0.180500400725534,510930,1408643,532065,251200,2187906.5,0.0658935836609106,0.312537121673161,0.020168568534142
