Code,KEY,YEAR,Industry,IndustryY,Cash,CA,PPE,STD,CL,CFO,A,S,NI_Ctd,Cycle
1259,12592012,2012,M2700,2012M2700,1228364,1717401,689684,0,862904,198022,2557806,4293107,30226,11.79
1259,12592013,2013,M2700,2013M2700,1141410,1664628,582957,0,765960,243874,2412596,4304908,23772,11.19
1259,12592014,2014,M2700,2014M2700,1407086,1851128,424488,0,795639,363221,2440181,4252752,45089,9.53
1259,12592015,2015,M2700,2015M2700,1639470,2114734,352694,0,922735,394992,2610793,4424550,86328,9.41
1259,12592016,2016,M2700,2016M2700,1758891,2274184,325314,0,1029112,421833,2760223,4663585,150810,10
1259,12592017,2017,M2700,2017M2700,1772857,2388168,404679,0,1147051,395572,2953839,4919312,148712,10.37
1259,12592018,2018,M2700,2018M2700,1748383,2358449,424793,0,1136192,386097,2950308,5252104,121020,10.57
1259,12592019,2019,M2700,2019M2700,1763169,2372633,430702,0,1515894,784987,4570443,5484492,147231,9.6
1259,12592020,2020,M2700,2020M2700,1501036,2164441,396480,0,1518754,891024,4663025,5342094,150438,10.19
1259,12592021,2021,M2700,2021M2700,1046751,1983652,440015,0,1628994,749596,5286602,5034182,88945,13.25
1259,12592022,2022,M2700,2022M2700,1078902,1972271,539135,0,1713760,1028016,5324339,5725450,117951,13.96
1259,12592023,2023,M2700,2023M2700,764974,1364747,1269452,0,1871148,826687,5822977,5993760,163040,14.32
1301,13012012,2012,M1300,2012M1300,10205819,137016726,75514325,22044151,62606741,24253058,361395828,196878954,14819522,66.43
1301,13012013,2013,M1300,2013M1300,7672877,142867497,81456398,18143664,59677853,16268260,408746365,215424768,20715841,61.4
1301,13012014,2014,M1300,2014M1300,5392825,160138715,83997627,14426343,47923740,13438399,430802991,216589040,17874892,63.39
1301,13012015,2015,M1300,2015M1300,19756722,148558505,81461329,13841316,59464052,40832004,423501050,191545395,30877269,65.42
1301,13012016,2016,M1300,2016M1300,19877489,173359433,73367695,25149853,80455932,36548329,455666072,180173192,39392543,65.07
1301,13012017,2017,M1300,2017M1300,18165145,184212236,69094450,18831847,71274256,46070154,476071036,206709755,49382853,62.81
1301,13012018,2018,M1300,2018M1300,23310772,184262229,76618563,30109930,83051141,50507277,501513267,230370027,49549540,61.69
1301,13012019,2019,M1300,2019M1300,18165952,175616860,85635983,41630356,89283378,46580428,497087959,207848572,37324162,66.6
1301,13012020,2020,M1300,2020M1300,14145110,165635760,86785954,15356724,68255027,31444453,479280423,185813405,20036199,69.66
1301,13012021,2021,M1300,2021M1300,13715454,189262221,97343039,18052776,74541216,57859343,543678922,273598301,71355311,65.82
1301,13012022,2022,M1300,2022M1300,17110163,160820260,107315483,26108420,95863320,56801615,511254407,251647354,36142868,71.04
1301,13012023,2023,M1300,2023M1300,6147041,159638262,112452052,38852694,103101676,6157311,530738356,199138777,7337709,69.86
1303,13032012,2012,M1300,2012M1300,25341818,197986910,147209765,9339139,69116092,34587911,458797052,300710497,3639483,108.44
1303,13032013,2013,M1300,2013M1300,24547373,229600281,147810707,14353460,94062024,25426536,524510130,311005289,25063700,107.47
1303,13032014,2014,M1300,2014M1300,36632716,211691231,145079151,9234072,71668097,20332582,532880438,325473146,32773254,112.62
1303,13032015,2015,M1300,2015M1300,51911314,199737404,137066328,6929351,66602248,63214686,513725976,299781414,36081704,120.28
1303,13032016,2016,M1300,2016M1300,57411505,217478209,139724458,19882214,84918274,46386609,537184804,275294431,48713023,117.1
1303,13032017,2017,M1300,2017M1300,44304079,212066791,132901898,9295583,79681194,41140545,544071389,306139952,53974776,116.15
1303,13032018,2018,M1300,2018M1300,52365882,210274541,140907261,21253381,81791547,55558814,570249344,333061560,52658851,114.87
1303,13032019,2019,M1300,2019M1300,43608119,187476346,156095364,24012100,83516150,52299353,554678679,286303059,23209523,122.89
1303,13032020,2020,M1300,2020M1300,55973617,208837816,173463751,55121553,119887338,41633569,584712347,273353806,26888091,128.76
1303,13032021,2021,M1300,2021M1300,74549426,255907403,184787735,23436269,113979077,78876308,668695386,411670391,84832825,109.15
1303,13032022,2022,M1300,2022M1300,89444513,243213654,211967022,38775000,170563237,75296335,665316156,355183300,38484719,124.88
1303,13032023,2023,M1300,2023M1300,80301186,215138945,216213265,31802900,127207774,35677698,648527953,259755344,8110047,141.05
1304,13042012,2012,M1300,2012M1300,10609598,33539446,16579260,5230823,13826697,5717470,55505172,55275829,2845480,101.39
1304,13042013,2013,M1300,2013M1300,8679752,35933828,17556166,6571449,17000771,2154581,58597139,58678881,1708269,97.57
1304,13042014,2014,M1300,2014M1300,7485579,32481273,20241266,6834996,16357436,2721791,58415011,59704563,655242,104.12
1304,13042015,2015,M1300,2015M1300,7267382,29919050,22600211,5530252,14369867,2866523,57498146,52373585,1569029,113.14
1304,13042016,2016,M1300,2016M1300,11924303,33880175,22804814,4949168,14291961,4500469,61995475,53101997,2357701,101.96
1304,13042017,2017,M1300,2017M1300,8473862,30484428,23758495,3752268,12863294,4331383,64393851,58133943,2712050,95.86
1304,13042018,2018,M1300,2018M1300,8123304,30099382,23825239,6726854,14651784,2220104,68991038,60892513,1868349,94.72
1304,13042019,2019,M1300,2019M1300,7927403,28020172,23228911,4258980,12634382,6072493,71425786,55656741,2541226,94.49
1304,13042020,2020,M1300,2020M1300,9637007,28539554,23169313,2726270,12703826,10815721,77324516,50201273,5682637,95.15
1304,13042021,2021,M1300,2021M1300,10365353,35367040,24471011,2498041,15549577,8933169,84825213,71755542,10079451,83.11
1304,13042022,2022,M1300,2022M1300,11522009,31623300,25520104,2400326,10775857,9749787,77741569,66437122,-61189,96.28
1304,13042023,2023,M1300,2023M1300,11059546,29557500,26380393,3256357,11849335,4756467,74072805,52264762,-1906642,102.21
1305,13052012,2012,M1300,2012M1300,943780,5060464,5247719,207926,2279251,2159467,11166047,14166158,976401,82.29
1305,13052013,2013,M1300,2013M1300,928585,5445462,5203400,200000,2088929,923000,11491505,14191319,832351,80.58
1305,13052014,2014,M1300,2014M1300,760429,5340409,5106533,500000,2502025,218478,11368230,14559831,148961,84.88
1305,13052015,2015,M1300,2015M1300,782564,6409452,5068082,350000,2616130,390455,12373687,13842155,844341,95.56
1305,13052016,2016,M1300,2016M1300,1408954,7200056,5227157,160000,2480133,2185013,13308987,14157389,1521307,94.02
1305,13052017,2017,M1300,2017M1300,663145,5993631,5729861,0,1785947,1611489,12673221,14701741,1341471,93.4
1305,13052018,2018,M1300,2018M1300,934680,6314227,6009889,0,2107698,1827636,13224095,15192621,1348653,94.06
1305,13052019,2019,M1300,2019M1300,653347,4876866,6157575,0,1695099,2016552,12331233,15117855,693815,83.86
1305,13052020,2020,M1300,2020M1300,777101,5874585,6570237,0,2220603,2088324,13893625,13733148,1791710,92.04
1305,13052021,2021,M1300,2021M1300,1220291,7888292,7666434,200000,2992501,2206421,16975315,20221524,2631418,87.43
1305,13052022,2022,M1300,2022M1300,1276545,6755051,8447505,790000,3108612,816378,16683779,17637479,-337717,96.81
1305,13052023,2023,M1300,2023M1300,1203186,6966745,9249791,1380000,3421831,1020900,17750232,13707305,393674,111.56
1307,13072012,2012,M1300,2012M1300,2719780,6263134,4981916,1050000,2776252,1666920,11654824,10508911,699011,136.52
1307,13072013,2013,M1300,2013M1300,2865988,6696032,5377892,850000,2822781,1376749,12473922,10488145,792684,141.45
1307,13072014,2014,M1300,2014M1300,3798181,7356546,5739233,1040000,2836747,1791269,13529295,11191138,969759,133.51
1307,13072015,2015,M1300,2015M1300,4523915,7762717,5976652,1010000,3438348,2475309,14068144,11276599,1101578,124.5
1307,13072016,2016,M1300,2016M1300,5184514,8896453,5991628,1230000,3969683,2372740,15224237,11045717,1243979,121.12
1307,13072017,2017,M1300,2017M1300,3705337,7673657,6234963,1250000,3342236,1170600,14400134,9855355,901060,136.72
1307,13072018,2018,M1300,2018M1300,3083864,7786422,6282971,1860000,3712278,113278,14522208,9492260,302933,148.19
1307,13072019,2019,M1300,2019M1300,3761456,8337017,6203791,1700000,3846140,1345560,15136071,10271411,430420,148.23
1307,13072020,2020,M1300,2020M1300,5203876,8959289,5861061,1450000,3765507,1737222,15340889,8441756,218012,157.22
1307,13072021,2021,M1300,2021M1300,3689330,8373259,5270711,1380000,3520982,-485106,14740117,8384007,115933,160.82
1307,13072022,2022,M1300,2022M1300,4830365,9081731,4886692,1540000,3869277,1579109,15400050,10763499,470114,137.39
1307,13072023,2023,M1300,2023M1300,4765044,9267099,5150904,1490000,3795592,2148363,15630971,10086736,760274,138.55
1308,13082012,2012,M1300,2012M1300,1309595,4644338,685521,0,651172,314696,10461590,4790510,618890,105.99
1308,13082013,2013,M1300,2013M1300,1167110,4506066,870911,0,604323,428210,10138680,5804229,536855,81.29
1308,13082014,2014,M1300,2014M1300,914090,3220728,1937007,0,681613,1549577,10086290,5566285,499933,81.7
1308,13082015,2015,M1300,2015M1300,507965,2455534,3637771,210000,1088900,795469,10279770,5187387,539276,94.09
1308,13082016,2016,M1300,2016M1300,2812999,6220412,3795553,950000,2425963,-697420,14670029,5893335,670939,95.04
1308,13082017,2017,M1300,2017M1300,2112375,5136436,3630950,500000,2338563,963684,14876001,6404467,565354,89.34
1308,13082018,2018,M1300,2018M1300,1134203,4606590,3502692,1350000,2603655,-108441,15597743,6375134,286826,88.66
1308,13082019,2019,M1300,2019M1300,938616,4940438,3277233,1100000,2469828,498621,16923091,6791157,821021,80.72
1308,13082020,2020,M1300,2020M1300,605644,2964269,3257676,700000,1479196,2878346,16883503,5703546,1103587,75.59
1308,13082021,2021,M1300,2021M1300,763936,4098928,3376590,500000,1942077,2746534,18978546,9565813,3101127,68.66
1308,13082022,2022,M1300,2022M1300,1490320,3793083,3363478,120000,1550109,3625097,16390069,9815332,1447369,77.49
1308,13082023,2023,M1300,2023M1300,1152991,3335197,3456731,0,1028661,822566,15011689,6717128,116284,78.6
1309,13092012,2012,M1300,2012M1300,661217,6455481,2167038,2481298,4618151,641064,9787415,18633595,-37665,94.93
1309,13092013,2013,M1300,2013M1300,1236102,8636080,2614121,3682248,6519758,-490583,12400451,21438961,17383,98.47
1309,13092014,2014,M1300,2014M1300,910720,7267345,2595052,3560145,5406511,-313279,10992777,20933816,-631186,103.43
1309,13092015,2015,M1300,2015M1300,586040,5658976,2503719,2444462,4025885,1418336,9221687,17028115,67525,98.41
1309,13092016,2016,M1300,2016M1300,606623,4926613,2444205,1380376,3260740,983239,8476820,16419055,120877,83.69
1309,13092017,2017,M1300,2017M1300,504846,5313224,2418756,1071568,3132553,420367,8811435,19821042,502079,73.5
1309,13092018,2018,M1300,2018M1300,602671,5391600,2373653,2004800,3316710,-503392,8727546,21683702,207973,70.68
1309,13092019,2019,M1300,2019M1300,1312018,4801480,2174859,1197082,2278694,1602732,8004741,17672204,397977,74.54
1309,13092020,2020,M1300,2020M1300,2458506,5942120,2076043,150000,2170177,3046274,9245870,15498381,1919818,74.29
1309,13092021,2021,M1300,2021M1300,2598283,7290336,2007587,350000,2343160,736221,10744659,20771165,1849932,61.4
1309,13092022,2022,M1300,2022M1300,2662088,6006957,1960833,150000,1357962,1102890,9240876,18083799,412078,65.38
1309,13092023,2023,M1300,2023M1300,2211329,5515323,1937325,825000,1920663,-243159,8891353,15205462,-273537,66.78
1310,13102012,2012,M1300,2012M1300,911551,4855579,3579517,2988073,4691164,162869,10546955,18696870,-473344,60.25
1310,13102013,2013,M1300,2013M1300,1662411,5115339,3519514,1535200,4186504,2403542,11307087,20350867,1048157,50.61
1310,13102014,2014,M1300,2014M1300,1511898,3178168,3760074,1403854,2405971,-180307,9400327,17028183,-340748,40.44
1310,13102015,2015,M1300,2015M1300,2673347,4705276,4719727,1463000,3487413,1614541,11895534,13122071,573454,37.83
1310,13102016,2016,M1300,2016M1300,2199955,4843559,4436213,348625,3047734,1740296,11787754,14073472,1328927,42.97
1310,13102017,2017,M1300,2017M1300,1030344,4133728,4185851,357500,2343499,389715,10924691,14750826,984593,46.32
1310,13102018,2018,M1300,2018M1300,2122960,4129843,4133895,312885,2393363,2810129,10510046,15382654,1186794,45.9
1310,13102019,2019,M1300,2019M1300,1477082,3220542,3982140,317500,1809054,947800,9304342,12219389,881756,46.19
1310,13102020,2020,M1300,2020M1300,793022,2505587,3949185,97500,1231295,20385,9012370,8113225,289723,59.19
1310,13102021,2021,M1300,2021M1300,253124,2697122,3853008,353259,1614174,-365095,9299190,11714016,105239,47.8
1310,13102022,2022,M1300,2022M1300,765147,2792781,3650870,807500,1890625,-8880,8912648,12853960,-332128,46.2
1310,13102023,2023,M1300,2023M1300,604092,2686434,3480076,1107500,2295884,-274134,9763204,9541182,-460659,58.21
1312,13122012,2012,M1300,2012M1300,507427,6628927,9389250,1896453,4897952,1823647,23889343,22762651,1940985,80.77
1312,13122013,2013,M1300,2013M1300,855816,7414777,9155637,725365,3836270,4615155,24925358,26288575,2161270,76.64
1312,13122014,2014,M1300,2014M1300,1081542,6987268,8707755,1365670,4053116,2465951,24389813,24340264,490681,73.56
1312,13122015,2015,M1300,2015M1300,810436,6644697,8282258,162317,2474365,3939556,23130366,20024959,1652077,79.34
1312,13122016,2016,M1300,2016M1300,1065963,7772016,8259961,95306,2887286,3272675,25005048,19918739,2578738,83.86
1312,13122017,2017,M1300,2017M1300,2122753,9474318,7778233,37581,3131118,4010789,27999915,23350965,3447650,83.4
1312,13122018,2018,M1300,2018M1300,2729454,10852015,7427473,2833,2877053,4576355,29859901,24741138,3150741,81.45
1312,13122019,2019,M1300,2019M1300,3403383,11627999,6807341,20953,2519453,3056778,31486407,20468229,2176211,85.76
1312,13122020,2020,M1300,2020M1300,5235661,13038671,6380992,440977,2909607,2834529,36322368,16575784,4320555,93.95
1312,13122021,2021,M1300,2021M1300,7038195,16548501,8669893,1125875,4831291,4449142,48912979,22547353,6076588,76.37
1312,13122022,2022,M1300,2022M1300,6279477,17409343,18822036,1931000,4735298,2143941,60371545,18176626,-454388,84.8
1312,13122023,2023,M1300,2023M1300,4726354,16107111,21658256,1900000,8612164,-74823,61968407,15719189,-1456876,85.32
1313,13132012,2012,M1300,2012M1300,9093251,26792311,10531375,12823471,18502073,1159340,42374592,49537022,1204044,82.62
1313,13132013,2013,M1300,2013M1300,14166276,27515895,11375370,13559676,19164889,3312183,45013293,51599106,593028,79.86
1313,13132014,2014,M1300,2014M1300,13568886,25345412,11682612,11429073,16088710,1992319,43529776,53282098,-243902,67.94
1313,13132015,2015,M1300,2015M1300,8876114,17803758,12477802,6098523,9863336,2771913,36967653,43647964,-172472,65.7
1313,13132016,2016,M1300,2016M1300,4604140,15549772,13589704,3829853,9028655,1336108,36398317,42392012,1088813,67.04
1313,13132017,2017,M1300,2017M1300,6471303,20601738,15459853,7234070,15075247,1274891,45009979,50600125,2342413,74.36
1313,13132018,2018,M1300,2018M1300,4892316,20662769,17072617,4295128,10529011,634253,45769849,61258498,753610,73.28
1313,13132019,2019,M1300,2019M1300,5324973,18684583,16362557,4975330,10641914,4387768,45156997,62714942,-140376,68.23
1313,13132020,2020,M1300,2020M1300,3623866,16739193,15725460,1586825,5920830,3448194,44200637,51866839,2134320,75.58
1313,13132021,2021,M1300,2021M1300,4344203,22296269,15711926,3036758,8647824,-53139,53771844,81942428,2147462,54.35
1313,13132022,2022,M1300,2022M1300,4244635,19881526,16135794,4134727,14197218,673203,50562422,72819643,-1236224,65.39
1313,13132023,2023,M1300,2023M1300,3209524,20812329,16123291,4201060,8263676,-59627,55656669,73196046,-282826,66.63
1314,13142012,2012,M1300,2012M1300,5312792,14633467,19422071,0,4426179,-2724751,64085437,38352880,1579928,56.18
1314,13142013,2013,M1300,2013M1300,8186545,14914518,18797074,3386798,6785919,-135468,71001350,35338541,5245067,54.94
1314,13142014,2014,M1300,2014M1300,10412190,18168124,16980407,2564933,5668509,-1850522,77428415,33249482,294532,52.3
1314,13142015,2015,M1300,2015M1300,8887290,15118402,16279497,2009719,5278759,490046,75754803,26155995,82770,56.32
1314,13142016,2016,M1300,2016M1300,9678066,16082533,15669918,2895982,10462969,261915,76455265,25376683,-1878145,51.12
1314,13142017,2017,M1300,2017M1300,10111495,18839149,16935430,250000,4241699,3502857,81628960,33335970,6087322,55.45
1314,13142018,2018,M1300,2018M1300,13469938,21622587,19501534,913732,7488055,6277245,89704954,38503121,4280995,54.09
1314,13142019,2019,M1300,2019M1300,9116253,23986973,20275279,3484148,8741513,-8403512,96468490,29624094,1733635,104.61
1314,13142020,2020,M1300,2020M1300,7479899,27089168,23226955,3615000,8748394,-4140048,104909990,17583092,674660,269.41
1314,13142021,2021,M1300,2021M1300,7650122,57355445,25119743,12737689,20737381,-29660642,135241310,35163380,3484655,360.99
1314,13142022,2022,M1300,2022M1300,6824456,64599053,27190100,16023388,25366575,-9213169,141122929,25027795,205397,667
1314,13142023,2023,M1300,2023M1300,5513603,66592804,27528332,16319097,30232071,-4121861,145705475,26414254,-1081266,670.29
1315,13152012,2012,M1300,2012M1300,514562,3907476,1943491,527167,979049,314348,9281808,3506393,168445,170.36
1315,13152013,2013,M1300,2013M1300,613668,4177782,1886678,440744,856423,205663,9522353,3388796,170604,154.52
1315,13152014,2014,M1300,2014M1300,465966,3944065,1854504,436691,957493,302618,9226385,2989773,225570,163.1
1315,13152015,2015,M1300,2015M1300,683871,3858733,1783218,492249,1056414,317111,8996298,2725584,244876,174.07
1315,13152016,2016,M1300,2016M1300,855280,4436139,1744131,488298,1271670,232972,9566746,2887924,303181,167.52
1315,13152017,2017,M1300,2017M1300,898690,4490361,1666429,510921,1266499,171326,9538157,2654707,168251,172.11
1315,13152018,2018,M1300,2018M1300,636813,4364516,1693142,565684,1282388,57123,9872838,2543342,229871,173.68
1315,13152019,2019,M1300,2019M1300,650253,6762847,1481666,304349,1272212,291393,9925313,2440599,698140,178.39
1315,13152020,2020,M1300,2020M1300,3987427,9702083,1496595,214130,652663,188802,13066420,2233540,5430211,185.38
1315,13152021,2021,M1300,2021M1300,1509695,9031955,1757705,255760,971450,214373,12754724,2378900,6432,187.95
1315,13152022,2022,M1300,2022M1300,2019589,7953048,1970028,160541,680377,526284,11534541,2669360,711224,185.55
1315,13152023,2023,M1300,2023M1300,2249460,7519816,1971976,129017,460232,540537,11342819,2157193,350507,203.75
1316,13162012,2012,M2500,2012M2500,458799,1346816,736689,290191,797362,44431,2288865,1534377,-144909,247.18
1316,13162013,2013,M2500,2013M2500,772306,2088540,573685,243987,1051748,-140902,2820734,1282356,-210246,334.74
1316,13162014,2014,M2500,2014M2500,792932,2531015,266027,115587,707168,-563071,3106676,793523,-35467,712.62
1316,13162015,2015,M2500,2015M2500,623994,3059500,257395,464240,1645251,-379817,3578234,828079,-122367,955.01
1316,13162016,2016,M2500,2016M2500,522451,3571817,249891,818073,2198988,-309424,4190676,574627,-104197,1812.42
1316,13162017,2017,M2500,2017M2500,900488,3706739,298638,744003,1878695,429362,4598344,2159740,326064,587.51
1316,13162018,2018,M2500,2018M2500,1383899,4894321,318184,1342532,2036546,-730814,5805332,1522292,231677,919.57
1316,13162019,2019,M2500,2019M2500,316308,6426681,264010,2949689,4524909,-2484463,7057814,722740,-83751,2557.36
1316,13162020,2020,M2500,2020M2500,253510,6220616,251698,3174566,4473484,-60538,7095303,1236441,-102623,1981.02
1316,13162021,2021,M2500,2021M2500,820350,7941429,1564553,3148526,4229506,-447086,10599150,1035758,-28259,2461.08
1316,13162022,2022,M2500,2022M2500,763148,9144120,1663007,3597304,5470042,-577558,11806141,2331605,56086,1370.3
1316,13162023,2023,M2500,2023M2500,689023,10104293,1555527,3684276,6592597,-786690,12577365,845937,-148879,3880.09
1319,13192012,2012,M2200,2012M2200,1389851,7887511,15042392,1368764,5860358,3283032,28706173,17004822,774577,149.81
1319,13192013,2013,M2200,2013M2200,1071829,8862423,15669861,1604058,6958058,3035952,31237542,19616358,1398615,133.09
1319,13192014,2014,M2200,2014M2200,1195358,10263031,16925915,2653667,8748547,3305791,34596197,21141658,952523,140.61
1319,13192015,2015,M2200,2015M2200,2053202,10617579,18352289,1693086,9279685,5102980,36269687,22456256,1730936,137.06
1319,13192016,2016,M2200,2016M2200,1504666,10042386,18679840,1810712,9010181,5566572,36465486,24181282,2478464,127.11
1319,13192017,2017,M2200,2017M2200,1236257,9864022,19758993,2015689,8238435,5343566,37673888,24452883,2395481,128.78
1319,13192018,2018,M2200,2018M2200,1135966,9020908,20448987,2000902,7471408,4702741,37258233,23006584,1931948,130.31
1319,13192019,2019,M2200,2019M2200,1179700,8834332,20386583,2305729,7617634,5227191,37105350,21613680,1855321,131.25
1319,13192020,2020,M2200,2020M2200,1537440,8152972,19457694,1820892,6381522,5136621,35553199,17322986,742587,149.7
1319,13192021,2021,M2200,2021M2200,1453510,8643178,18883827,1934825,6907667,3886318,34453458,18380295,637164,138.94
1319,13192022,2022,M2200,2022M2200,2344300,9986988,18192011,1237828,6889873,5591773,33540172,21282606,2036720,132.07
1319,13192023,2023,M2200,2023M2200,3817008,12106479,17604877,528878,7052376,7086797,35046182,23858806,3047280,126.59
1321,13212012,2012,M1300,2012M1300,208975,1480446,5746002,509551,1141538,-3181,8785002,5479539,-117732,83.23
1321,13212013,2013,M1300,2013M1300,321053,1678154,6281365,409580,1189457,219773,9035025,5889757,13209,79.55
1321,13212014,2014,M1300,2014M1300,262191,1467357,7196116,333260,1104092,17690,9736842,5365933,-145025,83.7
1321,13212015,2015,M1300,2015M1300,322924,1405890,4238668,458477,1467316,82458,10535911,4596042,37129,87.25
1321,13212016,2016,M1300,2016M1300,314474,1518457,4230533,442884,1218314,-111337,10918710,4362800,-14626,92.59
1321,13212017,2017,M1300,2017M1300,332844,1535650,4082282,378084,955457,34411,10878968,4467046,-81431,96.23
1321,13212018,2018,M1300,2018M1300,382434,1825538,3822843,277657,1096126,217307,11646935,4777348,-71794,93.63
1321,13212019,2019,M1300,2019M1300,460375,1857147,3595365,250000,1068829,364954,11575506,4656690,117676,93.15
1321,13212020,2020,M1300,2020M1300,413217,2006284,3522618,200000,1004885,435515,12175162,4980018,374097,87.4
1321,13212021,2021,M1300,2021M1300,414256,2656901,3450776,150000,1474042,370861,12980183,6490333,319368,84.71
1321,13212022,2022,M1300,2022M1300,471820,1984152,3378266,250000,1080139,56338,11786193,6506136,-42657,83.26
1321,13212023,2023,M1300,2023M1300,682323,2125345,3303756,200000,1110153,12660,11931695,4914556,193134,85.31
1323,13232012,2012,M1300,2012M1300,441025,1639968,1563204,361519,934562,547492,3297559,3057537,237058,143.01
1323,13232013,2013,M1300,2013M1300,609620,2002168,1473004,282761,1071992,663107,3585191,3289477,302923,136.79
1323,13232014,2014,M1300,2014M1300,549005,2212023,1499134,193589,729448,520759,3832074,3471411,349629,139.05
1323,13232015,2015,M1300,2015M1300,686552,2068422,1556464,30000,626663,763234,3730154,3124337,295992,143.95
1323,13232016,2016,M1300,2016M1300,790860,2271661,1396655,30000,551971,328244,3808137,3132610,343158,141.13
1323,13232017,2017,M1300,2017M1300,628217,2173174,1388730,0,554455,350111,3902668,3241637,313835,155.14
1323,13232018,2018,M1300,2018M1300,806643,2422988,1356145,23000,636673,478399,4239473,3759197,361844,154.63
1323,13232019,2019,M1300,2019M1300,1370705,2812275,1756012,53500,689506,740712,5126573,3639735,353283,160.33
1323,13232020,2020,M1300,2020M1300,1405976,2884014,2378585,93500,726565,661637,5473347,3406532,353094,163.57
1323,13232021,2021,M1300,2021M1300,1097968,2893434,2324605,150000,849922,371803,5728613,3797590,342977,161.51
1323,13232022,2022,M1300,2022M1300,1241321,2735483,2372023,100000,665054,704270,5617303,3752381,291110,162.04
1323,13232023,2023,M1300,2023M1300,1170317,2610157,2240478,65000,559080,499343,5434520,3308875,179294,159.33
1324,13242012,2012,M1300,2012M1300,285741,894291,403781,5840,258258,106860,1310515,1364524,34282,128.14
1324,13242013,2013,M1300,2013M1300,255855,956593,384223,0,286426,12445,1373740,1488301,43504,112.82
1324,13242014,2014,M1300,2014M1300,322683,898352,383134,0,269776,195928,1317128,1447397,43053,116.06
1324,13242015,2015,M1300,2015M1300,295017,890282,359646,0,251321,29550,1301028,1274030,57840,125.94
1324,13242016,2016,M1300,2016M1300,327895,953459,329669,0,278886,91672,1345581,1236115,64946,128.33
1324,13242017,2017,M1300,2017M1300,337694,951080,377135,0,306000,120847,1390332,1227153,60286,127.45
1324,13242018,2018,M1300,2018M1300,229133,832255,387959,0,270523,-9085,1306824,1137469,1195,142.11
1324,13242019,2019,M1300,2019M1300,199853,779706,402294,0,220253,10806,1223456,1136341,3194,144.2
1324,13242020,2020,M1300,2020M1300,291146,822252,377637,0,239757,126564,1242489,1055758,16364,148.23
1324,13242021,2021,M1300,2021M1300,225429,857274,347047,0,268769,-30940,1245313,1076840,635,156.16
1324,13242022,2022,M1300,2022M1300,262709,796347,340111,0,209437,81157,1176409,983017,4803,174.12
1324,13242023,2023,M1300,2023M1300,280158,816696,349304,0,218073,82436,1211649,921410,39457,157.08
1325,13252012,2012,M1300,2012M1300,120352,1012802,967427,21292,116246,171651,2077500,1057807,72949,124.63
1325,13252013,2013,M1300,2013M1300,198686,1092304,940262,0,115401,88416,2119476,1089403,71674,132.38
1325,13252014,2014,M1300,2014M1300,237629,1038837,943645,0,60287,83068,2070099,1205434,56620,128.57
1325,13252015,2015,M1300,2015M1300,152665,1150402,892606,0,88490,288662,2117022,1109886,98244,125.02
1325,13252016,2016,M1300,2016M1300,75793,1074240,834404,0,105485,159326,1978889,990428,111470,130.5
1325,13252017,2017,M1300,2017M1300,75086,1035490,789059,0,64021,136963,1897674,865210,39677,139.98
1325,13252018,2018,M1300,2018M1300,162843,1034739,808776,0,59231,88054,1909141,914449,59922,123.36
1325,13252019,2019,M1300,2019M1300,176524,887376,922087,0,47176,100846,1874451,772775,34691,134.91
1325,13252020,2020,M1300,2020M1300,501763,3286330,1207304,0,729410,2424552,4635081,4056858,2014576,64.04
1325,13252021,2021,M1300,2021M1300,406558,1903915,1213631,0,105648,-4927,3217382,1191043,277492,154.56
1325,13252022,2022,M1300,2022M1300,1013789,1746399,1168563,15829,68530,77926,3005348,553968,13526,159.54
1325,13252023,2023,M1300,2023M1300,554253,1748762,1129354,0,56995,124653,2971965,405763,12739,154.89
1326,13262012,2012,M1300,2012M1300,11562869,204181810,144731741,30044768,105943507,29135321,488920565,391599981,8503385,87.9
1326,13262013,2013,M1300,2013M1300,11459481,213919950,145053156,31211375,97876971,39044204,525690119,427999934,26678524,85.58
1326,13262014,2014,M1300,2014M1300,14335920,225931414,144975464,32003100,91265086,32988287,530819177,401453739,14019220,85.35
1326,13262015,2015,M1300,2015M1300,34744139,210949403,144363759,29019157,82359693,67372964,512985430,329349307,31617547,90.91
1326,13262016,2016,M1300,2016M1300,30391911,236805328,130913460,26204228,79209915,59713289,544436590,319204627,48766728,89.83
1326,13262017,2017,M1300,2017M1300,29684599,253842403,125345618,23260934,82425994,71240159,572326493,358421471,60035946,86.2
1326,13262018,2018,M1300,2018M1300,31209809,255009546,129098640,31948041,106235616,60591316,591500932,407859765,55441018,80.41
1326,13262019,2019,M1300,2019M1300,15099252,226182634,124671052,32369623,87132669,59012528,550549017,315384595,33244103,95.89
1326,13262020,2020,M1300,2020M1300,17127127,215865015,127268960,19587428,73452939,46212769,531820428,253294668,21554193,104.99
1326,13262021,2021,M1300,2021M1300,23062097,246631027,130897801,18054887,84917037,38729208,598345271,365812098,42707431,82.11
1326,13262022,2022,M1300,2022M1300,34374411,226085090,142861143,36590545,116950946,32732255,555546296,379896563,9203861,79.81
1326,13262023,2023,M1300,2023M1300,23871348,214905674,148226306,37987204,101225762,18363447,565870368,332619533,7704942,84.51
1336,13362012,2012,M2328,2012M2328,209053,1040944,1108731,217685,682295,67645,2375589,2086894,-51152,129.06
