代號,名稱,Year,Industry,Key,RPA,LN_RPA_Count,RPA_Count,Finance,KY,OS,Equity,Asset,NI,Price,MVE,BVE,Earnings,NetDiv,ADV,RD,ROA,S,SG,BM
1323,永裕,2022,M1300,13232022,0,0,0,0,0,91275,2908378,5617303,290717,31.7,2893417.5,2908378,290717,100402,0.077155545,0.014948908,-0.82,3752381,-1.19,1.002324812
1323,永裕,2021,M1300,13232021,0,0,0,0,0,91275,2726864,5728613,342891,32.66,2981041.5,2726864,342891,146039,0.072015146,0.014828878,-0.15,3797590,11.48,0.928091211
1323,永裕,2020,M1300,13232020,0,0,0,0,0,91275,2581337,5473347,342045,30.57,2790276.75,2581337,342045,146039,0.062340527,0.017265947,0.25,3406532,-6.41,0.969519248
1323,永裕,2019,M1300,13232019,0,0,0,0,0,91275,2369105,5126573,351896,27.66,2524666.5,2369105,351896,146039,0.06109181,0.013371303,0.67,3639735,-3.18,0.911045397
1323,永裕,2018,M1300,13232018,0,0,0,0,0,91275,2281781,4239473,357154,27.63,2521928.25,2281781,357154,164294,0.061161998,0.011946168,0.77,3759197,15.97,0.893139341
1323,永裕,2017,M1300,13232017,0,0,0,0,0,91275,2096325,3902668,313039,28.54,2604988.5,2096325,313039,118656,0.061520769,0.012638059,-0.73,3241637,3.48,0.775654586
1324,地球,2022,M1300,13242022,0,0,0,0,0,75122,953592,1176409,4210,11.6,871415.2,953592,4210,15024,0.055699952,0.014891909,0.23,983017,-8.71,1.185239145
1324,地球,2021,M1300,13242021,0,0,0,0,0,75122,949040,1245313,409,10.43,783522.46,949040,409,15024,0.054613499,0.015287322,-1.31,1076840,2,1.117992608
1324,地球,2020,M1300,13242020,0,0,0,0,0,75122,972295,1242489,15584,11.65,875171.3,972295,15584,22536,0.058396905,0.021483143,1.3,1055758,-7.09,1.311335317
1324,地球,2019,M1300,13242019,0,0,0,0,0,75122,973468,1223456,2612,9,676098,973468,2612,22536,0.060108717,0.021003378,0.63,1136341,-0.1,1.472556157
1324,地球,2018,M1300,13242018,0,0,0,0,0,75122,1002363,1306824,328,9.84,739200.48,1002363,328,22536,0.058842922,0.019420309,-4.31,1137469,-7.31,1.356009671
1324,地球,2017,M1300,13242017,0,0,0,0,0,75122,1025498,1390332,61631,10.9,818829.8,1025498,61631,22536,0.054844017,0.019621025,-0.36,1227153,-0.73,1.261654425
1325,恒大,2022,M1300,13252022,0,0,0,0,0,85281,2879008,3005348,6116,23.72,2022865.32,2879008,6116,42640,0.023559123,0.016912529,-8.25,553968,-53.49,1.271528392
1325,恒大,2021,M1300,13252021,0,0,0,0,0,85281,3048646,3217382,277742,25.04,2135436.24,3048646,277742,170562,0.016168182,0.008289373,-37.42,1191043,-70.64,0.86620412
1325,恒大,2020,M1300,13252020,0,0,0,0,0,85281,3829882,4635081,2012504,71.04,6058362.24,3829882,2012504,1023374,0.007184378,0.00360057,106.14,4056858,424.97,0.632164577
1325,恒大,2019,M1300,13252019,0,0,0,0,0,85281,1763717,1874451,33684,129.26,11023422.06,1763717,33684,25584,0.019475268,0.013285885,-1.65,772775,-15.49,1.562027342
1325,恒大,2018,M1300,13252018,0,0,0,0,0,85281,1785545,1909141,59381,12.18,1038722.58,1785545,59381,42640,0.01635083,0.011437489,0.64,914449,5.69,1.672299989
1325,恒大,2017,M1300,13252017,0,0,0,0,0,85281,1768423,1897674,39372,13.4,1142765.4,1768423,39372,29848,0.019595243,0.010688735,-3.72,865210,-12.64,1.433063185
1326,台化,2022,M1300,13262022,0,0,0,0,0,5861186,373356464,555538628,9131703,67.1,393285580.6,373356464,9131703,5568126,0.031597122,0,-5.44,379896563,3.85,0.916280423
1326,台化,2021,M1300,13262021,0,0,0,0,0,5861186,443980954,598345271,42793814,73.67,431793572.6,443980954,42793814,28133694,0.035102601,0,4.08,365812098,44.42,1.010125845
1326,台化,2020,M1300,13262020,0,0,0,0,0,5861186,395452529,531820428,21017161,76.25,446915432.5,395452529,21017161,14652965,0.035021385,0,-2.41,253294668,-19.69,0.884848677
1326,台化,2019,M1300,13262019,0,0,0,0,0,5861186,409290963,550549017,31189676,64.72,379335957.9,409290963,31189676,22272507,0.030006399,0,-3.86,315384595,-22.67,0.933441268
1326,台化,2018,M1300,13262018,0,0,0,0,0,5861186,433322499,591500932,54693772,88.06,516136039.2,433322499,54693772,36339355,0.022537759,0,-0.77,407859765,13.79,0.872752404
1326,台化,2017,M1300,13262017,0,0,0,0,0,5861186,418501076,572326493,57010965,92.62,542863047.3,418501076,57010965,41028304,0.024176395,0,1.74,358421471,12.29,0.9093494
1336,台翰,2022,M2328,13362022,0,0,0,0,0,78818,1723535,2773483,166233,23.79,1875080.22,1723535,166233,32315,0.013741818,0,3.92,2669152,27.99,0.904353867
1336,台翰,2021,M2328,13362021,0,0,0,0,0,77098,1549064,2266610,70185,18.65,1437877.7,1549064,70185,30839,0.01643498,0,-4.94,2085430,9.38,0.973928379
1336,台翰,2020,M2328,13362020,0,0,0,0,0,77098,1630910,2453395,-28126,21.54,1660690.92,1630910,-28126,115647,0.018406247,0,4.52,1906581,-18.96,0.95588461
1336,台翰,2019,M2328,13362019,0,0,0,0,0,85148,1673480,2352788,76660,13.49,1148646.52,1673480,76660,55510,0.018925321,0,-0.23,2352721,-15.62,1.52828766
1336,台翰,2018,M2328,13362018,0,0,0,0,0,84152,1662726,2507874,129942,11.35,955125.2,1662726,129942,46263,0.017903761,0,0.09,2788241,22.05,1.649299122
1336,台翰,2017,M2328,13362017,0,0,0,0,0,83193,1599691,2421612,96685,13.07,1087332.51,1599691,96685,0,0.011530781,0,8.11,2284494,27.52,1.320650624
1337,再生-KY,2022,M1300,13372022,0,0,0,0,1,268955,4893473,5067362,-434899,9.19,2471696.45,4893473,-434899,0,0.065624306,0.032142485,-1,643603,-41.87,2.591793891
1337,再生-KY,2021,M1300,13372021,0,0,0,0,1,268955,5300077,5507928,-506293,6.22,1672900.1,5300077,-506293,0,0.059231432,0.034268872,12.1,1107098,9.81,2.699477404
1337,再生-KY,2020,M1300,13372020,0,0,0,0,1,268955,5794990,6532866,-1312806,8.1,2178535.5,5794990,-1312806,0,0.049705552,0.038927469,-9.03,1008157,-19.89,2.336910863
1337,再生-KY,2019,M1300,13372019,0,0,0,0,1,268955,6996255,7586668,-636692,5.03,1352843.65,6996255,-636692,0,0.044780674,0.041660045,14.46,1258400,-14.09,4.243512964
1337,再生-KY,2018,M1300,13372018,0,0,0,0,1,268955,7863082,8435471,-1819049,6.59,1772413.45,7863082,-1819049,0,0.046895235,0.026950492,-19.16,1464797,-68.08,4.483999821
1337,再生-KY,2017,M1300,13372017,0,0,0,0,1,267776,9934553,10823343,182700,9.91,2653660.16,9934553,182700,7740,0.018982968,0.012565082,-2.25,4588271,-20.61,2.965646424
1338,廣華-KY,2022,M2200,13382022,0,0,0,0,1,83840,6742011,11087758,77252,42.33,3548947.2,6742011,77252,167680,0.045553205,0.030838793,-1.39,7344840,0.41,1.966141994
1338,廣華-KY,2021,M2200,13382021,0,0,0,0,1,83840,6599681,11708434,268368,53.26,4465318.4,6599681,268368,209600,0.044471686,0.040370319,1.08,7314879,18.62,1.527606621
1338,廣華-KY,2020,M2200,13382020,0,0,0,0,1,83840,6565723,10354080,228888,57.05,4783072,6565723,228888,293440,0.041795495,0.048093417,-1.5,6166478,-16.98,1.482630363
1338,廣華-KY,2019,M2200,13382019,0,0,0,0,1,83840,6658245,10091517,387841,45.22,3791244.8,6658245,387841,293440,0.047227498,0.040522486,0.27,7427876,-7.87,1.45105226
1338,廣華-KY,2018,M2200,13382018,0,0,0,0,1,83840,6783903,9965581,508561,51.63,4328659.2,6783903,508561,293440,0.038270142,0.03323245,-2.54,8062421,1.19,1.394122563
1338,廣華-KY,2017,M2200,13382017,0,0,0,0,1,83840,6820617,9871537,765018,75.66,6343334.4,6820617,765018,419200,0.040137516,0.032247825,1.01,7967359,4.72,0.967218869
1339,昭輝,2022,M2200,13392022,0,0,0,0,0,74124,3815549,5537470,357920,43.27,3207345.48,3815549,357920,222371,0.062406285,0.03493788,5.99,2020758,5.35,1.312139108
1339,昭輝,2021,M2200,13392021,0,0,0,0,0,74139,3550258,5051865,75967,36.13,2678642.07,3550258,75967,148247,0.059170012,0.019583963,0.7,1918100,-9.56,1.543730189
1339,昭輝,2020,M2200,13392020,0,0,0,0,0,74139,3585661,5298401,210073,32.57,2414707.23,3585661,210073,148247,0.060227234,0.014732889,-5.11,2120901,-20.11,1.34307227
1339,昭輝,2019,M2200,13392019,0,0,0,0,0,74139,3597889,5348549,450440,35.27,2614882.53,3597889,450440,148247,0.057082922,0.012825134,0.92,2654787,-7,1.109740815
1339,昭輝,2018,M1300,13392018,0,0,0,0,0,74139,3442317,6324887,437206,28.04,2078857.56,3442317,437206,148247,0.061121632,0.013633144,0.13,2854734,0.62,1.742889756
1339,昭輝,2017,M1300,13392017,0,0,0,0,0,74139,3356433,6530380,277774,31.62,2344275.18,3356433,277774,148277,0.053488552,0.011976259,-0.38,2837280,14.62,1.448709262
1340,勝悅-KY,2022,M1300,13402022,0,0,0,0,1,152923,4648537,4789329,-393619,14,2140922,4648537,-393619,0,0.014800793,0.085131102,2.11,499230,-23.27,3.095508458
1340,勝悅-KY,2021,M1300,13402021,0,0,0,0,1,152923,4989369,5153271,-485186,10,1529230,4989369,-485186,0,0.018748012,0.084801016,-2.33,650629,-0.88,2.80057295
1340,勝悅-KY,2020,M1300,13402020,0,0,0,0,1,152923,5421970,5565765,-389728,12.15,1858014.45,5421970,-389728,0,0.01225004,0.080133332,0.62,656406,-43.27,2.791776068
1340,勝悅-KY,2019,M1300,13402019,0,0,0,0,1,152923,5856894,6122503,-329679,10.05,1536876.15,5856894,-329679,0,0.010571959,0.070439395,-7.99,1157023,-44.16,2.321189571
1340,勝悅-KY,2018,M1300,13402018,0,0,0,0,1,139021,6549928,6788191,151737,16.54,2299407.34,6549928,151737,166824,0.011249577,0.069672185,-9.98,2071989,-39.18,3.037696075
1340,勝悅-KY,2017,M1300,13402017,0,0,0,0,1,126383,6588396,6997872,837996,31.58,3991175.14,6588396,837996,164296,0.00863554,0.033924516,-0.69,3406504,3.15,1.401354766
1341,富林-KY,2022,M1300,13412022,0,0,0,0,1,50841,1208175,2451077,300620,68.03,3458713.23,1208175,300620,102697,0.027335665,0.005068739,0.35,3045728,10.13,0.371832155
1341,富林-KY,2021,M1300,13412021,0,0,0,0,1,50400,1272758,2367518,288811,62.29,3139416,1272758,288811,252000,0.025412654,0.005033064,-1.25,2765512,3.79,0.437966266
1341,富林-KY,2020,M1300,13412020,0,0,0,0,1,49400,1216621,2121080,310429,62.57,3090958,1216621,310429,247000,0.02806281,0.005301725,1.89,2664416,-11.81,0.540323727
1341,富林-KY,2019,M1300,13412019,0,0,0,0,1,49400,1223512,2144636,281258,48.86,2413684,1223512,281258,148200,0.029152327,0.004197435,6.42,3021131,4.1,0.556072056
1341,富林-KY,2018,M1300,13412018,0,0,0,0,1,49400,1117632,2290036,150858,39.71,1961674,1117632,150858,49400,0.029817122,0.004371331,-8.38,2902091,5.06,0.630725664
6697,東捷資訊,2018,M2330,66972018,1,1.098612289,2,0,0,20337,276861,942237,45026,#N/A,#N/A,276861,45026,40674,0.01012269,0.001322422,-0.37,1217463,8.25,#N/A
1342,八貫,2022,M9900,13422022,0,0,0,0,0,70372,2006312,2986077,499339,125,8796500,2006312,499339,380010,0.017250915,0.018900885,10.1,2589138,25.18,0.22551882
1342,八貫,2021,M9900,13422021,0,0,0,0,0,67845,1555543,2402395,266011,61.38,4164326.1,1555543,266011,203536,0.019551875,0.018257635,3.58,2068395,35.07,0.364223899
1342,八貫,2020,M9900,13422020,0,0,0,0,0,67845,1458936,1975262,196235,49.8,3378681,1458936,196235,169613,0.021835621,0.01984914,0.72,1531351,6.14,0.405735048
6874,倍力,2021,,68742021,1,0.693147181,1,0,0,14500,271454,560596,78999,#N/A,#N/A,271454,78999,65250,0.045393509,0.010265934,10.4,1164726,61.25,#N/A
6916,華凌,2022,M2326,69162022,1,1.791759469,5,0,0,52500,955044,2357778,290211,#N/A,#N/A,955044,290211,131250,0.037827306,0.041390515,11.24,2999262,34.02,#N/A
1213,大飲,2018,M1200,12132018,0,0,0,0,0,56623,606465,1369872,-89640,#N/A,#N/A,606465,-89640,0,0.068068686,0,-10.08,594238,-8.51,1.065729052
1402,遠東新,2022,M1400,14022022,0,0,0,0,0,5352875,271672077,657757910,14270748,32.05,171559643.8,271672077,14270748,7226381,0.089364441,0.003750606,-0.13,263944525,10.53,1.660207848
1402,遠東新,2019,M1400,14022019,1,0.693147181,1,0,0,5352875,271321183,576079699,15152339,23.12,123758470,271321183,15152339,8029312,0.075198794,0.004245387,0.43,250146590,9.4,2.049615911
1402,遠東新,2021,M1400,14022021,0,0,0,0,0,5352875,269414918,635327585,13895357,29.03,155393961.3,269414918,13895357,8029312,0.096512693,0.003685294,0.5,238806217,15.49,1.881528285
1402,遠東新,2020,M1400,14022020,0,0,0,0,0,5352875,269424640,616955270,10762085,27.95,149612856.3,269424640,10762085,7226381,0.0908132,0.00419218,-0.68,206769281,-17.34,1.991008617
1402,遠東新,2018,M1400,14022018,0,0,0,0,0,5352875,267729437,565589420,16992534,26.28,140673555,267729437,16992534,9635175,0.073441721,0.003659131,0.78,228661933,4.96,2.28487929
1402,遠東新,2017,M1400,14022017,0,0,0,0,0,5352875,255539093,516766280,15047312,21.85,116960318.8,255539093,15047312,6423450,0.102486513,0.003733185,0.5,217846948,0.92,2.355138752
1409,新纖,2022,M1400,14092022,0,0,0,0,0,1618409,46077875,181731074,3564214,16.16,26153489.44,46077875,3564214,1618409,0.041422122,0.008941888,-0.51,44280469,2.01,1.726567262
1409,新纖,2021,M1400,14092021,0,0,0,0,0,1618409,46317888,196031587,4900083,15.82,25603230.38,46317888,4900083,2265773,0.040421223,0.008728403,1.8,43407024,38.86,1.626102043
1409,新纖,2020,M1400,14092020,0,0,0,0,0,1618409,42165245,173954320,2244425,18.78,30393721.02,42165245,2244425,1780250,0.026810896,0.009907393,-0.49,31259082,-16.32,2.215435046
1409,新纖,2019,M1400,14092019,0,0,0,0,0,1618409,38176939,157182832,2138776,8.87,14355287.83,38176939,2138776,890125,0.019229915,0.008416253,-0.33,37357003,-10.42,2.483071435
1409,新纖,2018,M1400,14092018,0,0,0,0,0,1618409,36965182,143864326,2890804,10.21,16523955.89,36965182,2890804,1375647,0.018249287,0.008528353,1.23,41701958,15.64,2.693448721
1409,新纖,2017,M1400,14092017,0,0,0,0,0,1618409,35368505,144455811,1145817,8.33,13481346.97,35368505,1145817,809204,0.02072029,0.010299084,0.2,36062140,7.01,3.069364207
1410,南染,2022,M1400,14102022,0,0,0,0,0,63000,1152691,1376124,60273,37.25,2346750,1152691,60273,50400,0.014215688,0.016013799,-2.27,395971,-17.05,0.463207153
1410,南染,2021,M1400,14102021,0,0,0,0,0,63000,1180599,1422922,87021,33.94,2138220,1180599,87021,81900,0.015160656,0.014528002,1.68,477354,14.68,0.543809247
1410,南染,2020,M1400,14102020,0,0,0,0,0,63000,1138609,1387560,63526,31.9,2009700,1138609,63526,56700,0.013506112,0.015795568,-0.85,416256,4.56,0.574846016
1410,南染,2019,M1400,14102019,0,0,0,0,0,63000,1138829,1370392,61478,30.8,1940400,1138829,61478,63000,0.009932053,0.018226347,-3.11,398105,-21.32,0.622259924
1410,南染,2018,M1400,14102018,0,0,0,0,0,72000,1258943,1526933,110331,25.07,1805040,1258943,110331,93600,0.008597144,0.016174488,0.26,505982,-5.11,0.790833082
1410,南染,2017,M1400,14102017,0,0,0,0,0,72000,1259059,1528918,101659,21.27,1531440,1259059,101659,100800,0.008571932,0.015006038,-2.07,533252,-11.1,0.855524978
1413,宏洲,2022,M1400,14132022,0,0,0,0,0,132112,1227959,2665203,99136,9.05,1195613.6,1227959,99136,0,0.022541802,0,-0.38,3145933,6.09,0.977374676
1413,宏洲,2021,M1400,14132021,0,0,0,0,0,132112,1146797,2833785,103145,9.98,1318477.76,1146797,103145,0,0.018410455,0,9.98,2965326,90.21,0.803749148
1413,宏洲,2020,M1400,14132020,0,0,0,0,0,132112,1040486,2737080,-162333,12.1,1598555.2,1040486,-162333,0,0.034498574,0,-8.03,1558963,-47.11,0.87025273
1413,宏洲,2019,M1400,14132019,0,0,0,0,0,132112,1199790,2751552,62780,8,1056896,1199790,62780,0,0.017860699,0,-7.17,2947365,-19.27,0.9589876
1413,宏洲,2018,M1400,14132018,0,0,0,0,0,132112,1134178,2353125,242456,12.3,1624977.6,1134178,242456,0,0.015180623,0,5.25,3651036,16.12,0.79490494
1413,宏洲,2017,M1400,14132017,0,0,0,0,0,132112,895152,2320216,116537,11.7,1545710.4,895152,116537,0,0.014696533,0,7.83,3144143,43.39,0.745402141
1414,東和,2022,M1400,14142022,0,0,0,0,0,220000,3103396,4462226,114459,17.9,3938000,3103396,114459,70400,0.025305432,0.017432502,-0.92,688943,-14.92,0.806999168
1414,東和,2021,M1400,14142021,0,0,0,0,0,220000,3213692,4601845,141631,16.25,3575000,3213692,141631,118360,0.024997715,0.016043937,1.75,809714,15.27,0.790459465
1414,東和,2020,M1400,14142020,0,0,0,0,0,220000,3119690,4416425,53293,17.6,3872000,3119690,53293,54120,0.027716447,0.022588833,0.39,702471,-11.17,1.055875584
1414,東和,2019,M1400,14142019,0,0,0,0,0,220000,3097848,4574578,-33011,6.52,1434400,3097848,-33011,44000,0.031119986,0.017779958,-0.02,790778,-18.89,2.156374774
1414,東和,2018,M1400,14142018,0,0,0,0,0,220000,3076156,4502435,39461,6.08,1337600,3076156,39461,44000,0.030290566,0.0070785,-1.16,974924,22.93,2.230068146
1414,東和,2017,M1400,14142017,0,0,0,0,0,220000,3131260,4496551,-34192,6.59,1449800,3131260,-34192,70400,0.033772597,0.011217183,2.01,793069,-20.98,2.27728
1416,廣豐,2022,M9900,14162022,0,0,0,0,0,185342,3677089,4493601,94778,11.5,2131433,3677089,94778,92671,0.005585607,0,0.72,249391,5.26,2.039001082
1416,廣豐,2021,M9900,14162021,0,0,0,0,0,185342,3479559,3875923,-248651,10.02,1857126.84,3479559,-248651,92671,0.048364292,0,4.58,236931,1063.14,1.799973251
1416,廣豐,2020,M9900,14162020,0,0,0,0,0,185342,3617737,7210490,-74832,9.74,1805231.08,3617737,-74832,92671,0.571526755,0,-2.82,20370,-92.13,1.878657449
1416,廣豐,2019,M1400,14162019,0,0,0,0,0,185342,3908005,7143825,-267273,11.83,2192595.86,3908005,-267273,0,0.914722753,0,-5.23,258885,-4.47,1.796028271
1416,廣豐,2018,M1400,14162018,0,0,0,0,0,185342,4246589,7648142,-312595,12.34,2287120.28,4246589,-312595,222410,0.924089401,0,0.25,271003,-87.93,1.999317501
1416,廣豐,2017,M1400,14162017,0,0,0,0,0,185342,4223786,8616808,128105,13.31,2466902.02,4223786,128105,222410,0.207082651,0,-7.7,2246108,-38.75,1.830453538
1417,嘉裕,2022,M1400,14172022,0,0,0,0,0,189942,2704667,4498294,-6676,13.76,2613601.92,2704667,-6676,70278,0.307745186,0.002670298,-3.02,1511442,14.29,1.027376353
1417,嘉裕,2021,M1400,14172021,0,0,0,0,0,189942,2685157,3984631,87911,10.05,1908917.1,2685157,87911,66479,0.358741302,0.003007306,10.33,1322446,27.67,1.019965417
1417,嘉裕,2020,M1400,14172020,0,0,0,0,0,189942,2558563,3147085,-271345,15.38,2921307.96,2558563,-271345,56982,0.406897011,0.012645421,-13.07,1035869,-26.31,1.311609836
1417,嘉裕,2019,M1400,14172019,0,0,0,0,0,270869,3135236,4384017,-178340,8.62,2334890.78,3135236,-178340,94970,0.330551232,0.009679494,13.58,1405652,-6.27,1.33966802
1417,嘉裕,2018,M1400,14172018,0,0,0,0,0,379884,3380031,4186595,-306099,7.34,2788348.56,3380031,-306099,0,0.314568636,0.014860702,4.91,1499660,-26.2,1.487882025
1417,嘉裕,2017,M1400,14172017,0,0,0,0,0,379884,3521159,4540541,-484610,6.73,2556619.32,3521159,-484610,0,0.271011205,0,-6.07,2032130,-31.59,1.623299018
1418,東華,2022,M1400,14182022,0,0,0,0,0,56834,1229531,3886513,-115861,20.85,1184988.9,1229531,-115861,0,1.158571842,0,5.33,20754,-47.19,1.53430658
1418,東華,2021,M1400,14182021,0,0,0,0,0,56834,1207645,3555900,-296855,16.5,937761,1207645,-296855,0,0.106064076,0.000127236,1.83,39297,-60.76,1.823917286
1418,東華,2020,M1400,14182020,0,0,0,0,0,56834,407391,2232986,-292382,10.95,622332.3,407391,-292382,0,0.068412854,0.030536638,-1.53,100142,-52.66,0.994186686
1418,東華,2019,M1400,14182019,0,0,0,0,0,56834,635268,2456023,-224724,6.3,358054.2,635268,-224724,0,0.04277678,0.041429517,-0.12,211540,-67.61,1.847538009
1418,東華,2018,M1400,14182018,0,0,0,0,0,56834,849183,2668543,-230172,7.69,437053.46,849183,-230172,0,0.030073852,0.014075298,6.64,653059,-60.12,1.922967966
1418,東華,2017,M1400,14182017,0,0,0,0,0,56834,87946,1581782,-320394,10.85,616648.9,87946,-320394,0,0.037840264,0.005835013,-7.74,1637700,-4.34,0.194643874
1419,新紡,2022,M1400,14192022,0,0,0,0,0,300041,11742942,16698647,510048,41.89,12568717.49,11742942,510048,450061,0.130930475,0.008863672,10.18,3349289,21.84,1.012358799
1419,新紡,2021,M1400,14192021,0,0,0,0,0,300041,10011118,16135125,443769,38.75,11626588.75,10011118,443769,300041,0.138362641,0.009436818,0.57,2748914,27.9,0.828964803
1419,新紡,2020,M1400,14192020,0,0,0,0,0,300041,9087368,13579128,368617,37.62,11287542.42,9087368,368617,300041,0.156917439,0.011029153,-0.23,2149213,3.15,0.779389795
1419,新紡,2019,M1400,14192019,0,0,0,0,0,300041,8739148,12918739,374888,39.36,11809613.76,8739148,374888,300041,0.173590084,0.013360172,1.12,2083581,29.74,0.77815957
1419,新紡,2018,M1400,14192018,0,0,0,0,0,300041,8415499,12246886,248523,37.15,11146523.15,8415499,248523,254291,0.189383312,0.016365698,-7.01,1605981,7.93,0.70881552
1419,新紡,2017,M1400,14192017,0,0,0,0,0,300041,9248980,13775412,-131340,38.87,11662593.67,9248980,-131340,1117987,#VALUE!,#VALUE!,8.83,1487951,11.08,0.844077779
1423,利華,2022,M1400,14232022,0,0,0,0,0,138400,3043922,3320728,63548,28.65,3965160,3043922,63548,27680,0.041684191,0,-2.37,175942,-7.47,0.89880082
1423,利華,2021,M1400,14232021,0,0,0,0,0,138400,3113302,3423248,143260,23,3183200,3113302,143260,103800,0.027978648,0,-6.06,190145,-6.2,0.965863317
1423,利華,2020,M1400,14232020,0,0,0,0,0,138400,3003190,3335725,353963,23.89,3306376,3003190,353963,249120,0.02553731,0,15.13,202723,-55.45,1.268226167
1423,利華,2019,M1400,14232019,0,0,0,0,0,138400,2357157,2577780,-37980,16.75,2318200,2357157,-37980,0,0.018899517,0,-5.31,455091,-40.21,1.556808155
1423,利華,2018,M1400,14232018,0,0,0,0,0,138400,2390693,2620924,80980,10.89,1507176,2390693,80980,0,0.015777434,0,1.97,761087,11.7,1.564655195
1423,利華,2017,M1400,14232017,0,0,0,0,0,173000,2613355,2850663,964,10.54,1823420,2613355,964,0,0.017563145,0,1.44,681370,4.37,1.693508774
1432,大魯閣,2022,M2900,14322022,0,0,0,0,0,90000,730572,4897015,-40912,18.7,1683000,730572,-40912,0,0.281740507,0,2.85,1106827,42.26,0.676455556
1432,大魯閣,2021,M2900,14322021,0,0,0,0,0,90000,767669,4892868,-144720,11.65,1048500,767669,-144720,0,0.379802199,0,-4.62,778055,-32.63,0.725928132
1432,大魯閣,2020,M2900,14322020,0,0,0,0,0,75000,796172,4804207,-40260,13.62,1021500,796172,-40260,0,0.32740975,0,10.09,1154819,-1.34,0.765366018
1432,大魯閣,2019,M2900,14322019,0,0,0,0,0,167938,1113882,5741354,-257623,10.86,1823806.68,1113882,-257623,0,0.83863215,0,-4.09,1170450,14.65,0.553647561
1432,大魯閣,2018,M2900,14322018,0,0,0,0,0,167938,1845053,2531231,-218797,12.83,2154644.54,1845053,-218797,0,0.722215093,0,-6.84,1020869,-12.3,0.725661353
1432,大魯閣,2017,M2900,14322017,0,0,0,0,0,167938,1966551,3118694,-340244,17.71,2974181.98,1966551,-340244,0,0.836522948,0,2.5,1163986,16.69,0.469714491
1434,福懋,2022,M1400,14342022,0,0,0,0,0,1684665,55767215,75409835,3411166,26.48,44609929.2,55767215,3411166,2526996,0.050610444,0,1.65,34722655,5.86,1.308413095
1434,福懋,2021,M1400,14342021,0,0,0,0,0,1684665,62243859,81342188,2148447,24.26,40869972.9,62243859,2148447,1684664,0.054591165,0,0.05,32799007,13.95,1.39266194
1434,福懋,2020,M1400,14342020,0,0,0,0,0,1684665,61483588,79462058,2084646,28.76,48450965.4,61483588,2084646,1684664,0.056831117,0,-4.78,28783492,-21.46,1.332458275
1434,福懋,2019,M1400,14342019,0,0,0,0,0,1684665,64223900,80761873,2600089,29.89,50354636.85,64223900,2600089,4211661,0.049321648,0,-0.21,36647721,-17.73,1.357161035
1434,福懋,2018,M1400,14342018,0,0,0,0,0,1684665,74968690,93026493,4416157,30.4,51213816,74968690,4416157,3537795,0.039842067,0.001817845,0.68,44545053,9.43,1.656762899
1434,福懋,2017,M1400,14342017,0,0,0,0,0,1684665,73182570,94703035,4441554,24.46,41206905.9,73182570,4441554,3200862,0.042430975,0.001469402,0.59,40705664,2.15,1.892004739
1240,茂生農經,2017,M3300,12402017,0,0,0,0,0,30058,919690,1587872,140100,#N/A,#N/A,919690,140100,75145,0.048161784,0.006628541,-0.51,1413735,11.63,#N/A
1435,中福,2021,M9900,14352021,0,0,0,0,0,139780,1252156,1421818,12753,58.8,8219064,1252156,12753,0,0,0,2.77,14048,-6.68,0.30212642
1435,中福,2020,M9900,14352020,0,0,0,0,0,139780,830205,1007903,-14805,21,2935380,830205,-14805,0,0,0,-3.92,15053,-29.1,0.254908541
1435,中福,2019,M9900,14352019,0,0,0,0,0,139780,905872,1074996,-9299,8.75,1223075,905872,-9299,0,0,0,3,21230,-29.55,0.887766882
1435,中福,2018,M9900,14352018,0,0,0,0,0,139780,884870,1053476,-1731,5.31,742231.8,884870,-1731,0,0,0,-1.2,30136,-13.52,1.17448012
1435,中福,2017,M9900,14352017,0,0,0,0,0,139780,936287,1105700,3369,5.46,763198.8,936287,3369,0,0,0,0.7,34848,18.51,1.249681002
1436,華友聯,2022,M2500,14362022,0,0,0,0,0,96969,3278938,13047975,632920,56.98,5525293.62,3278938,632920,500000,0.043378916,0,1.15,3939725,52.75,0.649275944
1436,華友聯,2021,M2500,14362021,0,0,0,0,0,96104,3020688,13691109,481287,55.74,5356836.96,3020688,481287,400000,0.051340051,0,2.48,2579156,58.05,0.674494619
1436,華友聯,2020,M2500,14362020,0,0,0,0,0,95634,2706849,11672964,177318,32.75,3132013.5,2706849,177318,191268,0.046208639,0,-0.48,1631881,-21.35,0.904000438
1436,華友聯,2019,M2500,14362019,0,0,0,0,0,95634,2697084,9597525,234681,30.46,2913011.64,2697084,234681,239085,0.044825188,0,-1.28,2074771,-20.85,0.92224152
1436,華友聯,2018,M2500,14362018,0,0,0,0,0,79695,2619826,8011893,357035,25.32,2017877.4,2619826,357035,318780,0.052400431,0,1.62,2621467,17.65,1.472151988
1436,華友聯,2017,M2500,14362017,0,0,0,0,0,75900,2450115,7102133,239416,21.84,1657656,2450115,239416,227700,0.054879953,0,2.89,2228136,70.48,1.471323156
1437,勤益控,2022,M9900,14372022,0,0,0,0,0,203371,7107748,12580598,446263,28.4,5775736.4,7107748,446263,162697,0.013605731,0,-0.32,801868,14.87,1.382502509
