Key,Year,Trade,Industry,Adopt,Adopt_Ind,RPA_Ctd,Big4,Fin,INST,SG,Cycle,CL,Zscore,INSTt,MS,LGTA,BM.x,LEV,OCF,MTB,Age,ESG,RD,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14512020,2020,TSE,M1400,0,1,0,1,0,0.5385,-0.22055232,162.19,0.133018395,3.044567298,0.4746,0.014646625,16.01778636,2.039705107,0.196346479,0.004352072,0.490266949,3.610917913,39.65,0.003709733,0.042929618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14512021,2021,TSE,M1400,0,1,0,1,0,0.4746,0.123942943,193.39,0.10741421,3.974006642,0.4476,0.013868418,16.01827985,1.828522426,0.179496203,0.050459329,0.546889656,3.610917913,49.97,0.002354957,0.035115178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14512022,2022,TSE,M1400,0,1,0,1,0,0.4476,0.078515783,171.43,0.12316437,4.33735111,0.54,0.013773472,16.03098885,1.843854641,0.170494923,0.020830497,0.542342101,3.610917913,51.28,0.001916236,0.032502071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522017,2017,TSE,M1400,0,1,0,0,0,0.0408,0.066346248,101.62,0.066958316,9.836118064,0.0593,0.004025973,14.80725416,1.329350359,0.086951409,0.033030519,0.752247136,4.007333185,59.24,0.004021085,0.030860326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522018,2018,TSE,M1400,0,1,0,0,0,0.0593,0.007857897,105.78,0.081413634,7.037963462,0.0657,0.003741686,14.84034497,1.23557553,0.100173902,0.144718323,0.809339434,4.007333185,59.28,0.004621161,0.029125467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522019,2019,TSE,M1400,0,1,0,0,0,0.0657,-0.110895045,102.28,0.055654341,9.42228565,0.0621,0.003374603,14.80856453,1.353784385,0.076043188,0.048373271,0.738670065,4.007333185,60.36,0.005347373,0.032458561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522020,2020,TSE,M1400,0,1,0,0,0,0.0621,-0.508082758,106.53,0.064576317,7.583927774,0.0534,0.002653957,14.82710092,0.823739785,0.085768177,0.126128239,1.2139756,4.007333185,57.92,0.006344813,0.039231703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522021,2021,TSE,M1400,0,1,0,0,0,0.0534,0.39365878,142.43,0.098874052,7.570313102,0.0524,0.003630769,14.97737429,1.146006313,0.115794566,-0.101769025,0.872595542,4.007333185,57.06,0.004975516,0.028970211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14522022,2022,TSE,M1400,0,1,0,0,0,0.0524,-0.153565945,93.29,0.053645892,8.941584288,0.0606,0.002880451,14.88113949,1.203398201,0.07065475,0.233368037,0.830980135,4.007333185,56.99,0.005519065,0.029898418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532017,2017,TSE,M2500,0,1,0,1,0,0.3943,0.17136487,3442.62,0.273057969,2.19890569,0.3956,0.000196699,14.12254589,1.418158451,0.273102107,-0.068410882,0.705139824,3.80666249,48.07,0,0.044419841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532018,2018,TSE,M2500,0,1,0,1,0,0.3956,-1.268203841,3054.31,0.014242981,28.10690826,0.3939,0.0000681,14.11008582,1.931602923,0.014287672,-0.139481705,0.517704746,3.80666249,46.44,0,0.082964964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532019,2019,TSE,M2500,0,1,0,1,0,0.3939,0.368252904,7126.94,0.021078037,18.35837241,0.3926,0.000119612,14.08215565,1.743676434,0.021154631,0.011986271,0.573500898,3.80666249,47.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532020,2020,TSE,M2500,0,1,0,1,0,0.3926,0.795999289,2297.3,0.046037841,10.05139746,0.3925,0.000513524,14.11988454,1.524737927,0.0461116,-0.05453187,0.655850414,3.80666249,46.23,0,0.008773487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532021,2021,TSE,M2500,0,1,0,1,0,0.3925,-3.954409972,1283.39,0.182411715,2.4018766,0.4053,0.000095,14.45398506,0.762883145,0.261039084,-0.123739035,1.310816744,3.80666249,49.68,0,0.060041548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14532022,2022,TSE,M2500,0,1,0,1,0,0.4053,0.821826155,18939.05,0.187375428,3.230393248,0.4095,0.0005593,14.4276147,0.960787345,0.247956415,-0.01371246,1.040813043,3.80666249,50.68,0,0.062183422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542017,2017,TSE,M1400,1,1,0,1,0,0.2218,0.01909361,151.42,0.246179077,2.489269927,0.2253,0.003599207,14.62156357,1.640976426,0.284292065,0.007625992,0.609393276,3.912023005,41.86,0.003534384,0.046597785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542018,2018,TSE,M1400,1,1,0,1,0,0.2253,0.029724756,151.22,0.207951721,2.856977982,0.2281,0.003420442,14.53023966,1.556211651,0.246742443,0.070007678,0.642586116,3.912023005,41.19,0.004374957,0.047074164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542019,2019,TSE,M1400,1,1,0,1,0,0.2281,-0.022775185,141.71,0.216471818,2.691981796,0.2375,0.003350661,14.53049066,1.51475787,0.25454493,0.063682829,0.660171516,3.912023005,43.42,0.006553851,0.052803081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542020,2020,TSE,M1400,1,1,0,1,0,0.2375,-0.580616435,137.98,0.205682367,2.473719424,0.256,0.002514203,14.50474911,1.164538816,0.233466252,0.085814261,0.858709033,3.912023005,44.37,0.007237777,0.055121965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542021,2021,TSE,M1400,1,1,1,1,0,0.256,0.234878421,172.38,0.182841087,4.123662515,0.2476,0.002725785,14.53527679,0.993676688,0.213593008,-0.01630271,1.006363551,3.912023005,44.55,0.005564449,0.047980752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14542022,2022,TSE,M1400,1,1,1,1,0,0.2476,0.123288686,128.15,0.197363743,3.912648515,0.2398,0.002845374,14.52950786,0.734532581,0.217312444,0.061360692,1.361409999,3.912023005,38.3,0.004891776,0.050315096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552017,2017,TSE,M1400,0,1,0,0,0,0.1578,0.128854023,78.16,0.335004259,2.766875418,0.2226,0.028517405,16.31030384,1.432195509,0.359462913,0.015635484,0.698228694,3.988984047,53.8,0.005627658,0.019645383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552018,2018,TSE,M1400,0,1,0,0,0,0.2226,0.054135999,79.83,0.310690826,2.610291855,0.1877,0.027800444,16.25415562,1.585829248,0.336156664,0.035559571,0.630584914,3.988984047,51.81,0.005428355,0.018631633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552019,2019,TSE,M1400,0,1,0,0,0,0.1877,-0.337011143,85.82,0.213456434,2.611317547,0.1759,0.020832676,16.07928767,1.827578197,0.251487366,0.181866371,0.547172209,3.988984047,51.68,0.006102246,0.02139937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552020,2020,TSE,M1400,0,1,0,0,0,0.1759,-0.542728412,95.14,0.230946936,2.627785829,0.2498,0.016015923,16.00455006,0.547540138,0.268944121,0.110451027,1.826350126,3.988984047,57.57,0.007208941,0.028198161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552021,2021,TSE,M1400,0,1,0,0,0,0.2498,0.315808878,100.43,0.291275762,3.263482815,0.2358,0.019417633,16.19290763,1.328429727,0.321663219,0.006422398,0.75276846,3.988984047,55.89,0.005235364,0.030230299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14552022,2022,TSE,M1400,0,1,0,0,0,0.2358,-0.20610432,83.05,0.251223613,2.463129314,0.2389,0.014733836,16.03284741,1.180314843,0.282425715,0.10371385,0.847231572,3.988984047,69.03,0.006183555,0.031788395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562017,2017,TSE,M2500,0,1,0,1,0,0.7085,0.032308049,1071.2,0.373040824,0.757152669,0.7094,0.003093471,15.35390843,1.496734802,0.747591807,-0.023666543,0.668121032,4.007333185,43.39,0,0.028787663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562018,2018,TSE,M2500,0,1,0,1,0,0.7094,-1.126440101,1040.65,0.358734571,0.870525548,0.707,0.001142286,15.43213856,1.498580751,0.7685283,-0.056735199,0.667298041,4.007333185,41.16,0,0.031391836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562019,2019,TSE,M2500,0,1,0,1,0,0.707,0.555642674,2595.75,0.367278341,0.810988277,0.7182,0.002852733,15.4465851,1.297197822,0.761343784,0.012055713,0.770892444,4.007333185,40.79,0,0.03953848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562020,2020,TSE,M2500,0,1,0,1,0,0.7182,-0.489994515,1122.58,0.457276172,0.674424148,0.7001,0.001676844,15.71936626,0.766169515,0.808068807,-0.204127763,1.305194191,4.007333185,40.43,0,0.054840694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562021,2021,TSE,M2500,0,1,0,1,0,0.7001,0.696832225,2149.73,0.427900043,1.255377929,0.6923,0.005066962,15.77919972,1.120150898,0.755433182,0.025371318,0.892736864,4.007333185,42.6,0,0.064191219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14562022,2022,TSE,M2500,0,1,0,1,0,0.6923,-2.828652896,889.79,0.628370183,0.426380029,0.6909,0.001388941,16.19722545,0.981718809,0.858888683,-0.339791534,1.018621616,4.007333185,45.92,0,0.077898743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572017,2017,TSE,M1400,0,1,0,1,0,0.3271,0.09364037,105.58,0.262692837,1.079087329,0.3423,0.009628218,16.42438147,2.184686167,0.508063301,0.033674244,0.457731648,3.737669618,55.17,0,0.026235087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572018,2018,TSE,M1400,0,1,0,1,0,0.3423,0.104665288,79.42,0.156267499,0.861852162,0.363,0.009915872,16.61645463,2.263643575,0.561520868,0.018799249,0.441765661,3.737669618,52.99,0,0.026454661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572019,2019,TSE,M1400,0,1,0,1,0,0.363,-0.3869629,71.52,0.212462957,0.694612712,0.3941,0.007162991,16.71791211,2.321657828,0.593287658,0.00323485,0.430726694,3.737669618,57.05,0,0.027593453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572020,2020,TSE,M1400,0,1,0,1,0,0.3941,-0.503934117,115.03,0.127614574,0.758965365,0.4094,0.005648875,16.69363057,1.469785866,0.563394679,-0.018247759,0.680371218,3.737669618,60.79,0,0.041443329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572021,2021,TSE,M1400,0,1,0,1,0,0.4094,0.347057857,150.82,0.115711814,0.794563941,0.4788,0.00717644,16.73435115,1.609482479,0.57374363,0.042582472,0.62131773,3.737669618,69.71,0,0.031242982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572022,2022,TSE,M1400,0,1,0,1,0,0.4788,0.043641598,79.5,0.121302459,1.080289674,0.4232,0.006867407,16.80823376,1.710994271,0.547035796,-0.016166473,0.584455493,3.737669618,68.24,0,0.031365633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592017,2017,TSE,M1400,0,1,0,1,0,0.5511,0.134934607,93.63,0.315069017,1.334183861,0.5555,0.006486962,15.83409798,1.14821437,0.521353314,0.004772251,0.87091751,3.931825633,54.35,0,0.023106711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592018,2018,TSE,M1400,0,1,0,1,0,0.5555,0.032062247,92.95,0.360995218,0.932836274,0.5702,0.006179657,15.77058742,1.113634775,0.554512714,0.012991647,0.897960465,3.931825633,51.63,0,0.023017701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592019,2019,TSE,M1400,0,1,0,1,0,0.5702,-0.127160639,92.89,0.292003973,1.14608949,0.5823,0.005492966,15.62273138,1.056338389,0.49642118,0.087436278,0.946666343,3.931825633,53.48,0,0.025978278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592020,2020,TSE,M1400,0,1,0,1,0,0.5823,-0.750386549,81.38,0.272463694,0.931608648,0.5938,0.00372194,15.60610702,0.554870165,0.510904842,0.009662231,1.802223408,3.931825633,50.88,0,0.037334042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592021,2021,TSE,M1400,0,1,0,1,0,0.5938,0.2776814,86.67,0.261716322,2.103971851,0.6132,0.004274273,15.68736735,1.022290842,0.468707478,0.012387016,0.978195205,3.931825633,52.37,0,0.03543169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14592022,2022,TSE,M1400,0,1,0,1,0,0.6132,-0.261747051,62.59,0.279318931,0.930777977,0.5835,0.003100233,15.51004026,0.860476385,0.482476302,0.007648485,1.162146943,3.931825633,49.23,0,0.037322219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602017,2017,TSE,M1400,1,1,1,1,0,0.5502,0.004151363,202.83,0.461019944,1.546507524,0.5464,0.016848087,16.29094314,0.657811401,0.591597369,0.003394592,1.520192564,3.555348061,61.3,0.034170192,0.078583609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602018,2018,TSE,M1400,1,1,1,1,0,0.5464,0.059345296,211.31,0.496606523,1.360506988,0.5219,0.016515465,16.34030853,0.774719225,0.586979952,0.026355237,1.290790221,3.555348061,59.95,0.028453505,0.075179214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602019,2019,TSE,M1400,1,1,1,1,0,0.5219,-0.061120803,211.06,0.412215073,1.044131284,0.5107,0.015593885,16.4199096,0.757665357,0.642083958,0.002334968,1.3198439,3.555348061,59.73,0.02968119,0.072971031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602020,2020,TSE,M1400,1,1,1,1,0,0.5107,-0.206941102,236.54,0.460513733,0.626359224,0.5142,0.015323735,16.42301058,0.59870109,0.719403386,-0.02320765,1.670282578,3.555348061,62.15,0.030214967,0.100077384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602021,2021,TSE,M1400,1,1,1,1,0,0.5142,0.266106431,280.29,0.43709032,1.498697466,0.4994,0.017320216,16.4970629,1.320789025,0.533340038,-0.035800649,0.75712319,3.555348061,58.85,0.022748084,0.085838205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602022,2022,TSE,M1400,1,1,1,1,0,0.4994,-0.020284702,260.68,0.426232981,1.311834207,0.5075,0.015535897,16.52206097,1.103900477,0.528979831,0.022521819,0.905878764,3.555348061,63.43,0.024314868,0.079586573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632017,2017,TSE,M1400,0,1,0,1,0,0.1928,-0.230419629,314.11,0.075349441,9.917379808,0.23,0.003276679,14.93997349,1.007795451,0.108348278,0.168529928,0.992264848,3.688879454,52.53,0.007446652,0.040562256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632018,2018,TSE,M1400,0,1,0,1,0,0.23,-0.768608981,255.53,0.063725206,6.437257051,0.243,0.001708333,14.8105389,1.086873707,0.100451383,0.223461541,0.9200701,3.688879454,52.16,0.013978129,0.019517369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632019,2019,TSE,M1400,0,1,0,1,0,0.243,-0.756806001,127.14,0.052710648,6.542680994,0.2021,0.000974265,14.75579746,1.218725784,0.097846852,0.105808688,0.820529124,3.688879454,54.29,0.026694909,0.024946911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632020,2020,TSE,M1400,0,1,0,1,0,0.2021,-0.253996182,143.39,0.103127278,4.611182075,0.2308,0.000921461,14.78410527,0.905948343,0.146684812,0.055836598,1.103815695,3.688879454,54.5,0.020599671,0.036693094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632021,2021,TSE,M1400,0,1,0,1,0,0.2308,0.032755539,193.96,0.124001936,4.155731335,0.2841,0.000790247,14.82408252,1.002405842,0.167584655,-0.021348931,0.997599932,3.688879454,59.73,0.021589525,0.02963221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14632022,2022,TSE,M1400,0,1,0,1,0,0.2841,0.079381851,238.78,0.133195261,3.853600615,0.3204,0.000785575,14.85405184,0.940260884,0.178232717,0.050055697,1.063534618,3.688879454,56.6,0.018780801,0.024011357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642017,2017,TSE,M1400,0,1,0,1,0,0.3989,0.048270408,151.33,0.444709225,1.480418298,0.4324,0.015107937,16.45470759,0.984107787,0.597902036,-0.011171296,1.016148854,3.713572067,48.92,0.021743301,0.064093321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642018,2018,TSE,M1400,0,1,0,1,0,0.4324,0.13128738,158.14,0.603854817,0.960650016,0.4632,0.016036126,16.62635685,0.77796193,0.685923065,-0.017635306,1.285409943,3.713572067,49.02,0.024895534,0.061687939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642019,2019,TSE,M1400,0,1,0,1,0,0.4632,0.163678404,161.99,0.475769723,1.411801311,0.4802,0.019211201,16.74849726,0.930328963,0.666295865,0.032154989,1.074888604,3.713572067,52.34,0.021241288,0.052808478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642020,2020,TSE,M1400,0,1,0,1,0,0.4802,-0.270524404,161.32,0.510356057,0.919269802,0.5195,0.017933617,16.69737008,0.872340533,0.694365912,0.033787554,1.146341322,3.713572067,47.92,0.024254482,0.054911661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642021,2021,TSE,M1400,0,1,0,1,0,0.5195,0.179561146,203.57,0.468371713,1.096713947,0.5154,0.018131904,16.76686813,1.14791516,0.717805317,0.005902129,0.871144519,3.713572067,47.35,0.022025481,0.051878612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14642022,2022,TSE,M1400,0,1,0,1,0,0.5154,0.146722803,178.33,0.38471055,1.320641723,0.4653,0.019447227,16.72422298,1.029493974,0.688165522,0.102248394,0.971350999,3.713572067,42.64,0.016923433,0.057300476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652017,2017,TSE,M1400,0,1,0,0,0,0.2281,-0.043175053,138.03,0.132664174,4.33871001,0.2326,0.003569036,14.70516857,1.774468377,0.146581128,0.039687433,0.563549068,3.931825633,49.81,0.003104856,0.030044911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652018,2018,TSE,M1400,0,1,0,0,0,0.2326,-1.68831044,127.07,0.166416844,3.462165538,0.1554,0.001224171,14.68415985,1.603141738,0.174982559,0.061915795,0.623775164,3.931825633,47.65,0.009008079,0.077412099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652019,2019,TSE,M1400,0,1,0,0,0,0.1554,0.016992314,263.68,0.094463361,3.8445676,0.1751,0.001247709,14.64478744,1.443114316,0.166183829,0.002238551,0.692945797,3.931825633,47.57,0.010073279,0.068459948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652020,2020,TSE,M1400,0,1,0,0,0,0.1751,-0.667606435,137.31,0.068761934,4.934364744,0.192,0.000887394,14.46672992,1.399857153,0.107652833,-0.028385017,0.714358603,3.931825633,51.63,0.0118345,0.086777713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652021,2021,TSE,M1400,0,1,0,0,0,0.192,0.036788404,203.65,0.076391978,4.392985402,0.2051,0.000764216,14.41722423,1.343784429,0.11365275,-0.106498638,0.74416698,3.931825633,49.87,0.011097899,0.086366569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652022,2022,TSE,M1400,0,1,0,0,0,0.2051,0.278240216,171.93,0.122348968,3.718271012,0.2,0.000969009,14.50965874,1.203122255,0.158818943,0.048134793,0.831170728,3.931825633,47.73,0.006259256,0.077571298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662017,2017,TSE,M1400,1,1,0,0,0,0.1858,0.073109285,91.96,0.26621874,1.775874136,0.2202,0.007552933,15.11997672,1.654856079,0.527865511,0.031051998,0.604282156,3.555348061,59.19,0.006906155,0.039945065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662018,2018,TSE,M1400,1,1,0,0,0,0.2202,0.034186042,79.71,0.310767725,1.557788236,0.2282,0.007210951,15.11712464,1.787653114,0.552861812,0.020919541,0.559392643,3.555348061,52.38,0.008688052,0.032407424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662019,2019,TSE,M1400,1,1,0,0,0,0.2282,-0.246734901,78.44,0.196467464,1.397779234,0.2275,0.005794912,15.03993343,0.786985582,0.546689468,0.018619118,1.270671309,3.555348061,54.25,0.012408576,0.040084995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662020,2020,TSE,M1400,1,1,1,0,0,0.2275,-0.24983295,96.97,0.181256328,1.80663809,0.2419,0.005499095,15.04524847,0.838872731,0.538174499,0.176613798,1.192075941,3.555348061,61.79,0.017809977,0.05129973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662021,2021,TSE,M1400,1,1,1,0,0,0.2419,0.261918892,106.58,0.312736555,1.968769716,0.2169,0.00618029,15.11976182,1.396951971,0.523402486,0.045394633,0.715844224,3.555348061,65.19,0.014918831,0.062309856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14662022,2022,TSE,M1400,1,1,1,0,0,0.2169,-0.281906251,80.99,0.241447588,1.445693152,0.23,0.004412219,15.06463578,1.206479623,0.542368847,0.005677473,0.828857762,3.555348061,67.53,0.017503965,0.057588319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672017,2017,TSE,M1400,0,1,0,1,0,0.2425,0.020656266,104.75,0.395687716,1.619717861,0.2147,0.013824252,15.77178269,1.133513622,0.649889699,0.02074761,0.8822126,3.80666249,57.54,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672018,2018,TSE,M1400,0,1,0,1,0,0.2147,0.021373059,94.92,0.428857178,1.63112393,0.2235,0.013025514,15.77653927,1.208370542,0.643276409,-0.014650255,0.827560724,3.80666249,62.96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672019,2019,TSE,M1400,0,1,0,1,0,0.2235,-0.067432271,89.2,0.390311031,1.536233999,0.3004,0.012225959,15.75929259,0.411870876,0.632194813,0.018879134,2.427945403,3.80666249,60.35,0.010417188,0.083665166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672020,2020,TSE,M1400,0,1,0,1,0,0.3004,0.191810934,96.12,0.37236593,2.058079321,0.2979,0.017941814,15.90896841,0.887502942,0.589297072,0.087416614,1.126756828,3.80666249,64.61,0.006710637,0.116626837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672021,2021,TSE,M1400,0,1,0,1,0,0.2979,-0.295370579,81.34,0.396024142,1.400469007,0.2967,0.011489313,15.96939435,0.992395646,0.639513406,-0.038740164,1.007662623,3.80666249,66.96,0.008540908,0.100569063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14672022,2022,TSE,M1400,0,1,0,1,0,0.2967,-0.082998489,106.2,0.342856324,1.312771129,0.1253,0.009708913,15.97381977,1.115651705,0.628145429,0.075837329,0.896337088,3.80666249,67.16,0.012709284,0.095824102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682017,2017,TSE,M1400,0,1,0,1,0,0.532,0.038257382,635.73,0.322355214,0.705264841,0.5323,0.001141586,14.65719929,0.591181143,0.562697982,-0.019361871,1.691528919,3.713572067,51.64,0.011747122,0.049992827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682018,2018,TSE,M1400,0,1,0,1,0,0.5323,0.349141567,495.38,0.247901777,1.172735238,0.5338,0.001617307,14.72370339,0.642293491,0.572077116,0.02324185,1.556920651,3.713572067,52.25,0.01430884,0.038594457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682019,2019,TSE,M1400,0,1,0,1,0,0.5338,0.087848999,349.73,0.2741479,1.140287701,0.5335,0.001776455,14.76537107,0.479890733,0.542964992,0.04762181,2.08380769,3.713572067,52.08,0.007212719,0.026174951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682020,2020,TSE,M1400,0,1,0,1,0,0.5335,-0.04989514,277.04,0.292994952,1.309539519,0.5336,0.002006802,14.86886778,0.632470631,0.561254452,0.074414572,1.581101084,3.713572067,53.1,0.007550764,0.02476925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682021,2021,TSE,M1400,0,1,0,1,0,0.5336,0.156168458,269.65,0.47266078,0.917827802,0.5337,0.001972743,15.0488807,0.593881089,0.647568049,-0.141291356,1.683838766,3.713572067,53.56,0.004802808,0.023971047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682022,2022,TSE,M1400,0,1,0,1,0,0.5337,0.193079064,296.3,0.475512831,1.319206592,0.5336,0.002237402,14.7822187,0.469378221,0.533241293,0.113502772,2.130478056,3.713572067,54.44,0.002132438,0.022598034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14702017,2017,TSE,M1400,0,1,0,1,0,0.3104,0.021799815,152.21,0.14933485,6.689106198,0.3089,0.001335057,13.92914991,0.699818343,0.155676629,0.088320772,1.428942253,3.610917913,61.08,0,0.103938174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14702018,2018,TSE,M1400,0,1,0,1,0,0.3089,0.070780238,121.56,0.168478007,6.068121407,0.3399,0.001324805,13.94147603,0.564914642,0.173860451,0.093515234,1.770178936,3.610917913,61.23,0,0.101961397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
